boro,order_no,main_st,from_st,to_st,sos
B,P-00097673,DECATUR AVENUE,EAST FORDHAM ROAD,EAST  193 STREET,W
B,P-00097679,EAST AVENUE,YANKEE MALL,PARKCHESTER ROAD*S RDWY,W
B,P-00097684,KATONAH AVENUE,EAST  236 STREET,EAST  235 STREET,W
B,P-00097688,KATONAH AVENUE,EAST  240 STREET,EAST  239 STREET,W
B,P-00097689,KATONAH AVENUE,EAST  238 STREET,EAST  237 STREET,W
B,P-00097691,KATONAH AVENUE,EAST  235 STREET,EAST  236 STREET,E
B,P-00097692,KATONAH AVENUE,EAST  238 STREET,EAST  239 STREET,E
B,P-00097703,KATONAH AVENUE,EAST  236 STREET,EAST  237 STREET,E
B,P-010938  ,WOOD AVENUE,METROPOLITAN AVENUE,WEST AVENUE,S
B,P-01249551,EAST  205 STREET,PERRY AVENUE,BAINBRIDGE AVENUE,N
B,P-01249901,EAST  205 STREET,PERRY AVENUE,EAST  204 STREET,S
B,P-01249905,EAST  206 STREET,BAINBRIDGE AVENUE,PERRY AVENUE,S
B,P-01249961,KOSSUTH AVENUE,EAST  210 STREET,DEKALB AVENUE,W
B,P-01250230,WESTCHESTER AVENUE,BUHRE AVENUE,PILGRIM AVENUE,N
B,P-01250308,FOREST AVENUE,EAST  160 STREET,EAST  158 STREET,E
B,P-01250350,WESTCHESTER AVENUE,ZEREGA AVENUE,PARKER STREET,N
B,P-01250378,WESTCHESTER AVENUE,COMMERCE AVENUE,FERRIS PLACE,S
B,P-01250684,OAK POINT AVENUE,LONGFELLOW AVENUE,HUNTS POINT AVENUE,S
B,P-01251242,WESTCHESTER AVENUE,GLOVER STREET,DORIS STREET,N
B,P-01251245,WESTCHESTER AVENUE,PARKER STREET,GLOVER STREET,N
B,P-01251253,WESTCHESTER AVENUE,TAYLOR AVENUE,BEACH AVENUE,N
B,P-01251712,THIRD AVENUE,EAST  146 STREET,EAST  147 STREET,E
B,P-01254461,WHITE PLAINS ROAD,EAST  223 STREET,EAST  224 STREET,E
B,P-01258538,BRONX RIV AVENUE,ROSEDALE AVENUE,EAST TREMONT AVENUE,N
B,P-01260196,WEST  233 STREET,BROADWAY,KINGSBRIDGE AVENUE,N
B,P-01263251,GRAND CONCOURSE*W S/R,EAST  183 STREET,EAST  182 STREET,W
B,P-01263255,GRAND CONCOURSE*W S/R,EAST  184 STREET,FIELD PLACE,W
B,P-01264014,GRAND CONCOURSE,EAST  188 STREET,EAST FORDHAM ROAD,E
B,P-01264365,GRAND CONCOURSE*E S/R,EAST  184 STREET,EAST  187 STREET,E
B,P-01266467,EAST GUN HILL ROAD,ADEE AVENUE,FENTON AVENUE,N
B,P-01266468,FENTON AVENUE,EAST GUNHILL ROAD,KNAPP STREET,E
B,P-01266478,EAST GUNHILL ROAD,SEXTON PLACE,DEWITT PLACE,S
B,P-01266481,EAST GUNHILL ROAD,KNAPP STREET,FENTON AVENUE,S
B,P-01266483,EAST GUN HILL ROAD,WHITE PLAINS ROAD,WILLET AVENUE,N
B,P-01266777,EINSTEIN LOOP EAST,EINSTEIN LOOP NORTH,EINSTEIN LOOP SOUTH,W
B,P-01266816,WILLIAMSBRIDGE ROAD,WARING AVENUE,MACE AVENUE,E
B,P-01266847,ASTOR AVENUE,HOLLAND AVENUE,WALLACE AVENUE,S
B,P-01266853,ASTOR AVENUE,HOLLAND AVENUE,CRUGER AVENUE,N
B,P-01266891,ASTOR AVENUE,CRUGER AVENUE,HOLLAND AVENUE,S
B,P-01268337,WHITE PLAINS ROAD,EAST  219 STREET,EAST  216 STREET,W
B,P-01268366,DREISER LOOP*E,CO-OP CITY BOULEVARD,DREISER LOOP SOUTH,W
B,P-01268397,EAST  233 STREET,BYRON AVENUE,WHITE PLAINS ROAD,N
B,P-01268553,DYRE AVENUE,EAST  233 STREET,DARK STREET,E
B,P-01268571,DYRE AVENUE,LUSTRE STREET,EAST  233 STREET,W
B,P-01268575,EAST  233 STREET,MERRITT AVENUE,DYRE AVENUE,N
B,P-01268977,EASTCHESTER ROAD,KNAPP STREET,ADEE AVENUE,W
B,P-01269025,PELHAM PARKWAY NORTH,CRUGER AVENUE,WHITE PLAINS ROAD,N
B,P-01269920,EAST  241 STREET,RICHARDSON AVENUE,WHITE PLAINS ROAD,S
B,P-01271123,EAST  234 STREET,CARPENTER AVENUE,BRONX BOULEVARD,S
B,P-01271501,EAST  233 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,S
B,P-01272008,EAST  241 STREET,WHITE PLAINS ROAD,RICHARDSON AVENUE,N
B,P-01272542,EAST  234 STREET,CARPENTER AVENUE,BRONX BOULEVARD,N
B,P-01276490,EAST  163 STREET,SIMPSON STREET,SOUTHERN BOULEVARD,S
B,P-01276883,GERARD AVENUE,EAST  158 STREET,EAST  161 STREET,E
B,P-01276968,WESTCHESTER AVENUE,THIRD AVENUE,BERGEN AVENUE,S
B,P-01276976,WESTCHESTER AVENUE,SIMPSON STREET,SOUTHERN BOULEVARD,S
B,P-01277015,JEROME AVENUE*W RDWY,ELLIOTT PLACE,JEROME AVENUE,W
B,P-01277204,EAST  183 STREET,CRESTON AVENUE,MORRIS AVENUE,N
B,P-01277234,TOWNSEND AVENUE,EAST  170 STREET,EAST  171 STREET,W
B,P-01277248,THIRD AVENUE,EAST  152 STREET,EAST  151 STREET,W
B,P-01277433,WEST MOUNT EDEN AVENUE,JEROME AVENUE,INWOOD AVENUE,S
B,P-01277449,WALTON AVENUE,EAST  170 STREET,ELLIOT PLACE,E
B,P-01277478,MARION AVENUE,EAST  193 STREET,EAST FORDHAM ROAD,E
B,P-01277669,WALTON AVENUE,EAST  171 STREET,EAST  170 STREET,E
B,P-01277671,WALTON AVENUE,EAST  161 STREET,EAST  158 STREET,W
B,P-01277686,EAST  146 STREET,WALTON AVENUE,GERARD AVENUE,N
B,P-01277688,WALTON AVENUE,EAST  170 STREET,ELLIOT PLACE,W
B,P-01277696,THIRD AVENUE,EAST  155 STREET,EAST  154 STREET,W
B,P-01277915,WALTON AVENUE,EAST  171 STREET,EAST  170 STREET,W
B,P-01277953,WYTHE PLACE,EAST  170 STREET,EAST  171 STREET,E
B,P-01277988,WYTHE PLACE,EAST  171 STREET,EAST  170 STREET,W
B,P-01277993,EAST  146 STREET,GERARD AVENUE,WALTON AVENUE,S
B,P-01278811,WESTCHESTER AVENUE,FERRIS PLACE,EAST TREMONT AVENUE,E
B,P-01278830,WESTCHESTER AVENUE,SANDS PLACE,WILKINSON AVENUE,E
B,P-01278832,WESTCHESTER AVENUE,BEACH AVENUE,TAYLOR AVENUE,S
B,P-01279828,WESTCHESTER AVENUE,HAVEMEYER AVENUE,PARKER STREET,S
B,P-01279886,WHITE PLAINS ROAD,EAST  216 STREET,EAST  217 STREET,E
B,P-01279887,WHITE PLAINS ROAD,EAST  217 STREET,EAST  218 STREET,E
B,P-01279904,WHITE PLAINS ROAD,EAST  219 STREET,EAST  220 STREET,E
B,P-01279906,ALLERTON AVENUE,BARKER AVENUE,OLINVILLE AVENUE,S
B,P-01279907,WHITE PLAINS ROAD,EAST  220 STREET,EAST  221 STREET,E
B,P-01279912,WHITE PLAINS ROAD,EAST  221 STREET,EAST  222 STREET,E
B,P-01279930,ALLERTON AVENUE,PAULDING AVENUE,HONE AVENUE,S
B,P-01279932,ALLERTON AVENUE,WALLACE AVENUE,BARNES AVENUE,S
B,P-01280047,WHITE PLAINS ROAD,EAST  222 STREET,EAST  223 STREET,E
B,P-01280055,WHITE PLAINS ROAD,EAST  225 STREET,EAST  226 STREET,E
B,P-01280060,WHITE PLAINS ROAD,EAST  226 STREET,EAST  227 STREET,E
B,P-01280064,WHITE PLAINS ROAD,EAST  227 STREET,EAST  228 STREET,E
B,P-01280066,WHITE PLAINS ROAD,EAST  229 STREET,EAST  230 STREET,E
B,P-01280084,WHITE PLAINS ROAD,EAST  234 STREET,EAST  235 STREET,E
B,P-01280098,WHITE PLAINS ROAD,EAST  235 STREET,EAST  236 STREET,E
B,P-01280100,WHITE PLAINS ROAD,EAST  236 STREET,EAST  237 STREET,E
B,P-01280108,WHITE PLAINS ROAD,EAST  240 STREET,EAST  241 STREET,E
B,P-01280109,WHITE PLAINS ROAD,EAST  242 STREET,EAST  243 STREET,E
B,P-01280111,WHITE PLAINS ROAD,NEREID AVENUE,EAST  239 STREET,E
B,P-01280114,WHITE PLAINS ROAD,PENFIELD STREET,EAST  242 STREET,E
B,P-01280332,MELROSE AVENUE,EAST  151 STREET,EAST  152 STREET,E
B,P-01280552,WHITE PLAINS ROAD,BURKE AVENUE,ROSEWOOD STREET,E
B,P-01280555,WESTCHESTER AVENUE,HOBART AVENUE,MAHAN AVENUE,S
B,P-01280800,WESTCHESTER AVENUE,PILGRIM AVENUE,EDISON AVENUE,S
B,P-01280806,NEWBOLD AVENUE,CASTLEHILL AVENUE,HAVEMEYER AVENUE,S
B,P-01280825,CAMBRELENG AVENUE,EAST FORDHAM ROAD,DEAD END,E
B,P-01280858,EAST  188 STREET,WEBSTER AVENUE,PARK AVENUE,N
B,P-01280876,EAST  190 STREET,CRESTON AVENUE,MORRIS AVENUE,N
B,P-01280877,BRUCKNER BOULEVARD,WILLIS AVENUE,ALEXANDER AVENUE,N
B,P-01280921,GRAND CONCOURSE*E S/R,EAST  183 STREET,FIELD PLACE,E
B,P-01280927,EAST  190 STREET,MORRIS AVENUE,JEROME AVENUE,S
B,P-01280989,WESTCHESTER AVENUE,SEABURY AVENUE,COMMERCE AVENUE,S
B,P-01280995,WESTCHESTER AVENUE,SAINT LAWRENCE AVENUE,BEACH AVENUE,S
B,P-01281060,LINCOLN AVENUE,EAST  137 STREET,EAST  136 STREET,W
B,P-01281067,MORRIS AVENUE,CONCOURSE VILLAGE EAST,EAST  153 STREET,W
B,P-01281080,WHITE PLAINS ROAD,EAST  215 STREET,EAST  216 STREET,E
B,P-01281081,WHITE PLAINS ROAD,EAST GUN HILL ROAD,EAST  211 STREET,E
B,P-01281191,WESTCHESTER AVENUE,HOBART AVENUE*N RDWY,HOBART AVENUE*S RDWY,W
B,P-01281194,WESTCHESTER AVENUE,ST THERESA AVENUE,HOBART AVENUE,W
B,P-01281235,MORRIS AVENUE,EAST  150 STREET,EAST  151 STREET,E
B,P-01281246,WALTON AVENUE,EAST  149 STREET,EAST  146 STREET,W
B,P-01281247,WALTON AVENUE,EAST  146 STREET,EAST  144 STREET,W
B,P-01281414,BRUCKNER BOULEVARD,CASTLEHILL AVENUE,OLMSTEAD AVENUE,N
B,P-01281611,WHITE PLAINS ROAD,EAST  213 STREET,EAST GUNHILL ROAD,W
B,P-01281633,BRUCKNER BOULEVARD,CROSBY AVENUE,EDISON AVENUE,N
B,P-01281637,WHITE PLAINS ROAD,EAST  221 STREET,EAST  220 STREET,W
B,P-01281639,WHITE PLAINS ROAD,EAST  222 STREET,EAST  221 STREET,W
B,P-01281643,WHITE PLAINS ROAD,EAST  223 STREET,EAST  222 STREET,W
B,P-01281646,WHITE PLAINS ROAD,EAST  224 STREET,EAST  223 STREET,W
B,P-01281655,BRUCKNER BOULEVARD,WILKINSON AVENUE,SANDS PLACE,W
B,P-01281659,BRUCKNER BOULEVARD*S,REVERE AVENUE,EAST TREMONT AVENUE,S
B,P-01281665,CASTLE HILL AVENUE,BRUCKNER BOULEVARD*S RDWY,BRUCKNER BOULEVARD*N RDWY,E
B,P-01281810,CASTLE HILL AVENUE,BRUCKNER BOULEVARD*N RDWY,BRUCKNER BOULEVARD*S RDWY,W
B,P-01281950,THIRD AVENUE,ELTON AVENUE,EAST  152 STREET,W
B,P-01281963,COURTLANDT AVENUE,EAST  149 STREET,EAST  150 STREET,E
B,P-01281966,COURTLANDT AVENUE,EAST  149 STREET,EAST  150 STREET,W
B,P-01281967,EAST  151 STREET,MELROSE AVENUE,THIRD AVENUE,N
B,P-01281968,EAST  151 STREET,MELROSE AVENUE,THIRD AVENUE,S
B,P-01281973,EAST  152 STREET,BERGEN AVENUE,THIRD AVENUE,N
B,P-01281980,EAST  152 STREET,BERGEN AVENUE,THIRD AVENUE,S
B,P-01281983,EAST  153 STREET,BERGEN AVENUE,THIRD AVENUE,N
B,P-01282337,WHITE PLAINS ROAD,EAST  225 STREET,EAST  224 STREET,W
B,P-01282338,WHITE PLAINS ROAD,EAST  228 STREET,EAST  226 STREET,W
B,P-01282340,WHITE PLAINS ROAD,EAST  229 STREET,EAST  228 STREET,W
B,P-01282341,COURTLANDT AVENUE,EAST  149 STREET,EAST  148 STREET,W
B,P-01282342,WHITE PLAINS ROAD,EAST  231 STREET,EAST  230 STREET,W
B,P-01282343,WHITE PLAINS ROAD,EAST  232 STREET,EAST  231 STREET,W
B,P-01282346,WHITE PLAINS ROAD,EAST  233 STREET,EAST  232 STREET,W
B,P-01282348,WHITE PLAINS ROAD,EAST  235 STREET,EAST  234 STREET,W
B,P-01282350,WHITE PLAINS ROAD,EAST  237 STREET,EAST  236 STREET,W
B,P-01282354,WHITE PLAINS ROAD,EAST  240 STREET,EAST  239 STREET,W
B,P-01282360,WHITE PLAINS ROAD,EAST  241 STREET,EAST  240 STREET,W
B,P-01282363,WHITE PLAINS ROAD*E RDWY,EAST  213 STREET,EAST  214 STREET,E
B,P-01282365,WHITE PLAINS ROAD*E RDWY,EAST  214 STREET,EAST  215 STREET,E
B,P-01282455,CASTLE HILL AVENUE,QUIMBY AVENUE,STORY AVENUE,W
B,P-01282466,HONE AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,W
B,P-01282987,LYDIG AVENUE,BOLTON STREET,BRONX PARK EAST,N
B,P-01282996,JEROME AVENUE,EAST  190 STREET,EAST  193 STREET,E
B,P-01283002,LYDIG AVENUE,WHITE PLAINS ROAD,BOLTON STREET,N
B,P-01283027,LYDIG AVENUE,WHITE PLAINS ROAD,BRONX PARK EAST,S
B,P-01283033,JEROME AVENUE,WEST  184 STREET,NORTH STREET,W
B,P-01283084,WHITE PLAINS ROAD,MARAN PLACE,BRADY AVENUE,W
B,P-01283205,MORRIS PARK AVENUE,BOGART AVENUE,FOWLER AVENUE,N
B,P-01283217,BURKE AVENUE,BARNES AVENUE,WALLACE AVENUE,N
B,P-01283221,BURKE AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,N
B,P-01283223,MORRIS PARK AVENUE,HONE AVENUE,PAULDING AVENUE,N
B,P-01283229,MORRIS PARK AVENUE,MATTHEWS AVENUE,BARNES AVENUE,N
B,P-01283232,EAST  170 STREET*CTR MALL,SHERIDAN AVENUE,GRAND CONCOURSE,N
B,P-01283233,BURKE AVENUE,WALLACE AVENUE,HOLLAND AVENUE,N
B,P-01283241,MORRIS PARK AVENUE,MULINER AVENUE,MATTHEWS AVENUE,N
B,P-01283244,BURKE AVENUE,BARNES AVENUE,MATTHEWS AVENUE,S
B,P-01283246,BURKE AVENUE,CRUGER AVENUE,HOLLAND AVENUE,S
B,P-01283248,BURKE AVENUE,HOLLAND AVENUE,WALLACE AVENUE,S
B,P-01283252,BURKE AVENUE,WALLACE AVENUE,BARNES AVENUE,S
B,P-01283260,EAST TREMONT AVENUE,CROTONA AVENUE,BELMONT AVENUE,N
B,P-01283292,CRUGER AVENUE,ALLERTON AVENUE,ARNOW AVENUE,E
B,P-01283293,CRUGER AVENUE,MACE AVENUE,ALLERTON AVENUE,E
B,P-01283297,CRUGER AVENUE,ALLERTON AVENUE,MACE AVENUE,W
B,P-01283301,CRUGER AVENUE,ARNOW AVENUE,ALLERTON AVENUE,W
B,P-01283310,MATTHEWS AVENUE,BOSTON ROAD,ARNOW AVENUE,E
B,P-01283311,MATTHEWS AVENUE,ALLERTON AVENUE,ARNOW AVENUE,W
B,P-01283312,OLINVILLE AVENUE,ALLERTON AVENUE,BRITTON STREET,E
B,P-01283315,OLINVILLE AVENUE,MACE AVENUE,ALLERTON AVENUE,E
B,P-01283316,OLINVILLE AVENUE,ALLERTON AVENUE,BRITTON STREET,W
B,P-01283318,OLINVILLE AVENUE,MACE AVENUE,ALLERTON AVENUE,W
B,P-01283320,WALLACE AVENUE,ALLERTON AVENUE,BOSTON ROAD,W
B,P-01283453,CLINTON AVENUE,EAST  178 STREET,EAST TREMONT AVENUE,E
B,P-01283466,CLINTON AVENUE,EAST  178 STREET,EAST TREMONT AVENUE,W
B,P-01283469,DAVIDSON AVENUE,WEST  184 STREET,WEST FORDHAM ROAD,E
B,P-01283472,DAVIDSON AVENUE,WEST FORDHAM ROAD,WEST  190 STREET,E
B,P-01283473,EXTERIOR STREET,WEST  225 STREET,WEST  230 STREET,E
B,P-01283475,DAVIDSON AVENUE,WEST  184 STREET,WEST FORDHAM ROAD,W
B,P-01283476,GODWIN TERRACE,KIMBERLY PLACE,WEST  231 STREET,E
B,P-01283477,DAVIDSON AVENUE,WEST FORDHAM ROAD,WEST  190 STREET,W
B,P-01283478,GODWIN TERRACE,WEST  231 STREET,WEST  230 STREET,W
B,P-01283480,LA FONTAINE AVENUE,EAST  178 STREET,EAST TREMONT AVENUE,W
B,P-01283483,PROSPECT AVENUE,EAST TREMONT AVENUE,EAST  178 STREET,E
B,P-01283484,KIMBERLY PLACE,GODWIN TERRACE,BROADWAY,S
B,P-01283485,TIEBOUT AVENUE,EAST FORDHAM ROAD,EAST  188 STREET,E
B,P-01283497,WEST  230 STREET,BROADWAY,GODWIN TERRACE,N
B,P-01283505,WEST  231 STREET,CORLEAR AVENUE,TIBBETT AVENUE,N
B,P-01283573,WEST  231 STREET,TIBBETT AVENUE,CORLEAR AVENUE,S
B,P-01283575,WEST  232 STREET,BROADWAY,KINGSBRIDGE AVENUE,N
B,P-01283577,WEST  233 STREET,BROADWAY,BAILEY AVENUE,N
B,P-01283580,WEST  233 STREET,BROADWAY,ALBANY CRESCENT,S
B,P-01283647,WEST  233 STREET,BROADWAY,KINGSBRIDGE AVENUE,S
B,P-01283649,WEST  234 STREET,BAILEY AVENUE,BROADWAY,N
B,P-01283651,WEST  234 STREET,BAILEY AVENUE,BROADWAY,S
B,P-01283670,EAST GUNHILL ROAD,DECATUR AVENUE,HULL AVENUE,N
B,P-01283677,EAST GUN HILL ROAD,KINGS COLLEGE PLACE,TRYON AVENUE,N
B,P-01283680,EAST GUN HILL ROAD,PUTNAM PLACE,KINGS COLLEGE PLACE,N
B,P-01283684,EAST GUN HILL ROAD,WAYNE AVENUE,BAINBRIDGE AVENUE,N
B,P-01283687,EAST GUN HILL ROAD,BAINBRIDGE AVENUE,WAYNE AVENUE,S
B,P-01283688,BAYCHESTER AVENUE,BOSTON ROAD,GIVAN AVENUE,W
B,P-01283690,EAST GUNHILL ROAD,DECATUR AVENUE,WEBSTER AVENUE,S
B,P-01283691,BRONX BOULEVARD,EAST  234 STREET,EAST  236 STREET,E
B,P-01283694,BRONX BOULEVARD,EAST  236 STREET,EAST  233 STREET,W
B,P-01283696,BRONX BOULEVARD,EAST  237 STREET,EAST  236 STREET,W
B,P-01283706,EAST GUN HILL ROAD,PERRY AVENUE,HULL AVENUE,S
B,P-01283738,JEROME AVENUE,EAST  212 STREET,EAST  213 STREET,E
B,P-01283784,JEROME AVENUE,EAST GUNHILL ROAD,EAST  212 STREET,E
B,P-01283788,JEROME AVENUE,VAN CORTLANDT PARK*EXIT,WEST GUNHILL ROAD,W
B,P-01283798,WEST GUNHILL ROAD,KNOX PLACE,JEROME AVENUE,S
B,P-01283978,EAST  189 STREET,PARK AVENUE,WEBSTER AVENUE,S
B,P-01284252,MORRIS AVENUE,EAST  148 STREET,EAST  149 STREET,E
B,P-01284255,EAST GUNHILL ROAD,WAYNE AVENUE,TRYON AVENUE,S
B,P-01284258,GRAND CONCOURSE,EAST  192 STREET,EAST KINGSBRIDGE ROAD,E
B,P-01284269,LORILLARD PLACE,EAST FORDHAM ROAD,EAST  189 STREET,E
B,P-01284271,LORILLARD PLACE,EAST FORDHAM ROAD,EAST  189 STREET,W
B,P-01284273,CROSBY AVENUE,ROBERTS AVENUE,DANIEL STREET,W
B,P-01284278,CROSBY AVENUE,WESTCHESTER AVENUE,ROBERTS AVENUE,W
B,P-01284281,FINK AVENUE,BLONDELL AVENUE,WESTCHESTER SQUARE,S
B,P-01284293,FRISBY AVENUE,BENSON STREET,EAST TREMONT AVENUE,N
B,P-01284298,FRISBY AVENUE,BENSON STREET,EAST TREMONT AVENUE,S
B,P-01284302,HALPERIN AVENUE,WILLIAMBRIDGE ROAD,BLONDELL AVENUE,N
B,P-01284305,HALPERIN AVENUE,WILLIAMBRIDGE ROAD,BLONDELL AVENUE,S
B,P-01284311,JARVIS AVENUE,BUHRE AVENUE,ROBERTS AVENUE,W
B,P-01284319,LANE AVENUE,BENSON STREET,OVERING STREET,W
B,P-01284337,PONTON AVENUE,WESTCHESTER SQUARE,BLONDELL AVENUE,N
B,P-01284339,PONTON AVENUE,WESTCHESTER SQUARE,BLONDELL AVENUE,S
B,P-01284341,ROBERTS AVENUE,CROSBY AVENUE,HOBART AVENUE,N
B,P-01284344,ROBERTS AVENUE,EDISON AVENUE,CROSBY AVENUE,N
B,P-01284346,ROBERTS AVENUE,BLONDELL AVENUE,WILLIAMBRIDGE ROAD,S
B,P-01284369,SAINT RAYMOND AVENUE,BENSON STREET,EAST TREMONT AVENUE,N
B,P-01284371,SAINT RAYMONDS AVENUE,EAST TREMONT AVENUE,WILLIAMSBRIDGE ROAD,N
B,P-01284379,SAINT RAYMOND AVENUE,BENSON STREET,EAST TREMONT AVENUE,S
B,P-01284383,SAINT RAYMOND AVENUE,EAST TREMONT AVENUE,WILLIAMSBRIDGE ROAD,S
B,P-01284386,ST RAYMOND AVENUE,WILLIAMBRIDGE ROAD,BLONDELL AVENUE,S
B,P-01284421,WHITE PLAINS ROAD,EAST  211 STREET,EAST  212 STREET,E
B,P-01284462,EAST TREMONT AVENUE,BARKLEY AVENUE,GREENE PLACE,E
B,P-01284472,EAST TREMONT AVENUE,BRUCKNER BOULEVARD,MEYERS STREET,E
B,P-01284476,MARION AVENUE,EAST  193 STREET,EAST FORDHAM ROAD,W
B,P-01284478,EAST TREMONT AVENUE,CODDINGTON AVENUE,HARRINGTON AVENUE,E
B,P-01284493,EAST TREMONT AVENUE,GREENE PLACE,OTIS AVENUE,E
B,P-01284500,EAST TREMONT AVENUE,HARRINGTON AVENUE,DUDLEY AVENUE,E
B,P-01284506,EAST TREMONT AVENUE,LASALLE AVENUE,CODDINGTON AVENUE,E
B,P-01284510,EAST TREMONT AVENUE,MEYERS STREET,HASKIN STREET,E
B,P-01284512,EAST TREMONT AVENUE,MILES AVENUE,GERBER PLACE,E
B,P-01284523,EAST TREMONT AVENUE,SCOTT PLACE,SULLIVAN PLACE,E
B,P-01284530,EAST TREMONT AVENUE,SULLIVAN PLACE,LAFAYETTE AVENUE,E
B,P-01284547,EAST TREMONT AVENUE,WILLIAMSBRIDGE ROAD,ST RAYMOND AVENUE,E
B,P-01284570,WHITE PLAINS ROAD,EAST  231 STREET,EAST  232 STREET,E
B,P-01284572,EAST TREMONT AVENUE,HONE AVENUE,PAULDING AVENUE,N
B,P-01284573,FIELDSTON ROAD,RIVERDALE AVENUE,WEST  236 STREET,W
B,P-01284579,WHITE PLAINS ROAD,EAST  230 STREET,EAST  231 STREET,E
B,P-01284582,OXFORD AVENUE,WEST  235 STREET,JOHNSON AVENUE,W
B,P-01284585,EAST TREMONT AVENUE,SOMMER PLACE,BARKLEY AVENUE,N
B,P-01284586,BROADWAY,WEST  225 STREET,EXTERIOR STREET,E
B,P-01284588,OXFORD AVENUE,WEST  236 STREET,WEST  235 STREET,W
B,P-01284589,RIVERDALE AVENUE,FIELDSTON ROAD,WEST  236 STREET,E
B,P-01284632,BEDFORD PARK BOULEVARD,GOULDEN AVENUE,JEROME AVENUE,S
B,P-01284637,ARTHUR AVENUE,EAST  187 STREET,EAST  186 STREET,E
B,P-01284638,EAST  210 STREET,ROCHAMBEAU AVENUE,STEUBEN AVENUE,S
B,P-01284640,ARTHUR AVENUE,EAST  188 STREET,EAST  187 STREET,E
B,P-01284641,WEST  236 STREET,CAMBRIDGE AVENUE,RIVERDALE AVENUE,S
B,P-01284642,WEST  236 STREET,JOHNSON AVENUE,OXFORD AVENUE,S
B,P-01284643,ARTHUR AVENUE,EAST  189 STREET,EAST  188 STREET,E
B,P-01284645,WEST  236 STREET,NETHERLAND AVENUE,JOHNSON AVENUE,S
B,P-01284650,WEST  238 STREET,GREYSTONE AVENUE,RIVERDALE AVENUE,N
B,P-01284652,ARTHUR AVENUE,EAST TREMONT AVENUE,EAST  178 STREET,E
B,P-01284653,WEST  238 STREET,RIVERDALE AVENUE,FIELDSTON ROAD,S
B,P-01284663,ARTHUR AVENUE,EAST  187 STREET,EAST  184 STREET,W
B,P-01284671,ARTHUR AVENUE,EAST  189 STREET,EAST  188 STREET,W
B,P-01284672,ARTHUR AVENUE,EAST TREMONT AVENUE,EAST  178 STREET,W
B,P-01284675,BELMONT AVENUE,EAST  187 STREET,EAST  186 STREET,E
B,P-01284676,BELMONT AVENUE,EAST  188 STREET,EAST  187 STREET,E
B,P-01284688,BELMONT AVENUE,DEAD END,EAST FORDHAM ROAD,W
B,P-01284689,BELMONT AVENUE,EAST  187 STREET,EAST  186 STREET,W
B,P-01284690,BELMONT AVENUE,EAST  188 STREET,EAST  187 STREET,W
B,P-01284710,EAST  210 STREET,STEUBEN AVENUE,KOSSUTH AVENUE,S
B,P-01284721,EAST MOSHOLU PARKWAY NORTH,KOSSUTH AVENUE,JEROME AVENUE,N
B,P-01284726,EAST MOSHOLU PARKWAY NORTH,VAN CORTLANDT AVENUE EAST,JEROME AVENUE,S
B,P-01284815,BELMONT AVENUE,EAST FORDHAM ROAD,EAST  189 STREET,W
B,P-01284819,HULL AVENUE,EAST  204 STREET,EAST MOSHOLU PARKWAY NORTH,W
B,P-01284820,HULL AVENUE,EAST  205 STREET,EAST  204 STREET,W
B,P-01284825,CAMBRELENG AVENUE,EAST  187 STREET,EAST  188 STREET,E
B,P-01284833,DECATUR AVENUE,EAST  204 STREET,EAST  205 STREET,W
B,P-01284841,CAMBRELENG AVENUE,EAST  187 STREET,EAST  188 STREET,W
B,P-01284870,EAST  186 STREET,HUGHES AVENUE,BELMONT AVENUE,S
B,P-01284878,EAST FORDHAM ROAD,ARTHUR AVENUE,HUGHES AVENUE,S
B,P-01284880,EAST FORDHAM ROAD,BATHGATE AVENUE,LORILLARD PLACE,S
B,P-01284907,WEST  240 STREET,TIBBETT AVENUE,CORLEAR AVENUE,S
B,P-01284919,DEKALB AVENUE,KOSSUTH AVENUE,EAST GUN HILL ROAD,E
B,P-01284922,DEKALB AVENUE,EAST GUNHILL ROAD,EAST  208 STREET,W
B,P-01284928,PERRY AVENUE,EAST  204 STREET,EAST  205 STREET,W
B,P-01284933,PERRY AVENUE,EAST MOSHOLU PARKWAY NORTH,EAST  204 STREET,W
B,P-01284936,STEUBEN AVENUE,EAST  208 STREET,EAST  210 STREET,E
B,P-01284937,EAST  204 STREET,WEBSTER AVENUE,DECATUR AVENUE,N
B,P-01284950,STEUBEN AVENUE,EAST  208 STREET,EAST  210 STREET,W
B,P-01284959,WEST MOSHOLU PARKWAY NORTH,WEST GUN HILL ROAD,JEROME AVENUE,S
B,P-01285131,EAST FORDHAM ROAD,EAST  188 STREET,CRESTON AVENUE,S
B,P-01285136,EAST FORDHAM ROAD,ELM PLACE,MARION AVENUE,S
B,P-01285138,EAST FORDHAM ROAD,LORILLARD PLACE,HOFFMAN STREET,S
B,P-01285159,CRESCENT AVENUE,HUGHES AVENUE,ARTHUR AVENUE,N
B,P-01285164,GRAND AVENUE,WEST FORDHAM ROAD,WEST  184 STREET,E
B,P-01285165,CRESCENT AVENUE,ADAMS PLACE,HUGHES AVENUE,S
