IntakeType,IntakeSubtype,Number_of_Animals,YEAR,MONTH,OBJECTID
ET REQUEST,,3,2013,5,1909
ET REQUEST,AGGRESSIVE,13,2013,5,1910
ET REQUEST,OLD,18,2013,5,1911
ET REQUEST,SICK,8,2013,5,1912
FOSTER,RETURN,85,2013,5,1913
OWNER SUR,EUTH REQ,16,2013,5,1914
OWNER SUR,FIELD,39,2013,5,1915
OWNER SUR,OTC,98,2013,5,1916
RETURN,ADOPTION,7,2013,5,1917
STRAY,,6,2013,5,1918
STRAY,FIELD,342,2013,5,1919
STRAY,OTC,328,2013,5,1920
CONFISCATE,ABANDONED,9,2013,6,1921
CONFISCATE,BITE,1,2013,6,1922
CONFISCATE,CRUELTY,2,2013,6,1923
CONFISCATE,POLICE,5,2013,6,1924
CONFISCATE,RESTRAINT,2,2013,6,1925
DISPOSAL,,1,2013,6,1926
DISPOSAL,FIELD,2,2013,6,1927
DISPOSAL,OTHER,3,2013,6,1928
DISPOSAL,OWNER,9,2013,6,1929
ET REQUEST,,9,2013,6,1930
ET REQUEST,AGGRESSIVE,5,2013,6,1931
ET REQUEST,OLD,15,2013,6,1932
ET REQUEST,SICK,17,2013,6,1933
FOSTER,RETURN,125,2013,6,1934
OWNER SUR,EUTH REQ,20,2013,6,1935
OWNER SUR,FIELD,79,2013,6,1936
OWNER SUR,OTC,79,2013,6,1937
RETURN,,1,2013,6,1938
RETURN,ADOPTION,9,2013,6,1939
RETURN,K HUMANE S,4,2013,6,1940
STRAY,FIELD,343,2013,6,1941
STRAY,OTC,309,2013,6,1942
CONFISCATE,ABANDONED,1,2013,7,1943
CONFISCATE,CHAINING,2,2013,7,1944
CONFISCATE,CRUELTY,3,2013,7,1945
CONFISCATE,EVICTION,11,2013,7,1946
CONFISCATE,NEGLECT,23,2013,7,1947
CONFISCATE,POTDANGER,1,2013,7,1948
CONFISCATE,RESTRAINT,2,2013,7,1949
DISPOSAL,FIELD,1,2013,7,1950
DISPOSAL,OTHER,2,2013,7,1951
DISPOSAL,OWNER,5,2013,7,1952
DISPOSAL,STRAY,2,2013,7,1953
ET REQUEST,,1,2013,7,1954
ET REQUEST,AGGRESSIVE,6,2013,7,1955
ET REQUEST,OLD,13,2013,7,1956
ET REQUEST,SICK,15,2013,7,1957
FOSTER,RETURN,94,2013,7,1958
LOST,WEB,1,2013,7,1959
OWNER SUR,EUTH REQ,26,2013,7,1960
OWNER SUR,FIELD,39,2013,7,1961
OWNER SUR,OTC,137,2013,7,1962
RETURN,ADOPTION,18,2013,7,1963
RETURN,K HUMANE S,1,2013,7,1964
STRAY,,1,2013,7,1965
STRAY,FIELD,398,2013,7,1966
STRAY,OTC,311,2013,7,1967
CONFISCATE,ABANDONED,1,2013,8,1968
CONFISCATE,BITE,1,2013,8,1969
CONFISCATE,CRUELTY,18,2013,8,1970
CONFISCATE,DANGER DOG,1,2013,8,1971
CONFISCATE,POLICE,4,2013,8,1972
CONFISCATE,POTDANGER,1,2013,8,1973
CONFISCATE,RESTRAINT,1,2013,8,1974
DISPOSAL,,3,2013,8,1975
DISPOSAL,FIELD,1,2013,8,1976
DISPOSAL,OTHER,1,2013,8,1977
DISPOSAL,OWNER,17,2013,8,1978
DISPOSAL,STRAY,2,2013,8,1979
DISPOSAL,WILDLIFE,1,2013,8,1980
ET REQUEST,,3,2013,8,1981
ET REQUEST,AGGRESSIVE,5,2013,8,1982
ET REQUEST,OLD,11,2013,8,1983
ET REQUEST,SICK,8,2013,8,1984
FOSTER,RETURN,78,2013,8,1985
OWNER SUR,,1,2013,8,1986
OWNER SUR,EUTH REQ,27,2013,8,1987
OWNER SUR,FIELD,31,2013,8,1988
OWNER SUR,OTC,158,2013,8,1989
RETURN,ADOPTION,9,2013,8,1990
RETURN,K HUMANE S,1,2013,8,1991
STRAY,,3,2013,8,1992
STRAY,FIELD,427,2013,8,1993
STRAY,OTC,307,2013,8,1994
CONFISCATE,ABANDONED,1,2013,9,1995
CONFISCATE,CRUELTY,5,2013,9,1996
CONFISCATE,NEGLECT,3,2013,9,1997
CONFISCATE,POLICE,3,2013,9,1998
CONFISCATE,POTDANGER,2,2013,9,1999
DISPOSAL,,1,2013,9,2000
DISPOSAL,FIELD,1,2013,9,2001
DISPOSAL,OWNER,14,2013,9,2002
DISPOSAL,STRAY,7,2013,9,2003
ET REQUEST,,3,2013,9,2004
ET REQUEST,AGGRESSIVE,7,2013,9,2005
ET REQUEST,OLD,19,2013,9,2006
ET REQUEST,SICK,8,2013,9,2007
FOSTER,RETURN,65,2013,9,2008
OWNER SUR,,1,2013,9,2009
OWNER SUR,EUTH REQ,22,2013,9,2010
OWNER SUR,FIELD,20,2013,9,2011
OWNER SUR,OTC,129,2013,9,2012
RETURN,,2,2013,9,2013
RETURN,ADOPTION,9,2013,9,2014
RETURN,K HUMANE S,1,2013,9,2015
STRAY,,1,2013,9,2016
STRAY,FIELD,325,2013,9,2017
STRAY,OTC,291,2013,9,2018
CONFISCATE,CHAINING,4,2013,10,2019
CONFISCATE,CRUELTY,34,2013,10,2020
CONFISCATE,NEGLECT,3,2013,10,2021
CONFISCATE,POLICE,8,2013,10,2022
DISPOSAL,FIELD,2,2013,10,2023
DISPOSAL,OTHER,1,2013,10,2024
DISPOSAL,OWNER,9,2013,10,2025
DISPOSAL,STRAY,5,2013,10,2026
DISPOSAL,WILDLIFE,1,2013,10,2027
ET REQUEST,AGGRESSIVE,5,2013,10,2028
ET REQUEST,OLD,22,2013,10,2029
ET REQUEST,SICK,7,2013,10,2030
EVACUEE,,3,2013,10,2031
FOSTER,RETURN,79,2013,10,2032
OWNER SUR,EUTH REQ,27,2013,10,2033
OWNER SUR,FIELD,48,2013,10,2034
OWNER SUR,OTC,111,2013,10,2035
RETURN,ADOPTION,8,2013,10,2036
STRAY,,1,2013,10,2037
STRAY,FIELD,309,2013,10,2038
STRAY,OTC,343,2013,10,2039
CONFISCATE,,7,2013,11,2040
CONFISCATE,EVICTION,1,2013,11,2041
CONFISCATE,NEGLECT,4,2013,11,2042
CONFISCATE,POLICE,1,2013,11,2043
CONFISCATE,POTDANGER,2,2013,11,2044
CONFISCATE,RESTRAINT,4,2013,11,2045
DISPOSAL,OTHER,1,2013,11,2046
DISPOSAL,OWNER,16,2013,11,2047
DISPOSAL,STRAY,1,2013,11,2048
ET REQUEST,AGGRESSIVE,8,2013,11,2049
ET REQUEST,OLD,13,2013,11,2050
ET REQUEST,SICK,23,2013,11,2051
FOSTER,RETURN,58,2013,11,2052
OWNER SUR,,8,2013,11,2053
OWNER SUR,EUTH REQ,24,2013,11,2054
OWNER SUR,FIELD,7,2013,11,2055
OWNER SUR,OTC,107,2013,11,2056
RETURN,ADOPTION,13,2013,11,2057
RETURN,K HUMANE S,7,2013,11,2058
STRAY,FIELD,290,2013,11,2059
STRAY,OTC,200,2013,11,2060
CONFISCATE,ABANDONED,2,2013,12,2061
CONFISCATE,BITE,1,2013,12,2062
CONFISCATE,CRUELTY,4,2013,12,2063
CONFISCATE,DANGER DOG,1,2013,12,2064
CONFISCATE,POLICE,12,2013,12,2065
DISPOSAL,FIELD,3,2013,12,2066
DISPOSAL,OWNER,20,2013,12,2067
DISPOSAL,STRAY,2,2013,12,2068
ET REQUEST,,1,2013,12,2069
ET REQUEST,AGGRESSIVE,2,2013,12,2070
ET REQUEST,OLD,18,2013,12,2071
ET REQUEST,SICK,12,2013,12,2072
FOSTER,RETURN,63,2013,12,2073
OWNER SUR,,1,2013,12,2074
OWNER SUR,EUTH REQ,20,2013,12,2075
OWNER SUR,FIELD,13,2013,12,2076
OWNER SUR,OTC,85,2013,12,2077
RETURN,ADOPTION,14,2013,12,2078
RETURN,K HUMANE S,1,2013,12,2079
STRAY,,1,2013,12,2080
STRAY,FIELD,243,2013,12,2081
STRAY,OTC,172,2013,12,2082
CONFISCATE,,1,2014,1,2083
CONFISCATE,ABANDONED,1,2014,1,2084
CONFISCATE,BITE,1,2014,1,2085
CONFISCATE,CRUELTY,2,2014,1,2086
CONFISCATE,HOSPITAL,1,2014,1,2087
CONFISCATE,NEGLECT,4,2014,1,2088
CONFISCATE,POLICE,1,2014,1,2089
DISPOSAL,FIELD,2,2014,1,2090
DISPOSAL,OWNER,24,2014,1,2091
DISPOSAL,STRAY,1,2014,1,2092
ET REQUEST,AGGRESSIVE,5,2014,1,2093
ET REQUEST,OLD,13,2014,1,2094
ET REQUEST,SICK,4,2014,1,2095
FOSTER,RETURN,41,2014,1,2096
OWNER SUR,EUTH REQ,18,2014,1,2097
OWNER SUR,FIELD,15,2014,1,2098
OWNER SUR,OTC,76,2014,1,2099
RETURN,,1,2014,1,2100
RETURN,ADOPTION,20,2014,1,2101
STRAY,FIELD,229,2014,1,2102
STRAY,OTC,152,2014,1,2103
CONFISCATE,,1,2014,2,2104
CONFISCATE,ABANDONED,1,2014,2,2105
CONFISCATE,NEGLECT,1,2014,2,2106
CONFISCATE,POLICE,1,2014,2,2107
DISPOSAL,FIELD,1,2014,2,2108
DISPOSAL,OTHER,4,2014,2,2109
DISPOSAL,OWNER,18,2014,2,2110
DISPOSAL,STRAY,1,2014,2,2111
DISPOSAL,WILDLIFE,1,2014,2,2112
ET REQUEST,AGGRESSIVE,7,2014,2,2113
ET REQUEST,OLD,8,2014,2,2114
ET REQUEST,SICK,6,2014,2,2115
FOSTER,RETURN,60,2014,2,2116
OWNER SUR,EUTH REQ,23,2014,2,2117
OWNER SUR,FIELD,14,2014,2,2118
OWNER SUR,OTC,93,2014,2,2119
RETURN,ADOPTION,15,2014,2,2120
RETURN,K HUMANE S,2,2014,2,2121
STRAY,FIELD,179,2014,2,2122
STRAY,OTC,149,2014,2,2123
CONFISCATE,,1,2014,3,2124
CONFISCATE,CHAINING,2,2014,3,2125
CONFISCATE,CRUELTY,1,2014,3,2126
CONFISCATE,DANGER DOG,2,2014,3,2127
CONFISCATE,EVICTION,2,2014,3,2128
CONFISCATE,NEGLECT,1,2014,3,2129
DISPOSAL,FIELD,5,2014,3,2130
DISPOSAL,OWNER,10,2014,3,2131
DISPOSAL,STRAY,1,2014,3,2132
DISPOSAL,WILDLIFE,1,2014,3,2133
ET REQUEST,,3,2014,3,2134
ET REQUEST,AGGRESSIVE,3,2014,3,2135
ET REQUEST,OLD,6,2014,3,2136
ET REQUEST,SICK,5,2014,3,2137
FOSTER,RETURN,43,2014,3,2138
OWNER SUR,EUTH REQ,50,2014,3,2139
OWNER SUR,FIELD,7,2014,3,2140
OWNER SUR,OTC,117,2014,3,2141
RETURN,ADOPTION,11,2014,3,2142
RETURN,K HUMANE S,1,2014,3,2143
STRAY,,1,2014,3,2144
STRAY,FIELD,187,2014,3,2145
STRAY,OTC,189,2014,3,2146
CONFISCATE,ABANDONED,1,2014,4,2147
CONFISCATE,BITE,1,2014,4,2148
CONFISCATE,NEGLECT,1,2014,4,2149
CONFISCATE,POLICE,1,2014,4,2150
DISPOSAL,FIELD,2,2014,4,2151
DISPOSAL,OWNER,8,2014,4,2152
DISPOSAL,STRAY,7,2014,4,2153
ET REQUEST,AGGRESSIVE,2,2014,4,2154
ET REQUEST,OLD,1,2014,4,2155
ET REQUEST,SICK,2,2014,4,2156
FOSTER,,1,2014,4,2157
FOSTER,RETURN,51,2014,4,2158
OWNER SUR,,11,2014,4,2159
OWNER SUR,EUTH REQ,44,2014,4,2160
OWNER SUR,FIELD,23,2014,4,2161
OWNER SUR,OTC,101,2014,4,2162
RETURN,ADOPTION,17,2014,4,2163
RETURN,K HUMANE S,2,2014,4,2164
STRAY,FIELD,214,2014,4,2165
STRAY,OTC,173,2014,4,2166
CONFISCATE,,1,2014,5,2167
CONFISCATE,BITE,1,2014,5,2168
CONFISCATE,CRUELTY,1,2014,5,2169
CONFISCATE,NEGLECT,2,2014,5,2170
CONFISCATE,POLICE,3,2014,5,2171
DISPOSAL,FIELD,1,2014,5,2172
DISPOSAL,OTHER,1,2014,5,2173
DISPOSAL,OWNER,7,2014,5,2174
DISPOSAL,STRAY,3,2014,5,2175
DISPOSAL,WILDLIFE,1,2014,5,2176
ET REQUEST,AGGRESSIVE,1,2014,5,2177
ET REQUEST,SICK,2,2014,5,2178
FOSTER,RETURN,81,2014,5,2179
OWNER SUR,EUTH REQ,42,2014,5,2180
OWNER SUR,FIELD,114,2014,5,2181
OWNER SUR,OTC,144,2014,5,2182
OWNER SUR,RETURN 30,1,2014,5,2183
RETURN,ADOPTION,17,2014,5,2184
STRAY,FIELD,237,2014,5,2185
STRAY,OTC,207,2014,5,2186
CONFISCATE,ABANDONED,8,2014,6,2187
CONFISCATE,CRUELTY,16,2014,6,2188
CONFISCATE,NEGLECT,11,2014,6,2189
CONFISCATE,OWNER DIED,2,2014,6,2190
CONFISCATE,POLICE,3,2014,6,2191
DISPOSAL,FIELD,1,2014,6,2192
DISPOSAL,OTHER,1,2014,6,2193
DISPOSAL,OWNER,17,2014,6,2194
DISPOSAL,STRAY,1,2014,6,2195
DISPOSAL,WILDLIFE,1,2014,6,2196
ET REQUEST,AGGRESSIVE,1,2014,6,2197
ET REQUEST,OLD,1,2014,6,2198
ET REQUEST,SICK,1,2014,6,2199
FOSTER,RETURN,64,2014,6,2200
OWNER SUR,EUTH REQ,43,2014,6,2201
OWNER SUR,FIELD,56,2014,6,2202
OWNER SUR,OTC,183,2014,6,2203
OWNER SUR,RETURN 30,1,2014,6,2204
RETURN,,21,2014,6,2205
RETURN,ADOPTION,9,2014,6,2206
RETURN,K HUMANE S,2,2014,6,2207
STRAY,FIELD,235,2014,6,2208
STRAY,OTC,291,2014,6,2209
CONFISCATE,ABANDONED,4,2014,7,2210
CONFISCATE,BITE,1,2014,7,2211
CONFISCATE,CRUELTY,6,2014,7,2212
CONFISCATE,DANGER DOG,1,2014,7,2213
CONFISCATE,EVICTION,1,2014,7,2214
CONFISCATE,NEGLECT,3,2014,7,2215
CONFISCATE,POLICE,1,2014,7,2216
CONFISCATE,RESTRAINT,4,2014,7,2217
DISPOSAL,OWNER,18,2014,7,2218
DISPOSAL,STRAY,2,2014,7,2219
DISPOSAL,WILDLIFE,1,2014,7,2220
ET REQUEST,,2,2014,7,2221
ET REQUEST,AGGRESSIVE,3,2014,7,2222
ET REQUEST,SICK,3,2014,7,2223
FOSTER,RETURN,95,2014,7,2224
OWNER SUR,EUTH REQ,58,2014,7,2225
OWNER SUR,FIELD,63,2014,7,2226
OWNER SUR,OTC,139,2014,7,2227
OWNER SUR,RETURN 30,3,2014,7,2228
RETURN,,2,2014,7,2229
RETURN,ADOPTION,18,2014,7,2230
RETURN,K HUMANE S,3,2014,7,2231
STRAY,FIELD,329,2014,7,2232
STRAY,OTC,267,2014,7,2233
CONFISCATE,ABANDONED,1,2014,8,2234
CONFISCATE,BITE,4,2014,8,2235
CONFISCATE,CHAINING,1,2014,8,2236
CONFISCATE,NEGLECT,1,2014,8,2237
CONFISCATE,POLICE,2,2014,8,2238
DISPOSAL,FIELD,1,2014,8,2239
DISPOSAL,OTHER,5,2014,8,2240
DISPOSAL,OWNER,14,2014,8,2241
DISPOSAL,STRAY,8,2014,8,2242
ET REQUEST,AGGRESSIVE,3,2014,8,2243
ET REQUEST,OLD,1,2014,8,2244
ET REQUEST,SICK,1,2014,8,2245
FOSTER,RETURN,74,2014,8,2246
OWNER SUR,,3,2014,8,2247
OWNER SUR,EUTH REQ,51,2014,8,2248
OWNER SUR,FIELD,17,2014,8,2249
OWNER SUR,OTC,120,2014,8,2250
OWNER SUR,RETURN 30,6,2014,8,2251
RETURN,,1,2014,8,2252
RETURN,ADOPTION,3,2014,8,2253
RETURN,K HUMANE S,3,2014,8,2254
STRAY,FIELD,313,2014,8,2255
STRAY,OTC,269,2014,8,2256
CONFISCATE,ABANDONED,5,2014,9,2257
CONFISCATE,BITE,2,2014,9,2258
CONFISCATE,EVICTION,7,2014,9,2259
CONFISCATE,NEGLECT,7,2014,9,2260
CONFISCATE,RESTRAINT,3,2014,9,2261
DISPOSAL,FIELD,1,2014,9,2262
DISPOSAL,OWNER,15,2014,9,2263
DISPOSAL,STRAY,2,2014,9,2264
ET REQUEST,OLD,2,2014,9,2265
ET REQUEST,SICK,1,2014,9,2266
FOSTER,RETURN,73,2014,9,2267
OWNER SUR,EUTH REQ,46,2014,9,2268
OWNER SUR,FIELD,12,2014,9,2269
OWNER SUR,OTC,153,2014,9,2270
OWNER SUR,RETURN 30,8,2014,9,2271
RETURN,,5,2014,9,2272
RETURN,ADOPTION,4,2014,9,2273
RETURN,K HUMANE S,6,2014,9,2274
STRAY,FIELD,274,2014,9,2275
STRAY,OTC,280,2014,9,2276
CONFISCATE,CHAINING,1,2014,10,2277
CONFISCATE,EVICTION,2,2014,10,2278
CONFISCATE,NEGLECT,20,2014,10,2279
CONFISCATE,POLICE,4,2014,10,2280
DISPOSAL,OTHER,1,2014,10,2281
DISPOSAL,OWNER,16,2014,10,2282
DISPOSAL,STRAY,4,2014,10,2283
ET REQUEST,AGGRESSIVE,1,2014,10,2284
ET REQUEST,OLD,1,2014,10,2285
ET REQUEST,SICK,1,2014,10,2286
FOSTER,,2,2014,10,2287
FOSTER,RETURN,72,2014,10,2288
OWNER SUR,,1,2014,10,2289
OWNER SUR,EUTH REQ,40,2014,10,2290
OWNER SUR,FIELD,23,2014,10,2291
OWNER SUR,OTC,139,2014,10,2292
OWNER SUR,RETURN 30,10,2014,10,2293
RETURN,,2,2014,10,2294
RETURN,ADOPTION,6,2014,10,2295
RETURN,K HUMANE S,1,2014,10,2296
STRAY,FIELD,250,2014,10,2297
STRAY,OTC,263,2014,10,2298
CONFISCATE,ABANDONED,2,2014,11,2299
CONFISCATE,BITE,1,2014,11,2300
CONFISCATE,CHAINING,2,2014,11,2301
CONFISCATE,EVICTION,15,2014,11,2302
CONFISCATE,NEGLECT,1,2014,11,2303
CONFISCATE,POLICE,1,2014,11,2304
CONFISCATE,RESTRAINT,1,2014,11,2305
DISPOSAL,OWNER,11,2014,11,2306
DISPOSAL,STRAY,3,2014,11,2307
DISPOSAL,WILDLIFE,2,2014,11,2308
ET REQUEST,AGGRESSIVE,4,2014,11,2309
ET REQUEST,OLD,1,2014,11,2310
ET REQUEST,SICK,2,2014,11,2311
FOSTER,RETURN,82,2014,11,2312
OWNER SUR,EUTH REQ,38,2014,11,2313
OWNER SUR,FIELD,13,2014,11,2314
OWNER SUR,OTC,69,2014,11,2315
OWNER SUR,RETURN 30,12,2014,11,2316
RETURN,,2,2014,11,2317
RETURN,ADOPTION,10,2014,11,2318
RETURN,K HUMANE S,1,2014,11,2319
STRAY,,1,2014,11,2320
STRAY,FIELD,204,2014,11,2321
STRAY,OTC,216,2014,11,2322
CONFISCATE,,1,2014,12,2323
CONFISCATE,ABANDONED,1,2014,12,2324
CONFISCATE,CRUELTY,4,2014,12,2325
CONFISCATE,EVICTION,2,2014,12,2326
CONFISCATE,HOSPITAL,1,2014,12,2327
CONFISCATE,OWNER DIED,2,2014,12,2328
CONFISCATE,POLICE,1,2014,12,2329
CONFISCATE,RESTRAINT,2,2014,12,2330
DISPOSAL,FIELD,1,2014,12,2331
DISPOSAL,OWNER,7,2014,12,2332
DISPOSAL,STRAY,1,2014,12,2333
DISPOSAL,WILDLIFE,1,2014,12,2334
ET REQUEST,AGGRESSIVE,2,2014,12,2335
FOSTER,RETURN,57,2014,12,2336
OWNER SUR,EUTH REQ,38,2014,12,2337
OWNER SUR,FIELD,9,2014,12,2338
OWNER SUR,OTC,91,2014,12,2339
OWNER SUR,RETURN 30,13,2014,12,2340
RETURN,ADOPTION,11,2014,12,2341
RETURN,K HUMANE S,3,2014,12,2342
STRAY,FIELD,211,2014,12,2343
STRAY,OTC,154,2014,12,2344
CONFISCATE,ABANDONED,7,2015,1,2345
CONFISCATE,NEGLECT,1,2015,1,2346
CONFISCATE,POTDANGER,2,2015,1,2347
CONFISCATE,RESTRAINT,1,2015,1,2348
DISPOSAL,FIELD,6,2015,1,2349
DISPOSAL,OWNER,8,2015,1,2350
DISPOSAL,STRAY,1,2015,1,2351
ET REQUEST,AGGRESSIVE,2,2015,1,2352
ET REQUEST,OLD,1,2015,1,2353
FOSTER,RETURN,68,2015,1,2354
OWNER SUR,EUTH REQ,46,2015,1,2355
OWNER SUR,FIELD,80,2015,1,2356
OWNER SUR,OTC,103,2015,1,2357
OWNER SUR,RETURN 30,12,2015,1,2358
RETURN,,1,2015,1,2359
RETURN,ADOPTION,11,2015,1,2360
RETURN,K HUMANE S,1,2015,1,2361
STRAY,FIELD,203,2015,1,2362
STRAY,OTC,157,2015,1,2363
CONFISCATE,,1,2015,2,2364
CONFISCATE,ABANDONED,5,2015,2,2365
CONFISCATE,CRUELTY,1,2015,2,2366
CONFISCATE,EVICTION,4,2015,2,2367
CONFISCATE,HOSPITAL,2,2015,2,2368
CONFISCATE,NEGLECT,1,2015,2,2369
CONFISCATE,POLICE,10,2015,2,2370
DISPOSAL,,1,2015,2,2371
DISPOSAL,OWNER,17,2015,2,2372
DISPOSAL,STRAY,4,2015,2,2373
DISPOSAL,WILDLIFE,1,2015,2,2374
ET REQUEST,SICK,3,2015,2,2375
FOSTER,RETURN,44,2015,2,2376
OWNER SUR,EUTH REQ,31,2015,2,2377
OWNER SUR,FIELD,29,2015,2,2378
OWNER SUR,OTC,74,2015,2,2379
OWNER SUR,RETURN 30,3,2015,2,2380
RETURN,ADOPTION,11,2015,2,2381
RETURN,K HUMANE S,4,2015,2,2382
STRAY,FIELD,178,2015,2,2383
STRAY,OTC,147,2015,2,2384
CONFISCATE,ABANDONED,2,2015,3,2385
CONFISCATE,BITE,1,2015,3,2386
CONFISCATE,COURT ORD,1,2015,3,2387
CONFISCATE,CRUELTY,7,2015,3,2388
CONFISCATE,EVICTION,2,2015,3,2389
CONFISCATE,NEGLECT,2,2015,3,2390
CONFISCATE,POLICE,1,2015,3,2391
CONFISCATE,POTDANGER,4,2015,3,2392
DISPOSAL,OWNER,12,2015,3,2393
DISPOSAL,STRAY,3,2015,3,2394
DISPOSAL,WILDLIFE,1,2015,3,2395
ET REQUEST,,1,2015,3,2396
ET REQUEST,AGGRESSIVE,1,2015,3,2397
ET REQUEST,SICK,2,2015,3,2398
FOSTER,,1,2015,3,2399
FOSTER,RETURN,44,2015,3,2400
OWNER SUR,EUTH REQ,36,2015,3,2401
OWNER SUR,FIELD,8,2015,3,2402
OWNER SUR,OTC,103,2015,3,2403
OWNER SUR,RETURN 30,3,2015,3,2404
RETURN,,2,2015,3,2405
RETURN,ADOPTION,9,2015,3,2406
RETURN,K HUMANE S,2,2015,3,2407
STRAY,,1,2015,3,2408
STRAY,FIELD,195,2015,3,2409
STRAY,OTC,188,2015,3,2410
CONFISCATE,BITE,1,2015,4,2411
CONFISCATE,CHAINING,1,2015,4,2412
CONFISCATE,CRUELTY,1,2015,4,2413
CONFISCATE,NEGLECT,5,2015,4,2414
CONFISCATE,RESTRAINT,1,2015,4,2415
DISPOSAL,OWNER,4,2015,4,2416
DISPOSAL,STRAY,5,2015,4,2417
ET REQUEST,AGGRESSIVE,2,2015,4,2418
ET REQUEST,SICK,1,2015,4,2419
FOR TRANSP,K HUMANE S,3,2015,4,2420
FOSTER,RETURN,42,2015,4,2421
OWNER SUR,EUTH REQ,51,2015,4,2422
OWNER SUR,FIELD,5,2015,4,2423
OWNER SUR,OTC,81,2015,4,2424
OWNER SUR,RETURN 30,8,2015,4,2425
RETURN,ADOPTION,16,2015,4,2426
RETURN,K HUMANE S,2,2015,4,2427
STRAY,,2,2015,4,2428
STRAY,FIELD,232,2015,4,2429
STRAY,OTC,200,2015,4,2430
CONFISCATE,ABANDONED,7,2015,5,2431
CONFISCATE,CRUELTY,2,2015,5,2432
CONFISCATE,NEGLECT,9,2015,5,2433
CONFISCATE,POTDANGER,1,2015,5,2434
DISPOSAL,OWNER,9,2015,5,2435
DISPOSAL,STRAY,1,2015,5,2436
ET REQUEST,OLD,2,2015,5,2437
FOR TRANSP,K HUMANE S,3,2015,5,2438
FOSTER,RETURN,40,2015,5,2439
OWNER SUR,EUTH REQ,50,2015,5,2440
OWNER SUR,FIELD,8,2015,5,2441
OWNER SUR,OTC,119,2015,5,2442
OWNER SUR,RETURN 30,15,2015,5,2443
RETURN,ADOPTION,7,2015,5,2444
RETURN,K HUMANE S,1,2015,5,2445
STRAY,FIELD,221,2015,5,2446
STRAY,OTC,195,2015,5,2447
CONFISCATE,CRUELTY,2,2015,6,2448
CONFISCATE,HOSPITAL,1,2015,6,2449
CONFISCATE,NEGLECT,3,2015,6,2450
CONFISCATE,POLICE,6,2015,6,2451
DISPOSAL,OTHER,1,2015,6,2452
DISPOSAL,OWNER,11,2015,6,2453
DISPOSAL,STRAY,8,2015,6,2454
DISPOSAL,WILDLIFE,1,2015,6,2455
ET REQUEST,,3,2015,6,2456
ET REQUEST,AGGRESSIVE,4,2015,6,2457
ET REQUEST,OLD,1,2015,6,2458
FOR TRANSP,K HUMANE S,3,2015,6,2459
FOSTER,RETURN,64,2015,6,2460
OWNER SUR,,8,2015,6,2461
OWNER SUR,EUTH REQ,35,2015,6,2462
OWNER SUR,FIELD,55,2015,6,2463
OWNER SUR,OTC,129,2015,6,2464
OWNER SUR,RETURN 30,8,2015,6,2465
RETURN,,1,2015,6,2466
RETURN,ADOPTION,12,2015,6,2467
RETURN,K HUMANE S,5,2015,6,2468
STRAY,,2,2015,6,2469
STRAY,FIELD,248,2015,6,2470
STRAY,OTC,289,2015,6,2471
CONFISCATE,BITE,1,2015,7,2472
CONFISCATE,CRUELTY,4,2015,7,2473
CONFISCATE,NEGLECT,4,2015,7,2474
CONFISCATE,POLICE,5,2015,7,2475
CONFISCATE,POTDANGER,3,2015,7,2476
DISPOSAL,FIELD,1,2015,7,2477
DISPOSAL,OTHER,2,2015,7,2478
DISPOSAL,OWNER,10,2015,7,2479
DISPOSAL,STRAY,10,2015,7,2480
ET REQUEST,AGGRESSIVE,3,2015,7,2481
ET REQUEST,SICK,2,2015,7,2482
FOSTER,,1,2015,7,2483
FOSTER,RETURN,52,2015,7,2484
OWNER SUR,EUTH REQ,55,2015,7,2485
OWNER SUR,FIELD,10,2015,7,2486
OWNER SUR,OTC,114,2015,7,2487
OWNER SUR,RETURN 30,8,2015,7,2488
RETURN,,1,2015,7,2489
RETURN,ADOPTION,7,2015,7,2490
RETURN,K HUMANE S,1,2015,7,2491
STRAY,,1,2015,7,2492
STRAY,FIELD,242,2015,7,2493
STRAY,OTC,342,2015,7,2494
CONFISCATE,BITE,2,2015,8,2495
CONFISCATE,CHAINING,1,2015,8,2496
CONFISCATE,CRUELTY,1,2015,8,2497
CONFISCATE,EVICTION,5,2015,8,2498
CONFISCATE,HOSPITAL,1,2015,8,2499
CONFISCATE,NEGLECT,5,2015,8,2500
DISPOSAL,OTHER,1,2015,8,2501
DISPOSAL,OWNER,8,2015,8,2502
DISPOSAL,STRAY,2,2015,8,2503
ET REQUEST,,20,2015,8,2504
ET REQUEST,AGGRESSIVE,1,2015,8,2505
ET REQUEST,SICK,3,2015,8,2506
FOSTER,RETURN,60,2015,8,2507
OWNER SUR,EUTH REQ,52,2015,8,2508
OWNER SUR,FIELD,35,2015,8,2509
OWNER SUR,OTC,109,2015,8,2510
OWNER SUR,RETURN 30,7,2015,8,2511
RETURN,ADOPTION,7,2015,8,2512
STRAY,FIELD,253,2015,8,2513
STRAY,OTC,319,2015,8,2514
CONFISCATE,ABANDONED,4,2015,9,2515
CONFISCATE,BITE,1,2015,9,2516
CONFISCATE,CRUELTY,4,2015,9,2517
CONFISCATE,EVICTION,1,2015,9,2518
CONFISCATE,OWNER DIED,3,2015,9,2519
CONFISCATE,POLICE,1,2015,9,2520
CONFISCATE,RESTRAINT,3,2015,9,2521
DISPOSAL,FIELD,1,2015,9,2522
