OBJECTID,ACTIVITY_CODE,ACTIVITY_NAME,TREATMENT_TYPE,FUND_CODES,NBR_UNITS_PLANNED,NBR_UNITS_ACCOMPLISHED,UOM,DATE_PLANNED,DATE_ACCOMPLISHED,DATE_COMPLETED,FY_PLANNED,FY_ACCOMPLISHED,FY_COMPLETED,ACTIVITY_UNIT_ORG,REGION_CODE,ADMIN_FOREST_CODE,DISTRICT_CODE,HOME_ORG,ADMIN_FOREST_NAME,ADMIN_DISTRICT_NAME,PROCLAIMED_FOREST_CODE,OWNERSHIP_CODE,OWNERSHIP_DESC,ALPCOUNTY,STATE_ABBR,WATERSHED_CODE,SLOPE,ELEVATION,ASPECT,METHOD_CODE,METHOD_DESC,EQUIPMENT_CODE,EQUIPMENT_DESC,COST_PER_UOM,NEPA_PROJECT_ID,NEPA_DOC_NAME,IMPLEMENTATION_PROJECT_NAMES,IMPLEMENTATION_PROJECT_NUMBERS,IMPLEMENTATION_PROJECT_TYPES,WORK_AGENT_CODES,SUBUNIT_SIZE,SUBUNIT_UOM,GIS_ACRES,ACTIVITY_UNIT_CN,SUBUNIT_CN,FACTS_ID,SUID,SUBUNIT,SUBUNIT_NAME,ACTIVITY_CN,NEPA_PROJECT_CN,STAGE,STAGE_DESC,REV_DATE,DATA_SOURCE_CODE,DATA_SOURCE_DESC,UK,ACCURACY,SHAPEAREA,SHAPELEN
24987,7100,"Pollinator habitat improved, restored or maintained",,NFWF,1929.0,1929.0,ACRES,2023/03/06 00:00:00+00,2023/03/06 00:00:00+00,2023/03/06 00:00:00+00,2023,2023,2023.0,80908.0,8.0,9.0,8.0,80908,Ouachita National Forest,Oden Ranger District,819.0,FS,USDA FOREST SERVICE,Scott,AR,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,1941.0,ACRES,1930.219,AU312119010602,1325253010602,0001120B02,0809080001120B02001,001,GRAPEVINE RX BURN CFLN FY23,6286338010602,11381,3,Accomplished,2023/09/18 20:07:21+00,20.0,Digitized Other,0809_100526_ACTP,10.0,0.0007680514978572,0.146756592923249
24988,7100,"Pollinator habitat improved, restored or maintained",,NFVW,1759.0,1759.0,ACRES,2023/03/06 00:00:00+00,2023/03/06 00:00:00+00,2023/03/06 00:00:00+00,2023,2023,2023.0,80908.0,8.0,9.0,8.0,80908,Ouachita National Forest,Oden Ranger District,819.0,FS,USDA FOREST SERVICE,Montgomery,AR,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,1759.0,ACRES,1760.318,AU213442010602,1275932010602,0001127B01,0809080001127B01002,002,WEST GRAPEVINE RX BURN,6293629010602,10543,3,Accomplished,2021/07/13 19:52:06+00,20.0,Digitized Other,0809_39682_ACTP,,0.0007003395720367,0.184128278211333
24989,7100,"Pollinator habitat improved, restored or maintained",,NFVW,27.0,27.0,ACRES,2019/03/05 00:00:00+00,2019/03/05 00:00:00+00,2019/03/05 00:00:00+00,2019,2019,2019.0,80908.0,8.0,9.0,8.0,80908,Ouachita National Forest,Oden Ranger District,819.0,FS,USDA FOREST SERVICE,Montgomery,AR,,,,,0,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0809,MBHR,,40.0,ACRES,38.033,AU204148010602,290626010602,0001128027,0809080001128027000,000,ST,5826619010602,10543,3,Accomplished,2021/06/16 00:00:00+00,0.0,,0809_1732_ACTP,,1.51291223348965e-05,0.0387247620237958
24990,7100,"Pollinator habitat improved, restored or maintained",,WFSE,20000.0,20000.0,ACRES,2020/10/01 00:00:00+00,2021/09/30 00:00:00+00,2021/09/30 00:00:00+00,2021,2021,2021.0,81205.0,8.0,12.0,5.0,81205,Francis Marion-Sumter National Forests,Wambaw Ranger District,812.0,FS,USDA FOREST SERVICE,Charleston,SC,,,,,300,,0,,0.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0812,MBHR,,20000.0,ACRES,21912.213,6548238010602,1296739010602,00FY21PH00,08120500FY21PH00000,000,FY21 FM POLLINATOR HAB IMP,6382442010602,101053410534,3,Accomplished,2021/10/25 00:00:00+00,24.0,Other,0812_71392_ACTP,,0.0085709261460151,5.82149736180689
24991,2510,Invasives - Pesticide Application,Chemical,SSCC,262.5,30.0,ACRES,2020/03/03 00:00:00+00,2020/09/30 00:00:00+00,2020/09/30 00:00:00+00,2020,2020,2020.0,81301.0,8.0,13.0,1.0,81301,National Forests in Texas,Angelina Ranger District,813.0,FS,USDA FOREST SERVICE,Angelina,TX,120200050902.0,,,,700,,713,,200.0,,,"FOREST HEALTH AND WILDLIFE HABITAT ENHANCEMENT PROJECT,MONARCH BUTTERFLY HABITAT RESTORATION","1,MBHR-0813","MBHR,STWD",CT,262.5,ACRES,262.512,4365610010602,1253450010602,2014ANIP01,0813012014ANIP01002,002,2020 CHINESE TALLOW RETREATMENT,6169431010602,21086,3,Accomplished,2020/10/19 12:39:13+00,,,0813_1786863_INSP,,0.000100537876,0.0555479084385493
24992,2510,Invasives - Pesticide Application,Chemical,RTRT,79.1,79.1,ACRES,2020/03/03 00:00:00+00,2020/09/30 00:00:00+00,2020/09/30 00:00:00+00,2020,2020,2020.0,81301.0,8.0,13.0,1.0,81301,National Forests in Texas,Angelina Ranger District,813.0,FS,USDA FOREST SERVICE,Angelina,TX,120200050903.0,,,,700,,713,,200.0,,,"FOREST HEALTH AND WILDLIFE HABITAT ENHANCEMENT PROJECT,MONARCH BUTTERFLY HABITAT RESTORATION","1,MBHR-0813","MBHR,STWD",CT,79.1,ACRES,79.105,6382767010602,1253454010602,2020ANIP01,0813012020ANIP01001,001,2020 CHINESE TALLOW TREATMENTS,6169450010602,21086,3,Accomplished,2020/10/19 12:55:39+00,,,0813_1786864_INSP,,3.0278624e-05,0.055062607189728
24993,2510,Invasives - Pesticide Application,Chemical,NFRW,228.3,70.0,ACRES,2019/11/12 00:00:00+00,2020/10/15 00:00:00+00,2020/10/15 00:00:00+00,2020,2021,2021.0,81303.0,8.0,13.0,3.0,81303,National Forests in Texas,Davy Crockett Ranger District,813.0,FS,USDA FOREST SERVICE,Houston,TX,120200020202.0,,,,700,,713,,200.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0813,MBHR,CT,228.3,ACRES,263.001,6382784010602,1253458010602,2020DCIP01,0813032020DCIP01001,001,2020 RATCLIFF LAKE TALLOW TREATMENTS,6169479010602,21086,3,Accomplished,2020/10/26 13:50:35+00,,,0813_1786865_INSP,,0.000100924368,0.0462502372153816
24994,2510,Invasives - Pesticide Application,Chemical,NFXN,38.2,38.2,ACRES,2020/03/03 00:00:00+00,2020/06/29 00:00:00+00,2020/06/29 00:00:00+00,2020,2020,2020.0,81304.0,8.0,13.0,4.0,81304,National Forests in Texas,Sam Houston Ranger District,813.0,FS,USDA FOREST SERVICE,Montgomery,TX,120401010203.0,,,,700,,712,,147.5,,,"BURTON TRACT WILDLIFE HABITAT IMPROVEMENT PROJECT,MONARCH BUTTERFLY HABITAT RESTORATION","38266,MBHR-0813"," ,MBHR",CT,39.3,ACRES,38.214,4871743010602,1235275010602,2015SHIP02,0813042015SHIP02004,004,2020 BURTON TRACT TREATMENTS,6091707010602,38664,3,Accomplished,2020/07/28 15:45:40+00,,,0813_1718328_INSP,,1.4529046e-05,0.0378190679549481
24995,2510,Invasives - Pesticide Application,Chemical,CWFS,204.9,204.9,ACRES,2020/10/01 00:00:00+00,2021/10/24 00:00:00+00,2021/10/24 00:00:00+00,2021,2022,2022.0,81307.0,8.0,13.0,7.0,81307,National Forests in Texas,Sabine National Forest,813.0,FS,USDA FOREST SERVICE,Sabine,TX,120100041103.0,,,,700,,713,,210.0,20205,(PALS)NFGT NON-NATIVE INVASIVE PLANT SPECIES PROJECT,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0813,MBHR,CT,204.9,ACRES,204.937,6547967010602,1296676010602,2021SFIP01,0813072021SFIP01001,001,2021 ROADSIDE TREATMENTS,6382219010602,21086,3,Accomplished,2021/10/25 15:25:17+00,,,0813_1963914_INSP,,7.872067e-05,1.19280051395638
24996,7100,"Pollinator habitat improved, restored or maintained",,NFHF,338.0,338.0,ACRES,2019/04/01 00:00:00+00,2019/04/04 00:00:00+00,2019/04/04 00:00:00+00,2019,2019,2019.0,83204.0,8.0,32.0,4.0,80804,,,832.0,FS,USDA FOREST SERVICE,Page,VA,,,,,300,,302,,65.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,338.0,ACRES,312.342,AU300996010602,464303010602,INDIANGRAV,083204INDIANGRAV000,000,INDIAN GRAVE,5978154010602,17691,3,Accomplished,2023/06/28 00:00:00+00,24.0,Other,0808_534_ACTP,,0.0001310531300039,0.0591802447570142
24997,7100,"Pollinator habitat improved, restored or maintained",,NFHF,86.0,86.0,ACRES,2019/03/01 00:00:00+00,2019/03/13 00:00:00+00,2019/03/13 00:00:00+00,2019,2019,2019.0,83204.0,8.0,32.0,4.0,80804,,,832.0,FS,USDA FOREST SERVICE,Page,VA,,,,,300,,302,,60.0,,,MONARCH BUTTERFLY HABITAT RESTORATION,MBHR-0808,MBHR,FA,86.0,ACRES,86.391,AU300996010602,1175200010602,INDIANGRAV,083204INDIANGRAV001,001,SEAKFORD FIELDS,5978308010602,17691,3,Accomplished,2019/07/08 00:00:00+00,24.0,Other,0808_16_ACTP,,3.6246720810227e-05,0.0354703706622937
24998,7100,"Pollinator habitat improved, restored or maintained",,NFVW,1.0,1.0,ACRES,2016/04/15 00:00:00+00,2016/09/15 00:00:00+00,2016/09/15 00:00:00+00,2016,2016,2016.0,90702.0,9.0,7.0,2.0,90702,Ottawa National Forest,Bessemer Ranger District,907.0,FS,USDA FOREST SERVICE,Gogebic,MI,,,,,100,,113,,0.0,,,MONARCH BUTTERFLY HABITAT IMPROVEMENTS,MBHI-0907,MBHR,"CA,FA",1.0,ACRES,0.381,5616554010602,1057987010602,NPP2016002,090702NPP2016002002,002,BLACK R HARBOR MEADOW POLL HAB,5275380010602,40658,3,Accomplished,2016/10/27 20:49:20+00,20.0,Digitized Other,0907_12860_ACTP,,1.812427416605e-07,0.0017763628170845
24999,7031,Planting propagules and cuttings,,NFVW,1.0,1.0,ACRES,2016/07/13 00:00:00+00,2016/09/15 00:00:00+00,2016/09/15 00:00:00+00,2016,2016,2016.0,90702.0,9.0,7.0,2.0,90702,Ottawa National Forest,Bessemer Ranger District,907.0,FS,USDA FOREST SERVICE,Gogebic,MI,,,,,100,,113,,1285.0,,,MONARCH BUTTERFLY HABITAT IMPROVEMENTS,MBHI-0907,MBHR,"CA,FA",1.0,ACRES,0.381,5616554010602,1057987010602,NPP2016002,090702NPP2016002002,002,BLACK R HARBOR MEADOW POLL HAB,5275122010602,6298,3,Accomplished,2016/10/27 20:49:20+00,20.0,Digitized Other,0907_12860_ACTP,,1.812427416605e-07,0.0017763628170845
25000,7031,Planting propagules and cuttings,,"NFVW,NFWF",1.0,1.0,ACRES,2017/05/01 00:00:00+00,2017/08/29 00:00:00+00,2017/08/29 00:00:00+00,2017,2017,2017.0,90702.0,9.0,7.0,2.0,90702,Ottawa National Forest,Bessemer Ranger District,907.0,FS,USDA FOREST SERVICE,Gogebic,MI,,,,,100,,113,,3879.0,,,MONARCH BUTTERFLY HABITAT IMPROVEMENTS,MBHI-0907,MBHR,"CA,FA",1.0,ACRES,0.381,5828002010602,1106759010602,NPP2017002,090702NPP2017002002,002,BLACK RIVER MEADOW,5515854010602,6298,3,Accomplished,2017/10/30 15:24:53+00,20.0,Digitized Other,0907_13104_ACTP,,1.812427416605e-07,0.0017763628170845
25001,7100,"Pollinator habitat improved, restored or maintained",,"NFVW,NFWF",1.0,1.0,ACRES,2017/05/01 00:00:00+00,2017/08/29 00:00:00+00,2017/08/29 00:00:00+00,2017,2017,2017.0,90702.0,9.0,7.0,2.0,90702,Ottawa National Forest,Bessemer Ranger District,907.0,FS,USDA FOREST SERVICE,Gogebic,MI,,,,,100,,113,,3879.0,,,MONARCH BUTTERFLY HABITAT IMPROVEMENTS,MBHI-0907,MBHR,"CA,FA",1.0,ACRES,0.381,5828002010602,1106759010602,NPP2017002,090702NPP2017002002,002,BLACK RIVER MEADOW,5515887010602,6298,3,Accomplished,2017/10/30 15:24:53+00,20.0,Digitized Other,0907_13104_ACTP,,1.812427416605e-07,0.0017763628170845
25002,7100,"Pollinator habitat improved, restored or maintained",,NFWF,1.0,1.0,ACRES,2017/05/01 00:00:00+00,2017/09/12 00:00:00+00,2017/09/12 00:00:00+00,2017,2017,2017.0,90702.0,9.0,7.0,2.0,90702,Ottawa National Forest,Bessemer Ranger District,907.0,FS,USDA FOREST SERVICE,Gogebic,MI,,,,,100,,113,,406.0,,,MONARCH BUTTERFLY HABITAT IMPROVEMENTS,MBHI-0907,MBHR,FA,1.0,ACRES,2.641,5828002010602,1106750010602,NPP2017002,090702NPP2017002003,003,FR9322 OPENING,5515784010602,40658,3,Accomplished,2017/10/30 15:29:12+00,20.0,Digitized Other,0907_13105_ACTP,,1.2506022538085e-06,0.0045413131691778
25003,7031,Planting propagules and cuttings,,NFWF,1.0,1.0,ACRES,2017/05/01 00:00:00+00,2017/09/12 00:00:00+00,2017/09/12 00:00:00+00,2017,2017,2017.0,90702.0,9.0,7.0,2.0,90702,Ottawa National Forest,Bessemer Ranger District,907.0,FS,USDA FOREST SERVICE,Gogebic,MI,,,,,100,,113,,406.0,,,MONARCH BUTTERFLY HABITAT IMPROVEMENTS,MBHI-0907,MBHR,FA,1.0,ACRES,2.641,5828002010602,1106750010602,NPP2017002,090702NPP2017002003,003,FR9322 OPENING,5515771010602,40658,3,Accomplished,2017/10/30 15:29:12+00,20.0,Digitized Other,0907_13105_ACTP,,1.2506022538085e-06,0.0045413131691778
25004,7065,Re-vegetation treatments - vegetation removal,Biomass Removal,"NFND,NFVW,NFXF",1.0,1.0,ACRES,2019/04/15 00:00:00+00,2019/09/30 00:00:00+00,2019/09/30 00:00:00+00,2019,2019,2019.0,90702.0,9.0,7.0,2.0,90702,Ottawa National Forest,Bessemer Ranger District,907.0,FS,USDA FOREST SERVICE,Gogebic,MI,,,,,100,,100,,1645.0,,,MONARCH BUTTERFLY HABITAT IMPROVEMENTS,MBHI-0907,MBHR,"CA,FA,VL",1.0,ACRES,0.156,6199406010602,1202933010602,NPP2019002,090702NPP2019002002,002,BRH RESTO PLOTS,5952692010602,6298,3,Accomplished,2019/10/18 17:13:21+00,,,0907_13686_ACTP,,7.43487557425e-08,0.0011011268501376
25005,7031,Planting propagules and cuttings,,NFVW,1.0,1.0,ACRES,2019/04/15 00:00:00+00,2019/08/21 00:00:00+00,2019/08/21 00:00:00+00,2019,2019,2019.0,90702.0,9.0,7.0,2.0,90702,Ottawa National Forest,Bessemer Ranger District,907.0,FS,USDA FOREST SERVICE,Gogebic,MI,,,,,100,,100,,187.0,,,MONARCH BUTTERFLY HABITAT IMPROVEMENTS,MBHI-0907,MBHR,FA,1.0,ACRES,0.156,6199406010602,1202933010602,NPP2019002,090702NPP2019002002,002,BRH RESTO PLOTS,5952716010602,6298,3,Accomplished,2019/10/18 17:13:21+00,,,0907_13686_ACTP,,7.43487557425e-08,0.0011011268501376
25006,7100,"Pollinator habitat improved, restored or maintained",,"NFND,NFVW,NFXF",1.0,1.0,ACRES,2019/04/15 00:00:00+00,2019/09/30 00:00:00+00,2019/09/30 00:00:00+00,2019,2019,2019.0,90702.0,9.0,7.0,2.0,90702,Ottawa National Forest,Bessemer Ranger District,907.0,FS,USDA FOREST SERVICE,Gogebic,MI,,,,,100,,100,,1832.0,,,MONARCH BUTTERFLY HABITAT IMPROVEMENTS,MBHI-0907,MBHR,"CA,FA,VL",1.0,ACRES,0.156,6199406010602,1202933010602,NPP2019002,090702NPP2019002002,002,BRH RESTO PLOTS,5952732010602,6298,3,Accomplished,2019/10/18 17:13:21+00,,,0907_13686_ACTP,,7.43487557425e-08,0.0011011268501376
25007,7031,Planting propagules and cuttings,,NFXF,1.0,1.0,ACRES,2020/07/15 00:00:00+00,2020/08/24 00:00:00+00,2020/08/24 00:00:00+00,2020,2020,2020.0,90702.0,9.0,7.0,2.0,90702,Ottawa National Forest,Bessemer Ranger District,907.0,FS,USDA FOREST SERVICE,Gogebic,MI,,,,,100,,113,,676.0,,,"GREAT LAKES RESTORATION INITIATIVE,MONARCH BUTTERFLY HABITAT IMPROVEMENTS","GLRI-0907,MBHI-0907","GLRI,MBHR",FA,1.0,ACRES,2.641,6380975010602,1252917010602,NPP2020002,090702NPP2020002003,003,FR9322 OPENING,6168435010602,50772,3,Accomplished,2020/10/19 16:13:57+00,20.0,Digitized Other,0907_14155_ACTP,,1.2506022538085e-06,0.0045413131691778
25008,7100,"Pollinator habitat improved, restored or maintained",,NFXF,1.0,1.0,ACRES,2020/07/15 00:00:00+00,2020/08/24 00:00:00+00,2020/08/24 00:00:00+00,2020,2020,2020.0,90702.0,9.0,7.0,2.0,90702,Ottawa National Forest,Bessemer Ranger District,907.0,FS,USDA FOREST SERVICE,Gogebic,MI,,,,,100,,113,,676.0,,,"GREAT LAKES RESTORATION INITIATIVE,MONARCH BUTTERFLY HABITAT IMPROVEMENTS","GLRI-0907,MBHI-0907","GLRI,MBHR",FA,1.0,ACRES,2.641,6380975010602,1252917010602,NPP2020002,090702NPP2020002003,003,FR9322 OPENING,6168438010602,50772,3,Accomplished,2020/10/19 16:13:57+00,20.0,Digitized Other,0907_14155_ACTP,,1.2506022538085e-06,0.0045413131691778
25009,7065,Re-vegetation treatments - vegetation removal,Biomass Removal,NFVW,1.0,1.0,ACRES,2021/05/01 00:00:00+00,2021/06/01 00:00:00+00,2021/06/01 00:00:00+00,2021,2021,2021.0,90702.0,9.0,7.0,2.0,90702,Ottawa National Forest,Bessemer Ranger District,907.0,FS,USDA FOREST SERVICE,Gogebic,MI,,,,,100,,113,,5142.0,,,MONARCH BUTTERFLY HABITAT IMPROVEMENTS,MBHI-0907,MBHR,"CA,FA",1.0,ACRES,0.156,6544521010602,1295842010602,NPP2021002,090702NPP2021002002,002,BRH MEADOW,6378751010602,6298,3,Accomplished,2021/10/26 18:13:50+00,20.0,Digitized Other,0907_14528_ACTP,,7.43487557425e-08,0.0011011268501376
25010,7100,"Pollinator habitat improved, restored or maintained",,NFVW,1.0,1.0,ACRES,2021/05/01 00:00:00+00,2021/06/01 00:00:00+00,2021/06/01 00:00:00+00,2021,2021,2021.0,90702.0,9.0,7.0,2.0,90702,Ottawa National Forest,Bessemer Ranger District,907.0,FS,USDA FOREST SERVICE,Gogebic,MI,,,,,100,,113,,4422.0,,,MONARCH BUTTERFLY HABITAT IMPROVEMENTS,MBHI-0907,MBHR,"CA,FA",1.0,ACRES,0.156,6544521010602,1295842010602,NPP2021002,090702NPP2021002002,002,BRH MEADOW,6378758010602,6298,3,Accomplished,2021/10/26 18:13:50+00,20.0,Digitized Other,0907_14528_ACTP,,7.43487557425e-08,0.0011011268501376
25011,7031,Planting propagules and cuttings,,NFXF,1.0,1.0,ACRES,2019/04/15 00:00:00+00,2019/08/20 00:00:00+00,2019/08/20 00:00:00+00,2019,2019,2019.0,90704.0,9.0,7.0,4.0,90704,Ottawa National Forest,Kenton Ranger District,907.0,FS,USDA FOREST SERVICE,Houghton,MI,,,,,100,,113,,1401.0,,,"GREAT LAKES RESTORATION INITIATIVE,MONARCH BUTTERFLY HABITAT IMPROVEMENTS","GLRI-0907,MBHI-0907","GLRI,MBHR",FA,1.0,ACRES,0.198,6202311010602,1203736010602,NPP2019004,090704NPP2019004004,004,FR1439 POLL PLTG,5955254010602,50772,3,Accomplished,2019/10/18 17:08:31+00,,,0907_13684_ACTP,,9.40107970415e-08,0.0013776744688005
25012,7100,"Pollinator habitat improved, restored or maintained",,NFXF,1.0,1.0,ACRES,2019/04/15 00:00:00+00,2019/08/20 00:00:00+00,2019/08/20 00:00:00+00,2019,2019,2019.0,90704.0,9.0,7.0,4.0,90704,Ottawa National Forest,Kenton Ranger District,907.0,FS,USDA FOREST SERVICE,Houghton,MI,,,,,100,,113,,1401.0,,,"GREAT LAKES RESTORATION INITIATIVE,MONARCH BUTTERFLY HABITAT IMPROVEMENTS","GLRI-0907,MBHI-0907","GLRI,MBHR",FA,1.0,ACRES,0.198,6202311010602,1203736010602,NPP2019004,090704NPP2019004004,004,FR1439 POLL PLTG,5955316010602,50772,3,Accomplished,2019/10/18 17:08:31+00,,,0907_13684_ACTP,,9.40107970415e-08,0.0013776744688005
25013,7031,Planting propagules and cuttings,,NFXF,1.0,1.0,ACRES,2019/04/15 00:00:00+00,2019/08/21 00:00:00+00,2019/08/21 00:00:00+00,2019,2019,2019.0,90704.0,9.0,7.0,4.0,90704,Ottawa National Forest,Kenton Ranger District,907.0,FS,USDA FOREST SERVICE,Ontonagon,MI,,,,,100,,113,,1950.0,,,"GREAT LAKES RESTORATION INITIATIVE,MONARCH BUTTERFLY HABITAT IMPROVEMENTS","GLRI-0907,MBHI-0907","GLRI,MBHR",FA,1.0,ACRES,0.892,6202311010602,1203740010602,NPP2019004,090704NPP2019004005,005,EMMANUEL WEST POLL PLTG,5955291010602,50772,3,Accomplished,2019/10/18 17:10:41+00,,,0907_13685_ACTP,,4.232181839855e-07,0.0029833526032768
25014,7100,"Pollinator habitat improved, restored or maintained",,NFXF,1.0,1.0,ACRES,2019/04/15 00:00:00+00,2019/08/21 00:00:00+00,2019/08/21 00:00:00+00,2019,2019,2019.0,90704.0,9.0,7.0,4.0,90704,Ottawa National Forest,Kenton Ranger District,907.0,FS,USDA FOREST SERVICE,Ontonagon,MI,,,,,100,,113,,1950.0,,,"GREAT LAKES RESTORATION INITIATIVE,MONARCH BUTTERFLY HABITAT IMPROVEMENTS","GLRI-0907,MBHI-0907","GLRI,MBHR",FA,1.0,ACRES,0.892,6202311010602,1203740010602,NPP2019004,090704NPP2019004005,005,EMMANUEL WEST POLL PLTG,5955308010602,50772,3,Accomplished,2019/10/18 17:10:41+00,,,0907_13685_ACTP,,4.232181839855e-07,0.0029833526032768
25015,7031,Planting propagules and cuttings,,NFXF,1.0,1.0,ACRES,2020/07/15 00:00:00+00,2020/08/24 00:00:00+00,2020/08/24 00:00:00+00,2020,2020,2020.0,90704.0,9.0,7.0,4.0,90704,Ottawa National Forest,Kenton Ranger District,907.0,FS,USDA FOREST SERVICE,Houghton,MI,,,,,100,,113,,911.0,,,"GREAT LAKES RESTORATION INITIATIVE,MONARCH BUTTERFLY HABITAT IMPROVEMENTS","GLRI-0907,MBHI-0907","GLRI,MBHR",FA,1.0,ACRES,2.717,6381035010602,1252934010602,NPP2020004,090704NPP2020004003,003,FR930 OPENING,6168459010602,50772,3,Accomplished,2020/10/19 16:18:51+00,20.0,Digitized Other,0907_14156_ACTP,,1.2878625316825e-06,0.0051987430217569
25016,7100,"Pollinator habitat improved, restored or maintained",,NFXF,1.0,1.0,ACRES,2020/07/15 00:00:00+00,2020/08/24 00:00:00+00,2020/08/24 00:00:00+00,2020,2020,2020.0,90704.0,9.0,7.0,4.0,90704,Ottawa National Forest,Kenton Ranger District,907.0,FS,USDA FOREST SERVICE,Houghton,MI,,,,,100,,113,,911.0,,,"GREAT LAKES RESTORATION INITIATIVE,MONARCH BUTTERFLY HABITAT IMPROVEMENTS","GLRI-0907,MBHI-0907","GLRI,MBHR",FA,1.0,ACRES,2.717,6381035010602,1252934010602,NPP2020004,090704NPP2020004003,003,FR930 OPENING,6168464010602,50772,3,Accomplished,2020/10/19 16:18:51+00,20.0,Digitized Other,0907_14156_ACTP,,1.2878625316825e-06,0.0051987430217569
25017,7100,"Pollinator habitat improved, restored or maintained",,NFXF,1.0,1.0,ACRES,2020/07/15 00:00:00+00,2020/08/24 00:00:00+00,2020/08/24 00:00:00+00,2020,2020,2020.0,90704.0,9.0,7.0,4.0,90704,Ottawa National Forest,Kenton Ranger District,907.0,FS,USDA FOREST SERVICE,Houghton,MI,,,,,100,,113,,676.0,,,"GREAT LAKES RESTORATION INITIATIVE,MONARCH BUTTERFLY HABITAT IMPROVEMENTS","GLRI-0907,MBHI-0907","GLRI,MBHR",FA,1.0,ACRES,2.283,6381035010602,1252935010602,NPP2020004,090704NPP2020004005,005,FR1300 OPENING,6168469010602,50772,3,Accomplished,2020/10/19 16:25:16+00,20.0,Digitized Other,0907_14157_ACTP,,1.0848034563765e-06,0.0042391681137561
25018,7031,Planting propagules and cuttings,,NFXF,1.0,1.0,ACRES,2020/07/15 00:00:00+00,2020/08/24 00:00:00+00,2020/08/24 00:00:00+00,2020,2020,2020.0,90704.0,9.0,7.0,4.0,90704,Ottawa National Forest,Kenton Ranger District,907.0,FS,USDA FOREST SERVICE,Houghton,MI,,,,,100,,113,,676.0,,,"GREAT LAKES RESTORATION INITIATIVE,MONARCH BUTTERFLY HABITAT IMPROVEMENTS","GLRI-0907,MBHI-0907","GLRI,MBHR",FA,1.0,ACRES,2.283,6381035010602,1252935010602,NPP2020004,090704NPP2020004005,005,FR1300 OPENING,6168465010602,50772,3,Accomplished,2020/10/19 16:25:16+00,20.0,Digitized Other,0907_14157_ACTP,,1.0848034563765e-06,0.0042391681137561
25019,7031,Planting propagules and cuttings,,NFWF,1.0,1.0,ACRES,2017/05/01 00:00:00+00,2017/08/29 00:00:00+00,2017/08/29 00:00:00+00,2017,2017,2017.0,90705.0,9.0,7.0,5.0,90705,Ottawa National Forest,Ontonagon Ranger District,907.0,FS,USDA FOREST SERVICE,Ontonagon,MI,,,,,100,,113,,724.0,,,MONARCH BUTTERFLY HABITAT IMPROVEMENTS,MBHI-0907,MBHR,"CA,FA",1.0,ACRES,1.346,5825451010602,1106655010602,NPP2017005,090705NPP2017005002,002,TRAPPER C58S6,5515415010602,40658,3,Accomplished,2017/10/30 15:43:11+00,20.0,Digitized Other,0907_13107_ACTP,,6.409120807765e-07,0.0034188430913861
25020,7100,"Pollinator habitat improved, restored or maintained",,NFWF,1.0,1.0,ACRES,2017/05/01 00:00:00+00,2017/08/29 00:00:00+00,2017/08/29 00:00:00+00,2017,2017,2017.0,90705.0,9.0,7.0,5.0,90705,Ottawa National Forest,Ontonagon Ranger District,907.0,FS,USDA FOREST SERVICE,Ontonagon,MI,,,,,100,,113,,724.0,,,MONARCH BUTTERFLY HABITAT IMPROVEMENTS,MBHI-0907,MBHR,"CA,FA",1.0,ACRES,1.346,5825451010602,1106655010602,NPP2017005,090705NPP2017005002,002,TRAPPER C58S6,5515452010602,40658,3,Accomplished,2017/10/30 15:43:11+00,20.0,Digitized Other,0907_13107_ACTP,,6.409120807765e-07,0.0034188430913861
25021,7031,Planting propagules and cuttings,,"NFND,NFVW,OFED",3.0,3.0,ACRES,2016/08/01 00:00:00+00,2016/10/03 00:00:00+00,2016/10/03 00:00:00+00,2016,2017,2017.0,90706.0,9.0,7.0,6.0,90706,Ottawa National Forest,Watersmeet Ranger District,907.0,FS,USDA FOREST SERVICE,Ontonagon,MI,,,,,100,,121,,249.0,,,MONARCH BUTTERFLY HABITAT IMPROVEMENTS,MBHI-0907,MBHR,FA,3.0,ACRES,4.067,5612244010602,1057929010602,NPP2016006,090706NPP2016006004,004,SOUTH BOND HWT MEADOW POLL HAB,5274930010602,40658,3,Accomplished,2016/10/27 20:29:25+00,20.0,Digitized Other,0907_12859_ACTP,,1.9239062626215e-06,0.0065431244341151
