OBJECTID,GEOID10,SqMiles,Acres,Parcel_Count,Total_Surveyed,PctSurveyed,StructureYes,Pct_StructureYes,StructureNo,Pct_StructureNo,Use_Commercial,PctParcels_Commercial,PctStructure_Commercial,Use_Industrial,PctParcels_Industrial,PctStructure_Industrial,Use_Institutional,PctParcels_Institutional,PctStructure_Institutional,Use_Mixed,PctParcels_Mixed,PctStructure_Mixed,Use_Private,PctParcels_Private,PctLots_Private,Use_Public,PctParcel_Public,PctLots_Public,Use_Residential,PctParcels_Residental,PctStructure_Residential,StructureNo_Unknown,PctParcelsNo_Unknown,PctLotsNo_Unknown,StructureYes_Unknown,PctParcelsYes_Unknown,PctStructureYes_Unknown,Condition_Good,Pct_ConditionGood,Condition_Fair,PctCondition_Fair,Condition_Poor,PctCondition_Poor,Condition_SuggestDemo,PctCondition_SuggestDemo,AvgConditionRating,ResStructs_Good,PctGood_ResStruct,ResStructs_Fair,PctFair_ResStruct,ResStruct_Poor,PctPoor_ResStruct,ResStruct_SugDemo,PctSugDemo_ResStruct,ResStruct_AvgConditionRating,Occupancy_Occupied,PctStructures_Occupied,Occupancy_Maybe,PctStructures_Maybe,Occupancy_Unoccupied,PctStructures_Unoccupied,ResStruct_Occupied,PctResStruct_Occupied,ResStruct_Maybe,PctResStruct_Maybe,ResStruct_Unoccupied,PctResStruct_Unoccupied,Boarding_Yes,PctStructures_NeedBoarding,Fire_Yes,PctStructures_Fire,ResStruct_NeedBoarding,PctResStruct_Boarding,ResStruct_FireDamage,PctResStruct_Fire,StructureNo_DumpingYes,PctLots_withDumping,StructureYes_DumpingYes,PctStructures_withDumping,TotalParcels_withDumping,PctTotalParcels_withDumping,ResMixUnits_0Units,PctResMixUnits_0Units,ResMixUnits_1Units,PctResMixUnits_1Units,ResMixUnits_2to3Units,PctResMixUnits_2to3Units,ResMixUnits_4Units,PctResMixUnits_4Units,EmptyLots_Improved,PctLots_Improved,EmptyLots_Unimproved,PctLots_Unimproved,EmptyLot_Maintained,PctLots_Maintained,EmptyLot_Unmaintained,PctLots_Unmaintained,Public_Use_Lots,EmptyLot_PublicUse_ParkGarden,PctLots_ParkGarden,PctPULots_ParkGarden,EmptyLot_PublicUse_ParkingLot,PctLots_ParkingLot,PctPULots_ParkingLot,EmptyLot_PublicUse_Other,PctLots_OtherPublicUse,PctPULots_OtherPU
11,26163520400,0.15813895,101.20892773,292,291.0,0.996575342465753,143.0,0.491408934707904,148.0,0.508591065292096,25.0,0.0859106529209622,0.174825174825175,3.0,0.0103092783505155,0.020979020979021,7.0,0.0240549828178694,0.048951048951049,6.0,0.0206185567010309,0.041958041958042,44.0,0.151202749140893,0.297297297297297,32.0,0.109965635738832,0.216216216216216,100.0,0.343642611683849,0.699300699300699,72.0,0.247422680412371,0.486486486486487,2.0,0.0068728522336769,0.013986013986014,135.0,0.944055944055944,7.0,0.048951048951049,1.0,0.0069930069930069,,0.0,1.06293706293706,95.0,0.95,5.0,0.05,,0.0,,0.0,1.05,88.0,0.615384615384615,2.0,0.013986013986014,10.0,0.0699300699300699,88.0,0.88,2.0,0.02,10.0,0.1,2.0,0.013986013986014,1.0,0.0069930069930069,,0.0,,0.0,2.0,0.0135135135135135,,0.0,2.0,0.0068728522336769,2,0.0188679245283019,32.0,0.30188679245283,25.0,0.235849056603774,46,0.433962264150943,80.0,0.540540540540541,68.0,0.459459459459459,120.0,0.810810810810811,28.0,0.189189189189189,32.0,2.0,0.0135135135135135,0.0625,12.0,0.0810810810810811,0.375,18.0,0.121621621621622,0.5625
12,26163520300,0.17417724,111.47343816,263,259.0,0.984790874524715,151.0,0.583011583011583,108.0,0.416988416988417,48.0,0.185328185328185,0.317880794701987,5.0,0.0193050193050193,0.033112582781457,21.0,0.0810810810810811,0.139072847682119,11.0,0.0424710424710425,0.0728476821192053,51.0,0.196911196911197,0.472222222222222,32.0,0.123552123552124,0.296296296296296,65.0,0.250965250965251,0.43046357615894,24.0,0.0926640926640927,0.222222222222222,2.0,0.0077220077220077,0.0132450331125828,141.0,0.933774834437086,8.0,0.0529801324503311,1.0,0.0066225165562913,1.0,0.0066225165562913,1.08609271523179,58.0,0.892307692307692,5.0,0.0769230769230769,1.0,0.0153846153846154,1.0,0.0153846153846154,1.15384615384615,51.0,0.337748344370861,1.0,0.0066225165562913,13.0,0.0860927152317881,51.0,0.784615384615385,1.0,0.0153846153846154,13.0,0.2,7.0,0.0463576158940397,,0.0,6.0,0.0923076923076923,,0.0,1.0,0.0092592592592592,,0.0,1.0,0.0038610038610038,1,0.0131578947368421,7.0,0.0921052631578947,13.0,0.171052631578947,54,0.710526315789474,81.0,0.75,27.0,0.25,94.0,0.87037037037037,14.0,0.12962962962963,32.0,1.0,0.0092592592592592,0.03125,26.0,0.240740740740741,0.8125,5.0,0.0462962962962963,0.15625
13,26163516900,0.23750263,152.0016859,42,39.0,0.928571428571429,31.0,0.794871794871795,8.0,0.205128205128205,,0.0,0.0,,0.0,0.0,3.0,0.0769230769230769,0.0967741935483871,1.0,0.0256410256410256,0.032258064516129,2.0,0.0512820512820513,0.25,3.0,0.0769230769230769,0.375,27.0,0.692307692307692,0.870967741935484,3.0,0.0769230769230769,0.375,,0.0,0.0,31.0,1.0,,0.0,,0.0,,0.0,1.0,27.0,1.0,,0.0,,0.0,,0.0,1.0,27.0,0.870967741935484,,0.0,,0.0,27.0,1.0,,0.0,,0.0,1.0,0.032258064516129,1.0,0.032258064516129,1.0,0.037037037037037,1.0,0.037037037037037,,0.0,,0.0,,0.0,0,0.0,12.0,0.428571428571429,0.0,0.0,16,0.571428571428571,5.0,0.625,3.0,0.375,7.0,0.875,1.0,0.125,3.0,3.0,0.375,1.0,,0.0,0.0,,0.0,0.0
14,26163516800,0.37963726,242.9678485,1582,1577.0,0.996839443742099,460.0,0.291693088142042,1117.0,0.708306911857958,42.0,0.0266328471781864,0.091304347826087,4.0,0.0025364616360177,0.008695652173913,28.0,0.0177552314521243,0.0608695652173913,14.0,0.0088776157260621,0.0304347826086957,226.0,0.143310082435003,0.202327663384064,19.0,0.0120481927710843,0.0170098478066249,368.0,0.233354470513633,0.8,872.0,0.552948636651871,0.780662488809311,4.0,0.0025364616360177,0.008695652173913,312.0,0.678260869565217,85.0,0.184782608695652,38.0,0.0826086956521739,25.0,0.0543478260869565,1.51304347826087,242.0,0.657608695652174,71.0,0.192934782608696,32.0,0.0869565217391304,23.0,0.0625,1.55434782608696,244.0,0.530434782608696,8.0,0.0173913043478261,116.0,0.252173913043478,244.0,0.66304347826087,8.0,0.0217391304347826,116.0,0.315217391304348,76.0,0.165217391304348,34.0,0.0739130434782609,67.0,0.182065217391304,33.0,0.0896739130434783,61.0,0.0546105640107431,27.0,0.058695652173913,88.0,0.0558021559923906,5,0.0130890052356021,254.0,0.664921465968586,110.0,0.287958115183246,12,0.031413612565445,226.0,0.202327663384064,891.0,0.797672336615936,391.0,0.350044762757386,726.0,0.649955237242614,19.0,3.0,0.0026857654431513,0.157894736842105,13.0,0.0116383169203223,0.684210526315789,3.0,0.0026857654431513,0.157894736842105
15,26163516700,0.46300907,296.32580763,121,116.0,0.958677685950413,103.0,0.887931034482759,13.0,0.112068965517241,1.0,0.0086206896551724,0.0097087378640776,,0.0,0.0,7.0,0.0603448275862069,0.0679611650485437,,0.0,0.0,4.0,0.0344827586206897,0.307692307692308,4.0,0.0344827586206897,0.307692307692308,95.0,0.818965517241379,0.922330097087379,5.0,0.0431034482758621,0.384615384615385,,0.0,0.0,102.0,0.990291262135922,1.0,0.0097087378640776,,0.0,,0.0,1.00970873786408,94.0,0.989473684210526,1.0,0.0105263157894737,,0.0,,0.0,1.01052631578947,95.0,0.922330097087379,,0.0,,0.0,95.0,1.0,,0.0,,0.0,2.0,0.0194174757281553,,0.0,2.0,0.0210526315789474,,0.0,,0.0,,0.0,,0.0,0,0.0,61.0,0.642105263157895,19.0,0.2,15,0.157894736842105,8.0,0.615384615384615,5.0,0.384615384615385,9.0,0.692307692307692,4.0,0.307692307692308,4.0,2.0,0.153846153846154,0.5,1.0,0.0769230769230769,0.25,1.0,0.0769230769230769,0.25
16,26163516600,0.26683558,170.77477591,60,43.0,0.716666666666667,32.0,0.744186046511628,11.0,0.255813953488372,12.0,0.27906976744186,0.375,,0.0,0.0,1.0,0.0232558139534884,0.03125,,0.0,0.0,4.0,0.0930232558139535,0.363636363636364,3.0,0.0697674418604651,0.272727272727273,19.0,0.441860465116279,0.59375,4.0,0.0930232558139535,0.363636363636364,,0.0,0.0,32.0,1.0,,0.0,,0.0,,0.0,1.0,19.0,1.0,,0.0,,0.0,,0.0,1.0,19.0,0.59375,,0.0,,0.0,19.0,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,19,1.0,7.0,0.636363636363636,4.0,0.363636363636364,4.0,0.363636363636364,7.0,0.636363636363636,3.0,3.0,0.272727272727273,1.0,,0.0,0.0,,0.0,0.0
17,26163516500,0.51690662,330.82023618,280,233.0,0.832142857142857,108.0,0.463519313304721,125.0,0.536480686695279,70.0,0.300429184549356,0.648148148148148,19.0,0.0815450643776824,0.175925925925926,2.0,0.0085836909871244,0.0185185185185185,3.0,0.0128755364806867,0.0277777777777778,63.0,0.270386266094421,0.504,11.0,0.0472103004291846,0.088,14.0,0.0600858369098712,0.12962962962963,51.0,0.218884120171674,0.408,,0.0,0.0,97.0,0.898148148148148,8.0,0.0740740740740741,2.0,0.0185185185185185,1.0,0.0092592592592592,1.13888888888889,14.0,1.0,,0.0,,0.0,,0.0,1.0,14.0,0.12962962962963,,0.0,,0.0,14.0,1.0,,0.0,,0.0,7.0,0.0648148148148148,,0.0,,0.0,,0.0,2.0,0.016,,0.0,2.0,0.0085836909871244,0,0.0,1.0,0.0588235294117647,1.0,0.0588235294117647,14,0.823529411764706,74.0,0.592,51.0,0.408,62.0,0.496,63.0,0.504,11.0,3.0,0.024,0.272727272727273,8.0,0.064,0.727272727272727,,0.0,0.0
18,26163516400,0.39787711,254.6413538,1148,1118.0,0.973867595818815,383.0,0.34257602862254,735.0,0.65742397137746,64.0,0.0572450805008945,0.16710182767624,16.0,0.0143112701252236,0.0417754569190601,11.0,0.0098389982110912,0.0287206266318538,3.0,0.0026833631484794,0.0078328981723237,205.0,0.183363148479428,0.27891156462585,10.0,0.0089445438282647,0.0136054421768707,286.0,0.255813953488372,0.746736292428198,520.0,0.465116279069767,0.707482993197279,3.0,0.0026833631484794,0.0078328981723237,304.0,0.793733681462141,47.0,0.122715404699739,15.0,0.0391644908616188,17.0,0.0443864229765013,1.33420365535248,231.0,0.807692307692308,25.0,0.0874125874125874,13.0,0.0454545454545455,17.0,0.0594405594405594,1.35664335664336,193.0,0.503916449086162,16.0,0.0417754569190601,77.0,0.201044386422977,193.0,0.674825174825175,16.0,0.0559440559440559,77.0,0.269230769230769,47.0,0.122715404699739,23.0,0.0600522193211488,45.0,0.157342657342657,23.0,0.0804195804195804,43.0,0.0585034013605442,11.0,0.0287206266318538,54.0,0.0483005366726297,8,0.027681660899654,161.0,0.557093425605536,106.0,0.366782006920415,14,0.0484429065743945,189.0,0.257142857142857,546.0,0.742857142857143,209.0,0.284353741496599,526.0,0.715646258503401,10.0,3.0,0.0040816326530612,0.3,7.0,0.0095238095238095,0.7,,0.0,0.0
19,26163516300,0.23905901,152.99776769,684,676.0,0.988304093567251,344.0,0.50887573964497,332.0,0.49112426035503,24.0,0.0355029585798817,0.0697674418604651,22.0,0.0325443786982249,0.063953488372093,9.0,0.0133136094674556,0.0261627906976744,2.0,0.0029585798816568,0.005813953488372,129.0,0.190828402366864,0.38855421686747,3.0,0.0044378698224852,0.0090361445783132,285.0,0.421597633136095,0.828488372093023,200.0,0.29585798816568,0.602409638554217,2.0,0.0029585798816568,0.005813953488372,260.0,0.755813953488372,50.0,0.145348837209302,28.0,0.0813953488372093,6.0,0.0174418604651163,1.36046511627907,227.0,0.796491228070175,35.0,0.12280701754386,17.0,0.0596491228070175,6.0,0.0210526315789474,1.30526315789474,202.0,0.587209302325581,12.0,0.0348837209302326,71.0,0.206395348837209,202.0,0.708771929824561,12.0,0.0421052631578947,71.0,0.249122807017544,44.0,0.127906976744186,8.0,0.0232558139534884,37.0,0.129824561403509,7.0,0.0245614035087719,33.0,0.0993975903614458,4.0,0.0116279069767442,37.0,0.0547337278106509,4,0.0139372822299652,167.0,0.581881533101045,102.0,0.355400696864112,13,0.0452961672473868,77.0,0.231927710843373,255.0,0.768072289156627,90.0,0.271084337349398,242.0,0.728915662650602,3.0,1.0,0.003012048192771,0.333333333333333,2.0,0.0060240963855421,0.666666666666667,,0.0,0.0
20,26163516200,0.21822995,139.66717371,631,623.0,0.987321711568938,317.0,0.508828250401284,306.0,0.491171749598716,27.0,0.043338683788122,0.0851735015772871,3.0,0.0048154093097913,0.0094637223974763,15.0,0.0240770465489567,0.0473186119873817,2.0,0.0032102728731942,0.0063091482649842,104.0,0.1669341894061,0.339869281045752,7.0,0.0112359550561798,0.0228758169934641,266.0,0.426966292134831,0.839116719242902,195.0,0.313001605136437,0.637254901960784,4.0,0.0064205457463884,0.0126182965299685,232.0,0.73186119873817,69.0,0.217665615141956,14.0,0.0441640378548896,2.0,0.0063091482649842,1.32492113564669,189.0,0.710526315789474,62.0,0.233082706766917,13.0,0.0488721804511278,2.0,0.0075187969924812,1.35338345864662,202.0,0.637223974763407,12.0,0.0378548895899054,52.0,0.16403785488959,202.0,0.759398496240602,12.0,0.0451127819548872,52.0,0.195488721804511,44.0,0.138801261829653,3.0,0.0094637223974763,41.0,0.154135338345865,3.0,0.0112781954887218,,0.0,4.0,0.0126182965299685,4.0,0.0064205457463884,0,0.0,171.0,0.638059701492537,94.0,0.350746268656716,3,0.0111940298507463,121.0,0.395424836601307,185.0,0.604575163398693,178.0,0.581699346405229,128.0,0.418300653594771,7.0,2.0,0.0065359477124183,0.285714285714286,4.0,0.0130718954248366,0.571428571428571,1.0,0.0032679738562091,0.142857142857143
21,26163516100,0.52099158,333.43461111,1196,1186.0,0.991638795986622,411.0,0.346543001686341,775.0,0.653456998313659,81.0,0.0682967959527825,0.197080291970803,34.0,0.0286677908937605,0.0827250608272506,6.0,0.0050590219224283,0.0145985401459854,9.0,0.0075885328836425,0.0218978102189781,177.0,0.149241146711636,0.228387096774194,74.0,0.0623946037099494,0.0954838709677419,280.0,0.236087689713322,0.681265206812652,524.0,0.441821247892074,0.676129032258065,1.0,0.0008431703204047,0.0024330900243309,276.0,0.671532846715328,76.0,0.184914841849148,23.0,0.0559610705596107,36.0,0.0875912408759124,1.55961070559611,211.0,0.753571428571429,41.0,0.146428571428571,15.0,0.0535714285714286,13.0,0.0464285714285714,1.39285714285714,195.0,0.474452554744526,13.0,0.0316301703163017,72.0,0.175182481751825,195.0,0.696428571428571,13.0,0.0464285714285714,72.0,0.257142857142857,92.0,0.223844282238443,31.0,0.0754257907542579,54.0,0.192857142857143,14.0,0.05,22.0,0.0283870967741936,17.0,0.0413625304136253,39.0,0.0328836424957841,0,0.0,185.0,0.640138408304498,97.0,0.335640138408304,7,0.0242214532871972,179.0,0.230967741935484,596.0,0.769032258064516,311.0,0.401290322580645,464.0,0.598709677419355,74.0,67.0,0.0864516129032258,0.905405405405405,3.0,0.0038709677419354,0.0405405405405405,4.0,0.0051612903225806,0.0540540540540541
22,26163515700,0.46643071,298.51565551,159,152.0,0.955974842767296,116.0,0.763157894736842,36.0,0.236842105263158,3.0,0.0197368421052632,0.0258620689655172,1.0,0.006578947368421,0.0086206896551724,,0.0,0.0,,0.0,0.0,19.0,0.125,0.527777777777778,5.0,0.0328947368421053,0.138888888888889,112.0,0.736842105263158,0.96551724137931,12.0,0.0789473684210526,0.333333333333333,,0.0,0.0,116.0,1.0,,0.0,,0.0,,0.0,1.0,112.0,1.0,,0.0,,0.0,,0.0,1.0,101.0,0.870689655172414,8.0,0.0689655172413793,3.0,0.0258620689655172,101.0,0.901785714285714,8.0,0.0714285714285714,3.0,0.0267857142857143,1.0,0.0086206896551724,,0.0,1.0,0.0089285714285714,,0.0,1.0,0.0277777777777778,,0.0,1.0,0.006578947368421,0,0.0,96.0,0.857142857142857,2.0,0.0178571428571429,14,0.125,21.0,0.583333333333333,14.0,0.388888888888889,30.0,0.833333333333333,5.0,0.138888888888889,5.0,3.0,0.0833333333333333,0.6,,0.0,0.0,1.0,0.0277777777777778,0.2
23,26163515600,0.33393898,213.72094981,1455,1440.0,0.989690721649485,395.0,0.274305555555556,1045.0,0.725694444444444,21.0,0.0145833333333333,0.0531645569620253,,0.0,0.0,14.0,0.0097222222222222,0.0354430379746835,8.0,0.0055555555555555,0.020253164556962,255.0,0.177083333333333,0.244019138755981,59.0,0.0409722222222222,0.0564593301435407,347.0,0.240972222222222,0.878481012658228,731.0,0.507638888888889,0.699521531100478,4.0,0.0027777777777777,0.010126582278481,235.0,0.594936708860759,92.0,0.232911392405063,33.0,0.0835443037974684,34.0,0.0860759493670886,1.65989847715736,201.0,0.579250720461095,82.0,0.236311239193084,31.0,0.0893371757925072,33.0,0.0951008645533141,1.70028818443804,242.0,0.612658227848101,16.0,0.0405063291139241,87.0,0.220253164556962,242.0,0.697406340057637,16.0,0.0461095100864553,87.0,0.250720461095101,81.0,0.205063291139241,39.0,0.0987341772151899,77.0,0.221902017291066,39.0,0.112391930835735,44.0,0.0421052631578947,10.0,0.0253164556962025,54.0,0.0375,3,0.0084507042253521,229.0,0.645070422535211,104.0,0.292957746478873,18,0.0507042253521127,240.0,0.229665071770335,804.0,0.769377990430622,444.0,0.42488038277512,600.0,0.574162679425837,59.0,4.0,0.0038277511961722,0.0677966101694915,15.0,0.0143540669856459,0.254237288135593,40.0,0.0382775119617225,0.677966101694915
24,26163515400,0.34844368,223.00395766,639,626.0,0.979655712050078,495.0,0.79073482428115,131.0,0.20926517571885,12.0,0.0191693290734824,0.0242424242424242,,0.0,0.0,10.0,0.0159744408945687,0.0202020202020202,1.0,0.0015974440894568,0.002020202020202,62.0,0.0990415335463259,0.473282442748092,7.0,0.0111821086261981,0.0534351145038168,471.0,0.752396166134185,0.951515151515152,62.0,0.0990415335463259,0.473282442748092,,0.0,0.0,440.0,0.888888888888889,44.0,0.0888888888888889,7.0,0.0141414141414141,3.0,0.006060606060606,1.13562753036437,419.0,0.889596602972399,42.0,0.089171974522293,7.0,0.0148619957537155,3.0,0.0063694267515923,1.1380042462845,423.0,0.854545454545455,15.0,0.0303030303030303,33.0,0.0666666666666667,423.0,0.898089171974522,15.0,0.0318471337579618,33.0,0.0700636942675159,17.0,0.0343434343434343,2.0,0.004040404040404,16.0,0.0339702760084926,2.0,0.0042462845010615,1.0,0.0076335877862595,,0.0,1.0,0.0015974440894568,0,0.0,445.0,0.942796610169492,17.0,0.0360169491525424,10,0.0211864406779661,77.0,0.587786259541985,54.0,0.412213740458015,93.0,0.709923664122137,38.0,0.290076335877863,7.0,2.0,0.0152671755725191,0.285714285714286,4.0,0.0305343511450382,0.571428571428571,1.0,0.0076335877862595,0.142857142857143
25,26163515300,0.30699754,196.47843054,842,774.0,0.919239904988123,413.0,0.53359173126615,361.0,0.46640826873385,19.0,0.0245478036175711,0.0460048426150121,,0.0,0.0,19.0,0.0245478036175711,0.0460048426150121,2.0,0.0025839793281653,0.0048426150121065,110.0,0.142118863049096,0.304709141274238,26.0,0.0335917312661499,0.07202216066482,367.0,0.474160206718346,0.88861985472155,225.0,0.290697674418605,0.623268698060942,6.0,0.0077519379844961,0.0145278450363196,340.0,0.823244552058111,50.0,0.121065375302663,13.0,0.0314769975786925,10.0,0.0242130750605327,1.25665859564165,305.0,0.831062670299727,44.0,0.119891008174387,11.0,0.0299727520435967,7.0,0.0190735694822888,1.23705722070845,308.0,0.745762711864407,9.0,0.0217917675544794,49.0,0.11864406779661,308.0,0.839237057220708,9.0,0.0245231607629428,49.0,0.133514986376022,31.0,0.0750605326876513,13.0,0.0314769975786925,25.0,0.0681198910081744,10.0,0.0272479564032698,2.0,0.0055401662049861,,0.0,2.0,0.0025839793281653,3,0.008130081300813,227.0,0.615176151761518,100.0,0.2710027100271,39,0.105691056910569,148.0,0.409972299168975,211.0,0.584487534626039,180.0,0.498614958448753,179.0,0.49584487534626,26.0,3.0,0.0083102493074792,0.115384615384615,15.0,0.0415512465373961,0.576923076923077,1.0,0.002770083102493,0.0384615384615385
26,26163515200,0.35888427,229.68593427,1459,1426.0,0.977381768334476,709.0,0.497194950911641,717.0,0.502805049088359,16.0,0.0112201963534362,0.0225669957686883,1.0,0.0007012622720897,0.001410437235543,11.0,0.0077138849929873,0.0155148095909732,,0.0,0.0,170.0,0.119214586255259,0.237099023709902,15.0,0.0105189340813464,0.0209205020920502,676.0,0.474053295932679,0.95345557122708,532.0,0.373071528751753,0.741980474198047,5.0,0.0035063113604488,0.007052186177715,516.0,0.727785613540197,122.0,0.172073342736248,53.0,0.07475317348378,17.0,0.0239774330042313,1.39406779661017,491.0,0.726331360946746,116.0,0.171597633136095,52.0,0.0769230769230769,17.0,0.0251479289940828,1.4008875739645,476.0,0.671368124118477,58.0,0.0818053596614951,142.0,0.200282087447109,476.0,0.70414201183432,58.0,0.0857988165680473,142.0,0.210059171597633,132.0,0.186177715091678,18.0,0.0253878702397743,128.0,0.189349112426036,18.0,0.0266272189349112,9.0,0.0125523012552301,9.0,0.0126939351198872,18.0,0.0126227208976157,7,0.0103550295857988,462.0,0.683431952662722,201.0,0.297337278106509,5,0.007396449704142,196.0,0.273361227336123,521.0,0.726638772663877,285.0,0.397489539748954,432.0,0.602510460251046,15.0,2.0,0.00278940027894,0.133333333333333,9.0,0.0125523012552301,0.6,4.0,0.00557880055788,0.266666666666667
27,26163514500,0.2177369,139.35162013,1051,1041.0,0.990485252140818,544.0,0.522574447646494,497.0,0.477425552353506,5.0,0.0048030739673391,0.0091911764705882,4.0,0.0038424591738712,0.0073529411764705,4.0,0.0038424591738712,0.0073529411764705,1.0,0.0009606147934678,0.0018382352941176,183.0,0.175792507204611,0.368209255533199,148.0,0.142170989433237,0.297786720321932,527.0,0.506243996157541,0.96875,165.0,0.15850144092219,0.331991951710262,3.0,0.0028818443804034,0.0055147058823529,406.0,0.746323529411765,83.0,0.152573529411765,31.0,0.0569852941176471,24.0,0.0441176470588235,1.39889705882353,397.0,0.753320683111954,78.0,0.148007590132827,28.0,0.0531309297912713,24.0,0.0455407969639469,1.39089184060721,373.0,0.685661764705882,12.0,0.0220588235294118,142.0,0.261029411764706,373.0,0.707779886148008,12.0,0.0227703984819734,142.0,0.269449715370019,104.0,0.191176470588235,26.0,0.0477941176470588,102.0,0.193548387096774,26.0,0.0493358633776091,19.0,0.0382293762575453,13.0,0.0238970588235294,32.0,0.0307396733909702,5,0.0094696969696969,445.0,0.84280303030303,74.0,0.140151515151515,4,0.0075757575757575,174.0,0.35010060362173,323.0,0.64989939637827,202.0,0.406438631790744,295.0,0.593561368209256,148.0,8.0,0.0160965794768612,0.0540540540540541,,0.0,0.0,140.0,0.28169014084507,0.945945945945946
28,26163520200,0.31897366,204.14314524,144,138.0,0.958333333333333,92.0,0.666666666666667,46.0,0.333333333333333,15.0,0.108695652173913,0.16304347826087,2.0,0.0144927536231884,0.0217391304347826,25.0,0.181159420289855,0.271739130434783,4.0,0.0289855072463768,0.0434782608695652,26.0,0.188405797101449,0.565217391304348,18.0,0.130434782608696,0.391304347826087,41.0,0.297101449275362,0.445652173913043,2.0,0.0144927536231884,0.0434782608695652,2.0,0.0144927536231884,0.0217391304347826,92.0,1.0,,0.0,,0.0,,0.0,1.0,41.0,1.0,,0.0,,0.0,,0.0,1.0,41.0,0.445652173913043,,0.0,,0.0,41.0,1.0,,0.0,,0.0,1.0,0.0108695652173913,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0,0.0,7.0,0.155555555555556,6.0,0.133333333333333,31,0.688888888888889,46.0,1.0,,0.0,45.0,0.978260869565217,1.0,0.0217391304347826,18.0,2.0,0.0434782608695652,0.111111111111111,15.0,0.326086956521739,0.833333333333333,1.0,0.0217391304347826,0.0555555555555556
29,26163518800,0.54651486,349.76951232,2210,2156.0,0.975565610859728,398.0,0.184601113172542,1758.0,0.815398886827458,49.0,0.0227272727272727,0.123115577889447,19.0,0.0088126159554731,0.0477386934673367,27.0,0.0125231910946197,0.0678391959798995,11.0,0.0051020408163265,0.0276381909547739,228.0,0.105751391465677,0.129692832764505,7.0,0.0032467532467532,0.0039817974971558,290.0,0.134508348794063,0.728643216080402,1519.0,0.704545454545455,0.864050056882821,2.0,0.0009276437847866,0.0050251256281407,257.0,0.64572864321608,63.0,0.158291457286432,55.0,0.138190954773869,23.0,0.0577889447236181,1.60804020100503,185.0,0.637931034482759,44.0,0.151724137931034,44.0,0.151724137931034,17.0,0.0586206896551724,1.63103448275862,169.0,0.424623115577889,30.0,0.0753768844221105,91.0,0.228643216080402,169.0,0.582758620689655,30.0,0.103448275862069,91.0,0.313793103448276,88.0,0.221105527638191,41.0,0.103015075376884,70.0,0.241379310344828,35.0,0.120689655172414,55.0,0.0312855517633675,34.0,0.085427135678392,89.0,0.0412801484230056,0,0.0,218.0,0.724252491694352,71.0,0.235880398671096,9,0.0299003322259136,201.0,0.114334470989761,1556.0,0.885096700796359,268.0,0.152445961319681,1489.0,0.846985210466439,7.0,1.0,0.0005688282138794,0.142857142857143,4.0,0.0022753128555176,0.571428571428571,1.0,0.0005688282138794,0.142857142857143
30,26163518600,0.28633413,183.25384476,1171,1165.0,0.994876174210077,349.0,0.299570815450644,816.0,0.700429184549356,28.0,0.0240343347639485,0.0802292263610315,20.0,0.0171673819742489,0.0573065902578797,14.0,0.0120171673819743,0.0401146131805158,8.0,0.0068669527896995,0.0229226361031519,156.0,0.133905579399142,0.191176470588235,10.0,0.0085836909871244,0.0122549019607843,277.0,0.237768240343348,0.793696275071633,650.0,0.55793991416309,0.79656862745098,2.0,0.0017167381974248,0.0057306590257879,227.0,0.650429799426934,72.0,0.206303724928367,28.0,0.0802292263610315,21.0,0.0601719197707736,1.54885057471264,167.0,0.602888086642599,64.0,0.231046931407942,25.0,0.0902527075812274,20.0,0.0722021660649819,1.6304347826087,180.0,0.515759312320917,18.0,0.0515759312320917,78.0,0.223495702005731,180.0,0.649819494584838,18.0,0.0649819494584837,78.0,0.28158844765343,66.0,0.189111747851003,27.0,0.0773638968481375,60.0,0.216606498194946,25.0,0.0902527075812274,41.0,0.0502450980392157,16.0,0.0458452722063037,57.0,0.0489270386266094,0,0.0,216.0,0.757894736842105,65.0,0.228070175438596,4,0.0140350877192982,173.0,0.212009803921569,643.0,0.787990196078431,218.0,0.267156862745098,598.0,0.732843137254902,10.0,,0.0,0.0,8.0,0.0098039215686274,0.8,2.0,0.0024509803921568,0.2
