OBJECTID,ALTPAST,ALLOTNUM,ALLOTNAME,PASTNUM,PASTNAME,GRAZSYS,MGMTCAT,ADMINRA,GIS_ACRES,Standard_1,Causal_Factor_1,Causal_Factor_1b,Standard_2,Causal_Factor_2,Causal_Factor_2b,Standard_3,Causal_Factor_3,Causal_Factor_3b,Standard_4,Causal_Factor_4,Causal_Factor_4b,Standard_5_TERR,Causal_Factor_5_TERR,Causal_Factor_5_TERR_b,Standard_5_RIP,Causal_Factor_5_RIP,Causal_Factor_5_RIP_b,Status,Year_Assessed,Year_Evaluated,Year_Determination,SHAPE_Length,SHAPE_Area
1624,20902_11,20902,WEST COW CREEK,11.0,OWYHEE BUTTE #1,DR,M,ORV04,3633.37475391267,,,,,,,,,,,,,,,,,,,,,,,19355.38726696,14703745.9578575
1625,20902_14,20902,WEST COW CREEK,14.0,OWYHEE BUTTE #4,DR,M,ORV04,3080.1508072402,,,,,,,,,,,,,,,,,,,,,,,17348.3818160332,12464928.0762406
1626,10201_23,10201,ALLOTMENT NO.2,23.0,E PRONG SPG EXCL,RX,I,ORV04,1.00725382851721,,,,,,,,,,,,,,,,,,,,,,,256.181813952051,4076.21162492186
1627,10201_09,10201,ALLOTMENT NO.2,9.0,NG CREEK RIPARIAN,DR,I,ORV04,540.363566012496,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,6865.71430524145,2186773.76754863
1628,10201_24,10201,ALLOTMENT NO.2,24.0,SWEDE SPG EXCL,RX,I,ORV04,5.74594337535027,,,,,,,,,,,,,,,,,,,,,,,963.420770319958,23253.007851283
1629,10201_25,10201,ALLOTMENT NO.2,25.0,BUCK SPG EXCL,RX,I,ORV04,1.05785820372529,,,,,,,,,,,,,,,,,,,,,,,310.109293270262,4281.00026573424
1630,10201_26,10201,ALLOTMENT NO.2,26.0,WALTERS SPG EXCL,RX,I,ORV04,2.4948288873292,,,,,,,,,,,,,,,,,,,,,,,406.611386228256,10096.2143054772
1631,10201_27,10201,ALLOTMENT NO.2,27.0,RATTLESNAKE SPG EXCL,RX,I,ORV04,21.969884839909,,,,,,,,,,,,,,,,,,,,,,,1345.51896164952,88908.969563774
1632,10203_21,10203,ALLOTMENT NO.4,21.0,CHICKEN CK NODDLE BOWL EXCL,RE,M,ORV04,15.2621160790806,,,,,,,,,,,,,,,,,,,,,,,1032.56611255345,61763.5924740416
1633,10203_06,10203,ALLOTMENT NO.4,6.0,WEST MIDDLE CHICKEN CREEK SEEDING,SL,M,ORV04,1651.55714621655,,,,,,,,,,,,,,,,,,,,,,,11246.9597154631,6683614.64412707
1634,10203_04,10203,ALLOTMENT NO.4,4.0,SOUTH GRAVEL,SP,M,ORV04,7648.1038353543,,,,,,,,,,,,,,,,,,,,,,,25081.0803052337,30950778.1252856
1635,10203_03,10203,ALLOTMENT NO.4,3.0,NORTH GRAVEL,SP,M,ORV04,8055.7000625584,,,,,,,,,,,,,,,,,,,,,,,23623.6510212406,32600261.5350925
1636,01101_02,01101,JACKIES BUTTE SUMMER,2.0,CHINA GULCH SEEDING SOUTH,DR,M,ORV04,3326.28073448293,,,,,,,,,,,,,,,,,,,,,,,16321.3694723788,13460980.5530476
1637,01101_10,01101,JACKIES BUTTE SUMMER,10.0,DRY CREEK SEEDING,DR,M,ORV04,8577.75361536208,,,,,,,,,,,,,,,,,,,,,,,28549.6022851442,34712937.3080928
1638,01101_07,01101,JACKIES BUTTE SUMMER,7.0,ROME SOUTH,DR,M,ORV04,32030.0771731828,,,,,,,,,,,,,,,,,,,,,,,56722.6200216469,129621123.518262
1639,10803_01,10803,BOWDEN HILLS,1.0,BOWDEN HILLS,WO,M,ORV04,84944.7631590694,,,,,,,,,,,,,,,,,,,,,,,82934.2164769088,343759260.339527
1640,01101_01,01101,JACKIES BUTTE SUMMER,1.0,CHINA GULCH SEEDING NORTH,DR,M,ORV04,6672.32058777162,,,,,,,,,,,,,,,,,,,,,,,25579.4575908088,27001923.4229353
1641,UNALT,UNALT, ,, ,UA,M,ORV04,1796.29505680357,,,,,,,,,,,,,,,,,,,,,,,13852.7696543795,7269348.1871509
1642,01206_05,01206,WHITEHORSE BUTTE,5.0,WHITEHORSE SEEDING,DR,I,ORV04,3888.23567874222,Does Not Meet,Existing Livestock,,Not Applicable,,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Does Not Meet,Existing Livestock,,Not Applicable,,,,,,,19813.0201707298,15735131.5283228
1643,01206_30,01206,WHITEHORSE BUTTE,30.0,WHITEHORSE SEEDING UPEX,EX,I,ORV04,2.08269743607179,,,,,,,,,,,,,,,,,,,,,,,367.255635637851,8428.37749508314
1644,21302_07,21302,ECHAVE,7.0,UNNAMED EXCLOSURE?,RX,M,ORV04,12.7358279595123,,,,,,,,,,,,,,,,,,,,,,,912.030532019422,51540.067172534
1645,21002_09,21002,ANTELOPE,9.0,GREELEY SOUTH,DR,I,ORV04,3805.63389253543,,,,,,,,,,,,,,,,,,,,,,,16495.426550252,15400853.9593101
1646,10903_08,10903,EAST COW CREEK,8.0,COWGILL,DR,M,ORV04,5049.08588958208,,,,,,,,,,,,,,,,,,,,,,,21759.2419295148,20432925.6595044
1647,10903_10,10903,EAST COW CREEK,10.0,LAVA,DR,M,ORV04,12439.0615165831,,,,,,,,,,,,,,,,,,,,,,,31647.9490880291,50339095.9870129
1648,11003_03,11003,WROTEN,3.0,COFFEE POT,DR,I,ORV04,6255.97735334983,,,,,,,,,,,,,,,,,,,,,,,24341.4761447313,25317042.1307927
1649,11003_02,11003,WROTEN,2.0,WILDCAT,DR,I,ORV04,2826.6664728998,,,,,,,,,,,,,,,,,,,,,,,13307.8157428647,11439113.3698373
1650,21002_05,21002,ANTELOPE,5.0,SOLDIER CREEK SEEDING SOUTH EAST,DR,I,ORV04,504.639672451231,,,,,,,,,,,,,,,,,,,,,,,5759.87784900781,2042204.2994571
1651,21002_07,21002,ANTELOPE,7.0,SOLDIER CREEK SEEDING WEST,SS,I,ORV04,1056.16393004862,,,,,,,,,,,,,,,,,,,,,,,8534.79643686008,4274143.78342448
1652,21001_08,21001,AROCK,8.0,LITTLE GRASSY SOUTH,RR,M,ORV04,4067.80737196776,,,,,,,,,,,,,,,,,,,,,,,21456.1812245644,16461832.3883338
1653,21001_18,21001,AROCK,18.0,FIELD #5,DR,M,ORV04,2046.45032237468,,,,,,,,,,,,,,,,,,,,,,,12921.4304718497,8281690.63022454
1654,21001_19,21001,AROCK,19.0,PINTO HORSE,DR,M,ORV04,5361.9368733481,,,,,,,,,,,,,,,,,,,,,,,23774.4418682284,21698988.6724121
1655,21001_12,21001,AROCK,12.0,FIELD #1,RR,M,ORV04,2419.66767941675,,,,,,,,,,,,,,,,,,,,,,,12654.1756979642,9792047.68852138
1656,21001_04,21001,AROCK,4.0,DRY CREEK WEST,RR,M,ORV04,4877.83404259259,,,,,,,,,,,,,,,,,,,,,,,19130.0924735205,19739894.0226672
1657,21001_14,21001,AROCK,14.0,FIELD #3,RR,M,ORV04,3061.55094437112,,,,,,,,,,,,,,,,,,,,,,,16041.6720454859,12389657.1017331
1658,21301_05,21301,GILBERT,5.0,RATTLESNAKE,DF,M,ORV04,11970.9680626009,,,,,,,,,,,,,,,,,,,,,,,35179.3981141188,48444788.9864816
1659,21301_04,21301,GILBERT,4.0,BATTLE MOUNTAIN,DF,M,ORV04,14449.2876048699,,,,,,,,,,,,,,,,,,,,,,,42286.4317094027,58474192.3428725
1660,11305_02,11305,EIGUREN,2.0,EIGUREN SOUTH,DR,M,ORV04,18626.8286334296,,,,,,,,,,,,,,,,,,,,,,,37868.3691727902,75380101.0841387
1661,21302_02,21302,ECHAVE,2.0,RATTLESNAKE,DR,M,ORV04,4792.05696129649,,,,,,,,,,,,,,,,,,,,,,,20905.0448808371,19392766.4903293
1662,21302_03,21302,ECHAVE,3.0,ANTELOPE FLAT,SS,M,ORV04,6912.39940913033,,,,,,,,,,,,,,,,,,,,,,,22357.1102560148,27973487.943033
1663,21302_01,21302,ECHAVE,1.0,BATTLE MOUNTAIN,DR,M,ORV04,6004.07378897525,,,,,,,,,,,,,,,,,,,,,,,23001.001037394,24297624.573478
1664,21001_02,21001,AROCK,2.0,TANKEY WEST,RR,M,ORV04,5366.9829918152,,,,,,,,,,,,,,,,,,,,,,,22752.1346960635,21719409.5893389
1665,20102_20,20102,COTTONWOOD MOUNTAIN,20.0,HOPE FLAT SEEDING EXCL,XX,I,ORV04,7.11501078620194,,,,,,,,,,,,,,,,,,,,,,,813.487658028043,28793.4270955866
1666,20102_21,20102,COTTONWOOD MOUNTAIN,21.0,KERN CREEK EXCL,XX,I,ORV04,1.63981087739052,,,,,,,,,,,,,,,,,,,,,,,326.744189881113,6636.07918068919
1667,20102_06,20102,COTTONWOOD MOUNTAIN,6.0,HOPE FLAT SEEDING,DR,I,ORV04,2516.79926500906,,,,,,,,,,,,,,,,,,,,,,,14010.99401603,10185125.2694935
1669,10504_14,10504,SPRING MOUNTAIN,14.0,SHEAVILLE,DR,I,ORV04,977.526581368523,,,,,,,,,,,,,,,,,,,,,,,9941.42809876523,3955909.72387792
1670,10903_07,10903,EAST COW CREEK,7.0,BARLOW BRUSH CONTROL,DR,M,ORV04,5250.50167273481,,,,,,,,,,,,,,,,,,,,,,,20633.445306866,21248026.4151288
1671,10903_01,10903,EAST COW CREEK,1.0,HOOKER CREEK NORTH,DR,M,ORV04,1004.48154326018,,,,,,,,,,,,,,,,,,,,,,,8307.44885181472,4064992.58452471
1672,10903_21,10903,EAST COW CREEK,21.0,BENNETT NORTH,SP,M,ORV04,919.910061834356,,,,,,,,,,,,,,,,,,,,,,,8662.69476685247,3722743.94176475
1673,10504_15,10504,SPRING MOUNTAIN,15.0,OLD MAID SEEDING SOUTH,DR,I,ORV04,1593.02881605698,,,,,,,,,,,,,,,,,,,,,,,12207.360339206,6446758.89532846
1674,10504_03,10504,SPRING MOUNTAIN,3.0,FALEN SEEDING,DR,I,ORV04,549.984034584533,,,,,,,,,,,,,,,,,,,,,,,7742.43117721151,2225706.42257588
1675,UNALT,UNALT, ,, ,UA,M,ORV04,14456.8128915427,,,,,,,,,,,,,,,,,,,,,,,78604.9207221662,58504646.0975748
1676,10504_24,10504,SPRING MOUNTAIN,24.0,FFR,CU,M,ORV04,692.436419992913,,,,,,,,,,,,,,,,,,,,,,,7924.67585923444,2802190.77335198
1677,10504_04,10504,SPRING MOUNTAIN,4.0,SPRING BASIN SEEDING NORTH,DR,I,ORV04,1614.41284208118,,,,,,,,,,,,,,,,,,,,,,,12357.672398007,6533296.97838128
1678,10504_10,10504,SPRING MOUNTAIN,10.0,SPRING BASIN SEEDING SOUTH,DR,I,ORV04,2005.13383033166,,,,,,,,,,,,,,,,,,,,,,,12167.9653715533,8114488.71904918
1679,10503_10,10503,THREE FINGERS,10.0,FFR,CU,I,ORV04,8299.79477267704,,,,,,,,,,,,,,,,,,,,,,,75714.485176547,33588077.78041
1680,10504_02,10504,SPRING MOUNTAIN,2.0,SPRING CREEK SEEDING SOUTH,DR,I,ORV04,2535.84136159691,,,,,,,,,,,,,,,,,,,,,,,14494.7314916266,10262185.900366
1681,10509_07,10509,MAHOGANY MOUNTAIN,7.0,FISH CREEK,DR,I,ORV04,6479.80262636503,,,,,,,,,,,,,,,,,,,,,,,31794.3546514754,26222830.8743897
1682,UNALT,UNALT, ,, ,UN,M,ORV04,1418.40159972005,,,,,,,,,,,,,,,,,,,,,,,15063.9437793726,5740067.62336952
1683,10504_06,10504,SPRING MOUNTAIN,6.0,SHALEROCK,DR,I,ORV04,5277.13853884415,,,,,,,,,,,,,,,,,,,,,,,24419.0066830811,21355821.987816
1684,10504_08,10504,SPRING MOUNTAIN,8.0,SAGEHEN BASIN,DR,I,ORV04,2223.14406615734,,,,,,,,,,,,,,,,,,,,,,,14174.4676221224,8996744.84204929
1685,10504_13,10504,SPRING MOUNTAIN,13.0,SPRING MTN NATIVE RANGE,DR,I,ORV04,19474.8014131582,,,,,,,,,,,,,,,,,,,,,,,72831.7239987159,78811725.173804
1686,10504_07,10504,SPRING MOUNTAIN,7.0,OLD MAID SEEDING NORTH,DR,I,ORV04,854.435693961977,,,,,,,,,,,,,,,,,,,,,,,10126.18134703,3457778.57563783
1687,10503_10,10503,THREE FINGERS,10.0,FFR,CU,I,ORV04,15967.4099973015,,,,,,,,,,,,,,,,,,,,,,,62686.1436503081,64617815.6966736
1688,10505_01,10505,MCCAIN SPRINGS,1.0,EAST BLUE CANYON,DR,I,ORV04,2569.43650460965,,,,,,,,,,,,,,,,,,,,,,,12865.8251627916,10398140.6206286
1689,10505_02,10505,MCCAIN SPRINGS,2.0,MCCAIN SPRING SEEDING,DR,I,ORV04,3974.96705423582,,,,,,,,,,,,,,,,,,,,,,,17646.0535869537,16086120.9522627
1690,10503_10,10503,THREE FINGERS,10.0,FFR,CU,I,ORV04,1862.96827396218,,,,,,,,,,,,,,,,,,,,,,,13070.939550446,7539165.12421129
1691,11306_07,11306,CAMPBELL,7.0,HORSE HILL SOUTH,DF,M,ORV04,27333.3236393694,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,Existing Livestock,,,,,,56702.9832605406,110614036.31552
1692,01304_04,01304,ALBISU-ALCORTA,4.0,UPPER LAZY T,SS,M,ORV04,1763.28334349617,Meets Standard,,,Not Applicable,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Not Applicable,,,,,,,11962.6002071872,7135754.52313844
1693,01308_01,01308,TEN MILE,1.0,TEN MILE SEEDING,SS,M,ORV04,3604.30261446305,Meets Standard,,,Not Applicable,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Not Applicable,,,,,,,17702.4959385476,14586095.1836129
1694,01304_03,01304,ALBISU-ALCORTA,3.0,LOWER LAZY T,SS,M,ORV04,1480.82513590907,Meets Standard,,,Not Applicable,,,Does Not Meet,,,Meets Standard,,,Does Not Meet,,,Not Applicable,,,,,,,12708.910242917,5992686.71170495
1695,01307_13,01307,LOUSE CANYON COMMUNITY,13.0,WILKINSON FFR,CU,M,ORV04,1585.9786061265,,,,,,,,,,,,,,,,,,,,,,,11411.808641173,6418227.70799203
1696,01307_10,01307,LOUSE CANYON COMMUNITY,10.0,WILKINSON FENCE,CU,M,ORV04,2975.7448561913,,,,,,,,,,,,,,,,,,,,,,,19428.9256204408,12042412.1827015
1697,UNALT,UNALT, ,, ,UA,M,ORV04,414.986850502543,,,,,,,,,,,,,,,,,,,,,,,5735.81676271722,1679392.20116776
1698,11306_08,11306,CAMPBELL,8.0,LARRIBEAU HOLDING,DF,M,ORV04,811.990460217765,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,No Data,,,,,,,9150.66791950241,3286008.80885979
1699,01304_01,01304,ALBISU-ALCORTA,1.0,THE BREAKS,DR,M,ORV04,8893.34938649577,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,,,,,36182.0190534793,35990108.0813875
1700,01307_05,01307,LOUSE CANYON COMMUNITY,5.0,UPPER LOUSE CANYON,DR,M,ORV04,31167.0735104983,,,,,,,,,,,,,,,,,,,,,,,68594.6106818172,126128671.603373
1701,00306_02,00306,JONESBORO,2.0,INDIAN CREEK,SP,I,ORV04,2723.2485020134,,,,,,,,,,,,,,,,,,,,,,,17144.7355927234,11020595.6901641
1702,00306_10,00306,JONESBORO,10.0,JONESBORO FFR,CU,I,ORV04,2590.88456421575,,,,,,,,,,,,,,,,,,,,,,,33056.6036358572,10484937.8383935
1703,00306_01,00306,JONESBORO,1.0,SPERRY CREEK,SP,I,ORV04,2019.5315691317,,,,,,,,,,,,,,,,,,,,,,,14598.3422500867,8172754.30078017
1704,00306_06,00306,JONESBORO,6.0,ANTELOPE SWALES,DR,I,ORV04,908.275472017233,,,,,,,,,,,,,,,,,,,,,,,11515.3226369457,3675660.42724133
1705,00306_08,00306,JONESBORO,8.0,TIMS PEAK,DR,I,ORV04,1087.39822675494,,,,,,,,,,,,,,,,,,,,,,,9815.6253862303,4400544.49764959
1706,00307_09,00307,BONEY BASIN,9.0,WIRE RESERVOIR CATCH PEN,RE,M,ORV04,0.272410814822543,,,,,,,,,,,,,,,,,,,,,,,133.302965723128,1102.40745549582
1707,00306_07,00306,JONESBORO,7.0,DINNER CREEK,DR,I,ORV04,3899.06623306611,,,,,,,,,,,,,,,,,,,,,,,19660.8682039147,15778961.2266466
1708,00307_10,00307,BONEY BASIN,10.0,LOWER DEACON FLAT RESERVOIR ENCLOSURE,RE,M,ORV04,6.20802970363947,,,,,,,,,,,,,,,,,,,,,,,651.936918715899,25123.0048766234
1709,00307_04,00307,BONEY BASIN,4.0,HORSE CAMP FFR,CU,I,ORV04,657.944788588237,,,,,,,,,,,,,,,,,,,,,,,6368.48974009642,2662608.09328292
1710,00310_02,00310,NORTH STAR MTN,2.0,COTTONWOOD BASIN,DR,M,ORV04,8008.02292931773,,,,,,,,,,,,,,,,,,,,,,,24821.7909783782,32407319.0222359
1711,00307_11,00307,BONEY BASIN,11.0,PRIVATE,DR,M,ORV04,4861.38788420414,,,,,,,,,,,,,,,,,,,,,,,21307.0086891087,19673338.7809691
1712,00307_08,00307,BONEY BASIN,8.0,BULL CANYON CORRAL #2,RE,M,ORV04,0.113971298619555,,,,,,,,,,,,,,,,,,,,,,,86.0526444430848,461.225481787814
1713,00310_01,00310,NORTH STAR MTN,1.0,SLAUGHTER GULCH,DR,M,ORV04,10449.8197269676,,,,,,,,,,,,,,,,,,,,,,,42279.7308623665,42288920.075001
1714,00305_02,00305,BRIDGE CREEK,2.0,TABLES,RR,M,ORV04,5225.70234426246,,,,,,,,,,,,,,,,,,,,,,,20990.1882146477,21147667.0934293
1715,00307_03,00307,BONEY BASIN,3.0,BULL CANYON,DR,M,ORV04,137.511930963254,,,,,,,,,,,,,,,,,,,,,,,3326.52280987132,556491.040975271
1716,00307_02,00307,BONEY BASIN,2.0,UPPER FIELD,DR,M,ORV04,7141.66034173446,,,,,,,,,,,,,,,,,,,,,,,26768.7975411396,28901274.0205475
1717,10302_06,10302,RED HILLS,6.0,TIMS PEAK RSEX,RE,I,ORV04,16.5057291678604,,,,,,,,,,,,,,,,,,,,,,,1099.28128130335,66796.3160893511
1718,10302_02,10302,RED HILLS,2.0,LAKE RIDGE,SP,I,ORV04,22565.2616996082,,,,,,,,,,,,,,,,,,,,,,,47199.1370759699,91318374.2321961
1719,00301_05,00301,HARPER,5.0,MCCLOUD RESERVOIR ENCLOSURE,RE,I,ORV04,4.17324765899781,,,,,,,,,,,,,,,,,,,,,,,538.571558959247,16888.534091081
1720,00301_02,00301,HARPER,2.0,SIMMONS GULCH,SP,I,ORV04,26277.817259176,,,,,,,,,,,,,,,,,,,,,,,55401.5603190452,106342553.54195
1721,00301_03,00301,HARPER,3.0,SHEARING PLANT,RR,I,ORV04,10233.7487140551,,,,,,,,,,,,,,,,,,,,,,,30354.2050697878,41414511.7087017
1722,10401_26,10401,KEENEY CREEK,26.0,RILEY SPRING ENCL NO.2,RE,I,ORV04,8.8416758982198,No Data,,,Does Not Meet,,,No Data,,,Does Not Meet,,,,,,,,,,,,,884.428214269358,35780.9928934901
1723,10401_25,10401,KEENEY CREEK,25.0,RILEY PLACE FFR NO.1,CU,I,ORV04,1008.94206633521,No Data,,,Does Not Meet,,,No Data,,,Does Not Meet,,,,,,,,,,,,,9601.16614017556,4083043.68097816
1724,10404_09,10404,SOURDOUGH,9.0,HOODOO STATE FFR,CU,M,ORV04,3152.73927027249,No Data,,,Does Not Meet,,,No Data,,,Does Not Meet,,,,,,,,,,,,,14199.5112571033,12758683.1640549
1725,10401_17,10401,KEENEY CREEK,17.0,QUICKSAND PASTURE,DR,I,ORV04,9726.14614606641,Meets Standard,,,Does Not Meet,Existing Livestock,,Meets Standard,,,Does Not Meet,,,Meets Standard,,,No Data,,,,,,,29222.1778767244,39360316.9964098
1726,10401_11,10401,KEENEY CREEK,11.0,WINTERS PLACE FFR,CU,I,ORV04,6618.89788584717,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,28674.571246269,26785729.4185504
1727,10401_04,10401,KEENEY CREEK,4.0,WINTER SPRING SEEDING SOUTH,DR,I,ORV04,861.814609947198,,,,,,,,,,,,,,,,,,,,,,,8335.61809869102,3487639.98918297
1728,10401_10,10401,KEENEY CREEK,10.0,KEENEY CREEK,SP,I,ORV04,3382.3711108286,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,Meets Standard,,,No Data,,,,,,,21842.1542995861,13687970.2527969
1729,10411_05,10411,DRY CREEK,5.0,RUSSELL FFR,CU,M,ORV04,5385.99095606849,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,Not Applicable,,,,,,,18489.0362253939,21796332.0915541
1730,10411_01,10411,DRY CREEK,1.0,COW HOLLOW SEEDING,DR,M,ORV04,1598.5125377807,Meets Standard,,,Not Applicable,,,Does Not Meet,Historic Livestock,Other,Meets Standard,,,No Data,Historic Livestock,Wildfire,No Data,,,,,,,9819.01580398507,6468950.72980476
1731,00402_04,00402,NORTH HARPER,4.0,JOHNSON GULCH,UN,M,ORV04,5665.77139342356,,,,,,,,,,,,,,,,,,,,,,,24461.7908969574,22928563.3513264
1732,00230_01,00230,WEST OREGON CANAL,1.0,WEST OREGON CANAL,CU,C,ORV04,1363.30858144348,,,,,,,,,,,,,,,,,,,,,,,10001.3883612454,5517114.0885276
1733,10201_02,10201,ALLOTMENT NO.2,2.0,HARPER SEEDING,DR,I,ORV04,2963.59218479135,Meets Standard,,,Not Applicable,,,Does Not Meet,Other,,No Data,,,Does Not Meet,Other,,No Data,,,,,,,18475.3340947599,11993232.0663973
1734,10201_05,10201,ALLOTMENT NO.2,5.0,SOUTH NG SEEDING,DR,I,ORV04,3559.87947522699,Does Not Meet,Other,,Not Applicable,,,Does Not Meet,Other,,No Data,,,Does Not Meet,,,No Data,,,,,,,20834.6004580298,14406321.1172923
1735,10201_19,10201,ALLOTMENT NO.2,19.0,NORTH BULLY HOLDING,DR,I,ORV04,87.0976772979642,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,2589.66849911202,352471.794749389
1736,10201_14,10201,ALLOTMENT NO.2,14.0,FFR,CU,I,ORV04,594.627222333725,,,,,,,,,,,,,,,,,,,,,,,7018.84848050975,2406370.99363511
1737,10201_13,10201,ALLOTMENT NO.2,13.0,JORDAN FFR,CU,I,ORV04,5390.1463918059,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,20776.7234772375,21813148.5433559
1738,10201_04,10201,ALLOTMENT NO.2,4.0,WILDHORSE,SL,I,ORV04,9823.0866598784,Does Not Meet,Other,,Not Applicable,,,Does Not Meet,Other,,No Data,,,Meets Standard,,,No Data,,,,,,,29016.5730439561,39752621.3373207
1739,10201_03,10201,ALLOTMENT NO.2,3.0,NORTH BULLY CREEK,SP,I,ORV04,6504.06952654384,Does Not Meet,Other,,Does Not Meet,Other,,Does Not Meet,Other,,Does Not Meet,Other,,Does Not Meet,Other,,No Data,,,,,,,26006.0604224684,26321035.5352301
1740,10140_01,10140,COTTONWOOD CREEK,1.0,COTTONWOOD CREEK,SP,I,ORV04,1333.49036360274,,,,,,,,,,,,,,,,,,,,,,,10020.5366409628,5396444.04215428
1741,00113_01,00113,BOSTON HORSE CAMP,1.0,BOSTON HORSE CAMP,CU,C,ORV04,2313.25825159525,Meets Standard,,,Does Not Meet,Historic Livestock,Other,Meets Standard,,,No Data,,,Meets Standard,,,No Data,,,,,,,15864.5591881128,9361424.01213805
1742,00127_02,00127,THORN FLAT,2.0,GUM CREEK,DR,M,ORV04,1819.79996295655,,,,,,,,,,,,,,,,,,,,,,,11789.7195852468,7364469.16757401
1743,00122_01,00122,SHEEP CORRAL CREEK,1.0,SHEEP,CU,C,ORV04,4695.79251737827,,,,,,,,,,,,,,,,,,,,,,,20899.3765339875,19003198.1072101
1744,00127_01,00127,THORN FLAT,1.0,BLACK CREEK,SP,M,ORV04,2270.74670800936,,,,,,,,,,,,,,,,,,,,,,,14284.2128542699,9189385.89895134
1745,20101_07,20101,ALKALI SPRING,7.0,BADGER,DR,I,ORV04,340.566176810325,,,,,,,,,,,,,,,,,,,,,,,4848.76121632628,1378222.41987708
1746,20101_05,20101,ALKALI SPRING,5.0,ROAD CANYON,DR,I,ORV04,2130.32161609514,,,,,,,,,,,,,,,,,,,,,,,14163.019150935,8621105.71387217
1747,20101_08,20101,ALKALI SPRING,8.0,PINE RIDGE-MCCARTHY,DR,I,ORV04,4882.50589176612,,,,,,,,,,,,,,,,,,,,,,,22160.0316891696,19758800.3254996
1748,20902_04,20902,WEST COW CREEK,4.0,DOG LAKE EAST,DR,M,ORV04,5853.41885575113,,,,,,,,,,,,,,,,,,,,,,,43728.2523707402,23687945.6893937
1749,10406_01,10406,QUARTZ MOUNTAIN,1.0,CEDAR MTN,DR,M,ORV04,21918.0773297757,,,,,,,,,,,,,,,,,,,,,,,43996.9013059491,88699312.0086628
1750,10406_07,10406,QUARTZ MOUNTAIN,7.0,MUD FLAT STATE FFR,CU,M,ORV04,14873.4173870373,,,,,,,,,,,,,,,,,,,,,,,37532.444444529,60190584.6757678
1751,10202_11,10202,ALLOTMENT NO.3,11.0,NORTH STUDHORSE,DR,I,ORV04,10448.9521083145,Meets Standard,,,Does Not Meet,Other,,Meets Standard,,,Does Not Meet,Other,,Meets Standard,,,No Data,,,,,,,33391.4668477176,42285408.9468827
1752,10202_28,10202,ALLOTMENT NO.3,28.0,S. GREGORY CREEK RESERVOIR,RE,I,ORV04,8.47207747758056,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,763.068850425461,34285.2811512173
1753,10202_26,10202,ALLOTMENT NO.3,26.0,COOPER RESERVOIR,RE,I,ORV04,3.62905419559522,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,490.018854225882,14686.2612786822
1754,10202_18,10202,ALLOTMENT NO.3,18.0,WEST CREEK FFR,CU,I,ORV04,1934.0476320935,,,,,,,,,,,,,,,,,,,,,,,23021.2301592025,7826813.08116507
1755,UNALT,UNALT, ,, ,99,M,ORV04,1038.72259024181,,,,,,,,,,,,,,,,,,,,,,,7950.23733162909,4203561.18541205
1756,10202_21,10202,ALLOTMENT NO.3,21.0,WESTFALL FFR,CU,I,ORV04,2145.22848365118,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,No Data,,,,,,,13478.4701163181,8681431.66657919
1757,10202_07,10202,ALLOTMENT NO.3,7.0,SWAMP CREEK SEEDING,RR,I,ORV04,4370.37526711835,Meets Standard,,,Does Not Meet,Existing Livestock,Other,Meets Standard,,,Does Not Meet,Other,,Meets Standard,,,No Data,,,,,,,18608.4079122524,17686281.218036
1758,10202_10,10202,ALLOTMENT NO.3,10.0,SOUTH GREGORY CREEK,RR,I,ORV04,6022.28792975104,Meets Standard,,,Does Not Meet,Other,,Does Not Meet,,,Does Not Meet,Other,,Meets Standard,,,No Data,,,,,,,27539.2802959156,24371334.586055
1759,10202_08,10202,ALLOTMENT NO.3,8.0,NORTH GREGORY CREEK,RR,I,ORV04,6724.38597234024,Meets Standard,,,Does Not Meet,Other,,Does Not Meet,Other,,Does Not Meet,Other,,Meets Standard,,,No Data,,,,,,,22464.2169270641,27212624.5588616
1760,11303_09,11303,SHERBURN,9.0,HIGH PEAK BRUSH CONTROL,DF,M,ORV04,2323.17543306896,,,,,,,,,,,,,,,,,,,,,,,12355.488387319,9401557.42167702
