File #,Pooled or Unitized,Owner Agency,Active/ Expired,County,Section,Township,Range,Tract #,Legal Description,Latitude,Longitude,Net Acres,Gross Acres,Original Lessee,Current Lessee,Lease #,Royalty Interest,Well Name,Well Operator,Production Zone,Sale or Approved Date,End or Expiration Date,Bonus
,,,Expired,Pittsburg,3,5N,14E,4.0,"A tract of land lying in the SW/4 of Section 3, T5N, R14E, more particularly described as follows: Beginning at a point on the West Line of the said SE/4 of the SW/4 of Section 3 a distance of 66.0' North of the Southwest corner of SE/4 of SW/4, the same being on the North Line of the right-of-way fence of State highway 31, this being the point of beginning; thence North 78 degrees 52' East, along said right-of-way line a distance of 611.0; thence North 7 degrees, 07 minutes East a distance of 817.5'; thence S86 degrees, 49 minutes West a distance of 418.4'; thence North 3 degrees 11 minutes West a distance of 125.0' thence South 88 degrees 7 minutes West a distance of 291.2'; to the West line of said SE/4 of SW/4; thence South along the West line of SE/4 SW/4; thence South along the West line of said SE/4 SW/4, a distance of 1011.0' to the point of beginning.  Approximately 4.75 acres.",,,4.75,,Gulf Oil Corporation,,,,,,,9/29/1981,9/29/1986,"45,079.48"
,,,Expired,Pittsburg,3,5N,14E,5.0,"The Northerly 4.51 acres of the NW 9.51 acres of Lot 3 and the Northerly 19.13 acres of Lot 4 and the Northerly 5 acres of the Southwest 10 acres of Lot 4 and the S/2 NW/4 SW/4 NW/4 and the SW/4 SW/4 NW/4 and the E/2 SW/4 NW/4 & W/2 SE/4 NW/4 & W/2 E/2 SE/4 NW/4 les 7.77 acres reserved McAlester Choctaw Coal Co. & the NW/4 SW/4 & that part of E/2 SW/4 lying North of Highway 31, subject to reservation for McAlester Choctaw Coal Co. Section 3, T5N, R14E less the following Tracts: A parcel of land out of the E/2 SW/4 more particularly described commencing at the SE Corner of SW/4 of Section 3, thence due North a distance of 358' to a point on the North side of Highway 31 Right-of-Way for a point of beginning, thence due North along said half section line a distance of 2282' to the Northeast corner of said SW/4, thence due West a distance of 330' thence due South a distance of 1270' to a point, thence due West, a distance of 261.5' to a point; thence in a Southwesterly direction a distance of 1125' to a point on the North side of Highway 31 Right-of-Way thence in a Northeasterly direction, and along the North boundary of Highway 31 Right-of-Way a distance of 875' to the point of beginning and containing 27.2 acres, all in the SW/4 of Sec 3, more particularly described as follows: Beginning at a point on the West line of Said SE/4 SW/4 Sec 3 a distance of 55.0' North of the SW corner of SE/4 SE/4 Sec 3, same being the North line of Right-of-Way fence of Highway 31, this being the point of beginning, thence North 78 degrees 52 minutes East along said Right-of-Way line a distance o f611'; thence North 7 degrees 7 minutes East a distance of 817.5'; thence South 86 degrees 49 minutes West a distance of 418.4'; thence North 3 degrees 11 minutes West a distance of 125.0 feet; thence South 88 degrees 7"" West a distance of 291.2' to the West line of SE/4 SW/4; thence South along the West line of SE/4 SE/4, Sec 3 a distance of 1011.0' to the point of beginning.  Approximately 80.67 acres leased",,,80.67,,Gulf Oil Corporation,,,,,,,9/29/1981,9/29/1986,"45,079.48"
,,,Expired,Pittsburg,34,6N,14E,6.0,N/2 SW/4,,,80,,Gulf Oil Corporation,,,,,,,9/29/1981,9/29/1986,"45,079.48"
,,,Expired,Pittsburg,34,6N,14E,7.0,SE/4 NE/4,,,40,,Gulf Oil Corporation,,,,,,,9/29/1981,9/29/1986,"45,079.48"
,,,Expired,Pittsburg,7,5,14E,,NW/4 NW/4,,,38.74,,,,,,,,,,,
OA-0055,,,Expired,Pittsburg,29,8N,16E,,"NE/4 (1/5 M.R.), Sec 29-8N-16E",,,,160.0,Mannix Oil Company Inc.,,,,,,,11/5/2000,11/5/2003,"$8,064.00 "
OA-0084,,State of Oklahoma,Expired,Pittsburg,17,8N,16E,,"A tract of land in the NW/4 NW/4 and S/2 NW/4 beginning at the NW corner of the NW/4 NW/4 NW/4, thence East 523.57 feet; thence South 16 degrees 40' 09"" West 886.99 feet; thence South 63 degrees 31'55"" East 1,046.79 feet; thence West 269.24 feet; thence North 63 degrees 31'55"" West 915.77 feet; thence South 25 degrees 25' 25"" West 270.56 feet; thence North 1,158.51 feet to the point of beginning, containing 11.00 acres",,,11,11.0,Tag Team Resources LLC,,,,,,,2/12/2004,2/12/2007,"$3,327.72 "
OA-29250,,DCAM,Expired,Pottawatomie,13,9N,3E,3.0,"A strip of Land 100 Feet wide heretofore occupied as a railroad right-of-way by Choctaw, Oklahoma & Gulf Railroad Company and Chicago, Rock Island and Pacific Railroad company, its successor in interest, located in the se/4 SW/4, Any use of the surface lands covered herein shall require the permission of the Lessor. (All M.R.) 13-09N-03EIM  (Use of surface will require approval)",35.2486,-96.9265,3,3.0,Schonwald Land Inc.,,,,,,,12/28/2012,12/28/2015,$470.00 
OA-29251,,DCAM,Expired,Pottawatomie,13,9N,3E,4.0,"That portion or part of the southwest quarter (sw/4): Beginning at a point located along the south boundary of said quarter section a distance of 670 feet east from the southwest corner of said section, thence north and parallel with the west boundary of said section a distance of 1,547 feet; thence east and parallel with the south boundary of said section a distance of 130 feet, thence north and parallel with the west boundary of said section a distance of 265 feet; thence east and parallel with the south boundary of said section a distance of 785 feet; thence south and parallel with the west boundary of said section a distance of 265 feet; thence east and parallel with the south boundary of said section a distance of 695 feet; thence south and parallel with the west boundary of said section a distance of 463 feet; thence east and parallel with the south boundary of sail section A distance of 330 feet to the west of boundary of the old C.R.I.R.I. & P. RR Right-of-way; thence in a southwesterly direction along the west boundary of said railroad right-of-way a distance of 1,091 feet, more or less to the point of intersection of the west boundary of said railroad right-of-way and the south boundary of said interestion, said point of intersection being located 279 feet west of the southeast corner of southwest quarter; thence west along the south boundary of said section a distance of 1,691 feet to the  point of beginning.  Any use of the surface lands covered herein shall require the permission of the lessor.  (All M.R.) (Use of surface will require approval)",35.24959,-96.94366,67.49,,Schonwald Land Inc.,,,,,,,12/28/2012,12/28/2015,"$10,563.00 "
OA-29252,,DCAM,Expired,Pottawatomie,13,9N,3E,,E/2 NW/4 any use of the surface will require prior approval of the lessor. (All M.R.) (Use of surface will require approval),35.2595,-96.9401,80,,Schonwald Land Inc.,,,,,,,12/28/2012,12/28/2015,"$12,520.00 "
,,,Expired,Pottawatomie,14,7N,4E,,E/2 SW/4,,,80,,,,,,,,,,,
,,OMD,Expired,Pottawatomie,12,10N,3E,,Located in the SE/4 NE/4 SE/4,,,10,10.0,,,,,,,,,,
,,,Expired,Seminole,6,10N,7E,,Lot 2 AKA NW/4 NE/4 and S/2 NE/4,,,119.5,,,,,,,,,,,
OA-30291,,,Active,Seminole,20,8N,8E,,"Lots 1-13, & the East 5 feet of Lot 14, Block 12, Keiths Extension to the Courthouse Addition, City of Wewoka, Oklahoma ( All M.R.), Sec. 20-8N-8E (*Note: Acreage is marked as being in the NW/4 NW/4 until further evidence shows otherwise.)",35.15938318,-96.45865377,1.439,1.439,Tripower Resources LLC,,,,,,,12/3/2008,12/3/2011,$432.00 
OA-61,,OMD,Active,Stephens,17,2N,7W,,"Lots 1,2,& 3 Block 99 to the original townsite of Marlow, Oklahoma (All M.R.), Sec 17,2N-7W (*Note: Acreage is marked as being in the SE/4 NE/4 until further evidence show otherwise)",34.64663,-97.95477,0.981404,0.981404,Chesapeake Exploration Limited Partnership,,,0.1875,,,,6/28/2002,6/28/2005,$310.66 
,,,Expired,Texas,32,1N,12ECM,,"West 23 feet of Lot 15; (All M.R.) Sec 32-1N-12ECM, containing .1030 acres m.o.l.  (*Note: Acreage is marked as being in the SE/4 NE/4 until further notice",,,,,,,,,,,,,,
OA-150,,OHS,Expired,"Val Verde, TX",32,GC & SF Block L,A-2154,,"GC & SF RY CO Block L Section 32 (21/128 M.R.), Located in Val Verde County Texas",,,480,,"Winn Exploration Co., Inc.", Great Western Drilling LTd.,,,,,,10/25/2006,10/25/2009,"$7,875.00 "
OA-151,,OHS,Expired,"Val Verde, TX",33,GC & SF Block L,A-482,,"GC & SF RY CO Block L Section 33 (21/128 M.R.), Located in Val Verde County Texas",,,640,,"Winn Exploration Co., Inc.", Great Western Drilling LTd.,,,,,,10/25/2006,10/25/2009,"$10,500.00 "
OA-152,,OHS,Expired,"Val Verde, TX",34,GC & SF Block L,A-2152,,"GC & SF RY CO Block L Section 34 (21/128 M.R.), Located in Val Verde County Texas -1/4 of 7/32 MR ",,,640,,"Winn Exploration Co., Inc.", Great Western Drilling LTd.,,,,,,10/25/2006,10/25/2009,"$10,500.00 "
OA-153,,OHS,Expired,"Val Verde, TX",36,GC & SF Block L,A-3044,,"GC & SF RY CO Block L Section 36 (21/128 M.R.), Located in Val Verde County Texas - 1/4 of 7/32 MR ",,,640,,"Winn Exploration Co., Inc.", Great Western Drilling LTd.,,,,,,10/25/2006,10/25/2009,"$10,500.00 "
OA-154,,OHS,Expired,"Val Verde, TX",40,GC & SF Block L,A-2157,,"GC & SF RY CO Block L Section 40 (21/128 M.R.), Located in Val Verde County Texas",,,640,,"Winn Exploration Co., Inc.", Great Western Drilling LTd.,,,,,,10/25/2006,10/25/2009,"$10,500.00 "
,,OHS,Expired,"Val Verde, TX",876,,A-1815,,"1/4 of 7/32 MR (Part of unnamed block, located south of block 3 and east of block 4.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",863,,A-1532,,"1/4 of 7/32 MR (Part of unnamed block, located south of block 3 and east of block 4.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",862,,A-128,,"1/4 of 7/32 MR (Part of unnamed block, located south of block 3 and east of block 4.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",739,,A-1425,,"1/4 of 7/32 MR (Part of unnamed block, located south of block 3 and east of block 4.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",580,,A-1282,,"1/4 of 7/16 MR (Part of unnamed block, located south of block 3 and east of block 4)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",579,,A-1281,,"1/4 of 7/16 MR (Part of unnamed block, located south of block 3 and east of block 4)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",578,,A-1280,,"1/4 of 7/16 MR (Part of unnamed block, located south of block 3 and east of block 4)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",577,,A-1279,,"1/4 of 7/16 MR (Part of unnamed block, located south of block 3 and east of block 4)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",576,,A-1278,,"1/4 of 7/16 MR (Part of unnamed block, located south of block 3 and east of block 4)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",575,,A-1277,,"1/4 of 7/16 MR (Part of unnamed block, located south of block 3 and east of block 4)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",536,,A-1972,,"1/4 of 7/16 MR (Part of unnamed block, located south of block 3 and east of block 4)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",535,,A-393,,"1/4 of 7/16 MR (Part of unamed block, located south of block 3 and east of block 4)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",494,,A-1948,,"1/4 of 7/32 MR (Part of unnamed block, located south of block 3 and east of block 4.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",20,GC & SF Block 4,A-3704,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",19,GC & SF Block 4,A-612,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",17,GC & SF Block 4,A-614,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",788,,A-3051,,"1/4 of 7/16 MR (Part of unnamed block, located to the east of block 3.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",787,,A-692,,"1/4 of 7/16 MR (Part of unnamed block, located to the east of block 3.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",694,,A-2905,,"1/4 of 7/16 MR (Part of unnamed block, located to the east of block 3.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",693,,A-948,,"1/4 of 7/16 MR (Part of unnamed block, located to the east of block 3.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",691,,A-946,,"1/4 of 7/16 MR (Part of unnamed block, located to the east of block 3.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",690,,A-2314,,"1/4 of 7/16 MR (Part of unnamed block, located to the east of block 3.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",689,,A-945,,"(Part of unnamed block, located to the east of block 3)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",688,,A-3052,,"1/4 of 7/16 MR (Part of unnamed block, located to the east of block 3.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",687,,A-944,,"1/4 of 7/16 MR (Part of unnamed block, located to the east of block 3.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",686,,A-2320,,"1/4 of 7/16 MR (Part of unnamed block, located to the east of block 3.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",685,,A-943,,"1/4 of 7/16 MR (Part of unnamed block, located to the east of block 3.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",600,,A-1559,,"1/4 of 7/16 MR (Part of unnamed block, located to the east of block 3.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",599,,A-1455,,"1/4 of 7/16 MR (Part of unnamed block, located to the east of block 3.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",598,,A-1300,,"1/4 of 7/16 MR (Part of unnamed block, located to the east of block 3.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",588,,A-937,,"1/4 of 7/16 MR (Part of unnamed block, located to the east of block 3.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",587,,A-1560,,"1/4 of 7/16 MR (Part of unnamed block, located to the east of block 3.)",,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",18,GC & SF Block 3,A-2586,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",17,GC & SF Block 3,A-1629,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",16,GC & SF Block 3,A-3454,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",15,GC & SF Block 3,A-596,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",14,GC & SF Block 3,A-3452,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",13,GC & SF Block 3,A-595,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",12,GC & SF Block 3,A-3453,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",11,GC & SF Block 3,A-742,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",10,GC & SF Block 3,A-1960,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",9,GC & SF Block 3,A-594,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",8,GC & SF Block 3,A-1961,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",7,GC & SF Block 3,A-593,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",6,GC & SF Block 3,A-1971,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",5,GC & SF Block 3,A-592,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",4,,A-1959,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",3,GC & SF Block 3,A-591,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",2,GC & SF Block 3,A-1962,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",1,GC & SF Block 3,A-590,,1/4 of 7/16 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",15,Block v-11,A-131,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",14,Block v-11,A-1333,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",13,Block v-11,A-1356,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",12,Block v-11,A-1303,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",11,Block v-11,A-1309,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",7,Block v-11,A-939,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",6,Block v-11,A-1274,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",5,Block v-11,A-260,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",4,Block v-11,A-275,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",3,Block v-11,A-1463,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",21,GC & SF Block CW,A-3952,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",17,GC & SF Block CW,A-1847,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",16,GC & SF Block CW,A-3975,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",15 1/2,GC & SF Block CW,A-3977,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",15,GC & SF Block CW,A-1551,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",14,GC & SF Block CW,A-2435,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",13,GC & SF Block CW,A-1795,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",12,GC & SF Block CW,A-3382,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",11,GC & SF Block CW,A-1796,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",10,GC & SF Block CW,A-3280,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",9,GC & SF Block CW,A-1779,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",8,GC & SF Block CW,A-3951,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",7,GC & SF Block CW,A-1778,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",6,GC & SF Block CW,A-2042,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",5,GC & SF Block CW,A-1777,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",4,GC & SF Block CW,A-3950,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",3,GC & SF Block CW,A-1776,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",3,GC & SF Block CW,A-1728,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",1,GC & SF Block CW,A-1724,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",2,GWT & P Block H,A-3976,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",7,CCSD & RGNG Block V-15,A-214,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",6,CCSD & RGNG Block V-15,A-3341,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",4,CCSD & RGNG Block V-15,A-2043,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",3,CCSD & RGNG Block V-16,A-212,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",1,CCSD & RGNG Block V-15,A-686,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",37,EL & RR Block 52,A-1581,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",29,EL & RR Block 52,A-1577,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",60,GC & SF Block EG,A-2741,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",58,GC & SF Block EG,A-2740,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",24,GC & SF Block EG,A-2738,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",22,GC & SF Block EG,A-2739,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",18,Block OV,A-2384,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",5,Block OV-2,A-2382,,1/4 of 7/32 MR (W/2 of Section 5),,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",5,OV-2,A-2380,,1/4 of 7/32 MR (E/2 of Section 5),,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",4,OV-2,A-2383,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",1,OV-2,A-2381,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",31,GC & SF Block L,A-484,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",26,GC & SF Block L,A-2898,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",103,EL & RR Block D-7,A-1597,,1/4 of 7/32 MR,,,,,,,,,,,,,,
,,OHS,Expired,"Val Verde, TX",34,TCRR Block Q-6,A-3942,,1/4 of 7/32 MR,,,,,,,,,,,,,,
OA-172,,DMH,Active,Woodward,2,24N,22W,,"SE/4 (All M.R.), Sec 2-24N-22W",36.583,-99.5185,160,160.0,Washita Oil & Gas LLC,,,,Caccia Family 1-2,,,3/26/2008,3/26/2011,"$24,480.00 "
OA-185,,DMH,Expired,Woodward,4,24N,22W,1.0,SW/4,,,160,,Pan American Petroleum Corporation and Sun Oil Co.,Apache Corp.,,,,,,2/6/2009,2/6/2012,"$48,480.00 "
OA-184,,DMH,Expired,Woodward,4,24N,22W,2.0,SE/4,,,160,,Pan American Petroleum Corporation and Sun Oil Co.,Apache Corp.,,,,,,2/6/2009,2/6/2012,"$48,480.00 "
,,DMH,Expired,Woodward,3,24N,22W,3.0,NW/4,,,160,,Pan American Petroleum Corporation and Sun Oil Co.,,,,,,,10/31/1961,10/31/1966,
,,DMH,Expired,Woodward,3,24N,22W,4.0,NE/4,,,160,,Pan American Petroleum Corporation and Sun Oil Co.,,,,,,,10/31/1961,10/31/1966,
,,DMH,Expired,Woodward,3,24N,22W,5.0,SW/4,,,160,,Pan Americian Petroleum Corporation and Sun Oil Co.,,,,,,,10/31/1961,10/31/1966,
,,DMH,Expired,Woodward,3,24N,22W,6.0,SE/4,,,160,,Pan Americian Petroleum Corporation and Sun Oil Co.,,,,,,,10/31/1961,10/31/1966,
,,DMH,Expired,Woodward,2,24N,22W,7.0,SE/4,,,160,160.0,Pan Americian Petroleum Corporation and Sun Oil Co.,,,,,,,10/31/1961,10/31/1966,
OA-183,,DMH,Expired,Woodward,16,24N,22W,18.0,S/2 NE/4 & NE/4 NE/4,,,80,,Pan Americian Petroleum Corporation and Sun Oil Co.,Apache Corp.,,,,,,2/6/2009,2/6/2012,"$36,360.00 "
OA-182,,DMH,Expired,Woodward,9,24N,22W,11.0,SW/4,,,160,,Pan Americian Petroleum Corporation and Sun Oil Co.,Apache Corp.,,,,,,2/6/2009,2/6/2012,"$48,480.00 "
OA-179,,DMH,Expired,Woodward,9,24N,22W,10.0,NE/4,,,160,,Pan Americian Petroleum Corporation and Sun Oil Co.,Apache Corp.,,,,,,2/6/2009,2/6/2012,"$48,480.00 "
OA-180,,DMH,Expired,Woodward,9,24N,22W,9.0,NW/4,,,160,,Pan Americian Petroleum Corporation and Sun Oil Co.,Apache Corp.,,,,,,2/6/2009,2/6/2012,"$48,480.00 "
OA-181,,DMH,Expired,Woodward,9,24N,22W,3.0,SE/4,,,160,,,Apache Corp.,,,,,,2/6/2009,2/6/2012,"$48,480.00 "
OA-186,,DCS,Expired,Woodward,15,24N,22WIM,,"Tract 1: All that portion of the Northwest Quarter of Sec. 15-24N-22WIM, lying North and East of the center line of the right-of-way of U.S. Highway No. 270, containing 42.7940 acres, more or less. (All M.R.)  Tract 2:  All that portion of the Northeast Quarter of Sec. 15-24N-22WIM, lying North and East of the center line of the right-of-way of US Highway No. 270 and South and West of the Railroad right-of-way, containing 97.73 acres, more or less. (1/2 M.R.)  Tract 3: All that portion of the Southeast Quarter of Sec. 15-24N-22WIM, lying North and East of the center line of the right-of-way of US Highway No. 270, containing 96.49 acres, more or less (All M.R.)  *Note: January 2009 lease for Tract 3 was leased using 106.8 acres.  Any further leasing will use Cecil's acreage of 96.49 acres, m.o.l.",,,106.8,237.014,,Apache Corp.,,,,,,2/6/2009,2/6/2012,"$32,360.40 "
,,DMH,Expired,Woodward,4,24N,22W,,S/2,,,320,,John T. Pickens,,,,,,,1978,1981,
,,,Expired,Woodward,36,23N,21W,,All of Section 36-23N-21W,,,,,,,,,,,,,,
,,DCS,Expired,Woodward,22,24N,22W,,"All that part of the East Half (E/2) of the Northeast Quarter (NE/4) of Sec. 22-24N-22WIM, lying North and East of the center line of the right-of-way of US Highway No. 270, containing 19.08 acres, more or less (1/2 MR)",,,9.54,19.08,,,,,,,,5/20/2009,,
OA-0091,,DMH,Expired,Woodward,9,24N,22W,,NW/4,,,,,Gulf Exploration,,,,,,,7/30/2004,7/30/2007,"$8,160.00 "
OA-0092,,DMH,Expired,Woodward,9,24N,22W,,SE/4,,,,,Gulf Exploration,,,,,,,7/30/2004,7/30/2007,"$4,000.00 "
OA-0120,,DMH,Expired,Woodward,9,24N,22W,,NE/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$64,160.00 "
OA-0121,,DMH,Expired,Woodward,9,24N,22W,,SW/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$64,160.00 "
OA-0119,,DMH,Expired,Woodward,4,24N,22W,,SW/4 SW/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$24,000 "
OA-0118,,DMH,Expired,Woodward,4,24N,22W,,SE/4 SW/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$24,000 "
OA-0117,,DMH,Expired,Woodward,4,24N,22W,,NW/4 SW/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$24,000 "
OA-0116,,DMH,Expired,Woodward,4,24N,22W,,NE/4 SW/4,,,,,Chesapeake Exploration Ltd. Partnership,,,,,,,3/4/2005,3/4/2008,"$24,000 "
