Agency Number,OCP_AGNCY_NAME,Account - Major Class,Account Description - Major Class,Account - Sub-Class,Account Description - Sub-Class,Account,Account Description,Fiscal Year,Accounting Period,Amount
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,459100,"OTHER GRNTS,REFUNDS&REIMBSMNTS",459199,"OTHER GRNTS,REFUNDS&REIMBSMNTS",2008,6,$852217.55
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,459100,"OTHER GRNTS,REFUNDS&REIMBSMNTS",459199,"OTHER GRNTS,REFUNDS&REIMBSMNTS",2008,7,$14779998.99
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,459100,"OTHER GRNTS,REFUNDS&REIMBSMNTS",459199,"OTHER GRNTS,REFUNDS&REIMBSMNTS",2008,8,$2576433.14
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,459100,"OTHER GRNTS,REFUNDS&REIMBSMNTS",459199,"OTHER GRNTS,REFUNDS&REIMBSMNTS",2008,9,$2927517.69
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,459100,"OTHER GRNTS,REFUNDS&REIMBSMNTS",459199,"OTHER GRNTS,REFUNDS&REIMBSMNTS",2008,10,$722417.12
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,459100,"OTHER GRNTS,REFUNDS&REIMBSMNTS",459199,"OTHER GRNTS,REFUNDS&REIMBSMNTS",2008,11,$808139.98
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,459100,"OTHER GRNTS,REFUNDS&REIMBSMNTS",459199,"OTHER GRNTS,REFUNDS&REIMBSMNTS",2008,12,$5698729.43
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461101,GENERAL ENROLLMENT FEE,2008,3,$7321758.73
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461101,GENERAL ENROLLMENT FEE,2008,4,$893569.77
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461101,GENERAL ENROLLMENT FEE,2008,6,$229776.47
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461101,GENERAL ENROLLMENT FEE,2008,7,$462932.35
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461101,GENERAL ENROLLMENT FEE,2008,8,$10301889.39
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461101,GENERAL ENROLLMENT FEE,2008,9,$1532624.12
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461101,GENERAL ENROLLMENT FEE,2008,10,$200617.49
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461101,GENERAL ENROLLMENT FEE,2008,12,$315758.73
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461105,NON-RESIDENT TUITION FEE,2008,1,$230947.62
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461105,NON-RESIDENT TUITION FEE,2008,3,$2104648.10
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461105,NON-RESIDENT TUITION FEE,2008,4,$470957.87
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461105,NON-RESIDENT TUITION FEE,2008,6,$61523.97
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461105,NON-RESIDENT TUITION FEE,2008,8,$418916.39
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461105,NON-RESIDENT TUITION FEE,2008,10,$63284.71
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461199,SPECIAL INSTRUCTION FEE,2008,1,$55750.84
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461199,SPECIAL INSTRUCTION FEE,2008,2,$49625.25
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461199,SPECIAL INSTRUCTION FEE,2008,3,$48899.60
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461199,SPECIAL INSTRUCTION FEE,2008,4,$16970.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461199,SPECIAL INSTRUCTION FEE,2008,5,$65837.92
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461199,SPECIAL INSTRUCTION FEE,2008,6,$25694.15
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461199,SPECIAL INSTRUCTION FEE,2008,7,$40391.14
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461199,SPECIAL INSTRUCTION FEE,2008,8,$25449.20
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461199,SPECIAL INSTRUCTION FEE,2008,9,$2581.65
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461199,SPECIAL INSTRUCTION FEE,2008,10,$19054.02
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461199,SPECIAL INSTRUCTION FEE,2008,11,$31953.96
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,461100,TUITION & INSTRUCTION FEES    ,461199,SPECIAL INSTRUCTION FEE,2008,12,$58452.25
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463638,"INSTRUCTION FAC,EQUIP&MATL USE",2008,1,$122679.78
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463638,"INSTRUCTION FAC,EQUIP&MATL USE",2008,2,$10383.20
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463638,"INSTRUCTION FAC,EQUIP&MATL USE",2008,3,$696769.11
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463638,"INSTRUCTION FAC,EQUIP&MATL USE",2008,4,$318213.90
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463638,"INSTRUCTION FAC,EQUIP&MATL USE",2008,5,$370.41
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463638,"INSTRUCTION FAC,EQUIP&MATL USE",2008,6,$47119.41
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463638,"INSTRUCTION FAC,EQUIP&MATL USE",2008,7,$41811.22
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463638,"INSTRUCTION FAC,EQUIP&MATL USE",2008,8,$1104095.51
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463638,"INSTRUCTION FAC,EQUIP&MATL USE",2008,9,$249.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463638,"INSTRUCTION FAC,EQUIP&MATL USE",2008,10,$304.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463638,"INSTRUCTION FAC,EQUIP&MATL USE",2008,11,$388.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463638,"INSTRUCTION FAC,EQUIP&MATL USE",2008,12,$1666.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463663,SPECIAL TESTING FEE,2008,1,$12832.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463663,SPECIAL TESTING FEE,2008,3,$30067.10
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463663,SPECIAL TESTING FEE,2008,4,$13187.20
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463663,SPECIAL TESTING FEE,2008,6,$1914.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463663,SPECIAL TESTING FEE,2008,8,$33264.75
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463667,SPECL ENROLLMT FEE-PROCESSING,2008,1,$80323.43
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463667,SPECL ENROLLMT FEE-PROCESSING,2008,2,$26044.50
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463667,SPECL ENROLLMT FEE-PROCESSING,2008,3,$130240.55
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463667,SPECL ENROLLMT FEE-PROCESSING,2008,4,$66967.12
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463667,SPECL ENROLLMT FEE-PROCESSING,2008,5,$15070.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463667,SPECL ENROLLMT FEE-PROCESSING,2008,6,$54083.85
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463667,SPECL ENROLLMT FEE-PROCESSING,2008,7,$16006.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463667,SPECL ENROLLMT FEE-PROCESSING,2008,8,$121125.40
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463667,SPECL ENROLLMT FEE-PROCESSING,2008,9,$10762.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463667,SPECL ENROLLMT FEE-PROCESSING,2008,10,$32812.70
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463667,SPECL ENROLLMT FEE-PROCESSING,2008,11,$32012.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463667,SPECL ENROLLMT FEE-PROCESSING,2008,12,$40010.50
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463677,STUDENT ACTIVITY FEES,2008,1,$79297.17
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463677,STUDENT ACTIVITY FEES,2008,2,$234840.56
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463677,STUDENT ACTIVITY FEES,2008,3,$107742.97
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463677,STUDENT ACTIVITY FEES,2008,4,$12397.06
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463677,STUDENT ACTIVITY FEES,2008,5,$13312.35
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463677,STUDENT ACTIVITY FEES,2008,6,$23085.39
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463677,STUDENT ACTIVITY FEES,2008,7,$260949.66
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463677,STUDENT ACTIVITY FEES,2008,8,$32506.94
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463677,STUDENT ACTIVITY FEES,2008,9,$34789.01
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463677,STUDENT ACTIVITY FEES,2008,10,$6134.84
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463677,STUDENT ACTIVITY FEES,2008,11,$14251.38
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463677,STUDENT ACTIVITY FEES,2008,12,$48585.07
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463678,STUDENT FEE FOR CENTERS,2008,1,$70780.95
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463678,STUDENT FEE FOR CENTERS,2008,2,$205347.02
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463678,STUDENT FEE FOR CENTERS,2008,3,$85552.89
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463678,STUDENT FEE FOR CENTERS,2008,4,$9709.41
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463678,STUDENT FEE FOR CENTERS,2008,5,$8141.71
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463678,STUDENT FEE FOR CENTERS,2008,6,$18187.30
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463678,STUDENT FEE FOR CENTERS,2008,7,$228148.30
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463678,STUDENT FEE FOR CENTERS,2008,8,$26447.10
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463678,STUDENT FEE FOR CENTERS,2008,9,$24213.18
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463678,STUDENT FEE FOR CENTERS,2008,10,$4173.65
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463678,STUDENT FEE FOR CENTERS,2008,11,$9967.22
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463678,STUDENT FEE FOR CENTERS,2008,12,$29959.30
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463681,GRADUATION FEES,2008,1,$100.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463681,GRADUATION FEES,2008,2,$50.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463681,GRADUATION FEES,2008,3,$50.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463681,GRADUATION FEES,2008,4,$100.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463681,GRADUATION FEES,2008,5,$150.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463681,GRADUATION FEES,2008,6,$225.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463681,GRADUATION FEES,2008,7,$50.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463681,GRADUATION FEES,2008,8,$100.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463681,GRADUATION FEES,2008,10,$150.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463681,GRADUATION FEES,2008,11,$2066.49
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463681,GRADUATION FEES,2008,12,$200.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463699,OTHER STUDENT FEES,2008,1,$225413.03
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463699,OTHER STUDENT FEES,2008,2,$33651.50
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463699,OTHER STUDENT FEES,2008,3,$1268757.61
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463699,OTHER STUDENT FEES,2008,4,$489474.84
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463699,OTHER STUDENT FEES,2008,5,$6075.62
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463699,OTHER STUDENT FEES,2008,6,$93572.29
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463699,OTHER STUDENT FEES,2008,7,$214433.17
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463699,OTHER STUDENT FEES,2008,8,$2124133.58
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463699,OTHER STUDENT FEES,2008,9,$236088.27
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463699,OTHER STUDENT FEES,2008,10,$77747.39
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463699,OTHER STUDENT FEES,2008,11,$3369.05
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,463600,OTHER FEE                     ,463699,OTHER STUDENT FEES,2008,12,$19944.20
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,472100,"LICENSES, FEES                ",472110,"ORGANIZATIONS, OTHER",2008,4,$3920.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,472100,"LICENSES, FEES                ",472114,TRADEMARKS,2008,10,$784.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,472100,"LICENSES, FEES                ",472114,TRADEMARKS,2008,11,$56.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473101,CLERICAL SERVICES V.A.,2008,3,$445.50
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473110,PARKING REVENUES,2008,1,$10751.33
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473110,PARKING REVENUES,2008,2,$5985.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473110,PARKING REVENUES,2008,3,$7410.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473110,PARKING REVENUES,2008,4,$3375.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473110,PARKING REVENUES,2008,5,$9389.00
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473110,PARKING REVENUES,2008,6,$16514.66
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473110,PARKING REVENUES,2008,7,$5438.33
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473110,PARKING REVENUES,2008,8,$7477.67
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473110,PARKING REVENUES,2008,9,$12553.33
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473110,PARKING REVENUES,2008,10,$9541.67
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473110,PARKING REVENUES,2008,11,$12668.67
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473110,PARKING REVENUES,2008,12,$8530.33
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473131,DATA PROCESSING SERVICES,2008,1,$5867.78
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473131,DATA PROCESSING SERVICES,2008,2,$7804.12
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473131,DATA PROCESSING SERVICES,2008,3,$8815.61
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473131,DATA PROCESSING SERVICES,2008,4,$1351.07
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473131,DATA PROCESSING SERVICES,2008,5,$3589.62
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473131,DATA PROCESSING SERVICES,2008,6,$2286.81
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473131,DATA PROCESSING SERVICES,2008,7,$1270.64
77000,UNIV. OF OKLA. HEALTH SCIENCE CENTER,400600,LIC/PERMITS/TUITION/FEES/OTH,473100,SALES OF SERVICES             ,473131,DATA PROCESSING SERVICES,2008,8,$1367.44
