OBJECTID,QUAD,SEGMENT,SRC_MAP,SRC_SCALE,SRC_YEAR,HELP_MAP,HELP_SCALE,HELP_DATE,FPR_TRAIL_,JUR,MAINT,MAINT2,CLASS,LONG_,LTS,AT_,ATS,ALTS,CAT,VAST,VAST_1,VAST_2,VAFD,SFT,LRP,PCT,ATV,OT,ID,NOTES,MILES,SHAPElen
852,306,27, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306027,Lookout Rd Trail- Beebe Pond tr to Antone Rd trail,0.243,390.520236315958
853,306,28, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306028,Beebe Pond trail to Lookout road trail,0.133,213.539572278051
854,306,29, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306029,Beebe Pond trail to Buechner Road intersection,0.17,274.108278176259
855,306,30, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306030,Beebe Pond trail to end of Wadelot road trail int,0.245,395.08607475208
856,306,31, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306031,Buechner Road trail- map edge to Beebe Pond tr int,0.065,104.437261736133
857,306,32, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306032,Buechner Rd Trail- to cross trail btn Antone&Schen,0.194,311.578103257685
858,306,33, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306033,connecting trail between Antone & Buechner,0.247,396.975728333598
859,306,34, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306034,connecting trail between Buechner  Schenk,0.323,519.803548915901
860,306,35, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306035,Wadelot Rd trail-map edge to intersect Beebe Pond,0.066,105.67559575586
861,306,36, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306036,Wadelot trail-Beebe Pond trail to end Schenk Road,0.253,407.096701211391
862,306,37, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306037,Schenk Rd trail- Wadelot tr to old town road,0.414,666.482162699266
863,306,38, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306038,Schenk Rd trail to Antone Rd/tr intersection,0.331,533.13178502568
864,306,39, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306039,connect trail- Schenk to Old Twon Rd trail,0.268,431.630297689046
865,306,40, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306040,East Hollow trail- map edge to Meyer road trail,0.386,621.379456155428
866,306,41, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306041,East Hollow trail- to end of trail,0.414,666.523299752291
867,306,42, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306042,connecting trail- E. Hollow trail to trail inters,0.112,179.647279679428
868,306,43, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306043,connecting trail-Meyers rd trail to trail intersec,0.289,465.075433795169
869,306,44, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306044,connecting trail- old town rd/tr to Meyer trail,0.51,821.137538083051
870,306,45, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306045,connecting trai;,0.255,410.552222121985
871,306,46, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306046,connecting trail north to trail end,0.136,219.710814321745
872,306,47, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306047,Meyer rd/tr south to connecting trail to north,0.542,871.975618022506
873,306,48, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306048,connecting trail- Hammond Rd trail south to inters,0.175,282.46232299268
874,306,49, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306049,Hammond trail- Lodge Rd trail to camp Rd trail,0.395,635.635094564902
875,306,50, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306050,connecting trail between Meyer Rd & Hammond Road,0.087,140.847868437015
876,306,51, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306051,connecting trail btwn Meyer rd & Kouwenhoven Rd/Tr,0.165,265.90699558563
877,306,52, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306052,connecting trail-Kouwenhoven rd to spur rd north,0.086,137.982592774057
878,306,53, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306053,connecting trail-east/west to intersection,0.097,156.607844999984
879,306,54, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306054,Kouwenhoven rd to trail intersection,0.668,1075.89025273665
880,306,55, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306055,Gallup Rd/Tr to end of Hammond road,0.114,183.356688442789
881,306,56, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306056,Gallup Rd/Tr to Barton trail,0.775,1247.34539803344
882,306,57, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306057,from Barton trail to Gallup rd trail,0.197,317.459660792823
883,306,58, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306058,Barton trail- Gallup trail to Lodge rd trail inter,0.597,961.160845945883
884,306,59, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306059,Lodge Rd/tr - Barton trail to Hammond trail,0.286,460.800411498194
885,306,60, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306060,segment between 2 trail intersections,0.04,64.8082337862688
886,306,61, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306061,Barton trail- Loadge Rd trail to spur rd intersect,0.157,253.119784450657
887,306,62, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306062,spur rd  NE to end of Barton trail,0.137,220.377199321284
888,306,63, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306063, ,0.269,433.24525945251
889,306,64, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306064,Spur Rd to trail intersection across field,0.256,411.666456680106
890,306,65, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306065,segement between 2 trail intersections,0.06,96.2907740053655
891,306,66, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306066,Barton trail,0.213,342.432918511486
892,306,67, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306067,Barton trail to Old Town Rd trail intersection,0.05,79.9687668392616
893,306,68, ,0,0, ,0, ,0,PC,PV, ,OT, , , , , , , , , , , ,T, , , ,306068,Spur trail from Barton trail to trail intersection,0.326,525.59059652702
894,306,69, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306069,Rd/Tr- Old Town Rd to spur trail intersection,0.151,243.156635223552
895,306,70, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306070,Rd/Tr- Spur trail east to Marquand Rd intersection,0.212,341.044421924797
896,306,71, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306071,connect rd between Gallup rd & Marquand road,0.387,623.813029071409
897,306,72, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306072,Marquand road/trail,0.289,466.018238598808
898,306,73, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306073,spur trail,0.037,59.8835907849665
899,306,74, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306074,spur trail,0.291,467.778294200178
900,306,75, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306075,spur trail,0.087,139.751703124073
901,306,76, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306076,spur trail,0.656,1055.67737861663
902,306,77, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306077,spur trail,0.038,61.7705935446584
903,306,78, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306078,spur trail,0.06,96.3357128067741
904,306,79, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306079,spur trail,0.29,466.25171163371
905,306,80, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306080,Trails to caretaker cabin,0.28,451.389137476363
906,306,81, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306081,Spur trail,0.172,277.473937482897
907,306,82, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306082,Spur trail,0.406,653.976791459559
908,306,83, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306083,Spur trail,0.368,591.721317226256
909,306,84, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306084,Spur trail,0.103,165.359009371034
910,306,85, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,306085,Spur trail,0.058,93.2931516755387
911,406,1, ,0,0, ,0, ,0,ST,ST, ,OT, , , , , , , , , , ,T, , , , ,406001,Vista trail- Emerald Lake SP- Rt7 to RR tracks,0.029,46.6334579277988
912,406,2, ,0,0, ,0, ,0,ST,ST, ,OT, , , , , , , , , , ,T, , , , ,406002,Vista Trail - RR tracks to trail end,0.302,486.31388173357
913,406,3, ,0,0, ,0, ,0,ST,ST, ,OT, , , , , , , , , , ,T, , , , ,406003,Shore Trail- concession stand to campground c,0.465,748.288270949535
914,406,4, ,0,0, ,0, ,0,ST,ST, ,OT, , , , , , , , , , ,T, , , , ,406004,Shore trail east 1/2 of loop,0.356,572.980064195056
915,406,5, ,0,0, ,0, ,0,ST,ST, ,OT, , , , , , , , , , ,T, , , , ,406005,access trails to beach- Emerald Lake SP,0.158,253.69106227619
916,406,6, ,0,0, ,0, ,0,ST,ST, ,OT, , , , , , , , , , ,T, , , , ,406006,between 2 road intersections,0.095,152.335426145293
917,406,7, ,0,0, ,0, ,0,ST,ST, ,OT, , , , , , , , , , ,T, , , , ,406007,small segment between trails,0.031,50.5952873616837
918,406,8, ,0,0, ,0, ,0,ST,ST, ,OT, , , , , , , , , , ,T, , , , ,406008,access trails to beach- Emerald Lake SP,0.106,170.95246734781
919,406,9, ,0,0, ,0, ,0,ST,ST, ,OT, , , , , , , , , , ,T, , , , ,406009,hiking trail along old road,0.266,428.774968848899
920,406,10, ,0,0, ,0, ,0,ST,VA,ST,SF, , , , , , , , , ,T, , , , , ,406010,State Park Paved road between intersections,0.104,168.157057485663
921,406,11, ,0,0, ,0, ,0,ST,ST, ,OT, , , , , , , , , , ,T, , , , ,406011,hiking along paved road,0.108,174.147506621345
922,406,12, ,0,0, ,0, ,0,ST,ST, ,OT, , , , , , , , , , ,T, , , , ,406012,hiking along trails,0.319,513.230405031547
923,406,13, ,0,0, ,0, ,0,MU,ST, ,TH, , , , , , , , , , ,T, , , , ,406013,hiking trail along town roads,0.556,894.674222298986
924,406,14, ,0,0, ,0, ,0,MU,ST, ,TH, , , , , , , , , , ,T, , , , ,406014,hiking trail along town roads,1.035,1667.07849233558
925,406,15, ,0,0, ,0, ,0,ST,ST, ,OT, , , , , , , , , , ,T, , , , ,406015,hiking along skid roads,0.232,373.970905191405
926,406,16, ,0,0, ,0, ,0,ST,ST, ,OT, , , , , , , , , , ,T, , , , ,406016,hiking trail along old skid roads,0.523,842.294746842864
927,406,17, ,0,0, ,0, ,0,ST,VA,ST,SF, , , , , , , , , ,T, , , , , ,406017,State Park Paved road between intersections,0.172,276.392955177022
928,406,18, ,0,0, ,0, ,0,ST,VA,ST,SF, , , , , , , , , ,T, , , , , ,406018,State Park Paved road between intersections,0.096,153.76055552562
929,406,19, ,0,0, ,0, ,0,ST,VA,ST,SF, , , , , , , , , ,T, , , , , ,406019,State Park Paved road between intersections,0.616,991.957456202867
930,406,20, ,0,0, ,0, ,0,ST,VA,ST,SF, , , , , , , , , ,T, , , , , ,406020,State Park Paved road between intersections,0.245,393.777419583493
931,406,21, ,0,0, ,0, ,0,ST,VA,ST,SF, , , , , , , , , ,T, , , , , ,406021,State Park Paved road between intersections,0.122,196.762123879975
932,406,22, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , , , , ,T, , , , , ,406022,State Park boundary to intersection w/ Rt 7,0.673,1084.090248618
933,406,23, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , , , , ,T, , , , , ,406023,Route 7 to RR tracks,0.318,512.045709188554
934,406,24, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , , , , ,T, , , , , ,406024,RR tracks to map edge,0.536,863.63711057778
935,305,1, ,0,0, ,0, ,0,ST,VA,ST,RR, , , , , , , , , ,T, , , , , ,305001,D&H Rail trail-map edge to map edge,1.077,1734.54081453884
936,305,2, ,0,0, ,0, ,0,UK,UK, ,OT, , , , , , , , , , , , , , ,T,305002,Equinox Mtn rd to map edge,0.025,39.6306611448335
937,305,3, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,305003,Masters Mtn trail to old town road,1.5,2415.5508737694
938,305,4, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,305004,from property line to map edge,0.052,83.5580201969205
939,305,5, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,305005,from lookout trail to trail intersection,0.671,1079.80322563696
940,305,6, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,305006,Lookout trail to old town road trail,0.285,458.977505816384
941,305,7, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,305007,Lookout trail from Buecher rd to lookout intersect,0.441,710.143392345525
942,305,9, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,305009,"trail intersection, NE to map edge",0.103,165.628250067676
943,305,10, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,305010,trail intersection to dead end,0.244,392.322832539392
944,305,11, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,305011,old town rd trail from East Hollow trail to Lookou,0.773,1243.76692823154
945,305,12, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,305012,between 2 trail intersections,0.032,51.8452232382384
946,305,13, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,305013,old town road trail-East Hollow to map edge,0.272,437.302609563427
947,305,14, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,305014,Wade Lot trail- map edge to old town road trail,0.861,1385.90393738505
948,305,15, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,305015,E. Hollow trail- old town road trail to map edge,0.61,982.060322253176
949,305,8, ,0,0, ,0, ,0,PC,PV, ,PR, , , , , , , , , , , ,T, , , ,305008,"map edge, SE to trail intersection",0.046,74.4330341318237
950,304,1, ,0,0, ,0, ,0,ST,ST, ,OT, , , , , , , , , , ,T, , , , ,304001,hiking trail around lake- Shaftsbury SP,0.685,1102.82162828082
951,304,2, ,0,0, ,0, ,0,PV,ST, ,OT, , , , , , , , , , ,T, , , , ,304002,hiking trail around lake- Shaftsbury SP,0.144,232.313861918709
952,405,1, ,0,0, ,0, ,0,FD,GM,VA,OT,T, ,T, , , ,T, , , , , , , , ,405001,map edge to prospect rock,0.505,812.442482154915
953,405,2, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,405002,prospect rock to map edge,0.96,1546.41035337016
954,405,3, ,0,0, ,0, ,0,FD,GM,VA,OT, , , , , , ,T, , , , , , , , ,405003,access trail to prospect rock and ATLT,1.452,2337.96302118449
955,405,4, ,0,0, ,0, ,0,MU,VA,MU,OT, , , , , , ,T, , , , , , , , ,405004,Manchester Rec area to intersection with road,0.142,229.241303273799
956,405,5, ,0,0, ,0, ,0,MU,VA,MU,OT, , , , , , ,T, , , , , , , , ,405005,road intersection across gravel pit to rd intersec,1.426,2296.60064814049
957,405,6, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,405006,btwn North road and Overlook road,0.436,702.089881130355
958,405,7, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,405007,Overlook road to Route 7,1.735,2793.53893278021
959,405,8, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,405008,along road to point where trail leaves road,0.258,415.61175472252
960,405,9, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,405009,off road system to RR tracks,0.235,378.638541664814
961,405,10, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,405010,"across RR tracks, along road",0.116,186.727439275457
962,405,11, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,405011,"from road, south to Route 4 crossing",0.506,814.945052013965
963,405,12, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , ,T, , , , , , , , ,405012,"Route 4, East to edge of map",0.96,1546.29545066598
964,405,13, ,0,0, ,0, ,0,PV,PV, ,OT, , , , , , , , , , , , , , ,T,405013,Equinox Mtn. trail,2.225,3582.65528924108
965,405,14, ,0,0, ,0, ,0,PV,PV, ,OT, , , , , , , , , , , , , , ,T,405014,Equinox Mtn. trail,0.791,1272.96704615078
966,405,15, ,0,0, ,0, ,0,PV,PV, ,OT, , , , , , , , , , , , , , ,T,405015,Equinox Mtn. trail lookout rock,0.373,600.032947623971
967,405,16, ,0,0, ,0, ,0,PV,PV, ,OT, , , , , , , , , , , , , , ,T,405016,Equinox Mtn. trail summit,0.528,850.150181353634
968,405,17, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,405017,Lye Brook trail,1.785,2873.38413669346
969,405,18, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,405018,Lye Brook trail,0.79,1272.23058012892
970,405,19, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,405019,Lye Brook Falls trail,0.263,422.882214771075
971,404,1, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,404001,south edge of map to trail intersection,1.605,2584.31455326044
972,404,2, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,404002,to Kid Gore & Caughnawaga Shelters,0.102,164.24067049159
973,404,3, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,404003,between trail intersections,3.479,5601.52287543904
974,404,4, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,404004,trail intersection to Story Book Shelter,0.039,63.5598456313311
975,404,5, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,404005,Story Book shelter to trail intersection,0.128,205.488245059932
976,404,6, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,404006,Branch Pond to map edge,0.723,1164.31193844338
977,404,7, ,0,0, ,0, ,0,UK,VA, ,RO, , , , , , , , , ,T, , , , , ,404007,"map edge, along road to end (becomes trail)",1.691,2723.26366428337
978,404,8, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,404008,trail up to GMNF property line,0.424,681.881868250225
979,404,9, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,404009,segment on GMNF,1.416,2279.84966988431
980,404,10, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,404010,segment on private land,0.296,476.40857840277
981,404,11, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,404011,primitive road from property line to improved road,0.571,919.221457073817
982,404,12, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,404012,improved road,0.731,1176.23497787635
983,404,13, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,404013,FS road to the Kelley Stand road,1.087,1749.76916491063
984,404,14, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,404014,along Kelly Stand Rd to trail intersection,0.042,67.2275428117455
985,404,15, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,404015,from Kelly Stand road to private parcel,1.439,2316.25422236082
986,404,16, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , , , , ,T, , , , , ,404016,trail up to camp and road,0.407,655.735233582745
987,404,17, ,0,0, ,0, ,0,PV,VA, ,OT, , , , , , , , , ,T, , , , , ,404017,road out to property line,0.152,245.02301900361
988,404,18, ,0,0, ,0, ,0,FD,VA,FS,UK, , , , , , , , , ,T, , , , , ,404018,from property line to jeep trail intersection,0.758,1220.56538434312
989,404,19, ,0,0, ,0, ,0,FD,VA,FS,UK, , , , , , , , , ,T, , , , , ,404019,trail intersection to property line,0.896,1442.74071346417
990,404,20, ,0,0, ,0, ,0,PV,VA, ,UK, , , , , , , , , ,T, , , , , ,404020,across private prop. to end of Bacon Hollow road,0.166,267.667038472635
991,404,21, ,0,0, ,0, ,0,PV,VA, ,TH, , , , , , , , , ,T, , , , , ,404021,along Bacon Hollow rd to end of trail,0.278,446.923664797264
992,404,22, ,0,0, ,0, ,0,FD,VA, ,UK, , , , , , , , , ,T, , , , , ,404022,jeep trail intersection to property line,2.497,4020.439663487
993,404,23, ,0,0, ,0, ,0,PV,VA, ,UK, , , , , , , , , ,T, , , , , ,404023,USFS property line to North road,0.358,575.82479845956
994,404,24, ,0,0, ,0, ,0,UK,VA,FS,TH, , , , , , ,T, , , , , , , , ,404024,Kelly Stand rd from East Kansas to GMNF prop. line,1.771,2850.87635554742
995,404,25, ,0,0, ,0, ,0,FD,VA,FS,TH, , , , , , ,T, , , , , , , , ,404025,Kelly Stand Rd from property line to Kelly Stand,3.78,6086.13086213887
996,404,26, ,0,0, ,0, ,0,FD,VA,FS,TH, , , , , , ,T, , , , , , , , ,404026,Kelly Stand Rd from Kelly Stand to trail intersect,0.801,1290.09931811351
997,404,27, ,0,0, ,0, ,0,FD,VA,FS,FR, , , , , , , , , ,T, , , , , ,404027,"Road, North from Kelly Stand Rd toward Branch Pond",2.41,3880.67338121602
998,404,28, ,0,0, ,0, ,0,FD,VA,FS,TH, , , , , , ,T, , , , , , , , ,404028,Kelly Stand Rd between 2 road intersections,0.472,759.944078378375
999,404,29, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,404029,from Kelly Stand Rd to Beebe Pond,0.111,178.111992314493
1000,404,30, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,404030,along Kelly Stand Rd - between intersections,1.386,2230.76003518852
1001,404,31, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,404031,Kelly Stand Rd from intersection to property line,0.057,91.0402567653124
1002,404,32, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , ,T, , , , , , , , ,404032,Kelly Stand Rd from intersection to map edge,0.465,748.747975209636
1003,404,33, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,404033,from Kelly Stand Rd to AT?LT,0.563,906.614771722087
1004,404,34, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,404034,Branch Pond Trail- Branch Pond to Kelly Stand Rd,2.023,3257.28854827523
1005,404,35, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,404035,spur trail to Branch Pond,0.087,139.645847821875
1006,404,37, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,404037,spur trail to Branch Pond,0.103,165.040521342723
1007,404,38, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,404038,Branch Pond trail from intersection to S. Bourn Sh,1.935,3114.69005570096
1008,404,36, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,404036,Branch Pond trail between trail intersections,0.042,67.3627071707203
1009,404,39, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,404039,Bourn Pond trail from Lye Brook trail to map edge,0.845,1361.1962995623
1010,404,40, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,404040,Lye Brook trail- map edge to Bourn Pond trail,0.307,494.80744782368
1011,404,41, ,0,0, ,0, ,0,FD,FS, ,OT, , , , , , , , , , ,T, , , , ,404041,Lye Brook Pond trail- Bourn Pond trail to map edge,3.475,5595.35545184169
1012,404,42, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,404042,"map edge, west across GMNF to property line",0.158,253.680297454272
1013,404,43, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,404043,trail to intersection of old road/trail,1.078,1735.96394174242
1014,404,44, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,404044,down old trail to better road(primitive road),1.07,1722.66314550702
1015,404,45, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,404045,along primitive road to intersection,0.621,999.856122784693
1016,404,46, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,404046,south on road to map edge,0.529,851.922920383962
1017,404,47, ,0,0, ,0, ,0,UK,VA, ,OT, , , , , , , , , ,T, , , , , ,404047,"along road from intersection, east to end",0.335,539.408731150946
1018,404,48, ,0,0, ,0, ,0,FD,VA,FS,OT, , , , , , , , , ,T, , , , , ,404048,trail to map edge and back on GMNF,0.603,970.435716145018
1019,303,1, ,0,0, ,0, ,0,FD,GM,FS,OT,T, ,T, , , , , , , , , , , , ,303001,ATLT east of Harmon Hill,0.519,835.426738300369
