SECTION_NUMBER,ON_STREET,FROM_STREET,TO_STREET,LENGTH,COUNT_,CURRENT_PQI,MEASURED_PQI,PQI_DATE,CLASS,YEAR,ObjectId
16260,EL FREDA DR,JEN TILLY LN,EL FREDA DR S,223,2.0,43.4,50.6,2021/03/20 07:00:00+00,Local,2021.0,1365
16270,EL FREDA DR,EL FREDA DR S,TERRACE RD,875,2.0,52.9,60.2,2021/03/20 07:00:00+00,Local,2021.0,1366
16280,EL FREDA DR S,EL FREDA DR,TERRACE RD,864,2.0,51.4,58.7,2021/03/20 07:00:00+00,Local,2021.0,1367
16290,CALLE MONTE VISTA DR,NEWBERRY LN,TERRACE RD,449,2.0,40.0,47.7,2021/03/20 07:00:00+00,Local,2021.0,1368
16300,CALLE MONTE VISTA DR,TERRACE RD,EL FREDA DR,1536,2.0,50.9,58.5,2021/03/20 07:00:00+00,Local,2021.0,1369
16310,JEN TILLY LN,EL FREDA DR,BUENA VISTA DR,444,2.0,53.3,60.8,2021/03/20 07:00:00+00,Local,2021.0,1370
16320,JEN TILLY LN,BUENA VISTA DR,END,415,2.0,52.7,60.2,2021/03/20 07:00:00+00,Local,2021.0,1371
16400,BUENA VISTA DR,BUENA VISTA DR,END,274,2.0,45.0,52.4,2021/03/20 07:00:00+00,Local,2021.0,1372
14760,DROMEDARY DR,EL FREDA RD,CALLE DE CABALLOS,262,2.0,84.9,85.9,2021/06/25 07:00:00+00,Local,2021.0,1373
14770,DROMEDARY DR,CALLE DE CABALLOS,PECAN PL,267,2.0,89.3,90.3,2021/06/25 07:00:00+00,Local,2021.0,1374
16410,BUENA VISTA DR,BUENA VISTA DR,END,199,2.0,56.1,63.3,2021/03/20 07:00:00+00,Local,2021.0,1375
15260,MILL AV,WARNER RD,LOS ARBOLES DR,247,2.0,23.5,29.8,2021/03/18 07:00:00+00,Local,2021.0,1376
14780,DROMEDARY DR,PECAN PL,BUENA VISTA DR,264,2.0,83.5,84.6,2021/06/25 07:00:00+00,Local,2021.0,1377
16420,BUENA VISTA DR,BUENA VISTA DR,END,303,2.0,50.6,58.1,2021/03/20 07:00:00+00,Local,2021.0,1378
15270,MILL AV,LOS ARBOLES DR,CALLE MONTE VISTA DR,268,2.0,26.5,33.1,2021/03/18 07:00:00+00,Local,2021.0,1379
14790,BUENA VISTA DR,BUENA VISTA DR,END,112,2.0,74.0,75.0,2021/06/25 07:00:00+00,Local,2021.0,1380
16430,BUENA VISTA DR,JEN TILLY LN,BUENA VISTA DR,543,2.0,58.5,65.6,2021/03/20 07:00:00+00,Local,2021.0,1381
15280,CALLE MONTE VISTA DR,MAPLE AV,MILL AV,379,2.0,53.3,60.7,2021/03/19 07:00:00+00,Local,2021.0,1382
14800,PALOMINO DR,KYRENE RD,STEPHANIE LN,196,2.0,60.8,61.8,2021/06/25 07:00:00+00,Local,2021.0,1383
16440,BUENA VISTA DR,BUENA VISTA DR,BUENA VISTA DR,359,2.0,42.7,50.5,2021/03/20 07:00:00+00,Local,2021.0,1384
15290,CALLE MONTE VISTA DR,MILL AV,MILL AV,196,2.0,35.7,43.2,2021/03/19 07:00:00+00,Local,2021.0,1385
15300,MILL AV,CALLE MONTE VISTA DR,EL FREDA RD,848,2.0,37.7,45.2,2021/03/19 07:00:00+00,Local,2021.0,1386
15310,MILL AV,EL FREDA RD,CALLE DE CABALLOS,468,2.0,55.7,62.6,2021/03/19 07:00:00+00,Local,2021.0,1387
15320,MILL AV,CALLE DE CABALLOS,PECAN PL,379,2.0,57.3,64.3,2021/03/19 07:00:00+00,Local,2021.0,1388
15330,MILL AV,PECAN PL,BUENA VISTA DR,285,2.0,51.8,59.3,2021/03/19 07:00:00+00,Local,2021.0,1389
15340,EL FREDA RD,MAPLE AV,MILL AV,260,2.0,39.7,47.4,2021/03/19 07:00:00+00,Local,2021.0,1390
15350,CALLE DE CABALLOS,MILL AV,END,188,2.0,22.6,28.6,2021/03/19 07:00:00+00,Local,2021.0,1391
15360,PECAN PL,END,MILL AV,180,2.0,28.6,35.4,2021/03/19 07:00:00+00,Local,2021.0,1392
15370,PECAN PL,MILL AV,END,234,2.0,33.7,40.9,2021/03/19 07:00:00+00,Local,2021.0,1393
15540,70TH ST,WARNER RD,END,732,2.0,32.6,39.8,2021/03/18 07:00:00+00,Local,2021.0,1394
15560,CARVER RD,END,BUENA VISTA DR,758,2.0,33.4,40.7,2021/03/19 07:00:00+00,Local,2021.0,1395
15570,CARVER RD,BUENA VISTA DR,MILL AV,154,2.0,44.5,52.1,2021/03/19 07:00:00+00,Local,2021.0,1396
15580,CARVER RD,MILL AV,70TH ST,1098,2.0,34.7,42.1,2021/03/19 07:00:00+00,Local,2021.0,1397
15590,CARVER RD,70TH ST,COLLEGE AV,238,2.0,38.6,46.2,2021/03/19 07:00:00+00,Local,2021.0,1398
15600,CARVER RD,COLLEGE AV,71ST ST,648,2.0,26.0,32.6,2021/03/19 07:00:00+00,Local,2021.0,1399
15610,CARVER RD,71ST ST,RURAL RD,660,2.0,43.8,51.6,2021/03/19 07:00:00+00,Local,2021.0,1400
15620,CARVER RD,RURAL RD,JEN TILLY LN,314,3.0,61.8,68.2,2021/03/19 07:00:00+00,Collector,2021.0,1401
15630,CARVER RD,JEN TILLY LN,TERRACE RD,632,3.0,22.3,29.8,2021/03/19 07:00:00+00,Collector,2021.0,1402
15640,CARVER RD,TERRACE RD,TERRACE RD,1377,3.0,24.4,32.2,2021/03/19 07:00:00+00,Collector,2021.0,1403
15650,CARVER RD,TERRACE RD,LAKESHORE DR,312,3.0,30.1,39.2,2021/03/19 07:00:00+00,Collector,2021.0,1404
15660,LAKESHORE DR,CARVER RD,SECRETARIAT DR,344,2.0,46.4,58.0,2021/03/19 07:00:00+00,Collector,2021.0,1405
15670,LAKESHORE DR,SECRETARIAT DR,KNIGHT LN,664,2.0,45.2,56.7,2021/03/19 07:00:00+00,Collector,2021.0,1406
15680,LAKESHORE DR,KNIGHT LN,VINEDO LN,585,2.0,28.0,36.7,2021/03/19 07:00:00+00,Collector,2021.0,1407
15690,LAKESHORE DR,VINEDO LN,LOUIS WY,285,2.0,25.1,33.1,2021/03/19 07:00:00+00,Collector,2021.0,1408
15700,LAKESHORE DR,LOUIS WY,KRISTA LN,280,2.0,30.1,39.1,2021/03/19 07:00:00+00,Collector,2021.0,1409
15710,LAKESHORE DR,KRISTA LN,SUNBURST LN,279,2.0,35.0,44.8,2021/03/19 07:00:00+00,Collector,2021.0,1410
15720,LAKESHORE DR,SUNBURST LN,ELLIOT RD,203,2.0,41.1,51.8,2021/03/19 07:00:00+00,Collector,2021.0,1411
15730,LAKESHORE DR,ELLIOT RD,BRENTRUP DR,212,2.0,27.5,36.0,2021/03/19 07:00:00+00,Collector,2021.0,1412
15740,LAKESHORE DR,BRENTRUP DR,MCNAIR DR,166,2.0,42.9,54.1,2021/03/19 07:00:00+00,Collector,2021.0,1413
15750,LAKESHORE DR,MCNAIR DR,MCNAIR DR,119,2.0,34.1,43.9,2021/03/19 07:00:00+00,Collector,2021.0,1414
15760,LAKESHORE DR,MCNAIR DR,CHILTON DR,156,2.0,33.7,43.4,2021/03/19 07:00:00+00,Collector,2021.0,1415
15770,LAKESHORE DR,CHILTON DR,STEPHENS DR,553,2.0,50.1,61.2,2021/03/19 07:00:00+00,Collector,2021.0,1416
15780,LAKESHORE DR,STEPHENS DR,DAVA DR,281,2.0,49.6,60.7,2021/03/19 07:00:00+00,Collector,2021.0,1417
15790,DAVA DR,LAKESHORE DR,DORSEY LN,571,2.0,36.6,44.1,2021/03/19 07:00:00+00,Local,2021.0,1418
15800,DAVA DR,DORSEY LN,POPLAR ST,319,2.0,34.5,41.9,2021/03/19 07:00:00+00,Local,2021.0,1419
15810,DAVA DR,POPLAR ST,ELM ST,301,2.0,36.6,44.0,2021/03/19 07:00:00+00,Local,2021.0,1420
15820,DAVA DR,ELM ST,JUNIPER ST,290,2.0,38.5,46.2,2021/03/19 07:00:00+00,Local,2021.0,1421
15830,DAVA DR,JUNIPER ST,BUTTE AV,1003,2.0,50.4,57.8,2021/03/19 07:00:00+00,Local,2021.0,1422
15840,DAVA DR,BUTTE AV,ALDER DR,277,2.0,61.1,67.7,2021/03/19 07:00:00+00,Local,2021.0,1423
15850,DAVA DR,ALDER DR,MCCLINTOCK DR,198,2.0,33.4,40.6,2021/03/19 07:00:00+00,Local,2021.0,1424
13510,GREENTREE DR,LA VIEVE LN,LOS FELIZ DR,684,2.0,28.9,35.9,2021/03/20 07:00:00+00,Local,2021.0,1425
14810,PALOMINO DR,STEPHANIE LN,DROMEDARY DR,468,2.0,85.2,86.0,2021/06/25 07:00:00+00,Local,2021.0,1426
14820,STEPHANIE LN,PALOMINO DR,PALOMINO DR,106,2.0,81.1,82.3,2021/06/25 07:00:00+00,Local,2021.0,1427
14830,STEPHANIE LN,PALOMINO DR,EL FREDA RD,144,2.0,83.1,84.0,2021/06/25 07:00:00+00,Local,2021.0,1428
14840,STEPHANIE LN,EL FREDA RD,CALLE DE CABALLOS,271,2.0,72.3,73.4,2021/06/25 07:00:00+00,Local,2021.0,1429
14850,CALLE DE CABALLOS,STEPHANIE LN,DROMEDARY DR,464,2.0,81.3,82.2,2021/06/25 07:00:00+00,Local,2021.0,1430
14860,CALLE DE CABALLOS,DROMEDARY DR,POPLAR DR,384,2.0,80.5,81.6,2021/06/25 07:00:00+00,Local,2021.0,1431
14870,CALLE DE CABALLOS,POPLAR DR,POPLAR DR,289,2.0,79.1,80.1,2021/06/25 07:00:00+00,Local,2021.0,1432
14880,EL FREDA RD,STEPHANIE LN,DROMEDARY DR,469,2.0,73.8,74.6,2021/06/25 07:00:00+00,Local,2021.0,1433
14890,EL FREDA RD,DROMEDARY DR,POPLAR DR,614,2.0,77.1,78.3,2021/06/25 07:00:00+00,Local,2021.0,1434
14900,POPLAR DR,EL FREDA RD,CALLE DE CABALLOS,244,2.0,78.0,79.2,2021/06/25 07:00:00+00,Local,2021.0,1435
14910,POPLAR DR,CALLE DE CABALLOS,PECAN PL,266,2.0,80.5,81.5,2021/06/25 07:00:00+00,Local,2021.0,1436
14920,PECAN PL,KYRENE RD,STEPHANIE LN,184,2.0,75.4,76.8,2021/06/25 07:00:00+00,Local,2021.0,1437
14930,PECAN PL,STEPHANIE LN,DROMEDARY DR,459,2.0,73.2,74.0,2021/06/25 07:00:00+00,Local,2021.0,1438
14940,PECAN PL,DROMEDARY DR,POPLAR DR,392,2.0,83.6,84.7,2021/06/25 07:00:00+00,Local,2021.0,1439
14950,PECAN PL,POPLAR DR,POPLAR DR,345,2.0,76.2,77.2,2021/06/25 07:00:00+00,Local,2021.0,1440
14960,POPLAR DR,PECAN PL,BUENA VISTA DR,267,2.0,77.8,79.0,2021/06/25 07:00:00+00,Local,2021.0,1441
14970,STEPHANIE LN,PECAN PL,PECAN PL,115,2.0,76.7,77.8,2021/06/25 07:00:00+00,Local,2021.0,1442
14980,STEPHANIE LN,PECAN PL,BUENA VISTA DR,122,2.0,79.0,80.3,2021/06/25 07:00:00+00,Local,2021.0,1443
14990,BUENA VISTA DR,STEPHANIE LN,BUENA VISTA DR,345,2.0,73.5,74.5,2021/06/25 07:00:00+00,Local,2021.0,1444
15000,BUENA VISTA DR,BUENA VISTA DR,DROMEDARY DR,125,2.0,77.2,78.2,2021/06/25 07:00:00+00,Local,2021.0,1445
15010,BUENA VISTA DR,DROMEDARY DR,POPLAR DR,784,2.0,79.8,80.8,2021/06/25 07:00:00+00,Local,2021.0,1446
15020,LOS ARBOLES DR,END,DATELAND DR,303,2.0,35.1,42.4,2021/03/18 07:00:00+00,Local,2021.0,1447
15030,LOS ARBOLES DR,DATELAND DR,END,308,2.0,32.9,40.1,2021/03/18 07:00:00+00,Local,2021.0,1448
15040,CALLE MONTE VISTA DR,END,DATELAND DR,273,2.0,35.3,42.7,2021/03/18 07:00:00+00,Local,2021.0,1449
15050,CALLE MONTE VISTA DR,DATELAND DR,END,262,2.0,26.6,33.2,2021/03/18 07:00:00+00,Local,2021.0,1450
15060,ASH AV,BOLERO DR,COLT RD,242,2.0,27.9,34.6,2021/03/18 07:00:00+00,Local,2021.0,1451
15070,ASH AV,COLT RD,PALOMINO DR,255,2.0,26.1,32.6,2021/03/18 07:00:00+00,Local,2021.0,1452
15080,ASH AV,PALOMINO DR,EL FREDA RD,235,2.0,29.0,35.9,2021/03/18 07:00:00+00,Local,2021.0,1453
15090,EL FREDA RD,ASH AV,COLT RD,854,2.0,29.9,36.9,2021/03/18 07:00:00+00,Local,2021.0,1454
15100,BOLERO DR,COLT RD,DATELAND DR,740,2.0,32.1,39.3,2021/03/18 07:00:00+00,Local,2021.0,1455
15110,BOLERO DR,DATELAND DR,ASH AV,262,2.0,22.2,28.3,2021/03/18 07:00:00+00,Local,2021.0,1456
15120,COLT RD,ASH AV,END,319,2.0,39.2,46.7,2021/03/18 07:00:00+00,Local,2021.0,1457
15130,PALOMINO DR,ASH AV,END,431,2.0,26.8,33.5,2021/03/18 07:00:00+00,Local,2021.0,1458
15140,COLT RD,EL FREDA RD,MAPLE AV,261,2.0,28.8,35.7,2021/03/19 07:00:00+00,Local,2021.0,1459
15150,MAPLE AV,WARNER RD,CALLE MONTE VISTA DR,601,2.0,47.6,55.1,2021/03/19 07:00:00+00,Local,2021.0,1460
15160,MAPLE AV,CALLE MONTE VISTA DR,COLT RD,716,2.0,36.9,44.4,2021/03/19 07:00:00+00,Local,2021.0,1461
15170,MAPLE AV,COLT RD,EL FREDA RD,173,2.0,27.6,34.3,2021/03/19 07:00:00+00,Local,2021.0,1462
15180,CALLE DE CABALOS,EL FREDA RD,ASH AV,1044,2.0,33.3,40.6,2021/03/19 07:00:00+00,Local,2021.0,1463
16450,BUENA VISTA DR,BUENA VISTA DR,BUENA VISTA DR,335,2.0,63.2,70.0,2021/03/20 07:00:00+00,Local,2021.0,1464
16460,BUENA VISTA DR,BUENA VISTA DR,TERRACE RD,303,2.0,40.5,48.3,2021/03/20 07:00:00+00,Local,2021.0,1465
16470,TERRACE RD,WARNER RD,CALLE MONTE VISTA DR,380,2.0,20.7,26.4,2021/03/20 07:00:00+00,Local,2021.0,1466
16480,TERRACE RD,CALLE MONTE VISTA DR,EL FREDA DR,539,2.0,24.8,31.3,2021/03/20 07:00:00+00,Local,2021.0,1467
16490,TERRACE RD,EL FREDA DR,EL FREDA DR,514,2.0,24.9,31.3,2021/03/20 07:00:00+00,Local,2021.0,1468
16500,TERRACE RD,EL FREDA DR,STANLEY PL,439,2.0,27.1,33.8,2021/03/20 07:00:00+00,Local,2021.0,1469
16510,TERRACE RD,STANLEY PL,CARVER RD,1155,2.0,21.0,26.8,2021/03/20 07:00:00+00,Local,2021.0,1470
16520,TERRACE RD,CARVER RD,CITATION LN,365,2.0,27.1,33.8,2021/03/20 07:00:00+00,Local,2021.0,1471
16530,TERRACE RD,CITATION LN,SECRETARIAT DR,276,2.0,33.0,40.3,2021/03/20 07:00:00+00,Local,2021.0,1472
16540,TERRACE RD,SECRETARIAT DR,KNIGHT LN,419,2.0,29.9,36.9,2021/03/20 07:00:00+00,Local,2021.0,1473
16550,TERRACE RD,KNIGHT LN,KNIGHT LN,153,2.0,26.7,33.3,2021/03/20 07:00:00+00,Local,2021.0,1474
16560,TERRACE RD,KNIGHT LN,VERDE LN,129,2.0,25.6,32.1,2021/03/20 07:00:00+00,Local,2021.0,1475
16570,TERRACE RD,VERDE LN,DERBY DR,264,2.0,33.8,41.1,2021/03/20 07:00:00+00,Local,2021.0,1476
16580,TERRACE RD,DERBY DR,VINEDO LN,242,2.0,27.7,34.3,2021/03/20 07:00:00+00,Local,2021.0,1477
16590,TERRACE RD,VINEDO LN,LOUIS WY,358,2.0,26.6,33.3,2021/03/20 07:00:00+00,Local,2021.0,1478
16600,TERRACE RD,LOUIS WY,KRISTA LN,284,2.0,25.6,32.1,2021/03/20 07:00:00+00,Local,2021.0,1479
16610,TERRACE RD,KRISTA LN,SUNBURST LN,258,2.0,24.9,31.3,2021/03/20 07:00:00+00,Local,2021.0,1480
16620,TERRACE RD,SUNBURST LN,ELLIOT RD,193,2.0,26.7,33.4,2021/03/20 07:00:00+00,Local,2021.0,1481
16630,JEN TILLY LN,CARVER RD,CITATION LN,412,2.0,22.5,28.5,2021/03/20 07:00:00+00,Local,2021.0,1482
16640,JEN TILLY LN,CITATION LN,SECRETARIAT DR,275,2.0,26.8,33.4,2021/03/20 07:00:00+00,Local,2021.0,1483
16650,SECRETARIAT DR,JEN TILLY LN,TERRACE RD,857,2.0,29.6,36.5,2021/03/20 07:00:00+00,Local,2021.0,1484
16660,CITATION LN,JEN TILLY LN,TERRACE RD,708,2.0,35.1,42.4,2021/03/20 07:00:00+00,Local,2021.0,1485
16670,KNIGHT LN,JEN TILLY LN,TERRACE RD,1013,2.0,39.1,46.6,2021/03/20 07:00:00+00,Local,2021.0,1486
16680,KNIGHT LN,TERRACE RD,NEWBERRY LN,306,2.0,34.5,41.8,2021/03/20 07:00:00+00,Local,2021.0,1487
16690,KNIGHT LN,NEWBERRY LN,STANLEY PL,321,2.0,33.2,40.6,2021/03/20 07:00:00+00,Local,2021.0,1488
16700,KNIGHT LN,STANLEY PL,KENNETH PL,309,2.0,35.9,43.4,2021/03/20 07:00:00+00,Local,2021.0,1489
16710,KENNETH PL,KNIGHT LN,VINEDO LN,450,2.0,30.8,38.0,2021/03/20 07:00:00+00,Local,2021.0,1490
16720,STANLEY PL,KNIGHT LN,END,217,2.0,26.5,33.0,2021/03/20 07:00:00+00,Local,2021.0,1491
16730,NEWBERRY LN,KNIGHT LN,END,230,2.0,27.9,34.7,2021/03/20 07:00:00+00,Local,2021.0,1492
16740,JEN TILLY LN,KNIGHT LN,VERDE LN,239,2.0,26.4,33.0,2021/03/20 07:00:00+00,Local,2021.0,1493
16750,VERDE LN,JEN TILLY LN,TERRACE RD,1004,2.0,27.2,33.8,2021/03/20 07:00:00+00,Local,2021.0,1494
16760,DERBY DR,JEN TILLY LN,TERRACE RD,1014,2.0,30.3,37.4,2021/03/20 07:00:00+00,Local,2021.0,1495
16770,JEN TILLY LN,DERBY DR,VINEDO LN,250,2.0,24.9,31.3,2021/03/20 07:00:00+00,Local,2021.0,1496
16780,VINEDO LN,JEN TILLY LN,BONARDEN LN,510,2.0,38.2,45.7,2021/03/20 07:00:00+00,Local,2021.0,1497
16790,VINEDO LN,BONARDEN LN,TERRACE RD,603,2.0,42.4,50.1,2021/03/20 07:00:00+00,Local,2021.0,1498
16800,VINEDO LN,TERRACE RD,KENNETH PL,895,2.0,29.0,36.0,2021/03/20 07:00:00+00,Local,2021.0,1499
16810,VINEDO LN,KENNETH PL,LAKESHORE DR,415,2.0,34.4,41.7,2021/03/20 07:00:00+00,Local,2021.0,1500
16820,VINEDO LN,LAKESHORE DR,OAK ST,188,2.0,25.9,32.4,2021/03/20 07:00:00+00,Local,2021.0,1501
14190,SHANNON DR,LA VIEVE LN,RANCH RD,527,2.0,44.2,52.1,2021/03/22 07:00:00+00,Local,2021.0,1502
14200,CALLE DE ARCOS DR,RANCH RD,PRICE RD,693,2.0,60.0,66.9,2021/03/22 07:00:00+00,Local,2021.0,1503
14210,FAIRFIELD DR,END,KNOX RD,154,2.0,24.8,31.2,2021/03/22 07:00:00+00,Local,2021.0,1504
14220,FAIRFIELD DR,KNOX RD,MYRNA LN,131,2.0,20.9,26.6,2021/03/22 07:00:00+00,Local,2021.0,1505
14230,FAIRFIELD DR,MYRNA LN,MYRNA LN,225,2.0,23.4,29.6,2021/03/22 07:00:00+00,Local,2021.0,1506
14240,FAIRFIELD DR,MYRNA LN,CAROLINE LN,363,2.0,34.0,41.4,2021/03/22 07:00:00+00,Local,2021.0,1507
14250,FAIRFIELD DR,CAROLINE LN,LA VIEVE LN,538,2.0,31.0,38.1,2021/03/22 07:00:00+00,Local,2021.0,1508
14260,FAIRFIELD DR,LA VIEVE LN,LA VIEVE LN,135,2.0,20.3,25.9,2021/03/22 07:00:00+00,Local,2021.0,1509
14270,FAIRFIELD DR,LA VIEVE LN,RANCH RD,544,2.0,31.4,38.5,2021/03/22 07:00:00+00,Local,2021.0,1510
14280,FAIRFIELD DR,RANCH RD,WARNER RD,623,2.0,38.8,46.4,2021/03/22 07:00:00+00,Local,2021.0,1511
14290,LA VIEVE LN,END,FAIRFIELD DR,421,2.0,37.8,45.4,2021/03/22 07:00:00+00,Local,2021.0,1512
14300,LA VIEVE LN,FAIRFIELD DR,SHANNON DR,1163,2.0,47.6,55.3,2021/03/22 07:00:00+00,Local,2021.0,1513
14310,LA VIEVE LN,SHANNON DR,PRICE RD,1095,2.0,61.3,68.0,2021/03/22 07:00:00+00,Local,2021.0,1514
14320,SHANNON DR,RANCH RD,END,425,2.0,39.9,47.6,2021/03/22 07:00:00+00,Local,2021.0,1515
14330,RANCH RD,END,FAIRFIELD DR,329,2.0,40.5,48.1,2021/03/22 07:00:00+00,Local,2021.0,1516
14340,RANCH RD,FAIRFIELD DR,SHANNON DR,1182,2.0,22.0,27.9,2021/03/22 07:00:00+00,Local,2021.0,1517
14350,RANCH RD,SHANNON DR,SHANNON DR,471,2.0,36.9,44.5,2021/03/22 07:00:00+00,Local,2021.0,1518
14360,RANCH RD,SHANNON DR,PRICE RD,826,2.0,60.4,67.3,2021/03/22 07:00:00+00,Local,2021.0,1519
14370,RANCH RD,HART AV,52ND ST,878,2.0,81.4,82.2,2021/07/06 07:00:00+00,Local,2021.0,1520
14380,52ND ST,RANCH RD,GREENTREE DR,431,2.0,74.7,75.5,2021/07/06 07:00:00+00,Local,2021.0,1521
14390,GREENTREE DR,52ND ST,HART AV,781,2.0,82.8,83.6,2021/07/06 07:00:00+00,Local,2021.0,1522
14400,HART AV,GREENTREE DR,RANCH RD,373,2.0,77.2,78.0,2021/07/06 07:00:00+00,Local,2021.0,1523
14410,HART AV,RANCH RD,WARNER RD,518,2.0,77.0,77.9,2021/07/06 07:00:00+00,Local,2021.0,1524
14420,JEWEL ST,WARNER RD,EMERALD DR,987,2.0,37.3,44.8,2021/03/18 07:00:00+00,Local,2021.0,1525
14430,COMMERCE DR,EMERALD DR,PRIEST DR,1219,2.0,59.1,66.1,2021/03/18 07:00:00+00,Local,2021.0,1526
14440,EMERALD DR,WARNER RD,COMMERCE DR,649,2.0,64.6,71.2,2021/03/18 07:00:00+00,Local,2021.0,1527
14450,EMERALD DR,COMMERCE DR,JEWEL ST,607,2.0,67.9,74.1,2021/03/18 07:00:00+00,Local,2021.0,1528
14460,EMERALD DR,JEWEL ST,IKEA WY,850,2.0,71.3,77.1,2021/03/18 07:00:00+00,Local,2021.0,1529
14470,RUBY DR,IKEA WY,PRIEST DR,2133,2.0,65.8,72.3,2021/03/18 07:00:00+00,Local,2021.0,1530
14480,TEST DR,AUTO DR,NE17S4 LP,979,2.0,26.4,34.1,2021/03/18 07:00:00+00,Local - Industrial,2021.0,1531
14490,AUTOPLEX LP,ELLIOT RD,TEST DR,803,2.0,29.0,37.2,2021/03/18 07:00:00+00,Local - Industrial,2021.0,1532
14500,HARL AV,ELLIOT RD,TODD DR,1373,2.0,33.3,42.2,2021/03/18 07:00:00+00,Local - Industrial,2021.0,1533
14510,HARL AV,TODD DR,DRAKE DR,867,2.0,55.7,64.8,2021/03/18 07:00:00+00,Local - Industrial,2021.0,1534
14520,HARL AV,DRAKE DR,MINERAL RD,471,2.0,46.0,56.8,2021/03/18 07:00:00+00,Local - Industrial,2021.0,1535
14530,HARL AV,MINERAL RD,BELL DEL MAR DR,595,2.0,47.5,58.3,2021/03/18 07:00:00+00,Local - Industrial,2021.0,1536
14540,HARL AV,BELL DEL MAR DR,NORTH END,449,2.0,28.2,36.3,2021/03/18 07:00:00+00,Local - Industrial,2021.0,1537
14550,AUTOPLEX LP,TEST DR,TEST DR,3582,2.0,30.4,38.9,2021/03/18 07:00:00+00,Local - Industrial,2021.0,1538
14560,AUTO DR,TEST DR,PRIEST DR,711,2.0,40.3,50.0,2021/03/18 07:00:00+00,Local - Industrial,2021.0,1539
14570,AUTO DR,PRIEST DR,DRIVERS WY,643,2.0,66.0,67.1,2022/03/15 07:00:00+00,Local,2022.0,1540
14580,AUTO DR,DRIVERS WY,DRIVERS WY,1901,2.0,68.2,68.9,2022/03/15 07:00:00+00,Local,2022.0,1541
14590,AUTO DR,DRIVERS WY,HARDY DR,1048,2.0,61.4,62.1,2022/03/15 07:00:00+00,Local,2022.0,1542
14600,DRIVERS WY,AUTO DR,AUTO DR,1732,2.0,56.9,57.5,2022/03/15 07:00:00+00,Local,2022.0,1543
14610,CARVER RD,HARDY DR,KYRENE RD,2642,3.0,64.5,70.9,2021/03/18 07:00:00+00,Collector,2021.0,1544
14620,DROMEDARY DR,WARNER RD,CALLE MONTE VISTA,604,2.0,87.7,88.9,2021/06/25 07:00:00+00,Local,2021.0,1545
14630,CALLE MONTE VISTA,KYRENE RD,STEPHANIE LN,192,2.0,61.2,62.3,2021/06/25 07:00:00+00,Local,2021.0,1546
14640,CALLE MONTE VISTA,STEPHANIE LN,DROMEDARY DR,540,2.0,83.7,84.9,2021/06/25 07:00:00+00,Local,2021.0,1547
14650,CALLE MONTE VISTA,DROMEDARY DR,POPLAR DR,175,2.0,70.4,71.5,2021/06/25 07:00:00+00,Local,2021.0,1548
14660,POPLAR DR,CALLE MONTE VISTA,BOLERO DR,244,2.0,75.5,76.6,2021/06/25 07:00:00+00,Local,2021.0,1549
14670,POPLAR DR,BOLERO DR,COLT RD,276,2.0,78.3,79.4,2021/06/25 07:00:00+00,Local,2021.0,1550
14680,STEPHANIE LN,CALLE MONTE VISTA,CALLE MONTE VISTA,138,2.0,82.4,83.6,2021/06/25 07:00:00+00,Local,2021.0,1551
13520,GREENTREE DR,LOS FELIZ DR,KENWOOD LN,928,2.0,29.6,36.6,2021/03/20 07:00:00+00,Local,2021.0,1552
13530,KACHINA DR,KACHINA DR,END,171,2.0,19.2,24.6,2021/03/20 07:00:00+00,Local,2021.0,1553
13540,TAYLOR DR,END,JEANINE DR,155,2.0,19.9,25.6,2021/03/20 07:00:00+00,Local,2021.0,1554
13550,TAYLOR DR,JEANINE DR,MYRNA LN,403,2.0,24.2,30.6,2021/03/20 07:00:00+00,Local,2021.0,1555
13560,TAYLOR DR,MYRNA LN,CAROLINE DR,363,2.0,42.4,50.1,2021/03/20 07:00:00+00,Local,2021.0,1556
13570,MYRNA LN,TAYLOR DR,HAZELTON LN,1047,2.0,41.3,49.0,2021/03/20 07:00:00+00,Local,2021.0,1557
13580,MYRNA LN,HAZELTON LN,END,225,2.0,21.5,27.5,2021/03/20 07:00:00+00,Local,2021.0,1558
13590,JEANINE DR,END,JEANINE DR,179,2.0,30.8,37.8,2021/03/20 07:00:00+00,Local,2021.0,1559
13600,JEANINE DR,END,JEANINE DR,170,2.0,31.1,38.2,2021/03/20 07:00:00+00,Local,2021.0,1560
13610,HAZELTON LN,END,JEANINE DR,254,2.0,24.8,31.2,2021/03/20 07:00:00+00,Local,2021.0,1561
13620,HAZELTON LN,JEANINE DR,MYRNA LN,303,2.0,31.7,38.8,2021/03/20 07:00:00+00,Local,2021.0,1562
13630,HAZELTON LN,MYRNA LN,CAROLINE DR,325,2.0,47.5,55.2,2021/03/20 07:00:00+00,Local,2021.0,1563
13640,DAWN DR,CAROLINE DR,KENWOOD LN,941,2.0,36.6,44.1,2021/03/20 07:00:00+00,Local,2021.0,1564
13650,LA VIEVE LN,END,LA VIEVE LN,128,2.0,42.7,50.2,2021/03/20 07:00:00+00,Local,2021.0,1565
13660,LOS FELIZ DR,LA VIEVE LN,GREENTREE DR,316,2.0,26.4,32.9,2021/03/20 07:00:00+00,Local,2021.0,1566
