Year,Renewal Due Month,Renewal Processing Timeframe,County,SAWS,Eligibility Financial Method,Renewals Due ,Renewals Completed,Renewals Completed by Due Date,Continued Medi-Cal Eligibility, Auto Ex-Parte, Manual Ex-Parte,Discontinued - Failure to Respond,Discontinued - Over Income (MAGI) / Over property (Non-MAGI),Discontinued - Other Reasons,Reinstated,Annotation Code,Annotation Code Description
2022,2022-07,July 2022 - October 2022,Santa Barbara,CalWIN,MAGI,"9,300","3,296","3,274","3,214","2,504",85,0,5,77,0,,
2022,2022-07,July 2022 - October 2022,Santa Clara,CalWIN,MAGI,"27,257","9,963","9,927","9,407","6,932",217,,18,537,0,1.0,Cell Suppressed For Small Numbers
2022,2022-07,July 2022 - October 2022,Santa Cruz,CalWIN,MAGI,"4,708","2,220","2,208","2,152","1,586",32,0,,64,,1.0,Cell Suppressed For Small Numbers
2022,2022-07,July 2022 - October 2022,Solano,CalWIN,MAGI,"8,194","3,882","3,822","3,775","2,539",45,0,,106,,1.0,Cell Suppressed For Small Numbers
2022,2022-07,July 2022 - October 2022,Sonoma,CalWIN,MAGI,"8,728","2,908","2,907","2,845","2,202",58,0,,61,0,1.0,Cell Suppressed For Small Numbers
2022,2022-07,July 2022 - October 2022,Tulare,CalWIN,MAGI,"16,162","6,904","6,702","6,656","4,538",85,,10,236,,1.0,Cell Suppressed For Small Numbers
2022,2022-07,July 2022 - October 2022,Ventura,CalWIN,MAGI,"15,391","5,853","5,836","5,663","4,283",49,0,13,177,,1.0,Cell Suppressed For Small Numbers
2022,2022-07,July 2022 - October 2022,Alameda,CalWIN,NON-MAGI,"3,648",328,311,229,0,15,0,0,99,0,,
2022,2022-07,July 2022 - October 2022,Contra Costa,CalWIN,NON-MAGI,"2,569",337,333,278,0,20,,0,57,,1.0,Cell Suppressed For Small Numbers
2022,2022-07,July 2022 - October 2022,Fresno,CalWIN,NON-MAGI,"2,384",677,653,535,0,27,0,0,142,0,,
2022,2022-07,July 2022 - October 2022,Orange,CalWIN,NON-MAGI,"6,259",565,512,432,0,25,0,0,133,,1.0,Cell Suppressed For Small Numbers
2022,2022-07,July 2022 - October 2022,Sacramento,CalWIN,NON-MAGI,"3,188",184,167,110,0,20,0,0,74,0,,
2022,2022-07,July 2022 - October 2022,San Diego ,CalWIN,NON-MAGI,"5,946",535,516,413,0,29,,6,113,0,1.0,Cell Suppressed For Small Numbers
2022,2022-07,July 2022 - October 2022,San Francisco,CalWIN,NON-MAGI,"2,037",200,197,147,0,,,0,52,0,1.0,Cell Suppressed For Small Numbers
2022,2022-07,July 2022 - October 2022,San Luis Obispo,CalWIN,NON-MAGI,472,16,16,9,0,,0,0,7,0,1.0,Cell Suppressed For Small Numbers
2022,2022-07,July 2022 - October 2022,San Mateo,CalWIN,NON-MAGI,"1,461",91,90,53,0,7,,0,37,,1.0,Cell Suppressed For Small Numbers
2022,2022-07,July 2022 - October 2022,Santa Barbara,CalWIN,NON-MAGI,926,66,62,43,0,5,0,0,23,0,,
2022,2022-07,July 2022 - October 2022,Santa Clara,CalWIN,NON-MAGI,"4,004",309,308,242,0,15,0,0,67,0,,
2022,2022-07,July 2022 - October 2022,Santa Cruz,CalWIN,NON-MAGI,581,44,44,28,0,,0,0,16,0,1.0,Cell Suppressed For Small Numbers
2022,2022-07,July 2022 - October 2022,Solano,CalWIN,NON-MAGI,952,42,40,24,0,,0,0,18,0,1.0,Cell Suppressed For Small Numbers
2022,2022-07,July 2022 - October 2022,Sonoma,CalWIN,NON-MAGI,824,34,34,20,0,,0,0,14,0,1.0,Cell Suppressed For Small Numbers
2022,2022-07,July 2022 - October 2022,Tulare,CalWIN,NON-MAGI,"1,424",186,179,144,0,7,0,0,42,0,,
2022,2022-07,July 2022 - October 2022,Ventura,CalWIN,NON-MAGI,"1,576",171,171,124,0,,0,,46,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Alpine,CalSAWS,MAGI,20,20,16,19,12,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Amador,CalSAWS,MAGI,513,512,260,493,175,0,0,0,19,0,,
2022,2022-08,August 2022 - November 2022,Butte,CalSAWS,MAGI,"4,564","4,562","1,826","4,430","1,213",9,,0,130,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Calaveras,CalSAWS,MAGI,811,807,428,783,276,13,0,0,24,0,,
2022,2022-08,August 2022 - November 2022,Colusa,CalSAWS,MAGI,562,562,148,556,96,0,0,0,6,0,,
2022,2022-08,August 2022 - November 2022,Del Norte,CalSAWS,MAGI,664,664,295,649,218,0,0,0,15,0,,
2022,2022-08,August 2022 - November 2022,El Dorado,CalSAWS,MAGI,"2,311","2,311","1,091","2,226",784,0,,0,83,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Glenn,CalSAWS,MAGI,643,637,280,604,157,0,0,0,33,0,,
2022,2022-08,August 2022 - November 2022,Humboldt,CalSAWS,MAGI,"3,642","3,640","1,426","3,525","1,095",7,,0,112,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Imperial,CalSAWS,MAGI,"5,608","5,594","2,396","5,442","1,567",26,,0,150,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Inyo,CalSAWS,MAGI,359,359,149,357,111,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Kern,CalSAWS,MAGI,"28,679","28,644","11,895","27,655","7,557",12,62,0,927,11,,
2022,2022-08,August 2022 - November 2022,Kings,CalSAWS,MAGI,"3,873","3,862","2,094","3,686","1,024",22,10,0,166,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Lake,CalSAWS,MAGI,"2,257","2,251",912,"2,108",551,0,,0,140,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Lassen,CalSAWS,MAGI,518,517,170,498,125,0,0,0,19,0,,
2022,2022-08,August 2022 - November 2022,Los Angeles,CalSAWS,MAGI,"243,527","243,290","98,679","234,559","64,394",61,316,0,"8,415",62,,
2022,2022-08,August 2022 - November 2022,Madera,CalSAWS,MAGI,"4,818","4,805","2,026","4,633","1,294",12,5,0,167,0,,
2022,2022-08,August 2022 - November 2022,Marin,CalSAWS,MAGI,"3,362","3,361","1,065","3,303",627,5,0,0,58,0,,
2022,2022-08,August 2022 - November 2022,Mariposa,CalSAWS,MAGI,343,342,118,324,89,0,0,0,18,0,,
2022,2022-08,August 2022 - November 2022,Mendocino,CalSAWS,MAGI,"2,532","2,529",964,"2,433",695,0,0,0,96,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Merced,CalSAWS,MAGI,"8,979","8,951","4,145","8,601","2,329",41,22,0,328,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Modoc,CalSAWS,MAGI,208,208,137,197,65,,0,0,11,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Mono,CalSAWS,MAGI,229,229,57,228,49,0,,0,0,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Monterey,CalSAWS,MAGI,"10,663","10,649","3,186","10,437","1,895",50,,0,210,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Napa,CalSAWS,MAGI,"2,039","2,038",569,"1,999",363,5,0,0,39,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Nevada,CalSAWS,MAGI,"1,627","1,627",697,"1,589",536,0,,0,37,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Placer,CalSAWS,MAGI,"4,100","4,094","4,046","4,079",0,0,,0,13,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Plumas,CalSAWS,MAGI,469,466,207,445,140,,,0,19,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Riverside,CalSAWS,MAGI,"61,341","61,300","21,917","59,993","17,302",11,5,0,"1,302",6,,
2022,2022-08,August 2022 - November 2022,San Benito,CalSAWS,MAGI,"1,189","1,187",514,"1,127",312,6,,0,59,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,San Bernardino,CalSAWS,MAGI,"57,514","57,429","22,673","55,940","16,238",152,10,,"1,477",13,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,San Joaquin,CalSAWS,MAGI,"18,024","17,985","7,313","17,357","4,514",,14,0,614,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Shasta,CalSAWS,MAGI,"3,460","3,447","1,743","3,335","1,153",12,,0,110,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Sierra,CalSAWS,MAGI,36,36,33,36,5,0,0,0,0,0,,
2022,2022-08,August 2022 - November 2022,Siskiyou,CalSAWS,MAGI,"1,193","1,191",512,"1,149",368,0,0,0,42,0,,
2022,2022-08,August 2022 - November 2022,Stanislaus,CalSAWS,MAGI,"15,362","15,339","5,479","14,972","3,754",13,0,0,367,0,,
2022,2022-08,August 2022 - November 2022,Sutter,CalSAWS,MAGI,"2,467","2,466",993,"2,355",584,14,,0,109,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Tehama,CalSAWS,MAGI,"1,640","1,639",604,"1,586",397,0,0,0,53,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Trinity,CalSAWS,MAGI,323,322,134,313,116,0,0,0,9,0,,
2022,2022-08,August 2022 - November 2022,Tuolumne,CalSAWS,MAGI,850,839,340,804,243,,0,0,35,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Yolo,CalSAWS,MAGI,"3,456","3,445","3,072","3,417",0,0,,0,25,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Yuba,CalSAWS,MAGI,"2,020","2,010",974,"1,926",575,6,,0,82,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Alpine,CalSAWS,NON-MAGI,,,,,0,0,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Amador,CalSAWS,NON-MAGI,85,85,13,79,0,0,0,0,6,0,,
2022,2022-08,August 2022 - November 2022,Butte,CalSAWS,NON-MAGI,668,655,131,610,0,0,,0,42,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Calaveras,CalSAWS,NON-MAGI,119,119,21,115,0,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Colusa,CalSAWS,NON-MAGI,97,97,5,94,0,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Del Norte,CalSAWS,NON-MAGI,117,117,27,115,0,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,El Dorado,CalSAWS,NON-MAGI,400,400,61,376,0,0,0,0,24,0,,
2022,2022-08,August 2022 - November 2022,Glenn,CalSAWS,NON-MAGI,159,157,30,148,0,0,0,0,9,0,,
2022,2022-08,August 2022 - November 2022,Humboldt,CalSAWS,NON-MAGI,512,509,67,489,0,0,,0,18,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Imperial,CalSAWS,NON-MAGI,857,848,155,815,0,0,,0,32,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Inyo,CalSAWS,NON-MAGI,55,55,0,51,0,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Kern,CalSAWS,NON-MAGI,"2,499","2,492",355,"2,367",0,,12,0,113,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Kings,CalSAWS,NON-MAGI,259,259,58,239,0,,,0,18,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Lake,CalSAWS,NON-MAGI,321,321,58,305,0,0,,0,13,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Lassen,CalSAWS,NON-MAGI,60,60,5,58,0,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Los Angeles,CalSAWS,NON-MAGI,"34,613","34,482","8,074","31,548",0,,164,0,"2,770",11,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Madera,CalSAWS,NON-MAGI,334,334,141,315,0,0,0,0,19,0,,
2022,2022-08,August 2022 - November 2022,Marin,CalSAWS,NON-MAGI,495,493,64,478,0,0,0,0,15,0,,
2022,2022-08,August 2022 - November 2022,Mariposa,CalSAWS,NON-MAGI,50,50,10,49,0,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Mendocino,CalSAWS,NON-MAGI,397,395,64,364,0,0,0,0,31,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Merced,CalSAWS,NON-MAGI,880,877,189,791,0,0,9,0,77,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Modoc,CalSAWS,NON-MAGI,22,22,15,22,0,0,0,0,0,0,,
2022,2022-08,August 2022 - November 2022,Mono,CalSAWS,NON-MAGI,19,19,0,19,0,0,0,0,0,0,,
2022,2022-08,August 2022 - November 2022,Monterey,CalSAWS,NON-MAGI,"1,350","1,347",140,"1,302",0,0,,0,44,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Napa,CalSAWS,NON-MAGI,323,323,24,312,0,0,0,0,11,0,,
2022,2022-08,August 2022 - November 2022,Nevada,CalSAWS,NON-MAGI,224,223,39,214,0,0,0,0,9,0,,
2022,2022-08,August 2022 - November 2022,Placer,CalSAWS,NON-MAGI,587,585,405,582,0,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Plumas,CalSAWS,NON-MAGI,50,50,11,48,0,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Riverside,CalSAWS,NON-MAGI,"6,646","6,626",725,"6,288",0,0,9,0,329,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,San Benito,CalSAWS,NON-MAGI,143,142,20,133,0,0,0,0,9,0,,
2022,2022-08,August 2022 - November 2022,San Bernardino,CalSAWS,NON-MAGI,"6,954","6,934","1,196","6,413",0,,5,0,516,11,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,San Joaquin,CalSAWS,NON-MAGI,"1,959","1,957",262,"1,850",0,0,6,0,101,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Shasta,CalSAWS,NON-MAGI,775,774,166,748,0,0,,0,25,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Sierra,CalSAWS,NON-MAGI,10,10,10,10,0,0,0,0,0,0,,
2022,2022-08,August 2022 - November 2022,Siskiyou,CalSAWS,NON-MAGI,179,178,25,169,0,0,0,0,9,0,,
2022,2022-08,August 2022 - November 2022,Stanislaus,CalSAWS,NON-MAGI,"1,670","1,651",200,"1,592",0,0,,0,58,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Sutter,CalSAWS,NON-MAGI,401,398,126,376,0,0,,0,20,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Tehama,CalSAWS,NON-MAGI,285,285,34,270,0,0,,0,14,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Trinity,CalSAWS,NON-MAGI,44,44,6,41,0,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Tuolumne,CalSAWS,NON-MAGI,148,148,20,145,0,0,,0,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Yolo,CalSAWS,NON-MAGI,388,387,203,384,0,0,0,,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Yuba,CalSAWS,NON-MAGI,230,230,45,216,0,0,0,0,14,0,,
2022,2022-08,August 2022 - November 2022,Alameda,CalWIN,MAGI,"25,884","9,076","9,010","8,716","6,691",69,0,16,344,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Contra Costa,CalWIN,MAGI,"18,337","6,995","6,943","6,764","4,600",141,0,10,221,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Fresno,CalWIN,MAGI,"26,966","11,137","11,025","10,797","7,107",61,0,15,325,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Orange,CalWIN,MAGI,"59,557","21,242","21,115","20,652","16,636",141,7,30,553,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Sacramento,CalWIN,MAGI,"35,373","15,115","14,800","14,648","10,534",58,5,16,446,14,,
2022,2022-08,August 2022 - November 2022,San Diego ,CalWIN,MAGI,"54,766","22,441","22,324","21,961","16,503",222,,24,455,9,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,San Francisco,CalWIN,MAGI,"12,005","5,460","5,417","5,300","4,141",31,,6,152,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,San Luis Obispo,CalWIN,MAGI,"3,824","1,571","1,557","1,508",921,16,0,,59,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,San Mateo,CalWIN,MAGI,"9,373","3,162","3,160","3,060","1,927",10,0,,98,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Santa Barbara,CalWIN,MAGI,"9,102","4,175","4,149","4,096","2,415",37,0,,75,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Santa Clara,CalWIN,MAGI,"25,084","8,385","8,359","8,018","5,782",119,0,26,341,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Santa Cruz,CalWIN,MAGI,"4,538","2,531","2,519","2,481","1,591",21,0,,49,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Solano,CalWIN,MAGI,"8,057","3,204","3,163","3,123","2,473",35,,,79,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Sonoma,CalWIN,MAGI,"8,430","3,536","3,530","3,455","2,210",31,0,,78,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Tulare,CalWIN,MAGI,"15,147","6,698","6,533","6,503","4,141",67,0,10,185,12,,
2022,2022-08,August 2022 - November 2022,Ventura,CalWIN,MAGI,"15,256","6,047","6,015","5,888","4,211",65,0,20,139,0,,
2022,2022-08,August 2022 - November 2022,Alameda,CalWIN,NON-MAGI,"4,068",439,424,317,0,10,0,0,122,0,,
2022,2022-08,August 2022 - November 2022,Contra Costa,CalWIN,NON-MAGI,"2,631",286,277,232,0,8,0,0,54,0,,
2022,2022-08,August 2022 - November 2022,Fresno,CalWIN,NON-MAGI,"2,499",619,606,499,0,11,,0,119,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Orange,CalWIN,NON-MAGI,"6,616",425,386,310,0,10,0,,114,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Sacramento,CalWIN,NON-MAGI,"3,360",266,244,198,0,14,0,0,68,0,,
2022,2022-08,August 2022 - November 2022,San Diego ,CalWIN,NON-MAGI,"5,714",542,517,426,0,15,,0,115,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,San Francisco,CalWIN,NON-MAGI,"2,178",184,173,140,0,,,0,43,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,San Luis Obispo,CalWIN,NON-MAGI,403,21,19,11,0,,0,0,10,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,San Mateo,CalWIN,NON-MAGI,"1,278",63,63,49,0,,0,0,14,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Santa Barbara,CalWIN,NON-MAGI,853,101,97,75,0,,0,0,26,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Santa Clara,CalWIN,NON-MAGI,"4,066",315,313,255,0,7,0,0,60,0,,
2022,2022-08,August 2022 - November 2022,Santa Cruz,CalWIN,NON-MAGI,634,44,44,29,0,,0,0,15,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Solano,CalWIN,NON-MAGI,915,46,46,18,0,,,0,27,,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Sonoma,CalWIN,NON-MAGI,887,56,54,34,0,,0,0,22,0,1.0,Cell Suppressed For Small Numbers
2022,2022-08,August 2022 - November 2022,Tulare,CalWIN,NON-MAGI,"1,343",203,191,161,0,6,0,0,42,0,,
2022,2022-08,August 2022 - November 2022,Ventura,CalWIN,NON-MAGI,"1,674",165,165,141,0,7,0,0,24,0,,
2022,2022-09,September 2022 - December 2022,Alpine,CalSAWS,MAGI,19,19,19,17,,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Amador,CalSAWS,MAGI,545,545,302,531,238,0,0,0,14,0,,
2022,2022-09,September 2022 - December 2022,Butte,CalSAWS,MAGI,"4,517","4,499","2,117","4,359","1,562",,0,,139,,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Calaveras,CalSAWS,MAGI,918,915,525,894,347,8,0,0,21,,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Colusa,CalSAWS,MAGI,708,705,193,692,138,0,0,0,13,0,,
2022,2022-09,September 2022 - December 2022,Del Norte,CalSAWS,MAGI,624,623,305,612,250,0,0,0,11,0,,
2022,2022-09,September 2022 - December 2022,El Dorado,CalSAWS,MAGI,"2,596","2,591","1,338","2,514","1,115",7,,0,73,0,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Glenn,CalSAWS,MAGI,791,791,386,747,242,,0,0,44,0,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Humboldt,CalSAWS,MAGI,"3,471","3,465","1,523","3,395","1,246",,,0,69,,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Imperial,CalSAWS,MAGI,"5,796","5,789","3,004","5,670","2,145",48,,0,118,,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Inyo,CalSAWS,MAGI,415,415,141,413,126,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Kern,CalSAWS,MAGI,"29,581","29,542","13,603","28,842","9,834",9,41,0,659,,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Kings,CalSAWS,MAGI,"4,060","4,060","2,519","3,923","1,428",19,5,0,132,,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Lake,CalSAWS,MAGI,"1,988","1,988",886,"1,904",632,,0,0,84,0,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Lassen,CalSAWS,MAGI,476,476,179,462,152,0,0,0,14,0,,
2022,2022-09,September 2022 - December 2022,Los Angeles,CalSAWS,MAGI,"264,435","264,216","121,687","254,919","89,316",99,328,0,"8,969",51,,
2022,2022-09,September 2022 - December 2022,Madera,CalSAWS,MAGI,"5,455","5,452","2,603","5,251","1,716",29,,0,200,,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Marin,CalSAWS,MAGI,"3,479","3,479","1,265","3,415",847,6,0,,63,0,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Mariposa,CalSAWS,MAGI,351,350,172,339,144,0,0,0,11,,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Mendocino,CalSAWS,MAGI,"2,770","2,769","1,207","2,679",945,,,0,89,0,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Merced,CalSAWS,MAGI,"8,807","8,798","4,269","8,482","2,710",17,16,0,300,6,,
2022,2022-09,September 2022 - December 2022,Modoc,CalSAWS,MAGI,321,321,210,314,134,,0,0,7,0,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Mono,CalSAWS,MAGI,340,340,129,337,106,0,,0,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Monterey,CalSAWS,MAGI,"10,211","10,202","3,484","10,026","2,321",33,5,0,171,,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Napa,CalSAWS,MAGI,"1,977","1,976",694,"1,944",463,17,0,0,32,0,,
2022,2022-09,September 2022 - December 2022,Nevada,CalSAWS,MAGI,"1,537","1,537",780,"1,516",657,,0,0,21,0,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Placer,CalSAWS,MAGI,"4,157","4,151","4,106","4,144",0,0,0,0,7,0,,
2022,2022-09,September 2022 - December 2022,Plumas,CalSAWS,MAGI,379,378,185,367,153,0,,0,10,0,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Riverside,CalSAWS,MAGI,"61,926","61,896","25,561","60,890","21,958",13,10,0,996,12,,
2022,2022-09,September 2022 - December 2022,San Benito,CalSAWS,MAGI,"1,217","1,214",511,"1,172",331,0,0,0,42,0,,
2022,2022-09,September 2022 - December 2022,San Bernardino,CalSAWS,MAGI,"57,405","57,325","26,071","55,952","21,008",164,18,0,"1,355",12,,
2022,2022-09,September 2022 - December 2022,San Joaquin,CalSAWS,MAGI,"19,319","19,295","8,400","18,764","5,963",,,0,528,9,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Shasta,CalSAWS,MAGI,"3,472","3,467","1,970","3,399","1,411",29,,,66,,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Sierra,CalSAWS,MAGI,44,44,43,44,13,,0,0,0,0,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Siskiyou,CalSAWS,MAGI,"1,061","1,059",490,"1,027",396,0,0,0,32,0,,
2022,2022-09,September 2022 - December 2022,Stanislaus,CalSAWS,MAGI,"15,993","15,979","6,485","15,695","5,030",29,,0,281,,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Sutter,CalSAWS,MAGI,"2,281","2,274","1,039","2,200",697,18,,0,72,,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Tehama,CalSAWS,MAGI,"1,612","1,602",762,"1,552",601,0,0,0,50,0,,
2022,2022-09,September 2022 - December 2022,Trinity,CalSAWS,MAGI,280,280,155,278,128,0,0,0,,0,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Tuolumne,CalSAWS,MAGI,836,834,437,811,342,,0,0,23,0,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Yolo,CalSAWS,MAGI,"3,428","3,420","3,038","3,363",0,,0,0,57,,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Yuba,CalSAWS,MAGI,"1,965","1,960","1,153","1,879",751,0,,0,80,,1.0,Cell Suppressed For Small Numbers
2022,2022-09,September 2022 - December 2022,Alpine,CalSAWS,NON-MAGI,,,,,0,0,0,0,0,0,1.0,Cell Suppressed For Small Numbers
