Permit_Number,Effective_Date,Expiration_Date,Permit_Type,Applicant,Street_Address,City,State,ZIP_Code,Permit_Subtype,Permit_Description,Permit_Type_Code,Subtype_Code,ID,OBJECTID
24739,2018/06/01 00:00:00,2023/06/01 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,5000 SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,Gas Dispen Facility Stage I,DAIRY MART #3230,GAS,STG1,1225,319
24740,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTONS LLC,4520 DIXIE HWY,SHIVELY,KY,40216,Gas Dispen Facility Stage I,THORNTONS INC  #50,GAS,STG1,1226,320
24742,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,4154 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage I,THORNTON OIL #054,GAS,STG1,1227,321
24743,2015/06/30 00:00:00,2017/06/30 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,13401 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,Circle K #3232,GAS,STG2,1228,322
24744,2018/07/31 09:27:00,,APCD Gasoline Dispense Permit,THORNTONS,4950 BROWNSBORO RD,LOUISVILLE,KY,40222,Gas Dispen Facility Stage I,THORNTON OIL #055,GAS,STG1,1229,323
24746,2018/07/01 00:00:00,2023/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTONS,8400 DIXIE HWY,LOUISVILLE,KY,40258,Gas Dispen Facility Stage I,THORNTON OIL #056,GAS,STG1,1230,324
24747,2018/06/01 00:00:00,2023/06/01 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,4347 S 3RD ST,LOUISVILLE,KY,40214,Gas Dispen Facility Stage I,DAIRY MART #3234,GAS,STG1,1231,325
24748,2017/10/01 00:00:00,2022/10/01 00:00:00,APCD Gasoline Dispense Permit,D J Leasing LLC,3700 CRITTENDEN DR,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,Sternberg Truck & Van Rental,GAS,STG1,1232,326
24768,2017/07/01 13:46:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,13314 SHELBYVILLE RD,MIDDLETOWN,KY,40223,Gas Dispen Facility Stage I,THORNTON OIL #095,GAS,STG1,1233,327
24770,2019/05/01 00:00:00,2024/05/01 00:00:00,APCD Gasoline Dispense Permit,SINGH PETRO #19,6403 E MANSLICK RD,LOUISVILLE,KY,40228,Gas Dispen Facility Stage I,SMYRNA VALERO,GAS,STG1,1234,328
24770,2019/05/01 00:00:00,2024/05/01 00:00:00,APCD Gasoline Dispense Permit,"SHORT STOP FOOD MART, INC",6403 E MANSLICK RD,LOUISVILLE,KY,40228,Gas Dispen Facility Stage I,SMYRNA VALERO,GAS,STG1,1235,329
24772,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,4565 POPLAR LEVEL RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,SPEEDWAY #5457,GAS,STG1,1236,330
24773,2019/06/01 10:28:00,2024/06/01 00:00:00,APCD Gasoline Dispense Permit,J & C GAS STATION,4953 MANSLICK RD,LOUISVILLE,KY,40216,Gas Dispen Facility Stage I,J & C GAS STATION,GAS,STG1,1237,331
24776,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,4150 WESTPORT RD,ST MATTHEWS,KY,40207,Gas Dispen Facility Stage I,SPEEDWAY #5485,GAS,STG1,1238,332
24777,2019/05/01 00:00:00,2024/05/01 00:00:00,APCD Gasoline Dispense Permit,PREM & RHYTHM INC,801 VALLEY COLLEGE DR,LOUISVILLE,KY,40272,Gas Dispen Facility Stage I,RHYTHM FOODMART,GAS,STG1,1239,333
24778,2019/03/01 00:00:00,2024/03/01 00:00:00,APCD Gasoline Dispense Permit,SOUTHERN BAPTIST SEMINARY,2825 LEXINGTON RD,LOUISVILLE,KY,40206,Gas Dispen Facility Stage I,SOUTHERN BAPTIST SEMINARY,GAS,STG1,1240,334
24780,2017/10/01 00:00:00,2022/10/01 00:00:00,APCD Gasoline Dispense Permit,PJT INC,2119 UPPER HUNTERS TRCE,LOUISVILLE,KY,40216,Gas Dispen Facility Stage I,VALERO,GAS,STG1,1241,335
24781,2019/03/01 00:00:00,2024/03/01 00:00:00,APCD Gasoline Dispense Permit,SOUTHERN PIPELINE CONSTRUCTION,1272 OLD FERN VALLEY RD,LOUISVILLE,KY,40219,Gas Dispen Facility Stage I,SOUTHERN PIPELINE,GAS,STG1,1242,336
24782,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,7002 SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,Gas Dispen Facility Stage I,SPEEDWAY #9624,GAS,STG1,1243,337
24784,2018/12/01 00:00:00,2020/12/01 00:00:00,APCD Gasoline Dispense Permit,SHORTY'S BROADWAY LLC,3501 W BROADWAY,LOUISVILLE,KY,40211,Gas Dispen Facility Stage I,SHORTY'S FOOD MART #2,GAS,STG1,1244,338
24785,1999/05/31 00:00:00,2001/06/01 00:00:00,APCD Gasoline Dispense Permit,"Diageo Americas Supply, Inc.",3860 FITZGERALD RD,SHIVELY,KY,40216,Gas Dispen Facility Stage I,UNITED DISTILLERS,GAS,STG1,1245,339
24786,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,5608 PRESTON HWY,LOUISVILLE,KY,40219,Gas Dispen Facility Stage I,SPEEDWAY #3709,GAS,STG1,1246,340
24789,2014/04/01 00:00:00,2019/04/01 00:00:00,APCD Gasoline Dispense Permit,University of Louisville,1800 ARTHUR ST,LOUISVILLE,KY,40208,Gas Dispen Facility Stage I,UNIVERSITY OF LOUISVILLE,GAS,STG1,1247,341
24749,2018/07/01 00:00:00,2023/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTONS,10320 WESTPORT RD,LOUISVILLE,KY,40241,Gas Dispen Facility Stage I,THORNTON OIL #057,GAS,STG1,1248,342
24750,2017/07/01 16:32:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTONS LLC,3320 PRESTON HWY,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,THORNTON OIL #060,GAS,STG1,1249,343
24751,2018/06/01 00:00:00,2023/06/01 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,7800 ST ANDREWS CHURCH RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage I,DAIRY MART #3235,GAS,STG1,1250,344
24752,2016/11/30 00:00:00,2021/11/30 00:00:00,APCD Gasoline Dispense Permit,JEFFERSON COUNTY PUBLIC SCHOOL,3686 PARTHENIA AVE,LOUISVILLE,KY,40215,Gas Dispen Facility Stage I,NICHOLS GARAGE,GAS,STG1,1251,345
24753,2014/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,2000 7TH STREET RD,LOUISVILLE,KY,40208,Gas Dispen Facility Stage I,THORNTON OIL #061,GAS,STG1,1252,346
24754,2011/07/01 00:00:00,2016/07/01 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,11721 GATEWORTH WAY,MIDDLETOWN,KY,40299,Gas Dispen Facility Stage II,DAIRY MART #3236,GAS,STG2,1253,347
24756,2018/12/01 00:00:00,2023/12/01 00:00:00,APCD Gasoline Dispense Permit,NUGENT SAND COMPANY,1833 RIVER RD,LOUISVILLE,KY,40206,Gas Dispen Facility Stage I,NUGENT SAND COMPANY,GAS,STG1,1254,348
24757,2018/07/01 00:00:00,2023/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTONS,1521 DIXIE HWY,LOUISVILLE,KY,40210,Gas Dispen Facility Stage I,THORNTON OIL #093,GAS,STG1,1255,349
24758,2018/06/01 11:01:00,2023/06/01 00:00:00,APCD Gasoline Dispense Permit,"STORES,LLC   MAC'S CONVENIENCE",4700 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage I,Circle K #3237,GAS,STG1,1256,350
24759,2015/10/31 00:00:00,2020/10/31 00:00:00,APCD Gasoline Dispense Permit,T.M.C. TRUCK REPAIR,2111 PRODUCTION DR,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage I,TMC TRUCK REPAIR,GAS,STG1,1257,351
24760,2018/06/01 00:00:00,2023/06/01 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,8615 NATIONAL TPKE,LOUISVILLE,KY,40118,Gas Dispen Facility Stage I,DAIRY MART #3242,GAS,STG1,1258,352
24761,2018/10/01 00:00:00,2023/10/01 00:00:00,APCD Gasoline Dispense Permit,SHORTY'S DIXIE LLC,931 DIXIE HWY,LOUISVILLE,KY,40210,Gas Dispen Facility Stage I,SHORTY'S FOOD MART #1,GAS,STG1,1259,353
24762,2019/05/01 00:00:00,2024/05/01 00:00:00,APCD Gasoline Dispense Permit,ARMIN ZUKANOVIC SINGH PETROL 11 INC.,7845 PRESTON HWY,LOUISVILLE,KY,40219,Gas Dispen Facility Stage I,OUTERLOOP SHELL,GAS,STG1,1260,354
24764,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,1804 BLANKENBAKER PKY,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage I,THORNTON OIL #094,GAS,STG1,1261,355
24765,2017/10/01 00:00:00,2022/10/01 00:00:00,APCD Gasoline Dispense Permit,"TA Operating, LLC",1123 S FLOYD ST,LOUISVILLE,KY,40203,Gas Dispen Facility Stage I,Minit Mart # 683 - Jefferson Supply,GAS,STG1,1262,356
24765,2017/10/01 00:00:00,2022/10/01 00:00:00,APCD Gasoline Dispense Permit,THOROUGHBRED ENERGY LLC,1123 S FLOYD ST,LOUISVILLE,KY,40203,Gas Dispen Facility Stage I,Minit Mart # 683 - Jefferson Supply,GAS,STG1,1263,357
24766,2011/12/02 00:00:00,2016/12/02 00:00:00,APCD Gasoline Dispense Permit,SHADHI LLC,5050 BILLTOWN RD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage II,JAY FOOD MART 1,GAS,STG2,1264,358
24658,2014/01/31 00:00:00,2019/01/31 00:00:00,APCD Gasoline Dispense Permit,STANDARD COUNTRY CLUB,8208 STANDARD CLUB LN,LOUISVILLE,KY,40241,Gas Dispen Facility Stage I,STANDARD COUNTRY CLUB,GAS,STG1,1265,359
24659,2011/12/15 00:00:00,2016/12/15 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,3001 FERN VALLEY RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage II,MAC'S #110,GAS,STG2,1266,360
24660,2011/11/15 00:00:00,2016/11/15 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,9200 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,CIRCLE K #111,GAS,STG2,1267,361
24661,2016/01/31 00:00:00,2018/01/31 00:00:00,APCD Gasoline Dispense Permit,MACS CONVENIENCE STORES LLC,1330 S HURSTBOURNE PKY,HURSTBOURNE,KY,40222,Gas Dispen Facility Stage II,MAC'S #112,GAS,STG2,1268,362
24662,2012/01/15 00:00:00,2017/01/15 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,9619 WHIPPS MILL RD,LYNDON,KY,40242,Gas Dispen Facility Stage II,CIRCLE K #117,GAS,STG2,1269,363
24664,2012/03/31 00:00:00,2017/03/31 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,6204 SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,Gas Dispen Facility Stage II,CIRCLE K #134,GAS,STG2,1270,364
24665,2012/02/28 00:00:00,2017/02/28 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,6517 PRESTON HWY,LOUISVILLE,KY,40219,Gas Dispen Facility Stage II,CIRCLE K #137,GAS,STG2,1271,365
24666,2014/02/28 00:00:00,2019/02/28 00:00:00,APCD Gasoline Dispense Permit,OXMOOR GOLF & STEEPLECHASE,9000 LIMEHOUSE LN,LOUISVILLE,KY,40220,Gas Dispen Facility Stage I,OXMOOR GOLF & STEEPLECHASE,GAS,STG1,1272,366
24667,2009/06/19 00:00:00,2014/06/19 00:00:00,APCD Gasoline Dispense Permit,SUD-CHEMIE INC. WEST PLANT,1227 S 12TH ST,LOUISVILLE,KY,40210,Gas Dispen Facility Stage I,SUD CHEMIE WEST PLANT,GAS,STG1,1273,367
24668,2011/05/29 00:00:00,2016/05/29 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,9401 WESTPORT RD,MEADOW VALE,KY,40241,Gas Dispen Facility Stage II,CIRCLE K #131,GAS,STG2,1274,368
24669,2018/06/01 00:00:00,2023/06/01 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,9602 TAYLORSVILLE RD,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage I,MAC'S #3221,GAS,STG1,1275,369
24670,2018/11/01 00:00:00,2023/11/01 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,1255 W ASHLAND AVE,LOUISVILLE,KY,40215,Gas Dispen Facility Stage I,MAC'S #3224,GAS,STG1,1276,370
24672,2018/11/01 00:00:00,2023/11/01 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,7201 FEGENBUSH LN,LOUISVILLE,KY,40228,Gas Dispen Facility Stage I,CIRCLE K #3225,GAS,STG1,1277,371
24674,2012/01/10 00:00:00,2017/01/10 00:00:00,APCD Gasoline Dispense Permit,PAUL'S FOOD MART,3420 FRANKFORT AVE,ST MATTHEWS,KY,40207,Gas Dispen Facility Stage II,PAUL'S FOOD MART,GAS,STG2,1278,372
24675,2018/06/01 00:00:00,2023/06/01 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,4600 WATTBOURNE LN,LOUISVILLE,KY,40299,Gas Dispen Facility Stage I,MAC'S #3240,GAS,STG1,1279,373
24676,2015/09/02 00:00:00,2017/09/02 00:00:00,APCD Gasoline Dispense Permit,Mac's Convenience Stores,1630 ARTHUR ST,LOUISVILLE,KY,40208,Gas Dispen Facility Stage II,Circle K #0075,GAS,STG2,1280,374
24677,2011/12/15 00:00:00,2016/12/15 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,4300 SHELBYVILLE RD,ST MATTHEWS,KY,40207,Gas Dispen Facility Stage II,CIRCLE K #0106,GAS,STG2,1281,375
24678,2015/07/01 00:00:00,2020/07/01 00:00:00,APCD Gasoline Dispense Permit,SUNBELT EQUIPMENT RENTAL,3505 BASHFORD AVE,WEST BUECHEL,KY,40218,Gas Dispen Facility Stage I,SUNBELT RENTALS BASHFORD AVE,GAS,STG1,1282,376
24680,2012/04/30 00:00:00,2017/04/30 00:00:00,APCD Gasoline Dispense Permit,REGIONAL AIRPORT AUTHORITY,4320 OLD PARK BLVD,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,AIRPORT MAINT. FUEL FACILITY,GAS,STG1,1283,377
24681,2018/10/01 00:00:00,2023/10/01 00:00:00,APCD Gasoline Dispense Permit,MANLEY'S WHITE LIGHTNING INC.,7205 MANSLICK RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage I,MANLEY'S  WHITE LIGHTNING,GAS,STG1,1284,378
24682,2010/11/16 00:00:00,2015/11/16 00:00:00,APCD Gasoline Dispense Permit,SWIFTY OIL CO INC,10200 TAYLORSVILLE RD,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage II,SWIFTY OIL,GAS,STG2,1285,379
24683,2015/08/12 00:00:00,2020/08/12 00:00:00,APCD Gasoline Dispense Permit,MANNING EQUIPMENT COMPANY,12000 WESTPORT RD,LOUISVILLE,KY,40245,Gas Dispen Facility Stage I,MANNING EQUIPMENT,GAS,STG1,1286,380
24684,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,2700 FERN VALLEY RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,THORNTON OIL #021,GAS,STG1,1287,381
24685,2010/11/16 00:00:00,2015/11/16 00:00:00,APCD Gasoline Dispense Permit,SWIFTY OIL CO INC,3611 DIXIE HWY,SHIVELY,KY,40216,Gas Dispen Facility Stage II,SWIFTY OIL #0022,GAS,STG2,1288,382
24686,2008/11/01 00:00:00,2013/11/01 00:00:00,APCD Gasoline Dispense Permit,MARTIN & MCDONALD CO.,4650 ASTOR RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage I,MARTIN & MCDONALD COMPANY,GAS,STG1,1289,383
24688,2016/11/01 00:00:00,2021/11/01 00:00:00,APCD Gasoline Dispense Permit,MEIJER GREAT LAKES LP,4600 S HURSTBOURNE PKY,LOUISVILLE,KY,40299,Gas Dispen Facility Stage I,MEIJER #160,GAS,STG1,1290,384
24689,2011/01/16 00:00:00,2016/01/16 00:00:00,APCD Gasoline Dispense Permit,SWIFTY OIL CO INC,619 OUTER LOOP,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,SWIFTY OIL #0187,GAS,STG2,1291,385
24690,2016/11/01 00:00:00,2021/11/01 00:00:00,APCD Gasoline Dispense Permit,MEIJER GREAT LAKES LP,9901 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage I,MEIJER #162,GAS,STG1,1292,386
24691,2017/07/01 14:20:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,4516 POPLAR LEVEL RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,THORNTON OIL #096,GAS,STG1,1293,387
24692,2016/11/01 00:00:00,2021/11/01 00:00:00,APCD Gasoline Dispense Permit,MEIJER GREAT LAKES LP,10701 FISCHER PARK DR,LOUISVILLE,KY,40241,Gas Dispen Facility Stage I,MEIJER #164,GAS,STG1,1294,388
24693,2011/01/16 00:00:00,2016/01/16 00:00:00,APCD Gasoline Dispense Permit,SWIFTY OIL CO INC,5389 NEW CUT RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,SWIFTY OIL #0188,GAS,STG2,1295,389
24695,2019/04/01 00:00:00,2024/04/01 00:00:00,APCD Gasoline Dispense Permit,METRO PARKS,1605 FLAT ROCK RD,LOUISVILLE,KY,40245,Gas Dispen Facility Stage I,METRO PARKS-LONG RUN GOLF,GAS,STG1,1296,390
24696,2012/01/31 00:00:00,2017/01/31 00:00:00,APCD Gasoline Dispense Permit,SWIFTY OIL CO INC,5520 BARDSTOWN RD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage II,SWIFTY OIL #267,GAS,STG2,1297,391
24698,2014/04/30 00:00:00,2016/04/30 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,5035 MUD LN,LOUISVILLE,KY,40229,Gas Dispen Facility Stage II,DAIRY MART #3238,GAS,STG2,1298,392
24699,2010/12/16 00:00:00,2015/12/16 00:00:00,APCD Gasoline Dispense Permit,SWIFTY OIL CO INC,4946 BROWNSBORO RD,LOUISVILLE,KY,40222,Gas Dispen Facility Stage II,SWIFTY OIL #0274,GAS,STG2,1299,393
24701,2017/07/01 14:30:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,4500 SHELBYVILLE RD,ST MATTHEWS,KY,40207,Gas Dispen Facility Stage I,THORNTON OIL #097,GAS,STG1,1300,394
24702,2019/03/01 00:00:00,2024/03/01 00:00:00,APCD Gasoline Dispense Permit,METRO PARKS,2300 PEE WEE REESE RD,LOUISVILLE,KY,40205,Gas Dispen Facility Stage I,METRO PARKS-SENECA GOLF,GAS,STG1,1301,395
24703,2008/12/16 00:00:00,2013/12/16 00:00:00,APCD Gasoline Dispense Permit,SWIFTY OIL CO INC,4243 PRESTON HWY,LOUISVILLE,KY,40213,Gas Dispen Facility Stage II,SWIFTY OIL #0281,GAS,STG2,1302,396
24704,2019/03/01 00:00:00,2024/03/01 00:00:00,APCD Gasoline Dispense Permit,METRO PARKS,460 NORTHWESTERN PKY,LOUISVILLE,KY,40212,Gas Dispen Facility Stage I,METRO PARKS-SHAWNEE GOLF,GAS,STG1,1303,397
24706,2008/12/16 00:00:00,2013/12/16 00:00:00,APCD Gasoline Dispense Permit,SWIFTY OIL CO INC,12000 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,SWIFTY OIL #0254,GAS,STG2,1304,398
24707,2019/03/01 00:00:00,2024/03/01 00:00:00,APCD Gasoline Dispense Permit,Metropolitan Sewer District,3050 COMMERCE CENTER PL,LOUISVILLE,KY,40211,Gas Dispen Facility Stage I,METRO SEWER DISTRICT COMMERCE,GAS,STG1,1305,399
24708,2015/12/15 00:00:00,2017/12/15 00:00:00,APCD Gasoline Dispense Permit,JAI MATASHADHI INC,12620 SHELBYVILLE RD,MIDDLETOWN,KY,40243,Gas Dispen Facility Stage II,MAHI FOOD MART,GAS,STG2,1306,400
24708,2015/12/15 00:00:00,2017/12/15 00:00:00,APCD Gasoline Dispense Permit,"HAMMCO, INC",12620 SHELBYVILLE RD,MIDDLETOWN,KY,40243,Gas Dispen Facility Stage II,MAHI FOOD MART,GAS,STG2,1307,401
24709,2017/07/01 14:59:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,4136 CANE RUN RD,LOUISVILLE,KY,40216,Gas Dispen Facility Stage I,THORNTON OIL #098,GAS,STG1,1308,402
24710,2018/07/01 00:00:00,2023/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTONS INC,3909 TAYLORSVILLE RD,LOUISVILLE,KY,40220,Gas Dispen Facility Stage I,THORNTON  #102,GAS,STG1,1309,403
24711,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,3726 TAYLORSVILLE RD,LOUISVILLE,KY,40220,Gas Dispen Facility Stage I,THORNTON OIL #024,GAS,STG1,1310,404
24712,2018/12/01 00:00:00,2023/12/01 00:00:00,APCD Gasoline Dispense Permit,"MIDLAND TRAIL GOLF CLUB, INC",15360 JOHN CARPENTER WAY,LOUISVILLE,KY,40245,Gas Dispen Facility Stage I,MIDLAND TRAIL GOLF CLUB,GAS,STG1,1311,405
24713,2017/07/01 15:19:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,7920 BARDSTOWN RD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage I,THORNTON OIL #151,GAS,STG1,1312,406
24715,2016/04/30 00:00:00,2021/04/30 00:00:00,APCD Gasoline Dispense Permit,TDSI,7900 CRITTENDEN DR,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,TDSI,GAS,STG1,1313,407
24716,2015/10/02 00:00:00,2017/10/02 00:00:00,APCD Gasoline Dispense Permit,MURPHY OIL USA INC,2018 BASHFORD MANOR LN,WEST BUECHEL,KY,40218,Gas Dispen Facility Stage II,MURPHY OIL #7157,GAS,STG2,1314,408
24717,2015/11/01 00:00:00,2016/01/22 00:00:00,APCD Gasoline Dispense Permit,THORNTONS LLC,3301 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage II,THORNTON OIL #025,GAS,STG2,1315,409
24719,2015/06/01 00:00:00,2017/06/01 00:00:00,APCD Gasoline Dispense Permit,MURPHY OIL USA INC,3818 RUCKRIEGEL PKY,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage II,MURPHY OIL USA #6963 J-TOWN,GAS,STG2,1316,410
24721,2014/03/01 00:00:00,2016/03/01 00:00:00,APCD Gasoline Dispense Permit,MURPHY OIL USA INC,7100 CEDAR SPRINGS BLVD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage II,MURPHY USA #6793,GAS,STG2,1317,411
24722,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,14101 SHELBYVILLE RD,LOUISVILLE,KY,40245,Gas Dispen Facility Stage I,THORNTON OIL #026,GAS,STG1,1318,412
24723,2016/01/01 00:00:00,2021/01/01 00:00:00,APCD Gasoline Dispense Permit,EAN Holdings LLC,4221 PARK BLVD,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,National Car Rental.,GAS,STG1,1319,413
24723,2016/01/01 00:00:00,2021/01/01 00:00:00,APCD Gasoline Dispense Permit,ENTERPRISE HOLDINGS SERVICE CT,4221 PARK BLVD,LOUISVILLE,KY,40209,Gas Dispen Facility Stage I,National Car Rental.,GAS,STG1,1320,414
24725,2018/11/01 00:00:00,2023/11/01 00:00:00,APCD Gasoline Dispense Permit,JAY GANESH LLC,5620 S 3RD ST,LOUISVILLE,KY,40214,Gas Dispen Facility Stage I,THIRD ST. MARATHON,GAS,STG1,1321,415
24726,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,1830 BLANKENBAKER PKY,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage I,SPEEDWAY #9669,GAS,STG1,1322,416
24727,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,THORNTONS LLC,2007 BROWNSBORO RD,LOUISVILLE,KY,40206,Gas Dispen Facility Stage I,THORNTON OIL #027,GAS,STG1,1323,417
24790,2019/05/01 00:00:00,2024/05/01 00:00:00,APCD Gasoline Dispense Permit,"SHORTY'S DIXIE # 2, LLC",2133 DIXIE HWY,LOUISVILLE,KY,40210,Gas Dispen Facility Stage I,SHORTY'S DIXIE #2 LLC,GAS,STG1,1324,418
24791,2015/12/02 00:00:00,2017/12/02 00:00:00,APCD Gasoline Dispense Permit,SHREE SAI CORPORATION,6000 MANSLICK RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,Food Center,GAS,STG2,1325,419
24791,2015/12/02 00:00:00,2017/12/02 00:00:00,APCD Gasoline Dispense Permit,Manslick Marathon Inc.,6000 MANSLICK RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,Food Center,GAS,STG2,1326,420
24792,2016/12/01 00:00:00,2021/12/01 00:00:00,APCD Gasoline Dispense Permit,UPS LOUISVILLE CENTENNIAL HUB,8100 AIR COMMERCE DR,LOUISVILLE,KY,40219,Gas Dispen Facility Stage I,UPS-CENTENNIAL HUB,GAS,STG1,1327,421
24793,2017/07/01 00:00:00,2022/07/01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,4417 DIXIE HWY,SHIVELY,KY,40216,Gas Dispen Facility Stage I,SPEEDWAY #5043,GAS,STG1,1328,422
24797,2018/12/01 00:00:00,2023/12/01 00:00:00,APCD Gasoline Dispense Permit,USHER TRANSPORT INC.,3801 SHANKS LN,LOUISVILLE,KY,40216,Gas Dispen Facility Stage I,USHER TRANSPORT,GAS,STG1,1329,423
24801,2016/01/15 00:00:00,2021/01/15 00:00:00,APCD Gasoline Dispense Permit,WHAYNE SUPPLY COMPANY,1400 CECIL AVE,LOUISVILLE,KY,40211,Gas Dispen Facility Stage I,WHAYNE SUPPLY CO.,GAS,STG1,1330,424
24802,2014/02/01 00:00:00,2019/02/01 00:00:00,APCD Gasoline Dispense Permit,PGA of America,15503 SHELBYVILLE RD,LOUISVILLE,KY,40245,Gas Dispen Facility Stage I,VALHALLA GOLF COURSE,GAS,STG1,1331,425
