UID,SITE_ID.x,BENT_MMI_COND,MMI_BENT,VISIT_NO.x,AGGR_ECO9_2015,STRAHLERORDER,CHIRDOM1PIND,CHIRDOM3PIND,CHIRDOM5PIND,DOM1PIND,DOM3PIND,DOM5PIND,EPT_NTAX,EPT_PIND,EPT_PTAX,LRBS_USE,L_XFC_NAT,L_XCMGW,W1_HALL,MAFLOWU,MAFLOWV,NHDWAT_NADP2009_MEAN_NH4,NHDWAT_NADP2009_MEAN_NO3,NHDWAT_NADP2009_MEAN_SO4,NHDWAT_NADP2009_MEAN_TOTALN,NHDWAT_ELEV,NHDWAT_SLOPE,NHDWAT_PCT_CANOPY,NHDWAT_PCT_IMPERV,NHDWAT_POPDENKM,RDDEN,NHDWAT_PCT_SAND,TMAX_ANN,TMIN_ANN,WSAREA_NARS,PCT_AG,PCT_URB,PCT_FOR,PCT_WET,PCT_SHRUB_GRASS
13161,FW08ND161,Fair,50.55,1,NPL,3rd,80.98,89.57,94.48,47.31,65.23,75.99,7,15.33,25.93,-1.841326486,-1.378634852,-1.485090181,1.5,1.96708,11.66653,1.875911801,3.125061121,2.148776666,2.16257813,578.27,1.621,1.331,0.177,0.627,1.1,39.09,12.26,-0.9,246.451004,60.268,3.872,0.728,7.054,24.935
15587,FW08OR003,Fair,41.62,1,WMT,1st,48.44,65.62,76.56,25.2,47.97,55.28,18,37.33,37.5,-2.838882095,-0.282859263,0.01446326,0.060609091,2.28301,-9999.0,0.1509479,0.5575732,0.36109719,0.24316533,2128.2,11.36,63.498,0.023,0.0,0.206,82.0,11.62,-1.63,6.415200233,0.0,0.0,96.338,0.0,3.662
10889,FW08NV014,Fair,49.67,1,XER,2nd,35.9,80.77,94.87,31.62,51.84,70.22,12,20.67,40.0,-3.16452149,-0.031304838,-0.496085569,0.909122727,2.32829,-9999.0,1.158622193,2.114662123,1.56789782,1.377360725,2424.76,21.727,12.944,0.314,21.303,0.621,40.786,15.6,-1.76,20.89100075,4.859,5.1,22.185,3.645,57.466
12342,FW08TX032,Fair,34.63,1,SPL,2nd,28.57,66.67,80.95,17.74,37.74,52.08,4,16.9,11.11,-2.544545044,-0.555671259,-0.005063269,1.196981818,2.63538,-9999.0,2.893117471,6.836596186,7.767762531,3.790863861,291.34,3.386,17.477,0.187,0.523,0.583,39.792,23.72,10.83,54.66120148,8.794,3.381,26.164,0.0,61.565
12263,FW08UT059,Fair,45.18,1,XER,3rd,48.15,81.48,96.3,28.87,67.01,75.26,6,42.0,19.35,-2.300238841,-0.165752748,-0.222013286,0.0,2.74968,5.11197,1.654988438,2.393577427,1.978600115,1.825791195,1996.17,12.25,1.823,0.131,0.0,0.175,38.472,14.55,-0.88,48.55410004,0.0,0.996,3.138,0.274,95.59
14658,FW08WA078,Fair,49.47,1,WMT,1st,72.97,91.89,97.3,18.37,52.38,60.54,17,47.65,53.12,-2.710740328,-0.008404783,0.170506182,1.930583333,3.92557,-9999.0,0.53132427,2.3229246,4.0330882,0.93731666,209.101,15.694,95.583,0.854,0.0,1.135,9.129,14.14,4.73,0.849600017,0.0,6.886,15.784,0.0,77.331
10979,FW08NV039,Fair,44.15,1,XER,4th,36.84,78.95,94.74,84.73,89.69,93.13,4,77.0,26.67,-2.15158932,0.008212927,-0.145970139,0.0,4.16478,23.73572,0.648388471,1.313572032,1.201069151,0.800203085,2075.54,11.063,0.236,0.032,0.0,0.941,37.592,13.69,0.49,90.37999725,0.0,0.0,0.577,0.062,99.307
15251,FW08TX124,Fair,34.2,1,SPL,1st,60.0,80.0,100.0,70.45,86.23,90.69,2,68.75,10.0,-3.007514958,-0.706938935,0.127693672,1.0076,4.45264,-9999.0,2.920293689,7.177764654,9.018773556,3.88903594,146.782,1.294,6.734,10.838,55.989,5.186,19.567,24.59,12.3,7.09649992,27.533,35.548,8.015,1.497,27.102
11079,FW08CO001,Fair,51.63,1,XER,3rd,32.31,70.77,86.15,18.1,41.43,58.1,6,42.35,21.43,-1.969721458,-0.332971785,-0.42099634,1.151572727,5.97934,-9999.0,0.748027596,3.904174434,3.779723856,1.462788979,1985.68,3.274,11.413,1.098,25.735,1.479,35.868,17.85,0.63,60.67869949,39.022,4.936,19.435,3.433,33.095
14618,FW08MT044,Fair,49.83,1,NPL,2nd,29.58,66.2,84.51,32.95,49.61,63.57,6,6.67,15.38,-2.262949457,-0.277216553,-0.266146425,0.424263636,6.29586,2.77927,1.401229516,2.199613363,2.099390507,1.584933355,1081.02,2.299,1.299,0.286,0.094,1.498,16.786,16.72,0.67,52.57640076,47.789,2.649,0.452,5.185,43.893
12991,FW08AZ171,Fair,46.33,1,WMT,4th,39.73,57.53,70.55,23.48,43.32,56.28,12,22.33,32.43,-2.260256132,-0.611640404,-0.352528117,0.0,7.77699,40.61257,0.675982569,2.20859066,1.692528405,1.023814366,2370.34,13.421,63.509,0.106,0.057,1.497,45.783,20.3,-0.23,312.4330139,0.0,0.386,96.859,0.06,2.676
12208,FW08WY014,Fair,43.47,1,XER,3rd,50.0,87.5,6.0,60.22,82.85,87.59,5,30.67,23.81,-2.022319812,-0.300241086,-0.162153403,1.401581818,9.52948,-9999.0,0.938490643,3.823727718,2.425607516,1.59250872,2465.5,10.225,14.896,0.221,0.0,0.662,61.347,12.93,-0.92,87.85320282,0.023,0.0,21.911,0.373,77.042
13784,FW08AZ155,Fair,47.85,1,XER,5th,34.62,88.46,94.23,42.24,54.51,63.9,12,22.0,30.77,-2.361460001,-0.469102078,-0.438248312,0.0,11.89373,73.00277,0.724373322,2.27685868,1.726460905,1.076811055,1833.47,13.659,34.256,0.139,0.014,0.314,35.348,24.75,6.84,1548.219971,0.001,0.454,60.191,0.281,38.971
13392,FW08MO068,Fair,33.12,1,TPL,2nd,27.16,49.38,66.67,50.0,62.5,69.7,5,5.33,13.51,-2.867055502,-1.428608832,-0.652669985,0.651527273,15.27724,27.76324,4.818339984,9.186268277,9.569427702,5.816570759,315.592,5.763,30.198,0.905,22.998,1.573,5.438,18.14,5.98,69.62509918,57.254,6.947,29.246,0.419,5.975
12104,FW08NM064,Fair,39.45,1,WMT,4th,38.71,61.29,77.42,53.08,61.99,69.86,12,78.67,36.36,-1.788559457,-0.659375643,-1.586547824,1.83335,18.14749,21.33536,0.836312556,2.698737655,1.874116492,1.259033188,2693.11,12.964,39.422,0.11,0.052,0.349,34.383,17.17,-1.01,536.8649902,0.075,0.002,65.534,0.617,33.086
14561,FW08WY077,Fair,47.35,1,NPL,4th,36.73,85.71,93.88,19.71,51.82,68.98,2,3.0,8.0,-1.935479448,-0.92412139,-0.577499695,1.5,19.66236,7.32187,1.258697694,3.354866947,2.375693883,1.73523062,1729.05,6.937,9.289,0.208,0.09,0.369,37.344,15.11,-0.96,287.6319885,1.371,0.681,17.721,2.388,77.554
14173,FW08AZ004,Fair,45.48,1,XER,5th,24.1,56.63,80.72,38.06,53.29,62.98,9,50.33,23.68,-1.933916353,-0.789754465,-0.668480681,2.560659091,23.66023,49.81482,0.534572429,1.785792698,1.180687608,0.818500734,1241.5,9.822,11.0,0.193,1.54,0.38,51.098,29.01,10.48,2706.01001,0.584,0.628,11.991,0.175,86.599
13216,FW08KS017,Fair,25.37,1,SPL,6th,18.31,52.11,76.76,15.2,43.27,63.74,2,4.65,9.09,-2.966926347,-1.378634852,-1.3130389,2.136395455,26.75749,201.75354,3.29446437,4.760608954,3.505782707,3.633540093,1066.16,1.412,0.039,0.115,0.517,0.796,16.834,19.54,4.28,10430.7998,51.962,2.666,0.056,0.192,44.803
12069,FW08NE024,Fair,44.83,1,NPL,5th,0.0,0.0,0.0,40.0,65.0,85.0,3,30.0,37.5,-2.293856571,-0.83456681,-0.221191226,1.030318182,29.16709,164.00241,3.040696258,4.781861484,3.184299696,3.441292765,745.835,1.962,0.71,0.247,1.17,0.825,73.35,15.91,2.1,3758.27002,10.05,2.539,0.454,5.422,81.257
14349,FW08NE016,Fair,31.72,1,TPL,5th,25.0,50.0,75.0,47.27,70.91,80.0,3,70.91,20.0,-3.627821376,-1.333822512,-0.808396576,0.825786364,29.28163,90.30254,4.444523199,6.68763339,5.559730698,4.961864076,410.649,2.742,3.317,0.75,10.221,1.609,9.958,16.65,3.96,699.1220093,75.408,5.222,2.542,0.27,16.314
11814,FW08ME003,Fair,45.43,1,NAP,4th,25.0,53.57,67.86,9.6,28.0,44.0,14,31.67,28.0,-1.728808461,-0.078313525,-0.194900937,0.500004545,39.95645,45.68023,1.415005142,6.700695038,7.805306044,2.612424374,73.651,2.342,62.095,1.171,37.914,1.697,66.445,14.02,2.34,63.53590012,9.75,6.891,68.958,9.42,2.964
12019,FW08ND035,Fair,38.07,1,TPL,5th,74.65,85.92,94.37,36.55,58.97,71.38,6,14.67,20.0,-2.706687471,-0.446447948,-0.250931586,0.795477273,46.42353,34.86352,2.33185723,3.983784877,2.89758919,2.710600865,386.717,0.847,4.925,0.509,3.318,1.49,36.174,10.4,-1.73,1742.329956,79.289,5.045,3.55,6.327,5.513
13159,FW08KS057,Fair,21.8,1,SPL,5th,52.63,87.72,94.74,35.93,75.59,86.78,1,0.33,4.76,-3.148493776,-0.562826189,-0.493003268,1.060659091,55.44372,46.90436,3.650579893,4.966458712,3.802624122,3.956561682,821.616,1.08,0.16,0.083,0.307,0.842,17.081,20.17,4.89,2299.73999,67.066,1.902,0.374,0.334,29.97
14906,FW08MT006,Fair,45.73,1,NPL,3rd,26.32,63.16,76.32,26.88,48.39,63.44,3,13.46,12.0,-2.006754554,-0.941022138,-0.738196627,1.5,149.05014,-9998.0,1.081252147,2.02667521,1.824443768,1.297407375,822.024,5.428,1.659,0.129,0.001,0.008,26.034,12.28,-2.38,4768.220215,0.125,0.015,0.0,0.006,1.955
13764,FW08IA015,Fair,35.55,1,TPL,4th,35.56,71.11,84.44,24.24,53.03,69.7,7,15.07,38.89,-2.424877221,-0.592686366,-0.19956413,0.212122727,150.00418,148.93335,4.069569829,6.278425197,5.41974429,4.578276517,403.626,0.812,0.729,1.114,18.271,1.357,35.893,14.58,2.45,937.0910034,87.603,7.56,0.404,1.231,1.31
14316,FW08IA010,Fair,28.78,1,TPL,5th,25.69,62.5,78.47,18.32,46.04,60.89,5,6.48,15.62,-3.389021011,-1.190134333,-0.51023322,1.969786364,167.18678,205.42381,5.01953036,8.686660667,8.261414864,5.859931596,299.947,1.779,2.689,0.785,9.435,1.215,11.332,14.47,2.91,847.6110229,88.615,6.817,1.472,0.958,2.077
15615,FW08OR065,Fair,43.9,1,XER,5th,34.88,63.57,77.52,17.05,39.02,51.52,7,14.33,18.92,-2.864737628,-1.626419331,-1.037071311,0.33335,237.82711,196.20075,0.383319261,1.116509598,1.105386784,0.549863091,1625.16,5.962,3.634,0.205,0.031,0.783,34.991,15.92,0.16,1602.51001,3.281,0.238,7.636,4.488,80.343
12737,FW08AZ134,Fair,56.03,1,XER,7th,31.76,61.18,81.18,16.17,34.13,49.7,9,11.33,27.27,-2.361082755,-0.552137517,-0.395724843,0.090913636,271.09744,538.38963,0.751607225,2.337773273,1.737506173,1.111718519,1792.44,11.202,24.204,0.219,1.585,0.456,40.728,27.3,8.47,24831.5,0.995,0.669,42.449,0.199,55.308
1321,FW08TX058,Fair,27.7,1,SPL,5th,22.64,54.72,73.58,31.75,54.74,64.23,4,4.33,10.81,-2.888739691,-0.489942687,0.156163528,0.0,296.7145,157.98069,1.222425762,3.237586896,4.229189946,1.680572309,512.113,5.518,17.84,0.232,0.988,0.504,21.577,28.45,14.93,5468.169922,2.184,2.029,19.046,0.659,75.834
10901,FW08NV032,Fair,56.43,1,XER,7th,50.0,77.78,94.44,24.44,55.56,71.11,6,69.0,31.58,-3.372673274,-0.103874793,0.257678575,0.33335,306.73007,94.46349,0.931839579,2.157712429,1.379856121,1.210991348,1513.57,8.341,9.168,0.198,0.369,0.239,53.347,27.95,10.48,15404.2998,0.689,0.511,19.945,0.274,77.997
14416,FW08OK018,Fair,34.75,1,SPL,6th,48.57,68.57,82.86,22.67,44.0,56.0,7,22.78,30.43,-2.729013568,-0.262518213,0.383448132,0.416668182,317.2515,299.67626,2.977949741,5.777007077,6.51684625,3.61737418,430.766,1.044,2.371,0.346,2.826,1.326,41.009,21.66,8.56,3969.01001,61.145,4.422,1.68,0.807,31.127
14433,FW08OK038,Fair,29.13,1,SPL,6th,55.56,77.78,100.0,18.42,39.47,52.63,5,17.95,22.73,-2.333278988,-0.892173573,0.315779573,0.0,715.94197,902.88673,3.34027313,7.810478916,8.099527209,4.358075776,273.439,2.618,26.971,1.551,39.675,1.693,34.741,22.31,9.3,5660.879883,14.577,8.179,38.824,0.033,37.196
13004,FW08LA050,Fair,43.03,1,CPL,6th,25.97,61.04,77.92,28.42,44.6,57.55,9,15.67,22.5,-3.118012627,-0.266146425,0.090867005,0.098486364,943.31947,1492.45471,5.135393584,9.262934796,12.93995877,6.080078688,83.591,1.505,59.285,1.463,15.387,1.174,36.315,24.29,11.28,2821.850098,5.38,6.24,67.807,8.059,11.674
14384,FW08OK005,Fair,24.62,1,SPL,7th,51.61,96.77,55.93,28.07,66.67,80.7,5,37.29,41.67,-3.648169772,-0.958607315,-0.618556717,0.060609091,1022.69952,-9999.0,3.046794729,5.301299636,4.83179378,3.563369231,797.616,1.734,2.26,0.404,6.125,0.994,36.452,24.3,9.91,51958.0,28.49,4.069,1.795,0.42,64.401
14506,FW08NM022,Fair,51.67,1,XER,6th,23.68,55.26,76.32,38.33,72.22,79.44,7,28.0,31.82,-1.589562686,-0.808396576,-0.125070361,0.757595455,1954.20538,1091.75858,1.191290357,5.847548094,4.104030845,2.245986138,2280.84,9.723,26.739,0.407,3.219,0.836,46.526,20.02,2.84,15041.2998,2.612,0.946,36.406,1.171,57.088
16070,FW08TX042,Fair,31.42,1,SPL,7th,38.6,68.42,89.47,41.06,73.38,80.23,3,1.67,10.34,-2.503405406,-0.45480538,0.009180391,0.8182,2233.08093,683.02142,1.813391013,3.988899839,6.43553412,2.309172448,246.22,2.175,10.78,0.752,4.034,0.509,36.15,28.2,15.47,41027.89844,13.708,4.125,7.844,1.907,71.951
10962,FW08NV051,Fair,52.43,1,XER,7th,25.0,75.0,100.0,64.49,73.83,79.44,9,36.67,42.86,-1.986210895,-1.264046433,-0.732828272,1.722222222,2458.36596,-9999.0,1.13052541,2.005627615,1.551260972,1.330912968,1873.35,7.916,3.233,0.234,2.365,0.43,38.719,18.85,1.44,15841.2002,2.175,0.986,5.476,1.781,89.306
12141,FW08WI034,Fair,34.7,1,UMW,5th,30.97,69.03,88.5,18.98,39.66,54.92,7,10.67,21.21,-2.62997078,0.035793469,-0.057540966,2.199170996,2807.45512,2501.2107,2.385036886,5.338115513,4.678287647,3.057837558,479.153,1.731,57.51,0.526,11.91,1.188,66.378,11.76,0.01,7906.859863,6.915,4.474,50.255,29.267,1.899
14500,FW08NM008,Fair,44.5,1,XER,7th,29.03,61.29,77.42,44.69,78.39,84.62,6,57.67,27.27,-1.82082896,-0.659375643,0.039053409,1.666709091,4001.69229,-9999.0,0.937020967,3.643732466,2.414584045,1.550706586,2471.96,9.121,27.395,0.759,21.725,1.282,49.87,22.83,3.67,37195.10156,3.426,2.505,38.445,2.372,52.209
14513,FW08NM034,Fair,47.43,1,XER,7th,50.0,75.0,100.0,65.12,92.53,95.37,6,71.67,40.0,-1.49161681,-0.56644835,0.068691738,1.378831818,4072.61099,-9999.0,0.936491418,3.622190961,2.406128247,1.545429171,2443.47,8.906,26.677,0.759,21.561,1.287,49.771,24.02,4.07,38684.5,3.491,2.534,37.392,2.335,53.203
12583,FW08ME019,Fair,41.52,1,NAP,6th,34.78,60.87,73.91,15.86,45.86,55.86,15,17.0,30.61,-2.647619493,0.230681102,0.013028839,2.113704545,4129.16247,3541.26626,1.433119606,6.7249595,7.165457644,2.631971365,283.039,7.195,72.973,0.927,19.634,1.333,70.657,14.28,2.69,4361.370117,3.208,5.249,78.649,5.831,3.687
14510,FW08NM026,Fair,54.37,1,XER,8th+,52.78,94.44,15.67,27.53,74.91,86.06,8,54.67,44.44,-1.231442093,-0.697000411,-0.521564691,2.469768182,4821.40515,-9999.0,0.88090596,3.254313339,2.246072267,1.419164072,2186.66,7.734,20.986,0.542,13.145,0.988,49.692,25.77,8.54,73403.5,2.263,1.75,28.428,1.5,64.809
11840,FW08ME027,Fair,41.98,1,NAP,5th,33.33,61.11,72.22,22.4,40.8,53.6,10,6.67,21.74,-1.673810148,-0.175992567,0.020154032,0.553040909,6724.39863,6585.34827,1.337452111,6.016520796,6.269029869,2.397650207,420.569,7.492,74.015,0.899,16.898,1.068,61.539,13.49,0.73,8565.379883,2.438,3.624,79.122,4.555,5.589
10006,FW08KS036,Fair,25.65,1,SPL,7th,46.88,83.59,97.66,23.1,66.21,82.41,2,22.0,9.52,-3.155761472,-0.044224814,0.034519076,0.727309091,6923.83623,-9999.0,1.456619821,3.532168099,2.405844841,1.928967479,1725.93,4.624,8.927,0.545,12.389,0.755,42.507,20.28,5.61,71565.0,12.811,2.816,13.471,1.124,68.517
15183,FW08UT060,Fair,54.55,1,XER,8th+,33.33,83.33,4.35,23.44,48.44,61.72,9,47.83,34.62,-1.161997963,-1.037071311,-0.438248312,0.181827273,7398.46076,4137.75014,0.899341461,3.276331238,2.144471547,1.438452907,2243.21,6.807,11.527,0.33,1.331,0.444,52.49,17.38,-0.32,65669.20313,2.7,0.713,17.331,1.729,75.749
15169,FW08UT039,Fair,45.8,1,XER,8th+,47.62,85.71,95.24,18.87,45.28,64.15,3,26.79,18.75,-2.40551757,-0.771879741,-0.314258261,0.0,26014.13945,-9999.0,0.870479206,3.406235838,2.260882538,1.44538709,2268.42,10.289,19.611,0.337,2.8,0.53,48.69,22.41,6.27,183770.0,3.072,0.925,34.502,1.355,56.241
11652,FW08AR067,Fair,46.72,1,CPL,8th+,53.85,84.62,100.0,18.33,46.67,65.0,7,42.5,31.82,-2.173400392,-0.555671259,-0.452001662,0.4697,596960.1984,-9999.0,2.935277876,6.282350896,6.688653229,3.698396969,687.194,4.329,18.055,1.181,26.122,1.317,33.046,22.81,11.23,2410510.0,38.095,5.579,20.534,2.689,29.971
12196,FW08KS038,Good,37.18,1,SPL,2nd,48.9,76.92,84.07,31.79,55.36,65.71,6,14.0,15.79,-2.390224887,-0.127049528,-0.157163916,1.212136364,0.23539,-9999.0,5.033684254,9.38689518,9.676801682,6.029105186,425.062,2.302,2.388,0.27,0.853,1.18,15.564,19.09,5.87,9.248160362,20.296,3.199,3.16,0.0,72.644
14947,FW08KS016,Good,39.92,1,SPL,3rd,39.26,62.96,78.52,19.85,43.82,55.81,6,16.67,15.0,-2.765851521,-0.356996206,-0.021861001,1.212172727,0.59031,2.71613,4.810446382,9.010924816,9.325097799,5.770831227,446.179,3.535,2.446,0.177,0.26,0.85,35.766,19.57,6.42,14.95680046,4.092,2.497,3.303,0.072,88.898
10963,FW08NV053,Good,65.75,1,XER,1st,34.15,65.85,80.49,16.73,31.56,43.35,18,46.33,36.73,-2.242544021,-0.06435535,-0.194900937,1.5,1.41479,-9999.0,1.125072181,1.906999528,1.823038518,1.304398537,2200.02,10.62,20.861,0.097,0.0,1.044,47.09,12.14,-0.9,7.226099968,0.0,0.0,14.958,0.0,85.042
13212,FW08KS037,Good,42.35,1,SPL,4th,36.92,81.54,87.69,14.01,38.16,58.94,6,22.91,19.35,-2.864451869,-0.717110229,-0.234534655,1.00005,2.05878,27.91435,4.122294356,6.165746835,4.950187651,4.59376243,635.161,2.677,1.984,1.279,7.54,1.685,10.683,18.83,3.69,462.1359863,43.638,6.216,0.625,1.813,47.307
10898,FW08NV028,Good,69.45,1,XER,4th,33.33,60.32,77.78,20.36,50.91,67.64,9,34.0,31.03,-1.72775487,0.148518525,0.007728386,0.0,3.00844,2.38546,0.467161722,1.016567349,0.890255855,0.592388968,2049.85,15.593,0.034,0.011,0.0,0.0,34.175,15.79,1.9,50.32310104,0.0,0.0,0.027,0.023,99.903
14596,FW08CA097,Good,76.47,1,XER,2nd,61.4,80.7,91.23,16.37,40.21,55.87,19,48.0,50.0,-1.825620288,-0.234534655,-0.127049528,0.575768182,6.1864,-9999.0,0.59146065,0.76110351,0.48906752,0.63119656,2643.56,15.761,23.246,0.047,0.0,0.037,52.791,12.5,-2.41,7.257579803,0.0,0.0,21.25,0.0,78.441
14781,FW08KY072,Good,55.53,1,TPL,1st,18.67,48.0,65.33,37.24,51.03,60.34,6,43.33,16.22,-2.501521162,-0.760359317,-0.63956151,1.0,6.93991,7.90296,4.886169672,11.50706482,16.02517414,6.393507719,138.293,2.282,16.034,1.028,143.743,2.18,9.604,19.6,7.88,10.98419952,66.875,7.162,25.595,0.0,0.098
15282,FW08MN023,Good,44.9,1,UMW,2nd,58.14,83.72,93.02,25.37,54.41,73.16,5,23.33,17.24,-2.704990988,-0.541705603,-0.771879741,0.0,8.93685,-9999.0,2.363135616,4.846413453,3.961669087,2.929755926,429.099,1.6,57.983,0.415,3.085,0.922,32.189,9.83,-2.48,43.39690018,13.601,3.757,50.294,24.88,2.768
11527,FW08MT054,Good,50.52,1,WMT,3rd,50.0,75.0,87.5,37.55,63.54,74.37,11,48.0,37.93,-1.68785511,-0.125729081,-0.282859263,2.151545455,10.14378,24.41038,0.615007872,1.686834151,1.192705675,0.858603272,2152.5,16.101,46.123,0.042,1.186,0.25,51.768,12.64,-1.99,67.64360046,1.127,0.253,60.751,0.291,37.298
12842,FW08ID034,Good,57.58,1,XER,2nd,37.5,78.12,93.75,27.7,52.7,66.89,13,24.0,36.11,-2.10196286,-0.604435354,-0.37068309,1.954568182,10.703,-9999.0,1.871662617,2.633524656,1.761281133,2.048240662,2299.25,13.447,41.19,0.004,0.0,0.0,26.955,11.29,-0.04,13.53499985,0.0,0.0,79.516,0.0,20.484
11989,FW08ND017,Good,68.32,1,NPL,5th,53.33,78.33,88.33,21.53,51.09,68.25,10,51.67,34.48,-2.360362446,-1.059121453,-0.777756616,1.424245455,13.39538,48.13431,1.36097712,2.693857944,2.085783049,1.665327682,669.233,2.589,0.603,0.312,1.591,1.173,40.447,12.52,-1.74,1505.97998,35.754,3.563,0.962,0.594,58.783
11081,FW08CO003,Good,72.33,1,XER,4th,35.0,65.0,85.0,13.97,31.84,44.13,9,37.62,30.0,-2.04339965,-0.335101728,-0.862415739,1.3334,18.95911,13.44882,0.851029564,3.72463713,2.440313676,1.502211487,2389.3,19.521,44.103,0.11,0.034,0.536,38.689,14.96,-0.13,115.4749985,0.497,0.0,81.058,0.15,17.603
15279,FW08MN009,Good,41.25,1,UMW,2nd,39.57,66.91,84.17,19.93,36.59,48.91,12,15.0,27.27,-4.421513133,-0.197226275,-0.020306802,0.0,20.5894,-9999.0,2.222595113,4.948594775,4.626777513,2.843710354,537.814,3.492,76.228,0.049,0.0,0.61,65.752,8.76,-3.33,48.70470047,0.0,1.386,62.056,18.108,5.601
11513,FW08MT023,Good,69.15,1,NPL,3rd,37.04,85.19,96.3,45.1,71.68,80.07,12,64.33,41.38,-1.911142171,-0.907853776,-1.3130389,1.431818182,20.88342,6.3542,0.854582615,2.090919346,1.549677253,1.135913521,1805.95,13.287,8.629,0.206,0.079,0.273,42.792,14.97,0.45,49.83950043,1.062,0.541,13.646,2.646,75.463
14606,FW08MT088,Good,57.98,1,NPL,3rd,36.05,61.22,72.11,19.78,45.15,58.96,6,25.37,17.14,-2.218393436,-0.197226275,-0.171574477,1.659095455,27.25517,16.02333,1.070730755,1.699998756,1.789648829,1.215441351,1210.56,9.094,8.207,0.116,0.303,0.345,46.127,13.82,-1.09,339.4320068,7.944,0.259,10.529,5.223,75.975
15306,FW08MN076,Good,50.15,1,UMW,3rd,60.0,80.0,91.11,24.71,46.77,60.08,11,57.33,30.56,-2.508725359,-0.1614371,0.047982476,0.090913636,33.6496,57.48655,2.402422511,5.434704387,4.004548674,3.093156638,381.473,1.974,78.149,0.013,0.121,0.612,45.756,9.26,-3.12,140.0559998,0.1,0.231,61.464,33.582,4.279
14934,FW08KS010,Good,68.58,1,SPL,5th,54.55,80.81,90.91,18.82,51.22,69.34,10,53.33,29.41,-2.948167917,-0.727525465,-0.171574477,2.478833983,38.70598,208.13736,3.91347958,5.787552137,4.743354464,4.346185696,689.544,2.118,1.271,0.52,1.924,1.167,18.728,18.92,4.72,5230.629883,46.447,3.858,0.58,1.424,47.224
12022,FW08ND040,Good,75.0,1,NPL,6th,38.67,61.33,74.67,24.57,55.02,63.67,13,39.67,31.71,-1.705664633,-1.485090181,-0.976934698,1.227272727,45.57835,208.77003,1.438812238,2.785518586,2.116543793,1.74647201,724.651,2.737,0.831,0.476,3.505,1.17,36.243,12.5,-1.16,7683.910156,47.671,4.119,0.775,1.269,45.437
12090,FW08NM025,Good,62.0,1,SPL,4th,21.62,50.0,71.62,15.98,38.36,52.97,11,35.93,32.35,-2.392254093,-1.037071311,-1.256062854,1.568181818,46.5872,39.00456,0.967809049,3.111845112,2.042207716,1.454459883,2021.84,6.792,20.983,0.389,13.054,0.669,36.484,21.86,4.06,1517.380005,0.274,1.167,33.951,0.825,63.225
13781,FW08KS044,Good,38.08,1,SPL,6th,76.34,98.39,100.0,50.71,68.21,78.93,11,22.67,37.93,-2.767455716,-1.016086822,-0.855284304,0.6667,67.86229,500.46056,3.558536382,5.233435865,4.164930954,3.945400973,888.634,1.489,0.431,0.365,2.626,1.074,18.103,19.56,6.02,19649.59961,52.307,3.702,0.267,0.441,42.724
13500,FW08ID016,Good,65.1,1,XER,5th,34.48,58.62,79.31,27.97,51.34,60.92,13,68.0,34.21,-2.543281288,-0.877039828,-0.224488846,1.0,70.73973,82.52461,1.237917324,2.06848446,2.167457747,1.428501101,1693.55,4.081,0.948,0.13,0.039,0.2,37.678,16.67,1.9,1275.040039,0.941,0.298,1.373,0.084,97.301
12990,FW08AZ075,Good,81.05,1,XER,6th,77.55,91.84,95.92,14.84,36.72,52.34,18,69.67,50.0,-2.011481404,-0.941022138,-0.884540786,0.060609091,104.10924,342.35856,0.687944617,2.216064388,1.681287892,1.034791101,2079.76,14.349,38.473,0.141,0.335,0.478,44.114,25.51,7.1,6920.660156,0.017,0.412,70.662,0.162,28.631
12738,FW08AZ139,Good,74.18,1,XER,6th,50.0,94.44,8.0,18.93,44.44,58.02,17,78.33,51.52,-2.003956428,-0.869666232,-0.650457577,0.23485,106.73665,340.15054,0.689362872,2.218783715,1.682749876,1.036506657,2067.78,14.457,37.84,0.158,0.519,0.48,44.03,26.58,7.83,7067.540039,0.017,0.503,69.473,0.16,29.439
15644,FW08VA039,Good,45.1,1,SAP,4th,24.83,59.31,77.93,13.24,31.62,45.59,14,25.33,26.42,-1.835571608,-0.555671259,0.176683076,0.0,142.81422,152.62097,2.271143616,8.685432869,11.115817,3.725559657,141.655,3.584,66.24,0.271,11.031,1.119,31.199,20.39,6.55,365.7090149,16.212,2.923,69.442,4.259,6.429
11544,FW08MT048,Good,69.03,1,NPL,5th,51.9,73.42,83.54,18.73,44.52,62.9,11,47.67,29.73,-2.285719074,0.109670568,-0.140479617,1.984859091,195.27767,68.97583,1.391299879,2.234023753,2.09404914,1.584996413,1110.59,7.58,11.089,0.184,1.261,0.489,37.302,15.6,0.3,3149.820068,1.22,0.547,21.904,2.39,73.586
12359,FW08WA007,Good,57.53,1,WMT,3rd,32.0,52.0,68.0,14.98,35.19,48.78,17,42.67,38.64,-2.481783309,-0.302216053,0.006757678,1.500004545,204.28654,63.27105,0.426162944,2.656860609,2.875362959,0.931096063,1194.92,24.946,51.926,1.804,0.006,0.777,49.761,14.81,2.05,155.3509979,0.0,5.725,64.911,0.028,28.595
