ENROLLMENT ID - BUYER,ENROLLMENT STATE - BUYER,PROVIDER TYPE CODE - BUYER,PROVIDER TYPE TEXT - BUYER,NPI - BUYER,MULTIPLE NPI FLAG - BUYER,CCN - BUYER,ASSOCIATE ID - BUYER,ORGANIZATION NAME - BUYER,DOING BUSINESS AS NAME - BUYER,CHOW TYPE CODE,CHOW TYPE TEXT,EFFECTIVE DATE,ENROLLMENT ID - SELLER,ENROLLMENT STATE - SELLER,PROVIDER TYPE CODE - SELLER,PROVIDER TYPE TEXT - SELLER,NPI - SELLER,MULTIPLE NPI FLAG - SELLER,CCN - SELLER,ASSOCIATE ID - SELLER,ORGANIZATION NAME - SELLER,DOING BUSINESS AS NAME - SELLER
O20161116001023,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013184647,N,245257,5991084931,ST OTTOS CARE CENTER INC,,CH,CHANGE OF OWNERSHIP,11/01/2016,O20080903000597,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013184647.0,N,245257,143396846.0,KASKA INC,ST OTTO'S CARE CENTER
O20161117001422,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588114284,N,335844,840381927,THE BETHEL METHODIST HOME,BETHEL METHODIST HOME,CH,CHANGE OF OWNERSHIP,10/31/2016,O20021203000000,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1245227297.0,N,335844,7810805165.0,"HEBREW HOSPITAL SENIOR HOUSING, INC.",WESTCHESTER MEADOWS
O20161118000538,SC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720533474,N,425075,5698063162,PRISMA HEALTH-UPSTATE,PRISMA HEALTH LILA DOYLE,CH,CHANGE OF OWNERSHIP,10/01/2016,O20141118002602,SC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982013496.0,N,425075,8123938131.0,GREENVILLE HEALTH SYSTEM,GHS LILA DOYLE
O20161118001566,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710432240,N,675133,9335428135,HP NURSING & REHAB LLC,HIGHLAND PINES NURSING HOME,CH,CHANGE OF OWNERSHIP,10/01/2016,O20040317000480,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578551768.0,N,675133,8921998626.0,"HIGHLAND PINES NURSING HOME, LTD",HIGHLAND PINES NURSING AND REHABILITATION
O20161118001633,AZ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1215383237,N,035107,2961781778,HAVEN OF PHOENIX LLC,,CH,CHANGE OF OWNERSHIP,06/01/2016,O20080218000361,AZ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275712002.0,N,035107,5698858496.0,PHOENIX HEALTHCARE LLC,GRACE HEALTHCARE OF PHOENIX
O20161118002362,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548719610,N,145659,8224317946,THE WATERFORD LLC,THE WATERFORD CARE CENTER,CH,CHANGE OF OWNERSHIP,11/01/2016,O20070829000039,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1821087008.0,N,145659,7618069188.0,WATERFORD NURSING & REHABILITATION CENTER INC,
O20161121001066,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487109633,N,265398,9133408891,N & R OF WELLSVILLE LLC,GAMA ROAD LODGE,CH,CHANGE OF OWNERSHIP,09/01/2016,O20060407000310,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1598716029.0,N,265398,9133138852.0,GGNSC WELLSVILLE LLC,GOLDEN LIVINGCENTER GAMMA ROAD LODGE
O20161121001287,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447705439,N,255105,6002195773,DIVERSICARE OF TUPELO LLC,DIVERSICARE OF TUPELO,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060406000404,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487605010.0,N,255105,244249092.0,GGNSC TUPELO LLC,GOLDEN LIVINGCENTER -- TUPELO
O20161121001590,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477008779,N,265451,6204115983,N & R OF BLOOMFIELD LLC,BLOOMFIELD LIVING CENTER,CH,CHANGE OF OWNERSHIP,09/01/2016,O20060407000303,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477504934.0,N,265451,8325057045.0,GGNSC BLOOMFIELD LLC,GOLDEN LIVINGCENTER BLOOMFIELD
O20161122000006,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801341896,N,255109,941589659,DIVERSICARE OF SOUTHAVEN LLC,DIVERSICARE OF SOUTHAVEN,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060406000425,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841241460.0,N,255109,5698784452.0,GGNSC SOUTHAVEN LLC,GOLDEN LIVINGCENTER SOUTHAVEN
O20161122000044,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801345772,N,056350,6204115918,LAKE MERRITT HEALTHCARE CENTER LLC,,CH,CHANGE OF OWNERSHIP,11/01/2016,O20090623000560,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275797409.0,N,056350,9537226691.0,LTP GENERATIONS LLC,OAKGROVE SPRINGS CARE CENTER
O20161122000542,SC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1619427697,N,425407,4385952274,WELLMORE OF TEGA CAY LLC,,CH,CHANGE OF OWNERSHIP,09/01/2016,O20150925001004,SC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992181812.0,N,425407,2961710850.0,CHP TEGA CAY SC TENANT CORP,
O20161123000150,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336693357,N,445135,9537448105,WATERS OF CLINTON LLC,,CH,CHANGE OF OWNERSHIP,09/01/2016,O20060407000343,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1760433585.0,N,445135,5395754022.0,GGNSC CLINTON LLC,GOLDEN LIVINGCENTER WINDWOOD
O20161123001312,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1376098616,N,265384,5092094698,MALDEN N & R LLC,RIDGEVIEW LIVING COMMUNITY,CH,CHANGE OF OWNERSHIP,09/01/2016,O20060407000328,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972554392.0,N,265384,5496764128.0,GGNSC MALDEN II LLC,GOLDEN LIVINGCENTER  - MALDEN
O20161123001957,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1245786482,N,445030,3779862289,NHC-MAURY REGIONAL TRANSITIONAL CARE CENTER LLC,NHC-MAURY REGIONAL TRANSITIONAL CARE CENTER,CH,CHANGE OF OWNERSHIP,01/01/2017,O20080418000017,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972549467.0,N,445030,9537247481.0,NHC HEALTHCARE-HILLVIEW LLC,NHC HEALTHCARE HILLVIEW
O20161128000284,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083165021,N,105734,941589469,SOLARIS HEALTHCARE OSCEOLA LLC,SOLARIS HEALTHCARE OSCEOLA,CH,CHANGE OF OWNERSHIP,01/01/2017,O20090106000053,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1770734923.0,N,105734,9537222351.0,OSCEOLA NURSING AND REHABILITATION INC,OSCEOLA HEALTH CARE CENTER
O20161128001107,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1205381373,N,265482,6406135946,N & R OF JEFFERSON CITY LLC,RIVER CITY LIVING COMMUNITY,CH,CHANGE OF OWNERSHIP,09/01/2016,O20060407000314,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932159308.0,N,265482,2860401585.0,GGNSC JEFFERSON CITY LLC,GOLDEN LIVINGCENTER  - JEFFERSON CITY
O20161128002157,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083169072,N,255100,3173802642,DIVERSICARE OF TYLERTOWN LLC,DIVERSICARE OF TYLERTOWN,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060406000427,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396796918.0,N,255100,7315956174.0,GGNSC TYLERTOWN LLC,GOLDEN LIVINGCENTER TYLERTOWN
O20161129001139,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1811442973,N,265501,8820378342,N & R OF ODESSA LLC,NEW HAVEN LIVING CENTER,CH,CHANGE OF OWNERSHIP,09/01/2016,O20060407000294,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306897806.0,N,265501,244249969.0,GGNSC ODESSA LLC,GOLDEN LIVINGCENTER NEW HAVEN
O20161129002116,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740735422,N,265447,6901186444,N & R OF ANDERSON LLC,MCDONALD COUNTY LIVING CENTER,CH,CHANGE OF OWNERSHIP,09/01/2016,O20060407000316,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1215988712.0,N,265447,6305855024.0,GGNSC ANDERSON LLC,GOLDEN LIVING CENTER MCDONALD COUNTY
O20161130000542,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1003361189,N,265393,1153601638,N & R OF BRANSON LLC,SHEPARD OF THE HILLS LIVING CENTER,CH,CHANGE OF OWNERSHIP,09/01/2016,O20060407000332,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1881645208.0,N,265393,8123037850.0,GGNSC BRANSON LLC,GOLDEN LIVINGCENTER BRANSON
O20161130000570,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1952856189,N,265535,8325328800,N & R OF GLASGOW LLC,GLASGOW GARDENS,CH,CHANGE OF OWNERSHIP,09/01/2016,O20070601000614,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1316994031.0,N,265535,9638277486.0,"COMMERCIAL MANAGEMENT, INC.",GOLDEN LIVINGCENTER - GLASGOW
O20161130001676,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1073068151,N,265225,1557641958,N & R OF ST JAMES LLC,ST. JAMES LIVING CENTER,CH,CHANGE OF OWNERSHIP,09/01/2016,O20060407000320,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487605986.0,N,265225,8123037843.0,GGNSC ST. JAMES LLC,GOLDEN LIVINGCENTER ST JAMES
O20161130001812,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1316492481,N,265481,5890075295,N & R OF MEXICO LLC,PIN OAKS LIVING CENTER,CH,CHANGE OF OWNERSHIP,09/01/2016,O20060407000325,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1154372571.0,N,265481,2769491489.0,GGNSC MEXICO LLC,GOLDEN LIVING CENTER PIN OAKS
O20161130002505,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508311747,N,265354,8820378243,N & R OF MARYVILLE LLC,,CH,CHANGE OF OWNERSHIP,09/01/2016,O20070514000655,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1902853658.0,N,265354,5991802712.0,BEVERLY ENTERPRISES - MISSOURI INC,GOLDEN LIVINGCENTER - MARYVILLE
O20161202000013,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639626559,N,105972,2466732755,MARTIN ACQUISITION I LLC,MARTIN NURSING AND REHABILITATION,CH,CHANGE OF OWNERSHIP,08/09/2018,O20100510000232,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972673606.0,N,105972,9931237146.0,MARTIN OPERATING CORP,MARTIN NURSING & RESTORATIVE CARE CENTER
O20161202000432,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356893986,N,335775,1456631753,SBNH ACQUISITION LLC,BRONX GARDENS REHABILITATION AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,11/01/2016,O20100708000099,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1326025578.0,N,335775,9335270354.0,ST. BARNABAS NURSING HOME INC.,ST. BARNABAS REHABILITATION & CONTINUING CARE CENTER
O20161205001102,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538614755,N,015209,3375823545,DIVERSICARE OF BESSEMER LLC,DIVERSICARE OF BESSEMER,CH,CHANGE OF OWNERSHIP,11/01/2016,O20060330000376,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1215988159.0,N,015209,5698783728.0,GGNSC BESSEMER LLC,GOLDEN LIVINGCENTER MEADOWOOD
O20161205001386,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1821543919,N,015196,2769762947,DIVERSICARE OF LANETT LLC,DIVERSICARE OF LANETT,CH,CHANGE OF OWNERSHIP,11/01/2016,O20060330000373,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1104877844.0,N,015196,1153339288.0,GGNSC LANETT LLC,GOLDEN LIVINGCENTER LANETT
O20161206000596,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1417402504,N,015159,4688954811,DIVERSICARE OF ONEONTA LLC,DIVERSICARE OF ONEONTA,CH,CHANGE OF OWNERSHIP,11/01/2016,O20060330000385,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992756811.0,N,015159,9133137268.0,GGNSC ONEONTA LLC,GOLDEN LIVINGCENTER  - ONEONTA
O20161206001972,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942755038,N,015189,7113207267,DIVERSICARE OF PELL CITY LLC,DIVERSICARE OF PELL CITY,CH,CHANGE OF OWNERSHIP,11/01/2016,O20070511000609,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1245286228.0,N,015189,8729185541.0,BEVERLY ENTERPRISES - ALABAMA INC,GOLDEN LIVINGCENTER - PELL CITY
O20161206001985,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1346795416,N,265209,1759661804,N & R OF NEW MADRID LLC,NEW MADRID LIVING CENTER,CH,CHANGE OF OWNERSHIP,09/01/2016,O20060407000300,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508817925.0,N,265209,5698784312.0,GGNSC NEW MADRID LLC,GOLDEN LIVINGCENTER NEW MADRID
O20161206001991,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841745932,N,015376,2668752718,DIVERSICARE OF WINFIELD LLC,DIVERSICARE OF WINFIELD,CH,CHANGE OF OWNERSHIP,11/01/2016,O20060330000380,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013968759.0,N,015376,3779591805.0,GGNSC WINFIELD LLC,GOLDEN LIVINGCENTER WINFIELD
O20161207002515,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942605456,N,555808,5799065835,REHABILITATION CENTER OF SANTA MONICA OPERATING COMPANY LP,THE REHABILITATION CENTER OF SANTA MONICA,CH,CHANGE OF OWNERSHIP,01/01/2017,O20100809000414,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083687560.0,Y,555808,2860309721.0,GRANCARE LLC,THE REHABILITATION CENTER OF SANTA MONICA
O20161208000161,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447708482,N,106068,2567498504,COMMUNITY SUPPORTS INC,LAKEVIEW TERRACE REHABILITATION AND HEALTH CARE CENTER,CH,CHANGE OF OWNERSHIP,12/31/2016,O20050712000365,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639271349.0,N,106068,2860428802.0,LAKEVIEW TERRACE HEALTH CARE CENTER LLC,LAKEVIEW TERRACE-SKILLED NURSING FACILITY
O20161208001032,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1003230590,N,055540,4385924349,SANTA MONICA OPERATING COMPANY LP,SANTA MONICA HEALTH CARE CENTER,CH,CHANGE OF OWNERSHIP,01/01/2017,O20101221001048,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720051295.0,N,055540,2860309721.0,GRANCARE LLC,SANTA MONICA HEALTH CARE CENTER
O20161208001772,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1326490541,N,675484,2860772845,SHEPHERD LTC PARTNERS INC,,CH,CHANGE OF OWNERSHIP,09/01/2016,O20041014000396,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306879580.0,N,675484,4880654813.0,"LTC HEALTHCARE SHEPARD, INC.",WOODLAND PARK REHABILITATION CENTER
O20161209000366,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194120600,N,056422,9335429356,FREMONT HEALTHCARE OPERATING COMPANY LP,FREMONT HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,01/01/2017,O20030714000028,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366414906.0,N,056422,2860309721.0,GRANCARE LLC,FREMONT HEALTHCARE CENTER
O20161209000815,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306269386,N,055099,3779863709,CREEKSIDE OPERATING COMPANY LP,CREEKSIDE HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,01/01/2017,O20030714000007,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1811969355.0,N,055099,2860309721.0,GRANCARE LLC,CREEKSIDE HEALTHCARE CENTER
O20161209001329,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1386049898,N,056052,9830479765,PARKVIEW OPERATING COMPANY LP,PARKVIEW HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,01/01/2017,O20030718000008,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609840115.0,N,056052,2860309721.0,GRANCARE LLC,PARKVIEW HEALTHCARE CENTER
O20161209001731,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366997454,N,015040,8921388869,DIVERSICARE OF MONTGOMERY LLC,DIVERSICARE OF MONTGOMERY,CH,CHANGE OF OWNERSHIP,11/01/2016,O20060330000396,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1114978707.0,N,015040,1850309980.0,GGNSC MONTGOMERY LLC,GOLDEN LIVINGCENTER MONTGOMERY
O20161215000080,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548716913,N,395335,2769762400,GUARDIAN ELDER CARE AT LEWISTOWN LLC,WILLIAM PENN HEALTHCARE AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,10/01/2016,O20060403000798,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750332086.0,N,395335,941218861.0,GGNSC LEWISTOWN LP,GOLDEN LIVINGCENTER WILLIAM PENN
O20161216002052,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306391495,N,015132,9739469388,DIVERSICARE OF OXFORD LLC,DIVERSICARE OF OXFORD,CH,CHANGE OF OWNERSHIP,11/01/2016,O20060330000350,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1760433478.0,N,015132,8628086758.0,GGNSC OXFORD LLC,GOLDEN LIVINGCENTER-OXFORD
O20161216002200,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396290466,N,015063,5799065793,DIVERSICARE OF BOAZ LLC,DIVERSICARE OF BOAZ,CH,CHANGE OF OWNERSHIP,11/01/2016,O20060330000362,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588615298.0,N,015063,2163430299.0,GGNSC BOAZ LLC,GOLDEN LIVINGCENTER BOAZ
O20161219000310,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1205299484,N,056195,5395025969,LA BREA REHABILITATION CENTER LLC,LA BREA REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,12/12/2016,O20031008000028,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1023099108.0,N,056195,2264344142.0,"HANCOCK PARK REHABILITATION CENTER, LLC",THE REHABILITATION CENTER ON LA BREA
O20161219002206,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649725722,N,015032,2961783576,DIVERSICARE OF FOLEY LLC,DIVERSICARE OF FOLEY,CH,CHANGE OF OWNERSHIP,11/01/2016,O20060330000369,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538110192.0,N,015032,9335157460.0,GGNSC FOLEY LLC,GOLDEN LIVINGCENTER FOLEY
O20161220000257,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134133887,N,245346,9032490677,HEARTLAND SENIOR LIVING,TRUMAN SENIOR LIVING,CH,CHANGE OF OWNERSHIP,12/20/2017,O20080109000349,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134133887.0,N,245346,3375623804.0,TRUMAN SENIOR LIVING INC,LUTHERAN RETIREMENT HOME OF SOUTHERN MN
O20161228000042,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1962951715,N,056296,2567743826,CRESCENT CITY SKILLED NURSING LLC,CRESCENT CITY SKILLED NURSING,CH,CHANGE OF OWNERSHIP,10/16/2016,O20150528002872,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356748800.0,N,056296,2062732290.0,LANTERN OF CRESCENT CITY LLC,
O20161229001196,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841743291,N,445487,6507147758,"THE WATERS OF JOHNSON CITY, LLC",,CH,CHANGE OF OWNERSHIP,08/01/2016,O20070928000268,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295920890.0,N,445487,9133214646.0,"CHRISTIAN CARE CENTER OF JOHNSON CITY, INC.",
O20161230000194,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013463405,N,015145,5698056877,DIVERSICARE OF RIVERCHASE LLC,DIVERSICARE OF RIVERCHASE,CH,CHANGE OF OWNERSHIP,11/01/2016,O20060330000378,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851342448.0,N,015145,9234147364.0,GGNSC BIRMINGHAM LLC,GOLDEN LIVINGCENTER -  RIVERCHASE
O20161230000363,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972058055,N,015404,6204117492,DIVERSICARE OF HUEYTOWN LLC,BARON HOUSE OF HUEYTOWN,CH,CHANGE OF OWNERSHIP,11/01/2016,O20060330000391,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134170863.0,N,015404,5496763526.0,GGNSC HUEYTOWN LLC,GOLDEN LIVINGCENTER - HUEYTOWN
O20170103000608,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801349352,N,445318,345521480,"THE WATERS OF CHEATHAM, LLC",,CH,CHANGE OF OWNERSHIP,08/01/2016,O20030924000020,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1962486191.0,N,445318,9537070560.0,CHRISTIAN CARE CENTER OF CHEATHAM COUNTY INC,CHRISTIAN CARE CENTER OF CHEATHAM COUNTY
O20170104000072,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1619421872,N,075196,7719268895,WV-CROSSINGS EAST LLC,HARBOR VILLAGE NORTH HEALTH AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,10/05/2016,O20140905001030,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1346668001.0,N,075196,1052534005.0,CH CROSSINGS EAST LLC,CROSSINGS EAST HEALTH AND REHABILITATION CENTER
O20170104001589,WY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013459965,N,535051,8820379944,EMPRES AT THERMOPOLIS LLC,THERMOPOLIS REHABILITATION AND WELLNESS,CH,CHANGE OF OWNERSHIP,02/01/2017,O20110826000510,WY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1104984376.0,N,535051,6305016452.0,"THERMOPOLIS HEALTH CARE, INC",THERMOPOLIS REHABILITAION AND CARE CENTER
O20170104002426,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1043763592,N,445358,9133400161,"LAKEBRIDGE, A WATERS COMMUNITY, LLC",,CH,CHANGE OF OWNERSHIP,08/01/2016,O20060110000681,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1407933443.0,N,445358,3173546785.0,"LAKEBRIDGE MEDICAL INVESTORS, LLC",LAKEBRIDGE HEALTH CARE CENTER
O20170105000030,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235587577,N,465083,2769376326,BEAVER VALLEY HOSPITAL,CRESTWOOD REHABILITATION AND NURSING,CH,CHANGE OF OWNERSHIP,12/01/2016,O20160803002912,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235587577.0,N,465083,2365736022.0,CRESTWOOD REHABILITATION AND NURSING LLC,CRESTWOOD REHABILITATION AND NURSING
O20170110002662,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669822094,N,445183,7618258492,GALLATIN CENTER FOR REHABILITATION AND HEALING LLC,GALLATIN CENTER FOR REHABILITATION AND HEALING,CH,CHANGE OF OWNERSHIP,07/01/2016,O20060501000208,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013074848.0,N,445183,1850301268.0,"GALLATIN HEALTH CARE CENTER, LLC",
O20170111002602,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033569462,N,445154,7911288667,QUALITY CENTER FOR REHABILITATION AND HEALING,,CH,CHANGE OF OWNERSHIP,07/01/2016,O20080227000621,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578649703.0,N,445154,1153405204.0,QUALITY CARE INVESTORS,QUALITY CARE HEALTH CENTER
O20170111002988,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124573498,N,015148,5496036154,DIVERSICARE OF ARAB LLC,DIVERSICARE OF ARAB,CH,CHANGE OF OWNERSHIP,11/01/2016,O20060330000352,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891746467.0,N,015148,446268577.0,GGNSC ARAB LLC,GOLDEN LIVINGCENTER - ARAB
O20170113002403,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1457719783,N,555894,7315229911,FOOTHILL HEIGHTS CARE CENTER LLC,FOOTHILL HEIGHTS CARE CENTER,CH,CHANGE OF OWNERSHIP,01/01/2016,O20150220001656,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1467853937.0,N,555894,5890010532.0,"HARP OPERATIONS, INC.",SERENITY CARE OF PASADENA
O20170117001455,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1346797917,N,335540,7719269372,GUILDERLAND OPERATOR LLC,THE GRAND REHABILITATION AND NURSING AT GUILDERLAND,CH,CHANGE OF OWNERSHIP,11/11/2016,O20121010000213,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013278746.0,N,335540,5890944706.0,GUILDERLAND CENTER REHABILITATION & EXTENDED CARE FACILITY OP CO LLC,
O20170117002521,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184167991,N,055510,2769764240,CALAFIA HOLDINGS LLC,REDDING POST ACUTE,CH,CHANGE OF OWNERSHIP,01/01/2017,O20070601000610,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447206099.0,N,055510,7911005764.0,BEVERLY HEALTHCARE - CALIFORNIA INC,GOLDEN LIVINGCENTER-REDDING
O20170120001255,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1386196517,N,056100,9739461088,DYCORA TRANSITIONAL HEALTH - SANGER LLC,DYCORA TRANSITIONAL HEALTH - SANGER,CH,CHANGE OF OWNERSHIP,12/16/2016,O20070601000611,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1154377729.0,N,056100,7911005764.0,BEVERLY HEALTHCARE - CALIFORNIA INC,GOLDEN LIVINGCENTER - SANGER
