ID,Q1a_How_satisfied_with_quality_of_services,Q1b_Appearance_of_the_City,Q1c_Image_of_the_City,Q1d_How_well_the_City_is_planning_growth,Q1e_Quality_of_life_in_the_City,Q1f_Feeling_of_safety_in_the_city,Q2a_Quality_of_local_police_services,Q2b_Enforcement_of_local_traffic_laws,Q2c_Quality_of_local_fire_services,Q2d_Quality_of_local_ambulance_service,Q4a_Condition_of_streets,Q4b_Condition_of_sidewalks,Q4c_Maintenance_of_private_property,Q4d_Condition_of_alley,Q4e_Feeling_of_safety,Q4f_Quality_of_neighborhood_park,Q5_Top_choice,Q5_2nd_choice,Q6_Condition_of_your_neighborhood,Q8a_Quality_of_larger_parks,Q8b_Quality_of_recreation_centers,Q8c_Quality_of_swimming_pools,Q8d_Quality_of_outdoor_athletic_fields,Q8e_Quality_of_youth_programs,Q8f_Quality_of_adults_programs,Q8g_Quality_of_golf_courses,Q9_Top_choice,Q9_2nd_choice,Q10a_Library_services,Q10b_Arts_and_cultural_programs,Q11_Community_or_Human_services_used,Q11_2nd,Q11_3rd,Q11_4th,Q11_5th,Q11_6th,Q11_7th,Q11_8th,Q12_Top_choice,Q12_2nd_choice,Q13a_Information_about_programs,Q13b_Ease_of_two-way_communication,Q14_Which_used_to_get_information,Q14_2nd,Q14_3rd,Q14_4th,Q14_5th,Q14_6th,Q14_7th,Q14_8th,Q14_9th,Q14_10th,Q14_11th,Q14_12th,Q15_Top_choice,Q15_2nd_choice,Q15_3rd_choice,Q16a_Condition_of_City_streets,Q16b_Condition_&_clarity_of_street_signs,Q16c_Adequacy_of_city_street_lighting,Q16d_Quality_of_local_transit_service,Q16e_Management_of_traffic_flow,Q16f_Quality_of_walking_&_biking_paths,Q17_Top_choice,Q17_2nd_choice,Q18a_City_enforces_maintenance_codes,Q18b_Landscape_along_streets/sidewalks,Q18c_Appearance_of_residential_property,Q18d_Appearance_of_commercial_property,Q18e_Cleanliness_of_city_streets,Q19_Top_choice,Q19_2nd_choice,Q20a_Residential_trash_collection_servic,Q20b_Recycling_services,Q20c_Bulky_item_pick_up/removal_services,Q20d_Water_service,Q21_Top_choice,Q21_2nd_choice,Q22a_Amount_of_open_spaces_in_the_City,Q22b_Quality_of_open_spaces_in_the_City,Q22c_Quality_of_neighborhood_retail_cent,Q22d_Quality_of_new_commercial_develop,Q22e_Quality_of_new_residential_develop,Q22f_Quality_&_variety_of_new_projects,Q23a_Cleanliness_of_alley_next_to_home,Q23b_Responsiveness_to_code_complaints,Q24a_Contacted_city_during_past_year,Q24b_How_easy_was_the_City_to_contact,Q24c_The_way_you_were_treated,Q24d_The_accuracy_of_the_information,Q24e_How_quickly_staff_responded,Q24f_How_well_your_issue_was_handled,Q25_Top_choice,Q25_2nd_choice,Q25_3rd,Q25_4th,Q25_5th,Q25_6th,Q26a_As_a_place_to_live,Q26b_As_a_place_to_raise_children,Q26c_As_a_place_to_work,Q26d_As_a_place_to_retire,Q26e_As_a_place_to_own_&_operate_a_small,Q26f_Satisfied_with_efforts_to_promote,Q26g_Satisfied_with_promotion_of_inclus,Q26h_Satisfied_with_the_direction_the,Q26i_Satisfied_with_leadership_of_city,Q27_Services_&_facilities_have_used,Q27_2nd,Q27_3rd,Q27_4th,Q27_5th,Q27_6th,Q27_7th,Q27_8th,Q27_9th,Q27_10th,Q27_11th,Q27_12th,Zip_code,OBJECTID
728,5,5,5,5,5,5,5,5,5,5,5,4,5,9,5,5,E,C,5,5,5,5,5,5,5,5.0,E,F,5,5.0,4.0,,,,,,,,3,5.0,5.0,5,1.0,2.0,7.0,,,,,,,,,,6,7.0,1.0,5.0,5,5,5,5,5,D,A,5,5,5,5,5,B,A,5,5,5,5,A,B,5,5,5,5,5,5,9,9,1,5.0,5.0,5.0,5.0,5.0,6,7.0,,,,,5,5,5,5,5,5,5,5,5,1,2.0,3.0,5.0,6.0,9.0,11.0,12.0,,,,,85282.0,727
729,4,4,4,9,4,3,3,3,9,9,4,4,3,9,3,4,E,,3,4,4,4,4,3,3,9.0,E,F,4,3.0,1.0,,,,,,,,3,5.0,4.0,9,1.0,12.0,,,,,,,,,,,12,6.0,7.0,3.0,3,2,9,3,9,C,D,9,4,3,3,3,E,B,3,3,9,3,D,B,3,4,3,9,9,9,9,9,1,3.0,2.0,9.0,1.0,1.0,4,8.0,,,,,3,3,9,9,9,9,9,3,3,1,2.0,7.0,8.0,10.0,,,,,,,,85283.0,728
730,3,4,4,2,3,3,4,4,3,3,4,4,3,2,3,3,E,D,4,3,3,3,3,3,3,3.0,F,E,9,9.0,99.0,,,,,,,,99,,4.0,3,1.0,2.0,4.0,8.0,9.0,,,,,,,,2,8.0,12.0,4.0,4,2,3,3,3,C,E,4,4,3,3,4,C,D,4,4,3,3,C,D,2,2,3,2,2,1,4,4,1,3.0,2.0,3.0,3.0,2.0,9,11.0,,,,,4,3,4,2,3,3,3,2,2,1,2.0,4.0,5.0,11.0,12.0,,,,,,,85282.0,729
731,4,4,4,4,4,4,4,4,5,5,4,4,2,2,4,5,E,D,3,5,4,4,4,4,4,4.0,B,E,4,4.0,3.0,4.0,,,,,,,3,2.0,4.0,4,1.0,6.0,7.0,9.0,10.0,,,,,,,,10,6.0,1.0,4.0,4,2,3,4,3,C,F,4,2,2,4,4,B,C,4,4,2,4,C,,3,3,4,4,3,4,4,4,1,4.0,4.0,4.0,4.0,4.0,6,11.0,,,,,4,4,4,4,4,5,5,5,3,1,2.0,3.0,9.0,10.0,12.0,,,,,,,85283.0,730
732,5,5,5,5,5,4,9,4,4,9,4,4,4,9,4,3,F,E,3,4,9,9,4,3,4,9.0,E,B,4,5.0,99.0,,,,,,,,8,1.0,4.0,9,2.0,5.0,8.0,,,,,,,,,,2,5.0,4.0,4.0,4,2,4,4,4,D,C,9,4,3,3,4,D,E,4,4,4,4,B,C,3,4,2,4,3,3,9,9,2,,,,,,4,7.0,,,,,4,9,4,9,9,3,3,4,4,1,12.0,,,,,,,,,,,85281.0,731
733,4,5,5,4,5,5,4,4,4,4,4,4,4,9,4,4,C,B,4,4,4,4,4,4,4,9.0,A,B,4,4.0,99.0,,,,,,,,6,1.0,4.0,4,1.0,2.0,3.0,12.0,,,,,,,,,12,2.0,3.0,4.0,5,4,4,4,4,F,C,4,4,4,4,4,C,A,4,4,4,5,A,B,4,4,4,4,4,4,9,9,2,,,,,,4,11.0,,,,,5,4,4,4,9,4,4,4,4,1,2.0,3.0,8.0,,,,,,,,,85284.0,732
734,5,5,5,5,5,4,5,5,5,5,5,5,5,9,4,9,B,C,5,5,4,3,9,9,3,4.0,G,F,5,5.0,4.0,,,,,,,,4,,5.0,3,1.0,2.0,6.0,7.0,12.0,,,,,,,,7,6.0,2.0,4.0,4,5,5,3,5,D,E,5,5,5,5,5,E,B,5,5,5,5,D,B,4,4,4,4,4,4,9,9,1,4.0,5.0,5.0,5.0,5.0,3,7.0,,,,,5,5,5,5,9,4,4,4,4,1,2.0,3.0,5.0,6.0,7.0,8.0,9.0,10.0,12.0,,,85284.0,733
735,4,4,4,9,9,4,3,4,4,9,5,5,3,9,4,4,E,C,4,5,5,5,5,5,5,4.0,Z,,5,5.0,99.0,,,,,,,,99,,5.0,5,1.0,2.0,4.0,8.0,11.0,12.0,,,,,,,99,,,4.0,4,2,4,4,5,C,,3,4,3,4,4,A,C,5,5,5,5,Z,,4,4,4,3,3,3,9,9,1,4.0,4.0,4.0,4.0,4.0,1,8.0,,,,,5,5,9,5,9,5,4,4,4,1,2.0,3.0,6.0,8.0,11.0,,,,,,,85283.0,734
736,4,4,4,3,3,3,4,3,5,5,4,4,2,2,3,4,C,D,3,5,5,5,5,5,5,5.0,A,E,5,5.0,5.0,6.0,7.0,,,,,,3,1.0,5.0,5,2.0,3.0,5.0,7.0,8.0,11.0,,,,,,,2,8.0,7.0,4.0,4,5,5,4,5,A,E,4,5,4,5,4,A,C,5,3,5,9,B,C,4,4,4,5,5,5,1,4,1,5.0,5.0,5.0,5.0,5.0,1,6.0,,,,,5,5,5,5,5,5,5,5,5,1,2.0,3.0,5.0,8.0,12.0,,,,,,,85281.0,735
737,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,E,A,4,9,9,9,9,9,9,9.0,Z,,9,9.0,99.0,,,,,,,,99,,3.0,3,99.0,,,,,,,,,,,,99,,,4.0,4,4,5,3,3,Z,,3,4,3,3,4,Z,,4,4,5,4,Z,,3,3,3,3,3,3,2,3,2,,,,,,6,12.0,,,,,4,3,3,4,3,3,3,3,3,2,,,,,,,,,,,,85281.0,736
738,4,4,4,9,4,4,4,4,9,4,4,4,2,9,9,4,Z,,4,5,4,9,9,9,4,9.0,Z,,4,4.0,99.0,,,,,,,,5,3.0,4.0,9,1.0,2.0,4.0,12.0,,,,,,,,,1,12.0,4.0,4.0,4,4,4,4,4,D,E,2,2,2,2,2,B,C,5,5,5,5,B,D,5,4,2,4,2,9,9,9,2,,,,,,8,12.0,,,,,5,9,5,9,9,9,9,4,4,2,5.0,9.0,12.0,,,,,,,,,85282.0,737
739,3,2,4,3,4,4,4,4,4,4,4,4,3,3,4,4,C,,3,4,9,9,9,9,9,9.0,A,B,4,4.0,99.0,,,,,,,,99,,4.0,4,1.0,2.0,4.0,6.0,8.0,,,,,,,,99,,,4.0,4,4,5,4,4,C,F,2,3,3,3,4,A,,4,4,4,4,A,D,4,4,4,3,4,4,4,4,2,,,,,,2,6.0,,,,,4,4,4,4,4,4,4,4,4,1,2.0,3.0,5.0,12.0,,,,,,,,85281.0,738
740,5,4,4,3,5,4,4,4,5,5,5,4,5,4,4,5,E,B,5,4,4,3,5,5,5,5.0,C,A,5,5.0,99.0,,,,,,,,99,,1.0,2,7.0,12.0,,,,,,,,,,,1,12.0,7.0,4.0,4,4,4,4,5,F,E,3,4,4,4,4,A,D,5,5,5,5,B,C,4,5,3,4,9,4,4,9,1,5.0,5.0,5.0,5.0,5.0,2,11.0,,,,,5,5,5,5,4,4,4,5,4,1,2.0,3.0,4.0,6.0,8.0,9.0,10.0,11.0,,,,85284.0,739
741,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,E,,5,5,5,5,5,5,5,5.0,F,E,5,5.0,99.0,,,,,,,,4,3.0,9.0,9,2.0,8.0,,,,,,,,,,,99,,,4.0,3,3,5,4,4,A,C,5,5,5,5,5,E,B,5,5,5,5,B,C,9,9,5,4,9,9,5,9,2,,,,,,4,11.0,,,,,5,5,5,5,5,5,5,5,5,1,9.0,11.0,,,,,,,,,,85282.0,740
742,4,4,4,4,5,4,4,4,4,4,5,5,3,3,3,4,E,A,4,4,9,9,9,9,9,4.0,A,,5,9.0,99.0,,,,,,,,99,,3.0,9,2.0,3.0,4.0,8.0,,,,,,,,,8,2.0,3.0,4.0,4,4,1,4,5,D,A,9,4,3,4,4,E,B,5,5,9,5,A,D,9,9,9,3,4,3,2,9,2,,,,,,6,10.0,,,,,5,5,5,9,9,9,9,9,5,1,2.0,3.0,4.0,5.0,6.0,10.0,12.0,,,,,85282.0,741
743,5,4,5,5,4,5,5,5,5,5,4,4,4,4,4,4,F,C,4,4,9,9,9,9,9,9.0,A,B,9,4.0,4.0,,,,,,,,2,4.0,4.0,9,1.0,2.0,6.0,10.0,,,,,,,,,6,10.0,1.0,4.0,4,4,5,4,4,D,F,3,4,4,4,3,Z,,4,4,4,4,C,A,4,4,4,5,5,5,4,9,1,5.0,5.0,5.0,5.0,5.0,7,11.0,,,,,5,4,9,5,9,4,5,5,4,2,9.0,12.0,,,,,,,,,,85281.0,742
744,5,5,5,3,5,3,4,2,9,9,4,4,4,9,3,9,E,A,4,9,9,9,9,9,9,9.0,Z,,4,4.0,99.0,,,,,,,,2,3.0,4.0,4,7.0,11.0,,,,,,,,,,,6,7.0,,1.0,1,3,5,4,5,E,D,4,4,4,4,4,Z,,5,5,5,5,Z,,4,4,4,3,3,3,9,9,1,5.0,5.0,5.0,5.0,5.0,6,11.0,,,,,5,9,5,5,2,4,2,3,4,1,5.0,11.0,12.0,,,,,,,,,85281.0,743
745,4,4,4,4,4,4,4,3,4,9,4,4,4,9,4,4,F,E,4,5,4,4,4,4,4,9.0,Z,,5,5.0,99.0,,,,,,,,99,,5.0,4,1.0,2.0,3.0,5.0,7.0,12.0,,,,,,,7,1.0,5.0,4.0,4,4,5,4,4,D,A,3,4,4,4,4,E,B,4,4,4,4,C,B,3,4,4,4,4,4,9,9,2,,,,,,6,7.0,10.0,,,,4,4,4,9,4,4,4,4,4,1,2.0,3.0,5.0,7.0,8.0,9.0,10.0,12.0,,,,85281.0,744
746,4,2,4,3,4,4,4,4,4,4,3,3,1,1,4,3,C,D,3,4,5,4,4,5,5,4.0,F,,4,4.0,99.0,,,,,,,,99,,4.0,9,1.0,2.0,7.0,,,,,,,,,,99,,,4.0,4,5,5,4,4,E,,3,4,3,2,2,E,,5,5,5,5,Z,,4,4,3,3,3,3,2,9,1,4.0,4.0,4.0,4.0,4.0,2,6.0,,,,,4,4,9,9,9,4,4,4,3,1,3.0,11.0,12.0,,,,,,,,,85281.0,745
747,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,B,E,5,5,9,9,9,5,5,9.0,A,E,5,5.0,99.0,,,,,,,,3,5.0,5.0,4,1.0,2.0,8.0,12.0,,,,,,,,,1,12.0,2.0,5.0,5,5,9,5,5,A,E,4,5,5,5,5,E,A,5,5,5,5,,B,5,5,5,5,5,5,4,9,1,5.0,5.0,5.0,5.0,5.0,4,8.0,,,,,5,5,5,5,9,5,5,5,4,1,2.0,3.0,10.0,,,,,,,,,85284.0,746
748,4,4,4,5,4,3,9,9,9,9,5,5,4,4,4,4,C,F,4,4,9,3,4,9,9,4.0,A,C,4,4.0,99.0,,,,,,,,99,,3.0,9,1.0,3.0,8.0,12.0,,,,,,,,,1,8.0,,4.0,4,1,9,3,4,C,,9,4,3,3,3,C,D,4,4,4,4,Z,,3,3,3,3,3,3,3,9,1,4.0,4.0,2.0,2.0,2.0,2,,,,,,4,4,9,4,9,9,9,4,4,1,2.0,3.0,11.0,,,,,,,,,85283.0,747
749,4,4,2,4,3,4,4,5,9,4,3,2,4,4,3,4,C,E,4,4,5,5,4,5,9,9.0,C,B,4,4.0,99.0,,,,,,,,99,,4.0,2,1.0,2.0,7.0,,,,,,,,,,6,1.0,4.0,5.0,5,5,5,3,4,D,F,3,3,3,1,4,D,A,5,5,5,5,Z,,4,3,3,2,3,3,4,9,1,4.0,2.0,3.0,2.0,2.0,10,11.0,,,,,4,5,5,2,4,4,9,3,2,1,2.0,3.0,4.0,5.0,7.0,8.0,9.0,12.0,,,,85281.0,748
750,5,5,5,5,5,5,5,5,5,5,5,4,5,5,9,5,C,,5,5,9,9,9,9,9,5.0,Z,,5,9.0,99.0,,,,,,,,99,,9.0,9,1.0,9.0,11.0,,,,,,,,,,99,,,5.0,5,5,5,5,9,Z,,9,5,5,5,5,Z,,5,5,5,5,B,D,9,9,5,9,9,9,5,5,2,,,,,,2,4.0,5.0,7.0,8.0,9.0,5,5,5,5,5,5,5,5,5,5,6.0,11.0,,,,,,,,,,85281.0,749
751,4,4,3,3,4,3,4,3,4,3,3,4,4,9,2,3,E,F,3,4,3,3,3,2,3,3.0,E,F,4,5.0,99.0,,,,,,,,99,,3.0,2,2.0,3.0,4.0,8.0,9.0,11.0,12.0,,,,,,8,12.0,4.0,3.0,4,3,4,3,2,F,C,2,3,2,3,3,A,C,4,2,2,3,B,C,4,2,3,2,3,3,9,9,1,3.0,4.0,3.0,2.0,3.0,6,8.0,,,,,4,3,4,4,3,4,4,4,4,1,2.0,3.0,5.0,8.0,9.0,10.0,12.0,,,,,85281.0,750
752,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,D,C,3,3,3,3,3,3,3,3.0,Z,,3,3.0,99.0,,,,,,,,99,,3.0,3,1.0,,,,,,,,,,,,99,,,3.0,3,3,3,2,2,D,F,3,3,3,3,3,Z,,3,3,3,3,B,C,3,3,3,3,3,3,3,3,2,,,,,,8,11.0,,,,,3,3,3,3,3,3,3,2,3,11,,,,,,,,,,,,85281.0,751
753,4,3,4,4,3,2,3,5,5,5,4,4,4,3,2,3,E,A,3,5,4,4,4,4,4,9.0,C,E,5,4.0,1.0,,,,,,,,7,2.0,4.0,3,1.0,8.0,11.0,,,,,,,,,,1,12.0,3.0,4.0,5,2,5,3,3,C,F,5,4,5,4,4,D,E,4,4,3,3,D,C,3,3,4,5,5,5,4,4,1,4.0,4.0,3.0,3.0,2.0,1,9.0,,,,,4,4,4,4,4,4,9,4,3,1,2.0,,,,,,,,,,,85281.0,752
754,5,4,4,4,5,5,5,4,5,4,4,3,3,3,3,4,F,,3,5,4,5,5,5,5,5.0,B,C,5,5.0,4.0,,,,,,,,3,4.0,4.0,4,1.0,2.0,6.0,8.0,10.0,11.0,12.0,,,,,,1,10.0,11.0,4.0,5,3,5,4,4,F,E,3,4,3,4,4,A,C,5,5,4,5,C,,4,4,4,4,4,4,3,3,2,,,,,,7,11.0,,,,,5,5,5,5,3,3,4,4,4,1,5.0,11.0,12.0,,,,,,,,,85281.0,753
755,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,B,F,4,5,5,9,5,5,9,9.0,Z,,5,5.0,2.0,,,,,,,,5,7.0,5.0,5,1.0,3.0,4.0,8.0,12.0,,,,,,,,3,12.0,,4.0,4,2,5,5,5,C,B,5,5,4,5,5,Z,,5,5,5,5,Z,,4,4,5,5,5,5,5,5,2,,,,,,99,,,,,,5,5,9,5,9,5,3,4,4,2,5.0,8.0,12.0,,,,,,,,,85281.0,754
756,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,E,F,4,5,5,5,9,9,5,9.0,A,C,5,2.0,99.0,,,,,,,,5,7.0,4.0,9,7.0,9.0,12.0,,,,,,,,,,7,12.0,9.0,5.0,5,5,5,5,2,F,D,5,5,5,5,5,B,E,5,5,9,5,B,D,9,5,5,9,5,5,9,9,1,5.0,5.0,5.0,5.0,5.0,7,10.0,,,,,5,5,5,9,9,3,3,4,3,1,2.0,8.0,9.0,10.0,,,,,,,,85282.0,755
757,5,4,3,4,4,4,4,4,2,4,5,5,1,4,3,4,C,E,3,3,4,4,4,4,4,4.0,B,,5,5.0,99.0,,,,,,,,99,,4.0,4,1.0,7.0,,,,,,,,,,,1,7.0,5.0,4.0,5,4,5,5,4,F,C,1,4,2,4,4,A,C,5,5,5,5,C,B,4,4,5,5,5,4,5,4,1,5.0,5.0,5.0,5.0,5.0,2,6.0,,,,,4,3,4,4,4,4,4,4,3,1,2.0,3.0,5.0,12.0,,,,,,,,85282.0,756
758,5,5,5,2,5,5,5,4,5,5,5,5,5,5,5,5,E,F,5,5,9,9,5,9,9,9.0,Z,,5,5.0,99.0,,,,,,,,3,5.0,5.0,9,1.0,7.0,12.0,,,,,,,,,,1,7.0,,5.0,4,5,5,4,4,F,D,5,5,5,4,5,E,B,5,5,5,5,B,A,3,5,3,5,3,2,5,9,2,,,,,,10,11.0,,,,,5,5,5,5,5,5,9,4,4,1,2.0,3.0,4.0,5.0,9.0,12.0,,,,,,85282.0,757
759,5,5,5,5,5,5,5,3,5,5,5,4,4,5,5,5,C,B,4,4,4,4,4,9,4,9.0,A,B,4,5.0,99.0,,,,,,,,2,,5.0,9,1.0,6.0,10.0,12.0,,,,,,,,,6,1.0,10.0,4.0,5,5,5,9,2,F,A,3,3,4,4,4,B,A,5,5,5,5,A,C,4,3,3,4,3,3,5,5,1,5.0,5.0,5.0,3.0,3.0,8,10.0,,,,,5,5,5,5,4,5,5,5,5,1,3.0,5.0,10.0,12.0,,,,,,,,85282.0,758
760,5,3,4,4,4,4,5,5,5,9,3,4,4,9,4,4,C,A,4,5,4,5,5,4,9,9.0,B,E,3,4.0,99.0,,,,,,,,99,,4.0,3,1.0,2.0,3.0,6.0,7.0,,,,,,,,99,,,4.0,5,5,3,4,5,D,E,4,4,4,4,4,B,E,5,5,5,5,Z,,5,5,3,3,4,4,9,9,2,,,,,,4,6.0,,,,,4,4,5,3,4,4,3,3,4,1,2.0,3.0,4.0,9.0,10.0,12.0,,,,,,85283.0,759
761,5,2,4,4,5,5,5,5,5,5,5,5,5,5,3,5,E,A,5,4,4,4,4,4,4,4.0,E,B,4,5.0,4.0,,,,,,,,3,7.0,4.0,5,1.0,2.0,,,,,,,,,,,1,6.0,,4.0,5,5,4,5,2,F,D,5,4,4,2,5,D,B,5,5,5,5,B,C,4,4,2,4,2,4,3,3,1,5.0,5.0,5.0,5.0,5.0,7,10.0,,,,,5,5,5,5,5,5,5,5,5,1,2.0,3.0,4.0,7.0,8.0,9.0,10.0,11.0,12.0,,,85284.0,760
762,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,5,E,C,4,5,5,5,5,5,5,5.0,F,,5,5.0,99.0,,,,,,,,99,,3.0,3,1.0,2.0,8.0,12.0,,,,,,,,,1,6.0,,4.0,4,2,4,4,4,C,A,5,5,5,3,2,D,C,3,4,3,2,D,C,3,4,3,2,3,1,5,3,1,5.0,5.0,5.0,5.0,5.0,6,9.0,,,,,5,4,4,4,3,4,3,3,3,1,2.0,3.0,8.0,,,,,,,,,85283.0,761
763,4,4,2,4,4,4,4,4,9,9,4,5,3,4,4,3,Z,,4,4,3,9,9,9,4,9.0,B,F,2,3.0,99.0,,,,,,,,5,7.0,4.0,4,1.0,3.0,4.0,6.0,7.0,8.0,10.0,11.0,12.0,,,,1,12.0,6.0,4.0,5,4,5,5,4,D,F,3,4,3,4,4,B,E,4,5,4,3,D,,2,3,2,1,2,1,9,9,1,4.0,3.0,9.0,4.0,2.0,8,9.0,,,,,4,9,4,4,9,3,3,3,4,1,3.0,5.0,8.0,10.0,11.0,12.0,,,,,,85282.0,762
764,5,5,5,9,4,4,5,5,5,5,5,5,5,3,4,5,D,E,4,5,9,9,5,5,9,9.0,A,E,9,5.0,99.0,,,,,,,,8,7.0,4.0,4,1.0,2.0,8.0,12.0,,,,,,,,,1,7.0,6.0,5.0,5,5,9,5,5,D,F,5,5,5,5,5,B,E,5,5,9,5,B,D,4,5,4,5,9,9,2,9,1,5.0,5.0,5.0,5.0,5.0,2,7.0,,,,,4,4,5,9,5,9,9,9,5,2,4.0,9.0,,,,,,,,,,85284.0,763
765,4,4,4,4,4,4,4,4,5,5,4,4,4,9,4,4,Z,,4,5,4,4,4,4,4,9.0,Z,,5,5.0,6.0,,,,,,,,99,,3.0,3,1.0,12.0,,,,,,,,,,,1,10.0,12.0,,4,4,2,4,4,B,,4,4,4,4,4,Z,,4,4,4,4,Z,,9,9,4,4,4,4,9,9,2,,,,,,99,,,,,,4,4,4,4,4,4,9,4,4,1,2.0,3.0,,,,,,,,,,85283.0,764
766,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,D,C,4,4,4,3,4,9,4,9.0,B,F,4,4.0,2.0,,,,,,,,7,3.0,4.0,4,1.0,2.0,3.0,5.0,8.0,12.0,,,,,,,2,1.0,12.0,4.0,4,3,4,9,4,C,B,3,4,3,3,4,Z,,2,4,3,4,A,C,3,3,3,3,3,3,2,3,9,3.0,3.0,3.0,3.0,3.0,8,11.0,,,,,4,4,4,4,4,4,4,4,5,1,2.0,4.0,6.0,8.0,10.0,,,,,,,85282.0,765
767,5,5,4,4,4,5,5,5,5,5,4,5,4,5,4,5,A,C,4,5,5,4,4,4,4,4.0,D,C,5,4.0,2.0,,,,,,,,2,,4.0,3,1.0,5.0,12.0,,,,,,,,,,1,5.0,12.0,4.0,4,3,5,4,5,C,A,4,4,4,4,5,B,A,5,5,4,4,C,D,3,3,3,3,3,3,4,5,1,3.0,4.0,3.0,4.0,4.0,8,12.0,,,,,4,4,4,4,4,4,4,4,4,1,2.0,4.0,5.0,8.0,9.0,10.0,11.0,12.0,,,,85282.0,766
768,4,4,1,3,3,1,5,4,4,5,4,4,4,4,3,5,F,E,4,3,5,4,4,4,4,9.0,A,B,4,4.0,99.0,,,,,,,,99,,4.0,4,1.0,2.0,3.0,4.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,,12,,,5.0,5,5,5,4,3,F,A,3,4,3,3,4,Z,,5,5,5,5,Z,,4,3,4,4,4,9,4,4,2,,,,,,2,7.0,,,,,4,4,9,9,9,4,4,4,4,1,2.0,3.0,4.0,7.0,8.0,9.0,10.0,11.0,12.0,,,85283.0,767
769,3,4,3,9,3,9,2,9,3,3,3,3,2,3,4,3,C,D,4,4,3,3,9,9,9,9.0,Z,,9,9.0,99.0,,,,,,,,99,,9.0,2,1.0,8.0,,,,,,,,,,,1,,,3.0,2,2,9,2,2,B,E,2,2,2,2,2,B,A,9,9,9,9,Z,,9,9,9,9,9,9,9,9,9,9.0,9.0,9.0,9.0,9.0,99,,,,,,9,9,9,9,9,9,9,9,9,99,,,,,,,,,,,,85281.0,768
770,5,5,5,9,5,5,5,9,9,9,5,5,5,5,5,4,F,B,5,3,4,9,4,4,4,9.0,A,E,5,9.0,99.0,,,,,,,,99,,4.0,4,1.0,2.0,3.0,4.0,8.0,9.0,11.0,,,,,,99,,,5.0,5,3,4,4,9,C,D,5,4,4,4,5,B,C,5,5,5,5,Z,,9,9,5,5,5,4,5,9,2,,,,,,2,7.0,,,,,5,5,5,5,5,5,5,5,9,1,2.0,4.0,5.0,8.0,12.0,,,,,,,85282.0,769
771,5,5,5,4,5,5,4,4,5,5,5,5,4,9,4,4,E,C,3,9,9,9,9,9,9,9.0,Z,,5,5.0,99.0,,,,,,,,99,,5.0,9,2.0,7.0,8.0,,,,,,,,,,2,7.0,,4.0,5,5,9,4,5,D,A,9,3,4,4,4,B,C,3,4,3,4,A,,4,9,4,4,3,9,9,9,1,5.0,5.0,5.0,4.0,5.0,10,,,,,,5,5,5,5,4,4,9,4,4,1,2.0,3.0,10.0,,,,,,,,,85284.0,770
772,5,5,4,4,4,4,5,4,5,5,3,3,4,4,4,4,A,B,5,4,4,5,3,4,4,4.0,D,,5,5.0,3.0,,,,,,,,99,,4.0,5,2.0,7.0,8.0,,,,,,,,,,2,7.0,8.0,4.0,4,3,4,3,4,C,E,4,4,4,4,4,Z,,5,5,5,5,Z,,3,3,4,4,4,4,4,4,1,5.0,5.0,5.0,5.0,5.0,10,,,,,,4,4,4,4,4,4,4,4,4,1,2.0,3.0,4.0,5.0,7.0,8.0,9.0,10.0,11.0,12.0,,85282.0,771
773,4,3,5,4,4,4,4,4,4,4,3,4,4,4,4,4,A,,4,4,4,4,4,3,3,4.0,F,E,4,4.0,99.0,,,,,,,,99,,4.0,3,1.0,8.0,,,,,,,,,,,8,1.0,,3.0,3,3,4,3,3,B,,4,4,4,4,3,E,,4,4,3,4,C,,3,3,4,3,3,3,3,4,2,,,,,,2,6.0,,,,,4,4,3,9,9,3,3,4,9,2,5.0,10.0,12.0,,,,,,,,,85282.0,772
774,4,4,4,4,4,4,4,4,4,4,2,3,2,3,4,3,A,C,3,4,4,4,9,4,5,5.0,Z,,5,4.0,99.0,,,,,,,,99,,3.0,3,1.0,2.0,4.0,6.0,7.0,8.0,11.0,,,,,,1,2.0,8.0,2.0,3,3,4,3,9,A,C,2,3,2,3,3,A,C,3,3,3,4,A,C,3,3,3,4,9,4,3,5,1,5.0,5.0,9.0,4.0,5.0,6,11.0,,,,,4,5,4,4,4,4,3,3,3,1,2.0,7.0,8.0,9.0,10.0,11.0,,,,,,85282.0,773
