OBJECTID,name,reportdt,confirmed,recovered,deaths,active,GlobalID,tested,Negative,Pending,MaleCases,FemaleCases,Cases0to19,Cases20to29,Cases30to39,Cases40to49,Cases50to59,Cases60to69,Cases70to79,Cases80plus,NewCases,MaleDeaths,FemaleDeaths,Deaths0to19,Deaths20to29,Deaths30to39,Deaths40to49,Deaths50to59,Deaths60to69,Deaths70to79,Deaths80plus,AsianCases,BlackCases,HispanicCases,NativeAmCases,OtherCases,WhiteCases,CurrentlyHospitalizedCases,PercAsianCases,PercBlackCases,PercHispanicCases,PercNativeAmCases,PercOtherCases,PercWhiteCases,PercPopAsianCases,PercPopBlackCases,PercPopHispanicCases,PercPopNativeAmCases,PercPopOtherCases,PercPopWhiteCases,NewDailyDeaths,NewDailyTested,DailyPercentPositive,TotalPercentPositive,NewDailyNegative,ThreeDayAvg,SevenDayAvg,Cases0to9,Cases10to19,Deaths0to9,Deaths10to19,TotalDoses,TotalRecipients,MalesVaccinated,FemalesVaccinated,Vaccinated0to9,Vaccinated10to19,Vaccinated20to29,Vaccinated30to39,Vaccinated40to49,Vaccinated50to59,Vaccinated60to69,Vaccinated70to79,Vaccinated80plus,NewDailyDoses,NewDailyRecipients,Total1DoseRecipients,Total2DoseRecipients,TotalJJDoses,TotalJJRecipients,TotalVaccinated,Pfizer3DoseRecipients,Moderna3DoseRecipients,Total3DoseRecipients,PartialVaccinated
579,South Dakota,2021/11/23 17:39:00+00,163721,154453,2318,6950,a1016e9c-84cd-43d4-9613-eae57064b036,0,,0,78145.0,85576.0,,27987.0,27168.0,22889.0,21869.0,18319.0,9639.0,6493.0,931,1250.0,1068.0,,11.0,34.0,57.0,154.0,340.0,542.0,1180.0,2156.0,3875.0,6642.0,19405.0,6752.0,124891.0,237.0,1.31687443883192,2.36683137777072,4.05690168029758,11.8524807446815,4.12408915166655,76.2828226067517,17.0300157977883,23.8593682655009,20.7594936708861,25.7596474227078,22.5104184030672,17.1069032493131,9.0,,,,,448.667,389.857,9331.0,20026.0,0.0,0.0,978944.0,472065.0,212567.0,246426.0,,,,,,,,,,8630.0,2729.0,85940.0,392909.0,33119.0,33119.0,533997.0,63383.0,44586.0,107969.0,52821.0
580,South Dakota,2021/11/24 16:57:00+00,164292,154892,2320,7080,cbc2b4f4-2d8b-468e-9693-ac960466346f,0,,0,78407.0,85885.0,,28080.0,27276.0,22975.0,21938.0,18360.0,9677.0,6506.0,571,1249.0,1071.0,,11.0,34.0,57.0,155.0,342.0,540.0,1181.0,2159.0,3890.0,6676.0,19461.0,6705.0,125401.0,231.0,1.31412363353054,2.36773549533757,4.06349670099579,11.8453728726901,4.08114819954715,76.3281230978989,17.0537124802528,23.9517271103996,20.865760275043,25.8339860084162,22.3537256209368,17.1767603299446,2.0,,,,,639.0,402.571,9391.0,20089.0,0.0,0.0,986676.0,473600.0,213034.0,247374.0,,,,,,,,,,7732.0,1535.0,85664.0,395047.0,33318.0,33318.0,539264.0,64431.0,46468.0,110899.0,52346.0
581,South Dakota,2021/11/25 13:08:19.991+00,164292,154892,2320,7080,38e96e7e-c358-49d3-b44b-9e14a9b231ae,0,,0,78407.0,85885.0,,28080.0,27276.0,22975.0,21938.0,18360.0,9677.0,6506.0,0,1249.0,1071.0,,11.0,34.0,57.0,155.0,342.0,540.0,1181.0,2159.0,3890.0,6676.0,19461.0,6705.0,125401.0,231.0,1.31412363353054,2.36773549533757,4.06349670099579,11.8453728726901,4.08114819954715,76.3281230978989,17.0537124802528,23.9517271103996,20.865760275043,25.8339860084162,22.3537256209368,17.1767603299446,0.0,0.0,,,0.0,639.0,402.571,9391.0,20089.0,0.0,0.0,986676.0,473600.0,213034.0,247374.0,,,,,,,,,,0.0,0.0,85664.0,395047.0,33318.0,33318.0,539264.0,,,,
582,South Dakota,2021/11/26 13:21:16+00,164292,154892,2320,7080,f725d2da-fdac-48f4-9ab0-85b360f09961,0,,0,78407.0,85885.0,,28080.0,27276.0,22975.0,21938.0,18360.0,9677.0,6506.0,0,1249.0,1071.0,,11.0,34.0,57.0,155.0,342.0,540.0,1181.0,2159.0,3890.0,6676.0,19461.0,6705.0,125401.0,231.0,1.31412363353054,2.36773549533757,4.06349670099579,11.8453728726901,4.08114819954715,76.3281230978989,17.0537124802528,23.9517271103996,20.865760275043,25.8339860084162,22.3537256209368,17.1767603299446,0.0,0.0,,,0.0,639.0,402.571,9391.0,20089.0,0.0,0.0,986676.0,473600.0,213034.0,247374.0,,,,,,,,,,0.0,0.0,85664.0,395047.0,33318.0,33318.0,539264.0,,,,
583,South Dakota,2021/11/28 09:03:15.878+00,164292,154892,2320,7080,d4c1847a-48a7-4238-b1d4-beeba435103c,0,,0,78407.0,85885.0,,28080.0,27276.0,22975.0,21938.0,18360.0,9677.0,6506.0,0,1249.0,1071.0,,11.0,34.0,57.0,155.0,342.0,540.0,1181.0,2159.0,3890.0,6676.0,19461.0,6705.0,125401.0,231.0,1.31412363353054,2.36773549533757,4.06349670099579,11.8453728726901,4.08114819954715,76.3281230978989,17.0537124802528,23.9517271103996,20.865760275043,25.8339860084162,22.3537256209368,17.1767603299446,0.0,0.0,,,0.0,639.0,402.571,9391.0,20089.0,0.0,0.0,986676.0,473600.0,213034.0,247374.0,,,,,,,,,,0.0,0.0,85664.0,395047.0,33318.0,33318.0,539264.0,,,,
584,South Dakota,2021/11/27 09:04:23.747+00,164292,154892,2320,7080,076492bf-6061-47b0-9133-4d036d4e750d,0,,0,78407.0,85885.0,,28080.0,27276.0,22975.0,21938.0,18360.0,9677.0,6506.0,0,1249.0,1071.0,,11.0,34.0,57.0,155.0,342.0,540.0,1181.0,2159.0,3890.0,6676.0,19461.0,6705.0,125401.0,231.0,1.31412363353054,2.36773549533757,4.06349670099579,11.8453728726901,4.08114819954715,76.3281230978989,17.0537124802528,23.9517271103996,20.865760275043,25.8339860084162,22.3537256209368,17.1767603299446,0.0,0.0,,,0.0,639.0,402.571,9391.0,20089.0,0.0,0.0,986676.0,473600.0,213034.0,247374.0,,,,,,,,,,0.0,0.0,85664.0,395047.0,33318.0,33318.0,539264.0,,,,
585,South Dakota,2021/11/29 17:10:00+00,164867,155286,2328,7253,e31645e1-0309-4b8d-ac51-5afe5b55fb9c,0,,0,78694.0,86173.0,,28167.0,27377.0,23058.0,22019.0,18421.0,9707.0,6521.0,575,1254.0,1074.0,,11.0,34.0,57.0,155.0,344.0,541.0,1186.0,2164.0,3908.0,6700.0,19528.0,6678.0,125889.0,234.0,1.31257316503606,2.37039553094312,4.0638817956292,11.8446990604548,4.05053770615102,76.3579127417858,17.0932069510269,24.0625577242781,20.9407719956243,25.9229268163173,22.2637106184364,17.2436039678822,8.0,,,,,191.667,296.714,9440.0,20157.0,0.0,0.0,991043.0,475241.0,213857.0,248211.0,,,,,,,,,,4367.0,1641.0,87281.0,395289.0,33409.0,33409.0,541755.0,65386.0,47671.0,113057.0,53872.0
586,South Dakota,2021/11/30 16:55:00+00,166208,157096,2334,6778,d2bc969c-2fb8-48d2-b315-87adf9c7c600,0,,0,79313.0,86895.0,,28350.0,27652.0,23259.0,22179.0,18561.0,9770.0,6556.0,1341,1256.0,1078.0,,11.0,34.0,57.0,155.0,344.0,542.0,1191.0,2179.0,3942.0,6753.0,19660.0,6657.0,127017.0,243.0,1.31100789372353,2.37172699268387,4.06298132460531,11.8285521755872,4.00522237196766,76.4205092414324,17.2116903633491,24.2719044393818,21.1064228785748,26.09815348263,22.193698949825,17.3981113932789,6.0,,,,,638.667,355.286,9593.0,20288.0,0.0,0.0,998488.0,476860.0,214699.0,248978.0,,,,,,,,,,7445.0,1619.0,87570.0,396998.0,33561.0,33561.0,547333.0,67337.0,49437.0,116774.0,54009.0
587,South Dakota,2021/12/01 16:36:00+00,167144,157573,2349,7222,5d9c6f2b-debd-4cd4-96ac-dd1975e91f61,0,,0,79735.0,87409.0,,28498.0,27820.0,23385.0,22269.0,18663.0,9803.0,6580.0,936,1265.0,1084.0,,11.0,34.0,58.0,160.0,347.0,546.0,1193.0,2185.0,3957.0,6799.0,19876.0,6658.0,127669.0,249.0,1.30725601876226,2.3674197099507,4.06774996410281,11.8915426219308,3.98339156655339,76.3826401187,17.259083728278,24.3642632842805,21.2501953430223,26.3848880275053,22.1970328388065,17.4874188767529,15.0,,,,,950.667,407.429,9712.0,20414.0,0.0,0.0,1001864.0,477411.0,214973.0,249263.0,,,,,,,,,,3376.0,551.0,87650.0,397674.0,33642.0,33642.0,550024.0,68195.0,50513.0,118708.0,54008.0
588,South Dakota,2021/12/02 17:44:00+00,167759,157988,2355,7416,6c243c05-0e67-45f5-a277-7aafbd07b8a5,0,,0,80008.0,87751.0,,28583.0,27925.0,23453.0,22350.0,18727.0,9831.0,6590.0,615,1268.0,1087.0,,11.0,34.0,59.0,161.0,348.0,547.0,1195.0,2193.0,3965.0,6827.0,19962.0,6623.0,128189.0,248.0,1.30723239885789,2.36350955835454,4.06952831144678,11.899212560876,3.94792529759953,76.4125918728652,17.3222748815166,24.4135213348932,21.3377090170339,26.4990508555575,22.0803467244541,17.5586457040635,6.0,,,,,964.0,495.2286,9797.0,20503.0,0.0,0.0,1010945.0,479660.0,216043.0,250461.0,,,,,,,,,,9081.0,2249.0,89100.0,398964.0,33863.0,33863.0,556563.0,70309.0,53427.0,123736.0,55237.0
589,South Dakota,2021/12/03 18:28:00+00,168271,158342,2357,7572,e099d562-61d5-45eb-bfca-10a1a5341ebb,0,,0,80261.0,88010.0,,28670.0,28021.0,23520.0,22419.0,18782.0,9861.0,6597.0,512,1270.0,1087.0,,11.0,34.0,59.0,162.0,348.0,548.0,1195.0,2199.0,3971.0,6842.0,20053.0,6601.0,128605.0,247.0,1.30682054542969,2.35988375893648,4.06606010542518,11.917086128923,3.92283875415253,76.4273107071331,17.3696682464455,24.4504648728527,21.3845913423973,26.6198510573336,22.0070011668611,17.6156271659119,2.0,,,,,687.667,568.429,9843.0,20558.0,0.0,0.0,1015847.0,480837.0,216614.0,251070.0,,,,,,,,,,4902.0,1177.0,89874.0,399674.0,33992.0,33992.0,560101.0,71617.0,54818.0,126435.0,55882.0
590,South Dakota,2021/12/05 09:03:35.820+00,168271,158342,2357,7572,06c1d704-01d2-483d-ac3e-7aac3d14ce33,0,,0,80261.0,88010.0,,28670.0,28021.0,23520.0,22419.0,18782.0,9861.0,6597.0,0,1270.0,1087.0,,11.0,34.0,59.0,162.0,348.0,548.0,1195.0,2199.0,3971.0,6842.0,20053.0,6601.0,128605.0,247.0,1.30682054542969,2.35988375893648,4.06606010542518,11.917086128923,3.92283875415253,76.4273107071331,17.3696682464455,24.4504648728527,21.3845913423973,26.6198510573336,22.0070011668611,17.6156271659119,0.0,0.0,,,0.0,687.667,568.429,9843.0,20558.0,0.0,0.0,1015847.0,480837.0,216614.0,251070.0,,,,,,,,,,0.0,0.0,89874.0,399674.0,33992.0,33992.0,560101.0,,,,
591,South Dakota,2021/12/04 09:04:50.933+00,168271,158342,2357,7572,0ed40553-e639-477a-993b-8414212f3d3d,0,,0,80261.0,88010.0,,28670.0,28021.0,23520.0,22419.0,18782.0,9861.0,6597.0,0,1270.0,1087.0,,11.0,34.0,59.0,162.0,348.0,548.0,1195.0,2199.0,3971.0,6842.0,20053.0,6601.0,128605.0,247.0,1.30682054542969,2.35988375893648,4.06606010542518,11.917086128923,3.92283875415253,76.4273107071331,17.3696682464455,24.4504648728527,21.3845913423973,26.6198510573336,22.0070011668611,17.6156271659119,0.0,0.0,,,0.0,687.667,568.429,9843.0,20558.0,0.0,0.0,1015847.0,480837.0,216614.0,251070.0,,,,,,,,,,0.0,0.0,89874.0,399674.0,33992.0,33992.0,560101.0,,,,
592,South Dakota,2021/12/06 17:58:00+00,168763,158710,2371,7682,cd4b3f89-8ab7-4c63-bab3-2caff787871d,0,,0,80529.0,88234.0,,28753.0,28100.0,23576.0,22487.0,18832.0,9888.0,6604.0,492,1276.0,1095.0,,11.0,35.0,59.0,166.0,350.0,550.0,1200.0,2205.0,3987.0,6871.0,20130.0,6575.0,128995.0,246.0,1.30656601269236,2.36248466784781,4.07139005587718,11.9279699934227,3.8959961602958,76.4355931098641,17.4170616113744,24.5489809740779,21.4752305047664,26.7220666126827,21.9203200533422,17.6690472863949,14.0,,,,,164.0,556.571,9903.0,20620.0,0.0,0.0,1020378.0,481468.0,216938.0,251412.0,,,,,,,,,,4531.0,631.0,89983.0,400497.0,34096.0,34096.0,563789.0,72990.0,56206.0,129196.0,55887.0
593,South Dakota,2021/12/07 16:45:00+00,169789,159767,2375,7647,487dc8a0-e1da-4e24-8f21-0c1ce9e6d5ca,0,,0,80990.0,88799.0,,28905.0,28277.0,23701.0,22619.0,18938.0,9963.0,6627.0,1027,1278.0,1097.0,,11.0,36.0,59.0,167.0,350.0,550.0,1202.0,2215.0,4004.0,6911.0,20234.0,6604.0,129821.0,250.0,1.30456036610146,2.35822108617166,4.07034613549759,11.9171442201792,3.88953347978962,76.4601947122605,17.4960505529226,24.6536543316298,21.6002500390686,26.8601239861412,22.0170028338056,17.7821883620843,4.0,,,,,506.333,511.714,10017.0,20742.0,0.0,0.0,1027920.0,482631.0,217585.0,251978.0,,,,,,,,,,7542.0,1163.0,90100.0,402074.0,34268.0,34268.0,569793.0,75423.0,58028.0,133451.0,55832.0
594,South Dakota,2021/12/08 17:40:00+00,170416,160280,2384,7752,b5520771-75a3-40d0-8251-3f497e109368,0,,0,81312.0,89104.0,,29006.0,28375.0,23784.0,22689.0,18996.0,9992.0,6649.0,627,1284.0,1100.0,,11.0,38.0,61.0,168.0,351.0,550.0,1205.0,2221.0,4013.0,6940.0,20401.0,6582.0,130259.0,267.0,1.30328138202986,2.35482583794949,4.07238756924232,11.9712937752324,3.86231339780302,76.4358980377429,17.5434439178515,24.7090696385691,21.6908892014377,27.0818122685216,21.9436572762127,17.8421832666267,9.0,,,,,715.333,467.571,10100.0,20825.0,0.0,0.0,1032324.0,483065.0,217849.0,252163.0,,,,,,,,,,4404.0,434.0,90100.0,402762.0,34378.0,34378.0,573594.0,76674.0,59780.0,136454.0,55722.0
595,South Dakota,2021/12/09 17:46:00+00,170800,160720,2392,7688,0b2df78b-12d7-47b1-8ff4-7da51b057373,0,,0,81493.0,89307.0,,29075.0,28435.0,23833.0,22736.0,19048.0,10014.0,6661.0,384,1290.0,1102.0,,11.0,38.0,61.0,169.0,353.0,552.0,1208.0,2229.0,4017.0,6962.0,20444.0,6560.0,130588.0,270.0,1.30503512880562,2.35187353629977,4.07611241217799,11.9695550351288,3.84074941451991,76.4566744730679,17.6066350710901,24.7336986638754,21.759649945304,27.1388936825477,21.8703117186198,17.8872479323674,8.0,,,,,679.333,434.571,10132.0,20866.0,0.0,0.0,1036221.0,484098.0,218376.0,252700.0,,,,,,,,,,3897.0,1033.0,90871.0,403237.0,34468.0,34468.0,576316.0,77710.0,60901.0,138611.0,56403.0
596,South Dakota,2021/12/10 18:57:00+00,171248,161158,2398,7692,4a46adfa-f869-44e7-99e2-a426882e41a2,0,,0,81714.0,89534.0,,29141.0,28507.0,23899.0,22793.0,19104.0,10033.0,6673.0,448,1295.0,1103.0,,11.0,38.0,61.0,170.0,354.0,553.0,1211.0,2234.0,4035.0,6983.0,20498.0,6503.0,130995.0,261.0,1.30454078295805,2.3562318975988,4.07771185648884,11.9697748294871,3.79741661216481,76.4943240213024,17.6461295418641,24.8445292777538,21.8252852008126,27.2105773187665,21.6802800466744,17.9429966222047,6.0,,,,,486.333,425.429,10178.0,20920.0,0.0,0.0,1041313.0,485461.0,219024.0,253416.0,,,,,,,,,,,,91731.0,404051.0,34614.0,34614.0,579874.0,78875.0,62334.0,141209.0,57117.0
597,South Dakota,2021/12/12 09:08:35.028+00,171248,161158,2398,7692,53de8d56-0011-42ce-8008-92b0218e66f2,0,,0,81714.0,89534.0,,29141.0,28507.0,23899.0,22793.0,19104.0,10033.0,6673.0,0,1295.0,1103.0,,11.0,38.0,61.0,170.0,354.0,553.0,1211.0,2234.0,4035.0,6983.0,20498.0,6503.0,130995.0,261.0,1.30454078295805,2.3562318975988,4.07771185648884,11.9697748294871,3.79741661216481,76.4943240213024,17.6461295418641,24.8445292777538,21.8252852008126,27.2105773187665,21.6802800466744,17.9429966222047,0.0,0.0,,,0.0,486.333,425.429,10178.0,20920.0,0.0,0.0,1041313.0,485461.0,219024.0,253416.0,,,,,,,,,,0.0,0.0,91731.0,404051.0,34614.0,34614.0,579874.0,,,,
598,South Dakota,2021/12/11 09:11:25.956+00,171248,161158,2398,7692,01475bdf-e4ef-4979-ab31-a7e13af1b6db,0,,0,81714.0,89534.0,,29141.0,28507.0,23899.0,22793.0,19104.0,10033.0,6673.0,0,1295.0,1103.0,,11.0,38.0,61.0,170.0,354.0,553.0,1211.0,2234.0,4035.0,6983.0,20498.0,6503.0,130995.0,261.0,1.30454078295805,2.3562318975988,4.07771185648884,11.9697748294871,3.79741661216481,76.4943240213024,17.6461295418641,24.8445292777538,21.8252852008126,27.2105773187665,21.6802800466744,17.9429966222047,0.0,0.0,,,0.0,486.333,425.429,10178.0,20920.0,0.0,0.0,1041313.0,485461.0,219024.0,253416.0,,,,,,,,,,0.0,0.0,91731.0,404051.0,34614.0,34614.0,579874.0,,,,
599,South Dakota,2021/12/13 18:14:00+00,171583,161593,2407,7583,0be1232d-c965-482c-b3b0-c768528a59c6,0,,0,81865.0,89718.0,,29188.0,28567.0,23949.0,22837.0,19150.0,10050.0,6681.0,335,1301.0,1106.0,,11.0,38.0,61.0,172.0,357.0,554.0,1214.0,2239.0,4046.0,6999.0,20529.0,6406.0,131364.0,273.0,1.30490782886416,2.35804246341421,4.07907543288088,11.9644720048023,3.73347009901913,76.5600321710193,17.6856240126382,24.9122590973462,21.8752930145335,27.2517290358551,21.3568928154692,17.9935402746616,9.0,,,,,111.667,403.0,10208.0,20953.0,0.0,0.0,1043702.0,485706.0,219191.0,253504.0,,,,,,,,,,2389.0,245.0,91741.0,404459.0,34664.0,34664.0,581892.0,79672.0,63097.0,142769.0,57077.0
600,South Dakota,2021/12/14 16:44:00+00,172300,162738,2411,7151,d2c2f729-0036-409f-b7ad-80f800edcf38,0,,0,82206.0,90094.0,,29312.0,28704.0,24060.0,22914.0,19238.0,10083.0,6701.0,717,1302.0,1109.0,,11.0,38.0,61.0,172.0,359.0,554.0,1216.0,2254.0,4074.0,7122.0,20679.0,6266.0,131905.0,284.0,1.30818340104469,2.36448055716773,4.13348810214742,12.0017411491584,3.6366802089379,76.5554265815438,17.8041074249605,25.0846622744905,22.2597280825129,27.450850247574,20.8901483580597,18.0676435699982,4.0,,,,,350.667,358.714,10270.0,21018.0,0.0,0.0,1049747.0,486892.0,219849.0,254061.0,,,,,,,,,,6045.0,1186.0,92344.0,405493.0,34822.0,34822.0,586454.0,81631.0,64508.0,146139.0,57522.0
601,South Dakota,2021/12/15 17:33:00+00,172744,163260,2419,7065,8ecfc81a-0d2e-4fa9-9c3b-fc06152a3af4,0,,0,82431.0,90313.0,,29375.0,28788.0,24129.0,22979.0,19292.0,10102.0,6715.0,444,1307.0,1112.0,,11.0,38.0,61.0,174.0,362.0,555.0,1218.0,2258.0,4083.0,7150.0,20713.0,6216.0,132324.0,271.0,1.30713657203723,2.36361320798407,4.13907284768212,11.990575649516,3.59838836660029,76.6012133561802,17.8357030015798,25.1400775814297,22.3472417565245,27.495984388897,20.7234539089848,18.1250359558503,8.0,,,,,498.667,332.571,10313.0,21051.0,0.0,0.0,1052951.0,487351.0,220076.0,254277.0,,,,,,,,,,3204.0,459.0,92335.0,406139.0,34926.0,34926.0,589121.0,82666.0,65390.0,148056.0,57409.0
602,South Dakota,2021/12/16 22:47:00+00,173257,163747,2430,7080,61d37352-6bef-4bf3-829f-277058746c47,0,,0,82679.0,90578.0,,29459.0,28887.0,24196.0,23046.0,19354.0,10119.0,6728.0,513,1313.0,1117.0,,11.0,38.0,62.0,175.0,364.0,559.0,1221.0,2265.0,4087.0,7175.0,20774.0,6203.0,132753.0,268.0,1.30730648689519,2.35892344898042,4.14124681831037,11.9902803349937,3.58023052459641,76.6220123862239,17.8909952606635,25.164706606736,22.4253789654634,27.5769603483294,20.6801133522254,18.1837980883815,11.0,,,,,558.0,351.0,10370.0,21098.0,0.0,0.0,1055392.0,487759.0,220300.0,254469.0,,,,,,,,,,2441.0,408.0,92451.0,406564.0,34986.0,34986.0,591079.0,83362.0,66167.0,149529.0,57465.0
603,South Dakota,2021/12/17 19:26:00+00,173655,163887,2433,7335,688faf6c-3a1d-4ca9-b451-1cc5d670f923,0,,0,82893.0,90762.0,,29527.0,28962.0,24247.0,23098.0,19394.0,10135.0,6736.0,398,1315.0,1118.0,,11.0,38.0,62.0,175.0,364.0,561.0,1222.0,2267.0,4096.0,7193.0,20821.0,6163.0,133115.0,254.0,1.30546197921166,2.3586997207106,4.1421208718436,11.9898649621376,3.54899081512194,76.6548616509746,17.9067930489731,25.2201219136753,22.4816377558994,27.6393516613346,20.5467577929655,18.2333829181631,3.0,,,,,451.667,343.857,10402.0,21154.0,0.0,0.0,1060167.0,489211.0,221024.0,255202.0,,,,,,,,,,4475.0,1452.0,93058.0,407636.0,35185.0,35185.0,594366.0,84263.0,67282.0,151545.0,57873.0
604,South Dakota,2021/12/19 09:11:08.864+00,173655,163887,2433,7335,ca5c9dd6-f273-477b-827c-46379720f5d6,0,,0,82893.0,90762.0,,29527.0,28962.0,24247.0,23098.0,19394.0,10135.0,6736.0,0,1315.0,1118.0,,11.0,38.0,62.0,175.0,364.0,561.0,1222.0,2267.0,4096.0,7193.0,20821.0,6163.0,133115.0,254.0,1.30546197921166,2.3586997207106,4.1421208718436,11.9898649621376,3.54899081512194,76.6548616509746,17.9067930489731,25.2201219136753,22.4816377558994,27.6393516613346,20.5467577929655,18.2333829181631,0.0,0.0,,,0.0,451.667,343.857,10402.0,21154.0,0.0,0.0,1060167.0,489211.0,221024.0,255202.0,,,,,,,,,,0.0,0.0,93058.0,407636.0,35185.0,35185.0,594366.0,,,,
605,South Dakota,2021/12/18 09:14:21.940+00,173655,163887,2433,7335,c7f885d0-d619-4dfb-937c-303062114264,0,,0,82893.0,90762.0,,29527.0,28962.0,24247.0,23098.0,19394.0,10135.0,6736.0,0,1315.0,1118.0,,11.0,38.0,62.0,175.0,364.0,561.0,1222.0,2267.0,4096.0,7193.0,20821.0,6163.0,133115.0,254.0,1.30546197921166,2.3586997207106,4.1421208718436,11.9898649621376,3.54899081512194,76.6548616509746,17.9067930489731,25.2201219136753,22.4816377558994,27.6393516613346,20.5467577929655,18.2333829181631,0.0,0.0,,,0.0,451.667,343.857,10402.0,21154.0,0.0,0.0,1060167.0,489211.0,221024.0,255202.0,,,,,,,,,,0.0,0.0,93058.0,407636.0,35185.0,35185.0,594366.0,,,,
606,South Dakota,2021/12/20 18:06:00+00,174021,164247,2438,7336,158cce62-66d3-498b-9613-ce46e5c3d8a5,0,,0,83079.0,90942.0,,29591.0,29016.0,24287.0,23145.0,19434.0,10163.0,6750.0,366,1317.0,1121.0,,11.0,38.0,62.0,176.0,365.0,564.0,1222.0,2274.0,4101.0,7212.0,20857.0,6114.0,133463.0,244.0,1.30673884186391,2.35661213301843,4.14432740876101,11.9853351032347,3.51336907614598,76.693617436976,17.9620853080569,25.2509081953082,22.5410220346929,27.6871407521472,20.3833972328721,18.281050102594,5.0,,,,,122.0,348.286,10448.0,21187.0,0.0,0.0,1061462.0,489163.0,221059.0,255128.0,,,,,,,,,,1295.0,0.0,93248.0,407570.0,35185.0,35185.0,595533.0,84891.0,67887.0,152778.0,58063.0
607,South Dakota,2021/12/21 16:20:00+00,174783,165241,2449,7093,2dae7ca1-82b3-47f8-86cc-0f857e291c01,0,,0,83451.0,91332.0,,29717.0,29149.0,24384.0,23235.0,19517.0,10199.0,6769.0,762,1321.0,1128.0,,11.0,39.0,62.0,178.0,369.0,566.0,1224.0,2286.0,4128.0,7243.0,20939.0,6079.0,134108.0,239.0,1.30790751961003,2.36178575719607,4.14399569752207,11.9799980547307,3.47802703924295,76.7282859316982,18.0568720379147,25.4171541161259,22.6379121737772,27.7959936812202,20.2667111185198,18.3693987633927,11.0,,,,,376.0,354.714,10532.0,21281.0,0.0,0.0,1068992.0,490903.0,221970.0,255992.0,,,,,,,,,,7530.0,1740.0,94567.0,408582.0,35311.0,35311.0,600853.0,87521.0,69439.0,156960.0,59256.0
608,South Dakota,2021/12/22 16:09:00+00,175249,165697,2450,7102,15640a5c-6f25-46dd-a950-07cbcea7f490,0,,0,83674.0,91575.0,,29781.0,29237.0,24450.0,23300.0,19571.0,10218.0,6777.0,466,1322.0,1128.0,,11.0,39.0,62.0,178.0,369.0,567.0,1224.0,2293.0,4135.0,7252.0,20993.0,6001.0,134575.0,239.0,1.30842401383175,2.35949991155442,4.13811205770076,11.9789556573789,3.42427060924741,76.7907377502867,18.1121642969984,25.4602549104119,22.6660415689952,27.867677317439,20.006667777963,18.4333659333043,1.0,,,,,531.333,357.857,10581.0,21334.0,0.0,0.0,1072708.0,491792.0,222428.0,256403.0,,,,,,,,,,3716.0,889.0,95235.0,409073.0,35378.0,35378.0,603472.0,88525.0,70496.0,159021.0,59857.0
609,South Dakota,2021/12/24 19:21:00+00,175677,166131,2456,7090,1820254e-07fe-4dfb-9537-2c9a8d32077d,0,,0,83873.0,91804.0,,29860.0,29318.0,24525.0,23342.0,19603.0,10237.0,6787.0,428,1325.0,1131.0,,11.0,39.0,63.0,179.0,371.0,68.0,1225.0,2305.0,4148.0,7265.0,21046.0,5963.0,134950.0,237.0,1.31206703211007,2.36115143131998,4.1354303636788,11.9799404589104,3.39429748914201,76.8171132248388,18.2069510268562,25.5402992426575,22.7066729176434,27.9380334789131,19.8799799966661,18.4847314337686,6.0,,,,,552.0,345.714,10613.0,21392.0,0.0,0.0,1075758.0,492378.0,222738.0,256706.0,,,,,,,,,,3050.0,586.0,95645.0,409511.0,35409.0,35409.0,605702.0,89497.0,71285.0,160782.0,60236.0
610,South Dakota,2021/12/23 19:21:00+00,175677,166131,2456,7090,05aefe9e-a9bd-4fbc-893d-fd79fd5da0f7,0,,0,83873.0,91804.0,,29860.0,29318.0,24525.0,23342.0,19603.0,10237.0,6787.0,428,1325.0,1131.0,,11.0,39.0,63.0,179.0,371.0,68.0,1225.0,2305.0,4148.0,7265.0,21046.0,5963.0,134950.0,237.0,1.31206703211007,2.36115143131998,4.1354303636788,11.9799404589104,3.39429748914201,76.8171132248388,18.2069510268562,25.5402992426575,22.7066729176434,27.9380334789131,19.8799799966661,18.4847314337686,6.0,,,,,552.0,345.714,10613.0,21392.0,0.0,0.0,1075758.0,492378.0,222738.0,256706.0,,,,,,,,,,3050.0,586.0,95645.0,409511.0,35409.0,35409.0,605702.0,89497.0,71285.0,160782.0,60236.0
611,South Dakota,2021/12/26 09:11:20.786+00,175677,166131,2456,7090,2a2a43b0-1a7b-49df-b27c-bf3bd87c5123,0,,0,83873.0,91804.0,,29860.0,29318.0,24525.0,23342.0,19603.0,10237.0,6787.0,0,1325.0,1131.0,,11.0,39.0,63.0,179.0,371.0,68.0,1225.0,2305.0,4148.0,7265.0,21046.0,5963.0,134950.0,237.0,1.31206703211007,2.36115143131998,4.1354303636788,11.9799404589104,3.39429748914201,76.8171132248388,18.2069510268562,25.5402992426575,22.7066729176434,27.9380334789131,19.8799799966661,18.4847314337686,0.0,0.0,,,0.0,552.0,345.714,10613.0,21392.0,0.0,0.0,1075758.0,492378.0,222738.0,256706.0,,,,,,,,,,0.0,0.0,95645.0,409511.0,35409.0,35409.0,605702.0,,,,
