OBJECTID,CYCLE,ASSESSMENT_UNIT_ID,ASSESSMENT_UNIT_NAME,LOCATION_DESCRIPTION,WATER_TYPE_NAME,WATER_SIZE,UNITS,CLASS_ID,USE_CLASS_NAME,LIS_BASIN,LIS_ZONE,ISLAND,BEACH,Segment_ID,CT2022_AQL_USE_NAME,CT2022_AQL_USE_ATTAINMENT,CT2022_REC_USE_NAME,CT2022_REC_USE_ATTAINMENT,CT2022_FISHCON_USE_NAME,CT2022_FISHCON_USE_ATTAINMENT,CT2022_SHLFSH_USE_NAME,CT2022_SHLFSH_USE_ATTAINMENT,Impaired,Shape__Area,Shape__Length
161,2022,CT-W3_011,"LIS WB Midshore - Outer Westcott Cove, Stamford","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Shippan Point to Greenway Island, outer Westcott Cove, Cove Harbor, Darien Cove, Scott Cove areas), out to 50 ft contour, Stamford.",ESTUARY,2.404,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Midshore,False,False,CT-W3_011,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,67015564.9382935,43044.6330024318
162,2022,CT-W2_019,"LIS WB Shore - Stamford Harbor, Stamford","See Map for Boundaries.  Western portion of LIS from Peck Point to near intersection of Hobson Street and Sea Beach Drive (includes Flathead Rocks, Davenport Point, Shippan Point, outer Stamford Harbor) out approximately 1000 ft offshore, Stamford.",ESTUARY,0.524,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,False,False,CT-W2_019,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,14610225.5740967,31564.1899310329
163,2022,CT-W1_012-SB,"LIS WB Inner - Norwalk Harbor, Norwalk","See Map for Boundaries.  Western portion of LIS, Inner Estuary, from SA/SB water quality line at mouth of Norwalk Harbor (Calf Pasture Point), US to saltwater limit at Wall Street Crossing (EXCLUDES eastern cove of Marvin Beach), Norwalk.",ESTUARY,0.942,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Western,Inner Estuary,True,False,CT-W1_012-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Not Supporting,Yes,26257497.2741699,70932.9240956316
164,2022,CT-W1_013-SB,"LIS WB Inner - Norwalk Hrbr (MarvinBeach), Norwalk","See Map for Boundaries.  Western portion of LIS, Inner Estuary, eastern embayment of Norwalk Harbor, from Gregory Point to Fitch Point into shore (includes Marvin Beach), Norwalk.",ESTUARY,0.044,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Western,Inner Estuary,False,True,CT-W1_013-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Fully Supporting,Yes,1224385.02789307,6714.80010753208
165,2022,CT-E2_004,"LIS EB Shore - Wilcox Cove (Mason Is.), Stonington","See Map for Boundaries.  Eastern portion of LIS from tip of Mason Island to Mouth of inner Quiambaug Cove, out approximately 1000 ft offshore.",ESTUARY,0.694,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Shore,True,False,CT-E2_004,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,19353840.7738037,54533.4867251819
166,2022,CT-E3_003,"LIS EB Midshore - Groton, Mystic River","See Map for Boundaries.  Eastern portion of LIS from approximately 1000 ft offshore, Groton Long Point to Enders Island, out to CT/NY State line.",ESTUARY,2.853,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Midshore,True,False,CT-E3_003,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,79549861.8471069,51645.4530696256
167,2022,CT-W3_001,"LIS WB Midshore - Lordship, Stratford","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Point No Point, Lordship), out to 50 ft contour, Stratford. Odd shape due to 50 ft contour.",ESTUARY,7.916,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Midshore,False,False,CT-W3_001,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,220692894.476532,65137.7927317636
168,2022,CT-C3_011,LIS CB Midshore - East Haven,"See Map for Boundaries.  Central portion of LIS, SA water from SA/SB water boundary along outer New Haven and Branford Harbors out to 50 ft contour, East Haven.",ESTUARY,8.152,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Midshore,False,False,CT-C3_011,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,227275019.495239,102225.020796132
169,2022,CT-C3_006,"LIS CB Midshore - Outer Guilford Harbor, Guilford","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (Guilford Harbor), out to 50 ft contour, Guilford.",ESTUARY,8.364,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Midshore,True,False,CT-C3_006,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,233185039.502502,71762.5629232166
170,2022,CT-C3_005,LIS CB Midshore - Madison,"See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (Hogshead Point), out to 50 ft contour, Madison.",ESTUARY,8.348,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Midshore,False,False,CT-C3_005,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,232716733.105103,68312.6893275656
171,2022,CT-E3_005-SB,"LIS EB Midshore - Waterford, Thames River","See Map for Boundaries.  Eastern portion of LIS from SB/SA water quality boundary, approximately 1000 ft offshore of Magonk Point, Waterford to BushyPoint, Groton, out to SB/SA water quality boundary (Thames River mouth).",ESTUARY,5.256,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Eastern,Midshore,False,False,CT-E3_005-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Fully Supporting,Yes,146533706.576355,76086.9683479654
172,2022,CT-C3_015-SB,"LIS CB Midshore - New Haven Harbor, New Haven","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (West Shore to Morgan Point), from Sandy Point out to segments CT-C3_013/014, outer New Haven Harbor, West Haven/New Haven.",ESTUARY,4.561,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Central,Midshore,False,False,CT-C3_015-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Fully Supporting,Yes,127144098.595215,58465.9078673513
173,2022,CT-W3_014,"LIS WB Midshore - Outer Captain Harbor, Greenwich","See Map for Boundaries.  Western portion of LIS from Connecticut New York state line just beyond Great Captain Island to east of Wee Captain Island, out to 50 ft contour, Greenwich.",ESTUARY,2.007,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Midshore,False,False,CT-W3_014,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Fully Supporting,Yes,55938224.128418,31574.7271153833
174,2022,CT-E1_014-SB,"LIS EB Inner - Thames River (Mouth), New London","See Map for Boundaries.  Eastern portion of LIS, Inner Estuary, mouth of Thames River from Eastern Point (North of Avery Point), US to I95 crossing (Includes Inner New London Harbor), Groton.",ESTUARY,1.994,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Eastern,Inner Estuary,True,True,CT-E1_014-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Not Supporting,Yes,55590146.2467651,77299.9908390229
175,2022,CT-E1_031-SB,"LIS EB Inner - Connecticut River (upper), Chester","See Map for Boundaries.  Eastern portion of LIS, Inner Estuary, Connecticut River from area just above Brockway Island, US to saltwater limit just above Chapman Pond inlet (adjacent to Gillette Castle State Park), East Haddam.",ESTUARY,2.13,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Eastern,Inner Estuary,True,False,CT-E1_031-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Not Supporting,Shellfish Use Not Viable,Not Evaluated,Yes,59371835.9419556,199013.731951724
176,2022,CT-W3_007,"LIS WB Midshore - Offshore Norwalk Islands,Norwalk","See Map for Boundaries.  Western portion of LIS from line just beyond cluster of Norwalk Islands (Sheffield Island to Cockenoe Island area), out to 50 ft contour, Norwalk.",ESTUARY,5.663,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Midshore,False,False,CT-W3_007,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Fully Supporting,Yes,157887389.461151,72857.8609507454
177,2022,CT-C2_010,"LIS CB Shore - Joshua Cove & Island Bay, Guilford","See Map for Boundaries.  Central portion of LIS from Clark Point to Sachem Head area (includes Horse and Foskett Islands), out approximately 1000 ft offshore, Guilford.",ESTUARY,0.738,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Shore,True,False,CT-C2_010,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,20560688.9053345,46255.5490129818
178,2022,CT-W2_012,"LIS WB Shore - Outer Norwalk Harbor(East), Norwalk","See Map for Boundaries.  Western portion of LIS from midpoint of outer Norwalk Harbor to just west of Canfield Island area (includes Calf Pasture Beach, Shady Beach, Calf Pasture Point) out approximately 1000 ft offshore, Norwalk.",ESTUARY,0.258,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,False,True,CT-W2_012,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,7185558.58462524,16017.9391515554
179,2022,CT-W2_006,"LIS WB Shore - Southport Harbor (East), Fairfield","See Map for Boundaries.  Western portion of LIS from inner Southport Harbor outlet to Pine Creek Point area (includes Sasco Beach, Kense Point) out approximately 1000 ft offshore, Fairfield.",ESTUARY,0.183,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,False,True,CT-W2_006,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,5101178.27441406,12244.9801408623
180,2022,CT-W2_009,"LIS WB Shore - Compo Cove, SISP, Westport","See Map for Boundaries.  Western portion of LIS from Compo Cove to Burying Hill Road area (includes Sherwood Island State Park Beach, Sherwood Point, Sherwood Millpond outlet, Greens Farms Brook outlet) out approximately 1000 ft offshore, Westport.",ESTUARY,0.324,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,False,True,CT-W2_009,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,9031116.49459839,19624.6261908767
181,2022,CT-W2_018,"LIS WB Shore - Westcott Cove, Stamford","See Map for Boundaries.  Western portion of LIS from near intersection of Hobson Street and Sea Beach Drive to Greenway Island area of outer Cove Harbor (includes West Beach, Cummings Beach, Vincent Island) out approximately 1000 ft offshore, Stamford.",ESTUARY,0.366,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,True,True,CT-W2_018,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,10212232.6795654,30453.3335211006
183,2022,CT-E2_016,"LIS EB Shore - Pattagansett River Mouth, East Lyme","See Map for Boundaries.  Eastern portion of LIS from Seal Rock (Great Neck) to Point East of Griswald Island (entire mouth of Pattagansett River, including area around Watts Island), out approximately 1000 ft offshore.",ESTUARY,0.322,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Shore,True,False,CT-E2_016,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,8984828.84417725,45121.3071409222
184,2022,CT-E3_006,LIS EB Midshore - Niantic Bay,"See Map for Boundaries.  Eastern portion of LIS from approximately 1000 ft offshore Black Point, East Lyme to Magonk Point (SB/SA water quality boundary) Waterford, out to 50 ft contour (Niantic Bay).",ESTUARY,6.179,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Midshore,True,False,CT-E3_006,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Fully Supporting,Yes,172264535.748535,93975.6910231677
185,2022,CT-C1_022,"LIS CB Inner - West River (Upper), West Haven","See Map for Boundaries.  Central portion of LIS, Inner Estuary, from SA/SB water quality line at Route 1 crossing, US past Route 34 crossing to southside of Edgewood Avenue (near Edgewood Park Pond), West Haven.",ESTUARY,0.063,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Inner Estuary,True,False,CT-C1_022,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,1745288.9095459,29827.1772993814
188,2022,CT-C4_005,LIS CB Offshore - Milford,See Map for Boundaries.  Central portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,24.248,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Offshore,False,False,CT-C4_005,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,Yes,675982496.327606,119197.018145535
189,2022,CT-C4_004,LIS CB Offshore - West Haven,See Map for Boundaries.  Central portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,34.332,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Offshore,False,False,CT-C4_004,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,Yes,957129656.185486,140024.546744453
190,2022,CT-E2_010-SB,"LIS EB Shore - Thames Rvr Mouth (West), New London","See Map for Boundaries.  Eastern portion of LIS from mouth of Alewife Cove to Quinnipeag Rocks along western shore of Thames River mouth, out approximately 1000 ft offshore (SB Water Quality).",ESTUARY,0.299,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Eastern,Shore,False,True,CT-E2_010-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Not Supporting,Yes,8331928.82800293,21168.5586190437
191,2022,CT-E2_011-SB,"LIS EB Shore - Thames Rvr Mouth (West), Waterford","See Map for Boundaries.  Eastern portion of LIS from Magonk Point to mouth of Alewife Cove, out approximately 1000 ft offshore (SB Water Quality).",ESTUARY,0.486,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Eastern,Shore,False,True,CT-E2_011-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Fully Supporting,Yes,13550986.3285522,29902.0785073689
192,2022,CT-C1_014-SB,"LIS CB Inner - Quinnipiac River (mouth), New Haven","See Map for Boundaries.  Central portion of LIS, Inner Estuary, from mouth at I95 crossing, US Quinnipiac River to Sackett Point Road (includes Mill River mouth BELOW Chapel Street crossing), North Haven.",ESTUARY,0.626,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Central,Inner Estuary,True,False,CT-C1_014-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Not Assessed,Yes,17449996.555481,102937.095714087
193,2022,CT-W4_005,LIS WB Offshore - Greenwich,See Map for Boundaries.  Western portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,11.753,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Offshore,False,False,CT-W4_005,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,Yes,327665922.222778,84184.6248276308
194,2022,CT-W4_004,LIS WB Offshore - Darien,See Map for Boundaries.  Western portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,16.767,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Offshore,False,False,CT-W4_004,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,Yes,467427831.505707,90155.7593094989
195,2022,CT-W4_003,LIS WB Offshore - Norwalk,See Map for Boundaries.  Western portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,15.06,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Offshore,False,False,CT-W4_003,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,Yes,419842698.091919,101854.41764883
196,2022,CT-W4_002,LIS WB Offshore - Fairfield,See Map for Boundaries.  Western portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,26.403,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Offshore,False,False,CT-W4_002,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,Yes,736072765.605072,114464.03943839
197,2022,CT-W2_008,"LIS WB Shore - Green Farms, Westport","See Map for Boundaries.  Western portion of LIS from Burying Hill Road to Beachside Lane area (includes Burying Hill Beach, Frost Point) out approximately 1000 ft offshore, Westport.",ESTUARY,0.237,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,False,True,CT-W2_008,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,6593467.73620605,15197.4134739508
198,2022,CT-W3_015-I,"LIS WB Midshore - Captain Harbor, Greenwich","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Byrant Point at Connecticut/New York state line, to Brush Island, Captain Harbor area), out to just beyond Great Captain Island to Wee Captain Island, Greenwich.",ESTUARY,3.422,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Midshore,True,True,CT-W3_015-I,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,95395226.5900269,69674.4477116433
199,2022,CT-W2_021,"LIS WB Shore - Greenwich Cove, Greenwich","See Map for Boundaries.  Western portion of LIS from Todd Point to Greenwich Point (includes Elias Point, Greenwich Island, Pelican Island, Flat Neck Point, Greenwich Cove) out approximately 1000 ft offshore, Greenwich.",ESTUARY,1.244,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,True,False,CT-W2_021,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,34669931.7433777,90586.7987113723
200,2022,CT-W4_001,LIS WB Offshore - Bridgeport,See Map for Boundaries.  Western portion of LIS from 50ft contour to CT/NY State line.,ESTUARY,19.767,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Offshore,False,False,CT-W4_001,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Use Not Viable,Not Evaluated,Yes,551076187.852264,102427.967850538
203,2022,CT-C1_006,"LIS CB Inner - East and Neck Rivers, Guilford","See Map for Boundaries.  Central portion of LIS, Inner Estuary, from mouth of East River at outlet into Guilford Harbor, US to saltwater limit at Planter Pond outlet (includes Neck River from mouth to above River Edge Farms Road, Guilford.",ESTUARY,0.151,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Inner Estuary,False,False,CT-C1_006,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,4197796.13085938,89946.8589311157
204,2022,CT-C1_023-SB,"LIS CB Inner - Mill River (mouth), New Haven/Hamden","See Map for Boundaries.  Central portion of LIS, Inner Estuary, from mouth at confluence with Quinnipiac River (Chapel Street crossing), New Haven, US to Footbridge crossing (just US of East Rock Road crossing), Hamden.",ESTUARY,0.068,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Central,Inner Estuary,True,False,CT-C1_023-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Not Supporting,Yes,1903430.77593994,31263.374593221
205,2022,CT-E1_033,"LIS EB Inner - Pequotsepos Cove, Stonington","See Map for Boundaries.  Eastern portion of LIS, Inner Estuary, Pequotsepos Cove. From outlet into Mystic Harbor at RR crossing to inlet of Pequotsepos Brook, Stonington.",ESTUARY,0.024,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Inner Estuary,False,False,CT-E1_033,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Insufficient Information,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,664940.036621094,10040.4991021935
206,2022,CT-E3_001,LIS EB Midshore - Stonington,"See Map for Boundaries.  Eastern portion of LIS from approximately 1000 ft offshore (Little Narragansett Bay), out to CT/NY State line.",ESTUARY,0.585,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Midshore,False,False,CT-E3_001,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,16306493.5964966,20298.633263015
207,2022,CT-E2_001,"LIS EB Shore - Wequetequock Cove, Stonington","See Map for Boundaries.  Eastern portion of LIS from RR crossing on east side of Wequetequock cove to mouth of Pawcatuck River, out approximately 1000 ft offshore (Little Narragansett Bay).",ESTUARY,0.619,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Shore,True,False,CT-E2_001,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,17264977.8422241,59702.8831907601
209,2022,CT-W3_010,"LIS WB Midshore - Outer Cove Harbor, Darien","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (off of Long neck Point, outer Cove Harbor, Darien Cove, Scott Cove area), out to 50 ft contour, Darien.",ESTUARY,2.113,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Midshore,False,False,CT-W3_010,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,58903269.4934387,38700.8838748853
210,2022,CT-W2_014,"LIS WB Shore - Wilson Cove, Farm Creek, Norwalk","See Map for Boundaries.  Western portion of LIS from Norton Point to just west of Hoyt Island (includes Rowayton Beach, Bell Island, Wilson Point) out approximately 1000 ft offshore, Norwalk.",ESTUARY,0.424,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,True,True,CT-W2_014,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Insufficient Information,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,11825047.3701782,35997.9662770812
