OBJECTID,CYCLE,ID_305b,Water_Name,LOCATION_DESCRIPTION,WATER_SIZE,SIZE_UNIT,WATER_TYPE,HUC_8,HU_8_Name,CLASS_ID,CLASS_NAME,Aquatic_Life_Attainment_Code,Aquatic_Life_Attainment,Recreation_Attainment_Code,Recreation_Attainment,Fish_Consumptin_Attainment_Code,Fish_Consumption_Attainment,Drinking_Water_Attainment_Code,Drinking_Water_Attainment,Impaired,Shape__Length
597,2018,CT4607-00_03,Coginchaug River-03,"From downstream side of Route 66 crossing (just US of Veterans Memorial Park), US to Starr Mill Pond dam, Middletown.",0.6,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,3183.58220705284
598,2018,CT4607-00_04,Coginchaug River (Middletown/Middlefield)-04,"Starr Mill Pond Inlet, Middletown, US (past Wadsworth Falls) to Strictland Road crossing, Middlefield. (Includes diversion for swimming area) ",4.19,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,22145.1969814305
599,2018,CT4607-00_05,Coginchaug River (Middlefield/Durham)-05,"From Strictland Road crossing, Middlefield, US to Meeting House Hill Road crossing, Durham.",4.95,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,26114.2059383441
600,2018,CT4607-00_06,Coginchaug River-06,"From Meeting House Hill Road crossing, Durham, US to headwaters (US of Route 72 crossing, between Bluff Head and Broomstick Ledges), North Guilford.",3.59,Miles,RIVER,1080205,Lower Connecticut,50,Inland Surface Waters Class AA,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,Yes,18934.6463168295
606,2018,CT4607-08_01,Lyman Meadow Brook (Middlefield)-01,"Mouth on Coginchaug River, US of Coginchaug River crossing of Miller Road, US to outlet of South Street Pond, US of RailRoad crossinf, Middlefield.",1.43,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7557.06943563496
610,2018,CT4607-13_01,Laurel Brook (Middletown)-01,"Mouth on Coginchaug River, in Wadsworth Falls State Park, parallel to swimming area, near Route 157, US to unnamed pond outlet, just US of Red Road crossing, Middletown.",1.17,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,6154.1649849678
621,2018,CT4703-01_01a,Cabin Brook (Colchester)-01,"Mouth at confluence with Nelkin Brook above Meadow Brook (in marsh DS of Cabin Road crossing), US to just above storm water discharge form subdivision, near Lynn Lane and Kennedy Drive, Colchester.",0.6,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,3148.28678781051
634,2018,CT4707-12_01,Lyman Brook (Marlborough)-01,"Mouth Blackledge River (just US of Blackledge River crossing South Main Street) parallel and DS Route 2 at exit 15 offramp, US to HW parallel to Jones Hollow Rd and near Avalon Lane, Marlborough.",3.82,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,20162.8081821634
639,2018,CT4709-04_02,Pocotopaug Creek (East Hampton)-02,"Old Chestnut Hill Road crossing, US to Pocotopaug Lake outlet dam (just US of Route 66 crossing), East Hampton.",2.66,Miles,RIVER,1080205,Lower Connecticut,49,Inland Surface Waters Class B,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,14047.135507832
644,2018,CT4800-00_01,Eightmile River (Lyme)-01,"From mouth at Connecticut River, Hamburg Cove (part of Connecticut River tidal area), US to headwaters at Peck Meadow Pond outlet dam.",12.22,Miles,RIVER,1080205,Lower Connecticut,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,64534.7030215511
653,2018,CT5000-55_01,Unnamed trib to Oyster River (Milford)-01,"From Merwin Avenue crossing, US to RailRoad (Amtrak) crossing (just US of Quirkes Pond (included in segment)), Milford. ",1.47,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7776.93987859173
654,2018,CT5000-55_02,Unnamed trib to Oyster River (Milford)-02,"From RailRoad (Amtrak) crossing (just US of Quirks Pond), US to headwaters (inlet to unnamed swamp), just US of Cascade Boulevard (entrance to Light Sources Inc.), Milford.",0.43,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2245.53566802845
656,2018,CT5102-02_02,Spring Lot Brook (Westbrook)-02,"Unnamed dirt access road crossing (off Dewolfe (McVeagh) Road) behind Westbrook High, US to OUTLET of Vincent Pond (1/2 US of Fishing Brook Road crossing) Westbrook.",0.92,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,4834.88317243437
658,2018,CT5103-00_02,Menunketesuck River (Clinton)-02,"Bushy Pond inlet (just DS Kelseytown Road crossing), Clinton, US to Kelseytown Reservoir outlet dam (just US Kelseytown Bridge Road crossing), Clinton.",1.78,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,9423.00658965548
663,2018,CT5105-00_01,Chatfield Hollow Brook (Killingworth)-01,"Mouth at confluence Hammonasset River (DS of River Road crossing), US to Deer Lake outlet Dam, Killingworth.",1.03,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,5441.505465922
666,2018,CT5105-00_04,Chatfield Hollow Brook (Killingworth)-04,"Schreeder Pond inlet, parallel to Buck Road, US to confluence with Pond Meadow Brook (just DS of Old Mill Pond), Killingworth.",0.53,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2822.19968559476
671,2018,CT5107-00_01,Neck River-01,"From head of tide (marsh exit, parallel to Neck Road, DS of Route 1 crossing), US to headwaters (just northeast of Roure 80 and Route 79 rotary intersection, and south of aqueduct), Madison.",9.49,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,50109.1993188066
672,2018,CT5108-00_01,East River (Guilford)-01,"From Platner Dam (just US of Foot Bridge Road crossing, head of tide), US to 2nd unnamed tributary (below lakes), Guilford.",0.67,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,3562.10049028167
682,2018,CT5111-00_02,Branford River-02,"From confluence with Notch Hill Brook (US of School Ground Road crossing), Branford, US to Lake Gaillard outlet dam (southeast portion of lake), North Branford.",3.07,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,16203.5692058002
683,2018,CT5112-00_01,Farm River (East Haven)-01,"Saltwater limit at marsh, just DS of Main Street Anx. crossing, southwest of Lake Saltonstall outflow, East Haven, US parallel to lake around west side to confluence Burrs Brook parallel along Route 80 and DS of crossing), North Branford.",6.14,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,32430.9806663702
684,2018,CT5112-00_02,Farm River (North Branford)-02,"Confluence Burrs Brook just DSRoute 80 crossing, US to Pages Mill Pond outlet dam, US side Mill Road crossing, North Branford.",1.24,Miles,RIVER,1100004,Quinnipiac,50,Inland Surface Waters Class AA,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,N,NOT SUPPORTING,Yes,6558.49233801975
686,2018,CT5112-00_03b,Farm River (North Branford)-03b,"Gulf Brook to HW just US of Hyla Lane crossing, and parallel to Route 17 (Middletown Avenue), North Branford. (Site15018)",4.87,Miles,RIVER,1100004,Quinnipiac,50,Inland Surface Waters Class AA,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,Yes,26176.4405546073
687,2018,CT5112-05_01,Gulf Brook (North Branford)-01,"Mouth at confluence with Farm River, along Route 22 just south of the intersection of Route 22 and Route 17, US to HW just south of Reeds Gap Road (near Guilford town line, and Lanes Pond area), North Branford.",3.42,Miles,RIVER,1100004,Quinnipiac,50,Inland Surface Waters Class AA,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,X,UNASSESSED,Yes,18067.857457001
688,2018,CT5112-10_01,Burrs Brook-01,"From mouth at confluence with Farm River (just DS of Totoket Road crossing), US to Vic's Pond (on Tomasso property) outlet (part of hyro missing from NHD). Brook contributes to drinking water supply, Lake Saltonstall.",1.35,Miles,RIVER,1100004,Quinnipiac,50,Inland Surface Waters Class AA,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,Yes,7130.11852267851
690,2018,CT5200-00_01,Quinnipiac River (North Haven/Wallingford)-01,"Sackett Point Road crossing (west of I91, and east of Route 15), North Haven, US to Toelles Road crossing (head of tide), Wallingford/North Haven town border.",5.05,Miles,RIVER,1100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,26663.6804276784
691,2018,CT5200-00_02,Quinnipiac River (North Haven/Meriden)-02,"Toelles Road crossing (head of tide, just east Route 15), Wallingford/North Haven town border, US to Hanover Pond outlet dam, Meriden. (Segment includes Community Lake portion)",8.5,Miles,RIVER,1100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,44896.8199437034
692,2018,CT5200-00_03,Quinnipiac River-03,"Hanover Pond inlet (at Oregon Road crossing, DS end of Quinnipiac Gorge), Meriden, US (through Gorge) to Waterworks (breached dam), just DS Cheshire/Meriden town border (parallel to River Road (Route 70)).",1.29,Miles,RIVER,1100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,N,NOT SUPPORTING,,Water Not Classified For Drinking Supply,Yes,6829.24606620846
693,2018,CT5200-00_04,Quinnipiac River-04,"From Waterworks (breached dam), just DS of Cheshire/Meriden town border (parallel to River Road (Route 70)), US to confluence with Tenmile River (US of Route 322 crossing, and US of Southington WPCF).",4.78,Miles,RIVER,1100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,25224.0194443497
694,2018,CT5200-00_05,Quinnipiac River-05,"From confluence with Tenmile River (US of Route 322 crossing, and US of Southington WPCF), US to Queen Street (Route 10) crossing (US of RailRoad crossing, North of I-84 crossing), Southington.",8.32,Miles,RIVER,1100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,43945.1178106639
695,2018,CT5200-00_06,Quinnipiac River-06,"From Queen Street (Route 10) crossing (US of RailRoad crossing, North of I-84 crossing), Southington, US to Hamlin Pond outlet dam (US of Pine Street crossing), Plainville.",3.0,Miles,RIVER,1100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,15816.1134258914
696,2018,CT5200-00_07,Quinnipiac River-07,"From Hamlin Pond inlet (northeast corner, just south of Route 72 and I84 connection and RailRoad), Plainville, US to headwaters at Dead Wood Swamp (west side of I84, near exit 37, just south of Route 6), Farmington.",3.5,Miles,RIVER,1100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,18471.8322641305
697,2018,CT5200-02_01,Patton Brook-01,"From mouth at confluence with Quinnipiac River (just DS of River Road crossing), US to headwaters at unnamed pond (US of confluence with Mill Pond tributary, just US of Malcein Drive crossing), Southington.",2.84,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,14984.1791722298
699,2018,CT5200-10_01,Meetinghouse Brook (Wallingford)-01,"Mouth on Quinnipiac River, at Route 68 crossing, US to confluence with Spruce Glen Brook, parallel to Route 15, Wallingford.",1.15,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,6078.52293133038
700,2018,CT5200-23_01,Hemingway Creek-01,"From saltwater limit (200m DS of Quinipiac Avenue crossing, just DS of RailRoad crossing), New Haven, US to Golf Pond outlet dam, East Haven.",0.74,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,3890.78930991235
705,2018,CT5202-00_01,Tenmile River (Southington/Cheshire)-01,"From mouth at confluence with Quinnipiac River (DS of Old Turnpike Road crossing), Southington, US to Lake Percivel outlet dam on Moss Farms Pond (just US of Jarvis Street crossing), Cheshire.",4.1,Miles,RIVER,1100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,21645.3977096546
711,2018,CT5203-00_01,Misery Brook (Southington)-01,"Mouth Quinnipiac River (just DS Meriden Waterbury Turnpike (Route 322) crossing), Cheshire/Southington border, US to Slopers Pond outlet dam (just US East Street crossing), Southington.",4.23,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,22326.8934684174
713,2018,CT5205-00_01,Sodom Brook-01,"From mouth at confluence with Quinnipiac River (flows into north side of Hanover Pond portion of river), US to headwaters (just US of second Hicks Avenue crossing, due to river changing direction), Meriden.",4.16,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,21970.0195778079
714,2018,CT5206-00_01,Harbor Brook (Meriden)-01,"From mouth at confluence with Quinnipiac River (flows into north side of Hanover Pond portion of river, DS of Bradley Avenue crossing), US to exit of box culvert (just DS of RailRoad and Main Street (Route 71) crossings), Meriden.",2.02,Miles,RIVER,1100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,10666.6744961586
715,2018,CT5206-00_02,Harbor Brook (Meriden)-02,"From exit of box culvert (just DS of RailRoad and Main Street (Route 71) crossings), US to culvert entrance (just US of Fire Station, and US of Mill Street crossing), Meriden.",0.4,Miles,RIVER,1100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,2125.94851639996
716,2018,CT5206-00_03,Harbor Brook (Meriden)-03,"From culvert entrance (just US of Fire Station, and US of Mill Street crossing), US to Baldwins Pond outlet dam (just US of Westfield Road crossing), Meriden.",1.48,Miles,RIVER,1100004,Quinnipiac,49,Inland Surface Waters Class B,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7811.33543367947
717,2018,CT5206-01_01,Spoon Shop Brook (Meriden)-01,"Mouth at concluence with Harbor Brook near Orchid Road and Meadow Brook Road, to east of Route 15, US under I91 and I691 to confluence with North Branch Spoon Shop Brook, US of Tumblebrook Road crossing, near exit 12 off I691, Meriden.",1.49,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7849.55399997514
718,2018,CT5206-02_01,Willow Brook (Meriden)-01,"Mouth on Spoon Shop Brook between Route 15 (Wilbur Cross) and Orchid Road, US to HW at OUTLET of Bishops Pond just US of Research Pkwy crossing and parallel to I91, Meriden.",2.87,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,X,UNASSESSED,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,15140.7201119625
719,2018,CT5207-00_01,Wharton Brook-01,"From mouth at confluence with Quinnipiac River (DS of Route 5 and Railroad crossing), Wallingford/North Haven town borders, US to Simpson Pond outlet dam (US of Center Street (Route 150) crossing), Wallingford.",3.97,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,20982.8447929256
721,2018,CT5208-00_02a,Muddy River (North Haven)-02a,"Muddy River Pond inlet (east side of I91), North Haven, US to confluence with unnnamed tributary (outlet for Tamarac Swamp), just DS of Tyler Mill Road crossing, Wallingford.",8.1,Miles,RIVER,1100004,Quinnipiac,50,Inland Surface Waters Class AA,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,X,UNASSESSED,Yes,42749.9873036183
722,2018,CT5208-00_02b,Muddy River (Wallingford)-02b,"From confluence with unnnamed tributary (outlet for Tamarac Swamp), just DS of Tyler Mill Road crossing, Wallingford, US to  MacKenzie Reservoir outlet dam (US of Northford Road crossing), Wallingford.",1.81,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,9558.20237311292
727,2018,CT5301-00_01,Willow Brook (Hamden)-01,"From mouth at confluence with Mill River (DS of Willow Street crossing), Hamden, US to confluence with Brooksvale Stream (DS of South Brooksvale Road crossing), Cheshire.  (River travels along RR track)",1.87,Miles,RIVER,1100004,Quinnipiac,50,Inland Surface Waters Class AA,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,X,UNASSESSED,Yes,9858.06762823719
731,2018,CT5302-00_02,Mill River (Hamden/Cheshire)-02,"INLET Lake Whitney (east side Route 15, just DS Connolly Parkway crossing), Hamden, US to Cook Hill Road crossing, Cheshire.",9.06,Miles,RIVER,1100004,Quinnipiac,50,Inland Surface Waters Class AA,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,I,INSUFFICIENT INFORMATION,Yes,47822.2860236761
732,2018,CT5302-00_03,Mill River (Cheshire)-03,"Cook Hill Road crossing, US to HW just US Williamsburg Drive crossing, Cheshire (AA drinkingwater watershed).",3.09,Miles,RIVER,1100004,Quinnipiac,50,Inland Surface Waters Class AA,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,X,UNASSESSED,Yes,16338.0180068757
733,2018,CT5302-06_01,Shepard Brook (Hamden)-01,"Mouth at confluence with Mill River just DS of Route 15 crossing, US (includes Turners Pond) to confluence with unnamed tributary behind business park off Sherman Avenue on west and Town Walk Drive on East (above  ponded area at Sherman Lane), Hamden. ",1.78,Miles,RIVER,1100004,Quinnipiac,50,Inland Surface Waters Class AA,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,X,UNASSESSED,Yes,9419.6171676401
735,2018,CT5304-00_01,Wintergreen Brook (New Haven)-01,"Mouth on West River, DS of Blake Street crossing, US to confluence with Wilmot Brook, US of Wilmot Road crossing, New Haven.",1.42,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7514.64210317096
738,2018,CT5305-00_01,West River (New Haven/Woodbridge)-01,"Chapel Street crossing (just DS of Edgewood Park Pond), New Haven, US to Konolds Pond outlet dam (just US of Bradley Road crossing), Woodbridge.",3.23,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,17071.9062380291
741,2018,CT5306-00_02,Indian River (Orange)-02,"Route 1 crossing, US to HW, just US of Route 34 crossing, Orange.",3.27,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,17271.817775594
742,2018,CT5306-01_01,Silver Brook (Orange)-01,"From mouth at confluence with Indian River (just US of Indian Lake, parallel to Indian River Road), US to confluence with Trout Brook (just US of Smith Farm Road crossing), Orange.",1.6,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,8466.58299787254
743,2018,CT5306-01_02,Silver Brook (Orange)-02,"From confluence with Trout Brook (just US of Smith Farm Road crossing), US to HW (west side of Dogburn Road, near Woodbridge town line), Orange.",3.1,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,16368.5617568158
744,2018,CT5307-00_01,Wepawaug River-01,"From wepawaug Pond outlet dam (head of tide) at New Haven Avenue (Route 162) crossing, US to Route 1 crossing, Milford.  Segment includes Wepawaug Pond and City Pond portions on river.",0.77,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,4078.84310068548
745,2018,CT5307-00_02,Wepawaug River-02,"From Route 1 crossing, Milford, US to Lake Wepawaug inlet, Orange.  Segment includes Lake Wepawaug portion on river.",4.2,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,I,INSUFFICIENT INFORMATION,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,22151.2843337355
746,2018,CT5307-00_03,Wepawaug River-03,"From inlet to Lake Wepawaug, US to inlet to Wepawaug Reservoir (US of Route 34 crossing), Orange.  Segment includes Wepawaug Reservoir portion of river.",2.33,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,12298.0919502612
747,2018,CT5307-00_04,Wepawaug River-04,"From inlet to Wepawaug Reservoir, Orange, US to area east of Racebrook Road (Route 114), perpendicular to Milan Road, Woodbridge.",3.05,Miles,RIVER,1100004,Quinnipiac,50,Inland Surface Waters Class AA,F,FULLY SUPPORTING,N,NOT SUPPORTING,F,FULLY SUPPORTING,X,UNASSESSED,Yes,16127.7764347957
748,2018,CT5307-00_05,Wepawaug River-05,"From area east of Racebrook Road (Route 114), perpendicular to Milan Road, US to headwaters at Center Street Pond outlet dam (on Keenes Ice Pond), just US of Center Road (Route 14) crossing, Woodbridge,",0.99,Miles,RIVER,1100004,Quinnipiac,50,Inland Surface Waters Class AA,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,X,UNASSESSED,Yes,5251.15237908139
749,2018,CT5307-04_01,Race Brook-01,"From mouth at confluence with Wepawaug River near Mulberry Lane (about .5 miles DS of Route 152 crossing) Orange, US to headwaters, just US of Route 114 crossing, Woodbridge.",5.81,Miles,RIVER,1100004,Quinnipiac,48,Inland Surface Waters Class A,N,NOT SUPPORTING,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,30677.443350446
750,2018,CT6000-00_01,Housatonic River (Orange/Shelton/Derby)-01,"From end of saltwater influence, at southern most portion of Wooster Island, Orange, US to confluence with Naugatuck River, Shelton/Derby town border.",3.17,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,16735.8121167141
751,2018,CT6000-00_02,Housatonic River (Shelton/Derby)-02,"Confluence with Naugatuck River, US to Lake Housatonic outlet dam (Derby Dam), Shelton/Derby town border (Between segment 02 and 03, are Lake Housatonic, Lake Zoar, and Lake Lillinonah, all independent waterbodies).",1.5,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,X,UNASSESSED,N,NOT SUPPORTING,F,FULLY SUPPORTING,,Water Not Classified For Drinking Supply,Yes,7921.16394670563
752,2018,CT6000-00_03,Housatonic River (New Milford/Bridgewater)-03,"Inlet Lake Lillinonah (Northwestern most portion, DS  Lovers Leap Road crossing), confluence Town Farm Brook, New Milford/Bridgewater town border, US to Boardman Road crossing (between Route 7 and RailRoad tracks), New Milford.",5.09,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,I,INSUFFICIENT INFORMATION,F,FULLY SUPPORTING,N,NOT SUPPORTING,,Water Not Classified For Drinking Supply,Yes,26853.2109428587
753,2018,CT6000-00_04,Housatonic River-04,"From Boardman Road crossing (between Route 7 and RailRoad tracks), New Milford, US to Bull Bridge outlet dam (US of Bulls Bridge Road crossing, west side of Route 7), Kent.",8.05,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,F,FULLY SUPPORTING,N,NOT SUPPORTING,N,NOT SUPPORTING,,Water Not Classified For Drinking Supply,Yes,42510.8867588302
754,2018,CT6000-00_05,Housatonic River-05,"From Bull Bridge OUTLET dam (US of Bulls Bridge Road crossing, west side of Route 7), US to confluence with Mauwee Brook (between River Road on west side, and RailRoad tracks on east), Kent.",6.66,Miles,RIVER,1100005,"Housatonic. Connecticut, Massachusetts, New York.",49,Inland Surface Waters Class B,X,UNASSESSED,X,UNASSESSED,N,NOT SUPPORTING,,Water Not Classified For Drinking Supply,Yes,35190.9586623651
