ObjectId,IntakeType,IntakeSubtype,Number_of_Animals,YEAR,MONTH
1910,OWNER SUR,EUTH REQ,21,2013,4
1911,OWNER SUR,FIELD,21,2013,4
1912,OWNER SUR,OTC,137,2013,4
1913,RETURN,ADOPTION,12,2013,4
1914,RETURN,K HUMANE S,1,2013,4
1915,STRAY,,7,2013,4
1916,STRAY,FIELD,299,2013,4
1917,STRAY,OTC,192,2013,4
1918,CONFISCATE,ABANDONED,3,2013,5
1919,STRAY,OTC,307,2013,8
1920,CONFISCATE,ABANDONED,1,2013,9
1921,CONFISCATE,CRUELTY,5,2013,9
1922,CONFISCATE,NEGLECT,3,2013,9
1923,CONFISCATE,POLICE,3,2013,9
1924,CONFISCATE,POTDANGER,2,2013,9
1925,DISPOSAL,OWNER,1,2013,2
1926,ET REQUEST,AGGRESSIVE,4,2013,2
1927,ET REQUEST,OLD,24,2013,2
1928,ET REQUEST,SICK,9,2013,2
1929,FOSTER,RETURN,77,2013,2
1930,CONFISCATE,BITE,1,2012,6
1931,OWNER SUR,EUTH REQ,3,2013,2
1932,CONFISCATE,CHAINING,1,2012,6
1933,OWNER SUR,FIELD,48,2013,2
1934,CONFISCATE,CRUELTY,2,2012,6
1935,OWNER SUR,OTC,87,2013,2
1936,CONFISCATE,NEGLECT,2,2012,6
1937,RETURN,ADOPTION,8,2013,2
1938,CONFISCATE,OWNER DIED,1,2012,6
1939,STRAY,FIELD,245,2013,2
1940,CONFISCATE,RESTRAINT,3,2012,6
1941,STRAY,OTC,133,2013,2
1942,DISPOSAL,OWNER,2,2012,6
1943,CONFISCATE,BITE,1,2013,3
1944,ET REQUEST,,12,2012,6
1945,ET REQUEST,AGGRESSIVE,4,2012,6
1946,ET REQUEST,OLD,14,2012,6
1947,ET REQUEST,SICK,13,2012,6
1948,FOSTER,,1,2012,6
1949,FOSTER,RETURN,96,2012,6
1950,OWNER SUR,,1,2012,6
1951,RETURN,K HUMANE S,1,2012,8
1952,STRAY,,2,2012,8
1953,STRAY,FIELD,293,2012,8
1954,STRAY,OTC,271,2012,8
1955,CONFISCATE,ABANDONED,3,2012,9
1956,CONFISCATE,BITE,2,2012,9
1957,CONFISCATE,CHAINING,1,2012,9
1958,CONFISCATE,DANGER DOG,1,2012,9
1959,CONFISCATE,HOSPITAL,2,2012,9
1960,CONFISCATE,NEGLECT,2,2012,9
1961,CONFISCATE,POLICE,2,2012,9
1962,CONFISCATE,RESTRAINT,1,2012,9
1963,DISPOSAL,FIELD,1,2012,9
1964,DISPOSAL,OTHER,6,2012,9
1965,DISPOSAL,OWNER,1,2012,9
1966,ET REQUEST,,2,2012,9
1967,ET REQUEST,AGGRESSIVE,3,2012,9
1968,ET REQUEST,OLD,12,2012,9
1969,ET REQUEST,SICK,14,2012,9
1970,FOSTER,RETURN,56,2012,9
1971,OWNER SUR,,1,2012,9
1972,OWNER SUR,EUTH REQ,13,2012,9
1973,OWNER SUR,FIELD,22,2012,9
1974,OWNER SUR,OTC,161,2012,9
1975,RETURN,,1,2012,9
1976,RETURN,ADOPTION,12,2012,9
1977,STRAY,,3,2012,9
1978,STRAY,FIELD,299,2012,9
1979,STRAY,OTC,318,2012,9
1980,CONFISCATE,ABANDONED,2,2012,10
1981,CONFISCATE,BITE,3,2012,10
1982,CONFISCATE,COURT ORD,2,2012,10
1983,CONFISCATE,EVICTION,1,2012,10
1984,CONFISCATE,NEGLECT,5,2012,10
1985,CONFISCATE,POLICE,2,2012,10
1986,CONFISCATE,POTDANGER,2,2012,10
1987,CONFISCATE,RESTRAINT,3,2012,10
1988,DISPOSAL,,1,2012,10
1989,DISPOSAL,FIELD,2,2012,10
1990,DISPOSAL,OTHER,7,2012,10
1991,DISPOSAL,OWNER,5,2012,10
1992,DISPOSAL,STRAY,2,2012,10
1993,ET REQUEST,,1,2012,10
1994,ET REQUEST,AGGRESSIVE,3,2012,10
1995,ET REQUEST,OLD,13,2012,10
1996,ET REQUEST,SICK,14,2012,10
1997,FOSTER,RETURN,109,2012,10
1998,OWNER SUR,,2,2012,10
1999,OWNER SUR,EUTH REQ,4,2012,10
2000,OWNER SUR,FIELD,26,2012,10
2001,RETURN,,1,2014,1
2002,CONFISCATE,BITE,1,2014,11
2003,CONFISCATE,CHAINING,2,2014,11
2004,CONFISCATE,EVICTION,15,2014,11
2005,CONFISCATE,NEGLECT,1,2014,11
2006,CONFISCATE,POLICE,1,2014,11
2007,CONFISCATE,RESTRAINT,1,2014,11
2008,DISPOSAL,OWNER,11,2014,11
2009,DISPOSAL,STRAY,3,2014,11
2010,DISPOSAL,WILDLIFE,2,2014,11
2011,ET REQUEST,AGGRESSIVE,4,2014,11
2012,DISPOSAL,OWNER,8,2015,1
2013,CONFISCATE,POLICE,1,2014,4
2014,ET REQUEST,OLD,1,2014,11
2015,ET REQUEST,SICK,2,2014,11
2016,FOSTER,RETURN,82,2014,11
2017,OWNER SUR,EUTH REQ,38,2014,11
2018,OWNER SUR,FIELD,13,2014,11
2019,OWNER SUR,OTC,69,2014,11
2020,OWNER SUR,RETURN 30,12,2014,11
2021,RETURN,,2,2014,11
2022,RETURN,ADOPTION,10,2014,11
2023,RETURN,K HUMANE S,1,2014,11
2024,STRAY,,1,2014,11
2025,STRAY,FIELD,204,2014,11
2026,STRAY,OTC,216,2014,11
2027,CONFISCATE,,1,2014,12
2028,CONFISCATE,ABANDONED,1,2014,12
2029,CONFISCATE,CRUELTY,4,2014,12
2030,CONFISCATE,EVICTION,2,2014,12
2031,CONFISCATE,HOSPITAL,1,2014,12
2032,CONFISCATE,OWNER DIED,2,2014,12
2033,CONFISCATE,POLICE,1,2014,12
2034,CONFISCATE,RESTRAINT,2,2014,12
2035,DISPOSAL,FIELD,1,2014,12
2036,DISPOSAL,OWNER,7,2014,12
2037,DISPOSAL,STRAY,1,2014,12
2038,DISPOSAL,WILDLIFE,1,2014,12
2039,ET REQUEST,AGGRESSIVE,2,2014,12
2040,FOSTER,RETURN,57,2014,12
2041,OWNER SUR,EUTH REQ,38,2014,12
2042,OWNER SUR,FIELD,9,2014,12
2043,OWNER SUR,OTC,91,2014,12
2044,OWNER SUR,RETURN 30,13,2014,12
2045,RETURN,ADOPTION,11,2014,12
2046,RETURN,K HUMANE S,3,2014,12
2047,STRAY,FIELD,211,2014,12
2048,STRAY,OTC,154,2014,12
2049,CONFISCATE,ABANDONED,7,2015,1
2050,CONFISCATE,NEGLECT,1,2015,1
2051,CONFISCATE,POTDANGER,2,2015,1
2052,CONFISCATE,RESTRAINT,1,2015,1
2053,DISPOSAL,FIELD,6,2015,1
2054,FOSTER,RETURN,64,2014,6
2055,RETURN,ADOPTION,20,2014,1
2056,OWNER SUR,OTC,120,2014,8
2057,ET REQUEST,OLD,13,2013,11
2058,DISPOSAL,FIELD,2,2014,4
2059,OWNER SUR,RETURN 30,6,2014,8
2060,STRAY,FIELD,229,2014,1
2061,DISPOSAL,OWNER,8,2014,4
2062,RETURN,,1,2014,8
2063,OWNER SUR,EUTH REQ,43,2014,6
2064,STRAY,OTC,152,2014,1
2065,DISPOSAL,STRAY,1,2015,1
2066,DISPOSAL,STRAY,7,2014,4
2067,RETURN,ADOPTION,3,2014,8
2068,OWNER SUR,FIELD,56,2014,6
2069,CONFISCATE,,1,2014,2
2070,ET REQUEST,SICK,23,2013,11
2071,ET REQUEST,AGGRESSIVE,2,2015,1
2072,ET REQUEST,AGGRESSIVE,2,2014,4
2073,RETURN,K HUMANE S,3,2014,8
2074,OWNER SUR,OTC,183,2014,6
2075,CONFISCATE,ABANDONED,1,2014,2
2076,FOSTER,RETURN,58,2013,11
2077,ET REQUEST,OLD,1,2015,1
2078,ET REQUEST,OLD,1,2014,4
2079,STRAY,FIELD,313,2014,8
2080,OWNER SUR,RETURN 30,1,2014,6
2081,CONFISCATE,NEGLECT,1,2014,2
2082,OWNER SUR,,8,2013,11
2083,FOSTER,RETURN,68,2015,1
2084,ET REQUEST,SICK,2,2014,4
2085,STRAY,OTC,269,2014,8
2086,RETURN,,21,2014,6
2087,CONFISCATE,POLICE,1,2014,2
2088,OWNER SUR,EUTH REQ,24,2013,11
2089,OWNER SUR,EUTH REQ,46,2015,1
2090,FOSTER,,1,2014,4
2091,CONFISCATE,ABANDONED,5,2014,9
2092,RETURN,ADOPTION,9,2014,6
2093,DISPOSAL,FIELD,1,2014,2
2094,OWNER SUR,FIELD,7,2013,11
2095,OWNER SUR,FIELD,80,2015,1
2096,FOSTER,RETURN,51,2014,4
2097,CONFISCATE,BITE,2,2014,9
2098,RETURN,K HUMANE S,2,2014,6
2099,DISPOSAL,OTHER,4,2014,2
2100,OWNER SUR,OTC,107,2013,11
2101,OWNER SUR,OTC,103,2015,1
2102,OWNER SUR,,11,2014,4
2103,CONFISCATE,EVICTION,7,2014,9
2104,STRAY,FIELD,235,2014,6
2105,DISPOSAL,OWNER,18,2014,2
2106,RETURN,ADOPTION,13,2013,11
2107,OWNER SUR,RETURN 30,12,2015,1
2108,OWNER SUR,EUTH REQ,44,2014,4
2109,CONFISCATE,NEGLECT,7,2014,9
2110,STRAY,OTC,291,2014,6
2111,DISPOSAL,STRAY,1,2014,2
2112,RETURN,K HUMANE S,7,2013,11
2113,RETURN,,1,2015,1
2114,OWNER SUR,FIELD,23,2014,4
2115,CONFISCATE,RESTRAINT,3,2014,9
2116,CONFISCATE,ABANDONED,4,2014,7
2117,DISPOSAL,WILDLIFE,1,2014,2
2118,STRAY,FIELD,290,2013,11
2119,RETURN,ADOPTION,11,2015,1
2120,OWNER SUR,OTC,101,2014,4
2121,DISPOSAL,FIELD,1,2014,9
2122,CONFISCATE,BITE,1,2014,7
2123,ET REQUEST,AGGRESSIVE,7,2014,2
2124,STRAY,OTC,200,2013,11
2125,RETURN,K HUMANE S,1,2015,1
2126,RETURN,ADOPTION,17,2014,4
2127,DISPOSAL,OWNER,15,2014,9
2128,CONFISCATE,CRUELTY,6,2014,7
2129,CONFISCATE,DANGER DOG,1,2014,7
2130,CONFISCATE,EVICTION,1,2014,7
2131,CONFISCATE,NEGLECT,3,2014,7
2132,CONFISCATE,POLICE,1,2014,7
2133,CONFISCATE,RESTRAINT,4,2014,7
2134,DISPOSAL,OWNER,18,2014,7
2135,DISPOSAL,STRAY,2,2014,7
2136,DISPOSAL,WILDLIFE,1,2014,7
2137,ET REQUEST,,2,2014,7
2138,ET REQUEST,AGGRESSIVE,3,2014,7
2139,ET REQUEST,SICK,3,2014,7
2140,FOSTER,RETURN,95,2014,7
2141,OWNER SUR,EUTH REQ,58,2014,7
2142,OWNER SUR,FIELD,63,2014,7
2143,OWNER SUR,OTC,139,2014,7
2144,OWNER SUR,RETURN 30,3,2014,7
2145,RETURN,,2,2014,7
2146,RETURN,ADOPTION,18,2014,7
2147,RETURN,K HUMANE S,3,2014,7
2148,STRAY,FIELD,329,2014,7
2149,STRAY,OTC,267,2014,7
2150,CONFISCATE,ABANDONED,1,2014,8
2151,CONFISCATE,BITE,4,2014,8
2152,CONFISCATE,CHAINING,1,2014,8
2153,CONFISCATE,NEGLECT,1,2014,8
2154,CONFISCATE,POLICE,2,2014,8
2155,DISPOSAL,FIELD,1,2014,8
2156,DISPOSAL,OTHER,5,2014,8
2157,DISPOSAL,OWNER,14,2014,8
2158,DISPOSAL,STRAY,8,2014,8
2159,ET REQUEST,AGGRESSIVE,3,2014,8
2160,ET REQUEST,OLD,1,2014,8
2161,ET REQUEST,SICK,1,2014,8
2162,FOSTER,RETURN,74,2014,8
2163,OWNER SUR,,3,2014,8
2164,OWNER SUR,EUTH REQ,51,2014,8
2165,OWNER SUR,FIELD,17,2014,8
2166,ET REQUEST,OLD,8,2014,2
2167,CONFISCATE,ABANDONED,2,2013,12
2168,RETURN,K HUMANE S,2,2014,4
2169,ET REQUEST,SICK,6,2014,2
2170,DISPOSAL,STRAY,2,2014,9
2171,CONFISCATE,BITE,1,2013,12
2172,STRAY,FIELD,214,2014,4
2173,FOSTER,RETURN,60,2014,2
2174,ET REQUEST,OLD,2,2014,9
2175,CONFISCATE,CRUELTY,4,2013,12
2176,STRAY,OTC,173,2014,4
2177,OWNER SUR,EUTH REQ,23,2014,2
2178,STRAY,FIELD,203,2015,1
2179,ET REQUEST,SICK,1,2014,9
2180,CONFISCATE,DANGER DOG,1,2013,12
2181,CONFISCATE,,1,2014,5
2182,OWNER SUR,FIELD,14,2014,2
2183,STRAY,OTC,157,2015,1
2184,FOSTER,RETURN,73,2014,9
2185,CONFISCATE,POLICE,12,2013,12
2186,CONFISCATE,BITE,1,2014,5
2187,OWNER SUR,OTC,93,2014,2
2188,CONFISCATE,,1,2015,2
2189,OWNER SUR,EUTH REQ,46,2014,9
2190,DISPOSAL,FIELD,3,2013,12
2191,CONFISCATE,CRUELTY,1,2014,5
2192,RETURN,ADOPTION,15,2014,2
2193,CONFISCATE,ABANDONED,5,2015,2
2194,OWNER SUR,FIELD,12,2014,9
2195,DISPOSAL,OWNER,20,2013,12
2196,CONFISCATE,NEGLECT,2,2014,5
2197,RETURN,K HUMANE S,2,2014,2
2198,CONFISCATE,CRUELTY,1,2015,2
2199,OWNER SUR,OTC,153,2014,9
2200,DISPOSAL,STRAY,2,2013,12
2201,CONFISCATE,POLICE,3,2014,5
2202,STRAY,FIELD,179,2014,2
2203,CONFISCATE,EVICTION,4,2015,2
2204,OWNER SUR,RETURN 30,8,2014,9
2205,ET REQUEST,,1,2013,12
2206,DISPOSAL,FIELD,1,2014,5
2207,STRAY,OTC,149,2014,2
2208,CONFISCATE,HOSPITAL,2,2015,2
2209,RETURN,,5,2014,9
2210,ET REQUEST,AGGRESSIVE,2,2013,12
2211,DISPOSAL,OTHER,1,2014,5
2212,CONFISCATE,,1,2014,3
2213,CONFISCATE,NEGLECT,1,2015,2
2214,RETURN,ADOPTION,4,2014,9
2215,ET REQUEST,OLD,18,2013,12
2216,DISPOSAL,OWNER,7,2014,5
2217,CONFISCATE,CHAINING,2,2014,3
2218,CONFISCATE,POLICE,10,2015,2
2219,RETURN,K HUMANE S,6,2014,9
2220,ET REQUEST,SICK,12,2013,12
2221,DISPOSAL,STRAY,3,2014,5
2222,CONFISCATE,CRUELTY,1,2014,3
2223,DISPOSAL,,1,2015,2
2224,STRAY,FIELD,274,2014,9
2225,FOSTER,RETURN,63,2013,12
2226,DISPOSAL,WILDLIFE,1,2014,5
2227,CONFISCATE,DANGER DOG,2,2014,3
2228,DISPOSAL,OWNER,17,2015,2
2229,STRAY,OTC,280,2014,9
2230,OWNER SUR,,1,2013,12
2231,ET REQUEST,AGGRESSIVE,1,2014,5
2232,CONFISCATE,EVICTION,2,2014,3
2233,DISPOSAL,STRAY,4,2015,2
2234,CONFISCATE,CHAINING,1,2014,10
2235,OWNER SUR,EUTH REQ,20,2013,12
2236,ET REQUEST,SICK,2,2014,5
2237,CONFISCATE,NEGLECT,1,2014,3
2238,DISPOSAL,FIELD,5,2014,3
2239,DISPOSAL,OWNER,10,2014,3
2240,DISPOSAL,STRAY,1,2014,3
2241,DISPOSAL,WILDLIFE,1,2014,3
2242,ET REQUEST,,3,2014,3
2243,ET REQUEST,AGGRESSIVE,3,2014,3
2244,ET REQUEST,OLD,6,2014,3
2245,ET REQUEST,SICK,5,2014,3
2246,FOSTER,RETURN,43,2014,3
2247,OWNER SUR,EUTH REQ,50,2014,3
2248,OWNER SUR,FIELD,7,2014,3
2249,OWNER SUR,OTC,117,2014,3
2250,RETURN,ADOPTION,11,2014,3
2251,RETURN,K HUMANE S,1,2014,3
2252,STRAY,,1,2014,3
2253,STRAY,FIELD,187,2014,3
2254,STRAY,OTC,189,2014,3
2255,CONFISCATE,ABANDONED,1,2014,4
2256,CONFISCATE,BITE,1,2014,4
2257,CONFISCATE,NEGLECT,1,2014,4
2258,OWNER SUR,FIELD,13,2013,12
2259,FOSTER,RETURN,81,2014,5
2260,OWNER SUR,EUTH REQ,42,2014,5
2261,OWNER SUR,OTC,85,2013,12
2262,DISPOSAL,WILDLIFE,1,2015,2
2263,OWNER SUR,FIELD,114,2014,5
2264,RETURN,ADOPTION,14,2013,12
2265,ET REQUEST,SICK,3,2015,2
2266,OWNER SUR,OTC,144,2014,5
2267,CONFISCATE,EVICTION,2,2014,10
2268,RETURN,K HUMANE S,1,2013,12
2269,FOSTER,RETURN,44,2015,2
2270,OWNER SUR,RETURN 30,1,2014,5
2271,CONFISCATE,NEGLECT,20,2014,10
2272,STRAY,,1,2013,12
2273,OWNER SUR,EUTH REQ,31,2015,2
2274,RETURN,ADOPTION,17,2014,5
2275,CONFISCATE,POLICE,4,2014,10
2276,STRAY,FIELD,243,2013,12
2277,OWNER SUR,FIELD,29,2015,2
2278,STRAY,FIELD,237,2014,5
2279,DISPOSAL,OTHER,1,2014,10
2280,STRAY,OTC,172,2013,12
2281,OWNER SUR,OTC,74,2015,2
2282,STRAY,OTC,207,2014,5
2283,DISPOSAL,OWNER,16,2014,10
2284,CONFISCATE,,1,2014,1
2285,OWNER SUR,RETURN 30,3,2015,2
2286,CONFISCATE,ABANDONED,8,2014,6
2287,DISPOSAL,STRAY,4,2014,10
2288,CONFISCATE,ABANDONED,1,2014,1
2289,RETURN,ADOPTION,11,2015,2
2290,CONFISCATE,CRUELTY,16,2014,6
2291,ET REQUEST,AGGRESSIVE,1,2014,10
2292,CONFISCATE,BITE,1,2014,1
2293,RETURN,K HUMANE S,4,2015,2
2294,CONFISCATE,NEGLECT,11,2014,6
2295,ET REQUEST,OLD,1,2014,10
2296,CONFISCATE,CRUELTY,2,2014,1
2297,STRAY,FIELD,178,2015,2
2298,CONFISCATE,OWNER DIED,2,2014,6
2299,ET REQUEST,SICK,1,2014,10
2300,CONFISCATE,HOSPITAL,1,2014,1
2301,STRAY,OTC,147,2015,2
2302,CONFISCATE,POLICE,3,2014,6
2303,FOSTER,,2,2014,10
2304,CONFISCATE,NEGLECT,4,2014,1
2305,CONFISCATE,ABANDONED,2,2015,3
2306,DISPOSAL,FIELD,1,2014,6
2307,FOSTER,RETURN,72,2014,10
2308,CONFISCATE,POLICE,1,2014,1
2309,CONFISCATE,BITE,1,2015,3
2310,DISPOSAL,OTHER,1,2014,6
2311,OWNER SUR,,1,2014,10
2312,DISPOSAL,FIELD,2,2014,1
2313,CONFISCATE,COURT ORD,1,2015,3
2314,DISPOSAL,OWNER,17,2014,6
2315,OWNER SUR,EUTH REQ,40,2014,10
2316,DISPOSAL,OWNER,24,2014,1
2317,CONFISCATE,CRUELTY,7,2015,3
2318,DISPOSAL,STRAY,1,2014,6
2319,OWNER SUR,FIELD,23,2014,10
2320,DISPOSAL,STRAY,1,2014,1
2321,CONFISCATE,EVICTION,2,2015,3
2322,DISPOSAL,WILDLIFE,1,2014,6
2323,OWNER SUR,OTC,139,2014,10
2324,ET REQUEST,AGGRESSIVE,5,2014,1
2325,CONFISCATE,NEGLECT,2,2015,3
2326,ET REQUEST,AGGRESSIVE,1,2014,6
2327,OWNER SUR,RETURN 30,10,2014,10
2328,ET REQUEST,OLD,13,2014,1
2329,CONFISCATE,POLICE,1,2015,3
2330,ET REQUEST,OLD,1,2014,6
2331,RETURN,,2,2014,10
2332,ET REQUEST,SICK,4,2014,1
2333,CONFISCATE,POTDANGER,4,2015,3
2334,ET REQUEST,SICK,1,2014,6
2335,RETURN,ADOPTION,6,2014,10
2336,FOSTER,RETURN,41,2014,1
2337,DISPOSAL,OWNER,12,2015,3
2338,RETURN,K HUMANE S,1,2014,10
2339,OWNER SUR,EUTH REQ,18,2014,1
2340,DISPOSAL,STRAY,3,2015,3
2341,STRAY,FIELD,250,2014,10
2342,OWNER SUR,FIELD,15,2014,1
2343,DISPOSAL,WILDLIFE,1,2015,3
2344,STRAY,OTC,263,2014,10
2345,OWNER SUR,OTC,76,2014,1
2346,CONFISCATE,ABANDONED,2,2014,11
2347,ET REQUEST,,1,2015,3
2348,ET REQUEST,AGGRESSIVE,1,2015,3
2349,ET REQUEST,SICK,2,2015,3
2350,FOSTER,,1,2015,3
2351,DISPOSAL,,1,2013,9
2352,DISPOSAL,FIELD,1,2013,9
2353,DISPOSAL,OWNER,14,2013,9
2354,DISPOSAL,STRAY,7,2013,9
2355,ET REQUEST,,3,2013,9
2356,ET REQUEST,AGGRESSIVE,7,2013,9
2357,ET REQUEST,OLD,19,2013,9
2358,ET REQUEST,SICK,8,2013,9
2359,FOSTER,RETURN,65,2013,9
2360,OWNER SUR,,1,2013,9
2361,OWNER SUR,EUTH REQ,22,2013,9
2362,OWNER SUR,FIELD,20,2013,9
2363,OWNER SUR,OTC,129,2013,9
2364,RETURN,,2,2013,9
2365,RETURN,ADOPTION,9,2013,9
2366,RETURN,K HUMANE S,1,2013,9
2367,STRAY,,1,2013,9
2368,STRAY,FIELD,325,2013,9
2369,STRAY,OTC,291,2013,9
2370,CONFISCATE,CHAINING,4,2013,10
2371,CONFISCATE,CRUELTY,34,2013,10
2372,CONFISCATE,NEGLECT,3,2013,10
2373,CONFISCATE,POLICE,8,2013,10
2374,DISPOSAL,FIELD,2,2013,10
2375,DISPOSAL,OTHER,1,2013,10
2376,DISPOSAL,OWNER,9,2013,10
2377,DISPOSAL,STRAY,5,2013,10
2378,DISPOSAL,WILDLIFE,1,2013,10
2379,ET REQUEST,AGGRESSIVE,5,2013,10
2380,ET REQUEST,OLD,22,2013,10
2381,ET REQUEST,SICK,7,2013,10
2382,EVACUEE,,3,2013,10
2383,FOSTER,RETURN,79,2013,10
2384,OWNER SUR,EUTH REQ,27,2013,10
2385,OWNER SUR,FIELD,48,2013,10
2386,OWNER SUR,OTC,111,2013,10
2387,RETURN,ADOPTION,8,2013,10
2388,STRAY,,1,2013,10
2389,STRAY,FIELD,309,2013,10
2390,STRAY,OTC,343,2013,10
2391,CONFISCATE,,7,2013,11
2392,CONFISCATE,EVICTION,1,2013,11
2393,CONFISCATE,NEGLECT,4,2013,11
2394,CONFISCATE,POLICE,1,2013,11
2395,CONFISCATE,POTDANGER,2,2013,11
2396,CONFISCATE,RESTRAINT,4,2013,11
2397,DISPOSAL,OTHER,1,2013,11
2398,DISPOSAL,OWNER,16,2013,11
2399,DISPOSAL,STRAY,1,2013,11
2400,ET REQUEST,AGGRESSIVE,8,2013,11
2401,CONFISCATE,NEGLECT,5,2015,8
2402,DISPOSAL,OTHER,1,2015,8
2403,DISPOSAL,OWNER,8,2015,8
2404,DISPOSAL,STRAY,2,2015,8
2405,ET REQUEST,,20,2015,8
2406,ET REQUEST,AGGRESSIVE,1,2015,8
2407,ET REQUEST,SICK,3,2015,8
2408,FOSTER,RETURN,60,2015,8
2409,OWNER SUR,EUTH REQ,52,2015,8
2410,OWNER SUR,FIELD,35,2015,8
2411,OWNER SUR,OTC,109,2015,8
2412,OWNER SUR,RETURN 30,7,2015,8
2413,RETURN,ADOPTION,7,2015,8
2414,STRAY,FIELD,253,2015,8
2415,STRAY,OTC,319,2015,8
2416,CONFISCATE,ABANDONED,4,2015,9
2417,CONFISCATE,BITE,1,2015,9
2418,CONFISCATE,CRUELTY,4,2015,9
2419,CONFISCATE,EVICTION,1,2015,9
2420,CONFISCATE,OWNER DIED,3,2015,9
2421,CONFISCATE,POLICE,1,2015,9
2422,CONFISCATE,RESTRAINT,3,2015,9
2423,DISPOSAL,FIELD,1,2015,9
2424,DISPOSAL,OWNER,13,2015,9
2425,DISPOSAL,STRAY,1,2015,9
2426,DISPOSAL,WILDLIFE,1,2015,9
2427,ET REQUEST,,1,2015,9
2428,ET REQUEST,AGGRESSIVE,1,2015,9
2429,ET REQUEST,OLD,2,2015,9
2430,ET REQUEST,SICK,2,2015,9
2431,FOSTER,RETURN,62,2015,9
2432,OWNER SUR,,1,2015,9
2433,OWNER SUR,EUTH REQ,55,2015,9
2434,OWNER SUR,FIELD,9,2015,9
2435,OWNER SUR,OTC,62,2015,9
2436,OWNER SUR,RETURN 30,12,2015,9
2437,RETURN,,2,2015,9
2438,RETURN,ADOPTION,10,2015,9
2439,STRAY,,2,2015,9
2440,STRAY,FIELD,173,2015,9
2441,STRAY,OTC,243,2015,9
2442,CONFISCATE,ABANDONED,1,2015,10
2443,CONFISCATE,CHAINING,2,2015,10
2444,CONFISCATE,CRUELTY,15,2015,10
2445,CONFISCATE,EVICTION,8,2015,10
2446,CONFISCATE,HOSPITAL,2,2015,10
2447,CONFISCATE,NEGLECT,3,2015,6
2448,CONFISCATE,NEGLECT,45,2015,10
2449,CONFISCATE,POLICE,3,2015,10
2450,CONFISCATE,POTDANGER,2,2015,10
2451,CONFISCATE,POLICE,6,2015,6
2452,ET REQUEST,SICK,1,2016,5
2453,CONFISCATE,RESTRAINT,2,2015,10
2454,DISPOSAL,OTHER,1,2015,6
2455,OWNER SUR,OTC,126,2016,7
2456,FOSTER,RETURN,49,2016,5
2457,CONFISCATE,UNPERMITED,4,2015,10
2458,OWNER SUR,FIELD,6,2015,12
2459,CONFISCATE,CRUELTY,1,2016,3
2460,OWNER SUR,EUTH REQ,45,2016,5
2461,DISPOSAL,OWNER,11,2015,6
2462,CONFISCATE,EVICTION,1,2016,3
2463,OWNER SUR,OTC,60,2015,12
2464,OWNER SUR,FIELD,15,2016,5
2465,DISPOSAL,FIELD,2,2015,10
2466,DISPOSAL,STRAY,8,2015,6
2467,CONFISCATE,HOSPITAL,3,2016,3
2468,OWNER SUR,RETURN 30,12,2015,12
2469,OWNER SUR,OTC,77,2016,5
2470,DISPOSAL,OTHER,1,2015,10
2471,OWNER SUR,RETURN 30,12,2016,7
2472,DISPOSAL,WILDLIFE,1,2015,6
2473,CONFISCATE,NEGLECT,31,2016,3
2474,RETURN,ADOPTION,19,2015,12
2475,OWNER SUR,RETURN 30,13,2016,5
2476,DISPOSAL,OWNER,15,2015,10
2477,RETURN,ADOPTION,12,2016,7
2478,ET REQUEST,,3,2015,6
2479,CONFISCATE,POLICE,2,2016,3
2480,RETURN,K HUMANE S,2,2015,12
2481,RETURN,ADOPTION,22,2016,5
2482,DISPOSAL,STRAY,1,2015,10
2483,STRAY,FIELD,188,2016,7
2484,ET REQUEST,AGGRESSIVE,4,2015,6
2485,CONFISCATE,POTDANGER,1,2016,3
2486,STRAY,,1,2015,12
2487,RETURN,K HUMANE S,1,2016,5
2488,ET REQUEST,AGGRESSIVE,4,2015,10
2489,STRAY,OTC,293,2016,7
2490,ET REQUEST,OLD,1,2015,6
2491,CONFISCATE,RESTRAINT,6,2016,3
2492,STRAY,FIELD,156,2015,12
2493,STRAY,,2,2016,5
2494,ET REQUEST,SICK,1,2015,10
2495,CONFISCATE,ABANDONED,1,2016,8
2496,FOR TRANSP,K HUMANE S,3,2015,6
2497,DISPOSAL,FIELD,2,2016,3
2498,STRAY,OTC,166,2015,12
2499,STRAY,FIELD,219,2016,5
2500,FOSTER,RETURN,78,2015,10
2501,CONFISCATE,BITE,3,2016,8
2502,FOSTER,RETURN,64,2015,6
2503,DISPOSAL,OWNER,11,2016,3
2504,CONFISCATE,HOSPITAL,1,2016,1
2505,STRAY,OTC,258,2016,5
2506,OWNER SUR,EUTH REQ,46,2015,10
2507,CONFISCATE,CRUELTY,11,2016,8
2508,OWNER SUR,,8,2015,6
2509,DISPOSAL,STRAY,3,2016,3
2510,CONFISCATE,NEGLECT,3,2016,1
2511,CONFISCATE,ABANDONED,1,2016,6
2512,OWNER SUR,FIELD,80,2015,10
2513,CONFISCATE,EVICTION,1,2016,8
2514,OWNER SUR,EUTH REQ,35,2015,6
2515,ET REQUEST,AGGRESSIVE,4,2016,3
2516,CONFISCATE,POLICE,3,2016,1
2517,CONFISCATE,BITE,4,2016,6
2518,OWNER SUR,OTC,83,2015,10
2519,CONFISCATE,POLICE,2,2016,8
2520,OWNER SUR,FIELD,55,2015,6
2521,ET REQUEST,OLD,3,2016,3
2522,CONFISCATE,POTDANGER,4,2016,1
