OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIP,OWNER,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWID,SURFACED_1,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SGNDBKROUT,NGHBRHDGRN,NATIONHWYS,STREETTYPE,MJTRK_STR_,PVMTCONDIN,PVMTCOND_1,TRANCLASS,TRANDESCRI,FREIGHTCLASS,SHAPE_Length
1515,6262,68,03150,0650,031500650,4TH AVE S BETWEEN S MICHIGAN ST AND EAST MARGINAL WAY S,4TH AVE S,4TH AVE S,S MICHIGAN ST,EAST MARGINAL WAY S,1, , ,6500,30,S,N, , ,528.0,0,,4TH AVE S AND S MICHIGAN ST,S,34219,4TH AVE S AND EAST MARGINAL WAY S,N,34236,1270893.56011419,202251.20409916, , , ,Industrial, ,0,0,2, ,1,527.70903220478
1516,6239,68,03150,0240,031500240,4TH AVE S BETWEEN S STACY ST AND S LANDER ST,4TH AVE S,4TH AVE S,S STACY ST,S LANDER ST,1, , ,2400,35,S,N, , ,760.0,0,,4TH AVE S AND S STACY ST,S,31362,4TH AVE S AND S LANDER ST,N,31369,1271285.89803459,215464.32129669, , , ,Industrial, ,0,0,1, ,1,760.087254990545
1517,6234,68,03150,0120,031500120,4TH AVE S BETWEEN S ROYAL BROUGHAM WAY AND 4TH AVE NB OFF RP,4TH AVE S,4TH AVE S,S ROYAL BROUGHAM WAY,4TH AVE NB OFF RP,1, , ,1200,35,S,N, , ,338.0,0,,4TH AVE S AND S ROYAL BROUGHAM WAY,S,30553,4TH AVE S AND 4TH AVE NB OFF RP,N,163341,1271366.43672268,219504.79509282, , , ,Industrial, ,0,0,1, ,1,338.44856916309
1518,14416,68,11300,0720,113000720,EAST MARGINAL WAY S BETWEEN ELLIS AVE S AND S WEBSTER ST,EAST MARGINAL WAY S,EAST MARGINAL WAY S,ELLIS AVE S,S WEBSTER ST,1, , ,7200,35,SE,N, , ,1769.0,0,,ELLIS AVE S AND EAST MARGINAL WAY S,SE,34195,EAST MARGINAL WAY S AND S WEBSTER ST,NW,34201,1273732.7256211,199450.25516829, , , ,Industrial, ,0,0,2, ,1,1769.20303908721
1519,14412,68,11300,0683,113000683,EAST MARGINAL WAY S BETWEEN S WILLOW ST AND CORSON AVE S,EAST MARGINAL WAY S,EAST MARGINAL WAY S,S WILLOW ST,CORSON AVE S,1, , ,6900,35,SE,N, , ,206.0,0,,EAST MARGINAL WAY S AND S WILLOW ST,SE,34239,CORSON AVE S AND EAST MARGINAL WAY S,NW,34187,1272250.61457959,200797.13241766, , , ,Industrial, ,0,0,2, ,1,206.010501874574
1520,6247,68,03150,0380,031500380,4TH AVE S BETWEEN S SPOKANE SR ST AND W SEA BR EB 4 AV OFF RP,4TH AVE S,4TH AVE S,S SPOKANE SR ST,W SEA BR EB 4 AV OFF RP,1, , ,3800,35,S,N, , ,650.0,0,,4TH AVE S AND S SPOKANE SR ST,S,32342,4TH AVE S AND W SEA BR EB 4 AV OFF RP,N,531030,1271211.31813052,211702.14650884, , , ,Industrial, ,0,0,2, ,1,646.438716449844
1521,6233,68,03150,0100,031500100,4TH AVE S BETWEEN I90 WB 4TH AV OFF RP AND S ROYAL BROUGHAM WAY,4TH AVE S,4TH AVE S,I90 WB 4TH AV OFF RP,S ROYAL BROUGHAM WAY,1, , ,1000,30,S,N, , ,691.0,0,,4TH AVE S AND I90 WB 4TH AV OFF RP,S,30566,4TH AVE S AND S ROYAL BROUGHAM WAY,N,30553,1271376.24152268,220019.27701336, , , ,Industrial, ,0,0,1, ,1,690.702898472126
1522,6255,68,03150,0540,031500540,4TH AVE S BETWEEN S BRANDON ST AND S LUCILE ST,4TH AVE S,4TH AVE S,S BRANDON ST,S LUCILE ST,1, , ,5400,35,S,N, , ,270.0,0,,4TH AVE S AND S BRANDON ST,S,33155,4TH AVE S AND S LUCILE ST,N,33170,1270972.41169827,205590.11955857, , , ,Regional, ,0,0,2, ,1,270.206071997194
1523,14420,68,11300,0770,113000770,EAST MARGINAL WAY S BETWEEN BOEING DR AND CITY LIMITS,EAST MARGINAL WAY S,EAST MARGINAL WAY S,BOEING DR,CITY LIMITS,1, , ,7700,35,SE,N, , ,754.0,0,,BOEING DR AND EAST MARGINAL WAY S,SE,34393,EAST MARGINAL WAY S AND CITY LIMITS,NW,34392,1275616.98194303,197712.38937451, , , ,Industrial, ,0,0,0, ,1,753.770807595763
1524,6250,68,03150,0405,031500405,4TH AVE S BETWEEN S INDUSTRIAL EB WAY AND DIAGONAL AVE S,4TH AVE S,4TH AVE S,S INDUSTRIAL EB WAY,DIAGONAL AVE S,1, , ,4000,35,S,N, , ,139.0,0,,4TH AVE S AND S INDUSTRIAL EB WAY,S,32389,4TH AVE S AND DIAGONAL AVE S,N,32397,1271135.41585843,210588.56909969, , , ,Industrial, ,0,0,2, ,1,139.459324909609
1525,6261,68,03150,0610,031500610,4TH AVE S BETWEEN S FRONT ST AND S MICHIGAN ST,4TH AVE S,4TH AVE S,S FRONT ST,S MICHIGAN ST,1, , ,6100,35,S,N, , ,990.0,0,,4TH AVE S AND S FRONT ST,S,33190,4TH AVE S AND S MICHIGAN ST,N,34219,1270912.83141021,203009.79545994, , , ,Industrial, ,0,0,2, ,1,989.997862004572
1526,6237,68,03150,0190,031500190,4TH AVE S BETWEEN S HOLGATE ST AND S WALKER ST,4TH AVE S,4TH AVE S,S HOLGATE ST,S WALKER ST,1, , ,1900,35,S,N, , ,800.0,0,,4TH AVE S AND S HOLGATE ST,S,31348,4TH AVE S AND S WALKER ST,N,31353,1271315.32638663,217004.20929827, , , ,Industrial, ,0,0,1, ,1,799.874188049704
1527,14418,68,11300,0750,113000750,EAST MARGINAL WAY S BETWEEN 14TH AVE S AND 16TH AVE S,EAST MARGINAL WAY S,EAST MARGINAL WAY S,14TH AVE S,16TH AVE S,1, , ,7500,35,SE,N, , ,542.0,0,,14TH AVE S AND EAST MARGINAL WAY S,SE,34211,16TH AVE S AND EAST MARGINAL WAY S,NW,34391,1274674.34603806,198584.5589754, , , ,Industrial, ,0,0,2, ,1,542.021521058027
1528,6294,68,03165,0460,031650460,4TH AV S VI BETWEEN 4TH AVE S AND 4TH AVE S,4TH AVE S,4TH AV S VI,4TH AVE S,4TH AVE S,1, , ,4600,35,S,N, , ,2022.0,0,,4TH AVE S AND 4TH AV S VI,S,32386, 4TH AV S VI AND 4TH AVE S,N,33162,1271054.22072236,207935.74317698, , , ,Industrial, ,0,0,2, ,1,2022.094024779
1529,14408,68,11300,0650,113000650,EAST MARGINAL WAY S BETWEEN S MICHIGAN ST AND 4TH AVE S,EAST MARGINAL WAY S,EAST MARGINAL WAY S,S MICHIGAN ST,4TH AVE S,1, , ,6500,35,SE,N, , ,551.0,0,,EAST MARGINAL WAY S AND S MICHIGAN ST,SE,34222,4TH AVE S AND EAST MARGINAL WAY S,NW,34236,1270679.75563398,202172.16928308, , , ,Industrial, ,0,0,2, ,1,551.308382328505
1530,14413,68,11300,0695,113000695,EAST MARGINAL WAY S BETWEEN CORSON AVE S AND CARLETON AVE S,EAST MARGINAL WAY S,EAST MARGINAL WAY S,CORSON AVE S,CARLETON AVE S,1, , ,6900,35,SE,N, , ,368.0,0,,CORSON AVE S AND EAST MARGINAL WAY S,SE,34187,CARLETON AVE S AND EAST MARGINAL WAY S,NW,34188,1272460.10539579,200600.61708947, , , ,Regional, ,0,0,2, ,1,368.478663827404
1531,531031,68,03150,0381,031500381,4TH AVE S BETWEEN W SEA BR EB 4 AV OFF RP AND S INDUSTRIAL WB WAY,4TH AVE S,4TH AVE S,W SEA BR EB 4 AV OFF RP,S INDUSTRIAL WB WAY,1, , ,3800,35,S,N, , ,637.0,0,,4TH AVE S AND W SEA BR EB 4 AV OFF RP,S,531030,4TH AVE S AND S INDUSTRIAL WB WAY,N,32374,1271198.79595451,211061.71930818, , , , , ,0,0,2, ,1,637.480542525084
1532,6252,68,03150,0500,031500500,4TH AVE S BETWEEN 4TH AV S VI AND S DAWSON ST,4TH AVE S,4TH AVE S,4TH AV S VI,S DAWSON ST,1, , ,5000,35,S,N, , ,655.0,0,, 4TH AV S VI AND 4TH AVE S,S,33162,4TH AVE S AND S DAWSON ST,N,33146,1270998.3764983,206598.38746361, , , ,Industrial, ,0,0,2, ,1,655.335514399767
1533,14409,68,11300,0660,113000660,EAST MARGINAL WAY S BETWEEN 4TH AVE S AND S RIVER ST,EAST MARGINAL WAY S,EAST MARGINAL WAY S,4TH AVE S,S RIVER ST,1, , ,6600,35,SE,N, , ,94.0,0,,4TH AVE S AND EAST MARGINAL WAY S,SE,34236,EAST MARGINAL WAY S AND S RIVER ST,NW,34237,1270919.37643422,201955.99398686, , , ,Industrial, ,0,0,2, ,1,94.1367511854366
1534,6258,68,03150,0570,031500570,4TH AVE S BETWEEN S ORCAS ST AND S MEAD ST,4TH AVE S,4TH AVE S,S ORCAS ST,S MEAD ST,1, , ,5700,35,S,N, , ,292.0,0,,4TH AVE S AND S ORCAS ST,S,33178,4TH AVE S AND S MEAD ST,N,33183,1270951.11467426,204753.58477372, , , ,Regional, ,0,0,2, ,1,291.587302059755
1535,14415,68,11300,0710,113000710,EAST MARGINAL WAY S BETWEEN S MYRTLE ST AND ELLIS AVE S,EAST MARGINAL WAY S,EAST MARGINAL WAY S,S MYRTLE ST,ELLIS AVE S,1, , ,7100,35,SE,N, , ,424.0,0,,EAST MARGINAL WAY S AND S MYRTLE ST,SE,34215,ELLIS AVE S AND EAST MARGINAL WAY S,NW,34195,1272913.46744426,200179.44115304, , , ,Industrial, ,0,0,2, ,1,424.442746284961
1536,6240,68,03150,0270,031500270,4TH AVE S BETWEEN S LANDER ST AND S FOREST ST,4TH AVE S,4TH AVE S,S LANDER ST,S FOREST ST,1, , ,2700,35,S,N, , ,760.0,0,,4TH AVE S AND S LANDER ST,S,31369,4TH AVE S AND S FOREST ST,N,31376,1271270.84913857,214704.45543991, , , ,Industrial, ,0,0,1, ,1,759.942627895951
1537,6249,68,03150,0400,031500400,4TH AVE S BETWEEN S INDUSTRIAL WB WAY AND S INDUSTRIAL EB WAY,4TH AVE S,4TH AVE S,S INDUSTRIAL WB WAY,S INDUSTRIAL EB WAY,1, , ,4000,35,S,N, , ,90.0,0,,4TH AVE S AND S INDUSTRIAL WB WAY,S,32374,4TH AVE S AND S INDUSTRIAL EB WAY,N,32389,1271157.70379446,210700.85319582, , , ,Industrial, ,0,0,2, ,1,89.5401622992781
1538,14414,68,11300,0700,113000700,EAST MARGINAL WAY S BETWEEN CARLETON AVE S AND S MYRTLE ST,EAST MARGINAL WAY S,EAST MARGINAL WAY S,CARLETON AVE S,S MYRTLE ST,1, , ,7000,35,SE,N, , ,222.0,0,,CARLETON AVE S AND EAST MARGINAL WAY S,SE,34188,EAST MARGINAL WAY S AND S MYRTLE ST,NW,34215,1272676.57886802,200399.59795326, , , ,Regional, ,0,0,2, ,1,222.406280162164
1539,6257,68,03150,0560,031500560,4TH AVE S BETWEEN S FINDLAY ST AND S ORCAS ST,4TH AVE S,4TH AVE S,S FINDLAY ST,S ORCAS ST,1, , ,5600,35,S,N, , ,296.0,0,,4TH AVE S AND S FINDLAY ST,S,33171,4TH AVE S AND S ORCAS ST,N,33178,1270958.59563425,205047.43091802, , , ,Regional, ,0,0,2, ,1,296.295517031524
1540,6259,68,03150,0580,031500580,4TH AVE S BETWEEN S MEAD ST AND S FIDALGO ST,4TH AVE S,4TH AVE S,S MEAD ST,S FIDALGO ST,1, , ,5800,35,S,N, , ,225.0,0,,4TH AVE S AND S MEAD ST,S,33183,4TH AVE S AND S FIDALGO ST,N,33188,1270944.54072225,204495.37101346, , , ,Regional, ,0,0,2, ,1,225.00747673517
1541,6246,68,03150,0360,031500360,4TH AVE S BETWEEN S SPOKANE NR ST AND S SPOKANE SR ST,4TH AVE S,4TH AVE S,S SPOKANE NR ST,S SPOKANE SR ST,1, , ,3600,35,S,N, , ,94.0,0,,4TH AVE S AND S SPOKANE NR ST,S,32356,4TH AVE S AND S SPOKANE SR ST,N,32342,1271208.15704252,212072.14606121, , , ,Industrial, ,0,0,0, ,1,94.3219194065583
1542,14406,68,11300,0600,113000600,EAST MARGINAL WAY S BETWEEN 1ST AV S BR NB AND S FRONT ST,EAST MARGINAL WAY S,EAST MARGINAL WAY S,1ST AV S BR NB,S FRONT ST,1, , ,6000,35,S,N, , ,566.0,0,,1ST AV S BR NB AND EAST MARGINAL WAY S,S,33194,EAST MARGINAL WAY S AND S FRONT ST,N,34244,1269958.02616124,203010.02131593, , , ,Industrial, ,0,0,2, ,1,566.080623353537
1543,6232,68,03150,0080,031500080,4TH AVE S BETWEEN SEATTLE BLVD S AND I90 WB 4TH AV OFF RP,4TH AVE S,4TH AVE S,SEATTLE BLVD S,I90 WB 4TH AV OFF RP,1, , ,800,30,S,N, , ,802.0,0,,4TH AVE S AND SEATTLE BLVD S,S,30538,4TH AVE S AND I90 WB 4TH AV OFF RP,N,30566,1271391.17803471,220765.36949413, , , ,Industrial, ,0,0,1, ,1,801.784662094122
1544,6241,68,03150,0290,031500290,4TH AVE S BETWEEN S FOREST ST AND S HANFORD ST,4TH AVE S,4TH AVE S,S FOREST ST,S HANFORD ST,1, , ,2900,35,S,N, , ,785.0,0,,4TH AVE S AND S FOREST ST,S,31376,4TH AVE S AND S HANFORD ST,N,31382,1271255.56664257,213932.08833513, , , ,Industrial, ,0,0,1, ,1,785.093838429701
1545,14411,68,11300,0680,113000680,EAST MARGINAL WAY S BETWEEN S BRIGHTON ST AND S WILLOW ST,EAST MARGINAL WAY S,EAST MARGINAL WAY S,S BRIGHTON ST,S WILLOW ST,1, , ,6800,35,SE,N, , ,403.0,0,,EAST MARGINAL WAY S AND S BRIGHTON ST,SE,34234,EAST MARGINAL WAY S AND S WILLOW ST,NW,34239,1272014.24171534,200988.89190587, , , ,Industrial, ,0,0,2, ,1,403.330163441117
1546,14417,68,11300,0740,113000740,EAST MARGINAL WAY S BETWEEN S WEBSTER ST AND 14TH AVE S,EAST MARGINAL WAY S,EAST MARGINAL WAY S,S WEBSTER ST,14TH AVE S,1, , ,7400,35,SE,N, , ,124.0,0,,EAST MARGINAL WAY S AND S WEBSTER ST,SE,34201,14TH AVE S AND EAST MARGINAL WAY S,NW,34211,1274431.19403781,198811.80697563, , , ,Industrial, ,0,0,2, ,1,123.604472981088
1547,8650,68,09590,0070,095900070,SEATTLE BLVD S BETWEEN 4TH AVE S AND S DEARBORN ST,SEATTLE BLVD S,SEATTLE BLVD S,4TH AVE S,S DEARBORN ST,1, , ,700,30,SE,N, , ,420.0,0,,4TH AVE S AND SEATTLE BLVD S,SE,30538,SEATTLE BLVD S AND S DEARBORN ST,NW,30540,1271564.78513888,221036.7357024, , , , , ,0,0,2, ,1,420.454585595815
1548,6243,68,03150,0330,031500330,4TH AVE S BETWEEN S HORTON ST AND S HINDS ST,4TH AVE S,4TH AVE S,S HORTON ST,S HINDS ST,1, , ,3300,35,S,N, , ,250.0,0,,4TH AVE S AND S HORTON ST,S,32329,4TH AVE S AND S HINDS ST,N,32337,1271236.70481855,212980.73934215, , , ,Industrial, ,0,0,1, ,1,250.055492674393
1549,14407,68,11300,0640,113000640,EAST MARGINAL WAY S BETWEEN S FRONT ST AND S MICHIGAN ST,EAST MARGINAL WAY S,EAST MARGINAL WAY S,S FRONT ST,S MICHIGAN ST,1, , ,6400,35,SE,N, , ,562.0,0,,EAST MARGINAL WAY S AND S FRONT ST,SE,34244,EAST MARGINAL WAY S AND S MICHIGAN ST,NW,34222,1270268.32331355,202545.22496346, , , ,Industrial, ,0,0,2, ,1,561.613371437354
1550,14419,68,11300,0760,113000760,EAST MARGINAL WAY S BETWEEN 16TH AVE S AND BOEING DR,EAST MARGINAL WAY S,EAST MARGINAL WAY S,16TH AVE S,BOEING DR,1, , ,7600,35,SE,N, , ,636.0,0,,16TH AVE S AND EAST MARGINAL WAY S,SE,34391,BOEING DR AND EAST MARGINAL WAY S,NW,34393,1275106.2049825,198183.776767, , , ,Industrial, ,0,0,0, ,1,636.335954725169
1551,163834,68,03150,0412,031500412,4TH AVE S BETWEEN COSTCO DR AND 4TH AV S VI,4TH AVE S,4TH AVE S,COSTCO DR,4TH AV S VI,1, , ,4100,35,S,N, , ,1283.0,0,,4TH AVE S AND COSTCO DR,S,163833,4TH AVE S AND 4TH AV S VI,N,32386,1271087.89873838,209248.82932232, , , ,Industrial, ,0,0,2, ,1,605.049343296977
1552,6242,68,03150,0320,031500320,4TH AVE S BETWEEN S HANFORD ST AND S HORTON ST,4TH AVE S,4TH AVE S,S HANFORD ST,S HORTON ST,1, , ,3200,35,S,N, , ,434.0,0,,4TH AVE S AND S HANFORD ST,S,31382,4TH AVE S AND S HORTON ST,N,32329,1271243.53841855,213322.6794385, , , ,Industrial, ,0,0,1, ,1,433.961310768521
1553,6251,68,03150,0410,031500410,4TH AVE S BETWEEN DIAGONAL AVE S AND COSTCO DR,4TH AVE S,4TH AVE S,DIAGONAL AVE S,COSTCO DR,1, , ,4100,35,S,N, , ,293.0,0,,4TH AVE S AND DIAGONAL AVE S,S,32397,4TH AVE S AND COSTCO DR,N,163833,1271096.6401784,210035.88769113, , , ,Industrial, ,0,0,2, ,1,970.744960156031
1554,163343,68,03150,0130,031500130,4TH AVE S BETWEEN 4TH AVE NB OFF RP AND 4TH AVE NB ON RP,4TH AVE S,4TH AVE S,4TH AVE NB OFF RP,4TH AVE NB ON RP,1, , ,1300,35,S,N, , ,776.0,0,,4TH AVE S AND 4TH AVE NB OFF RP,S,163341,4TH AVE S AND 4TH AVE NB ON RP,N,163342,1271355.02961867,218947.50018026, , , ,Industrial, ,0,0,1, ,1,776.384189939785
1555,6244,68,03150,0340,031500340,4TH AVE S BETWEEN S HINDS ST AND S SPOKANE NR ST,4TH AVE S,4TH AVE S,S HINDS ST,S SPOKANE NR ST,1, , ,3400,35,S,N, , ,737.0,0,,4TH AVE S AND S HINDS ST,S,32337,4TH AVE S AND S SPOKANE NR ST,N,32356,1271225.11960253,212487.23009364, , , ,Industrial, ,0,0,1, ,1,737.188632717934
1556,20846,68,16565,0050,165650050,S MICHIGAN ST BETWEEN 5TH AVE S AND 5TH PL S,S MICHIGAN ST,S MICHIGAN ST,5TH AVE S,5TH PL S,1, , ,500,30,E,N, , ,297.0,0,,5TH AVE S AND S MICHIGAN ST,E,34220,5TH PL S AND S MICHIGAN ST,W,34218,1271340.10629065,202676.89638759, , , ,Industrial, ,0,0,3, ,1,296.811269422492
1557,9828,68,06115,0580,061150580,CORSON AVE S BETWEEN S HOMER ST AND I5 CORSON AV S OFF RP,CORSON AVE S,CORSON AVE S,S HOMER ST,I5 CORSON AV S OFF RP,2, , ,5800,30,S,N, , ,301.0,0,,CORSON AVE S AND S HOMER ST,S,33116,CORSON AVE S AND I5 CORSON AV S OFF RP,N,33121,1273140.0959245,204157.26528511, , , ,Industrial, ,0,0,3, ,1,301.1501642987
1558,9832,68,06115,0610,061150610,CORSON AVE S BETWEEN S HARNEY ST AND S MICHIGAN ST,CORSON AVE S,CORSON AVE S,S HARNEY ST,S MICHIGAN ST,2, , ,6100,30,S,N, , ,179.0,0,,CORSON AVE S AND S HARNEY ST,S,33124,CORSON AVE S AND S MICHIGAN ST,N,33135,1272947.2437003,203353.75770029, , , ,Industrial, ,0,0,3, ,1,179.098376772703
1559,9829,68,06115,0590,061150590,CORSON AVE S BETWEEN I5 CORSON AV S OFF RP AND S NEBRASKA ST,CORSON AVE S,CORSON AVE S,I5 CORSON AV S OFF RP,S NEBRASKA ST,2, , ,5900,30,S,N, , ,249.0,0,,CORSON AVE S AND I5 CORSON AV S OFF RP,S,33121,CORSON AVE S AND S NEBRASKA ST,N,33122,1273071.26405242,203891.12474084, , , ,Industrial, ,0,0,3, ,1,248.728884630628
1560,20847,68,16565,0055,165650055,S MICHIGAN ST BETWEEN 5TH PL S AND 6TH AVE S,S MICHIGAN ST,S MICHIGAN ST,5TH PL S,6TH AVE S,1, , ,600,30,E,N, , ,297.0,0,,5TH PL S AND S MICHIGAN ST,E,34218,6TH AVE S AND S MICHIGAN ST,W,34217,1271618.31825894,202779.93523569, , , ,Industrial, ,0,0,3, ,1,296.548459653915
1561,20844,68,16565,0020,165650020,S MICHIGAN ST BETWEEN EAST MARGINAL WAY S AND 4TH AVE S,S MICHIGAN ST,S MICHIGAN ST,EAST MARGINAL WAY S,4TH AVE S,1, , ,200,30,E,N, , ,456.0,0,,EAST MARGINAL WAY S AND S MICHIGAN ST,E,34222,4TH AVE S AND S MICHIGAN ST,W,34219,1270689.00542599,202435.95033935, , , ,Industrial, ,0,0,3, ,1,455.633765534639
1562,19416,68,15370,0090,153700090,S BAILEY ST BETWEEN CORSON AVE S AND CARLETON AVE S,S BAILEY ST,S BAILEY ST,CORSON AVE S,CARLETON AVE S,1, , ,900,30,E,N, , ,325.0,0,,CORSON AVE S AND S MICHIGAN ST,E,33135,CARLETON AVE S AND S BAILEY ST,W,33134,1273088.02149244,203230.65498017, , , ,Regional, ,0,0,3, ,1,324.511630746416
1563,20849,68,16565,0070,165650070,S MICHIGAN ST BETWEEN 7TH AVE S AND CORSON AVE S,S MICHIGAN ST,S MICHIGAN ST,7TH AVE S,CORSON AVE S,1, , ,700,30,E,N, , ,954.0,0,,7TH AVE S AND S MICHIGAN ST,E,34216,CORSON AVE S AND S MICHIGAN ST,W,33135,1272482.83486782,203100.11757202, , , ,Industrial, ,0,0,3, ,1,954.276429097883
1564,20848,68,16565,0060,165650060,S MICHIGAN ST BETWEEN 6TH AVE S AND 7TH AVE S,S MICHIGAN ST,S MICHIGAN ST,6TH AVE S,7TH AVE S,1, , ,600,30,E,N, , ,296.0,0,,6TH AVE S AND S MICHIGAN ST,E,34217,7TH AVE S AND S MICHIGAN ST,W,34216,1271896.37982722,202882.91891581, , , ,Industrial, ,0,0,3, ,1,296.490744945614
1565,9827,68,06115,0570,061150570,CORSON AVE S BETWEEN S CARSTENS PL AND S HOMER ST,CORSON AVE S,CORSON AVE S,S CARSTENS PL,S HOMER ST,2, , ,5700,30,S,N, , ,251.0,0,,CORSON AVE S AND S CARSTENS PL,S,33112,CORSON AVE S AND S HOMER ST,N,33116,1273213.28734857,204423.38304539, , , ,Industrial, ,0,0,3, ,1,250.848652590723
1566,9831,68,06115,0600,061150600,CORSON AVE S BETWEEN S VALE ST AND S HARNEY ST,CORSON AVE S,CORSON AVE S,S VALE ST,S HARNEY ST,2, , ,6000,30,S,N, , ,190.0,0,,CORSON AVE S AND S VALE ST,S,33125,CORSON AVE S AND S HARNEY ST,N,33124,1272986.24466033,203534.17152448, , , ,Industrial, ,0,0,3, ,1,190.149981689941
1567,9830,68,06115,0595,061150595,CORSON AVE S BETWEEN S NEBRASKA ST AND S VALE ST,CORSON AVE S,CORSON AVE S,S NEBRASKA ST,S VALE ST,2, , ,5900,30,S,N, , ,147.0,0,,CORSON AVE S AND S NEBRASKA ST,S,33122,CORSON AVE S AND S VALE ST,N,33125,1273025.36107637,203698.40192464, , , ,Industrial, ,0,0,3, ,1,147.499274393154
1568,20845,68,16565,0040,165650040,S MICHIGAN ST BETWEEN 4TH AVE S AND 5TH AVE S,S MICHIGAN ST,S MICHIGAN ST,4TH AVE S,5TH AVE S,1, , ,400,30,E,N, , ,318.0,0,,4TH AVE S AND S MICHIGAN ST,E,34219,5TH AVE S AND S MICHIGAN ST,W,34220,1271051.82181035,202570.12697949, , , ,Industrial, ,0,0,3, ,1,318.030561641382
1569,9826,68,06115,0560,061150560,CORSON AVE S BETWEEN AIRPORT WAY S AND S CARSTENS PL,CORSON AVE S,CORSON AVE S,AIRPORT WAY S,S CARSTENS PL,2, , ,5600,30,S,N, , ,408.0,0,,AIRPORT WAY S AND CORSON AVE S,S,33108,CORSON AVE S AND S CARSTENS PL,N,33112,1273293.24638864,204742.24147771, , , ,Industrial, ,0,0,3, ,1,408.345973064085
1570,1213,68,00030,0360,000300360,1ST AVE S BETWEEN S SPOKANE NR ST AND S SPOKANE SR ST,1ST AVE S,1ST AVE S,S SPOKANE NR ST,S SPOKANE SR ST,1, , ,3600,35,S,N, , ,115.0,0,,1ST AVE S AND S SPOKANE NR ST,S,32354,1ST AVE S AND S SPOKANE SR ST,N,32340,1269951.78609723,212096.70734124, , , ,Industrial, ,0,0,0, ,1,114.55571127988
1571,1204,68,00030,0170,000300170,1ST AVE S BETWEEN S MASSACHUSETTS ST AND S HOLGATE ST,1ST AVE S,1ST AVE S,S MASSACHUSETTS ST,S HOLGATE ST,1, , ,1700,35,S,N, , ,775.0,0,,1ST AVE S AND S MASSACHUSETTS ST,S,31344,1ST AVE S AND S HOLGATE ST,N,31345,1270062.15736134,217792.01960307, , , ,Industrial, ,0,0,2, ,1,775.059822778674
1572,1207,68,00030,0240,000300240,1ST AVE S BETWEEN S STACY ST AND S LANDER ST,1ST AVE S,1ST AVE S,S STACY ST,S LANDER ST,1, , ,2400,35,S,N, , ,760.0,0,,1ST AVE S AND S STACY ST,S,31365,1ST AVE S AND S LANDER ST,N,31372,1270016.50852929,215489.70580871, , , ,Industrial, ,0,0,2, ,1,760.1902771738
1573,337633,68,00030,0385,000300385,1ST AVE S BETWEEN S ANDOVER ST AND S DAKOTA ST,1ST AVE S,1ST AVE S,S ANDOVER ST,S DAKOTA ST,1, , ,3800,35,S,N, , ,392.0,0,,1ST AVE S AND S ANDOVER ST,S,337616,1ST AVE S AND S DAKOTA ST,N,32376,1269922.46443319,210746.60263586, , , ,Industrial, ,0,0,2, ,1,392.317583874489
1574,1200,68,00030,0080,000300080,1ST AVE S BETWEEN RAILROAD S WAY S AND S ROYAL BROUGHAM WAY,1ST AVE S,1ST AVE S,RAILROAD S WAY S,S ROYAL BROUGHAM WAY,2, , ,800,30,S,N, , ,1200.0,0,,1ST AVE S AND RAILROAD S WAY S,S,30391,1ST AVE S AND S ROYAL BROUGHAM WAY,N,30384,1270112.27755339,220298.75048564, , , , , ,0,0,1, ,1,1199.35787332334
1575,1220,68,00030,0540,000300540,1ST AVE S BETWEEN S BRANDON ST AND S LUCILE ST,1ST AVE S,1ST AVE S,S BRANDON ST,S LUCILE ST,1, , ,5400,35,S,N, , ,270.0,0,,1ST AVE S AND S BRANDON ST,S,33029,1ST AVE S AND S LUCILE ST,N,33034,1269820.31230509,205622.16973461, , , ,Industrial, ,0,0,2, ,1,270.019291704772
1576,1217,68,00030,0500,000300500,1ST AVE S BETWEEN S HUDSON ST AND S DAWSON ST,1ST AVE S,1ST AVE S,S HUDSON ST,S DAWSON ST,1, , ,5000,35,S,N, , ,638.0,0,,1ST AVE S AND S HUDSON ST,S,33021,1ST AVE S AND S DAWSON ST,N,33026,1269840.11896111,206622.04762363, , , ,Industrial, ,0,0,2, ,1,638.114379648904
1577,1190,68,00030,0055,000300055,1ST AVE S BETWEEN RAILROAD N WAY S AND RAILROAD S WAY S,1ST AVE S,1ST AVE S,RAILROAD N WAY S,RAILROAD S WAY S,2, , ,500,30,S,N, , ,287.0,0,,1ST AVE S AND RAILROAD N WAY S,S,30381,1ST AVE S AND RAILROAD S WAY S,N,30391,1270127.03876941,221041.4386144, , , , , ,0,0,1, ,1,286.312704502128
