OBJECTID,ID305B,CYCLE,NAME,LOCATION,MILES,NHD_BASIN,AQUATIC_LIFE,RECREATION,FISH_CONSUMPTION,DRINKING_WATER_SUPPLY,IMPAIRED,Shape__Length
629,CT4600-00_02,2012,Mattabesset River-02,"From Route 3 crossing, Cromwell and Middletown Townline, US to High Pond Dam (just US of Berlin Street crossing), East Berlin.",3.65,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,19259.9857357954
630,CT4600-00_03,2012,Mattabesset River-03,"From High Pond Dam just US of Berlin Street crossing,  East Berlin, US to confluence with Willow Brook.",3.6,1080205,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,19000.9040556538
631,CT4600-13_01,2012,Spruce Brook (Berlin)-01,"From mouth at Mattabasset River US to headwaters at confluence of East/West Spruce Brooks, above Lamentation Brook (Lamentation Mountain area).",4.17,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,22025.1423879933
632,CT4600-22_01,2012,Coles Brook-01,"From mouth at Mattabasset River, US to headwaters above Shunpike Road (Route 3) crossing, Cromwell.",3.1,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,16370.4878269845
633,CT4600-26_01,2012,Miner Brook-01,"From mouth at confluence with Mattabasset River, Cromwell/Middletown border, US to headwaters (in marsh just US (south) of Westfield Street crossing, parallel with Route 217), Middletown.",2.92,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,15426.134413554
634,CT4600-27_01,2012,Willow Brook (Cromwell)-01,"From mouth at confluence with Mattabasset River (DS of Berlin Road (Route 372) crossing, US to headwaters, just US of Coles Road crossing (near junctin of Coles Road and Willow Brook Road), Cromwell.",1.38,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7306.9364673124
635,CT4600-27_trib_01,2012,East Branch Willow Brook-01,"From mouth at confluence with Willow brook (DS of Evergreen Road crossing), US to headwaters (in marsh US of Route 9 crossing, along west side of Shunpike Road (Route 3) area), Cromwell.",0.76,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,4022.62939748246
636,CT4601-00_01,2012,Belcher Brook-01,"From mouth at Mattabasset River US to source at Silver Lake, Berlin.",3.74,1080205,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,19729.8275967961
638,CT4601-01_02,2012,Crooked Brook (Berlin)-02,"From Swede Pond INLET, US to Elton Rd crossing, Berlin.",0.34,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,1779.21514490007
639,CT4607-00_04,2012,Coginchaug River-04,"From Starr Mill Pond Inlet, US (past Wadsworth Falls) to Strictland Road crossing, Middlefield.",4.19,1080205,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,22145.196981431
642,CT3100-17_03,2012,Cedar Swamp Brook (Mansfield)-03,"From Hunting Lodge Road crossing, US to Swamp Brook Pond outlet dam (just US of Route 44 crossing), Mansfield.",0.61,1100002,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3217.19671266212
655,CT6911-00_01,2012,Hancock Brook (Waterbury)-01,"From mouth at confluence with Naugatuck River (segment-04) DS of Huntingdon Avenue and RailRoad crossings, US to Hancock Pond outlet dam (between Sheffield Street and RailRoad), Waterbury.",1.06,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5605.08923864889
664,CT7000-16_01,2012,Muddy Brook (Westport)-01,"From mouth at confluence with Mill Creek (LIS Estuary segment) on DS side of I95 Exit 18 ramp, US to HW (just US of Route 15 crossing), Westport.",4.17,1100006,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,22023.227671408
668,CT5306-01_02,2012,Silver Brook (Orange)-02,"From confluence with Trout Brook (just US of Smith Farm Road crossing), US to HW (west side of Dogburn Road, near Woodbridge town line), Orange.",3.1,1100004,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,16368.5617569008
673,CT6602-00_01,2012,Kohanza Brook (Danbury)-01,"From mouth at confluence with Padanaram Brook (DS of North Street crossing), US to Ridgewood Country Culb Pond outlet dam (adjacent to Franklin Street), Danbury.",1.14,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,6008.51611712085
674,CT6605-00_01,2012,East Swamp Brook (Bethel)-01,"From mouth at confluence with Limekiln Brook (DS of Shelter Rock Road crossing), US to confluence with Wolf Pit Brook (DS of Taylor Road crossing), Bethel.",2.34,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,12345.0325423061
675,CT7109-02_01,2012,"Unnamed Tributary, Sasco Brook (Fairfield)-01","From mouth at confluence with Sasco Brook (DS Route 15 crossing), US to confluence with unnamed tributary, just DS of Merwins Lane crossing, Fairfield.",0.61,1100006,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3230.65897467257
677,CT6000-45_01,2012,Wewaka Brook (Bridgewater)-01,"From mouth at confluence with Housatonic River (Lake Lillinonah) just DS of Route 133 crossing, US along Route 133 to outlet of Cider Millpond (dam washed out), Bridgewater.",0.64,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3358.91958642984
699,CT4203-00_01,2012,Gulf Stream (Somers)-01,"Mouth at Scantic River, US to Shady Lake outlet, just US of Route 83 crossing, Somers.",1.88,1080205,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,Yes,9929.84189708438
704,CT4300-32_01,2012,Minister Brook (Simsbury)-01,"Mouth on Farmington River, DS of Route 202/10 crossing, US to HW just east of Pine Glen Road, Simsbury.",1.82,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,9613.87883255328
705,CT4300-33_01,2012,Russell Brook (Simsbury)-01,"Mouth on Farmington River, DS of Route 10 (202) road crossing, US to HW at White Fondation Pond, parallel to Deer Park Road, Simsbury.",1.25,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,6625.66563566861
706,CT4300-39_01,2012,Owens Brook (Simsbury)-01,"Mouth on Farmington River, DS of Route 10 (202) road crossing, US to HW parallel to Owens Brook Blvd, between Musket Trail and Winterset Lane intersections with Owens Brook Blvd, Simsbury.",1.05,1080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5553.07838804511
724,CT4500-04_01,2012,Ogden Brook (Vernon)-01,"Mouth on Hockanum River, just DS of Thrall Road crossing, US to HW at JR High Pond, near Inland Drive, Vernon.",2.42,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,12801.0255889792
726,CT4500-12_02,2012,Lydall Brook (Manchester)-02,"Route 83 crossing (end of underground conduit), US to outlet of Salters Pond, parallel to Lydall Street at Coleman Road intersection, Manchester.",1.05,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5518.2607312593
730,CT4504-00_01,2012,South Fork Hockanum River (Manchester)-01,"Mouth on Hockanum River, just DS of Thrall Road crossing, US to Folly Pond outlet, just US of Bidwell Street crossing, Manchester.",1.51,1080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7989.06443525318
738,CT4607-08_01,2012,Lyman Meadow Brook (Middlefield)-01,"Mouth on Coginchaug River, US of Coginchaug River crossing of Miller Road, US to outlet of South Street Pond, US of RailRoad crossinf, Middlefield.",1.43,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7557.06943560683
741,CT4607-13_01,2012,Laurel Brook (Middletown)-01,"Mouth on Coginchaug River, in Wadsworth Falls State Park, parallel to swimming area, near Route 157, US to unnamed pond outlet, just US of Red Road crossing, Middletown.",1.17,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,6154.16498496873
756,CT5105-00_04,2012,Chatfield Hollow Brook (Killingworth)-04,"Schreeder Pond inlet, parallel to Buck Road, US to confluence with Pond Meadow Brook (just DS of Old Mill Pond), Killingworth.",0.53,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,2822.19968556109
759,CT5306-00_02,2012,Indian River (Orange)-02,"Route 1 crossing, US to HW, just US of Route 34 crossing, Orange.",3.27,1100004,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,17271.8177755785
761,CT6000-77_01,2012,Twomile Brook (Derby/Orange)-01,"Mouth on Housatonic River, DS of Derby Milford Road crossing, Derby/Orange town line, US to HW near Osborne Lane, Ansonia.",5.67,1100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,29946.9079124926
777,CT7102-00_02,2012,Bruce Brook (Bridgeport/Stratford)-02,"Inlet to Bruce Pond, US to Barnum Avenue crossing, Bridgeport/Stratford town line.",0.22,1100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,1150.24957079724
778,CT7105-01_01,2012,West Branch Pequonnock River-01,"Mouth on Pequonnock River,  DS of Maple Drive crossing, on Jewish Community Center property, US to outlet of West Poquonnock Reservoir, parallel to Route 25, Monroe.",1.51,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7981.85763928032
780,CT7201-00_01,2012,Little River (Redding)-01,"Mouth at inlet to Saugatuck Reservoir, parallel to Newtown Turnpike, US to outlet of Lower Park Pond, parallel to Route 58, Redding.",4.43,1100006,Fully Supporting,Not Supporting,Fully Supporting,Not Assessed,Yes,23369.3620416705
785,CT5307-04_01,2012,Race Brook-01,"From mouth at confluence with Wepawaug River near Mulberry Lane (about .5 miles DS of Route 152 crossing) Orange, US to headwaters, just US of Route 114 crossing, Woodbridge.",5.81,1100004,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,Yes,30677.4433505483
794,CT3006-00_01,2012,Hunts Brook (Waterford)-01,"Saltwater limit at DS side of Old Norwich Road crossing, just south of Quacker Hill Elementary school, US to OUTLET Miller Pond (near power line access) parallel to Old Colchester Road, Waterford.",1.38,1100003,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7288.80093893625
802,CT5206-02_01,2012,Willow Brook (Meriden)-01,"Mouth on Spoon Shop Brook between Route 15 (Wilbur Cross) and Orchid Road, US to HW at OUTLET of Bishops Pond just US of Research Pkwy crossing and parallel to I91, Meriden.",2.87,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,15140.7201119794
806,CT4317-00_01,2012,Nod Brook (Avon/Simsbury)-01,"From mouth at dredge holes (Twin Lakes North & South) near Farmington River, Avon, US to headwaters (just US of Rocklyn Road crossing), Simsbury.",6.95,1080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,36702.9773906135
820,CT5207-01_01,2012,Unnamed Tributary to Wharton Brook (Wallingford)-01,"Mouth at confluence with Wharton Brook, just DS of Reskin Drive crossing (off of Pond Hill Road), US to confluence with another unnamed trib, just US of Route 150 crossing and between Airline Road and I91, Wallingford.",1.8,1100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,Yes,9511.37509166016
825,CT2206-03_01,2012,Unnamed tributary to Bride Brook (East Lyme)-01,"Mouth at confluence with Bride Brook (DS of Bride Brook crossing Bride Brook Road), US (under I95 near exit 72 ramp, Rocky Neck Connector) to HW near Spring Rock Road and south of Plants Dam Road, East Lyme.",1.71,1100003,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,9021.47079838274
829,CT3106-00_01b,2012,Skungamaug River-01b,"From INLET to Summer Lake (lake in seg-01) above Anderson Road, US to headwaters (US of Old Tolland Road crossing), Tolland.",6.29,1100002,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,33215.3751059751
832,CT3108-00_01b,2012,Hop River (Andover/Coventry/Bolton)-01b,"Confluence with Skungamaug River, just US of Hendee Road crossing (east of Route 6), Andover, US to HW behind Munsons Choclate Company (crosses Route 6 several times, last time is near Stony Hill Road intersection), Bolton.",3.22,1100002,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,17009.0751249952
835,CT3300-02_01,2012,Long Branch Brook (Thompson)-01,"Mouth at INLET to Langers Pond (part of French River segment 2) parallel to Wilsonville Road, US to confluence with Knowlton Brook, US of Labby Road crossing, Thompson.",0.96,1100001,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5086.74162125637
837,CT3700-17_01,2012,Durkee Brook (Pomfret)-01,"Mouth at confluence with Quinebaug River DS of River Road crossing, US to confluence with Bark Meadow Brook, just US of Holmes Road crossing, Pomfret",1.72,1100001,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,9092.03250452898
838,CT3708-08_01,2012,Peckham Brook (Woodstock)-01,"Mouth at confluence with Muddy Brook just DS of Dugg Hill Road crossing, US to confluence with Coman Brook, just US of Morses Pond outlet stream and parallel to Paine District Road, Woodstock.",0.89,1100001,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,Yes,4679.07377292255
839,CT3709-02_01,2012,Day Brook (Pomfret)-01,"Mouth at confluence with Mashamoquet Brook, east side of Route 169 (accross field to wooded area) about .23 miles south of Day Road intersection, US to confluence with unnamed tributary (near power line cut through), just south of Grosvenor Road, Pomfret.",1.57,1100001,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,8293.05982880664
841,CT3710-13_01,2012,Sap Tree Run (Pomfret)-01,"Mouth at confluence with Mashamoquet Brook, just US of Wolf Den Road crossing, US past Route 44 crossing to HW in wooded area east of Blossom Drive, Pomfret.",1.09,1100001,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5760.72469440162
842,CT3710-18_01,2012,White Brook (Pomfret/Brooklyn)-01,"Mouth at confluence with Mashamoquet Brook just DS of Route 101 crossing (close to confluence with Quinebaug River), Pomfret, US to confluence with unnamed tributary just US of Darby Road crossing, Brooklyn.",3.07,1100001,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,16197.1769012996
843,CT3800-02_01,2012,Obwebetuck Brook (Windham)-01,"Mouth at confluence with Shetucket River just DS of Route 32 and RailRoad crossing, US to confluence with Jordan Brook, US of Windham Road crossing and parallel to Bush Hill Road, Windham.",0.55,1100002,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,2895.74403946334
844,CT4200-15_01,2012,Thrasher Brook (Somers)-01,"Mouth at confluence with Scantic River .25 miles DS of unnamed road crossing that extends from end of Northwest Drive, US to confluence with unnamed tributary .28 miles US of Route 83 crossing, Somers.",1.52,1080205,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,Yes,8033.58838828824
845,CT4200-28_01,2012,Dry Brook (South Windsor/East Windsor)-01,"Mouth at confluence with Scantic River .76 miles DS of Rye Street crossing (near intersection with Troy Road), South Windsor, US to HW US of Griffin Road crossing near Vintage Road, South Windsor.",4.7,1080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,24800.3478981099
846,CT4202-00_01,2012,Gillettes Brook (Somers)-01,"Mouth at confluence with Scantic River .2 miles DS of Durkee Road crossing, US to confluence with unnamed tributary just US of Route 83 crossing, Somers.",0.41,1080205,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,Yes,2171.56351796715
848,CT4204-00_01,2012,Abbey Brook (Somers)-01,"Mouth at INLET to Somersville Pond 1 mile DS of Billings Road crossing, near Harness Road, US to confluence with unnamed tributary .5 miles US of Billings Road crossing, Somers.",1.63,1080205,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,Yes,8616.69427317005
854,CT5206-01_01,2012,Spoon Shop Brook (Meriden)-01,"Mouth at concluence with Harbor Brook near Orchid Road and Meadow Brook Road, to east of Route 15, US under I91 and I691 to confluence with North Branch Spoon Shop Brook, US of Tumblebrook Road crossing, near exit 12 off I691, Meriden.",1.49,1100004,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,7849.55400000977
855,CT5302-06_01,2012,Shepard Brook (Hamden)-01,"Mouth at confluence with Mill River just DS of Route 15 crossing, US (includes Turners Pond) to confluence with unnamed tributary behind business park off Sherman Avenue on west and Town Walk Drive on East (above  ponded area at Sherman Lane), Hamden. ",1.78,1100004,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,Yes,9419.61716763346
858,CT6000-73_01,2012,Curtiss Brook (Shelton)-01,"Mouth at confluence with Housatonic River, DS Route 110 and RailRoad crossings, US to OUTLET of Shelton Res#2, parallel to Route 108, Shelton.",0.8,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,4215.08413328597
860,CT6014-00_01,2012,Bog Hollow Brook (Kent)-01,"Mouth at confluence with Macedonia Brook just DS of Route 341 crossing, US to confluence with first unnamed tributary .13 miles US of Route 341 crossing, Kent.",0.27,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,1420.19230823739
861,CT6026-03_01,2012,Cemetery Pond Brook (Stratford/Shelton)-01,"Mouth at confluence with Pumpkin Ground Brook at Circle Drive crossing, Stratford, US to HW at OUTLET of Cranberry Pond, just US of James Farm Road crossing, Shelton.",2.15,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,11356.0646798973
862,CT6402-00_01,2012,Ball Pond Brook (New Fairfield)-01,"Mouth at Lake Candlewood .2 miles DS of Bear Mountain Road crossing, US to confluence with Deep Hollow Brook, .2 miles US of Bear Hollow Road crossing, New Fairfield.",0.39,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,2037.45003328618
863,CT6700-20_01,2012,Walker Brook (Roxbury/Washington)-01,"Mouth at confluence with Shepaug River .4 miles DS from intersection of Hartwell Road, Shinar Mountain Road and Walker Brook Road crossing, US to confluence with first unnamed tributary (from west side) along and parallel to Walker Brook Road, Washington.",0.64,1100005,Not Assessed,Not Supporting,Fully Supporting,Not Assessed,Yes,3396.64760777611
866,CT6914-06_01,2012,Lily Brook (Wolcott)-01,"Mouth at confluence with Mad River DS of Woodtick Road crossing, US to confluence with unnamed tributary US of Todd Road crossing, parallel to Frisbie Circle, Wolcott.",0.74,1100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3886.51787162408
867,CT7203-04_01,2012,Cobbs Mill Brook (Weston)-01,"Mouth at confluence with West Branch Saugatuck River just DS of Cobb Mill Road crossing, US to confluence with unnamed tributary parallel to Route 57 (on west side behind houses) at Hillside Road intersection, Weston.",0.89,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,4711.88852273865
869,CT7401-02_01,2012,Unnamed tributary to Fivemile River (New Canaan)-01,"Mouth at confluence with Five Mile river, DS of Glen Drive crossing, US to OUTLET of Taeger Pond, just US of Route 123 crossing, New Canaan. (includes Field Club Pond)",0.2,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,1063.35265424993
870,CT7401-05_01,2012,Holy Ghost Fathers Brook (Norwalk)-01,"Mouth at confluence with Fivemile River (Cedar Pond section) DS of Bonnybrook Road crossing, US to confluence with unnamed tributary just DS of Fillow Street crossing, Norwalk. (Includes Land and Bethmarlea Ponds)",0.61,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,3261.85484474625
871,CT7401-06_01,2012,Keelers Brook (Norwalk)-01,"Mouth at confluence with Fivemile River on Darien/Norwalk town line, .3 miles DS of Rowayton Avenue crossing (at Woodchuck Lane intersection) US to confluence with unnamed tributary, .3 miles US of  Flax Hill Road crossing and just DS of I95, Norwalk.",1.08,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5715.99156796642
872,CT7401-07_01,2012,Unnamed tributary to Keelers Brook (Norwalk)-01,"Mouth at confluence with Keelers Brook .3 miles US of  Flax Hill Road crossing and just DS of I95, US to OUTLET of Scribner Pond just US of Gillys Lane crossing, Norwalk.",1.03,1100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,Yes,5455.26444520471
