OBJECTID,UNIT_ID,UNIT_NAME,Polygon_ID,Polygon_ID_Alt_C,Mtrx_Conservation_Score,Mtrx_Consump_Use_Score,Mtrx_Signal,RAC_Hydro_Final_Rating,RAC_Veg_Category,RAC_Calc_Adjac,RAC_Model_Recommend,RAC_Edge_Desig,No_Action_Recommend,Alternative_B_Recommend,Mtrx_Recommnd,Poly_DESG,Polygon_ID_Alt_A,Polygon_ID_Alt_B,Polygon_ID_Alt_D,Contig_WSA,VRM_CLASS,OWNER_TYPE,FEDERAL_STATUS,JURIS_NAME,JURIS_SOURCE,SMA_ID,HOLD_ID,BLM_ORG_CD,DIST_NAME,RA_NAME,AUTH_NAME,ISLAND_NAME,Property_Status_1,GIS_Acres_VRM_Class,AltA_VRM,AltB_VRM,AltC_VRM,AltD_VRM,P_ALT_VRM,SHAPE_Length,SHAPE_Area
13243,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,251.893339888235,IV,II,IV,II,II,4906.19884858903,1019376.18028649
13244,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,152.458882823666,IV,II,IV,II,II,4377.61885781107,616979.209106882
13245,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,604.87698022905,IV,II,IV,II,II,6159.99376273257,2447850.29220185
13246,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,165.982787292125,IV,II,IV,II,II,3362.20114460301,671708.508760989
13247,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,594.548665120169,IV,II,IV,II,II,6246.92824757214,2406053.0838709
13248,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,643.744580255294,IV,II,IV,II,II,6400.62804350552,2605141.88899133
13249,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,559.463502846525,IV,II,IV,II,II,6107.91103380787,2264068.46959286
13250,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,164.905407353314,IV,II,IV,II,II,3529.35893620324,667348.506836247
13251,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,502.09756266321,IV,II,IV,II,II,5953.80514148321,-2031922.10060438
13252,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,15.6517130824659,IV,II,IV,II,II,1195.78645824835,63340.2356093394
13253,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,131.753620117328,IV,II,IV,II,II,4093.42929284709,533187.98374626
13254,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,329.078273638831,IV,II,IV,II,II,5673.96199729537,1331732.52514761
13255,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,102.827816795749,IV,II,IV,II,II,2832.4118878201,-416129.986650353
13256,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,67.6818805619597,IV,II,IV,II,II,3677.39111651053,273898.853032276
13257,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,251.647168240204,IV,II,IV,II,II,6924.06251513468,1018379.95897164
13258,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,619.853914961434,IV,II,IV,II,II,6334.19126121507,2508459.79671146
13259,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,624.815844969596,IV,II,IV,II,II,6348.72995346643,2528540.01503249
13260,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,396.923400302946,IV,II,IV,II,II,5709.66145927073,1606292.01171682
13261,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,254.155498164799,IV,II,IV,II,II,4248.18885119862,1028530.81003649
13262,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,52.3557578813583,IV,II,IV,II,II,2190.64247707196,-211878.901855501
13263,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,618.513858936793,IV,II,IV,II,II,6329.93135319935,2503036.78238177
13264,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,411.185032014889,IV,II,IV,II,II,5400.69595534069,1664006.7876042
13265,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,0.0006961954063288,IV,II,IV,II,II,121.928595681872,2.81740285134717
13266,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,4.27054445305187,IV,II,IV,II,II,639.22718325089,17282.2802469776
13267,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,495.765732513184,IV,II,IV,II,II,6447.96632875106,2006292.73862682
13268,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,195.043486646006,IV,II,IV,II,II,3736.03344729884,789312.986580679
13269,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,161.903382670413,IV,II,IV,II,II,4019.80508490532,655199.743968046
13270,OR-034-034,Squaw Creek,Squaw Creek,Squaw Creek,17.299999,23.5,Divergent,1,II,I,1,Not Considered,1.0,1,2,WIU,Squaw Creek,Squaw Creek,Squaw Creek,Yes,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,1.72810177424587,IV,II,IV,II,II,786.260176014088,6993.37976366775
13271,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,421.440942160417,II,II,II,II,II,5657.09988422875,1705510.98344419
13272,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,153.043146601281,II,II,II,II,II,4285.79171576342,-619346.896695475
13273,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,335.880919264454,II,II,II,II,II,5609.40634430418,1359261.85528697
13274,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,6.65485330457169,II,II,II,II,II,727.364161940154,26931.2358357358
13275,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,6.56390193301714,II,II,II,II,II,1099.48761510693,26563.1686936342
13276,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,317.698116677768,II,II,II,II,II,5893.99484829073,-1285679.6447012
13277,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,228.546738604816,II,II,II,II,II,6812.82024129226,924895.836941474
13278,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,518.282187151239,II,II,II,II,II,6370.58676809624,2097413.59768851
13279,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,241.091265352997,II,II,II,II,II,4702.36108542362,975661.735578319
13280,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,40.5904279880602,II,II,II,II,II,1621.17755251797,164263.634191446
13281,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,52.3416837740283,II,II,II,II,II,2365.45212741599,211819.279140156
13282,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,400.078592142896,II,II,II,II,II,5731.08420857111,1619060.62007823
13283,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,253.65871927828,II,II,II,II,II,4432.90961511338,1026520.41720907
13284,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,24.7414581924358,II,II,II,II,II,1718.60328560901,100125.1289856
13285,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,29.0303341125031,II,II,II,II,II,2830.37682194281,-117492.109179804
13286,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,248.893306520066,II,II,II,II,II,5094.26428305681,-1007241.02561788
13287,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,181.18646545896,II,II,II,II,II,3419.65754226613,733235.611394547
13288,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,UND, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,243.670715141058,II,II,II,II,II,4917.18795086089,986100.398519392
13289,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,II,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,330.865313674752,II,II,II,II,II,5220.8926428876,-1338964.74636325
13290,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,620.254263494136,IV,II,IV,IV,IV,6394.83015674771,-2510080.85017148
13291,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,268.031154082125,IV,II,IV,IV,IV,4440.71280621648,-1084687.3860149
13292,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,170.789211142,IV,II,IV,IV,IV,4033.1590726985,691159.415986632
13293,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,1.66661379841988,IV,II,IV,IV,IV,503.743279190768,6744.54675379594
13294,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,153.229457380366,IV,II,IV,IV,IV,4414.3064000898,620097.6137006
13295,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,560.625476941553,IV,II,IV,IV,IV,6177.65564290004,-2268774.12522011
13296,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,157.225965735082,IV,II,IV,IV,IV,3555.59410540956,636270.90920306
13297,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,268.028129785779,IV,II,IV,IV,IV,4100.98482649871,-1084672.09584893
13298,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,206.962567512478,IV,II,IV,IV,IV,4995.2112295269,-837555.983458005
13299,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,228.351460756904,IV,II,IV,IV,IV,5267.22505994034,924105.5755285
13300,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,222.702674364773,IV,II,IV,IV,IV,4401.62916732044,901245.748038737
13301,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,500.772110036457,IV,II,IV,IV,IV,5887.26569700299,-2026567.9083618
13302,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,33.1666202572776,IV,II,IV,IV,IV,2338.29526048757,134220.550197466
13303,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,328.759757995026,IV,II,IV,IV,IV,4796.26275916678,1330443.53806884
13304,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,367.767703201268,IV,II,IV,IV,IV,5197.76288869286,-1488308.42636072
13305,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,73.7773830593933,IV,II,IV,IV,IV,2269.34068992854,-298570.115670999
13306,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,24.7192311719359,IV,II,IV,IV,IV,2248.1657147724,-100042.196946026
13307,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,19.799201897906,IV,II,IV,IV,IV,1362.85432235612,80124.5273589352
13308,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,637.837946616215,IV,II,IV,IV,IV,6426.9334903889,2581238.59071426
13309,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,9.44997340699991,IV,II,IV,IV,IV,1042.84621147562,-38244.6686073697
13310,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,331.362319259905,IV,II,IV,IV,IV,4995.83956269659,1340975.72983831
13311,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, ,MTP,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,507.243678638189,IV,II,IV,IV,IV,5831.02152823896,-2052753.08127884
13312,OR-034-014,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,18.5,23.299999,Divergent,ND,II,I,2,Not Considered,1.0,1,2,WIU,McIntyre Ridge,McIntyre Ridge,McIntyre Ridge,No,IV,1,PD, , ,2.0,,ORV04,Vale District,Malheur RA,WO Approval 20150901,,BLM,68.4874840041091,IV,II,IV,IV,IV,3455.14160191902,277159.014496046
