OBJECTID,ID,acres,perim_mi,edge_area,PSI,Perimeter,vastmisqmi,sq_mi,value,biophysreg,pct_coreA,pct_coreB,cons_pct,corebcstmn,ELU_Group,ELU_Gr_Sum,ELU_avg_ac,ac_ELUavg,ELUpctlnds,ELUpctINV,ac_ELUwght,vt_eos_den,core500cst,strm_wght,pct_coreB2,theo2020,bldg_dens,avg_parcsz,pop_chg,threatF1,threatF2,threatF3,threatF4,threat,combo,ThreatF5,ELU_rank,F1rcl,F1raw,F2rcl,F2raw,F3rcl,F3raw,F4rcl,F4raw,F5rcl,F5raw,F6rcl,F6raw,F7rcl,F7raw,F8rcl,F8raw,F9rcl,F9raw,F10rcl,F10raw,F11rcl,F11raw,Fwght,Fwghtrcl,threatrcl,PRIORITY,COMPONENT,COMPDESC,GDB_ANRANR_ADMINACT174_Vermont_Conservation_Design_Layers_Highest_Priority_Interior_Forest_BlocksArea,ShapeSTArea,ShapeSTLength
114,1902,1570.24284281,11.88963743,4.84598162,2.14180716,19134.5549212,0.0,2.45350444,1902,Northern Vermont Piedmont,73.10300475,56.63642436,8.81050983,14.40820026,1,calc/mod calc gentle hills,452,3.47398859,0.0534,0.9466,3.2884776,0.48979601,0.285896,4.3411782,56.63642436,4.94879007,6.24872017,43.56330109,2.76732993,8,10,9,5,7.8,0.69871795,7,11,9,14.40820026,7,3.2884776,0,0,7,56.63642436,5,1570.24284281,7,0.19543474,4,0.12908194,8,10.97165326,0,0.0,6,4.3411782,0,0,5.45,7,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,6354572.7514,6354572.74777915,19134.5557528809
115,1924,2305.99186724,23.55471742,6.53732538,3.50141978,37907.7189729,0.0,3.60311229,1924,Champlain Valley,66.92039646,48.13057738,27.94684618,67.04930115,6,calc/mod calc mid-upper elev steep hills/mtns,1433,1.60921289,0.1724,0.8276,1.33178459,22.75499916,0.67947102,1.89669359,48.13057738,5.55748999,6.43930006,22.02440071,8.34358978,8,6,5,7,6.6,0.75757576,7,31,5,67.04930115,6,1.33178459,4,6,6,48.13057738,5,2305.99186724,7,0.1885037,9,1.37975335,6,3.42299559,0,0.228453,3,1.89669359,0,0,5.0,6,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,9332055.32614,9332055.19701165,37907.7212753984
116,1942,45975.7297989,127.21060218,1.77082095,4.23500727,204726.028805,0.56625522,71.83707781,1942,Northern Vermont Piedmont,89.41940145,81.87288373,39.08851557,0.70052803,4,upper elev acidic steep hills/mtns,9684,4.74761806,0.4924,0.5076,2.40989093,4.62854004,0.193178,2.78216356,81.74454144,5.85631001,2.92957997,37.26470184,5.00867987,10,9,7,8,7.4,0.94594595,3,12,10,0.70052803,6,2.40989093,7,45,10,81.74454144,10,45975.7297989,3,0.686438,8,0.84374278,5,2.43202926,0,0.0,5,2.78216356,0,0,7.0,9,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,186057921.642,186057921.099582,204726.044106163
117,1964,8834.47219873,44.2816943,3.20792049,3.36301723,71264.6215572,0.42416925,13.80386281,1964,Southern Green Mountains,82.81375769,71.97524489,9.9693675,0.69801903,5,mid elev acidic steep hills/mtns,1859,4.75229225,0.0886,0.9114,4.33123916,35.05970001,0.20228601,2.74394932,71.97524489,5.00378001,11.61509991,25.02969933,9.96601963,5,6,5,5,5.6,1.41071429,7,1,10,0.69801903,7,4.33123916,7,36,9,71.97524489,7,8834.47219873,7,0.18018869,10,3.78622506,8,11.20074497,6,2.09043002,4,2.74394932,10,99,7.9,10,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,35751983.5637,35751983.4769522,71264.6254264831
118,1983,11280.0737313,60.95711313,3.458537,4.0969776,98101.1604811,0.21146435,17.62511521,1983,Northern Vermont Piedmont,78.95148926,63.50467001,1.33267303,0.86042202,6,calc/mod calc mid-upper elev steep hills/mtns,1433,7.87168434,0.1724,0.8276,6.51460596,0.67894,0.241339,3.68812341,63.50467001,4.91776991,4.73443985,40.22389984,5.52834988,9,9,7,2,6.2,1.02419355,4,9,10,0.86042202,8,6.51460596,1,1,8,63.50467001,8,11280.0737313,4,0.55990556,4,0.13929164,4,1.49128369,0,0.0,5,3.68812341,10,99,6.35,8,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,45649021.4205,45649021.2419074,98101.1682915666
119,1990,7016.22271164,41.9390442,3.82556104,3.57406143,67494.484139,1.21801752,10.96284799,1990,Northern Vermont Piedmont,79.16306435,67.11726086,41.06365374,4.05563021,6,calc/mod calc mid-upper elev steep hills/mtns,1433,4.89619942,0.1724,0.8276,4.05209464,2.32487011,0.70551503,4.16942751,67.11726086,5.53231001,6.2389102,35.75910187,5.32392979,8,9,7,8,7.0,0.93571429,3,5,10,4.05563021,7,4.05209464,4,5,8,67.11726086,7,7016.22271164,3,0.63997056,7,0.50189541,5,2.81046238,0,0.0,6,4.16942751,10,99,6.55,8,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,28393759.5165,28393759.434014,67494.4882370867
120,2004,1232.46205875,9.95887723,5.17150316,2.02497081,16027.29137,0.0,1.92572197,2004,Northern Vermont Piedmont,71.55602834,54.01338688,0.0,13.30659962,6,calc/mod calc mid-upper elev steep hills/mtns,1433,0.86006107,0.1724,0.8276,0.71178654,2.9147501,0.25081301,1.66405123,54.01338688,4.26469994,6.07074022,42.14789963,3.97521996,8,10,8,1,7.2,0.75694444,9,22,10,13.30659962,5,0.71178654,0,0,7,54.01338688,5,1232.46205875,9,0.00285607,6,0.29639046,6,3.8946919,0,0.0,3,1.66405123,0,0,5.45,7,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,4987616.94827,4987616.97024686,16027.2925458759
121,2012,9113.15879567,56.52015331,3.96930405,4.22633608,90960.5515303,0.38506609,14.23931062,2012,Northern Vermont Piedmont,78.35877395,65.3260152,20.97166463,1.03969002,6,calc/mod calc mid-upper elev steep hills/mtns,1433,6.35952486,0.1724,0.8276,5.26314278,4.96013021,0.32873899,2.35196077,65.3260152,4.92173004,17.93460083,16.08390045,9.35972023,3,4,5,7,4.8,1.33333333,5,8,10,1.03969002,7,5.26314278,4,5,8,65.3260152,7,9113.15879567,5,0.31812636,6,0.36273262,5,2.31449934,6,2.00127006,4,2.35196077,0,0,6.4,8,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,36879792.7196,36879792.6362263,90960.559531948
122,2027,1293.21693089,12.79319106,6.33122107,2.53944238,20588.6864531,1.0921182,2.02065145,2027,Northern Vermont Piedmont,64.35841351,41.73061666,0.0,18.20770073,6,calc/mod calc mid-upper elev steep hills/mtns,1433,0.90245824,0.1724,0.8276,0.74687444,0.0,0.36217901,2.78439905,41.73061666,5.00378001,5.01548004,25.18260002,2.61536002,9,6,9,1,6.4,0.859375,7,21,9,18.20770073,5,0.74687444,0,0,6,41.73061666,5,1293.21693089,7,0.09892849,6,0.25763659,5,2.74540946,0,0.0,5,2.78439905,10,99,5.5,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,5233484.17623,5233484.23195432,20588.6869589657
123,2066,20580.7035117,115.93147485,3.60513157,5.7685468,186573.996614,0.11042528,32.15734924,2066,Northern Green Mountains,83.27088134,72.7407,45.85679588,1.15921998,4,upper elev acidic steep hills/mtns,9684,2.12523695,0.4924,0.5076,1.07877027,3.13817,0.400305,3.11829185,72.7407,5.53202999,6.98082018,31.94820023,13.44859982,8,8,4,9,7.0,0.93571429,6,18,10,1.15921998,5,1.07877027,5,11,9,72.7407,9,20580.7035117,6,0.24923696,5,0.14834721,4,1.24009026,1,0.42383099,5,3.11829185,0,0,6.55,8,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,83287485.3336,83287485.0337411,186574.008968397
124,2067,1994.43942684,16.49202903,5.29216302,2.63608149,26541.4010473,0.12963986,3.1163116,2067,Champlain Valley,73.06012308,56.33095119,5.48467898,295.68701172,7,calc/mod calc low elev steep hills with sed flats,579,3.44462768,0.0422,0.9578,3.29926439,25.34970093,0.61560702,0.95041844,54.14668831,5.05597997,6.48851013,31.17040062,7.87057018,8,8,6,4,7.0,0.72857143,9,18,1,295.68701172,7,3.29926439,5,9,7,54.14668831,5,1994.43942684,9,0.00086641,6,0.24548251,4,1.66266268,9,3.0,2,0.95041844,0,0,5.1,6,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,8071242.28854,8071242.21908556,26541.4022090814
125,2080,3531.22704255,23.04585435,4.17683332,2.76837653,37088.7816076,0.64073535,5.51754225,2080,Southern Vermont Piedmont,76.00911433,60.1243923,0.0,0.82121003,8,acidic low elevation steep hills with sed flats,675,5.23147062,0.0613,0.9387,4.91078147,11.19349957,0.21783499,1.84612995,60.1243923,4.76776004,6.68259001,25.18260002,2.61536002,8,6,9,1,5.4,1.03703704,3,14,10,0.82121003,7,4.91078147,3,3,8,60.1243923,6,3531.22704255,3,0.59350701,6,0.30270781,5,2.11982122,0,0.0,3,1.84612995,0,0,5.6,7,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,14290425.9978,14290425.8527854,37088.785457265
126,2107,1581.81520692,11.72931848,4.74566422,2.10518406,18876.5460709,0.75283303,2.47158626,2107,Southern Vermont Piedmont,74.32055874,58.43749611,0.0,23.84259987,8,acidic low elevation steep hills with sed flats,675,2.34344031,0.0613,0.9387,2.19978742,2.70602989,0.246556,3.27817812,58.43749611,4.29916,9.81898975,25.18260002,2.61536002,6,6,9,1,6.0,0.91666667,8,15,8,23.84259987,6,2.19978742,3,3,7,58.43749611,5,1581.81520692,8,0.02269797,4,0.11226975,7,5.46886891,0,0.0,5,3.27817812,0,0,5.5,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,6401404.63477,6401404.67057853,18876.5470072881
127,2117,8733.58696999,28.76352508,2.10780016,2.19705512,46290.4990953,0.0,13.64622964,2117,Southern Green Mountains,87.76892961,79.3344467,54.0677973,0.41693401,4,upper elev acidic steep hills/mtns,9684,0.90186138,0.4924,0.5076,0.45778484,7.88700008,0.111247,3.50233737,79.3344467,6.06943399,8.22416019,19.49810028,3.67607999,7,5,8,9,7.0,0.9,6,22,10,0.41693401,4,0.45778484,6,15,9,79.3344467,7,8733.58696999,6,0.24820043,7,0.57583557,4,1.23980445,0,0.0,5,3.50233737,0,0,6.3,8,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,35343713.8948,35343713.8353832,46290.4992529877
128,2136,5623.21915011,44.55034004,5.07044397,4.24085756,71696.9658396,0.60174234,8.78627992,2136,Northern Vermont Piedmont,71.60530103,52.78450867,18.80279021,2.16719007,6,calc/mod calc mid-upper elev steep hills/mtns,1433,3.9241061,0.1724,0.8276,3.24759021,0.0110714,0.65992397,2.14388799,50.77433626,5.07202005,5.65230989,25.10659981,2.66690993,9,6,9,6,6.4,0.90625,2,16,10,2.16719007,7,3.24759021,0,0,7,50.77433626,7,5623.21915011,2,0.90959998,8,0.75903853,4,1.14429472,0,0.0,4,2.14388799,10,100,5.8,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,22756451.5579,22756451.4975499,71696.9701663151
129,2184,3179.97985081,24.04388295,4.83905113,3.04360009,38694.9561527,0.81968458,4.96871852,2184,Champlain Valley,75.01560425,58.34209923,42.34653561,385.01599121,6,calc/mod calc mid-upper elev steep hills/mtns,1433,2.21911649,0.1724,0.8276,1.8365408,59.23099899,0.34351599,0.1557947,58.34209923,5.60950994,5.26422024,33.21910095,11.25129986,9,8,4,9,7.6,0.63157895,8,35,1,385.01599121,6,1.8365408,6,27,7,58.34209923,6,3179.97985081,8,0.07718288,5,0.17771496,3,0.59475849,4,1.26270998,2,0.1557947,0,0,4.8,6,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,12868973.3582,12868973.2762679,38694.9582573149
130,2189,14585.0440295,98.15834614,4.30724387,5.80187713,157970.861358,0.37106998,22.7891313,2189,Northern Vermont Piedmont,75.33885587,57.85784659,3.60940563,5.07967997,6,calc/mod calc mid-upper elev steep hills/mtns,1433,10.17802413,0.1724,0.8276,8.42333277,2.83684993,0.645841,4.31573274,56.69084497,4.88511992,4.27531004,32.84069824,7.34061003,10,8,6,3,5.8,1.00862069,2,15,10,5.07967997,8,8.42333277,3,3,7,56.69084497,8,14585.0440295,2,0.7718504,5,0.19705186,5,2.07773593,0,0.0,6,4.31573274,0,0,5.85,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,59023815.1969,59023814.5729298,157970.875127787
131,2200,1682.68418092,10.44946927,3.97440019,1.81839444,16816.8243111,0.0,2.62919403,2200,Northern Vermont Piedmont,77.55796452,63.4534996,41.84034699,19.91469955,6,calc/mod calc mid-upper elev steep hills/mtns,1433,1.17424398,0.1724,0.8276,0.97180432,0.28367099,0.14599299,2.34547162,63.4534996,5.43991005,7.14063978,14.48680019,9.87254047,7,3,5,8,6.4,0.8828125,9,19,9,19.91469955,5,0.97180432,0,0,8,63.4534996,5,1682.68418092,9,0.00323293,3,0.04198055,2,0.06091458,0,0.0,4,2.34547162,10,100,5.65,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,6809608.52284,6809608.56581027,16816.8255547029
132,2220,5046.80656118,41.04286666,5.20476352,4.12405572,66052.2233006,0.75131218,7.88563525,2220,Northern Vermont Piedmont,69.42182066,48.08017844,6.8720605,2.70559001,6,calc/mod calc mid-upper elev steep hills/mtns,1433,3.52186245,0.1724,0.8276,2.91469337,0.0,0.83822101,3.83828303,47.59081552,5.05848002,3.53336,37.1352005,5.73789978,10,9,7,4,6.4,0.8359375,2,24,10,2.70559001,7,2.91469337,3,4,6,47.59081552,7,5046.80656118,2,1.23874611,4,0.14309445,4,1.22337956,0,0.0,6,3.83828303,0,0,5.35,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,20423783.2398,20423783.1554786,66052.2293643841
133,2244,980.92812278,12.57698133,8.20576744,2.86650689,20240.7299253,1.89272969,1.53270019,2244,Champlain Valley,60.41094003,42.58768714,16.38668484,407.42999268,7,calc/mod calc low elev steep hills with sed flats,579,1.69417638,0.0422,0.9578,1.62268213,65.26100159,23.02669907,4.34899143,42.58768714,4.75384998,5.1575799,43.47029877,4.51281977,9,10,8,6,8.4,0.52380952,9,31,1,407.42999268,6,1.62268213,6,19,6,42.58768714,4,980.92812278,9,0.00097866,3,0.06465306,4,1.81369048,0,0.0,6,4.34899143,0,0,4.4,5,9,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,3969691.15234,3969691.14559432,20240.7310407369
134,2300,12325.8135839,52.77815381,2.74042912,3.39345086,84938.3750348,0.30002333,19.25908372,2300,Southern Green Mountains,86.3519615,77.67967149,60.39872621,0.93337899,5,mid elev acidic steep hills/mtns,1859,6.63037554,0.0886,0.9114,6.04292427,10.10249996,0.330724,3.62086281,77.15155787,6.082228,5.76148987,28.8614006,4.51912022,9,7,8,9,7.8,0.88461538,6,3,10,0.93337899,8,6.04292427,6,16,9,77.15155787,8,12325.8135839,6,0.22545205,7,0.56016911,5,2.06379318,0,0.0,5,3.62086281,0,0,6.9,9,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,49880997.3873,49880997.122184,84938.3818472372
135,2395,55582.5883893,134.0147199,1.54309872,4.0576846,215676.216727,0.41810203,86.84779436,2395,Northern Green Mountains,90.95900383,84.54914527,79.25060505,0.46232399,4,upper elev acidic steep hills/mtns,9684,5.73965659,0.4924,0.5076,2.91344968,6.21244001,0.13984799,4.15149173,84.39771619,6.519604,1.79832006,45.9355011,4.53991985,10,10,8,10,8.4,0.88690476,4,7,10,0.46232399,7,2.91344968,6,17,10,84.39771619,10,55582.5883893,4,0.51645411,5,0.15168905,3,0.88075315,5,1.64403999,6,4.15149173,6,78,7.45,9,9,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,224935654.539,224935653.760712,215676.227292306
136,2401,489.84299429,10.55842074,13.79501055,3.40538078,16992.1650517,0.0,0.76537968,2401,Champlain Valley,35.79816432,11.65853154,15.68341303,17.79509926,9,coarse sediment flats,162,3.02373557,0.0187,0.9813,2.96719171,65.11519623,8.29623032,6.51911743,0.0,4.66365004,13.49170017,22.0163002,4.51657009,4,6,8,6,6.8,0.69117647,10,18,9,17.79509926,7,2.96719171,3,3,0,0.0,3,489.84299429,10,0.0,5,0.22313272,6,4.26612205,0,0.0,7,6.51911743,0,0,4.7,6,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,1982332.19674,1982332.14922811,16992.165810821
137,2411,3431.36184972,29.20690852,5.44752267,3.55915989,47004.0569897,0.15517968,5.36150289,2411,Champlain Valley,71.45186394,54.12972404,34.47260743,174.58599853,10,fine sediment flats,162,21.18124599,0.0351,0.9649,20.43778425,62.80739975,1.07479,6.77352987,51.9042811,5.97970998,3.61927009,25.43370056,5.54147005,10,7,7,8,8.4,0.68452381,10,7,2,174.58599853,9,20.43778425,6,22,7,51.9042811,6,3431.36184972,10,0.0,3,0.04669866,10,85.75671785,0,0.0,7,6.77352987,0,0,5.75,7,9,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,13886284.2842,13886284.0876862,47004.0600706767
138,2439,826.5889786,6.59748249,5.10820844,1.63805549,10617.6400957,0.0,1.29154528,2439,Champlain Valley,69.54906427,50.46185115,7.56463026,372.02801514,10,fine sediment flats,162,5.1024011,0.0351,0.9649,4.92330682,32.24760056,127.36599731,7.59168119,50.46185115,5.25154996,6.10948992,38.90980148,6.23289013,8,9,7,4,7.6,0.63815789,10,22,1,372.02801514,7,4.92330682,4,5,7,50.46185115,4,826.5889786,10,0.0,2,0.00268574,10,98.78211797,0,0.0,7,7.59168119,0,0,4.85,6,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,3345100.2971,3345100.3121831,10617.640353277
139,2455,14528.6043315,82.59906714,3.63857407,4.89168363,132930.578961,1.00676424,22.70094427,2455,Northern Vermont Piedmont,79.0297577,64.08886695,9.19554604,1.82924998,6,calc/mod calc mid-upper elev steep hills/mtns,1433,10.13863826,0.1724,0.8276,8.39073703,5.74392986,0.52758598,4.25802992,62.56307483,5.19877994,3.10684991,40.54729843,4.2841301,10,9,8,5,6.8,0.94117647,2,8,10,1.82924998,8,8.39073703,3,3,8,62.56307483,8,14528.6043315,2,0.93854686,4,0.14305985,4,1.49247715,0,0.0501829,6,4.25802992,10,99,6.4,8,7,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,58795410.9286,58795410.5900727,132930.586857753
140,2462,13811.247043,91.74046896,4.25116573,5.57236655,147642.268566,0.51782264,21.5800735,2462,Northern Vermont Piedmont,75.34751907,58.62826126,1.00626467,4.72550011,6,calc/mod calc mid-upper elev steep hills/mtns,1433,9.6380378,0.1724,0.8276,7.97644008,1.68912005,1.14289999,3.81965335,56.74485928,4.83664989,4.92987013,35.34260178,6.71537018,9,9,6,2,5.8,1.00862069,3,15,10,4.72550011,8,7.97644008,2,2,7,56.74485928,8,13811.247043,3,0.64571142,6,0.32137721,4,1.88706566,0,0.0,6,3.81965335,0,0,5.85,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,55892357.3665,55892356.747655,147642.282150542
141,2467,10967.0998918,48.11814273,2.80799953,3.27988128,77438.7991722,0.86029145,17.13609358,2467,Northern Vermont Piedmont,83.70996609,72.98569065,22.93999074,0.62855101,5,mid elev acidic steep hills/mtns,1859,5.89948813,0.0886,0.9114,5.37679348,12.53369999,0.170881,2.1852355,72.98569065,5.30701005,8.08613968,22.03359985,9.31674957,7,6,5,7,5.6,1.0625,3,14,10,0.62855101,7,5.37679348,3,4,9,72.98569065,8,10967.0998918,3,0.63871033,4,0.0913277,4,1.07573288,0,0.0,4,2.1852355,0,0,5.95,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,44382456.1618,44382455.9740902,77438.8049913031
142,2474,2945.64289386,21.88495823,4.75494613,2.87839798,35220.4966626,0.3521932,4.60256702,2474,Northern Vermont Piedmont,74.85855141,61.19942454,28.47873385,20.37450027,6,calc/mod calc mid-upper elev steep hills/mtns,1433,2.05558683,0.1724,0.8276,1.70120366,2.70981002,0.42231601,2.90096808,61.19942454,5.63723004,4.15595007,39.30289841,6.46922016,10,9,6,8,8.0,0.70625,7,19,8,20.37450027,6,1.70120366,2,2,8,61.19942454,6,2945.64289386,7,0.10524562,9,2.26767135,3,0.48161982,0,0.0,5,2.90096808,0,0,5.65,7,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,11920641.5456,11920641.4558438,35220.497776873
143,2494,2648.90001463,32.44334748,7.83862821,4.49974644,52212.6110341,0.28432506,4.13890627,2494,Champlain Valley,62.44173018,45.32149546,4.42535012,100.7539978,10,fine sediment flats,162,16.35123466,0.0351,0.9649,15.77730632,36.75450134,1.07692003,8.10557132,45.32149546,5.11354005,7.4372201,17.08530045,8.44538975,7,4,5,3,5.8,0.99137931,10,7,3,100.7539978,9,15.77730632,6,18,6,45.32149546,6,2648.90001463,10,0.0,2,0.0228812,10,67.72343577,0,0.0,8,8.10557132,0,0,5.75,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,10719760.9155,10719760.8178604,52212.6126295012
144,2498,1137.78414929,10.80206955,6.0761301,2.28597879,17384.2805915,0.0,1.77778773,2498,Champlain Valley,64.72704866,45.87972159,12.29080227,50.89609909,7,calc/mod calc low elev steep hills with sed flats,579,1.96508489,0.0422,0.9578,1.8821583,30.06299973,0.46143299,0.47924732,45.87972159,4.57897997,18.75169945,13.63269997,11.19629955,3,3,4,5,4.6,1.08695652,8,20,6,50.89609909,6,1.8821583,1,1,6,45.87972159,5,1137.78414929,8,0.07576833,9,2.21458525,8,13.28038364,0,0.0,2,0.47924732,0,0,5.0,6,4,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,4604467.5097,4604467.49706064,17384.2807083156
145,2506,2527.82154149,16.34328617,4.1378329,2.32039193,26302.0221397,0.0,3.94972116,2506,Northern Vermont Piedmont,76.96437696,62.58891595,3.61683365,19.66290092,6,calc/mod calc mid-upper elev steep hills/mtns,1433,1.76401447,0.1724,0.8276,1.45989837,3.75652003,0.162874,2.2358034,62.58891595,4.5650599,10.06960011,29.04089928,8.99368954,6,7,5,3,6.2,0.91935484,10,18,9,19.66290092,6,1.45989837,1,1,8,62.58891595,6,2527.82154149,10,0.0,4,0.10000706,3,0.90019804,0,0.0,4,2.2358034,0,0,5.7,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,10229771.7589,10229771.7450789,26302.0231718998
146,2520,2896.61488699,34.40000489,7.60059725,4.56255689,55361.5522004,0.78438247,4.52596076,2520,Champlain Valley,64.41139305,43.84312204,33.09410941,167.54800415,10,fine sediment flats,162,17.88033881,0.0351,0.9649,17.25273892,37.25159836,4.53625011,9.96983898,29.65273029,5.86821997,3.38637996,33.03939819,2.33726001,10,8,9,8,8.8,0.58522727,9,16,2,167.54800415,9,17.25273892,5,12,4,29.65273029,6,2896.61488699,9,0.01712344,3,0.0658769,10,87.19563693,0,0.0,8,9.96983898,0,0,5.15,6,9,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,11722231.4475,11722231.5031329,55361.5543400589
147,2540,1169.92588363,11.21451698,6.13482526,2.3404349,18048.051712,0.58954585,1.82800919,2540,Northern Vermont Piedmont,67.24995241,47.39199361,29.04152346,15.65859985,7,calc/mod calc low elev steep hills with sed flats,579,2.02059738,0.0422,0.9578,1.93532817,0.105903,0.1875,1.61678618,47.39199361,4.15972996,11.99489975,19.72809982,11.38029957,5,5,4,8,6.0,0.91666667,8,14,9,15.65859985,6,1.93532817,2,2,6,47.39199361,5,1169.92588363,8,0.06028416,9,2.2014386,6,4.69920366,0,0.0,3,1.61678618,0,0,5.5,7,6,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,4734541.01406,4734540.98322812,18048.0530682996
148,2542,43002.1617313,161.53286535,2.40408923,5.56046255,259962.46758,0.35698885,67.19087771,2542,Northern Green Mountains,85.91860923,76.52208814,11.27225796,0.98857301,4,upper elev acidic steep hills/mtns,9684,4.4405568,0.4924,0.5076,2.25402663,0.495617,0.29355699,3.06472556,75.80864307,5.21089995,3.95632005,37.59349823,2.11422992,10,9,9,5,7.6,0.86842105,5,17,10,0.98857301,6,2.25402663,3,4,9,75.80864307,10,43002.1617313,5,0.36367437,5,0.21019711,3,0.51322885,5,1.50024998,5,3.06472556,0,0,6.65,8,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,174024270.476,174024270.040759,259962.483770125
149,2550,34568.88886,91.15671581,1.68765326,3.49978308,146702.807062,0.32549077,54.01388884,2550,Northern Green Mountains,90.33296189,83.53144794,82.78903414,0.41787899,4,upper elev acidic steep hills/mtns,9684,3.56970692,0.4924,0.5076,1.81198323,2.53170991,0.12584101,3.67771705,83.53144794,6.65864301,2.00584006,27.35250092,1.05425,10,7,9,10,8.2,0.90243902,5,8,10,0.41787899,6,1.81198323,6,22,10,83.53144794,9,34568.88886,5,0.33211643,5,0.22682852,3,0.61414152,6,2.07259011,5,3.67771705,8,88,7.4,9,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,139895889.481,139895889.219611,146702.813101796
150,2564,14642.6994506,50.18939423,2.19366739,2.96071461,80772.162009,0.39832042,22.87921789,2564,Southern Green Mountains,87.32463125,78.03159478,75.68682153,0.44923899,4,upper elev acidic steep hills/mtns,9684,1.51205744,0.4924,0.5076,0.76752036,36.16899872,0.123363,4.97406863,78.03159478,6.47562802,8.65447998,30.82629967,4.46297979,7,8,8,10,7.4,0.97297297,4,10,10,0.44923899,5,0.76752036,8,62,9,78.03159478,8,14642.6994506,4,0.43857268,8,0.96832077,5,2.88800164,0,0.0,6,4.97406863,10,97,7.2,9,8,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,59257139.3411,59257139.0662962,80772.1677455054
151,2568,1247.80238555,14.68799808,7.5334996,2.96814333,23638.0888562,0.0,1.94969123,2568,Champlain Valley,61.68593753,38.45217044,1.25904552,29.5128994,9,coarse sediment flats,162,7.70251795,0.0187,0.9813,7.55848087,32.54560089,10.0309,5.8408223,38.45217044,4.17940998,19.76079941,13.50469971,3.6828599,3,3,8,2,4.8,1.1875,8,5,7,29.5128994,8,7.55848087,4,5,5,38.45217044,5,1247.80238555,8,0.09165554,7,0.61139489,9,29.6068195,0,0.0,7,5.8408223,0,0,5.7,7,5,HIGHEST PRIORITY,1A,HIGHEST PRIORITY INTERIOR FOREST BLOCKS,5049697.2966,5049697.26579136,23638.089801604
