ETC_ID,Q1A_Qual_of_services_in_city,Q1B_Appearance_of_city,Q1C_Image_of_city,Q1D_Planning_for_growth,Q1E_Quality_of_life,Q1F_Feeling_of_safety,Q1G_Efforts_to_promote_diversity,Q1H_Promotion_of_inclusiveness,Q1I_Direction_of_city,Q1J_Leadership_of_officials,Q1K_Public_involvement,Q1L_Ethical_conduct_of_employees,Q1M_Sustainability_programs,Q1N_Informed_about_budget,Q1O_Opport_to_express_ideas,Q2_Usage_of_city_services_facilities,Q2_2nd,Q2_3rd,Q2_4th,Q2_5th,Q2_6th,Q2_7th,Q2_8th,Q2_9th,Q2_10th,Q2_11th,Q2_12th,Q3A_Condition_of_streets,Q3B_Condition_of_sidewalks,Q3C_Maint_of_private_property,Q3D_Condition_of_alley,Q3E_Feeling_of_safety,Q3F_Quality_of_neigh_park,Q3G_Adequacy_of_lighting,Q4_Services_should_emphasize,Q4_2nd,Q5_Overall_neighborhood,Q6_Most_important_public_safety_concern,Q7A_Qual_of_large_parks,Q7B_Qual_of_city_rec_centers,Q7C_Qual_of_city_swim_pools,Q7D_Qual_of_athletic_fields,Q7E_Qual_of_youth_rec,Q7F_Qual_of_adult_rec,Q7G_Qual_of_golf_courses,Q7H_Qual_of_arts_cultural,Q7I_Library_programs,Q8_Programs_emphasize_most,Q8_2nd,Q9A_Library_services,Q9B_Condition_of_streets,Q9C_Clarity_of_street_signs,Q9D_Local_transit,Q9E_Mgmt_of_traffic_flow,Q9F_Walk_bike_paths,Q9G_Info_about_programs_events,Q9H_Enforce_prop_maint_codes,Q9I_Landscape_maintenance,Q9J_Appearance_of_resid_prop,Q9K_Appearance_of_comm_prop,Q9L_Cleanliness_of_streets,Q9M_Resid_trash_collection,Q9N_Recycling_services,Q9O_Bulky_item_pickup,Q9P_Water_service,Q9Q_Local_police_services,Q9R_Enforcement_of_traffic_laws,Q9S_Qual_of_local_fire_services,Q9T_Efforts_to_prevent_crime,Q9U_Qual_of_parks_rec,Q9V_Maint_of_city_parks,Q10_Services_emphasize_most,Q10_2nd,Q10_3rd,Q11_Social_human_services_used,Q11_2nd,Q11_3rd,Q11_4th,Q11_5th,Q11_6th,Q11_7th,Q11_8th,Q11_9th,Q12_Social_human_emphasize_most,Q12_2nd,Q12_3rd,Q13_How_get_info_about_Tempe,Q13_2nd,Q13_3rd,Q13_4th,Q13_5th,Q13_6th,Q13_7th,Q13_8th,Q13_9th,Q13_10th,Q13a_Prefer_to_get_info,Q13a_2nd,Q13a_3rd,Q14A_Contacted_Tempe_in_past_year,Q14B_Easy_to_contact,Q14C_Way_you_were_treated,Q14D_Accuracy_of_info_given,Q14E_How_quickly_staff_responded,Q14F_How_well_issue_handled,Q15_Overall_priorities,Q15_2nd,Q15_3rd,Q15_4th,Q16_One_improvement_in_neighborhood,Q17_One_problem_to_work_on,Q18A_How_long_in_Tempe,Q18B_Age,Q18C_Gender,Q18D_Used_public_transit,Q18E_Full_time_student,Q18F_Own_or_rent,Q18G_Have_an_alley,Q18H_Highest_level_of_educ,Q18I_Have_cable_television,Q18J_Internet_access,Q18K_Visited_downtown_Tempe,Q18L_Race_ethnicity,Q18L_2nd,Q18L__3rd,Q18L__4th,Q18L__Other,Q20_Zip,OBJECTID
658,5,5,4,5,5,5,4,3,2,1,4,4,4,1,4,12,,,,,,,,,,,,5,5.0,5,5,5,5,5,E,C,2,THEIVERY,5,5,5,5,5,5,5,5,5,I,B,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,T,Q,R,4,,,,,,,,,4,3.0,1.0,4.0,,,,,,,,,,10,2.0,,1,4.0,5.0,5.0,5.0,5.0,1,8.0,,,INC EFFORTS TO PREVENT CRIME,INC PUBLIC HOUSING ASSISTANCE,3,5,1,1,2,2,2,2,2,2,1,2,,,,,85282,656
659,4,5,4,3,4,3,4,3,4,4,3,4,4,4,4,12,,,,,,,,,,,,4,4.0,4,5,3,4,4,E,G,4,TRAFFIC,4,4,4,3,3,4,9,4,9,A,F,4,4,4,5,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,9,R,C,O,99,,,,,,,,,3,,,5.0,7.0,10.0,,,,,,,,99,,,1,5.0,5.0,5.0,5.0,5.0,1,10.0,,,TRAFFIC ON COLLEGE AVE,TRAFFIC ON COLLEGE AVE,3,7,1,1,2,1,1,2,1,1,2,2,,,,,85282,657
660,4,4,4,5,4,4,4,4,4,3,3,4,4,3,3,1,2.0,3.0,7.0,8.0,9.0,,,,,,,3,3.0,4,2,3,4,3,E,D,4,BREAK-INS,4,4,3,4,4,4,4,5,4,Z,,3,3,3,4,4,4,4,4,4,5,4,4,1,3,2,3,4,4,4,3,4,4,M,T,O,99,,,,,,,,,9,8.0,6.0,1.0,2.0,3.0,4.0,5.0,7.0,9.0,10.0,,,99,,,1,4.0,4.0,4.0,5.0,4.0,1,8.0,,,MORE PATROLS,HOMELESS POPULATION/DRUGS,4,4,2,2,2,1,9,4,1,1,1,2,,,,,85282,658
661,4,5,4,4,4,3,4,9,9,9,9,3,4,3,3,1,2.0,9.0,11.0,,,,,,,,,2,3.0,1,3,3,4,2,E,A,2,SAFETY AFTER DARK,4,9,9,9,9,9,9,4,5,A,I,5,2,4,5,4,4,5,1,2,1,9,3,5,5,5,5,5,3,4,9,3,4,B,J,H,99,,,,,,,,,99,,,4.0,5.0,8.0,,,,,,,,5,8.0,4.0,1,4.0,4.0,4.0,3.0,4.0,3,6.0,,,STREETS ARE LIKE IN MEXICO,RESIDENTIAL STREETS IMPROVEMEN,3,5,2,2,2,1,9,2,2,1,1,2,,,,,85282,659
662,5,5,5,4,5,5,9,9,5,5,5,5,9,5,5,1,2.0,3.0,5.0,7.0,10.0,11.0,,,,,,5,4.0,3,9,5,5,5,E,A,5,"PETTY THEFT/GARAGES, ETC",5,9,5,9,9,5,9,9,5,I,A,5,4,5,9,4,5,5,4,4,4,4,4,5,5,9,4,5,2,9,4,5,5,A,T,F,99,,,,,,,,,3,7.0,2.0,2.0,4.0,5.0,6.0,8.0,9.0,,,,,99,,,1,5.0,5.0,5.0,5.0,5.0,4,8.0,,,EASIER TO STOP BARKING DOGS,EASIER TO STOP BARKING DOGS,4,4,2,2,2,2,2,5,1,1,1,2,,,,,85281,660
663,4,4,4,4,4,2,4,3,5,3,3,4,3,3,3,1,2.0,3.0,4.0,5.0,7.0,10.0,,,,,,2,2.0,3,2,2,4,2,G,A,3,LACK OF LIGHTING,5,5,5,5,5,5,3,3,5,Z,,5,2,4,4,4,4,4,4,2,2,4,2,3,4,2,4,4,4,4,5,5,4,B,I,J,9,,,,,,,,,99,,,8.0,,,,,,,,,,99,,,1,2.0,4.0,4.0,2.0,4.0,2,5.0,,,SAFETY,LIGHTING IN NEIGHBORHOODS,3,3,2,2,1,2,2,5,1,1,1,1,5.0,,,,85281,661
664,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,99,,,,,,,,,,,,4,4.0,4,4,4,4,4,A,G,4,GANGS,5,5,5,5,5,5,5,5,5,I,A,4,4,2,9,3,4,4,4,2,2,2,4,4,4,4,4,4,4,4,9,4,4,C,T,Q,99,,,,,,,,,6,9.0,7.0,5.0,7.0,,,,,,,,,7,5.0,,2,,,,,,3,8.0,,,BETTER STREET LIGHTS,GANGS,3,6,2,2,2,2,2,2,1,1,2,2,,,,,85283,662
665,4,4,4,3,4,4,9,9,4,4,4,4,3,3,3,1,2.0,8.0,,,,,,,,,,3,4.0,4,4,4,4,4,E,A,4,,5,4,9,9,9,9,9,9,4,A,I,5,4,4,9,4,4,4,3,4,4,4,4,5,5,5,5,4,4,4,4,4,5,B,J,Q,99,,,,,,,,,9,3.0,4.0,2.0,5.0,7.0,,,,,,,,5,7.0,2.0,2,,,,,,1,11.0,,,COMPLETE REPAVING OF STREETS,PROMOTE BUSINESS DEVELOPMENT,3,4,2,2,2,1,1,4,1,1,1,2,,,,,85283,663
666,5,4,4,4,4,4,4,4,4,4,3,3,4,4,4,1,9.0,10.0,,,,,,,,,,4,4.0,4,4,4,5,2,G,E,4,BURGLARY,4,3,3,3,3,3,3,2,4,H,I,5,4,4,3,4,3,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,T,S,Q,99,,,,,,,,,3,7.0,4.0,4.0,5.0,7.0,10.0,,,,,,,5,,,1,5.0,5.0,5.0,5.0,5.0,4,8.0,,,HIGH POWERED STREET LIGHTS,IMPROVEMENT IN PUBLIC SAFETY,4,4,1,2,2,1,1,4,2,1,2,2,,,,,85282,664
667,5,5,5,5,5,5,4,4,4,4,4,3,4,4,4,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,5,5.0,5,5,5,5,5,F,G,5,TRAFFIC,5,5,5,4,5,5,5,5,4,I,E,5,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,U,Q,A,2,9.0,,,,,,,,6,9.0,8.0,1.0,2.0,3.0,5.0,7.0,8.0,9.0,10.0,,,1,5.0,3.0,1,5.0,3.0,4.0,3.0,4.0,4,8.0,,,DON'T CUT POLICE OR FIRE,GET OUT IN THE COMMUNITY MORE,3,3,2,1,1,2,2,4,1,1,1,2,,,,,85283,665
668,4,4,4,4,4,3,4,4,3,3,3,2,4,3,3,1,2.0,,,,,,,,,,,4,4.0,4,3,3,4,3,G,D,3,MORE POLICE PRESENCE,4,4,4,4,4,4,4,4,4,G,I,4,4,4,3,4,3,3,2,2,4,4,4,4,4,5,4,3,2,5,3,4,4,R,T,E,99,,,,,,,,,99,,,5.0,9.0,,,,,,,,,99,,,2,,,,,,8,11.0,,,,,3,5,1,2,2,1,9,2,1,1,1,2,,,,,85283,666
669,4,4,4,9,4,3,4,4,3,4,4,9,5,4,9,1,3.0,9.0,,,,,,,,,,4,4.0,4,9,3,9,4,E,G,4,,4,9,9,9,9,9,4,3,3,Z,,4,4,4,9,3,5,9,9,3,3,3,4,4,4,4,4,4,4,4,4,4,4,Z,,,99,,,,,,,,,99,,,4.0,7.0,,,,,,,,,99,,,2,,,,,,8,11.0,,,,,2,4,2,2,2,1,2,5,1,1,1,2,,,,,85283,667
670,3,2,3,9,3,9,9,9,9,3,9,9,9,9,9,2,5.0,8.0,11.0,12.0,,,,,,,,3,3.0,2,2,3,3,3,C,D,1,,3,3,3,3,3,3,3,3,3,Z,,3,3,3,4,3,3,3,1,2,1,1,2,3,3,3,3,3,3,3,3,3,3,H,J,K,99,,,,,,,,,99,,,1.0,7.0,8.0,,,,,,,,99,,,1,3.0,3.0,3.0,3.0,3.0,2,6.0,,,CURB APPEAL OF NORTH TEMPE,,3,5,2,1,2,2,2,2,1,9,1,2,,,,,85281,668
671,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,4.0,5.0,6.0,11.0,,,,,,,,5,9.0,5,9,4,9,4,G,A,5,BREAK-INS,5,5,5,5,5,5,5,5,5,I,D,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,T,S,G,99,,,,,,,,,3,4.0,7.0,5.0,8.0,9.0,,,,,,,,6,8.0,9.0,2,,,,,,1,4.0,,,,MAKING ASU SAFE,3,4,2,2,2,1,9,5,1,1,1,2,,,,,85284,669
672,4,4,4,4,4,2,4,3,4,4,5,4,5,5,5,1,2.0,3.0,5.0,9.0,10.0,11.0,12.0,,,,,4,5.0,4,4,2,5,4,Z,,4,ROBBERING/MURDER,5,3,2,3,3,3,3,4,4,I,E,4,4,5,4,4,5,5,3,5,4,4,4,5,5,5,5,4,4,5,4,4,5,T,D,A,2,,,,,,,,,4,9.0,3.0,5.0,9.0,,,,,,,,,99,,,2,,,,,,8,10.0,,,INC FREQUENCY OF ORBIT,CRIME,3,5,2,1,2,1,1,5,1,1,1,2,,,,,85282,670
673,3,3,3,9,3,3,9,9,9,3,3,3,4,2,3,11,,,,,,,,,,,,3,3.0,3,2,3,9,3,Z,,9,,9,9,9,9,9,9,9,9,9,Z,,9,3,4,9,3,9,3,3,3,3,3,3,4,4,5,4,3,3,3,3,9,9,Z,,,99,,,,,,,,,99,,,4.0,5.0,6.0,,,,,,,,99,,,2,,,,,,99,,,,,,4,6,1,2,2,1,9,2,1,1,2,2,,,,,85282,671
674,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,1,2.0,3.0,5.0,7.0,8.0,9.0,10.0,11.0,12.0,,,4,4.0,4,4,4,4,2,G,F,5,HOMELESS IN PARKS,5,5,5,5,5,5,5,5,5,C,H,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,E,I,Q,2,,,,,,,,,2,9.0,,2.0,4.0,5.0,8.0,9.0,,,,,,5,,,1,4.0,4.0,4.0,4.0,4.0,4,8.0,,,COMMUNITY DEVELOPMENT,HOMELESS PEOPLE IN PARK,3,4,2,1,1,2,9,5,1,1,1,4,,,,,85282,672
675,4,4,3,4,4,4,4,4,3,3,3,4,5,4,4,1,2.0,3.0,5.0,6.0,9.0,11.0,,,,,,4,4.0,3,9,5,5,5,C,F,5,BURGLARY,4,9,9,4,9,9,4,4,4,A,H,5,4,3,4,4,4,4,3,3,2,2,4,4,5,5,4,4,4,4,4,4,4,I,J,K,2,,,,,,,,,1,6.0,9.0,1.0,5.0,9.0,10.0,,,,,,,5,1.0,10.0,2,,,,,,1,11.0,,,,BUSINESS DEVELOPMENT DOWNTOWN,3,6,1,2,2,1,2,5,1,1,1,2,,,,,85284,673
676,3,3,3,3,2,3,3,3,2,1,2,2,2,2,1,1,2.0,3.0,,,,,,,,,,3,2.0,3,9,2,2,1,G,E,3,HOA'S,3,9,1,2,2,2,4,2,3,E,I,3,2,3,9,1,3,2,1,3,2,2,3,2,2,4,2,3,3,3,1,2,2,V,T,Q,99,,,,,,,,,99,,,1.0,5.0,,,,,,,,,99,,,1,2.0,2.0,1.0,1.0,1.0,3,6.0,,,,,4,4,2,2,2,1,9,4,1,1,1,2,,,,,85284,674
677,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,2.0,6.0,,,,,,,,,,4,5.0,4,4,4,4,3,G,E,4,POLICE VISIBILITY,5,9,9,9,9,9,5,9,5,Z,,5,4,5,9,4,4,4,3,4,4,4,5,5,5,5,5,3,4,4,4,4,4,H,Q,,99,,,,,,,,,99,,,5.0,9.0,,,,,,,,,5,9.0,,2,,,,,,3,8.0,,,BETTER LIGHTING,MORE POLICE VISIBILITY,3,7,1,2,2,1,1,2,1,1,1,2,,,,,85283,675
678,4,4,4,4,4,3,4,4,4,4,4,4,5,5,5,1,2.0,5.0,11.0,12.0,,,,,,,,4,4.0,3,9,3,9,5,E,G,5,TRAFFIC SAFETY,9,9,9,9,4,4,9,9,5,I,E,5,4,4,5,2,3,5,9,4,3,4,4,5,5,9,4,4,5,5,5,9,9,Q,S,D,1,4.0,,,,,,,,1,4.0,6.0,2.0,3.0,5.0,8.0,,,,,,,2,8.0,5.0,2,,,,,,8,12.0,,,TRAFFIC SAFETY@ PRIEST & US60,SAFETY,2,5,2,1,1,2,2,4,1,1,1,2,,,,,85282,676
679,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,2,4.0,5.0,7.0,8.0,,,,,,,,4,4.0,4,4,4,4,4,C,B,4,SPEEDING ON MY STREET,5,4,4,4,4,4,4,4,4,E,B,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,R,T,C,99,,,,,,,,,9,1.0,3.0,5.0,7.0,9.0,,,,,,,,5,7.0,9.0,1,4.0,4.0,2.0,2.0,2.0,5,11.0,,,SPEED BUMPS,,3,3,2,2,2,1,1,2,1,1,1,2,,,,,85282,677
680,4,4,4,2,4,4,3,3,4,4,9,9,4,4,4,1,2.0,3.0,4.0,6.0,12.0,,,,,,,2,4.0,4,4,4,4,4,F,G,3,SAFTY/TAGGERS,5,5,5,5,5,5,5,9,4,E,A,5,2,4,4,1,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,E,B,,99,,,,,,,,,2,7.0,3.0,1.0,2.0,5.0,6.0,,,,,,,6,5.0,1.0,2,,,,,,8,11.0,,,NO SPEED BUMPS IN NEIGHBORHOOD,NO MULTI STREET CONSTUCTION,4,4,2,1,2,1,1,4,1,1,1,2,,,,,85283,678
681,4,4,3,3,4,2,3,4,3,3,3,3,5,4,4,2,3.0,5.0,12.0,,,,,,,,,4,4.0,4,9,2,4,4,E,C,5,CRIME,4,4,4,4,4,4,4,4,4,B,E,4,3,9,5,4,4,4,3,4,3,5,4,4,4,4,4,3,4,4,2,4,4,T,H,,99,,,,,,,,,99,,,5.0,8.0,9.0,,,,,,,,5,8.0,9.0,1,3.0,4.0,4.0,3.0,4.0,8,10.0,,,,CRIME,3,6,1,1,2,1,2,4,1,1,1,5,,,,,85283,679
682,3,3,3,2,3,3,4,4,4,3,3,9,4,3,4,99,,,,,,,,,,,,4,4.0,3,4,4,3,2,G,C,3,POOR LIGHTING,3,3,9,3,9,9,3,3,3,H,A,9,3,4,9,3,3,4,4,4,3,3,4,4,5,5,4,4,1,4,4,3,4,R,J,U,99,,,,,,,,,2,9.0,7.0,1.0,2.0,7.0,,,,,,,,8,3.0,7.0,2,,,,,,10,11.0,,,BETTER STREET LIGHTS,FINISH CENTERPOINT CONDO PROJ,2,2,1,2,2,1,1,2,1,2,1,1,,,,,85282,680
683,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,1,2.0,3.0,4.0,5.0,6.0,,,,,,,3,4.0,4,3,4,5,5,A,,5,,5,5,4,5,3,3,3,3,5,Z,,5,4,4,4,3,3,4,4,3,4,4,4,5,4,5,1,4,4,4,4,4,4,P,,,99,,,,,,,,,99,,,5.0,7.0,,,,,,,,,5,,,1,4.0,5.0,5.0,5.0,5.0,99,,,,,,9,9,1,9,9,2,9,9,9,9,9,4,,,,,85284,681
684,5,5,5,4,5,4,4,4,5,5,5,5,5,4,4,5,12.0,,,,,,,,,,,5,5.0,4,9,5,4,5,Z,,5,YOUTH STEALING FROM CARS,9,9,9,9,9,9,9,9,4,Z,,5,5,5,5,4,5,4,9,5,5,5,5,5,5,9,5,5,3,4,4,9,9,E,K,,99,,,,,,,,,99,,,5.0,7.0,8.0,9.0,,,,,,,99,,,1,5.0,5.0,5.0,5.0,5.0,6,11.0,,,NEW BUSINESS TO OLD NEIGHBORHD,,2,3,2,2,2,2,2,2,1,1,2,4,,,,,85282,682
685,4,4,4,1,4,5,2,2,2,1,1,3,2,2,1,1,2.0,3.0,5.0,9.0,12.0,,,,,,,4,4.0,4,4,5,2,3,F,G,5,LIGHTING,4,4,9,9,9,4,9,4,4,I,A,4,4,5,4,5,5,5,9,4,4,2,4,4,3,4,4,5,5,5,5,3,3,A,U,V,4,3.0,7.0,,,,,,,4,3.0,7.0,3.0,5.0,6.0,8.0,9.0,10.0,,,,,99,,,1,4.0,4.0,1.0,5.0,1.0,4,10.0,,,SAVE ORBIT DUMP STREET CAR,SAVE DOWNTOWN & JUPITER ORBIT,3,5,2,1,2,1,9,5,1,1,1,2,,,,,85282,683
686,4,3,4,2,4,4,4,4,3,4,4,4,4,4,4,2,3.0,5.0,9.0,12.0,,,,,,,,3,3.0,2,9,3,4,4,E,C,3,,4,4,9,9,9,9,9,4,9,I,H,9,4,4,4,4,4,4,4,4,3,3,3,3,2,2,4,4,4,4,4,4,4,N,E,O,99,,,,,,,,,4,7.0,9.0,3.0,8.0,,,,,,,,,99,,,1,5.0,3.0,4.0,3.0,3.0,1,6.0,,,INCLUDE ALL NOT JUST HOMEOWNER,,4,4,1,1,2,2,2,5,2,1,1,2,,,,,85281,684
687,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,2,5.0,9.0,12.0,,,,,,,,,4,4.0,4,3,4,4,4,F,,4,,5,4,3,3,4,4,9,4,4,H,I,4,4,5,4,4,4,4,9,4,4,4,4,4,4,9,4,5,5,5,5,4,4,Q,T,R,4,,,,,,,,,4,,,2.0,9.0,,,,,,,,,2,,,2,,,,,,1,8.0,,,,,3,5,2,9,2,2,2,1,2,2,1,5,,,,,85281,685
688,4,4,5,5,5,4,3,3,4,4,3,3,4,3,3,1,2.0,3.0,5.0,12.0,,,,,,,,4,3.0,3,2,2,4,4,E,B,3,BREAK INS,4,4,4,4,3,3,3,4,5,H,I,5,4,3,4,4,5,5,4,5,4,3,3,4,4,5,5,3,3,3,2,3,3,N,D,T,99,,,,,,,,,2,,,2.0,5.0,,,,,,,,,9,2.0,,2,,,,,,8,10.0,,,,,3,5,2,1,2,1,1,4,2,1,1,2,,,,,85282,686
689,4,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,3.0,7.0,10.0,11.0,,,,,,,,4,4.0,2,1,2,4,3,Z,,2,EMPTY HOUSES/JUNK CARS,5,3,4,3,3,3,3,3,4,A,C,4,3,3,3,3,4,3,1,1,1,2,3,3,4,4,4,4,3,3,3,4,4,H,T,R,99,,,,,,,,,9,6.0,1.0,1.0,2.0,5.0,8.0,9.0,10.0,,,,,99,,,1,4.0,3.0,3.0,3.0,3.0,6,8.0,,,JUNK CARS ON DRIVEWAYS,CRIME PREVENTION,3,5,1,1,2,1,1,2,1,1,1,5,,,,,85283,687
690,5,5,5,5,3,5,9,9,9,9,9,9,3,9,9,1,2.0,3.0,7.0,11.0,,,,,,,,5,5.0,5,4,5,5,5,B,E,5,NEED MORE POLICE PATROL,5,5,5,9,9,9,9,5,5,E,H,5,5,5,9,4,3,9,9,5,3,4,5,5,5,5,5,4,5,9,4,9,5,T,F,J,99,,,,,,,,,99,,,4.0,5.0,8.0,,,,,,,,8,5.0,4.0,1,5.0,5.0,5.0,5.0,5.0,1,11.0,,,POLICE PATROL,COMMUNITY EVENTS,3,3,1,1,2,1,1,4,2,1,1,2,,,,,85281,688
691,4,4,2,2,4,4,2,9,4,2,2,9,9,2,2,1,2.0,3.0,5.0,6.0,7.0,10.0,,,,,,4,4.0,3,2,4,2,4,F,D,4,BURGLARS,2,4,4,2,4,3,4,4,4,A,D,4,2,4,4,2,4,4,2,4,2,2,4,4,4,5,5,4,1,4,9,2,2,V,U,T,99,,,,,,,,,9,3.0,4.0,2.0,5.0,7.0,8.0,,,,,,,8,2.0,5.0,2,,,,,,4,7.0,,,CLEANLINESS OF PARKS & TRAILS,TRASH IN PARKS/PONDS HOMELESS,3,2,1,1,2,1,2,5,1,1,1,5,,,,,85281,689
692,5,5,5,4,4,4,9,9,4,4,4,9,4,5,9,1,2.0,5.0,12.0,,,,,,,,,5,5.0,4,4,4,5,5,E,C,4,,5,5,9,9,9,9,9,9,9,H,I,5,5,5,4,4,9,5,4,9,4,4,4,5,4,4,4,9,3,9,9,4,4,T,H,A,99,,,,,,,,,99,,,2.0,4.0,5.0,9.0,,,,,,,9,2.0,5.0,2,,,,,,8,10.0,,,,,3,5,1,1,2,1,1,4,2,2,1,2,,,,,85282,690
693,4,4,4,4,5,4,9,9,9,9,9,9,9,4,4,1,2.0,3.0,10.0,,,,,,,,,4,4.0,4,9,4,5,4,E,A,4,CRIME,4,9,9,9,9,4,4,4,4,A,C,4,4,4,9,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,L,Q,S,2,,,,,,,,,99,,,5.0,7.0,,,,,,,,,5,,,2,,,,,,2,7.0,,,,,4,4,2,1,2,1,2,5,1,1,1,2,,,,,85283,691
694,4,4,4,4,4,4,4,9,4,9,5,4,9,4,4,1,2.0,5.0,7.0,12.0,,,,,,,,4,4.0,4,4,4,3,3,E,A,4,,4,4,4,4,5,5,9,9,5,Z,,5,4,5,5,5,5,5,9,4,4,4,4,5,5,5,5,5,5,9,9,4,4,Z,,,4,,,,,,,,,99,,,2.0,5.0,,,,,,,,,99,,,1,4.0,4.0,5.0,4.0,4.0,99,,,,,,4,4,2,1,2,1,1,2,9,9,1,2,,,,,85281,692
695,5,5,5,5,5,4,5,3,3,3,3,4,2,3,5,1,2.0,3.0,4.0,5.0,8.0,9.0,11.0,12.0,,,,4,4.0,3,9,4,4,5,F,B,5,TRAFFIC,5,5,4,5,9,3,9,4,4,F,A,4,4,5,5,3,5,4,3,3,5,5,5,2,3,2,3,3,5,5,5,5,5,V,N,A,99,,,,,,,,,4,7.0,9.0,2.0,3.0,8.0,,,,,,,,8,3.0,,2,,,,,,4,10.0,,,FIX STONE STEPS AT SCUDDER PRK,OVERZEALOUS POLICE DOWNTOWN,3,2,1,1,2,1,2,4,2,1,1,2,,,,,85283,693
696,5,5,5,5,5,4,5,5,5,5,5,3,4,4,5,1,2.0,3.0,5.0,6.0,,,,,,,,3,3.0,4,9,4,4,4,E,F,5,THEFT/BURGLARIES,4,4,4,4,4,4,5,4,5,H,,5,4,4,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,V,K,S,2,,,,,,,,,4,6.0,5.0,2.0,8.0,,,,,,,,,8,2.0,,1,4.0,4.0,4.0,4.0,4.0,6,7.0,,,BLD MEDITATION GARDNS IN PARKS,,3,5,2,1,2,1,9,5,1,1,1,2,,,,,85284,694
697,5,5,5,3,5,4,5,4,4,4,4,4,4,4,5,2,3.0,5.0,9.0,11.0,,,,,,,,5,4.0,5,9,4,5,4,E,G,4,,4,4,3,4,9,4,9,4,4,F,H,9,4,4,4,4,4,4,9,4,4,4,4,5,5,4,5,4,4,5,4,4,4,T,L,O,2,,,,,,,,,2,3.0,7.0,1.0,5.0,7.0,8.0,,,,,,,5,8.0,1.0,2,,,,,,3,6.0,,,,VACANT HIGHRISE,3,6,2,1,2,1,2,4,2,1,1,2,,,,,85284,695
698,9,4,4,4,4,4,4,4,5,4,3,4,5,4,4,2,3.0,5.0,9.0,12.0,,,,,,,,4,4.0,4,4,4,5,4,E,,5,ROBBERY,4,4,4,4,4,4,4,4,4,E,H,4,4,4,4,4,5,9,4,4,4,4,4,4,5,4,4,3,4,4,3,5,5,T,Q,F,99,,,,,,,,,99,,,1.0,4.0,5.0,9.0,10.0,,,,,,9,1.0,10.0,1,3.0,4.0,3.0,3.0,4.0,10,11.0,,,STOP BREAK INS/MAJOR PROBLEM,ECON/BUS DEVELOPEMENT,3,5,1,1,2,1,1,4,1,1,1,2,,,,,85282,696
699,2,4,5,4,4,4,4,4,3,3,4,4,4,4,4,1,2.0,,,,,,,,,,,4,4.0,4,3,4,4,4,E,G,4,CAR THEFTS,5,4,3,4,4,4,4,5,5,I,H,3,4,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,9,4,Q,R,A,4,,,,,,,,,4,1.0,3.0,5.0,9.0,10.0,,,,,,,,5,10.0,9.0,1,5.0,3.0,2.0,1.0,2.0,6,10.0,,,CITY WASTE PROGRAM,MORE MASS TRANSIT SERVICES,4,4,1,1,2,1,2,5,1,1,1,1,,,,,85284,697
700,2,2,2,2,2,2,3,3,2,9,2,3,3,2,2,1,2.0,3.0,4.0,5.0,8.0,9.0,10.0,11.0,,,,2,2.0,2,2,2,2,2,A,F,3,BREAK INS,2,2,3,2,2,2,3,3,3,I,B,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,2,3,3,2,2,2,Q,A,B,99,,,,,,,,,99,,,1.0,5.0,8.0,,,,,,,,8,1.0,5.0,9,9.0,9.0,9.0,9.0,9.0,3,6.0,,,,,5,4,1,1,2,1,9,5,2,1,1,2,,,,,85281,698
701,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,1,2.0,3.0,9.0,,,,,,,,,4,4.0,4,9,4,5,4,Z,,5,BURGLARY,4,4,4,4,4,4,4,4,5,Z,,5,4,5,4,4,5,5,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,Z,,,2,,,,,,,,,99,,,5.0,9.0,,,,,,,,,5,,,2,,,,,,6,10.0,,,,,2,6,2,2,2,1,2,2,1,1,1,5,,,,,85284,699
