Is_Head_of_Household_,Age,Race,Gender,Ethnicity,Disability,Educational_Level,Employment_Status,Household_Type,ZIP_Code,Service_Id,Date,Program,Housing_Type,City,State,Total_Benefit,Council_District,Monthly_Income,ObjectId
0,7.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40219,1416751.0,2021/11/23 08:36:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,549.18,13.0,13674.84,8267
0,2.0,Mixed Race,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40203,1315699.0,2021/09/29 09:52:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,577.93,4.0,0.0,8268
1,25.0,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Long - Term, more than 6 months)",Two Parent Household,40299,1285132.0,2021/09/02 11:40:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,20.0,42000.0,8269
1,27.0,Mixed Race,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Person,40299,1293955.0,2021/09/10 10:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,280.79,11.0,6000.0,8270
0,8.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40215,1281702.0,2021/08/31 13:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,137.3,3.0,2700.0,8271
0,12.0,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40291,1276361.0,2021/08/26 15:00:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,22.0,60648.0,8272
0,25.0,White,Male,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Two Parent Household,40299,1285132.0,2021/09/02 11:40:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,20.0,42000.0,8273
1,37.0,African American,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40215,1674207.0,2022/04/14 08:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,225.21,3.0,8100.0,8274
0,12.0,White,Male,Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1281821.0,2021/08/31 13:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,525.46,6.0,9360.0,8275
1,72.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Retired,Single Parent Female,40214,1281774.0,2021/08/31 13:21:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,851.21,21.0,19647.6,8276
0,37.0,African American,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40214,1281774.0,2021/08/31 13:21:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,851.21,21.0,19647.6,8277
1,40.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Person,40219,1281767.0,2021/08/31 13:20:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,464.18,2.0,3840.0,8278
1,49.0,White,Male,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Male,40272,1281782.0,2021/08/31 13:24:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,14.0,31728.0,8279
0,22.0,White,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Part-Time,Single Parent Male,40272,1281782.0,2021/08/31 13:24:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,14.0,31728.0,8280
0,8.0,White,Female,Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1281821.0,2021/08/31 13:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,525.46,6.0,9360.0,8281
0,6.0,White,Female,Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1281821.0,2021/08/31 13:35:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,525.46,6.0,9360.0,8282
1,44.0,African American,Male,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Short - Term, 6 months or less)",Single Parent Male,40216,1297601.0,2021/09/14 10:13:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,1.0,0.0,8283
0,17.0,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Male,40216,1297601.0,2021/09/14 10:13:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,1.0,0.0,8284
1,40.0,White,Female,Non-Hispanic,Not Disabled,2 or 4 years College,"Unemployed(Long - Term, more than 6 months)",Single Person,40206,1403435.0,2021/11/16 14:56:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,200.92,4.0,0.0,8285
1,26.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Parent Female,40202,1289628.0,2021/09/07 15:52:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,406.16,4.0,38383.08,8286
0,7.0,African American,Female,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40202,1289628.0,2021/09/07 15:52:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,406.16,4.0,38383.08,8287
0,30.0,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Long - Term, more than 6 months)",Two Parent Household,40216,1300652.0,2021/09/15 16:18:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,791.01,12.0,0.0,8288
1,70.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Retired,Single Person,40220,1282020.0,2021/08/31 14:34:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,193.32,11.0,28956.0,8289
0,7.0,Mixed Race,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40216,1300652.0,2021/09/15 16:18:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,791.01,12.0,0.0,8290
0,66.0,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,Retired,Single Person,40220,1282020.0,2021/08/31 14:34:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,193.32,11.0,28956.0,8291
0,5.0,Mixed Race,Female,Non-Hispanic,Not Disabled,Pre-School,Unemployed(Not in Labor Force),Two Parent Household,40216,1300652.0,2021/09/15 16:18:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,791.01,12.0,0.0,8292
1,31.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Person,40212,1282088.0,2021/08/31 14:50:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,204.84,5.0,0.0,8293
0,13.0,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40212,1282088.0,2021/08/31 14:50:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,204.84,5.0,0.0,8294
0,3.0,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40212,1282088.0,2021/08/31 14:50:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,204.84,5.0,0.0,8295
0,11.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40212,1282088.0,2021/08/31 14:50:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,204.84,5.0,0.0,8296
1,23.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Person,40215,1282201.0,2021/08/31 15:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,224.4,3.0,16668.0,8297
0,,African American,Male,Non-Hispanic,Not Disabled,Early Head Start,Unemployed(Not in Labor Force),Single Person,40215,1282201.0,2021/08/31 15:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,224.4,3.0,16668.0,8298
0,,African American,Female,Non-Hispanic,Not Disabled,Early Head Start,Unemployed(Not in Labor Force),Single Person,40215,1282201.0,2021/08/31 15:19:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,224.4,3.0,16668.0,8299
1,28.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Person,40202,1282216.0,2021/08/31 15:24:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,335.41,4.0,28800.0,8300
1,52.0,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Person,40214,1282300.0,2021/08/31 15:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,424.28,21.0,0.0,8301
1,62.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Part-Time,Multigenerational Household,40215,1282369.0,2021/08/31 16:18:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,431.0,3.0,19200.0,8302
0,15.0,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Multigenerational Household,40215,1282369.0,2021/08/31 16:18:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,431.0,3.0,19200.0,8303
0,7.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40215,1282369.0,2021/08/31 16:18:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,431.0,3.0,19200.0,8304
1,23.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Part-Time,Single Person,40291,1285514.0,2021/09/02 13:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,63.29,22.0,0.0,8305
1,65.0,African American,Male,Non-Hispanic,Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40211,1439240.0,2021/12/07 09:38:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,1.0,0.0,8306
1,27.0,Mixed Race,Female,Non-Hispanic,Not Disabled,Equivalency Diploma (GED),"Unemployed(Long - Term, more than 6 months)",Single Person,40218,1393702.0,2021/11/11 10:05:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,191.72,10.0,0.0,8307
0,3.0,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40216,1243792.0,2021/08/31 18:02:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,765.96,3.0,39000.0,8308
1,44.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40203,1334591.0,2021/10/13 10:46:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,260.92,4.0,13152.0,8309
0,17.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40203,1334591.0,2021/10/13 10:46:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,260.92,4.0,13152.0,8310
1,29.0,African American,Female,Non-Hispanic,Not Disabled,Technical/Trade School,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40218,1295642.0,2021/09/13 09:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,476.47,10.0,0.0,8311
1,42.0,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Long - Term, more than 6 months)",Two Adults No Children,40214,1283341.0,2021/09/01 11:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,860.08,21.0,22296.0,8312
1,52.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Person,40212,1283119.0,2021/09/01 11:03:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,187.45,5.0,0.0,8313
1,22.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40214,1467704.0,2021/12/30 13:11:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,932.19,21.0,0.0,8314
0,7.0,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40291,1276361.0,2021/08/26 15:00:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,22.0,60648.0,8315
0,3.0,White,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Two Parent Household,40299,1285132.0,2021/09/02 11:40:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,20.0,42000.0,8316
0,5.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40203,1315699.0,2021/09/29 09:52:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,577.93,4.0,0.0,8317
0,18.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40214,1210276.0,2021/07/22 14:42:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,516.19,21.0,9600.0,8318
0,17.0,Mixed Race,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40218,1284341.0,2021/09/02 08:27:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,562.86,0.0,8400.0,8319
1,25.0,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Two Adults No Children,40207,1454711.0,2021/12/14 09:22:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,160.0,9.0,0.0,8320
0,13.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40202,1297307.0,2021/09/14 08:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,349.26,4.0,0.0,8321
0,1.0,White,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Two Parent Household,40299,1285132.0,2021/09/02 11:40:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,20.0,42000.0,8322
1,62.0,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,Retired,Single Person,40213,1465888.0,2021/12/28 11:41:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,2.0,0.0,8323
0,10.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40202,1297307.0,2021/09/14 08:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,349.26,4.0,0.0,8324
0,17.0,Mixed Race,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40218,1284341.0,2021/09/02 08:27:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,562.86,0.0,8400.0,8325
1,51.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40212,1467997.0,2022/01/03 09:58:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,418.78,5.0,0.0,8326
0,9.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40202,1297307.0,2021/09/14 08:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,349.26,4.0,0.0,8327
0,12.0,Mixed Race,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40218,1284341.0,2021/09/02 08:27:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,562.86,0.0,8400.0,8328
1,29.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40216,1276651.0,2021/08/26 16:15:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,204.08,1.0,0.0,8329
1,57.0,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Person,40241,1294100.0,2021/09/10 10:34:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,718.14,0.0,42480.0,8330
1,29.0,Mixed Race,Male,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Person,40202,1284476.0,2021/09/02 09:18:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,205.53,4.0,18000.0,8331
0,23.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Parent Female,40212,1467997.0,2022/01/03 09:58:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,418.78,5.0,0.0,8332
0,3.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40202,1297307.0,2021/09/14 08:57:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,349.26,4.0,0.0,8333
1,48.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40210,1467352.0,2021/12/29 15:44:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,172.1,4.0,0.0,8334
0,11.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40216,1276651.0,2021/08/26 16:15:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,204.08,1.0,0.0,8335
1,36.0,African American,Male,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Person,40212,1294389.0,2021/09/10 11:41:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,1000.0,5.0,18000.0,8336
1,29.0,Unknown,Female,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40118,1350945.0,2021/10/21 14:05:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,656.77,13.0,10800.0,8337
1,35.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40258,1369579.0,2021/11/01 15:11:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,319.78,14.0,28160.88,8338
0,10.0,Mixed Race,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40241,1294363.0,2021/09/10 11:33:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,574.05,17.0,22800.0,8339
1,29.0,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40218,1299974.0,2021/09/15 13:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,442.02,2.0,0.0,8340
0,5.0,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40218,1299974.0,2021/09/15 13:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,442.02,2.0,0.0,8341
0,7.0,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40218,1299974.0,2021/09/15 13:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,442.02,2.0,0.0,8342
0,1.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40218,1299974.0,2021/09/15 13:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,442.02,2.0,0.0,8343
1,52.0,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40211,1294603.0,2021/09/10 12:56:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,394.61,4.0,23934.0,8344
1,22.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40214,1297816.0,2021/09/14 11:04:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,653.56,25.0,0.0,8345
0,2.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40214,1297816.0,2021/09/14 11:04:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,653.56,25.0,0.0,8346
0,2.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40203,1316819.0,2021/09/29 12:04:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000.0,4.0,0.0,8347
1,22.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Employed Part-Time,Single Person,40203,1294659.0,2021/09/10 13:20:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,768.7,6.0,4614.36,8348
0,3.0,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40203,1294659.0,2021/09/10 13:20:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,768.7,6.0,4614.36,8349
1,34.0,White,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40216,1294979.0,2021/09/10 14:47:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,344.74,1.0,10800.0,8350
0,16.0,Mixed Race,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40216,1294979.0,2021/09/10 14:47:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,344.74,1.0,10800.0,8351
0,13.0,Mixed Race,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40216,1294979.0,2021/09/10 14:47:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,344.74,1.0,10800.0,8352
0,7.0,Mixed Race,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40216,1294979.0,2021/09/10 14:47:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,344.74,1.0,10800.0,8353
1,45.0,African American,Male,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Long - Term, more than 6 months)",Single Person,40211,1295041.0,2021/09/10 15:04:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,714.83,5.0,10800.0,8354
1,51.0,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Employed Part-Time,Single Person,40208,1295059.0,2021/09/10 15:10:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,1000.0,6.0,5394.0,8355
0,52.0,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Person,40208,1295059.0,2021/09/10 15:10:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,1000.0,6.0,5394.0,8356
0,13.0,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40208,1295059.0,2021/09/10 15:10:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,1000.0,6.0,5394.0,8357
1,44.0,White,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Parent Female,40206,1295200.0,2021/09/10 15:55:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,390.89,4.0,6552.0,8358
0,18.0,White,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40206,1295200.0,2021/09/10 15:55:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,390.89,4.0,6552.0,8359
1,33.0,White,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40229,1295254.0,2021/09/10 16:09:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,321.79,23.0,16800.0,8360
1,33.0,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Person,40212,1299709.0,2021/09/15 11:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,662.91,5.0,2763.6,8361
0,4.0,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40216,1276651.0,2021/08/26 16:15:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,204.08,1.0,0.0,8362
0,2.0,White,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Person,40204,1284641.0,2021/09/02 09:56:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,6.0,0.0,8363
1,51.0,African American,Male,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Person,40272,1276699.0,2021/08/26 16:54:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000.0,25.0,46523.04,8364
1,46.0,White,Female,Non-Hispanic,Disabled,Advanced/Post-Secondary Degree,"Unemployed(Short - Term, 6 months or less)",Single Person,40204,1284718.0,2021/09/02 10:16:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,513.31,8.0,0.0,8365
1,56.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Employed Full-Time,Single Person,40212,1276714.0,2021/08/26 16:59:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,273.39,5.0,14400.0,8366
1,51.0,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Person,40211,1284881.0,2021/09/02 10:46:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,264.76,1.0,16800.0,8367
0,17.0,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40212,1276714.0,2021/08/26 16:59:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,273.39,5.0,14400.0,8368
1,28.0,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Person,40220,1284924.0,2021/09/02 10:56:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,609.0,26.0,29971.8,8369
1,34.0,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Parent Female,40211,1279179.0,2021/08/30 10:53:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,435.81,1.0,41182.32,8370
0,6.0,African American,Female,Non-Hispanic,Not Disabled,Head Start,Unemployed(Not in Labor Force),Single Person,40220,1284924.0,2021/09/02 10:56:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,609.0,26.0,29971.8,8371
