ObjectId,INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,UOR_DESC,LEOKA_APPLIES,OFFICER_KILLED,TYPE_OF_ASSIGNMENT,TYPE_OF_ACTIVITY,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,OFFENSE_CITY,OFFENSE_ZIP
6300,80-21-036793,2021/06/25 19:02:59+00,2021/06/25 19:02:59+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,6TH DIVISION,611,DRUG STORE/DR`S OFFICE/HOSPITAL              ,3600 BLOCK FINCASTLE RD                                     ,LOUISVILLE,40213
6301,80-19-054955,2019/07/28 07:15:00+00,2019/07/28 07:12:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME                             ,6400 BLOCK LADD AVE                                         ,LOUISVILLE,40216
6302,80-18-047210,2018/06/21 15:46:59+00,2018/06/21 15:40:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,1400 BLOCK S 9TH ST                                         ,LOUISVILLE,40208
6303,80-14-054759,2014/07/10 21:36:00+00,2014/07/10 21:36:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,"OTHER ASSISTED (FOOT, OFF DUTY, ETC)                   ",ALL OTHER                                              ,13C,PART II,COMPLETED,4TH DIVISION,424,AMUSEMENT PARK                               ,900 BLOCK PHILLIPS LN                                       ,LOUISVILLE,40209
6304,80-20-050895,2020/08/25 16:34:59+00,2020/08/25 16:33:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE                  ,"CIVIL DISORDER (RIOT, MASS DISOBEDIENCE, ETC.)         ",13C,PART II,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY                       ,S 1ST ST / E BROADWAY                                       ,LOUISVILLE,40202
6305,80-19-024362,2019/04/07 05:28:00+00,2019/04/07 05:26:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,5TH DIVISION,525,HIGHWAY / ROAD / ALLEY                       ,3900 BLOCK NANZ AVE                                         ,LOUISVILLE,40207
6306,80-14-035071,2014/05/16 19:25:59+00,2014/05/16 03:45:00+00,ASSAULT,WANTON ENDANGERMENT-2ND DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY                       ,700 BLOCK S 37TH ST                                         ,LOUISVILLE,40211
6307,80-22-032575,2022/06/12 00:00:00+00,2022/06/11 23:05:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED               ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,3900 BLOCK PEACHTREE AVE                                    ,LOUISVILLE,40215
6308,80-22-032575,2022/06/12 00:00:00+00,2022/06/11 23:05:00+00,ASSAULT,ASSAULT 3RD - PEACE OFFICER -  COMMUNICABLE BODILY FLUID,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED               ,RESPONDING TO DISTURBANCE CALLS                        ,13A,PART I,COMPLETED,4TH DIVISION,436,HIGHWAY / ROAD / ALLEY                       ,3900 BLOCK PEACHTREE AVE                                    ,LOUISVILLE,40215
6309,80-22-032575,2022/06/12 00:00:00+00,2022/06/11 23:05:00+00,ASSAULT,MENACING,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED               ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,3900 BLOCK PEACHTREE AVE                                    ,LOUISVILLE,40215
6310,80-22-032575,2022/06/12 00:00:00+00,2022/06/11 23:05:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ASSISTED               ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,3900 BLOCK PEACHTREE AVE                                    ,LOUISVILLE,40215
6311,80-19-089560,2019/12/04 17:39:59+00,2019/12/04 17:28:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY                       ,S 22ND ST / W BROADWAY                                      ,LOUISVILLE,40211
6312,80-19-027451,2019/04/18 13:11:00+00,2019/04/18 13:09:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY                       ,5000 BLOCK PRESTON HWY                                      ,LOUISVILLE,40213
6313,80-19-074442,2019/10/07 20:25:00+00,2019/10/07 20:18:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,6TH DIVISION,612,RESIDENCE / HOME                             ,4300 BLOCK NORENE LN                                        ,LOUISVILLE,40219
6314,80-20-010791,2020/02/15 20:23:00+00,2020/02/15 20:19:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,6TH DIVISION,612,PARKING LOT / GARAGE                         ,5000 BLOCK CRAFTY DR                                        ,LOUISVILLE,40213
6315,80-20-010791,2020/02/15 20:23:00+00,2020/02/15 20:19:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,6TH DIVISION,612,PARKING LOT / GARAGE                         ,5000 BLOCK CRAFTY DR                                        ,LOUISVILLE,40213
6316,80-20-071804,2020/12/01 22:50:00+00,2020/12/01 21:17:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS           ",13C,PART II,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,N 21ST ST / CLEVELAND AVE                                   ,LOUISVILLE,40203
6317,80-19-095621,2019/12/30 02:36:59+00,2019/12/30 02:35:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS           ",13C,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,900 BLOCK BAXTER AVE                                        ,LOUISVILLE,40204
6318,80-19-090020,2019/12/05 10:56:00+00,2019/12/05 10:50:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,1200 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204
6319,80-19-034568,2019/05/13 21:10:00+00,2019/05/13 21:10:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,5TH DIVISION,512,SERVICE / GAS STATION                        ,BARDSTOWN RD / GRINSTEAD DR                                 ,LOUISVILLE,40204
6320,80-20-046150,2020/08/04 01:34:59+00,2020/08/04 01:25:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,900 BLOCK BAXTER AVE                                        ,LOUISVILLE,40204
6321,80-18-089651,2018/11/15 17:58:00+00,2018/11/15 17:58:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,ATTEMPTING OTHER ARREST                                ,13C,PART II,COMPLETED,4TH DIVISION,424,DEPARTMENT / DISCOUNT STORE                  ,3100 BLOCK S 2ND ST                                         ,LOUISVILLE,40208
6322,80-21-004524,2021/01/23 07:59:00+00,2021/01/23 07:50:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,TRAFFIC PURSUIT OR STOPS                               ,13B,PART II,COMPLETED,5TH DIVISION,521,HIGHWAY / ROAD / ALLEY                       ,2000 BLOCK BROWNSBORO RD                                    ,LOUISVILLE,40206
6323,80-21-004524,2021/01/23 07:59:00+00,2021/01/23 07:50:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,TRAFFIC PURSUIT OR STOPS                               ,13C,PART II,COMPLETED,5TH DIVISION,521,HIGHWAY / ROAD / ALLEY                       ,2000 BLOCK BROWNSBORO RD                                    ,LOUISVILLE,40206
6324,80-21-004524,2021/01/23 07:59:00+00,2021/01/23 07:50:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,TRAFFIC PURSUIT OR STOPS                               ,13C,PART II,COMPLETED,5TH DIVISION,521,HIGHWAY / ROAD / ALLEY                       ,2000 BLOCK BROWNSBORO RD                                    ,LOUISVILLE,40206
6325,80-21-019696,2021/04/09 07:56:00+00,2021/04/09 07:30:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS           ",13C,PART II,COMPLETED,5TH DIVISION,521,HIGHWAY / ROAD / ALLEY                       ,2300 BLOCK BROWNSBORO RD                                    ,LOUISVILLE,40206
6326,80-23-001113,2023/01/05 20:12:00+00,2023/01/05 20:00:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,S 7TH ST / W HILL ST                                        ,LOUISVILLE,40208
6327,80-21-023267,2021/04/24 01:28:00+00,2021/04/24 01:23:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,"OTHER ASSISTED (FOOT, OFF DUTY, ETC)                   ","HANDLING, TRANSPORTING, CUSTODY OF PRISONERS           ",13C,PART II,COMPLETED,1ST DIVISION,135,DRUG STORE/DR`S OFFICE/HOSPITAL              ,500 BLOCK S JACKSON ST                                      ,LOUISVILLE,40202
6328,80-21-055886,2021/09/22 19:55:00+00,2021/09/22 19:27:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,DOMESTIC DISTURBANCE                                   ,13B,PART II,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME                             ,3100 BLOCK HUNSINGER LN                                     ,LOUISVILLE,40220
6329,80-20-059811,2020/10/08 15:11:59+00,2020/10/08 15:01:59+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,1500 BLOCK LARCHMONT AVE                                    ,LOUISVILLE,40215
6330,80-21-019061,2021/04/01 03:45:00+00,2021/04/01 03:17:59+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,5TH DIVISION,513,HIGHWAY / ROAD / ALLEY                       ,1900 BLOCK RUTHERFORD AVE                                   ,LOUISVILLE,40205
6331,80-19-035062,2019/05/16 23:28:00+00,2019/05/16 23:19:00+00,ASSAULT,MENACING,YES,NO,"OTHER ALONE (FOOT, OFF DUTY, ECT)                      ",ALL OTHER                                              ,13C,PART II,COMPLETED,5TH DIVISION,521,HIGHWAY / ROAD / ALLEY                       ,FRANKFORT AVE / N JANE ST                                   ,LOUISVILLE,40206
6332,80-21-044707,2021/07/31 13:57:00+00,2021/07/31 03:59:59+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,BURGLARY IN PROGRESS OR PURSUING BURG SUSPECT          ,13C,PART II,COMPLETED,5TH DIVISION,521,ABANDONED/CONDEMNED STRUCTURE                ,1000 BLOCK ZORN AVE                                         ,LOUISVILLE,40207
6333,80-20-034595,2020/06/11 06:39:00+00,2020/06/11 05:44:00+00,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,TRAFFIC PURSUIT OR STOPS                               ,13B,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY                       ,S 4TH ST / W OAK ST                                         ,LOUISVILLE,40203
6334,80-23-003452,2023/01/16 10:56:00+00,2023/01/16 09:56:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,CLIFF AVE / W EVELYN AVE                                    ,LOUISVILLE,40215
6335,80-21-044872,2021/08/01 03:43:00+00,2021/08/01 03:43:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ATTEMPTING OTHER ARREST                                ,13B,PART II,COMPLETED,2ND DIVISION,211,HIGHWAY / ROAD / ALLEY                       ,3400 BLOCK LARKWOOD AVE                                     ,LOUISVILLE,40212
6336,80-21-030088,2021/05/27 06:41:00+00,2021/05/27 06:41:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY                       ,500 BLOCK S 6TH ST                                          ,LOUISVILLE,40203
6337,80-21-053250,2021/09/10 07:59:00+00,2021/09/10 07:59:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,1ST DIVISION,134,OTHER / UNKNOWN                              ,1300 BLOCK E WASHINGTON ST                                  ,LOUISVILLE,40206
6338,80-20-071063,2020/11/30 03:20:00+00,2020/11/30 03:10:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS           ",13C,PART II,COMPLETED,1ST DIVISION,123,RESIDENCE / HOME                             ,900 BLOCK W JEFFERSON ST                                    ,LOUISVILLE,40202
6339,80-21-053250,2021/09/10 07:59:00+00,2021/09/10 07:59:00+00,ASSAULT,"ASSAULT 3RD DEGREE (EMS,FIRE, RESCUE SQUAD)",YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,1ST DIVISION,134,OTHER / UNKNOWN                              ,1300 BLOCK E WASHINGTON ST                                  ,LOUISVILLE,40206
6340,80-19-060413,2019/08/17 02:18:00+00,2019/08/17 02:18:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY                       ,3700 BLOCK CUTLER RD                                        ,LOUISVILLE,40219
6341,80-22-031199,2022/06/05 22:46:00+00,2022/06/05 22:46:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,7TH DIVISION,735,RESIDENCE / HOME                             ,8700 BLOCK FILSON FIELDS CT                                 ,LOUISVILLE,40219
6342,80-22-013041,2022/03/11 07:24:00+00,2022/03/11 07:24:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,7TH DIVISION,736,OTHER RESIDENCE (APARTMENT/CONDO)            ,3800 BLOCK FREEDOM WAY                                      ,LOUISVILLE,40229
6343,80-22-019805,2022/04/13 23:48:59+00,2022/04/13 23:48:59+00,ASSAULT,"ASSAULT 3RD DEGREE (EMS,FIRE, RESCUE SQUAD)",YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER)              ,TRAFFIC PURSUIT OR STOPS                               ,13B,PART II,COMPLETED,5TH DIVISION,513,HIGHWAY / ROAD / ALLEY                       ,BARDSTOWN RD / DEERWOOD AVE                                 ,LOUISVILLE,40205
6344,80-21-070063,2021/11/27 20:35:59+00,2021/11/27 20:35:59+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13C,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY                       ,S 2ND ST / W MUHAMMAD ALI BLVD                              ,LOUISVILLE,40202
6345,80-22-001556,2022/01/10 04:34:00+00,2022/01/10 04:30:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13B,PART II,COMPLETED,6TH DIVISION,611,HIGHWAY / ROAD / ALLEY                       ,ILLINOIS AVE / POPLAR LEVEL RD                              ,LOUISVILLE,40213
6346,80-22-033889,2022/06/18 03:30:00+00,2022/06/18 03:04:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ATTEMPTING OTHER ARREST                                ,13B,PART II,COMPLETED,2ND DIVISION,236,HIGHWAY / ROAD / ALLEY                       ,4600 BLOCK E OVERBROOK DR                                   ,LOUISVILLE,40216
6347,80-22-013041,2022/03/11 07:24:00+00,2022/03/11 07:24:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,7TH DIVISION,736,OTHER RESIDENCE (APARTMENT/CONDO)            ,3800 BLOCK FREEDOM WAY                                      ,LOUISVILLE,40229
6348,80-22-009203,2022/02/20 09:23:00+00,2022/02/20 09:20:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,2ND DIVISION,236,HIGHWAY / ROAD / ALLEY                       ,3300 BLOCK VAN WINKLE DR                                    ,LOUISVILLE,40216
6349,80-22-034164,2022/06/19 10:02:59+00,2022/06/19 09:59:59+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY                       ,2700 BLOCK S FLOYD ST                                       ,LOUISVILLE,40209
6350,80-22-025053,2022/05/09 01:30:00+00,2022/05/08 23:48:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY                       ,200 BLOCK S 5TH ST                                          ,LOUISVILLE,40202
6351,80-22-025053,2022/05/09 01:30:00+00,2022/05/08 23:48:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY                       ,200 BLOCK S 5TH ST                                          ,LOUISVILLE,40202
6352,80-22-039168,2022/07/11 04:24:00+00,2022/07/11 04:24:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,200 BLOCK GLENDORA AVE                                      ,LOUISVILLE,40212
6353,80-22-013041,2022/03/11 07:24:00+00,2022/03/11 07:24:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,7TH DIVISION,736,RESIDENCE / HOME                             ,3800 BLOCK FREEDOM WAY                                      ,LOUISVILLE,40229
6354,80-22-013041,2022/03/11 07:24:00+00,2022/03/11 07:24:00+00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,7TH DIVISION,736,OTHER RESIDENCE (APARTMENT/CONDO)            ,3800 BLOCK FREEDOM WAY                                      ,LOUISVILLE,40229
6355,80-22-024914,2022/05/08 09:59:59+00,2022/05/08 08:16:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,TRAFFIC PURSUIT OR STOPS                               ,13B,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,2000 BLOCK EASTERN PKY                                      ,LOUISVILLE,40204
6356,80-21-064376,2021/10/30 14:18:00+00,2021/10/30 14:10:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13C,PART II,COMPLETED,6TH DIVISION,625,HIGHWAY / ROAD / ALLEY                       ,BARDSTOWN RD / HIKES LN                                     ,LOUISVILLE,40218
6357,80-23-016144,2023/03/11 07:27:00+00,2023/03/11 02:38:00+00,ASSAULT,ASSAULT 3RD - PEACE OFFICER -  COMMUNICABLE BODILY FLUID,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,"HANDLING, TRANSPORTING, CUSTODY OF PRISONERS           ",13A,PART I,COMPLETED,6TH DIVISION,625,PARKING LOT / GARAGE                         ,6400 BLOCK SIX MILE LN                                      ,LOUISVILLE,40218
6358,80-22-038465,2022/07/09 02:58:00+00,2022/07/09 02:45:00+00,ASSAULT,WANTON ENDANGERMENT-2ND DEGREE-POLICE OFFICER,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,ALL OTHER                                              ,13C,PART II,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY                       ,W BROADWAY / SHAWNEE PARK ENTRANCE RD                       ,LOUISVILLE,40211
6359,80-21-059552,2021/10/10 07:37:00+00,2021/10/10 07:30:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ATTEMPTING OTHER ARREST                                ,13B,PART II,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY                       ,5400 BLOCK INDIAN OAKS CIR                                  ,LOUISVILLE,40213
6360,80-21-049240,2021/08/22 02:50:00+00,2021/08/21 21:29:00+00,ASSAULT,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER)           ,ALL OTHER                                              ,13C,PART II,COMPLETED,2ND DIVISION,211,DEPARTMENT / DISCOUNT STORE                  ,S 39TH ST / W MARKET ST                                     ,LOUISVILLE,40212
6361,80-22-050978,2022/09/04 06:41:00+00,2022/09/04 06:00:00+00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,RESPONDING TO DISTURBANCE CALLS                        ,13B,PART II,COMPLETED,1ST DIVISION,123,RESIDENCE / HOME                             ,1100 BLOCK PLACE BLANC                                      ,LOUISVILLE,40203
6362,80-22-042046,2022/07/24 21:19:00+00,2022/07/24 21:00:00+00,ASSAULT,ASSAULT 3RD - PEACE OFFICER -  COMMUNICABLE BODILY FLUID,YES,NO,"OTHER ALONE (FOOT, OFF DUTY, ECT)                      ",ALL OTHER                                              ,13A,PART I,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY                       ,S HANCOCK ST / E MADISON ST                                 ,LOUISVILLE,40202
6363,80-22-025313,2022/05/10 02:08:00+00,2022/05/10 02:00:00+00,ASSAULT,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER)                    ,DOMESTIC DISTURBANCE                                   ,13C,PART II,COMPLETED,8TH DIVISION,824,RESIDENCE / HOME                             ,1200 BLOCK HEAFER RD                                        ,LOUISVILLE,40223
