ObjectId,CodesAndRegsLicenseDataID,LicenseID,Description,LicenseName,Location,StreetNumber,Prefix,StreetName,Suffix,Longitude,Latitude,ExpirationDate,SubType,SubDescription,IssueDate,Zip,DISTRICT,NEIGHBORHOOD,ZONING,EndorsementType,EndorsementTypeDescription,EndorsementStatusDescription,EndorsementIssuedDate,AGENCY,GPSX,GPSY
3493,3393,ABC926123,Alcoholic Beverage Annual,MEADOW,140 MASONIC HOME DR 101,140, ,MASONIC HOME,DR,-85.6621247412,38.2544255389,2019/05/31 03:59:59+00,PRI,Private Club,2018-07-03 14:06:54,40207,9,CRESCENT HILL,R5A,PC,NQ3 Retail Drink (Private Club),ACTIVE,2018-07-03 14:06:54,Codes and Regulations,1234932.0,277841.0
3494,3394,ABC926123,Alcoholic Beverage Annual,MEADOW,140 MASONIC HOME DR 101,140, ,MASONIC HOME,DR,-85.6621247412,38.2544255389,2019/05/31 03:59:59+00,PRI,Private Club,2018-07-03 14:06:54,40207,9,CRESCENT HILL,R5A,SD,Sunday Drink,ACTIVE,2018-07-03 14:06:54,Codes and Regulations,1234932.0,277841.0
3495,3395,ABC928057,Alcoholic Beverage Annual,PADDOCK SPORTS BAR & GRILL,501 W EVELYN AVE ,501,W,EVELYN,AVE,-85.7685546343,38.1968195408,2019/02/28 05:00:00+00,BAR,Bar,2018-10-01 09:28:37,40215,15,WYANDOTTE/OAKDALE,C1,MBRD2,NQ4 Retail Malt Beverage Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1204028.0,257352.0
3496,3396,16ABC1179,Alcoholic Beverage Annual,MAPCO MART 7520,5301 BARDSTOWN RD ,5301, ,BARDSTOWN,RD,-85.6042415652,38.1693244486,2019/10/31 03:59:59+00,GRO,Grocery / Food Mart,2016-11-28 14:14:55,40291,22,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1251096.0,246604.0
3497,3397,ABC920110,Alcoholic Beverage Annual,GOGA GILMORE LIQUOR,1204 GILMORE LN ,1204, ,GILMORE,LN,-85.7116677529,38.1748004703,2019/02/28 05:00:00+00,LIQ,Liquor Store,2017-10-12 14:18:09,40213,21,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,2017-10-12 14:18:09,Codes and Regulations,1220247.0,249070.0
3498,3398,ABC920110,Alcoholic Beverage Annual,GOGA GILMORE LIQUOR,1204 GILMORE LN ,1204, ,GILMORE,LN,-85.7116677529,38.1748004703,2019/02/28 05:00:00+00,LIQ,Liquor Store,2017-10-12 14:18:09,40213,21,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,2017-10-12 14:18:09,Codes and Regulations,1220247.0,249070.0
3499,3399,37214,Alcoholic Beverage Annual,MR. SILK'S PARTY STORE,2100 W MUHAMMAD ALI BLVD ,2100,W,MUHAMMAD ALI,BLVD,-85.7858181435,38.2540619315,2019/03/31 03:59:59+00,LIQ,Liquor Store,2013-06-04 15:06:43,40212,4,RUSSELL,C1,LP,Quota Retail Package,ACTIVE,,Codes and Regulations,1199415.0,278277.0
3500,3400,ABC923259,Alcoholic Beverage Annual,URBAN EXPRESS MINI MART,211 W ORMSBY AVE ,211,W,ORMSBY,AVE,-85.7577950031,38.2327636528,2019/10/31 03:59:59+00,GRO,Grocery / Food Mart,2018-02-07 14:11:15,40203,6,OLD LOUISVILLE,TNZD,MBP,NQ Retail Malt Beverage Package,ACTIVE,2018-02-07 14:11:15,Codes and Regulations,1207334.0,270389.0
3501,3551,32052,Alcoholic Beverage Annual,BROADWAY LIQUORS,2205 W BROADWAY ,2205,W,BROADWAY, ,-85.7884250747,38.2495400231,2019/03/31 03:59:59+00,LIQ,Liquor Store,2011-09-23 13:00:34,40211,6,RUSSELL,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1198639.0,276643.0
3502,3552,32104,Alcoholic Beverage Annual,LIQUOR ZONE,3310 W BROADWAY ,3310,W,BROADWAY, ,-85.8080841698,38.2495100984,2019/03/31 03:59:59+00,LIQ,Liquor Store,2011-04-15 08:37:00,40211,5,CHICKASAW,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1192994.0,276727.0
3503,3553,32104,Alcoholic Beverage Annual,LIQUOR ZONE,3310 W BROADWAY ,3310,W,BROADWAY, ,-85.8080841698,38.2495100984,2019/03/31 03:59:59+00,LIQ,Liquor Store,2011-04-15 08:37:00,40211,5,CHICKASAW,C2,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1192994.0,276727.0
3504,3554,33638,Alcoholic Beverage Annual,CECIL PAYNE GROCERY,1010 S 32ND ST ,1010,S,32ND,ST,-85.806216177,38.2437620743,2019/03/31 03:59:59+00,GRO,Grocery / Food Mart,2012-02-08 10:55:00,40211,1,PARKLAND,R5,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1193495.0,274625.0
3505,3555,19760,Alcoholic Beverage Annual,HAYMARKET WHISKEY BAR,331 E MARKET ST ,331,E,MARKET,ST,-85.7468423659,38.2546228732,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2007-11-02 08:09:00,40202,4,CENTRAL BUSINESS DISTRICT,(C3),LP,Quota Retail Package,ACTIVE,,Codes and Regulations,1210609.0,278297.0
3506,3556,37139,Alcoholic Beverage Annual,PRP EXPRESS DRIVE IN LIQUORS,1939 LOWER HUNTERS TRCE ,1939, ,LOWER HUNTERS,TRCE,-85.8424884265,38.157169752,2019/02/28 05:00:00+00,LIQ,Liquor Store,2013-04-17 16:21:25,40216,12,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1182534.0,243274.0
3507,3557,5477,Alcoholic Beverage Annual,CIRCLE K #3224,1255 W ASHLAND AVE ,1255,W,ASHLAND,AVE,-85.7833164952,38.1870443263,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-30 10:45:00,40215,15,BEECHMONT,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1199727.0,253863.0
3508,3558,5482,Alcoholic Beverage Annual,CIRCLE K #114,4301 PRESTON HWY ,4301, ,PRESTON,HWY,-85.7236150906,38.1863140328,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-30 11:15:00,40213,21,REMAINDER OF CITY,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1216880.0,253317.0
3509,3559,5484,Alcoholic Beverage Annual,SPEEDWAY #9648,2112 DUNCAN ST ,2112, ,DUNCAN,ST,-85.7840687282,38.2620933799,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-30 11:11:00,40212,5,PORTLAND,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1199966.0,281193.0
3510,3560,5490,Alcoholic Beverage Annual,SPEEDWAY #9783,4900 OUTER LOOP ,4900, ,OUTER,LOOP,-85.6687217614,38.1373210573,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-07-30 12:02:00,40219,24,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1232381.0,235230.0
3511,3561,16415,Alcoholic Beverage Annual,COSTCO WHOLESALE,5020 NORTON HEALTHCARE BLVD ,5020, ,NORTON HEALTHCARE,BLVD,-85.5728857477,38.3170007316,2020/01/31 05:00:00+00,LIQ,Liquor Store,2006-10-16 15:18:42,40241,16,,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1260882.0,300246.0
3512,3562,ABC917126,Alcoholic Beverage Annual,CROWN LIQUOR,5930 COOPER CHAPEL RD ,5930, ,COOPER CHAPEL,RD,-85.6493660595,38.1041675285,2020/01/31 05:00:00+00,LIQ,Liquor Store,2017-05-24 08:49:37,40229,23,,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,2017-05-24 08:49:37,Codes and Regulations,1237764.0,223073.0
3513,3563,16ABC1181,Alcoholic Beverage Annual,BAXTER AVENUE THEATERS,1250 BARDSTOWN RD ,1250, ,BARDSTOWN,RD,-85.7178052757,38.234791948,2019/10/31 03:59:59+00,THR,Theatre / Museum,2017-02-27 14:31:21,40204,8,TYLER PARK,(C2),LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1218831.0,270942.0
3514,3564,5388,Alcoholic Beverage Annual,STONEY RIVER LEGENDARY STEAKS,3900 SUMMIT PLAZA DR ,3900, ,SUMMIT PLAZA,DR,-85.5760895508,38.3071025727,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2004-07-22 11:05:00,40241,16,,C2,RLD2,NQ2 Restaurant Liquor Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1259911.0,296655.0
3515,3565,6016,Alcoholic Beverage Annual,THAI CAFE,2226 HOLIDAY MANOR CTR ,2226, ,HOLIDAY MANOR,CTR,-85.6316241646,38.2827230318,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2004-09-01 11:30:00,40222,7,,C1,RLD,NQ2 Retail Drink (Restaurant),ACTIVE,,Codes and Regulations,1243844.0,288012.0
3516,3566,6860,Alcoholic Beverage Annual,ST ELIZABETH ANN SETON CHURCH,11501 MAPLE WAY ,11501, ,MAPLE,WAY,-85.659819389,38.097637041,2020/01/31 05:00:00+00,CHR,Church / School,2004-11-19 11:31:00,40229,23,,R4,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1234720.0,220741.0
3517,3567,6877,Alcoholic Beverage Annual,AIR DEVILS INN,2802 TAYLORSVILLE RD ,2802, ,TAYLORSVILLE,RD,-85.6680119043,38.2225571497,2020/01/31 05:00:00+00,BAR,Bar,2004-11-05 08:53:00,40205,8,HAWTHORNE,C1,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1233063.0,266263.0
3518,3568,ABC917220,Alcoholic Beverage Annual,4TH & CARDINAL FOOD MART,1927 S 4TH ST ,1927,S,4TH,ST,-85.7625737428,38.2196318082,2019/05/31 03:59:59+00,GRO,Grocery / Food Mart,2017-06-16 15:23:30,40208,6,UNIVERSITY,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,2017-06-16 15:23:30,Codes and Regulations,1205883.0,265630.0
3519,3569,ABC917220,Alcoholic Beverage Annual,4TH & CARDINAL FOOD MART,1927 S 4TH ST ,1927,S,4TH,ST,-85.7625737428,38.2196318082,2019/05/31 03:59:59+00,GRO,Grocery / Food Mart,2017-06-16 15:23:30,40208,6,UNIVERSITY,C2,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,2017-06-16 15:23:30,Codes and Regulations,1205883.0,265630.0
3520,3570,ABC918066,Alcoholic Beverage Annual,THE BUTCHERTOWN SOCIAL,1601 STORY AVE ,1601, ,STORY,AVE,-85.7214608291,38.2591775321,2019/09/30 03:59:59+00,BAR,Bar,2017-07-06 08:37:09,40206,9,BUTCHERTOWN,C2,LD,Quota Retail Drink,ACTIVE,2017-07-06 08:37:08,Codes and Regulations,1217923.0,279838.0
3521,3571,ABC918066,Alcoholic Beverage Annual,THE BUTCHERTOWN SOCIAL,1601 STORY AVE ,1601, ,STORY,AVE,-85.7214608291,38.2591775321,2019/09/30 03:59:59+00,BAR,Bar,2017-07-06 08:37:09,40206,9,BUTCHERTOWN,C2,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,2017-07-06 08:37:09,Codes and Regulations,1217923.0,279838.0
3522,3572,ABC921225,Alcoholic Beverage Annual,NANZ & KRAFT FLORISTS,141 BRECKENRIDGE LN ,141, ,BRECKENRIDGE,LN,-85.653667469,38.2514927966,2019/05/31 03:59:59+00,RET,Retail,2017-11-07 10:17:17,40207,9,ROCKCREEK LEXINGTON ROAD,C1,LP,Quota Retail Package,ACTIVE,2017-11-07 10:17:16,Codes and Regulations,1237344.0,276736.0
3523,3573,ABC921225,Alcoholic Beverage Annual,NANZ & KRAFT FLORISTS,141 BRECKENRIDGE LN ,141, ,BRECKENRIDGE,LN,-85.653667469,38.2514927966,2019/05/31 03:59:59+00,RET,Retail,2017-11-07 10:17:17,40207,9,ROCKCREEK LEXINGTON ROAD,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,2017-11-07 10:17:17,Codes and Regulations,1237344.0,276736.0
3524,3574,ABC921750,Alcoholic Beverage Annual,CATFISH HAVEN,7208 WHIPPLE RD ,7208, ,WHIPPLE,RD,-85.8969733604,38.0707395352,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2017-11-20 15:20:21,40272,14,,C1,LD,Quota Retail Drink,ACTIVE,2017-11-20 15:20:21,Codes and Regulations,1166307.0,212080.0
3525,3575,ABC921750,Alcoholic Beverage Annual,CATFISH HAVEN,7208 WHIPPLE RD ,7208, ,WHIPPLE,RD,-85.8969733604,38.0707395352,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2017-11-20 15:20:21,40272,14,,C1,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,2017-11-20 15:20:21,Codes and Regulations,1166307.0,212080.0
3526,3576,ABC922020,Alcoholic Beverage Annual,OMNI HOTELS,400 S 2ND ST ,400,S,2ND,ST,-85.7542915805,38.2518988902,2019/11/30 05:00:00+00,HOT,Hotels,2018-02-02 12:49:59,40202,4,CENTRAL BUSINESS DISTRICT,(C3),MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),ACTIVE,2018-02-02 12:49:59,Codes and Regulations,1208454.0,277340.0
3527,3577,ABC924589,Alcoholic Beverage Annual,COUVILLION,1318 MCHENRY ST ,1318, ,MCHENRY,ST,-85.7392545479,38.2285360052,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2018-03-29 08:00:13,40217,4,SCHNITZELBURG,C1,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1212634.0,268763.0
3528,3578,16ABC1127,Alcoholic Beverage Annual,GREENWOOD GROCERIES,1636 W OAK ST ,1636,W,OAK,ST,-85.7827040366,38.2368802438,2019/03/31 03:59:59+00,GRO,Grocery / Food Mart,2017-01-18 12:48:56,40210,6,PARK HILL,R7,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1200205.0,272006.0
3529,3579,ABC928057,Alcoholic Beverage Annual,PADDOCK SPORTS BAR & GRILL,501 W EVELYN AVE ,501,W,EVELYN,AVE,-85.7685546343,38.1968195408,2019/02/28 05:00:00+00,BAR,Bar,2018-10-01 09:28:37,40215,15,WYANDOTTE/OAKDALE,C1,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,2018-10-01 09:28:37,Codes and Regulations,1204028.0,257352.0
3530,3580,7331,Alcoholic Beverage Annual,CAFE JOKER,3912 BARDSTOWN RD 104,3912, ,BARDSTOWN,RD,-85.6523697236,38.1945659465,2020/01/31 05:00:00+00,BAR,Bar,2005-01-31 12:03:00,40218,10,,C2,LD4,Quota Retail Drink (12 AM - 4 AM),ACTIVE,,Codes and Regulations,1237401.0,256002.0
3531,3581,24067,Alcoholic Beverage Annual,STAR FOOD MART,11701 WESTPORT RD ,11701, ,WESTPORT,RD,-85.5324850526,38.3027694691,2019/02/28 05:00:00+00,GRO,Grocery / Food Mart,2009-10-05 11:09:23,40245,17,,C2,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1272400.0,294900.0
3532,3582,34116,Alcoholic Beverage Annual,THE DEUCE,4101 PRESTON HWY ,4101, ,PRESTON,HWY,-85.7282301643,38.1930419521,2019/02/28 05:00:00+00,BAR,Bar,2012-02-27 10:09:00,40213,10,PRESTONIA,C1,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1215593.0,255788.0
3533,3583,3485,Alcoholic Beverage Annual,FIREFIGHTERS LOCAL 345 GYM,400 BAKERS LN ,400, ,BAKERS,LN,-85.7715943785,38.1410417345,2020/02/28 05:00:00+00,BAR,Bar,2005-01-29 12:34:00,40214,13,,OR1,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1202819.0,237057.0
3534,3584,16ABC1169,Alcoholic Beverage Annual,THE EAGLE FOOD & BEER HALL,1314 BARDSTOWN RD ,1314, ,BARDSTOWN,RD,-85.7147265395,38.2347564575,2019/10/31 03:59:59+00,RST,Restaurant / Cafe,2016-11-04 09:18:20,40204,8,TYLER PARK,(C2),RLD2,NQ2 Restaurant Liquor Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1219715.0,270915.0
3535,3585,13ABC1039,Alcoholic Beverage Annual,"MOMMA'S MUSTARD, PICKLES & BBQ",119 S HURSTBOURNE PKY ,119,S,HURSTBOURNE,PKY,-85.5763532056,38.2444870791,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2014-02-06 09:19:22,40222,18,,C1,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1259507.0,273856.0
3536,3586,ABC923211,Alcoholic Beverage Annual,JOE'S CRAB SHACK,131 RIVER RD ,131, ,RIVER,RD,-85.7502371593,38.2594623593,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2018-01-22 17:06:22,40202,4,CENTRAL BUSINESS DISTRICT,(W1),SD,Sunday Drink,ACTIVE,,Codes and Regulations,1209663.0,280075.0
3537,3587,16ABC1161,Alcoholic Beverage Annual,MI COCINA,520 S 4TH ST ,520,S,4TH,ST,-85.7582182079,38.2504640763,2019/11/30 05:00:00+00,RST,Restaurant / Cafe,2016-11-14 11:28:54,40202,4,CENTRAL BUSINESS DISTRICT,(C3),RLD4,NQ2 Restaurant Liquor Drink (12 am till 4 am),ACTIVE,,Codes and Regulations,1207318.0,276836.0
3538,3588,23160,Alcoholic Beverage Annual,ST.THOMAS MORE PARISH,6105 S 3RD ST ,6105,S,3RD,ST,-85.7676449692,38.1667555865,2020/02/28 05:00:00+00,CHR,Church / School,2009-03-11 10:33:21,40214,21,SOUTHSIDE,R5,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1204109.0,246401.0
3539,3589,16ABC1185,Alcoholic Beverage Annual,J & M FOODMART,2533 W MUHAMMAD ALI BLVD ,2533,W,MUHAMMAD ALI,BLVD,-85.7940070794,38.2557308766,2019/03/31 03:59:59+00,GRO,Grocery / Food Mart,2016-12-29 08:20:53,40212,5,RUSSELL,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1197074.0,278924.0
3540,3590,3671,Alcoholic Beverage Annual,BRIGHT'S LIQUORS,829 S 28TH ST ,829,S,28TH,ST,-85.7986061983,38.2463322488,2019/03/31 03:59:59+00,LIQ,Liquor Store,2004-03-01 18:31:00,40211,6,PARKLAND,EZ1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1195696.0,275524.0
3541,3591,3671,Alcoholic Beverage Annual,BRIGHT'S LIQUORS,829 S 28TH ST ,829,S,28TH,ST,-85.7986061983,38.2463322488,2019/03/31 03:59:59+00,LIQ,Liquor Store,2004-03-01 18:31:00,40211,6,PARKLAND,EZ1,LP2,Quota Retail Package (12 AM - 2 AM),ACTIVE,,Codes and Regulations,1195696.0,275524.0
3542,3592,36852,Alcoholic Beverage Annual,LA MOVIDA,7803 3RD STREET RD ,7803, ,3RD STREET,RD,-85.7912087896,38.1314271033,2019/02/28 05:00:00+00,BAR,Bar,2013-04-12 08:55:22,40214,25,,C2,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1197120.0,233650.0
3543,3593,3345,Alcoholic Beverage Annual,SOUTHSIDE LOUNGE,7021 SOUTHSIDE DR ,7021, ,SOUTHSIDE,DR,-85.7643302586,38.1547529548,2019/02/28 05:00:00+00,BAR,Bar,2004-02-17 15:38:00,40214,13,,C1,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1204990.0,242015.0
3544,3594,ABC921750,Alcoholic Beverage Annual,CATFISH HAVEN,7208 WHIPPLE RD ,7208, ,WHIPPLE,RD,-85.8969733604,38.0707395352,2019/09/30 03:59:59+00,RST,Restaurant / Cafe,2017-11-20 15:20:21,40272,14,,C1,SD,Sunday Drink,ACTIVE,2017-11-20 15:20:21,Codes and Regulations,1166307.0,212080.0
3545,3595,3480,Alcoholic Beverage Annual,FRATERNAL ORDER OF EAGLES#2173,201 OUTER LOOP ,201, ,OUTER,LOOP,-85.7667015495,38.1261979822,2019/02/28 05:00:00+00,PRI,Private Club,2004-02-24 16:10:00,40214,13,,R4,MBRD4,NQ4 Retail Malt Beverage Drink (12 am till 4 am),INACTIVE,,Codes and Regulations,1204137.0,231629.0
3546,3596,26765,Alcoholic Beverage Annual,O'DOLLY'S RESTAURANT & LOUNGE,7800 3RD STREET RD ,7800, ,3RD STREET,RD,-85.7919068244,38.1318792728,2019/02/28 05:00:00+00,RST,Restaurant / Cafe,2010-02-24 14:27:00,40214,25,,C1,MBRD,NQ4 Retail Malt Beverage Drink,ACTIVE,,Codes and Regulations,1196922.0,233818.0
3547,3597,5582,Alcoholic Beverage Annual,THORNTON OIL #61,2000 7TH STREET RD ,2000, ,7TH STREET,RD,-85.7779137598,38.220044487,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-02 11:10:00,40208,6,ALGONQUIN,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1201479.0,265853.0
3548,3598,5589,Alcoholic Beverage Annual,THORNTON OIL #24,3726 TAYLORSVILLE RD ,3726, ,TAYLORSVILLE,RD,-85.6438985386,38.2204637314,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-02 11:36:00,40220,26,AVONDALE MELBOURNE HEIGHTS,C1,MBP,NQ Retail Malt Beverage Package,ACTIVE,,Codes and Regulations,1239978.0,265395.0
3549,3599,5594,Alcoholic Beverage Annual,CIRCLE K #3240,4600 WATTBOURNE LN ,4600, ,WATTBOURNE,LN,-85.605318861,38.1849412567,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-02 12:47:00,40299,11,,C2,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1250870.0,252295.0
3550,3600,5604,Alcoholic Beverage Annual,THORNTON OIL #57,10320 WESTPORT RD ,10320, ,WESTPORT,RD,-85.559303608,38.2929617843,2019/08/31 03:59:59+00,GRO,Grocery / Food Mart,2004-08-02 14:28:00,40241,17,,C1,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1264654.0,291437.0
3551,3451,ABC927031,Alcoholic Beverage Annual,STOPLINE,991 LOGAN ST ,991, ,LOGAN,ST,-85.7390884851,38.23640098,2019/10/31 03:59:59+00,BAR,Bar,2018-08-21 08:00:31,40204,4,SMOKETOWN JACKSON,EZ1,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1212728.0,271626.0
3552,3452,14ABC1121,Alcoholic Beverage Annual,HILTON GARDEN INN,350 W CHESTNUT ST ,350,W,CHESTNUT,ST,-85.7574728212,38.2487819335,2019/11/30 05:00:00+00,HOT,Hotels,2014-10-27 09:01:37,40202,4,CENTRAL BUSINESS DISTRICT,(C3),RLD4,NQ2 Restaurant Liquor Drink (12 am till 4 am),ACTIVE,2014-10-27 09:01:37,Codes and Regulations,1207522.0,276220.0
3553,3453,16ABC1160,Alcoholic Beverage Annual,BOARD & BRUSH,129 S ENGLISH STATION RD ,129,S,ENGLISH STATION,RD,-85.492692006,38.2386267746,2019/02/28 05:00:00+00,AMU,Amusement,2016-10-19 08:49:05,40245,20,,C1,LD,Quota Retail Drink,ACTIVE,2016-10-19 08:49:05,Codes and Regulations,1283503.0,271387.0
3554,3454,37390,Alcoholic Beverage Annual,PLAY DANCE BAR-PLAY LOUISVILLE,1101 E WASHINGTON ST ,1101,E,WASHINGTON,ST,-85.7305905041,38.2562965792,2019/09/30 03:59:59+00,BAR,Bar,2013-11-15 09:19:34,40206,4,BUTCHERTOWN,EZ1,LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1215285.0,278831.0
3555,3455,37390,Alcoholic Beverage Annual,PLAY DANCE BAR-PLAY LOUISVILLE,1101 E WASHINGTON ST ,1101,E,WASHINGTON,ST,-85.7305905041,38.2562965792,2019/09/30 03:59:59+00,BAR,Bar,2013-11-15 09:19:34,40206,4,BUTCHERTOWN,EZ1,SBL,Supplemental Bar,ACTIVE,,Codes and Regulations,1215285.0,278831.0
3556,3456,37390,Alcoholic Beverage Annual,PLAY DANCE BAR-PLAY LOUISVILLE,1101 E WASHINGTON ST ,1101,E,WASHINGTON,ST,-85.7305905041,38.2562965792,2019/09/30 03:59:59+00,BAR,Bar,2013-11-15 09:19:34,40206,4,BUTCHERTOWN,EZ1,LD4,Quota Retail Drink (12 AM - 4 AM),ACTIVE,,Codes and Regulations,1215285.0,278831.0
3557,3457,14ABC1121,Alcoholic Beverage Annual,HILTON GARDEN INN,350 W CHESTNUT ST ,350,W,CHESTNUT,ST,-85.7574728212,38.2487819335,2019/11/30 05:00:00+00,HOT,Hotels,2014-10-27 09:01:37,40202,4,CENTRAL BUSINESS DISTRICT,(C3),MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,2014-10-27 09:01:37,Codes and Regulations,1207522.0,276220.0
3558,3458,15ABC1142,Alcoholic Beverage Annual,ALOFT LOUISVILLE DOWNTOWN,102 W MAIN ST ,102,W,MAIN,ST,-85.7518449588,38.2558576863,2019/11/30 05:00:00+00,HOT,Hotels,2015-10-13 10:21:14,40202,4,CENTRAL BUSINESS DISTRICT,(C3),RLD2,NQ2 Restaurant Liquor Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1209180.0,278770.0
3559,3459,37390,Alcoholic Beverage Annual,PLAY DANCE BAR-PLAY LOUISVILLE,1101 E WASHINGTON ST ,1101,E,WASHINGTON,ST,-85.7305905041,38.2562965792,2019/09/30 03:59:59+00,BAR,Bar,2013-11-15 09:19:34,40206,4,BUTCHERTOWN,EZ1,SD,Sunday Drink,ACTIVE,,Codes and Regulations,1215285.0,278831.0
3560,3460,ABC923016,Alcoholic Beverage Annual,BIG ALS BEERITAVILLE SPORTS BAR & GRILL,1715 MELLWOOD AVE ,1715, ,MELLWOOD,AVE,-85.7193190711,38.2583338999,2019/09/30 03:59:59+00,BAR,Bar,2018-01-10 12:28:47,40206,9,BUTCHERTOWN,M2,MBRD2,NQ4 Retail Malt Beverage Drink (12 am till 2 am),ACTIVE,,Codes and Regulations,1218533.0,279521.0
3561,3461,ABC926707,Alcoholic Beverage Annual,FALSE  IDOL,1025 BARRET AVE ,1025, ,BARRET,AVE,-85.7275704354,38.2360804159,2019/10/31 03:59:59+00,MAN,Manufacturer,2018-10-03 13:15:34,40204,8,HIGHLANDS,C2,MBCO,NQ Retail Malt Beverage Combo (Package and Drink),ACTIVE,,Codes and Regulations,1216034.0,271456.0
3562,3462,37418,Alcoholic Beverage Annual,SHOWCASE CINEMA DE LUX PRESTON,9700 PRESTON CROSSING BLVD ,9700, ,PRESTON CROSSING,BLVD,-85.6715524277,38.1083289324,2020/01/31 05:00:00+00,RST,Restaurant / Cafe,2013-06-05 12:49:41,40229,24,,C2,LD,Quota Retail Drink,ACTIVE,,Codes and Regulations,1231404.0,224686.0
3563,3463,ABC926235,Alcoholic Beverage Annual,LIQUOR 4 LESS,2823 7TH STREET RD ,2823, ,7TH STREET,RD,-85.7867566899,38.2095360444,2019/02/28 05:00:00+00,LIQ,Liquor Store,2018-07-25 14:32:26,40215,6,TAYLOR BERRY,C2,MBP2,NQ Retail Malt Beverage Package (12 am till 2 am),ACTIVE,,Codes and Regulations,1198875.0,262069.0
