OBJECTID,AV_LEGEND,CLASS,ACREAGE,SOURCE,SHAPE_Length,SHAPE_Area
2189,Tidal Wetland,111,0.035,OLISP 1995 Air Photos,247.006221588712,1527.50475784676
2190,Tidal Wetland,111,0.197,OLISP 1995 Air Photos,600.568609002288,8596.70312004539
2191,Tidal Wetland,111,0.037,OLISP 1995 Air Photos,180.914879269267,1596.99298693992
2192,Tidal Wetland,111,2.471,OLISP 1995 Air Photos,5924.69131528991,107615.524475626
2193,Tidal Wetland,111,0.056,OLISP 1995 Air Photos,270.946738044163,2457.85362882533
2194,Tidal Wetland,111,0.262,OLISP 1995 Air Photos,1011.66151713592,11426.9740218979
2195,Tidal Wetland,111,0.188,OLISP 1995 Air Photos,690.924349152419,8204.10341081344
2196,Tidal Wetland,111,0.048,OLISP 1995 Air Photos,219.974135154631,2097.85810356505
2197,Tidal Wetland,111,0.024,OLISP 1995 Air Photos,139.0301023673,1057.11242103466
2198,Tidal Wetland,111,0.327,OLISP 1995 Air Photos,726.395176038394,14247.8605516694
2199,Tidal Wetland,111,0.086,OLISP 1995 Air Photos,441.32675771223,3730.99864971265
2200,Tidal Wetland,111,0.115,OLISP 1995 Air Photos,396.983564770988,5018.97106572796
2201,Tidal Wetland,111,0.147,OLISP 1995 Air Photos,406.412561674253,6397.33525211003
2202,Tidal Wetland,111,1.204,OLISP 1995 Air Photos,3050.94413387253,52441.6300004703
2203,Tidal Wetland,111,0.091,OLISP 1995 Air Photos,394.271911382226,3953.26973773558
2204,Tidal Wetland,111,0.514,OLISP 1995 Air Photos,2164.62221502505,22399.3734893361
2205,Tidal Wetland,111,0.11,OLISP 1995 Air Photos,418.180739937997,4798.41295502917
2206,Tidal Wetland,111,0.504,OLISP 1995 Air Photos,700.990819567509,21973.4865330836
2207,Tidal Wetland,111,0.579,OLISP 1995 Air Photos,2324.09565677184,25203.4419209587
2208,Tidal Wetland,111,1.529,OLISP 1995 Air Photos,1823.17274018345,66600.6404677645
2209,Tidal Wetland,111,0.089,OLISP 1995 Air Photos,463.886393364601,3895.65755876274
2210,Tidal Wetland,111,0.231,OLISP 1995 Air Photos,374.315716422995,10064.4775190175
2211,Tidal Wetland,111,0.203,OLISP 1995 Air Photos,577.928364286862,8855.25575877223
2212,Tidal Wetland,111,2.933,OLISP 1995 Air Photos,2618.74334665099,127778.649952916
2213,Tidal Wetland,111,0.315,OLISP 1995 Air Photos,1218.67584781976,13713.1492967627
2214,Tidal Wetland,111,0.136,OLISP 1995 Air Photos,336.760251685825,5915.86709955782
2215,Tidal Wetland,111,0.15,OLISP 1995 Air Photos,631.792378814441,6521.99458715596
2216,Tidal Wetland,111,0.158,OLISP 1995 Air Photos,505.166082358799,6895.27855195386
2217,Tidal Wetland,111,0.235,OLISP 1995 Air Photos,635.767299707328,10253.0778413906
2218,Tidal Wetland,111,0.653,OLISP 1995 Air Photos,862.375833940124,28433.1019458626
2219,Tidal Wetland,111,0.464,OLISP 1995 Air Photos,1214.38882935209,20205.1059516873
2220,Tidal Wetland,111,0.129,OLISP 1995 Air Photos,337.120224913102,5613.82068004186
2221,Tidal Wetland,111,0.133,OLISP 1995 Air Photos,574.850708455161,5804.04950551177
2222,Tidal Wetland,111,0.023,OLISP 1995 Air Photos,173.627404151675,993.171459676076
2223,Tidal Wetland,111,0.138,OLISP 1995 Air Photos,576.784117037231,5993.75818624965
2224,Tidal Wetland,111,0.581,OLISP 1995 Air Photos,967.624404906131,25322.7182988823
2225,Tidal Wetland,111,1.318,OLISP 1995 Air Photos,1017.52365876535,57417.911829323
2226,Tidal Wetland,111,0.192,OLISP 1995 Air Photos,393.043203529166,8374.62855964177
2227,Tidal Wetland,111,0.069,OLISP 1995 Air Photos,269.510756278539,3017.90768030421
2228,Tidal Wetland,111,0.151,OLISP 1995 Air Photos,353.253463277118,6560.91528575762
2229,Tidal Wetland,111,0.503,OLISP 1995 Air Photos,1549.81690641963,21932.1508436215
2230,Tidal Wetland,111,2.582,OLISP 1995 Air Photos,3628.51267058367,112472.208894526
2231,Tidal Wetland,111,2.656,OLISP 1995 Air Photos,4050.568841077,115692.092880156
2232,Tidal Wetland,111,0.785,OLISP 1995 Air Photos,1503.9602604287,34193.8387533867
2233,Tidal Wetland,111,1.099,OLISP 1995 Air Photos,3428.55050285826,47860.1877831154
2234,Tidal Wetland,111,0.572,OLISP 1995 Air Photos,1987.08447698767,24906.8123988306
2235,Tidal Wetland,111,0.206,OLISP 1995 Air Photos,378.584993984494,8975.69213061027
2236,Tidal Wetland,111,0.07,OLISP 1995 Air Photos,281.051451993585,3061.11458579577
2237,Tidal Wetland,111,52.095,OLISP 1995 Air Photos,11335.4219069891,2269257.34374165
2238,Tidal Wetland,111,0.189,OLISP 1995 Air Photos,552.784942478343,8227.05496111099
2239,Tidal Wetland,111,0.036,OLISP 1995 Air Photos,168.003044963515,1569.83866032549
2240,Tidal Wetland,111,0.306,OLISP 1995 Air Photos,836.272964093016,13334.429381931
2241,Tidal Wetland,111,0.111,OLISP 1995 Air Photos,430.146540876838,4850.44484222165
2242,Tidal Wetland,111,0.515,OLISP 1995 Air Photos,983.485640098881,22414.3196630161
2243,Tidal Wetland,111,1.43,OLISP 1995 Air Photos,4824.9603736526,62269.3277982116
2244,Tidal Wetland,111,0.039,OLISP 1995 Air Photos,194.618244841095,1701.6522576948
2245,Tidal Wetland,111,0.16,OLISP 1995 Air Photos,717.272285077438,6956.6360107193
2246,Tidal Wetland,111,3.602,OLISP 1995 Air Photos,3628.56264939957,156915.268206011
2247,Tidal Wetland,111,0.069,OLISP 1995 Air Photos,218.598595498658,3004.47893951833
2248,Tidal Wetland,111,0.067,OLISP 1995 Air Photos,267.681076356863,2921.72546080071
2249,Tidal Wetland,111,4.775,OLISP 1995 Air Photos,2825.97150720107,207988.14326981
2250,Tidal Wetland,111,0.142,OLISP 1995 Air Photos,521.966082234751,6174.35099972031
2251,Tidal Wetland,111,0.042,OLISP 1995 Air Photos,176.115077875264,1845.71827734623
2252,Tidal Wetland,111,2.885,OLISP 1995 Air Photos,2027.87571572286,125654.45455619
2253,Tidal Wetland,111,0.405,OLISP 1995 Air Photos,1299.4210687855,17657.3617050004
2254,Tidal Wetland,111,0.571,OLISP 1995 Air Photos,2405.57533852168,24877.7040060356
2255,Tidal Wetland,111,0.019,OLISP 1995 Air Photos,110.821959976851,815.406586732721
2256,Tidal Wetland,111,0.404,OLISP 1995 Air Photos,1105.79844658853,17583.0762593734
2257,Tidal Wetland,111,0.652,OLISP 1995 Air Photos,2685.80982165445,28395.1039835161
2258,Tidal Wetland,111,0.083,OLISP 1995 Air Photos,355.689705076291,3630.99135047222
2259,Tidal Wetland,111,0.174,OLISP 1995 Air Photos,355.225865652513,7568.28722507808
2260,Tidal Wetland,111,2.072,OLISP 1995 Air Photos,4849.70119023358,90252.4998547758
2261,Tidal Wetland,111,0.467,OLISP 1995 Air Photos,772.88885443569,20348.4949065689
2262,Tidal Wetland,111,0.059,OLISP 1995 Air Photos,260.372630848914,2561.47364166046
2263,Tidal Wetland,111,0.074,OLISP 1995 Air Photos,231.558665454336,3234.85653932705
2264,Tidal Wetland,111,0.302,OLISP 1995 Air Photos,748.136094788255,13151.1341416778
2265,Tidal Wetland,111,2.378,OLISP 1995 Air Photos,1352.37361282522,103585.701173809
2266,Tidal Wetland,111,0.646,OLISP 1995 Air Photos,950.212717599127,28146.5185907912
2267,Tidal Wetland,111,0.417,OLISP 1995 Air Photos,950.110893447007,18143.4707673185
2268,Tidal Wetland,111,0.12,OLISP 1995 Air Photos,454.924476049769,5224.39251356254
2269,Tidal Wetland,111,0.098,OLISP 1995 Air Photos,472.760327920622,4248.54079978916
2270,Tidal Wetland,111,0.053,OLISP 1995 Air Photos,200.011367054313,2312.30368597404
2271,Tidal Wetland,111,0.032,OLISP 1995 Air Photos,158.204282911607,1404.46546462248
2272,Tidal Wetland,111,0.035,OLISP 1995 Air Photos,197.431534609091,1516.6522447482
2273,Tidal Wetland,111,1.022,OLISP 1995 Air Photos,1420.01260274629,44499.4421112121
2274,Tidal Wetland,111,0.017,OLISP 1995 Air Photos,108.36588993469,727.360448585015
2275,Tidal Wetland,111,0.019,OLISP 1995 Air Photos,116.453618007995,842.911650069256
2276,Tidal Wetland,111,1.082,OLISP 1995 Air Photos,2330.71320792375,47132.2162290017
2277,Tidal Wetland,111,0.757,OLISP 1995 Air Photos,1467.75513886345,32957.1090415898
2278,Tidal Wetland,111,0.219,OLISP 1995 Air Photos,429.601574610351,9527.55261039353
2279,Tidal Wetland,111,0.119,OLISP 1995 Air Photos,392.392874221211,5200.8366704153
2280,Tidal Wetland,111,0.282,OLISP 1995 Air Photos,937.377187265411,12298.028758408
2281,Tidal Wetland,111,0.176,OLISP 1995 Air Photos,377.074229330084,7687.2959196279
2282,Tidal Wetland,111,0.241,OLISP 1995 Air Photos,1444.70884179666,10495.1000536887
2283,Tidal Wetland,111,0.435,OLISP 1995 Air Photos,659.170510704973,18942.6298614147
2284,Tidal Wetland,111,0.531,OLISP 1995 Air Photos,1062.24374617425,23145.8412772572
2285,Tidal Wetland,111,0.184,OLISP 1995 Air Photos,1074.39473667377,8032.05173846421
2286,Tidal Wetland,111,0.074,OLISP 1995 Air Photos,239.41267388136,3203.53746973904
2287,Tidal Wetland,111,0.127,OLISP 1995 Air Photos,558.729102256595,5540.83493548944
2288,Tidal Wetland,111,0.51,OLISP 1995 Air Photos,955.676772907347,22216.6220706067
2289,Tidal Wetland,111,0.424,OLISP 1995 Air Photos,1222.56863944478,18475.1528137251
2290,Tidal Wetland,111,0.041,OLISP 1995 Air Photos,214.110363286164,1773.40278053594
2291,Tidal Wetland,111,0.033,OLISP 1995 Air Photos,175.966845206036,1422.69792617893
2292,Tidal Wetland,111,1.79,OLISP 1995 Air Photos,1469.37466788901,77960.1729165611
2293,Tidal Wetland,111,0.044,OLISP 1995 Air Photos,177.110657060055,1898.79995214108
2294,Tidal Wetland,111,1.763,OLISP 1995 Air Photos,4118.4662364089,76777.0421714399
2295,Tidal Wetland,111,0.265,OLISP 1995 Air Photos,608.55171705529,11530.3783013258
2296,Tidal Wetland,111,0.046,OLISP 1995 Air Photos,223.496456601085,1983.61243644773
2297,Tidal Wetland,111,0.506,OLISP 1995 Air Photos,845.318029053039,22055.4086367662
2298,Tidal Wetland,111,0.178,OLISP 1995 Air Photos,861.615065321388,7738.17319188242
2299,Tidal Wetland,111,0.086,OLISP 1995 Air Photos,283.14191648521,3727.46311893419
2300,Tidal Wetland,111,0.58,OLISP 1995 Air Photos,2161.01410791738,25285.3078258018
2301,Tidal Wetland,111,0.196,OLISP 1995 Air Photos,502.558804644739,8536.2011472927
2302,Tidal Wetland,111,0.112,OLISP 1995 Air Photos,473.771805540444,4863.7423100521
2303,Tidal Wetland,111,2.304,OLISP 1995 Air Photos,4202.5560469209,100354.436435441
2304,Tidal Wetland,111,0.202,OLISP 1995 Air Photos,647.304671397271,8793.39904532695
2305,Tidal Wetland,111,0.636,OLISP 1995 Air Photos,1571.88504393293,27712.0567646617
2306,Tidal Wetland,111,0.733,OLISP 1995 Air Photos,1237.01218373663,31934.0332085313
2307,Tidal Wetland,111,0.017,OLISP 1995 Air Photos,119.737927174592,722.601804039887
2308,Tidal Wetland,111,0.025,OLISP 1995 Air Photos,150.403844179475,1105.05338895719
2309,Tidal Wetland,111,0.099,OLISP 1995 Air Photos,380.731385300054,4320.23356924397
2310,Tidal Wetland,111,0.109,OLISP 1995 Air Photos,382.712034137706,4758.42440831967
2311,Tidal Wetland,111,0.114,OLISP 1995 Air Photos,398.791440551257,4947.24598526408
2312,Tidal Wetland,111,0.142,OLISP 1995 Air Photos,411.77085591351,6195.49664089993
2313,Tidal Wetland,111,0.417,OLISP 1995 Air Photos,613.088893849731,18183.8979159928
2314,Tidal Wetland,111,8.542,OLISP 1995 Air Photos,5975.70579894927,372089.09093403
2315,Tidal Wetland,111,14.153,OLISP 1995 Air Photos,8913.53144889516,616514.200125251
2316,Tidal Wetland,111,1.595,OLISP 1995 Air Photos,1469.46328188515,69474.2861805086
2317,Tidal Wetland,111,2.291,OLISP 1995 Air Photos,1539.67563632448,99816.832864453
2318,Tidal Wetland,111,0.983,OLISP 1995 Air Photos,2016.21981265581,42802.9671172753
2319,Tidal Wetland,111,0.703,OLISP 1995 Air Photos,2118.67654525101,30624.7080816324
2320,Tidal Wetland,111,0.05,OLISP 1995 Air Photos,186.330210587232,2166.25910256665
2321,Tidal Wetland,111,13.445,OLISP 1995 Air Photos,11452.1352006049,585682.705955958
2322,Tidal Wetland,111,1.505,OLISP 1995 Air Photos,2434.24541715166,65570.776127247
2323,Tidal Wetland,111,0.076,OLISP 1995 Air Photos,250.514411438986,3294.28126800924
2324,Tidal Wetland,111,0.093,OLISP 1995 Air Photos,331.410450447217,4053.86109594794
2325,Tidal Wetland,111,0.117,OLISP 1995 Air Photos,385.090551342549,5090.62215932287
2326,Tidal Wetland,111,0.377,OLISP 1995 Air Photos,490.104718329991,16427.3089822698
2327,Tidal Wetland,111,0.216,OLISP 1995 Air Photos,515.289278570475,9409.10123508972
2328,Tidal Wetland,111,0.215,OLISP 1995 Air Photos,380.075968254262,9357.26608963575
2329,Tidal Wetland,111,1.285,OLISP 1995 Air Photos,1514.93199454717,55970.5168906539
2330,Tidal Wetland,111,0.025,OLISP 1995 Air Photos,137.378384202743,1110.28571325022
2331,Tidal Wetland,111,0.488,OLISP 1995 Air Photos,626.081943529364,21246.1921335247
2332,Tidal Wetland,111,0.122,OLISP 1995 Air Photos,333.790509467469,5304.12198750609
2333,Tidal Wetland,111,0.213,OLISP 1995 Air Photos,437.091352458315,9288.34193221687
2334,Tidal Wetland,111,0.119,OLISP 1995 Air Photos,339.400614388171,5191.06477368092
2335,Tidal Wetland,111,0.207,OLISP 1995 Air Photos,407.492841443509,9027.55833699756
2336,Tidal Wetland,111,46.796,OLISP 1995 Air Photos,7641.45286896492,2038454.47512591
2337,Tidal Wetland,111,0.625,OLISP 1995 Air Photos,937.638903199607,27228.6566081587
2338,Tidal Wetland,111,0.19,OLISP 1995 Air Photos,523.10090108462,8257.21604442732
2339,Tidal Wetland,111,5.276,OLISP 1995 Air Photos,3138.01428476049,229816.031178049
2340,Tidal Wetland,111,0.59,OLISP 1995 Air Photos,801.050693522567,25698.884373176
2341,Tidal Wetland,111,0.301,OLISP 1995 Air Photos,513.682315849009,13130.4307772145
2342,Tidal Wetland,111,4.113,OLISP 1995 Air Photos,2575.56044088129,179157.339508836
2343,Tidal Wetland,111,0.282,OLISP 1995 Air Photos,911.826655833067,12278.1327896438
2344,Tidal Wetland,111,1.169,OLISP 1995 Air Photos,1774.27364860297,50921.518206501
2345,Tidal Wetland,111,0.542,OLISP 1995 Air Photos,736.425199642517,23617.8933952676
2346,Tidal Wetland,111,3.844,OLISP 1995 Air Photos,2486.01582941651,167454.410747435
2347,Tidal Wetland,111,1.113,OLISP 1995 Air Photos,3087.16349950338,48497.722528892
2348,Tidal Wetland,111,0.205,OLISP 1995 Air Photos,452.947824133646,8925.75521490492
2349,Tidal Wetland,111,0.257,OLISP 1995 Air Photos,718.934927140993,11178.6595076074
2350,Tidal Wetland,111,0.069,OLISP 1995 Air Photos,236.428381626001,3024.12189466788
2351,Tidal Wetland,111,0.429,OLISP 1995 Air Photos,932.351105369954,18671.6776088877
2352,Tidal Wetland,111,0.242,OLISP 1995 Air Photos,607.610804034414,10543.4729946029
2353,Tidal Wetland,111,0.798,OLISP 1995 Air Photos,793.388971782157,34759.1827874798
2354,Tidal Wetland,111,0.016,OLISP 1995 Air Photos,117.369152415012,713.230917107216
2355,Tidal Wetland,111,0.185,OLISP 1995 Air Photos,358.535182794062,8061.07671006796
2356,Tidal Wetland,111,0.042,OLISP 1995 Air Photos,199.966577943984,1831.24356677451
2357,Tidal Wetland,111,0.337,OLISP 1995 Air Photos,1151.65143351491,14660.4656475075
2358,Tidal Wetland,111,1.185,OLISP 1995 Air Photos,1087.66813357102,51639.4398082706
2359,Tidal Wetland,111,0.038,OLISP 1995 Air Photos,193.603441344465,1650.44615403163
2360,Tidal Wetland,111,1.263,OLISP 1995 Air Photos,2921.32690984031,55007.5443851763
2361,Tidal Wetland,111,0.32,OLISP 1995 Air Photos,574.803889699962,13953.9323838742
2362,Tidal Wetland,111,0.075,OLISP 1995 Air Photos,455.274696524489,3285.04386388221
2363,Tidal Wetland,111,0.163,OLISP 1995 Air Photos,499.394082285956,7104.06769820027
2364,Tidal Wetland,111,0.182,OLISP 1995 Air Photos,363.608134260197,7942.84581796006
2365,Tidal Wetland,111,0.159,OLISP 1995 Air Photos,547.781291109601,6944.39609125354
2366,Tidal Wetland,111,1.161,OLISP 1995 Air Photos,1299.49649192975,50572.3256172298
2367,Tidal Wetland,111,0.087,OLISP 1995 Air Photos,527.261832630147,3787.27445685721
2368,Tidal Wetland,111,2.454,OLISP 1995 Air Photos,4061.33629533787,106884.502618829
2369,Tidal Wetland,111,0.885,OLISP 1995 Air Photos,1159.91230386146,38566.5968410712
2370,Tidal Wetland,111,0.201,OLISP 1995 Air Photos,627.934979638684,8742.65586223729
2371,Tidal Wetland,111,0.051,OLISP 1995 Air Photos,172.095110931044,2213.09040339571
2372,Tidal Wetland,111,1.263,OLISP 1995 Air Photos,1736.46667262075,55008.9784255762
2373,Tidal Wetland,111,0.023,OLISP 1995 Air Photos,117.501079083665,1017.06838206464
2374,Tidal Wetland,111,1.941,OLISP 1995 Air Photos,2476.3723735128,84543.4240582368
2375,Tidal Wetland,111,0.679,OLISP 1995 Air Photos,1597.52213471697,29578.4071347128
2376,Tidal Wetland,111,0.099,OLISP 1995 Air Photos,353.727540620558,4333.15704423217
2377,Tidal Wetland,111,0.111,OLISP 1995 Air Photos,648.780506775416,4817.8804827871
2378,Tidal Wetland,111,0.038,OLISP 1995 Air Photos,172.240304375848,1649.29573746699
2379,Tidal Wetland,111,0.033,OLISP 1995 Air Photos,254.059546537438,1453.79596049115
2380,Tidal Wetland,111,0.126,OLISP 1995 Air Photos,323.732086035654,5488.37029126542
2381,Tidal Wetland,111,0.336,OLISP 1995 Air Photos,727.669920874978,14639.8173900457
2382,Tidal Wetland,111,0.675,OLISP 1995 Air Photos,1642.17767088967,29410.4390943058
2383,Tidal Wetland,111,0.267,OLISP 1995 Air Photos,624.337950964262,11650.3261020219
2384,Tidal Wetland,111,0.062,OLISP 1995 Air Photos,378.419677702949,2709.17897429962
2385,Tidal Wetland,111,5.23,OLISP 1995 Air Photos,3093.20770641408,227818.697682902
2386,Tidal Wetland,111,0.83,OLISP 1995 Air Photos,1330.39058586686,36161.596968466
2387,Tidal Wetland,111,0.063,OLISP 1995 Air Photos,216.120597850701,2745.51974001252
2388,Tidal Wetland,111,0.183,OLISP 1995 Air Photos,472.832662502221,7973.60753569543
2389,Tidal Wetland,111,0.502,OLISP 1995 Air Photos,1233.11522318229,21852.9473731292
2390,Tidal Wetland,111,0.097,OLISP 1995 Air Photos,265.053038908136,4238.56252898674
2391,Tidal Wetland,111,0.037,OLISP 1995 Air Photos,189.34077180769,1600.77735357059
2392,Tidal Wetland,111,0.136,OLISP 1995 Air Photos,500.771989583121,5918.6494144203
2393,Tidal Wetland,111,1.855,OLISP 1995 Air Photos,2531.46792861219,80796.3909166982
2394,Tidal Wetland,111,6.958,OLISP 1995 Air Photos,6036.12105216362,303093.713650088
2395,Tidal Wetland,111,0.733,OLISP 1995 Air Photos,1149.87106467645,31929.4635206036
2396,Tidal Wetland,111,0.208,OLISP 1995 Air Photos,570.004212280711,9058.39906771261
2397,Tidal Wetland,111,0.074,OLISP 1995 Air Photos,335.010045694321,3213.44576100468
2398,Tidal Wetland,111,0.108,OLISP 1995 Air Photos,324.538883750965,4691.04965685417
2399,Tidal Wetland,111,0.325,OLISP 1995 Air Photos,524.641798312917,14172.1980629357
2400,Tidal Wetland,111,0.059,OLISP 1995 Air Photos,366.991926394192,2548.73182249744
2401,Tidal Wetland,111,0.07,OLISP 1995 Air Photos,267.05891506406,3047.88534876077
2402,Tidal Wetland,111,0.116,OLISP 1995 Air Photos,421.698694479564,5074.08398769579
2403,Tidal Wetland,111,0.033,OLISP 1995 Air Photos,199.868005036625,1431.02179389002
2404,Tidal Wetland,111,4.852,OLISP 1995 Air Photos,3982.59611529054,211335.440597199
2405,Tidal Wetland,111,2.257,OLISP 1995 Air Photos,4926.7098407642,98316.4497009711
2406,Tidal Wetland,111,4.186,OLISP 1995 Air Photos,3820.84008024308,182338.57309505
2407,Tidal Wetland,111,1.035,OLISP 1995 Air Photos,2289.02537409161,45093.1725622066
2408,Tidal Wetland,111,2.192,OLISP 1995 Air Photos,4869.98497632338,95483.0015713402
2409,Tidal Wetland,111,0.113,OLISP 1995 Air Photos,375.342186856452,4906.86932699934
2410,Tidal Wetland,111,0.123,OLISP 1995 Air Photos,465.136029085501,5339.26799837208
2411,Tidal Wetland,111,2.046,OLISP 1995 Air Photos,2465.3795327981,89131.3701541062
2412,Tidal Wetland,111,0.161,OLISP 1995 Air Photos,551.598261530517,7008.0847110347
2413,Tidal Wetland,111,2.441,OLISP 1995 Air Photos,2500.64133340171,106337.831480848
2414,Tidal Wetland,111,0.175,OLISP 1995 Air Photos,566.585998008269,7622.37441316705
2415,Tidal Wetland,111,0.101,OLISP 1995 Air Photos,310.362528886283,4419.69800087047
2416,Tidal Wetland,111,0.069,OLISP 1995 Air Photos,246.073702583908,3007.16371687907
2417,Tidal Wetland,111,0.658,OLISP 1995 Air Photos,851.563272834946,28658.4830367945
2418,Tidal Wetland,111,12.922,OLISP 1995 Air Photos,11516.6793786686,562892.223711691
2419,Tidal Wetland,111,0.215,OLISP 1995 Air Photos,483.887637887906,9354.18157853069
2420,Tidal Wetland,111,0.849,OLISP 1995 Air Photos,1129.98091955049,36979.5438571774
2421,Tidal Wetland,111,0.186,OLISP 1995 Air Photos,644.697852881128,8081.54926006488
2422,Tidal Wetland,111,1.909,OLISP 1995 Air Photos,2253.25283741611,83169.7519439794
2423,Tidal Wetland,111,0.148,OLISP 1995 Air Photos,544.584327482963,6456.4438314424
2424,Tidal Wetland,111,0.027,OLISP 1995 Air Photos,174.971773060144,1187.68666592959
2425,Tidal Wetland,111,0.141,OLISP 1995 Air Photos,428.413119361362,6128.57375232125
2426,Tidal Wetland,111,4.554,OLISP 1995 Air Photos,2107.32896808262,198351.865005694
2427,Tidal Wetland,111,0.74,OLISP 1995 Air Photos,1706.56546481901,32227.8569388293
2428,Tidal Wetland,111,0.536,OLISP 1995 Air Photos,751.159862570146,23361.4278070539
2429,Tidal Wetland,111,0.12,OLISP 1995 Air Photos,319.365514377739,5210.01249683525
2430,Tidal Wetland,111,1.613,OLISP 1995 Air Photos,2371.93160059305,70275.6342033895
2431,Upland,0,1.567, ,2242.5010009762,68259.7021764127
2432,Tidal Wetland,111,0.174,OLISP 1995 Air Photos,440.804392681723,7557.77649168554
2433,Tidal Wetland,111,0.319,OLISP 1995 Air Photos,1000.95900204206,13892.7426163622
2434,Tidal Wetland,111,0.384,OLISP 1995 Air Photos,807.801392239092,16721.3800432797
2435,Tidal Wetland,111,3.104,OLISP 1995 Air Photos,2986.10244743897,135215.927160408
2436,Tidal Wetland,111,0.203,OLISP 1995 Air Photos,417.353306570176,8847.34409065752
2437,Tidal Wetland,111,0.234,OLISP 1995 Air Photos,461.048248293927,10174.4742960098
2438,Tidal Wetland,111,0.218,OLISP 1995 Air Photos,365.610258112799,9517.76437620198
2439,Tidal Wetland,111,0.018,OLISP 1995 Air Photos,121.513395448564,805.405981438346
2440,Tidal Wetland,111,5.878,OLISP 1995 Air Photos,4759.82823806092,256027.353441465
2441,Tidal Wetland,111,0.008,OLISP 1995 Air Photos,69.3034377905671,338.24460724856
2442,Tidal Wetland,111,0.117,OLISP 1995 Air Photos,288.152135973942,5092.5911111817
2443,Tidal Wetland,111,0.048,OLISP 1995 Air Photos,353.906551720202,2099.52321603127
2444,Tidal Wetland,111,0.258,OLISP 1995 Air Photos,460.66271732333,11253.0989243082
2445,Tidal Wetland,111,0.29,OLISP 1995 Air Photos,627.664764693759,12622.4463786693
2446,Tidal Wetland,111,0.031,OLISP 1995 Air Photos,209.421342685554,1345.84587166169
2447,Tidal Wetland,111,0.022,OLISP 1995 Air Photos,181.603710408258,970.886704998739
2448,Tidal Wetland,111,0.661,OLISP 1995 Air Photos,851.27608909344,28792.3702100073
2449,Tidal Wetland,111,0.175,OLISP 1995 Air Photos,499.691800836964,7620.42562092559
2450,Tidal Wetland,111,0.161,OLISP 1995 Air Photos,459.757329315237,7002.43456205626
2451,Tidal Wetland,111,0.054,OLISP 1995 Air Photos,186.10039645495,2365.11104852646
2452,Tidal Wetland,111,0.084,OLISP 1995 Air Photos,345.868433940878,3642.28278286015
2453,Upland,0,0.07, ,209.148692386366,3037.45229940718
2454,Tidal Wetland,111,0.22,OLISP 1995 Air Photos,581.771283216538,9570.3125837931
2455,Tidal Wetland,111,0.037,OLISP 1995 Air Photos,156.413719215677,1607.6190464852
2456,Tidal Wetland,111,0.354,OLISP 1995 Air Photos,602.331627977093,15421.0818874491
2457,Tidal Wetland,111,0.101,OLISP 1995 Air Photos,353.457704913344,4417.53438821908
2458,Tidal Wetland,111,0.106,OLISP 1995 Air Photos,354.996444401724,4633.78881294471
2459,Tidal Wetland,111,0.153,OLISP 1995 Air Photos,461.753091148247,6649.39352967577
2460,Tidal Wetland,111,0.083,OLISP 1995 Air Photos,332.864323977865,3605.80745851307
2461,Tidal Wetland,111,0.036,OLISP 1995 Air Photos,171.218075342833,1547.02923498869
2462,Tidal Wetland,111,0.237,OLISP 1995 Air Photos,558.329839771186,10317.697984448
2463,Tidal Wetland,111,0.427,OLISP 1995 Air Photos,655.859859963515,18587.8062466279
2464,Tidal Wetland,111,0.134,OLISP 1995 Air Photos,704.102335654106,5852.93755175021
2465,Tidal Wetland,111,0.181,OLISP 1995 Air Photos,902.873413805557,7862.7726613041
2466,Tidal Wetland,111,0.028,OLISP 1995 Air Photos,144.397807512683,1202.54729922612
2467,Tidal Wetland,111,0.055,OLISP 1995 Air Photos,201.446994335511,2399.1131528438
2468,Tidal Wetland,111,0.043,OLISP 1995 Air Photos,359.701654933309,1864.42134378575
2469,Tidal Wetland,111,0.536,OLISP 1995 Air Photos,1885.09550124137,23345.4465784119
2470,Tidal Wetland,111,0.204,OLISP 1995 Air Photos,530.090322419059,8903.11197333629
2471,Tidal Wetland,111,0.069,OLISP 1995 Air Photos,218.546876842613,3012.54688183052
2472,Tidal Wetland,111,0.849,OLISP 1995 Air Photos,1689.11927050349,36970.8327036592
2473,Tidal Wetland,111,0.012,OLISP 1995 Air Photos,103.36632361572,542.286077955245
2474,Tidal Wetland,111,0.052,OLISP 1995 Air Photos,273.570035625316,2249.40801823976
2475,Tidal Wetland,111,0.066,OLISP 1995 Air Photos,213.963608236994,2867.73813884719
2476,Tidal Wetland,111,0.085,OLISP 1995 Air Photos,313.253729710142,3690.4966647061
2477,Tidal Wetland,111,0.333,OLISP 1995 Air Photos,541.839990071103,14487.6928387837
2478,Tidal Wetland,111,0.135,OLISP 1995 Air Photos,347.294865684982,5902.23327675514
2479,Tidal Wetland,111,0.295,OLISP 1995 Air Photos,655.547287204059,12834.260158823
2480,Tidal Wetland,111,0.042,OLISP 1995 Air Photos,203.768374624081,1845.58609580213
2481,Tidal Wetland,111,1.355,OLISP 1995 Air Photos,1702.34796143389,59023.6545288898
2482,Tidal Wetland,111,0.147,OLISP 1995 Air Photos,759.250084856945,6388.40461505455
2483,Tidal Wetland,111,0.237,OLISP 1995 Air Photos,996.621728726831,10343.1540632575
2484,Tidal Wetland,111,0.063,OLISP 1995 Air Photos,347.788506514006,2746.23070064066
