Fiscal Year,Vendor Name,Street Address,Vendor Address City,Vendor Address State,Vendor Address Zip Code,Issue Date,Payment Amount,Department Description,Business Unit,Account Description
2012,CIMARRON ENERGY INC,PO BOX 722110,NORMAN,OK,73070,11/15/2011,$19473.88,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CIMARRON ENERGY INC,PO BOX 722110,NORMAN,OK,73070,11/15/2011,$29807.19,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CLIMACOOL CORP,16 S PENNSYLVANIA AVE,OKLAHOMA CITY,OK,73107,08/15/2011,$3397.38,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CLIMACOOL CORP,16 S PENNSYLVANIA AVE,OKLAHOMA CITY,OK,73107,08/15/2011,$39.74,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CLIMACOOL CORP,16 S PENNSYLVANIA AVE,OKLAHOMA CITY,OK,73107,11/15/2011,$5222.25,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CLIMACOOL CORP,16 S PENNSYLVANIA AVE,OKLAHOMA CITY,OK,73107,02/16/2012,$8412.49,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CLIMACOOL CORP,16 S PENNSYLVANIA AVE,OKLAHOMA CITY,OK,73107,05/15/2012,$10581.72,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CLIMATE MASTER INC,7300 SW 44TH ST,OKLAHOMA CITY,OK,73179,08/15/2011,$87906.71,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CLIMATE MASTER INC,7300 SW 44TH ST,OKLAHOMA CITY,OK,73179,11/15/2011,$82597.35,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CLIMATE MASTER INC,7300 SW 44TH ST,OKLAHOMA CITY,OK,73179,02/16/2012,$74152.09,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CLIMATE MASTER INC,7300 SW 44TH ST,OKLAHOMA CITY,OK,73179,05/15/2012,$74030.30,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CNI ADMINISTRATION SERVICES,2600 JOHN SAXON RD,NORMAN,OK,73071,09/15/2011,$119797.35,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CNI ADMINISTRATION SERVICES,2600 JOHN SAXON RD,NORMAN,OK,73071,09/15/2011,$99998.82,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CNI ADMINISTRATION SERVICES,2600 JOHN SAXON RD,NORMAN,OK,73071,09/15/2011,$108102.68,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CNI ADMINISTRATION SERVICES,2600 JOHN SAXON RD,NORMAN,OK,73071,09/15/2011,$88390.96,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CNI ADMINISTRATION SERVICES,2600 JOHN SAXON RD,NORMAN,OK,73071,10/13/2011,$94716.51,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CNI ADMINISTRATION SERVICES,2600 JOHN SAXON RD,NORMAN,OK,73071,10/13/2011,$97335.03,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CNI ADMINISTRATION SERVICES,2600 JOHN SAXON RD,NORMAN,OK,73071,10/13/2011,$112247.19,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CNI ADMINISTRATION SERVICES,2600 JOHN SAXON RD,NORMAN,OK,73071,04/16/2012,$111333.12,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CNI ADMINISTRATION SERVICES,2600 JOHN SAXON RD,NORMAN,OK,73071,05/15/2012,$96582.86,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,COCA-COLA REFRESHMENTS USA INC,2500 WINDY RIDGE PKWY  STE 700,ATLANTA,GA,30339,11/15/2011,$113731.54,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,COCA-COLA REFRESHMENTS USA INC,2500 WINDY RIDGE PKWY  STE 700,ATLANTA,GA,30339,11/15/2011,$103640.47,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,COCA-COLA REFRESHMENTS USA INC,2500 WINDY RIDGE PKWY  STE 700,ATLANTA,GA,30339,11/15/2011,$121285.14,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,COCA-COLA REFRESHMENTS USA INC,2500 WINDY RIDGE PKWY  STE 700,ATLANTA,GA,30339,11/15/2011,$99244.03,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,COCA-COLA REFRESHMENTS USA INC,2500 WINDY RIDGE PKWY  STE 700,ATLANTA,GA,30339,11/15/2011,$117653.20,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,COCA-COLA REFRESHMENTS USA INC,2500 WINDY RIDGE PKWY  STE 700,ATLANTA,GA,30339,06/14/2012,$124139.71,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,COCA-COLA REFRESHMENTS USA INC,2500 WINDY RIDGE PKWY  STE 700,ATLANTA,GA,30339,06/14/2012,$97602.04,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CONOCOPHILLIPS CO,1490 H PLAZA OFFICE BLDG,BARTLESVILLE,OK,74006,08/15/2011,$855429.60,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CONOCOPHILLIPS CO,1490 H PLAZA OFFICE BLDG,BARTLESVILLE,OK,74006,12/15/2011,$953537.82,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CONOCOPHILLIPS CO,1490 H PLAZA OFFICE BLDG,BARTLESVILLE,OK,74006,02/16/2012,$987543.48,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CONOCOPHILLIPS CO,1490 H PLAZA OFFICE BLDG,BARTLESVILLE,OK,74006,05/15/2012,$1953249.12,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CONTINENTAL RESOURCES,302 N INDEPENDENCE,ENID,OK,73701,05/15/2012,$60716.83,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CONTINENTAL RESOURCES,302 N INDEPENDENCE,ENID,OK,73701,05/15/2012,$35497.89,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CYCLONIC VALVE CO,2349 W VANCOUVER ST,BROKEN ARROW,OK,74012,06/14/2012,$1833.43,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CYMSTAR LLC,1700 W ALBANY   STE G,BROKEN ARROW,OK,74012,08/15/2011,$39549.34,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CYMSTAR LLC,1700 W ALBANY   STE G,BROKEN ARROW,OK,74012,11/15/2011,$49243.95,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CYMSTAR LLC,1700 W ALBANY   STE G,BROKEN ARROW,OK,74012,02/16/2012,$32562.42,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CYMSTAR LLC,1700 W ALBANY   STE G,BROKEN ARROW,OK,74012,05/15/2012,$52022.21,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CYTOVANCE BIOLOGICS INC #3,755 RESEARCH PKWY  STE 125,OKLAHOMA CITY,OK,73104,05/15/2012,$31898.19,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CYTOVANCE BIOLOGICS LLC #3,755 RESEARCH PKWY  STE 125,OKLAHOMA CITY,OK,73104,08/15/2011,$13654.45,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CYTOVANCE BIOLOGICS LLC #3,755 RESEARCH PKWY  STE 125,OKLAHOMA CITY,OK,73104,11/15/2011,$22823.73,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,CYTOVANCE BIOLOGICS LLC #3,755 RESEARCH PKWY  STE 125,OKLAHOMA CITY,OK,73104,02/16/2012,$25642.16,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,D&L MANUFACTURING INC,1915 S 49TH W AVE,TULSA,OK,74107,09/15/2011,$45080.58,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,D&L MANUFACTURING INC,1915 S 49TH W AVE,TULSA,OK,74107,11/15/2011,$48531.25,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,D&L MANUFACTURING INC,1915 S 49TH W AVE,TULSA,OK,74107,02/16/2012,$69709.95,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,D&L MANUFACTURING INC,1915 S 49TH W AVE,TULSA,OK,74107,05/15/2012,$69024.32,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DELAWARE RESOURCE GRP OF OKLA,4747 GAILLARDIA PKWAY  STE 200,OKLAHOMA CITY,OK,73142,10/13/2011,$11077.61,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DELAWARE RESOURCE GRP OF OKLA,4747 GAILLARDIA PKWAY  STE 200,OKLAHOMA CITY,OK,73142,12/15/2011,$73231.24,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DELAWARE RESOURCE GRP OF OKLA,4747 GAILLARDIA PKWAY  STE 200,OKLAHOMA CITY,OK,73142,02/16/2012,$76588.60,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DELAWARE RESOURCE GRP OF OKLA,4747 GAILLARDIA PKWAY  STE 200,OKLAHOMA CITY,OK,73142,05/15/2012,$89088.84,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DELL MKTG LP OBO DELL USA LP,PO BOX 676021,DALLAS,TX,75267,07/14/2011,$946969.45,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DELL MKTG LP OBO DELL USA LP,PO BOX 676021,DALLAS,TX,75267,11/15/2011,$768346.87,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DELL MKTG LP OBO DELL USA LP,PO BOX 676021,DALLAS,TX,75267,02/16/2012,$730441.83,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DELL MKTG LP OBO DELL USA LP,PO BOX 676021,DALLAS,TX,75267,05/15/2012,$841129.76,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DELL USA LP  #2,PO BOX 676021,DALLAS,TX,75267,07/14/2011,$444977.52,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DELL USA LP  #2,PO BOX 676021,DALLAS,TX,75267,11/15/2011,$308533.98,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DELL USA LP  #2,PO BOX 676021,DALLAS,TX,75267,02/16/2012,$313885.22,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DELL USA LP  #2,PO BOX 676021,DALLAS,TX,75267,05/15/2012,$379535.82,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DELOITTE CONSULTING LLP,100 KIMBALL DR,PARSIPPANY,NJ,7054,04/16/2012,$38299.84,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DELOITTE CONSULTING LLP,100 KIMBALL DR,PARSIPPANY,NJ,7054,05/15/2012,$50029.44,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DEVON ENERGY PROD CO LP #2,20 N BROADWAY,OKLAHOMA CITY,OK,73102,12/15/2011,$424824.38,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DEVON ENERGY PROD CO LP #2,20 N BROADWAY,OKLAHOMA CITY,OK,73102,12/15/2011,$371669.14,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DEVON ENERGY PROD CO LP #2,20 N BROADWAY,OKLAHOMA CITY,OK,73102,05/15/2012,$692275.20,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DIRECTV CUSTOMER SERVICES INC,PO BOX 915  RE/R08/N366,EL SEGUNDO,CA,90245,08/15/2011,$264771.46,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DIRECTV CUSTOMER SERVICES INC,PO BOX 915  RE/R08/N366,EL SEGUNDO,CA,90245,11/15/2011,$265739.14,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DIRECTV CUSTOMER SERVICES INC,PO BOX 915  RE/R08/N366,EL SEGUNDO,CA,90245,02/16/2012,$222405.27,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DIRECTV CUSTOMER SERVICES INC,PO BOX 915  RE/R08/N366,EL SEGUNDO,CA,90245,06/14/2012,$253044.34,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DMI INDUSTRIES INC,15300 TIGER SWITCH RD,TULSA,OK,73116,08/15/2011,$122952.18,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DMI INDUSTRIES INC,15300 TIGER SWITCH RD,TULSA,OK,73116,10/13/2011,$132297.77,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DMI INDUSTRIES INC,15300 TIGER SWITCH RD,TULSA,OK,73116,02/16/2012,$122818.60,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DMI INDUSTRIES INC,15300 TIGER SWITCH RD,TULSA,OK,73116,05/15/2012,$111602.30,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DOLLAR TREE DISTRIBUTION INC,500 VOLVO PARKWAY,CHESAPEAKE,VA,23320,09/15/2011,$63943.96,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DOLLAR TREE DISTRIBUTION INC,500 VOLVO PARKWAY,CHESAPEAKE,VA,23320,11/15/2011,$85358.89,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DOLLAR TREE DISTRIBUTION INC,500 VOLVO PARKWAY,CHESAPEAKE,VA,23320,02/16/2012,$90695.54,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DOLLAR TREE DISTRIBUTION INC,500 VOLVO PARKWAY,CHESAPEAKE,VA,23320,05/15/2012,$78921.41,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DORADA POULTRY LLC,6020 NW 120TH CT,OKLAHOMA CITY,OK,73162,08/15/2011,$3419.12,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DORADA POULTRY LLC,6020 NW 120TH CT,OKLAHOMA CITY,OK,73162,09/15/2011,$12280.26,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DORADA POULTRY LLC,6020 NW 120TH CT,OKLAHOMA CITY,OK,73162,12/15/2011,$46831.91,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DORADA POULTRY LLC,6020 NW 120TH CT,OKLAHOMA CITY,OK,73162,05/15/2012,$84426.92,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DORADA POULTRY LLC,6020 NW 120TH CT,OKLAHOMA CITY,OK,73162,05/15/2012,$83854.97,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DOT FOODS INC,RT 99 SOUTH,MT STERLING,IL,62353,08/15/2011,$73901.58,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DOT FOODS INC,RT 99 SOUTH,MT STERLING,IL,62353,11/15/2011,$65670.47,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DOT FOODS INC,RT 99 SOUTH,MT STERLING,IL,62353,02/16/2012,$74891.84,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DOT FOODS INC,RT 99 SOUTH,MT STERLING,IL,62353,05/15/2012,$69349.06,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DUCOMMUN LABARGE TECH INC,9900 CLAYTON RD,ST LOUIS,MO,63124,10/13/2011,$10594.66,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DUCOMMUN LABARGE TECH INC,9900 CLAYTON RD,ST LOUIS,MO,63124,02/16/2012,$13775.72,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,DUCOMMUN LABARGE TECH INC,9900 CLAYTON RD,ST LOUIS,MO,63124,04/16/2012,$16420.95,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,EAGLE SUSPENSIONS INC,1811 W ARKANSAS ST,DURANT,OK,74701,09/15/2011,$69486.21,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,EAGLE SUSPENSIONS INC,1811 W ARKANSAS ST,DURANT,OK,74701,10/13/2011,$75763.47,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,EAGLE SUSPENSIONS INC,1811 W ARKANSAS ST,DURANT,OK,74701,02/16/2012,$74618.73,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,EAGLE SUSPENSIONS INC,1811 W ARKANSAS ST,DURANT,OK,74701,05/15/2012,$64459.70,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,EAN SERVICES LLC,600 CORPORATE PK DR  /S DORTON,ST LOUIS,MO,63105,08/15/2011,$201205.10,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
2012,EAN SERVICES LLC,600 CORPORATE PK DR  /S DORTON,ST LOUIS,MO,63105,11/15/2011,$213418.84,QUALITY JOBS INCENTIVE PAYMENT,OKLAHOMA TAX COMMISSION,DISBURSEMENT OF INCENTIVE PAYMENTS TO QUALIFIED ESTABLISHMENTS
