OBJECTID_12_13,PIN,MAJOR,MINOR,ADDRESS,APT_CONV,B_COM_GRSSQF,B_OTH_GRSSQF,B_PRKG_GRSSQF,B_RES_GRSSQF,BLDG_AV,BLDG_DESC,COM_GRSSQF,EFF_YEAR_MAX,GRSS_SQFT,HOUSE,JURIS_NAME,KCA_AREA,LAND_AV,LEVY_CD,LOT_SQFT,LU_GEN_CAT,LU_GEN_DESC,LU_PLN_CAT,LU_PLN_DESC,NR_BLDGS,NR_STORIES_MAX,NR_UNITS,OTH_GRSSQF,PRES_USE,PRKG_GRSSQF,PROP_NAME,PROP_TYPE,PUB_OWN_CATEGORY,PUB_OWN_TYPE,PUC,RES_GRSSQF,ROLL_YR,STR_ZIP,SUBAREA,TAXPAYER,TAX_ADDRESS,TAX_ATTENTION,TAX_CITY,TAX_ZIP,TAX_STATUS,USE_CATEGORY,YR_BUILT_MAX,YR_RENOV_MAX,GEOM_AREA,GEOM_PERIMETER,BUFFER,TC_ID,OBJECTID,TC_ID_1,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,OBJECTID_1,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,TC_Land_A_1,Gain,Loss,No_Change,TreeCanopy_2016_Area,TreeCanopy_2021_Area,Change_Area,Change_PercentChange,TreeCanopy_2016_Percent,TreeCanopy_2021_Percent,Change_Percent_AbsDiff,TC_ID_12,OBJECTID_12,TC_ID_12_13,Shape__Area,Shape__Length
81,1926049321,192604,9321,1819  N 135TH ST, ,0,0,0,0,13972500,HIGH SCHOOL BUILDING #1 (MAIN),0,2012,207386,1819,SEATTLE,10,12270800,10,1227085,6,Major Institution And Public Facilities/Utilities,16,Schools,5,2,0,207386,School(Public),0,INGRAHAM HIGH SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98133,95,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,2012,2012,1222734.45319089,4461.53177666,Y,81,81,,1222727,177256,635511,3251,0,272430,2828,131451,816018,406709,14.4967764676825,51.9748889163321,0.265881100196528,0.0,22.2805254157306,0.231286296941181,10.7506418031171,66.7375464842111,33.2624535157889,,177256,635511,1222727,134702,770213,14.4967764676825,51.9748889163321,62.9914118196458,11.0165229033137,,18184,10386,159072,169458,177256,7798,4.60173022223796,13.8590216785922,14.4967764676825,0.637754789090289,,,,1222729.63534546,4461.52257182605
82,3050700050,305070,50,1418  NW 65TH ST, ,0,0,0,0,50833400,High School,0,2005,241955,1418,SEATTLE,19,75330000,10,558000,6,Major Institution And Public Facilities/Utilities,16,Schools,1,2,0,241955,School(Public),0,BALLARD HIGH SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98117,50,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1999,2005,558002.51394996,3152.83838715,Y,82,82,,557998,50434,198970,0,0,161039,0,147555,249404,308594,9.03838365012061,35.6578338990462,0.0,0.0,28.8601392836533,0.0,26.4436431671798,44.6962175491668,55.3037824508332,,50434,198970,557998,147555,346525,9.03838365012061,35.6578338990462,62.101477066226,26.4436431671798,,7473,2897,42961,45858,50434,4576,9.97862968293428,8.21830902619723,9.03838365012061,0.820074623923382,,,,558000.319854736,3152.83247688304
83,1794501220,179450,1220,1ST AVE W, ,0,0,0,0,7679100,SCHOOL,0,1985,105308, ,SEATTLE,20,6400600,10,64006,6,Major Institution And Public Facilities/Utilities,16,Schools,1,2,0,105308,School(Public),0,MCCLURE MIDDLE SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98119,30,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1964,1985,64516.7771372,1016.0747911,Y,83,83,,64518,7433,1279,0,0,51395,0,4411,8712,55806,11.520815896339,1.98239251061719,0.0,0.0,79.659939861744,0.0,6.83685173129979,13.5032084069562,86.4967915930438,,7433,1279,64518,4411,5690,11.520815896339,1.98239251061719,8.81924424191699,6.83685173129979,,929,88,6504,6592,7433,841,12.7578883495146,10.2173036981928,11.520815896339,1.30351219814625,,,,64516.5407714844,1016.07290947072
84,9278300005,927830,5,3429   45TH AVE SW, ,0,0,0,0,23998100,JAMES MADISON JR HI SCHOOL,0,2006,132295,3429,SEATTLE,45,7766200,10,194155,6,Major Institution And Public Facilities/Utilities,16,Schools,1,3,0,132295,School(Public),0,JAMES MADISON JR HIGH,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98116,35,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1928,2006,174948.84623796,1769.0408125,Y,84,84,,344650,24076,126756,129,0,79007,0,114682,150961,193689,6.98563760336573,36.778180763093,0.0374292760771797,0.0,22.9238357754243,0.0,33.2749165820398,43.8012476425359,56.1987523574641,,24076,126756,344650,114811,241567,6.98563760336573,36.778180763093,70.0905266212099,33.3123458581169,,4920,1067,19156,20223,24076,3853,19.052563912377,5.86769186130857,6.98563760336573,1.11794574205716,,,,344651.280166626,2350.14872823717
85,1125049134,112504,9134,6200   60TH AVE NE, ,0,0,0,0,1124000,SCHOOL,7040,1975,36212,6200,SEATTLE,17,16654000,10,185045,6,Major Institution And Public Facilities/Utilities,16,Schools,1,1,0,29172,School(Public),0,SAND POINT ELEMENTARY,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98115,100,SEATTLE PUBLIC SCHOOL,PO BOX 34165 MS D3-365, ,SEATTLE  WA,98124,X,O,1958,1975,171401.5291987,2299.39917604,Y,85,85,,171424,32455,38430,0,0,48884,0,51655,70885,100539,18.9325882023521,22.4180978159418,0.0,0.0,28.5164271047228,0.0,30.1328868769834,41.3506860182938,58.6493139817062,,32455,38430,171424,51655,90085,18.9325882023521,22.4180978159418,52.5509846929251,30.1328868769834,,3958,3856,28497,32353,32455,102,0.315272154050629,18.8730866156431,18.9325882023521,0.0595015867089828,,,,171400.825592041,2299.3950083472
86,1524049002,152404,9002,3301  S HORTON ST, ,0,0,0,0,5224400,ELEMENTRY SCHOOL,0,1985,56827,3301,SEATTLE,40,3589100,10,119638,6,Major Institution And Public Facilities/Utilities,16,Schools,1,2,0,56827,School(Public),0,JOHN MUIR ELEMENTARY,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98144,60,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 - M/S 23-365, ,SEATTLE  WA,98124,X,O,1970,1985,118906.66234269,1405.34654981,Y,86,86,,148855,22876,47895,0,0,42915,0,35169,70771,78084,15.3679755466729,32.1756071344597,0.0,0.0,28.8300695307514,0.0,23.626347788116,47.5435826811326,52.4564173188674,,22876,47895,148855,35169,83064,15.3679755466729,32.1756071344597,55.8019549225757,23.626347788116,,2472,1858,20404,22262,22876,614,2.75806306710987,14.9554936011555,15.3679755466729,0.412481945517451,,,,148849.224975586,1784.2348046414
87,2044500390,204450,390,11530   12TH AVE NE, ,0,0,0,0,17992500,ELEMENTARY PUBLIC SCHOOL,0,2017,86558,11530,SEATTLE,10,3441200,25,137650,6,Major Institution And Public Facilities/Utilities,16,Schools,1,3,0,86558,School(Public),0,SEATTLE PUBLIC SCHOOL (Hazel Wolf ELEMENTARY SCHOO,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98125,30,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,2017,2017,138092.18301616,1762.0960363,Y,87,87,,138109,7923,2237,71223,0,54293,0,2433,81383,56726,5.73677312847099,1.61973513673982,51.5701366312116,0.0,39.3117030751073,0.0,1.76165202847027,58.9266448964224,41.0733551035776,,7923,2237,138109,73656,75893,5.73677312847099,1.61973513673982,54.9515237964217,53.3317886596818,,1118,2308,6805,9113,7923,-1190,-13.0582684077691,6.59841139969155,5.73677312847099,-0.861638271220558,,,,138091.627044678,1762.09256185558
88,811000005,81100,5,1431   2ND AVE N, ,0,0,0,0,1580800,GYM,34748,1978,34748,1431,SEATTLE,20,7245000,10,41400,6,Major Institution And Public Facilities/Utilities,16,Schools,1,1,0,0,School(Public),0,GYM,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98109,30,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 - M/S 23-365, ,SEATTLE  WA,98124,X,C,1950,1978,41488.92568209,982.88060957,Y,88,88,,41480,5580,3001,0,0,18894,0,14005,8581,32899,13.4522661523626,7.23481195756991,0.0,0.0,45.549662487946,0.0,33.7632594021215,20.6870781099325,79.3129218900675,,5580,3001,41480,14005,17006,13.4522661523626,7.23481195756991,40.9980713596914,33.7632594021215,,540,0,5040,5040,5580,540,10.7142857142857,12.1504339440694,13.4522661523626,1.30183220829315,,,,41488.751373291,982.878184326519
89,1931301145,193130,1145,3921   LINDEN AVE N, ,0,22273,0,0,5624200,SCHOOL,1696,1987,68515,3921,SEATTLE,20,27878400,10,168960,6,Major Institution And Public Facilities/Utilities,16,Schools,2,3,0,44546,School(Public),0,BF DAY ELEMENTARY SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98103,80,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1910,1987,168801.48996924,1832.16032091,Y,89,89,,220001,72535,81786,16990,0,26153,0,22537,171311,48690,32.9703046804333,37.1752855668838,7.72269216958105,0.0,11.8876732378489,0.0,10.244044345253,77.8682824168981,22.1317175831019,,72535,81786,220001,39527,121313,32.9703046804333,37.1752855668838,55.1420220817178,17.966736514834,,4240,3195,68295,71490,72535,1045,1.46174290110505,32.4953068395144,32.9703046804333,0.47499784091891,,,,220004.205749512,2232.58945041341
90,1985200305,198520,305,305   HARRISON ST, ,0,0,0,0,33190100,SEATTLE CENTER HOUSE,426785,2012,426785,305,SEATTLE,20,58298100,10,137172,3,Commercial/Mixed-Use,8,Entertainment,2,5,0,0,Art Gallery/Museum/Soc Srvc,0,SEATTLE CENTER HOUSE & CHILULY GARDEN & GLASS,C,CITY OF SEATTLE,CITY OF SEATTLE,157,0,2019,98109,10,SEATTLE CITY OF CEN,305 HARRISON,SEATTLE CENTER,SEATTLE  WA,98109,X,C,1998,2012,137081.15084,1495.5384825,Y,90,90,,137078,28914,10495,0,0,82857,0,14812,39409,97669,21.0931002786735,7.65622492303652,0.0,0.0,60.4451480179168,0.0,10.8055267803732,28.74932520171,71.25067479829,,28914,10495,137078,14812,25307,21.0931002786735,7.65622492303652,18.4617517034097,10.8055267803732,,2535,2818,26379,29197,28914,-283,-0.96927766551358,21.2995520798378,21.0931002786735,-0.206451801164299,,,,137080.670532227,1495.53579425391
91,3524049146,352404,9146,8815   SEWARD PARK AVE S, ,0,0,0,0,5380800,WOOD SHOP AND DRAFTING BUILDING,0,1985,76938,8815,SEATTLE,36,36250600,10,604177,6,Major Institution And Public Facilities/Utilities,16,Schools,4,2,0,76938,School(Public),0,RAINIER BEACH HIGH SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98118,50,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1960,1985,606659.36201816,3888.81103451,Y,91,91,,939110,81157,456456,0,0,148052,15,253430,537613,401497,8.64190563405778,48.6051687235787,0.0,0.0,15.7651393340503,0.0015972569773509,26.9861890513358,57.2470743576365,42.7529256423635,,81157,456456,939110,253430,709886,8.64190563405778,48.6051687235787,75.5913577749145,26.9861890513358,,10540,14309,70617,84926,81157,-3769,-4.43798130136825,9.04324307056681,8.64190563405778,-0.401337436509035,,,,939122.334472656,4588.6643770805
92,1337801270,133780,1270,1800  E GALER ST, ,0,0,0,0,2340800,SEATTLE ELEMENTARY SCHOOL,0,1990,34724,1800,SEATTLE,25,9323100,10,103591,6,Major Institution And Public Facilities/Utilities,16,Schools,4,3,0,34724,School(Public),0,SEATTLE ELEMENTARY SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98112,46,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 - M/S 23-365, ,SEATTLE  WA,98124,X,O,1956,1990,105883.31582067,1387.13207806,Y,92,92,,105878,17080,8746,4534,0,42350,0,33168,30360,75518,16.131774306277,8.26045070741797,4.28228716069438,0.0,39.9988666200722,0.0,31.3266212055385,28.6745121743894,71.3254878256106,,17080,8746,105878,37702,46448,16.131774306277,8.26045070741797,43.8693590736508,35.6089083662328,,1848,1145,15232,16377,17080,703,4.29260548329975,15.4678025652166,16.131774306277,0.663971741060466,,,,105882.863311768,1387.12884584178
93,5100404840,510040,4840,504  NE 95TH ST, ,0,0,0,0,4917500,SEATTLE PUBLIC SCHOOL,0,1989,56614,504,SEATTLE,10,3720400,10,186024,6,Major Institution And Public Facilities/Utilities,16,Schools,1,2,0,56614,School(Public),0,OLYMPIC VIEW SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98115,20,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1989,1989,187168.06070857,1852.20404533,Y,93,93,,187178,19185,97261,7761,0,40448,0,22523,124207,62971,10.249601983139,51.9617690113154,4.14632061460214,0.0,21.609377170394,0.0,12.0329312205494,66.3576916090566,33.6423083909434,,19185,97261,187178,30284,127545,10.249601983139,51.9617690113154,68.141020846467,16.1792518351516,,2718,2739,16467,19206,19185,-21,-0.109340830990316,10.2608212503606,10.249601983139,-0.0112192672215752,,,,187167.303314209,1852.20061366793
94,7243500160,724350,160,8311 Beacon Ave. S, ,0,0,0,0,0, ,0,0,0, ,SEATTLE,36,1722000,10,34440,8,Vacant,18,Vacant,0,0,0,0,Vacant(Commercial),0,VACANT LAND,C,SEATTLE SCHOOL DISTRICT,PUBLIC,309,0,2019, ,50,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 - M/S 23-365, ,SEATTLE  WA,98124,X,NB,0,0,34432.83864564,805.91877315,Y,94,94,,493962,191785,202740,10374,0,47084,2077,39902,404899,89063,38.825861098627,41.0436430332698,2.10016155088853,0.0,9.53190731270826,0.420477688567137,8.07794931593928,81.9696656827853,18.0303343172147,,191785,202740,493962,50276,253016,38.825861098627,41.0436430332698,51.2217539000976,10.1781108668278,,10455,24632,181330,205962,191785,-14177,-6.88330857148406,41.6959199290634,38.825861098627,-2.87005883043636,,,,493971.639282227,4000.01984288012
95,8024202285,802420,2285,9501   20TH AVE NE, ,0,8745,0,0,1018300,School,0,1970,33500,9501,SEATTLE,10,4082900,10,163316,6,Major Institution And Public Facilities/Utilities,16,Schools,1,1,0,24755,School(Public),0,SACAJAWEA ELEMENTARY SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98115,10,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1959,1970,163118.46862316,1888.50154704,Y,95,95,,163036,31485,58547,5334,0,41438,6,26226,95366,67670,19.3116857626536,35.9104737603965,3.27167006060011,0.0,25.4164724355357,0.0036801687970754,16.086017812017,58.4938295836502,41.5061704163498,,31485,58547,163036,31560,90107,19.3116857626536,35.9104737603965,55.2681616330136,19.3576878726171,,4646,2104,26839,28943,31485,2542,8.78277994679197,17.752520915626,19.3116857626536,1.55916484702765,,,,163117.85925293,1888.49776574356
96,269001275,26900,1275,2418   28TH AVE W, ,0,0,0,0,2839800,CITY SCHOOL,0,1980,49900,2418,SEATTLE,20,6393600,10,106560,6,Major Institution And Public Facilities/Utilities,16,Schools,1,2,0,49900,School(Public),0,SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98199,20,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 - M/S 23-365, ,SEATTLE  WA,98124,X,O,1927,1980,106413.71125161,1311.14123866,Y,96,96,,106415,6458,22461,0,0,47150,0,30346,28919,77496,6.06869332330968,21.1069867969741,0.0,0.0,44.3076633933186,0.0,28.5166564863976,27.1756801202838,72.8243198797162,,6458,22461,106415,30346,52807,6.06869332330968,21.1069867969741,49.6236432833717,28.5166564863976,,441,15438,6017,21455,6458,-14997,-69.899790258681,20.161631348964,6.06869332330968,-14.0929380256543,,,,106413.348937988,1311.13877946987
97,625049048,62504,9048,7901   STONE AVE N, ,0,3630,0,0,2627300,BAGLEY ELEMENTARY SCHOOL,0,1980,40330,7901,SEATTLE,19,13729900,10,171624,6,Major Institution And Public Facilities/Utilities,16,Schools,1,2,0,36700,School(Public),0,BAGLEY ELEMENTARY SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98103,40,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 - M/S 23-365, ,SEATTLE  WA,98124,X,O,1913,1980,172043.05292482,1673.75375379,Y,97,97,,172051,21233,37230,10703,0,43167,0,59718,69166,102885,12.3411081597898,21.6389326420654,6.2208298702129,0.0,25.0896536492087,0.0,34.7094756787232,40.2008706720682,59.7991293279318,,21233,37230,172051,70421,107651,12.3411081597898,21.6389326420654,62.5692381910015,40.9303055489361,,2399,2275,18834,21109,21233,124,0.587427163769008,12.2690365066172,12.3411081597898,0.0720716531726051,,,,172042.316467285,1673.74971073676
98,3693901110,369390,1110,3014  NW 67TH ST, ,0,19177,0,0,1759800,MUSEUM,0,1970,56169,3014,SEATTLE,19,5602500,10,67500,3,Commercial/Mixed-Use,8,Entertainment,1,2,0,36992,Art Gallery/Museum/Soc Srvc,0,NORDIC HERITAGE MUSEUM,C,SEATTLE SCHOOL DISTRICT,PUBLIC,157,0,2019,98117,50,SEATTLE SCHOOL DISTRICT,4400 INTERLAKE AVE N, ,SEATTLE  WA,98103,X,O,1907,1970,67463.51506496,1099.65940588,Y,98,98,,67455,8705,10883,0,0,30375,0,17492,19588,47867,12.9048995626714,16.1337187754799,0.0,0.0,45.0300200133422,0.0,25.9313616485064,29.0386183381514,70.9613816618486,,8705,10883,67455,17492,28375,12.9048995626714,16.1337187754799,42.0650804239864,25.9313616485064,,576,5620,8129,13749,8705,-5044,-36.6863044585061,20.3824772070269,12.9048995626714,-7.4775776443555,,,,67463.2610473633,1099.65744852898
99,4006000598,400600,598,3701  S KENYON ST, ,0,0,0,0,5238200,GYMNASIUM (ELEMENTARY SCHOOL),6000,1995,50716,3701,SEATTLE,36,11932400,10,294641,6,Major Institution And Public Facilities/Utilities,16,Schools,2,2,0,44716,School(Public),0,WING LUKE ELEMENTARY SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98118,50,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,1971,1995,295620.76116535,2336.68278729,Y,99,99,,295621,21028,139289,2288,0,60295,14,72707,162605,133016,7.1131617848529,47.1174239989717,0.773963960611729,0.0,20.3960476420823,0.0047357934652815,24.5946668200162,55.0045497444363,44.9954502555637,,21028,139289,295621,74995,214284,7.1131617848529,47.1174239989717,72.4860547795996,25.3686307806279,,2882,20587,18146,38733,21028,-17705,-45.7103761650272,13.102249163625,7.1131617848529,-5.98908737877214,,,,295619.649353027,2336.67855988716
100,6318000005,631800,5,5000  SW SPOKANE ST, ,0,0,0,0,1204600,SCHMITZ PARK ELEM SCHOOL (VACANT),0,1970,39199,5000,SEATTLE,45,7728400,10,193211,6,Major Institution And Public Facilities/Utilities,16,Schools,1,1,0,39199,School(Public),0,SCHMITZ PARK ELEM SCHOOL,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98116,35,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 - M/S 23-365, ,SEATTLE  WA,98124,X,O,1962,1970,193129.86642768,1833.63870602,Y,100,100,,329828,87803,60780,8488,0,40847,0,131910,157071,172757,26.6208448039584,18.4277866039269,2.57346253198637,0.0,12.3843336526917,0.0,39.9935724074366,47.6220939398717,52.3779060601283,,87803,60780,329828,140398,201178,26.6208448039584,18.4277866039269,60.9948215433499,42.567034939423,,3663,11687,84140,95827,87803,-8024,-8.37342293925512,29.0536279515384,26.6208448039584,-2.43278314757995,,,,329823.268035889,2448.17178241148
101,1624049006,162404,9006,3200   23RD AVE S, ,0,0,0,0,1406400,SCHOOL,5687,1971,35982,3200,SEATTLE,40,6248200,10,208276,6,Major Institution And Public Facilities/Utilities,16,Schools,4,1,0,30295,School(Public),0,KIMBALL ELEMENTARY,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98144,40,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 - M/S 23-365, ,SEATTLE  WA,98124,X,O,1971,1971,208794.85434475,2045.83635533,N,101,101,,208791,56029,78995,0,0,56938,0,16829,135024,73767,26.8349689402321,37.8344852029063,0.0,0.0,27.2703325334904,0.0,8.06021332337122,64.6694541431384,35.3305458568616,,56029,78995,208791,16829,95824,26.8349689402321,37.8344852029063,45.8946985262775,8.06021332337122,,4013,4660,52016,56676,56029,-647,-1.14157668148776,27.1448481974798,26.8349689402321,-0.30987925724768,,,,208794.044006348,2045.8318359578
102,2123700250,212370,250,8601   RAINIER AVE S, ,0,20000,0,0,40955100,SOUTH SHORE MIDDLE SCHOOL,0,2009,190442,8601,SEATTLE,36,14554000,10,415831,6,Major Institution And Public Facilities/Utilities,16,Schools,2,3,0,170442,School(Public),0,SOUTH SHORE MIDDLE SCHOOL and ALTERNATIVE HIGH SCH,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98118,50,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,2009,2009,417100.96844219,4418.23713462,Y,102,102,,277335,26985,62081,0,0,89838,0,98431,89066,188269,9.73010979501325,22.384841437251,0.0,0.0,32.3933149440208,0.0,35.491733823715,32.1149512322642,67.8850487677358,,26985,62081,277335,98431,160512,9.73010979501325,22.384841437251,57.876575260966,35.491733823715,,4394,2265,22591,24856,26985,2129,8.56533633730287,8.9624461391458,9.73010979501325,0.767663655867453,,,,277343.019393921,2993.26548246997
103,2123700250,212370,250,8601   RAINIER AVE S, ,0,20000,0,0,40955100,SOUTH SHORE MIDDLE SCHOOL,0,2009,190442,8601,SEATTLE,36,14554000,10,415831,6,Major Institution And Public Facilities/Utilities,16,Schools,2,3,0,170442,School(Public),0,SOUTH SHORE MIDDLE SCHOOL and ALTERNATIVE HIGH SCH,C,SEATTLE SCHOOL DISTRICT,PUBLIC,184,0,2019,98118,50,SEATTLE PUBLIC SCHOOLS,PO BOX 34165 M/S 23-365, ,SEATTLE  WA,98124,X,O,2009,2009,417100.96844219,4418.23713462,Y,103,103,,139130,9347,64437,0,0,22631,0,42715,73784,65346,6.71817724430389,46.3142384819953,0.0,0.0,16.2660820815065,0.0,30.7015021921944,53.0324157262991,46.9675842737009,,9347,64437,139130,42715,107152,6.71817724430389,46.3142384819953,77.0157406741896,30.7015021921944,,1364,497,7983,8480,9347,867,10.2240566037736,6.09501904693452,6.71817724430389,0.623158197369366,,,,139126.232009888,1474.87570483244
