OBJECTID,VRI_CLASS,DISTANCE_ZONE,VRI_SCENIC,VRI_SENSITIVITY,VRI_AREA_ID,BLM_ORG_CD,GIS_ACRES,SHAPE_Length,SHAPE_Area
13403,IV,FM,B,LOW,VRIORN000000231,ORN00,1.85726547,0.0078615253076203,8.4810207202425e-07
13404,IV,FM,B,LOW,VRIORN000000231,ORN00,1.25447604,0.0099329825124937,5.72800148779288e-07
13405,IV,FM,B,LOW,VRIORN000000231,ORN00,0.99601792,0.0030910726969909,4.54788380598497e-07
13406,IV,FM,B,LOW,VRIORN000000231,ORN00,0.0247479,0.0026316739330615,1.12992656573575e-08
13407,IV,FM,B,LOW,VRIORN000000231,ORN00,0.01076734,0.003220847412201,4.91578784406697e-09
13408,IV,FM,B,LOW,VRIORN000000231,ORN00,4.67977116,0.0065308685927734,2.13613727447055e-06
13409,IV,FM,B,LOW,VRIORN000000404,ORN00,133.11424811,0.0476819995971218,6.07902838117491e-05
13410,IV,FM,B,LOW,VRIORN000000404,ORN00,247.15546157,0.0752378887698034,0.0001128653160246
13411,IV,FM,B,LOW,VRIORN000000404,ORN00,4.74756122,0.0108220581474117,2.16773505755228e-06
13412,IV,FM,B,LOW,VRIORN000000404,ORN00,0.03918526,0.0041434180198838,1.78868279370711e-08
13413,IV,FM,B,LOW,VRIORN000000404,ORN00,0.00382451,0.0017770715254503,1.74622748413295e-09
13414,IV,FM,B,LOW,VRIORN000000405,ORN00,31.0192282,0.0158683092065369,1.41709617110576e-05
13415,IV,FM,B,LOW,VRIORN000000405,ORN00,211.28856788,0.0634723447428581,9.65011622952829e-05
13416,IV,FM,B,LOW,VRIORN000000392,ORN00,145.59073587,0.054701852903846,6.64572397529128e-05
13417,IV,FM,B,LOW,VRIORN000000392,ORN00,0.65048667,0.0037376271339347,2.96930014758358e-07
13418,II,FM,B,HIGH,VRIORN000000399,ORN00,77.57982631,0.031368718612937,3.54279053737052e-05
13419,IV,FM,B,LOW,VRIORN000000400,ORN00,1.2771232,0.0042791898666207,5.83255323205822e-07
13420,IV,FM,B,LOW,VRIORN000000400,ORN00,98.03845844,0.0401755120836966,4.47682012476812e-05
13421,IV,BG,B,MOD,VRIORN000000672,ORN00,121.19514628,0.0506194703745468,5.53276872101311e-05
13422,IV,BG,B,MOD,VRIORN000000672,ORN00,0.74279578,0.0032036918161179,3.39130159173994e-07
13423,IV,BG,B,MOD,VRIORN000000668,ORN00,0.01042517,0.00291892305589,4.7607567726632506e-09
13424,IV,BG,B,MOD,VRIORN000000668,ORN00,610.66613917,0.115848727152014,0.0002787818094571
13425,IV,BG,B,MOD,VRIORN000000670,ORN00,98.88892171,0.0374199289206152,4.51487399729228e-05
13426,III,FM,B,MOD,VRIORN000000783,ORN00,217.22738517,0.057577458627701,9.91868775713778e-05
13427,III,FM,B,MOD,VRIORN000000783,ORN00,1594.49307444,0.17954896824805,0.0007279073164434
13428,III,FM,B,MOD,VRIORN000000783,ORN00,37.14250002,0.0166858826267201,1.695813984435e-05
13429,III,FM,B,MOD,VRIORN000000783,ORN00,132.20269884,0.0538811505371449,6.03585401648188e-05
13430,III,FM,B,MOD,VRIORN000000783,ORN00,14.37535053,0.0130659722966311,6.56239473933296e-06
13431,III,FM,B,MOD,VRIORN000000783,ORN00,2235.43443131,0.218765038918601,0.0010200987597717
13432,III,FM,B,MOD,VRIORN000000783,ORN00,304.78418793,0.0612834065974749,0.0001390926687559
13433,III,FM,B,MOD,VRIORN000000783,ORN00,19.0320454,0.013761507131633,8.68547901848186e-06
13434,III,FM,B,MOD,VRIORN000000783,ORN00,2.37294132,0.0083853086575478,1.08282100771827e-06
13435,III,FM,B,MOD,VRIORN000000783,ORN00,49.33195632,0.0196898987257602,2.25085596134257e-05
13436,III,FM,B,MOD,VRIORN000000783,ORN00,281.71025011,0.0796622716418905,0.0001285000140413
13437,III,FM,B,MOD,VRIORN000000783,ORN00,385.06969735,0.0926882931372034,0.0001755872248373
13438,III,FM,B,MOD,VRIORN000000783,ORN00,6.90780495,0.0135247125970345,3.1503250188234e-06
13439,III,FM,B,MOD,VRIORN000000783,ORN00,0.99504573,0.0050823633841323,4.53776187254244e-07
13440,III,FM,B,MOD,VRIORN000000783,ORN00,10.09152688,0.0105544124363504,4.60211935406098e-06
13441,IV,SS,B,MOD,VRIORN000000979,ORN00,110.82355297,0.0468344218580623,5.05304527017578e-05
13442,IV,SS,B,MOD,VRIORN000000984,ORN00,95.51865009,0.0274384652449697,4.35632674181292e-05
13443,IV,SS,B,MOD,VRIORN000000984,ORN00,33.27081412,0.0254943422485623,1.5169963714202e-05
13444,IV,SS,B,MOD,VRIORN000000985,ORN00,37.28764761,0.027000663693071,1.70104303084927e-05
13445,IV,SS,B,MOD,VRIORN000000985,ORN00,412.54774516,0.0757055924881029,0.0001881561829784
13446,IV,SS,B,MOD,VRIORN000000985,ORN00,154.5294231,0.0405664033189088,7.04685883365151e-05
13447,IV,SS,B,MOD,VRIORN000000985,ORN00,0.12184586,0.0034798303917313,5.55559817657034e-08
13448,IV,SS,B,MOD,VRIORN000000985,ORN00,0.81355927,0.0037411743935447,3.70962831249135e-07
13449,IV,SS,B,MOD,VRIORN000000989,ORN00,83.54358064,0.0260864241351848,3.81224020330623e-05
13450,IV,SS,B,MOD,VRIORN000000990,ORN00,51.3197867,0.0264710645238468,2.34179774276042e-05
13451,IV,SS,B,MOD,VRIORN000000992,ORN00,533.36199854,0.0987486329622668,0.0002434224208033
13452,IV,SS,B,MOD,VRIORN000000993,ORN00,116.41089224,0.0321327755455314,5.31342618928956e-05
13453,IV,SS,B,MOD,VRIORN000000995,ORN00,37.75389442,0.0174928178481906,1.72362366727211e-05
13454,IV,SS,B,MOD,VRIORN000000995,ORN00,11.07183883,0.0163759641423269,5.05476131862775e-06
13455,IV,SS,B,MOD,VRIORN000000995,ORN00,81.01419013,0.0312445899863505,3.69834038491762e-05
13456,IV,SS,B,MOD,VRIORN000000996,ORN00,62.84888179,0.0411570707612595,2.86930611177978e-05
13457,IV,SS,B,MOD,VRIORN000001000,ORN00,64.73043453,0.0251865462273842,2.95522274458209e-05
13458,UNK,,B,LOW,VRIORP000000270,ORP00,39.39847354,0.0171982693773735,1.79947367493041e-05
13459,UNK,,C,MOD,VRIORP000000084,ORP00,200.27413533,0.0547446487435743,9.1472368305543e-05
13460,UNK,,C,LOW,VRIORP000000152,ORP00,519.12528718,0.105563750492483,0.0002370753224388
13461,IV,FM,B,LOW,VRIORN000000231,ORN00,117.22163716,0.037434854026119,5.35788792409164e-05
13462,UNK,,C,MOD,VRIORP000000272,ORP00,38.56574343,0.0169394912698326,1.76147831618479e-05
13463,IV,FM,B,LOW,VRIORV040001608,ORV04,118.62144552,0.0372511938923536,5.42157700622226e-05
13464,III,SS,B,HIGH,VRIORN000000062,ORN00,35.80096459,0.0161264608177972,1.63633212278706e-05
13465,III,SS,B,HIGH,VRIORN000000062,ORN00,107.62625044,0.0316567706689073,4.91866433255112e-05
13466,III,SS,B,HIGH,VRIORN000000062,ORN00,26.70864967,0.0210791839429576,1.22056810748498e-05
13467,IV,SS,B,LOW,VRIORN000000063,ORN00,69.27729716,0.0240649121252083,3.16639697844544e-05
13468,II,FM,B,HIGH,VRIORN000000230,ORN00,315.07589868,0.0700431041098172,0.0001439972606912
13469,II,FM,B,HIGH,VRIORN000000230,ORN00,6.11183779,0.0091539448196472,2.79300003556642e-06
13470,IV,FM,B,LOW,VRIORN000000231,ORN00,73.62369363,0.0300516447133778,3.36522129914128e-05
13471,IV,SS,B,LOW,VRIORN000000063,ORN00,38.83421332,0.0170370896208649,1.77510607120416e-05
13472,IV,SS,C,LOW,VRIORV040001750,ORV04,59.85131857,0.0222597076061828,2.73583682772196e-05
13473,UNK,,B,LOW,VRIORP000000269,ORP00,39.4933126,0.0172102771035643,1.80391904233114e-05
13474,UNK,,C,LOW,VRIORP000000271,ORP00,40.11129155,0.0173589254637008,1.83218508125088e-05
13475,III,FM,B,MOD,VRIORV040000576,ORV04,10.79976637,0.0119947674963237,4.93672148714714e-06
13476,IV,FM,C,MOD,VRIORV040001595,ORV04,29.24251439,0.0187327899871711,1.33670727965713e-05
13477,IV,FM,B,LOW,VRIORV040000553,ORV04,390.5013847,0.0760233257983046,0.0001784652632355
13478,IV,FM,B,LOW,VRIORV040000553,ORV04,1.25201568,0.0042932204901657,5.72239129822402e-07
13479,IV,SS,B,LOW,VRIORV040001152,ORV04,39.62384208,0.0176211153861181,1.8110901646067e-05
13480,IV,SS,B,LOW,VRIORV040001152,ORV04,5.87846251,0.0123179074418162,2.68662868426278e-06
13481,III,FM,B,MOD,VRIORN000000789,ORN00,103.65616752,0.0479490269165721,4.73826325330743e-05
13482,IV,SS,B,MOD,VRIORN000000064,ORN00,123.7047905,0.0353728301728951,5.65431967258017e-05
13483,III,FM,B,MOD,VRIORN000000789,ORN00,75.53495445,0.0324919089265741,3.45320625847163e-05
13484,UNK,,C,MOD,VRIORP000000036,ORP00,159.82292423,0.0346628154613175,7.30086539782547e-05
13485,III,SS,B,HIGH,VRIORN000000062,ORN00,69.50922773,0.0223029403827408,3.17729494568407e-05
13486,IV,SS,B,LOW,VRIORN000000063,ORN00,10.80250102,0.0128880359526181,4.93815230580004e-06
13487,II,FM,B,HIGH,VRIORN000000230,ORN00,405.94858082,0.0695917317191635,0.0001855680699754
13488,IV,FM,B,LOW,VRIORN000000231,ORN00,175.64985893,0.0429538260881494,8.02999458529339e-05
13489,IV,SS,B,LOW,VRIORN000000063,ORN00,42.15857292,0.0259234769851315,1.92735603434883e-05
13490,IV,SS,B,LOW,VRIORN000000063,ORN00,34.80740006,0.0180386284872942,1.59114340500402e-05
13491,IV,SS,B,LOW,VRIORN000000063,ORN00,46.78856695,0.0218457999378813,2.13876355633659e-05
13492,IV,SS,B,LOW,VRIORN000000063,ORN00,7.15396804,0.0217507562567429,3.26966282233119e-06
13493,IV,FM,B,LOW,VRIORN000000231,ORN00,0.54718321,0.002452646264793,2.50160184796939e-07
13494,IV,FM,B,LOW,VRIORN000000231,ORN00,8.82445283,0.0133085538415874,4.03425576822853e-06
13495,IV,FM,B,LOW,VRIORN000000231,ORN00,266.46280105,0.0722693676124863,0.0001218041974972
13496,III,SS,B,HIGH,VRIORN000000062,ORN00,7.39534566,0.0112943638739187,3.38078315828413e-06
13497,IV,SS,B,LOW,VRIORN000000063,ORN00,72.62682345,0.0235973490532358,3.32024033062387e-05
13498,IV,SS,B,LOW,VRIORN000000063,ORN00,191.28917027,0.0424210033274672,8.74447397076278e-05
13499,IV,SS,B,MOD,VRIORN000000064,ORN00,0.00242998,0.0001542102263214,1.1107208267959401e-09
13500,IV,BG,B,LOW,VRIORN000000177,ORN00,124.6205455,0.0401246428165496,5.69711925878252e-05
13501,IV,BG,B,MOD,VRIORN000000178,ORN00,1.5730137,0.0043954054864604,7.19009759058449e-07
13502,III,FM,B,MOD,VRIORV040001846,ORV04,38.40874432,0.0169730995505429,1.75593216377417e-05
13503,IV,SS,C,LOW,VRIORV040001277,ORV04,4.24121643,0.0083145528838359,1.93899005458747e-06
13504,IV,FM,C,LOW,VRIORV040001564,ORV04,159.65618053,0.0469464085197604,7.29913797639002e-05
13505,IV,SS,C,LOW,VRIORV040001750,ORV04,39.43980493,0.0172236594634798,1.80315248923427e-05
13506,UNK,,B,LOW,VRIORP000000002,ORP00,276.0202087,0.0687928146829815,0.0001260928597078
13507,IV,SS,B,MOD,VRIORN000000064,ORN00,42.08824222,0.0178599062610267,1.92405534887252e-05
13508,IV,SS,B,LOW,VRIORN000000063,ORN00,24.96482642,0.0230924943941312,1.14127004753054e-05
13509,IV,FM,B,LOW,VRIORN000000231,ORN00,291.08887453,0.0670284563697182,0.0001330769097536
13510,IV,FM,C,LOW,VRIORV040001265,ORV04,17.67133729,0.0118954530300438,8.07934672404487e-06
13511,IV,SS,C,LOW,VRIORV040001803,ORV04,21.96711629,0.012757447546261,1.00433629876089e-05
13512,IV,FM,B,LOW,VRIORV040000553,ORV04,35.55406719,0.0162238432843675,1.62537974201613e-05
13513,IV,SS,B,LOW,VRIORV040000459,ORV04,6.37644347,0.0104060412139859,2.91501220489463e-06
13514,IV,FM,B,LOW,VRIORV040000553,ORV04,33.62653259,0.0166086220698231,1.53723874320806e-05
13515,IV,SS,B,LOW,VRIORV040000459,ORV04,26.15088111,0.0145232544890171,1.19548338920519e-05
13516,IV,FM,B,LOW,VRIORV040000553,ORV04,13.43298925,0.0111343084260123,6.14083590984131e-06
13517,IV,SS,B,MOD,VRIORN000000064,ORN00,8.77442694,0.0087177175001441,4.01154975857319e-06
13518,IV,SS,B,MOD,VRIORN000000064,ORN00,44.98538261,0.0178757956888135,2.05652091440762e-05
13519,IV,BG,B,MOD,VRIORN000000126,ORN00,29.34652551,0.017112059760057,1.34165748418788e-05
13520,UNK,,C,MOD,VRIORP000000268,ORP00,79.61700752,0.0244987945193324,3.63766079608426e-05
13521,IV,FM,C,LOW,VRIORV040000319,ORV04,11.60565424,0.0109147782126414,5.30642793013669e-06
13522,IV,FM,C,LOW,VRIORV040001620,ORV04,20.81524707,0.0134653957157692,9.51745354856999e-06
13523,IV,FM,B,LOW,VRIORV040001759,ORV04,7.39098453,0.0088887626032349,3.37931017569507e-06
13524,IV,FM,B,LOW,VRIORV040001608,ORV04,39.59008334,0.0171877100904662,1.81016745411629e-05
13525,IV,FM,B,LOW,VRIORV040001759,ORV04,0.02424678,0.000499266358859,1.10865209529796e-08
13526,IV,FM,C,LOW,VRIORV040001564,ORV04,128.82374568,0.0332100172869888,5.8893548032228e-05
13527,IV,SS,C,LOW,VRIORV040001750,ORV04,481.46820851,0.124239842212822,0.0002201255079674
13528,IV,SS,C,LOW,VRIORV040001750,ORV04,39.24379014,0.0171741486647272,1.79451906596397e-05
13529,IV,FM,C,LOW,VRIORV040000063,ORV04,652.96519957,0.129299196902209,0.000297984666035
13530,IV,SS,C,MOD,VRIORV040000150,ORV04,413.75267709,0.0605515191377106,0.0001886757826578
13531,IV,SS,C,LOW,VRIORV040000321,ORV04,413.47029935,0.0627778049150031,0.000188023129957
13532,IV,SS,C,LOW,VRIORV040000276,ORV04,4700.8822518,0.38379826387867,0.0021423861490846
13533,IV,SS,C,LOW,VRIORV040000276,ORV04,273.45514877,0.0480044152915491,0.0001245173502449
13534,IV,SS,C,LOW,VRIORV040000276,ORV04,3080.1759912,0.215067378518935,0.0014013953181592
13535,IV,FM,C,LOW,VRIORV040000245,ORV04,1507.76406329,0.164650027403521,0.0006868534496902
13536,IV,SS,C,MOD,VRIORV040000341,ORV04,400.91917648,0.0837363589526429,0.0001828956843228
13537,IV,SS,C,MOD,VRIORV040000341,ORV04,20.82021802,0.0157204984385338,9.49573380112044e-06
13538,IV,FM,C,LOW,VRIORV040000534,ORV04,279.34327691,0.0564890075576257,0.0001273266103638
13539,IV,FM,C,MOD,VRIORV040000405,ORV04,3714.76686164,0.307015947698224,0.0016913131096064
13540,IV,SS,C,LOW,VRIORV040000426,ORV04,453.88917063,0.0967930354136583,0.0002072630841504
13541,IV,SS,C,LOW,VRIORV040000426,ORV04,4910.41502918,0.422154666233191,0.0022406076186677
13542,IV,SS,C,LOW,VRIORV040000438,ORV04,733.91227172,0.121369166675894,0.0003339056795404
13543,IV,SS,C,MOD,VRIORV040000454,ORV04,1568.2796931,0.149553546198905,0.000714613337205
13544,IV,FM,C,LOW,VRIORV040000455,ORV04,179.77209196,0.0650236307605691,8.18248744595051e-05
13545,IV,FM,C,LOW,VRIORV040000455,ORV04,34.886227,0.0277227535078672,1.58758686460761e-05
13546,IV,FM,B,LOW,VRIORV040000643,ORV04,37.99396193,0.0214075597992017,1.72891953089125e-05
13547,IV,FM,B,LOW,VRIORV040000643,ORV04,21.12968851,0.0168875789155856,9.61249382544609e-06
13548,IV,FM,B,LOW,VRIORV040000643,ORV04,24.54838647,0.0159001752462825,1.11663311720162e-05
13549,IV,FM,B,LOW,VRIORV040000643,ORV04,2.22361205,0.0047606856220135,1.0109661754333e-06
13550,IV,FM,B,LOW,VRIORV040000643,ORV04,14.26474362,0.011754029820134,6.4847434225052e-06
13551,IV,FM,B,LOW,VRIORV040000643,ORV04,43.99465056,0.0320637435386477,1.99992118224824e-05
13552,IV,FM,C,LOW,VRIORV040000778,ORV04,7581.12905578,0.581412023235,0.0034482728774015
13553,IV,FM,C,MOD,VRIORV040000808,ORV04,570.05020907,0.0753565899233509,0.0002596967501594
13554,IV,FM,C,LOW,VRIORV040000925,ORV04,88.89971757,0.0319011891455904,4.04497842039482e-05
13555,IV,FM,C,LOW,VRIORV040000938,ORV04,1050.07369652,0.236638809158879,0.0004790734702115
13556,IV,SS,C,MOD,VRIORV040001039,ORV04,1729.91630242,0.178648204764828,0.0007878902626904
13557,IV,SS,C,LOW,VRIORV040001306,ORV04,66.13052193,0.0350216433928279,3.01588506367223e-05
13558,IV,FM,C,LOW,VRIORV040001186,ORV04,754.80346022,0.0996966590490115,0.0003446941784477
13559,IV,FM,C,LOW,VRIORV040001186,ORV04,1513.88384626,0.174169965000568,0.0006909327234242
13560,IV,FM,C,LOW,VRIORV040001186,ORV04,470.83580624,0.087388156837721,0.0002148828656957
13561,IV,SS,C,LOW,VRIORV040001256,ORV04,0.05563953,0.0009820557800231,2.53035614234181e-08
13562,IV,SS,C,LOW,VRIORV040001256,ORV04,0.00982433,0.0007113672870732,4.46767064830735e-09
13563,IV,SS,C,MOD,VRIORV040001484,ORV04,243.68772033,0.0492253484817558,0.0001109828486426
13564,IV,FM,C,LOW,VRIORV040001451,ORV04,2225.50351328,0.205011634317805,0.001016032885501
13565,IV,FM,C,LOW,VRIORV040001451,ORV04,5.38847853,0.0088282389514714,2.46029839969266e-06
13566,IV,FM,C,LOW,VRIORV040001451,ORV04,1425.39942957,0.159638688311896,0.0006504567254114
13567,IV,FM,C,LOW,VRIORV040001451,ORV04,528.54171706,0.0968932255608587,0.0002411452998466
13568,IV,FM,C,LOW,VRIORV040001451,ORV04,2221.23936299,0.201832480556444,0.0010128381088247
13569,IV,FM,C,LOW,VRIORV040001451,ORV04,232.12037604,0.0612160031952606,0.0001057877390277
13570,IV,FM,C,LOW,VRIORV040001451,ORV04,17.4125861,0.0155119692122458,7.9343631759593e-06
13571,IV,SS,C,LOW,VRIORV040001547,ORV04,199.78836602,0.0562195959872155,9.1235438251082e-05
13572,IV,SS,C,LOW,VRIORV040001776,ORV04,156.51744581,0.0353643792091249,7.14590599547855e-05
13573,IV,SS,C,LOW,VRIORV040001776,ORV04,3.81152345,0.0069465125012618,1.74000032118992e-06
13574,IV,SS,C,LOW,VRIORV040001776,ORV04,124.42636352,0.0434839522268425,5.67945656860375e-05
13575,IV,SS,C,LOW,VRIORV040001776,ORV04,37.21112783,0.0216098852640472,1.69853636078833e-05
13576,IV,SS,C,LOW,VRIORV040001776,ORV04,11.83645265,0.0111099039894399,5.402501121365e-06
13577,IV,SS,C,LOW,VRIORV040001776,ORV04,13.37302457,0.0123317365206994,6.10283610456392e-06
13578,IV,SS,C,LOW,VRIORV040001663,ORV04,1479.17701086,0.143589593530353,0.0006750563852285
13579,IV,SS,C,LOW,VRIORV040001663,ORV04,533.63207951,0.098209599008772,0.0002434607787
13580,IV,FM,C,MOD,VRIORV040001667,ORV04,1851.93390073,0.172515558366694,0.0008435789071291
13581,IV,FM,C,MOD,VRIORV040001667,ORV04,2440.58929229,0.177809910010137,0.0011109864978269
13582,IV,FM,C,MOD,VRIORV040001667,ORV04,39.85197948,0.0209940107218134,1.81357910384217e-05
13583,IV,BG,C,LOW,VRIORV040001610,ORV04,245.31964595,0.047327559374958,0.0001116053883293
13584,IV,BG,C,LOW,VRIORV040001622,ORV04,2317.38980907,0.226038810467354,0.0010577183996273
13585,IV,SS,C,LOW,VRIORV040001702,ORV04,87.39544476,0.0322853264937232,3.98944792221824e-05
13586,IV,FM,C,MOD,VRIORV040001853,ORV04,8767.73798986,0.647837015291457,0.0039978230624002
13587,IV,FM,C,MOD,VRIORV040001853,ORV04,42.94053542,0.0216129456756217,1.9594326107503e-05
13588,IV,FM,C,MOD,VRIORV040001853,ORV04,52.67457072,0.0201786286797624,2.40280109634495e-05
13589,IV,FM,C,MOD,VRIORV040001853,ORV04,30.14512198,0.0209996275997796,1.37490760251277e-05
13590,IV,SS,C,LOW,VRIORV040001899,ORV04,77.6151943,0.0247060443448466,3.5416948337298e-05
13591,UNK,,C,MOD,VRIORP000000242,ORP00,39.59651864,0.0172561488629463,1.80930443796112e-05
13592,UNK,,A,MOD,VRIORP000000128,ORP00,119.47486994,0.031762334248902,5.45897383575613e-05
13593,IV,SS,B,LOW,VRIORN000000063,ORN00,330.09120734,0.0560711582198973,0.0001509419626223
13594,IV,SS,B,LOW,VRIORN000000063,ORN00,196.86772985,0.0526195043587393,9.00099740184199e-05
13595,IV,FM,B,LOW,VRIORN000000231,ORN00,149.34718509,0.0571640728152289,6.82856240065381e-05
13596,IV,SS,B,LOW,VRIORN000000063,ORN00,29.90707083,0.0215179372632417,1.36733285293095e-05
13597,IV,FM,B,LOW,VRIORN000000231,ORN00,332.91953186,0.0696389305942028,0.0001522200939153
13598,IV,SS,B,LOW,VRIORN000000063,ORN00,20.80245219,0.0132050016630019,9.51254619468652e-06
13599,IV,FM,B,LOW,VRIORN000000231,ORN00,14.64916107,0.0146716997193888,6.69895896470054e-06
13600,IV,SS,B,LOW,VRIORN000000063,ORN00,0.08866992,0.0014470325417449,4.05494429283503e-08
13601,IV,SS,B,LOW,VRIORN000000063,ORN00,4.49605787,0.0075004491385352,2.05562255102657e-06
13602,IV,SS,B,LOW,VRIORN000000063,ORN00,5.77641473,0.0071535822883037,2.6410058635009e-06
13603,IV,BG,B,LOW,VRIORN000000177,ORN00,556.29141354,0.0692199164973325,0.0002543656240519
13604,IV,BG,B,LOW,VRIORN000000177,ORN00,0.0871847,0.0013731523637042,3.98698730073855e-08
13605,IV,BG,B,LOW,VRIORN000000177,ORN00,0.32666888,0.0020258128788798,1.49360167094719e-07
13606,IV,FM,B,LOW,VRIORN000000402,ORN00,33.96148582,0.0192922588958879,1.55303988679252e-05
13607,IV,FM,B,LOW,VRIORN000000402,ORN00,33.1855631,0.0168905302443548,1.51736109271259e-05
13608,IV,FM,B,LOW,VRIORN000000231,ORN00,401.3363757,0.0595647092337518,0.0001835005406273
13609,IV,FM,C,LOW,VRIORV040001564,ORV04,40.3664832,0.0174021453832506,1.84593574179488e-05
13610,IV,SS,C,LOW,VRIORV040001750,ORV04,97.99347227,0.0321540691565966,4.4812508101649e-05
13611,IV,SS,B,MOD,VRIORN000000064,ORN00,39.6604323,0.0172551676484272,1.81349024217595e-05
13612,UNK,,C,LOW,VRIORP000000114,ORP00,232.39719188,0.0533689908564299,0.0001061823919144
13613,IV,FM,B,LOW,VRIORN000000231,ORN00,42.15273977,0.0177621721726324,1.92770363402045e-05
13614,III,FM,B,MOD,VRIORN000000793,ORN00,24.15369924,0.0142567899025582,1.10466321355594e-05
13615,IV,SS,B,MOD,VRIORN000001020,ORN00,15.81082411,0.0149258930309381,7.23094863862966e-06
13616,IV,SS,B,MOD,VRIORN000000064,ORN00,40.31934583,0.017428485599826,1.84373712328507e-05
13617,IV,SS,B,LOW,VRIORN000000063,ORN00,88.37357917,0.0334728292122275,4.04152457301544e-05
13618,IV,FM,B,LOW,VRIORN000000231,ORN00,34.09413203,0.0210053016746407,1.55921366082337e-05
13619,IV,FM,B,LOW,VRIORV040000553,ORV04,39.88966955,0.0173056447419128,1.82414943782326e-05
13620,IV,SS,B,MOD,VRIORN000000064,ORN00,84.32858966,0.0251437692379065,3.85633745722094e-05
13621,III,FM,B,MOD,VRIORN000000292,ORN00,0.01849365,0.0005340874970816,8.45742669815738e-09
13622,IV,FM,C,LOW,VRIORV040000319,ORV04,10.85767342,0.0221319535451445,4.96504163667676e-06
13623,IV,SS,C,LOW,VRIORV040001356,ORV04,60.65392993,0.0308105343227843,2.77382342081694e-05
13624,IV,FM,C,LOW,VRIORV040001620,ORV04,296.3522108,0.062439325700974,0.0001355230141024
13625,UNK,,C,LOW,VRIORP000000241,ORP00,79.55499624,0.024522525302563,3.63575857460469e-05
13626,UNK,,C,LOW,VRIORP000000100,ORP00,119.81679347,0.0346446561445298,5.47571622393717e-05
13627,III,FM,B,MOD,VRIORV040000576,ORV04,7.36584307,0.0090619920340691,3.3687291752498e-06
13628,III,FM,B,MOD,VRIORV040001846,ORV04,32.5667515,0.0158723566597724,1.48946092507963e-05
13629,IV,SS,B,LOW,VRIORV040000459,ORV04,79.25897835,0.0244675540248137,3.62454053732068e-05
13630,IV,FM,C,LOW,VRIORV040001564,ORV04,39.32789112,0.0172258860407302,1.79876914747904e-05
13631,IV,FM,C,LOW,VRIORV040001564,ORV04,38.97170483,0.0171616094681382,1.78249065623155e-05
13632,IV,SS,B,MOD,VRIORN000000064,ORN00,70.5618052,0.0271903832881467,3.22709468535814e-05
13633,III,FM,B,MOD,VRIORV040001846,ORV04,79.72378096,0.0245735141785542,3.64633586199811e-05
13634,IV,SS,B,LOW,VRIORN000000063,ORN00,138.55822464,0.0347480214166066,6.33748860172878e-05
13635,IV,SS,B,LOW,VRIORN000000063,ORN00,190.01280726,0.0394404298064204,8.69069029202234e-05
13636,IV,SS,B,LOW,VRIORN000000063,ORN00,1.69189601,0.003630704257253,7.73725131660836e-07
13637,IV,SS,B,MOD,VRIORN000000064,ORN00,0.28126352,0.00212275124568,1.28651613507641e-07
13638,IV,SS,B,MOD,VRIORN000000064,ORN00,0.11932511,0.0053171384130571,5.45746758562156e-08
13639,IV,SS,B,MOD,VRIORN000000064,ORN00,0.01719821,0.0004873985873102,7.86517548135104e-09
13640,IV,BG,B,LOW,VRIORN000000177,ORN00,305.0160141,0.0878076176643383,0.0001394992049353
13641,IV,BG,B,MOD,VRIORN000000178,ORN00,0.5407119,0.0039538924125705,2.47279148343e-07
13642,UNK,,B,LOW,VRIORP000000078,ORP00,836.38729579,0.112898317741793,0.000382191489492
13643,UNK,,A,HIGH,VRIORP000000133,ORP00,1870.23787981,0.15472536651366,0.0008546641013891
13644,UNK,,A,HIGH,VRIORP000000070,ORP00,248.86084233,0.058577123016973,0.000113742076875
13645,UNK,,A,HIGH,VRIORP000000200,ORP00,326.94253,0.0554493897067203,0.0001493563111047
13646,UNK,,C,MOD,VRIORP000000077,ORP00,4799.96696783,0.32168153979647,0.0021929541079919
13647,UNK,,C,LOW,VRIORP000000089,ORP00,186.27599211,0.0426971754558149,8.5139108238444e-05
13648,UNK,,C,MOD,VRIORP000000136,ORP00,4787.54878197,0.43938053372784,0.0021871687477148
13649,UNK,,A,MOD,VRIORP000000179,ORP00,285.4872076,0.0849373657082119,0.0001304463612567
13650,UNK,,C,LOW,VRIORP000000209,ORP00,205.23156357,0.0450305071242584,9.38055007010838e-05
13651,IV,SS,B,MOD,VRIORN000000064,ORN00,2.86517569,0.0048738943759664,1.31048425595018e-06
13652,III,FM,B,MOD,VRIORN000000292,ORN00,35.48100726,0.0167637339497472,1.62286593902399e-05
13653,IV,FM,B,LOW,VRIORV040000553,ORV04,317.36864563,0.0590332730608043,0.0001451507197222
13654,IV,SS,B,MOD,VRIORN000000064,ORN00,39.54426815,0.0172339651909851,1.80901432470128e-05
13655,IV,FM,B,LOW,VRIORV040000553,ORV04,119.11870184,0.0345724347801428,5.44831294452352e-05
13656,IV,SS,B,MOD,VRIORN000000064,ORN00,79.56748254,0.0245260210250895,3.64005284763486e-05
13657,IV,FM,B,LOW,VRIORV040000553,ORV04,39.72659219,0.0172847973110579,1.81723913438622e-05
13658,IV,FM,C,LOW,VRIORV040001564,ORV04,40.19207786,0.017380203997039,1.83872929106379e-05
