ObjectId,ID,Permit_Number,Permit_Subtype,Permit_Description,Street_Address,City,State,ZIP_Code,Date_Issued,Project_Start_Date,Project_End_Date,Permit_Type_Code,Subtype_Code
5076,5076,ASB1025980,Regulated Abatement for Demo,DEMOLITION,2116 HOWARD ST,LOUISVILLE,KY,40211,2017-07-18 09:32:21,2017-06-21 00:00:00,2017-07-06 00:00:00,ASBESTOS,DEMOABATE
5077,5186,ASB1038338,Regulated Abatement for Renov.,JCPS-KENWOOD ELEMENTARY SCHOOL,7420 JUSTAN AVE,LOUISVILLE,KY,40214,2017-11-09 11:44:05,2017-10-17 00:00:00,2017-12-31 00:00:00,ASBESTOS,RENOABATE
5078,5020,ASB1047993,Regulated Abatement for Renov.,JCPS TT Knight Middle,9803 BLUE LICK RD,LOUISVILLE,KY,40229,2018-02-22 11:03:13,2018-03-09 00:00:00,2018-03-16 00:00:00,ASBESTOS,RENOABATE
5079,4921,ASB1010508,Regulated Abatement for Demo,JCPS Watterson Elementary School Swimming Pool,3900 BRECKENRIDGE LN,LOUISVILLE,KY,40218,2017-01-05 12:10:23,2017-01-11 00:00:00,2017-01-12 00:00:00,ASBESTOS,DEMOABATE
5080,4827,ASB1041357,Regulated Abatement for Demo,LG&E CANE RUN DEMOLITION,5252 CANE RUN RD,LOUISVILLE,KY,40216,2017-12-19 08:43:46,2017-11-09 00:00:00,2019-09-30 00:00:00,ASBESTOS,DEMOABATE
5081,5187,ASB1048235,Blanket Abatement,American Printing House Non Friable Blanket Permit,1839 FRANKFORT AVE,LOUISVILLE,KY,40206,2018-03-06 09:49:30,2018-02-01 00:00:00,2019-01-31 00:00:00,ASBESTOS,BLANKET
5082,5077,ASB1040688,Regulated Abatement Other,LOUISVILLE METRO,2824 W CHESTNUT ST,LOUISVILLE,KY,40211,,2017-10-27 00:00:00,2017-10-31 00:00:00,ASBESTOS,OTHERABATE
5083,4922,ASB1015523,Regulated Abatement for Renov.,ST MATTHEWS BAPTIST CHURCH -PHASE 2,3515 GRANDVIEW AVE,LOUISVILLE,KY,40207,2017-03-08 15:37:38,2017-03-14 00:00:00,2017-07-15 00:00:00,ASBESTOS,RENOABATE
5084,5188,ASB1009718,Regulated Abatement Other,U OF L SCHNEIDER HALL- EMERGENCY,2300 S FIRST STREET WALK,LOUISVILLE,KY,40208,2016-12-22 14:13:53,2016-12-21 00:00:00,2016-12-23 00:00:00,ASBESTOS,OTHERABATE
5085,4828,ASB1042981,Regulated Abatement for Renov.,Reservation Louisville Project,1211 E BROADWAY,LOUISVILLE,KY,40204,2018-04-10 11:20:59,2017-12-07 00:00:00,2017-12-22 00:00:00,ASBESTOS,RENOABATE
5086,5078,ASB1045866,Regulated Abatement for Demo,METRO PROJECTS - ABANDON VACANT HOMES,2707 W KENTUCKY ST,LOUISVILLE,KY,40211,2018-01-30 14:03:54,2018-01-04 00:00:00,2018-01-18 00:00:00,ASBESTOS,DEMOABATE
5087,4923,ASB1017973,Regulated Abatement for Renov.,Jacobs School Apartments,3670 WHEELER AVE,LOUISVILLE,KY,40215,2017-03-27 15:41:02,2017-04-10 00:00:00,2017-04-17 00:00:00,ASBESTOS,RENOABATE
5088,5189,ASB1010303,Regulated Abatement for Renov.,GENERAL ELECTRIC-AP-5,4000 BUECHEL BANK RD,LOUISVILLE,KY,40225,2017-02-02 14:30:35,2017-02-09 00:00:00,2017-03-30 00:00:00,ASBESTOS,RENOABATE
5089,5021,ASB1011903,Regulated Abatement for Renov.,Sujatha S Reddy Revocable Trust,1118 S 3RD ST,LOUISVILLE,KY,40203,2017-01-20 14:57:33,2017-01-23 00:00:00,2017-02-03 00:00:00,ASBESTOS,RENOABATE
5090,5190,ASB1022959,Regulated Abatement for Demo,MSD PROJECT,6006 TRANSYLVANIA BEACH RD,LOUISVILLE,KY,40059,2017-05-12 11:18:34,2017-05-24 00:00:00,2017-05-24 00:00:00,ASBESTOS,DEMOABATE
5091,4829,ASB1009716,Blanket Abatement,"ZEON CHEMICAL, L.P KY PLANT  FRIABLE BLK",4100 BELLS LN,LOUISVILLE,KY,40211,2017-01-10 12:35:31,2017-01-04 00:00:00,2017-12-31 00:00:00,ASBESTOS,BLANKET
5092,5079,ASB1030672,Regulated Abatement for Demo,Metro Project,903 BURTON AVE,LOUISVILLE,KY,40208,2017-08-17 10:34:07,2017-08-03 00:00:00,2017-08-10 00:00:00,ASBESTOS,DEMOABATE
5093,5022,ASB1012333,Regulated Abatement for Demo,METRO PROJECTS-VACANT HOMES,2727 DUMESNIL ST,LOUISVILLE,KY,40211,2017-01-25 15:03:38,2017-02-07 00:00:00,2017-02-21 00:00:00,ASBESTOS,DEMOABATE
5094,5191,ASB1048139,Regulated Abatement for Demo,Metro Demo,8111 MINOR LN,LOUISVILLE,KY,40219,2018-02-22 11:05:14,2018-02-02 00:00:00,2018-02-16 00:00:00,ASBESTOS,DEMOABATE
5095,5080,ASB1030532,Regulated Abatement for Demo,SPALDING UNIVERSITY WOOD SHOP,201 W KENTUCKY ST,LOUISVILLE,KY,40203,2019-04-22 13:59:33,2017-08-02 00:00:00,2017-09-30 00:00:00,ASBESTOS,DEMOABATE
5096,4830,ASB1009722,Blanket Abatement,ZEON CHEMICAL L.P KY PLANT NON- FRIAB BLK,4100 BELLS LN,LOUISVILLE,KY,40211,2017-01-10 12:33:30,2017-01-04 00:00:00,2017-12-31 00:00:00,ASBESTOS,BLANKET
5097,5023,ASB1031196,Regulated Abatement for Demo,METRO,2903 W MARKET ST,LOUISVILLE,KY,40212,2017-08-17 10:38:12,2017-08-08 00:00:00,2017-08-22 00:00:00,ASBESTOS,DEMOABATE
5098,4924,ASB1025317,Regulated Abatement for Renov.,JCPS Johnsontown Road Elementary School,7201 JOHNSONTOWN RD,LOUISVILLE,KY,40272,2017-07-18 09:34:39,2017-06-28 00:00:00,2017-07-07 00:00:00,ASBESTOS,RENOABATE
5099,5081,ASB1030348,Regulated Abatement for Renov.,Former Medical Office Building,1170 E BROADWAY,LOUISVILLE,KY,40204,2017-11-13 09:05:00,2017-08-02 00:00:00,2017-09-08 00:00:00,ASBESTOS,RENOABATE
5100,4831,ASB1044442,Regulated Abatement for Demo,KCTS BUILDING 758,758 S 1ST ST,LOUISVILLE,KY,40202,2018-01-09 10:09:17,2017-12-13 00:00:00,2017-12-14 00:00:00,ASBESTOS,DEMOABATE
5101,5192,ASB1049624,Regulated Abatement for Demo,METRO PROJECTS - VACANT HOMES,1855 W ORMSBY AVE,LOUISVILLE,KY,40210,2018-03-01 13:26:53,2018-02-19 00:00:00,2018-03-05 00:00:00,ASBESTOS,DEMOABATE
5102,4925,ASB1029367,Regulated Abatement for Demo,MSD- Project,3309 HUDSON AVE,LOUISVILLE,KY,40211,2017-08-17 10:41:02,2017-07-25 00:00:00,2017-07-27 00:00:00,ASBESTOS,DEMOABATE
5103,5024,ASB1036870,Regulated Abatement for Demo,RESIDENCE,4511 BISHOP LN,WATTERSON PARK,KY,40218,2017-10-19 16:26:48,2017-10-02 00:00:00,2017-10-16 00:00:00,ASBESTOS,DEMOABATE
5104,5082,ASB1030659,Regulated Abatement for Renov.,VA Medical Center Building 1,800 ZORN AVE,LOUISVILLE,KY,40206,,2017-08-04 00:00:00,2017-10-01 00:00:00,ASBESTOS,RENOABATE
5105,4832,ASB1019145,Long-Term Abatement,V.A. Hospital Longterm permit,800 ZORN AVE,LOUISVILLE,KY,40206,2017-05-01 17:52:19,2017-05-02 00:00:00,2018-05-15 00:00:00,ASBESTOS,LONGTERM
5106,5193,ASB1050991,Regulated Abatement for Demo,Housing Partenship Demo,114 URTON LN,MIDDLETOWN,KY,40223,2018-07-31 10:13:17,2018-03-02 00:00:00,2018-04-25 00:00:00,ASBESTOS,DEMOABATE
5107,5083,ASB1030666,Regulated Abatement for Demo,Metro Project,745 HEYWOOD AVE,LOUISVILLE,KY,40208,2017-08-17 10:33:06,2017-08-03 00:00:00,2017-08-10 00:00:00,ASBESTOS,DEMOABATE
5108,5025,ASB1036807,Regulated Abatement for Renov.,LMPD,2301 DOUGLASS BLVD,LOUISVILLE,KY,40205,2017-10-19 16:25:50,2017-10-17 00:00:00,2017-10-20 00:00:00,ASBESTOS,RENOABATE
5109,4926,ASB1040432,Blanket Abatement,BAE Systems NON FRIABLE blanket permit,163 ROCHESTER DR,LOUISVILLE,KY,40214,2017-11-28 13:40:55,2017-11-03 00:00:00,2018-11-02 00:00:00,ASBESTOS,BLANKET
5110,4833,ASB1031582,Regulated Abatement for Renov.,HAIER  US APPL SOL PARK AP-20,4000 BUECHEL BANK RD,LOUISVILLE,KY,40225,2017-09-05 09:11:15,2017-08-10 00:00:00,2017-09-13 00:00:00,ASBESTOS,RENOABATE
5111,5194,ASB1051712,Regulated Abatement for Renov.,Commercial building 9901 Linn Station Rd.,9901 LINN STATION RD,JEFFERSONTOWN,KY,40223,2018-03-07 18:08:06,2018-03-19 00:00:00,2018-03-23 00:00:00,ASBESTOS,RENOABATE
5112,5084,ASB1039767,Regulated Abatement Other,LOUISVILLE METRO,6609 ELMWOOD ST,LOUISVILLE,KY,40216,,2017-10-17 00:00:00,2017-10-20 00:00:00,ASBESTOS,OTHERABATE
5113,4927,ASB1045227,Regulated Abatement for Demo,RESIDENCE,3736 OAKDALE AVE,LOUISVILLE,KY,40214,2018-01-25 09:29:28,2017-12-26 00:00:00,2018-01-26 00:00:00,ASBESTOS,DEMOABATE
5114,5026,ASB1039114,Regulated Abatement for Demo,METRO PARKS -JOE CREASON BARN,1297 TREVILIAN WAY,LOUISVILLE,KY,40213,2017-11-16 11:45:25,2018-02-06 00:00:00,2018-03-04 00:00:00,ASBESTOS,DEMOABATE
5115,4834,ASB1018046,Regulated Abatement for Renov.,NORTONS AUDUBON HOSPITAL-3RD STORAGE,1 AUDUBON PLAZA DR,LOUISVILLE,KY,40217,2017-03-28 10:36:33,2017-04-06 00:00:00,2017-05-08 00:00:00,ASBESTOS,RENOABATE
5116,5195,ASB1029555,Regulated Abatement for Demo,ADS Warehouses 1&2,2349 MILLERS LN,LOUISVILLE,KY,40216,2017-08-10 16:18:58,2017-09-29 00:00:00,2017-10-31 00:00:00,ASBESTOS,DEMOABATE
5117,5085,ASB1041175,Regulated Abatement for Demo,Kroger L292,7603 TERRY RD,LOUISVILLE,KY,40258,2017-11-21 13:23:13,2017-11-16 00:00:00,2017-12-17 00:00:00,ASBESTOS,DEMOABATE
5118,4928,ASB1008966,Regulated Abatement for Renov.,OLD CLUB LIV- NIGHT CLUB BUILDING,133 W LIBERTY ST,LOUISVILLE,KY,40202,2016-12-15 16:01:46,2016-12-19 00:00:00,2017-01-02 00:00:00,ASBESTOS,RENOABATE
5119,5027,ASB1006176,Regulated Abatement for Demo,Former Jacobs Well Church,1403 BROWNS LN,ST MATTHEWS,KY,40207,2016-11-22 09:25:42,2016-11-29 00:00:00,2016-12-30 00:00:00,ASBESTOS,DEMOABATE
5120,4835,ASB1009719,Regulated Abatement for Demo,Metro Demolition Project,2506 BOLLING AVE,LOUISVILLE,KY,40210,2016-12-22 14:18:44,2017-01-04 00:00:00,2017-01-18 00:00:00,ASBESTOS,DEMOABATE
5121,5196,ASB1033704,Regulated Abatement for Renov.,Kindred Hospital,1313 ST ANTHONY PL,LOUISVILLE,KY,40204,2018-02-06 14:13:41,2017-09-23 00:00:00,2017-10-08 00:00:00,ASBESTOS,RENOABATE
5122,5197,ASB1041503,Regulated Abatement for Renov.,AT&T ARMORY PLACE- 8TH FLOOR STORAGE,534 ARMORY PL,LOUISVILLE,KY,40202,2017-11-20 09:13:10,2017-11-14 00:00:00,2017-11-14 00:00:00,ASBESTOS,RENOABATE
5123,5198,ASB1041582,Regulated Abatement for Demo,VACANT PROPERTY - EMERGENCY DEMO,632 W BROADWAY,LOUISVILLE,KY,40202,,2017-11-05 00:00:00,2017-11-15 00:00:00,ASBESTOS,DEMOABATE
5124,5199,ASB1041591,Regulated Abatement for Renov.,US POSTAL SERVICES-GARDINER LANE,1420 GARDINER LN,LOUISVILLE,KY,40213,2017-12-08 13:25:28,2017-11-10 00:00:00,2017-11-14 00:00:00,ASBESTOS,RENOABATE
5125,5200,ASB1048213,Regulated Abatement for Renov.,3rd. Ave. Baptist Church,1726 S 3RD ST,LOUISVILLE,KY,40208,2018-03-01 10:21:04,2018-02-01 00:00:00,2018-04-15 00:00:00,ASBESTOS,RENOABATE
5126,5086,ASB1040948,Regulated Abatement for Renov.,St Joseph Catholic School,1406 E WASHINGTON ST,LOUISVILLE,KY,40206,2018-04-10 11:18:27,2017-11-10 00:00:00,2018-05-15 00:00:00,ASBESTOS,RENOABATE
5127,5028,ASB1009425,Regulated Abatement for Renov.,Beargrass Christian Church,4100 SHELBYVILLE RD,ST MATTHEWS,KY,40207,2016-12-23 14:16:11,2017-01-03 00:00:00,2017-01-17 00:00:00,ASBESTOS,RENOABATE
5128,4836,ASB1038574,Regulated Abatement for Renov.,Former Macys @ Jefferson Mall,4801 OUTER LOOP,LOUISVILLE,KY,40219,2018-12-14 13:32:59,2017-10-20 00:00:00,2017-12-30 00:00:00,ASBESTOS,RENOABATE
5129,4929,ASB1012081,Regulated Abatement for Demo,Metro project,2561 BANK ST,LOUISVILLE,KY,40212,2017-01-25 09:58:42,2017-02-06 00:00:00,2017-02-20 00:00:00,ASBESTOS,DEMOABATE
5130,5087,ASB1045712,Regulated Abatement for Renov.,AT&T LOUISVILLE VALLEY STATION,9501 DIXIE HWY,LOUISVILLE,KY,40272,2018-01-23 08:51:30,2018-01-22 00:00:00,2018-01-27 00:00:00,ASBESTOS,RENOABATE
5131,5029,ASB1012842,Regulated Abatement for Renov.,4A & 4B of 1st Floor Lab,1 AUDUBON PLAZA DR,LOUISVILLE,KY,40217,2017-01-31 08:02:16,2017-02-15 00:00:00,2017-04-15 00:00:00,ASBESTOS,RENOABATE
5132,4837,ASB1042374,Regulated Abatement for Demo,FORMER FERN VALLEY HOTEL,6109 AIRPORT HOTELS BLVD,LOUISVILLE,KY,40213,2017-12-06 10:02:46,2017-11-27 00:00:00,2017-12-31 00:00:00,ASBESTOS,DEMOABATE
5133,4930,ASB1014607,Regulated Abatement for Renov.,FAMILY DOLLAR STORE,2421 W MARKET ST,LOUISVILLE,KY,40212,2017-03-02 08:18:36,2017-03-02 00:00:00,2017-03-13 00:00:00,ASBESTOS,RENOABATE
5134,5088,ASB1046338,Regulated Abatement for Renov.,FORUM FOUR,307 N HURSTBOURNE PKY,LYNDON,KY,40222,2018-02-08 13:38:18,2018-01-06 00:00:00,2018-01-20 00:00:00,ASBESTOS,RENOABATE
5135,5030,ASB1014161,Regulated Abatement for Renov.,UNIT B,4151 SHELBYVILLE RD,RICHLAWN,KY,40207,2017-02-20 08:07:25,2017-02-27 00:00:00,2017-02-28 00:00:00,ASBESTOS,RENOABATE
5136,4838,ASB1045865,Regulated Abatement for Demo,METRO PROJECTS - VACANT HOMES,2609 W JEFFERSON ST,LOUISVILLE,KY,40212,2018-01-30 14:02:37,2018-01-04 00:00:00,2018-01-18 00:00:00,ASBESTOS,DEMOABATE
5137,4931,ASB1042402,Regulated Abatement for Renov.,LMG- ABANDON/VACANT PROPERTY,3610 W MUHAMMAD ALI BLVD,LOUISVILLE,KY,40212,2017-12-21 14:26:27,2017-11-26 00:00:00,2017-12-12 00:00:00,ASBESTOS,RENOABATE
5138,5089,ASB1038215,Regulated Abatement for Renov.,ECKART - ATOMIZATION BUILDING,4101 CAMP GROUND RD,LOUISVILLE,KY,40211,2017-10-30 15:00:37,2017-10-16 00:00:00,2017-11-16 00:00:00,ASBESTOS,RENOABATE
5139,5031,ASB1045752,Regulated Abatement for Demo,METRO PROJECTS - VACANT HOMES,2606 W MADISON ST,LOUISVILLE,KY,40211,2018-01-30 14:01:17,2018-01-03 00:00:00,2018-01-17 00:00:00,ASBESTOS,DEMOABATE
5140,4839,ASB1046672,Regulated Abatement for Renov.,Uof L OPERATIONS BUILDING,1900 ARTHUR ST,LOUISVILLE,KY,40208,2018-02-08 13:42:19,2018-01-17 00:00:00,2018-01-21 00:00:00,ASBESTOS,RENOABATE
5141,4840,ASB1047978,Regulated Abatement for Renov.,U of L Health Science Building - 201 & 205,500 S PRESTON ST,LOUISVILLE,KY,40202,2018-02-20 12:18:44,2018-01-31 00:00:00,2018-02-04 00:00:00,ASBESTOS,RENOABATE
5142,4841,ASB1048222,Regulated Abatement for Demo,Metro Demo,2112 BELQUIN RD,LOUISVILLE,KY,40211,2019-04-29 14:06:53,2018-02-02 00:00:00,2018-02-15 00:00:00,ASBESTOS,DEMOABATE
5143,4842,ASB1048693,Regulated Abatement for Demo,Metro Demo,9911 MARY DELL LN,LOUISVILLE,KY,40291,2018-02-22 11:06:05,2018-02-08 00:00:00,2018-02-22 00:00:00,ASBESTOS,DEMOABATE
5144,4843,ASB1048550,Regulated Abatement for Renov.,VETERANS ADMINISTRATION MEDIAL CENTER,800 ZORN AVE,LOUISVILLE,KY,40206,2018-03-26 09:14:15,2018-01-31 00:00:00,2018-02-10 00:00:00,ASBESTOS,RENOABATE
5145,4844,ASB1048704,Regulated Abatement for Demo,ABANDON/VACANT PUBLIC PROPERTY,2219 CONGRESS ST,LOUISVILLE,KY,40212,2018-02-22 11:07:55,2018-02-08 00:00:00,2018-02-22 00:00:00,ASBESTOS,DEMOABATE
5146,4845,ASB1049131,Regulated Abatement for Demo,Service Plus,12620 SHELBYVILLE RD,MIDDLETOWN,KY,40243,,2018-03-15 00:00:00,2018-06-15 00:00:00,ASBESTOS,DEMOABATE
5147,4846,ASB1006828,Regulated Abatement for Renov.,AMAZING CHILDERN LEARNING CENTER,517 W BRECKINRIDGE ST,LOUISVILLE,KY,40203,2016-12-02 11:01:05,2016-12-12 00:00:00,2016-12-18 00:00:00,ASBESTOS,RENOABATE
5148,4847,ASB1007095,Regulated Abatement for Renov.,"MARATHON PIPELINE - LOUISVILLE LEX 8"",""4912 IMPERIAL CT",LOUISVILLE,KY,40216,2016-12-02 17:48:52,2016-12-06 00:00:00,2016-12-19 00:00:00,ASBESTOS,RENOABATE,
5149,4848,ASB1006800,Regulated Abatement for Renov.,MSD- Beargrass Creek Flood Pump Station,1731 BROWNSBORO RD,LOUISVILLE,KY,40206,2016-12-01 12:35:22,2016-12-02 00:00:00,2017-02-28 00:00:00,ASBESTOS,RENOABATE
5150,4849,ASB1009187,Regulated Abatement for Demo,Metro Project Emergency Demo,308 N 20TH ST,LOUISVILLE,KY,40203,2016-12-16 10:24:11,2016-12-19 00:00:00,2016-12-27 00:00:00,ASBESTOS,DEMOABATE
5151,4850,ASB1023077,Regulated Abatement for Renov.,Metro Project,661 S 23RD ST,LOUISVILLE,KY,40211,2017-05-17 12:58:05,2017-05-29 00:00:00,2017-06-12 00:00:00,ASBESTOS,RENOABATE
5152,5032,ASB1047751,Regulated Abatement for Renov.,CHEMOURS,4200 CAMP GROUND RD,LOUISVILLE,KY,40216,2018-02-06 14:14:44,2018-01-26 00:00:00,2018-02-22 00:00:00,ASBESTOS,RENOABATE
5153,5090,ASB1039306,Regulated Abatement for Renov.,JCPS  Carrithers Middle School,4320 BILLTOWN RD,JEFFERSONTOWN,KY,40299,2019-04-18 08:40:22,2017-10-27 00:00:00,2018-01-03 00:00:00,ASBESTOS,RENOABATE
5154,5033,ASB1047753,Regulated Abatement for Renov.,RONALD MCDONALD HOUSE,101 W CHESTNUT ST,LOUISVILLE,KY,40202,2018-02-20 12:16:52,2018-01-29 00:00:00,2018-02-16 00:00:00,ASBESTOS,RENOABATE
5155,5034,ASB1007649,Blanket Abatement,Dupont - Friable Blanket,4250 CAMP GROUND RD,LOUISVILLE,KY,40216,2016-12-02 18:27:52,2016-12-02 00:00:00,2017-12-01 00:00:00,ASBESTOS,BLANKET
5156,5091,ASB1039563,Regulated Abatement for Renov.,JCPS YPAS Sam Meyers Hall,1517 S 2ND ST,LOUISVILLE,KY,40208,2017-12-06 09:59:20,2017-11-03 00:00:00,2017-12-03 00:00:00,ASBESTOS,RENOABATE
5157,5035,ASB1010879,Regulated Abatement for Renov.,Long John Silvers,4218 SHELBYVILLE RD,ST MATTHEWS,KY,40207,2017-01-10 12:40:59,2017-01-23 00:00:00,2017-01-27 00:00:00,ASBESTOS,RENOABATE
5158,4932,ASB1048381,Regulated Abatement for Renov.,JCPS - GUTERMUTH ELEMENTARY SCHOOL,1500 SANDERS LN,LOUISVILLE,KY,40216,2018-02-22 11:04:06,2018-02-02 00:00:00,2018-04-08 00:00:00,ASBESTOS,RENOABATE
5159,5092,ASB1039662,Blanket Abatement,UOFL BELKNAP CAMPUS - NON FRIABLE BLK,2301 S 3RD ST,LOUISVILLE,KY,40208,2017-11-07 13:24:39,2017-10-31 00:00:00,2018-10-30 00:00:00,ASBESTOS,BLANKET
5160,5036,ASB1019152,Regulated Abatement Other,JCPS PRP High School Emergency Permit,5901 GREENWOOD RD,LOUISVILLE,KY,40258,2017-04-10 15:51:40,2017-04-07 00:00:00,2017-04-07 00:00:00,ASBESTOS,OTHERABATE
5161,5093,ASB1043739,Regulated Abatement for Demo,OLD CHALLENGER LIFT BUILDING,200 CABEL ST,LOUISVILLE,KY,40206,2018-01-23 08:52:33,2017-12-19 00:00:00,2017-12-31 00:00:00,ASBESTOS,DEMOABATE
5162,4933,ASB1006832,Blanket Abatement,JCPS Southwest Region Friable Blanket,1051 HESS LN,LOUISVILLE,KY,40217,2016-12-05 18:38:50,2016-12-05 00:00:00,2017-12-04 00:00:00,ASBESTOS,BLANKET
5163,5094,ASB1006240,Blanket Abatement,"Haier US APP SOL, INC FRIABLE BLK",4000 BUECHEL BANK RD,LOUISVILLE,KY,40225,2016-12-02 18:18:04,2016-12-05 00:00:00,2017-12-04 00:00:00,ASBESTOS,BLANKET
5164,4934,ASB1006910,Blanket Abatement,CHEMOURS NON-FRIABLE BLANKET,4200 CAMP GROUND RD,LOUISVILLE,KY,40216,2016-12-02 18:24:30,2016-12-02 00:00:00,2017-12-01 00:00:00,ASBESTOS,BLANKET
5165,5037,ASB1020542,Regulated Abatement for Renov.,JCPS BYCK ELEMENTARY,2328 CEDAR ST,LOUISVILLE,KY,40212,2017-04-24 14:06:06,2017-05-20 00:00:00,2017-09-01 00:00:00,ASBESTOS,RENOABATE
5166,5095,ASB1007886,Regulated Abatement for Demo,METRO PROJECT- ABANDON BUILDING,106 S 42ND ST,LOUISVILLE,KY,40212,2016-12-06 14:35:02,2016-12-03 00:00:00,2016-12-10 00:00:00,ASBESTOS,DEMOABATE
5167,4935,ASB1036131,Regulated Abatement for Renov.,LL   FLEX/REYNOLDS,1225 W BURNETT AVE,LOUISVILLE,KY,40210,2019-04-17 15:24:35,2017-09-25 00:00:00,2017-10-20 00:00:00,ASBESTOS,RENOABATE
5168,5038,ASB1021041,Regulated Abatement for Demo,VACANT FORMER MOTEL AND VACANT HOUSE,11901 DIXIE HWY,LOUISVILLE,KY,40272,2017-05-03 12:13:34,2017-05-08 00:00:00,2017-05-13 00:00:00,ASBESTOS,DEMOABATE
5169,5096,ASB1013772,Regulated Abatement for Renov.,DOSKER MANOR BUILDING A-205,413 E MUHAMMAD ALI BLVD,LOUISVILLE,KY,40202,2017-02-13 10:47:29,2017-02-22 00:00:00,2017-03-08 00:00:00,ASBESTOS,RENOABATE
5170,5097,ASB1013898,Regulated Abatement for Renov.,JCPS- Southern High School,8620 PRESTON HWY,LOUISVILLE,KY,40219,2017-02-13 10:58:57,2017-02-24 00:00:00,2017-02-28 00:00:00,ASBESTOS,RENOABATE
5171,5098,ASB1014158,Long-Term Abatement,NORTON SUBURBAN HOSPITAL,4001 DUTCHMANS LN,ST MATTHEWS,KY,40207,2017-02-16 10:39:00,2017-02-27 00:00:00,2018-02-25 00:00:00,ASBESTOS,LONGTERM
5172,5099,ASB1024735,Regulated Abatement for Renov.,BRADFORD POINTE APARTMENTS - # 27,1519 CRUMS LN,LOUISVILLE,KY,40216,2017-07-18 09:30:19,2017-06-10 00:00:00,2017-06-14 00:00:00,ASBESTOS,RENOABATE
5173,5100,ASB1027898,Regulated Abatement for Renov.,Walden School,4238 WESTPORT RD,ST MATTHEWS,KY,40207,2017-07-14 15:33:07,2017-07-10 00:00:00,2017-07-15 00:00:00,ASBESTOS,RENOABATE
5174,5039,ASB1025491,Regulated Abatement for Renov.,JCPS- Fern Creek High School,9115 FERN CREEK RD,LOUISVILLE,KY,40291,2017-07-18 09:36:07,2017-06-28 00:00:00,2017-07-28 00:00:00,ASBESTOS,RENOABATE
5175,5040,ASB1025988,Regulated Abatement for Renov.,ST EDWARD SCHOOL,9610 SUE HELEN DR,JEFFERSONTOWN,KY,40299,2017-08-22 08:57:14,2017-07-05 00:00:00,2017-07-16 00:00:00,ASBESTOS,RENOABATE
5176,5041,ASB1032800,Regulated Abatement for Demo,QUIT MANUFACTURING,4605 POPLAR LEVEL RD,LOUISVILLE,KY,40213,2017-09-12 13:46:10,2017-08-21 00:00:00,2017-09-08 00:00:00,ASBESTOS,DEMOABATE
5177,5042,ASB1035647,Regulated Abatement for Demo,Churchill Downs Project,3122 BOHANNON AVE,LOUISVILLE,KY,40215,2017-09-28 10:15:17,2017-09-18 00:00:00,2017-09-22 00:00:00,ASBESTOS,DEMOABATE
5178,5043,ASB1036773,Regulated Abatement for Demo,Louisville Metro Fire Dist.,821 S 6TH ST,LOUISVILLE,KY,40203,2017-10-26 16:13:06,2017-10-03 00:00:00,2017-10-17 00:00:00,ASBESTOS,DEMOABATE
5179,5044,ASB1036806,Regulated Abatement for Renov.,LOUISVILLE FIRE HEADQUARTERS,1135 W JEFFERSON ST,LOUISVILLE,KY,40203,2017-10-19 16:24:47,2017-10-02 00:00:00,2017-10-31 00:00:00,ASBESTOS,RENOABATE
5180,5045,ASB1040260,Blanket Abatement,LG&E CANE RUN - NON-FRIABLE BLANKET,5252 CANE RUN RD,LOUISVILLE,KY,40216,2017-12-27 08:34:28,2018-01-01 00:00:00,2018-12-31 00:00:00,ASBESTOS,BLANKET
5181,5046,ASB1040722,Blanket Abatement,FORD MOTOR COMPANY LAP- FRIABLE BLK,2000 FERN VALLEY RD,LOUISVILLE,KY,40213,2017-11-21 13:25:16,2017-11-09 00:00:00,2018-11-08 00:00:00,ASBESTOS,BLANKET
5182,5047,ASB1043484,Blanket Abatement,JCPS Southwest Region Non Friable Blanket Permit,1051 HESS LN,LOUISVILLE,KY,40217,2018-12-28 11:42:21,2017-12-12 00:00:00,2018-12-11 00:00:00,ASBESTOS,BLANKET
5183,5048,ASB1044616,Regulated Abatement for Renov.,LOUISVILLE METRO HALL CO CLERKS OFFICE,527 W JEFFERSON ST,LOUISVILLE,KY,40202,2018-01-09 09:57:29,2017-12-08 00:00:00,2018-01-31 00:00:00,ASBESTOS,RENOABATE
5184,5049,ASB1040499,Blanket Abatement,CANE RUN - NON-FRIABLE BLANKET,5252 CANE RUN RD,LOUISVILLE,KY,40216,,,,ASBESTOS,BLANKET
5185,5050,ASB1048225,Regulated Abatement for Demo,Metro Demo,3322 HUDSON AVE,LOUISVILLE,KY,40211,2019-04-29 14:06:00,2018-02-02 00:00:00,2018-02-15 00:00:00,ASBESTOS,DEMOABATE
5186,4936,ASB1034094,Regulated Abatement for Demo,MSD,2143 BELQUIN RD,LOUISVILLE,KY,40211,2019-04-29 14:10:25,2017-08-31 00:00:00,2017-09-02 00:00:00,ASBESTOS,DEMOABATE
5187,4937,ASB1010193,Regulated Abatement for Renov.,CMU BUILDING - BUILDING #2,4125 ALGONQUIN PKY,LOUISVILLE,KY,40211,2017-01-06 12:24:54,2017-01-12 00:00:00,2017-01-16 00:00:00,ASBESTOS,RENOABATE
