inci_no,Alm_Date,Address,Inci_type,Content_Loss,Property_Loss,Total_Loss,Pre_Inci_Value,Saved,ObjectId
20-0040895,2020/12/16 05:00:00+00,650 N 29TH Louisville KY 40212,"113 - Cooking fire, confined to container",300.0,300.0,600,37560,36960,2325
20-0025648,2020/08/08 04:00:00+00,1303 OAK HILL Louisville KY 40213,162 - Outside equipment fire,0.0,2000.0,2000,208550,206550,2326
20-0035920,2020/11/01 04:00:00+00,1225 S 2ND 1 Louisville KY 40203,111 - Building fire,500.0,500.0,1000,160000,159000,2327
20-0040943,2020/12/17 05:00:00+00,E LIBERTY Louisville KY 40202,154 - Dumpster or other outside trash receptacle fire,0.0,100.0,100,500,400,2328
20-0025707,2020/08/09 04:00:00+00,1609 BICKNELL Louisville KY 40215,"113 - Cooking fire, confined to container",,300.0,300,300,0,2329
20-0036062,2020/11/02 05:00:00+00,1701 WILLIAM E SUMMERS III 201 Louisville KY 40211,111 - Building fire,2000.0,,2000,100000,98000,2330
20-0040955,2020/12/17 05:00:00+00,3400 GREENWOOD Louisville KY 40211,111 - Building fire,3000.0,7500.0,10500,30000,19500,2331
20-0025713,2020/08/09 04:00:00+00,1128 LEHIGH Louisville KY 40215,111 - Building fire,10000.0,15000.0,25000,85000,60000,2332
20-0035958,2020/11/02 05:00:00+00,3744 POWELL Louisville KY 40215,111 - Building fire,5000.0,25000.0,30000,150000,120000,2333
20-0041105,2020/12/18 05:00:00+00,836 HAZEL Louisville KY 40211,111 - Building fire,,5000.0,5000,36500,31500,2334
20-0025745,2020/08/09 04:00:00+00,3519 HALE 2 Louisville KY 40211,111 - Building fire,500.0,500.0,1000,50000,49000,2335
20-0036073,2020/11/02 05:00:00+00,3814 JUPITER Louisville KY 40218,111 - Building fire,5000.0,5000.0,10000,109000,99000,2336
20-0041101,2020/12/18 05:00:00+00,1152 S BROOK 1 Louisville KY 40203,111 - Building fire,,5000.0,5000,5000,0,2337
20-0041105,2020/12/18 05:00:00+00,838 HAZEL Louisville KY 40211,111 - Building fire,10000.0,20000.0,30000,28700,-1300,2338
20-0041170,2020/12/19 05:00:00+00,432 N 20TH Louisville KY 40203,111 - Building fire,0.0,1000.0,1000,1000,0,2339
20-0041261,2020/12/19 05:00:00+00,1267 S FLOYD Louisville KY 40203,111 - Building fire,,2000.0,2000,240000,238000,2340
20-0041270,2020/12/19 05:00:00+00,713 S 36TH Louisville KY 40211,111 - Building fire,,500.0,500,39170,38670,2341
20-0041397,2020/12/21 05:00:00+00,2901 MONTGOMERY Louisville KY 40212,131 - Passenger vehicle fire,500.0,30000.0,30500,30000,-500,2342
20-0041545,2020/12/22 05:00:00+00,3221 GRAND Louisville KY 40211,131 - Passenger vehicle fire,0.0,1000.0,1000,2500,1500,2343
20-0041584,2020/12/22 05:00:00+00,503 E ORMSBY 2 Louisville KY 40203,111 - Building fire,500.0,,500,69400,68900,2344
20-0041590,2020/12/22 05:00:00+00,Taylor Louisville KY 40214,131 - Passenger vehicle fire,,3000.0,3000,5000,2000,2345
20-0041612,2020/12/23 05:00:00+00,1817 LYTLE Louisville KY 40203,111 - Building fire,12000.0,12000.0,24000,12000,-12000,2346
20-0041641,2020/12/23 05:00:00+00,122 S 22ND Louisville KY 40212,111 - Building fire,1000.0,10000.0,11000,32260,21260,2347
20-0041667,2020/12/23 05:00:00+00,720 S 43RD Louisville KY 40211,131 - Passenger vehicle fire,0.0,17000.0,17000,17000,0,2348
20-0041667,2020/12/23 05:00:00+00,720 S 43RD Louisville KY 40211,131 - Passenger vehicle fire,,500.0,500,10000,9500,2349
20-0041612,2020/12/23 05:00:00+00,1817 LYTLE Louisville KY 40203,111 - Building fire,12000.0,12000.0,24000,12000,-12000,2350
20-0041812,2020/12/24 05:00:00+00,115 DR W J HODGE Louisville KY 40203,111 - Building fire,0.0,3000.0,3000,42000,39000,2351
20-0041903,2020/12/25 05:00:00+00,3510 VERMONT Louisville KY 40211,111 - Building fire,0.0,5000.0,5000,32980,27980,2352
20-0041903,2020/12/25 05:00:00+00,3508 VERMONT Louisville KY 40211,111 - Building fire,10000.0,13500.0,23500,26300,2800,2353
20-0041948,2020/12/26 05:00:00+00,2108 BOLLING Louisville KY 40210,111 - Building fire,1000.0,15000.0,16000,28370,12370,2354
20-0041948,2020/12/26 05:00:00+00,2118 BOLLING Louisville KY 40210,111 - Building fire,1000.0,15000.0,16000,35400,19400,2355
20-0035966,2020/11/02 05:00:00+00,2316 ROWAN Louisville KY 40212,131 - Passenger vehicle fire,8000.0,8000.0,16000,8000,-8000,2356
20-0025750,2020/08/09 04:00:00+00,833 E BURNETT Louisville KY 40217,"130 - Mobile property (vehicle) fire, other",,500.0,500,500,0,2357
20-0036106,2020/11/03 05:00:00+00,2218 EDDY Louisville KY 40212,111 - Building fire,500.0,,500,17740,17240,2358
20-0036295,2020/11/04 05:00:00+00,1633 CYPRESS Louisville KY 40210,111 - Building fire,7000.0,25000.0,32000,51000,19000,2359
20-0025884,2020/08/10 04:00:00+00,3700 W WHEATMORE Louisville KY 40215,131 - Passenger vehicle fire,250.0,5000.0,5250,5000,-250,2360
20-0036412,2020/11/05 05:00:00+00,3228 W KENTUCKY Louisville KY 40211,131 - Passenger vehicle fire,,3000.0,3000,3000,0,2361
20-0026116,2020/08/12 04:00:00+00,S 15TH Louisville KY 40210,131 - Passenger vehicle fire,0.0,500.0,500,500,0,2362
20-0036316,2020/11/05 05:00:00+00,I 65S City of Louisville KY 40213,131 - Passenger vehicle fire,0.0,3000.0,3000,3000,0,2363
20-0026169,2020/08/12 04:00:00+00,640 S 4TH Louisville KY 40202,111 - Building fire,1000.0,1000.0,2000,1000500,998500,2364
20-0036329,2020/11/05 05:00:00+00,E LIBERTY Louisville KY 40204,131 - Passenger vehicle fire,0.0,500.0,500,5000,4500,2365
20-0026188,2020/08/12 04:00:00+00,3112 GRAND 4 Louisville KY 40211,111 - Building fire,20000.0,50000.0,70000,435000,365000,2366
20-0036422,2020/11/06 05:00:00+00,1136 CHARLES Louisville KY 40204,111 - Building fire,5000.0,10000.0,15000,10000,-5000,2367
20-0026468,2020/08/15 04:00:00+00,3201 LEITH Louisville KY 40218,111 - Building fire,5000.0,2500.0,7500,100000,92500,2368
20-0036430,2020/11/06 05:00:00+00,1737 W KENTUCKY Louisville KY 40210,111 - Building fire,100.0,500.0,600,27530,26930,2369
20-0026512,2020/08/15 04:00:00+00,1255 W ASHLAND Louisville KY 40215,131 - Passenger vehicle fire,,1000.0,1000,4500,3500,2370
20-0036485,2020/11/06 05:00:00+00,2428 NICHOLS VIEW Louisville KY 40215,111 - Building fire,1500.0,0.0,1500,0,-1500,2371
20-0026514,2020/08/15 04:00:00+00,I264E City of Louisville KY 40216,131 - Passenger vehicle fire,,2000.0,2000,2000,0,2372
20-0036542,2020/11/06 05:00:00+00,LOCHER ALY Louisville KY 40212,154 - Dumpster or other outside trash receptacle fire,0.0,100.0,100,100,0,2373
20-0026591,2020/08/16 04:00:00+00,242 S SHAWNEE Louisville KY 40212,111 - Building fire,0.0,10000.0,10000,80000,70000,2374
20-0036636,2020/11/07 05:00:00+00,2926 FINN Louisville KY 40208,111 - Building fire,10000.0,25000.0,35000,44000,9000,2375
20-0036752,2020/11/08 05:00:00+00,BARDSTOWN Louisville KY 40205,131 - Passenger vehicle fire,0.0,6000.0,6000,20000,14000,2376
20-0036697,2020/11/08 05:00:00+00,432 W DR W J HODGE Louisville KY 40203,111 - Building fire,0.0,12500.0,12500,25000,12500,2377
20-0036818,2020/11/09 05:00:00+00,3602 GRAND Louisville KY 40211,111 - Building fire,0.0,10000.0,10000,54390,44390,2378
20-0036871,2020/11/09 05:00:00+00,N 19TH Louisville KY 40203,131 - Passenger vehicle fire,0.0,1500.0,1500,1500,0,2379
20-0036910,2020/11/09 05:00:00+00,3513 MANSLICK Louisville KY 40215,111 - Building fire,0.0,10000.0,10000,20000,10000,2380
20-0036913,2020/11/09 05:00:00+00,EUCLID Louisville KY 40208,131 - Passenger vehicle fire,200.0,20000.0,20200,20000,-200,2381
20-0037174,2020/11/11 05:00:00+00,322 S CLAY Louisville KY 40202,142 - Brush or brush-and-grass mixture fire,,20.0,20,50,30,2382
20-0037374,2020/11/13 05:00:00+00,1900 NELSON Shively KY 40216,111 - Building fire,10000.0,30000.0,40000,101390,61390,2383
20-0026591,2020/08/16 04:00:00+00,244 S SHAWNEE Louisville KY 40212,111 - Building fire,10000.0,93000.0,103000,93000,-10000,2384
20-0026647,2020/08/16 04:00:00+00,2228 ST XAVIER Louisville KY 40212,111 - Building fire,0.0,2000.0,2000,19250,17250,2385
20-0026656,2020/08/16 04:00:00+00,S 11TH Louisville KY 40203,131 - Passenger vehicle fire,500.0,500.0,1000,5000,4000,2386
20-0026676,2020/08/16 04:00:00+00,S 26TH Louisville KY 40211,131 - Passenger vehicle fire,0.0,1000.0,1000,2000,1000,2387
20-0026694,2020/08/16 04:00:00+00,4800 PRESTON Louisville KY 40213,"311 - Medical assist, assist EMS crew",,50.0,50,50,0,2388
20-0026851,2020/08/18 04:00:00+00,1412 STANDARD VILLAGE Louisville KY 40210,131 - Passenger vehicle fire,250.0,1200.0,1450,1200,-250,2389
20-0027017,2020/08/19 04:00:00+00,3821 PARKER Louisville KY 40212,111 - Building fire,200.0,0.0,200,0,-200,2390
20-0027035,2020/08/19 04:00:00+00,1426 S 32ND Louisville KY 40211,111 - Building fire,1000.0,10000.0,11000,65710,54710,2391
20-0027046,2020/08/19 04:00:00+00,1700 MARINAS EDGE Louisville KY 40206,134 - Water vehicle fire,3000.0,40000.0,43000,40000,-3000,2392
20-0027083,2020/08/20 04:00:00+00,906 W MUHAMMAD ALI Louisville KY 40203,131 - Passenger vehicle fire,0.0,20000.0,20000,20000,0,2393
20-0027213,2020/08/21 04:00:00+00,209 E MAIN Louisville KY 40202,111 - Building fire,20000.0,100000.0,120000,2647080,2527080,2394
20-0027249,2020/08/21 04:00:00+00,1852 FRANKFORT Louisville KY 40206,111 - Building fire,300.0,0.0,300,275000,274700,2395
20-0027270,2020/08/21 04:00:00+00,1201 STORY Louisville KY 40206,111 - Building fire,4000.0,1500.0,5500,1647990,1642490,2396
20-0027356,2020/08/22 04:00:00+00,2727 NORTHWESTERN Louisville KY 40212,111 - Building fire,2000.0,1000.0,3000,17680,14680,2397
20-0027457,2020/08/23 04:00:00+00,CANE RUN Louisville KY 40211,131 - Passenger vehicle fire,500.0,5000.0,5500,5000,-500,2398
20-0027463,2020/08/23 04:00:00+00,S 1ST Louisville KY 40208,131 - Passenger vehicle fire,0.0,5000.0,5000,5000,0,2399
20-0027473,2020/08/23 04:00:00+00,W BRECKINRIDGE Louisville KY 40203,131 - Passenger vehicle fire,0.0,2500.0,2500,2500,0,2400
21-0013695,2021/05/05 04:00:00+00,3137 RIVER PARK Louisville KY 40211,131 - Passenger vehicle fire,0.0,5000.0,5000,12000,7000,2401
21-0013734,2021/05/05 04:00:00+00,4150 HAZELWOOD Louisville KY 40215,111 - Building fire,1000.0,5000.0,6000,5000,-1000,2402
21-0013847,2021/05/06 04:00:00+00,N 29TH Louisville KY 40212,131 - Passenger vehicle fire,3000.0,3000.0,6000,3000,-3000,2403
21-0013876,2021/05/06 04:00:00+00,1908 W MARKET Louisville KY 40203,111 - Building fire,0.0,5000.0,5000,5000,0,2404
21-0013895,2021/05/06 04:00:00+00,1206 S 41ST Louisville KY 40211,131 - Passenger vehicle fire,0.0,2000.0,2000,2000,0,2405
21-0014056,2021/05/08 04:00:00+00,743 S JACKSON Louisville KY 40203,111 - Building fire,5000.0,5000.0,10000,428470,418470,2406
21-0014057,2021/05/08 04:00:00+00,1800 S 23RD Louisville KY 40210,131 - Passenger vehicle fire,,10000.0,10000,113250,103250,2407
21-0014057,2021/05/08 04:00:00+00,1800 S 23RD Louisville KY 40210,131 - Passenger vehicle fire,,10000.0,10000,113250,103250,2408
21-0014098,2021/05/08 04:00:00+00,703 ROCKERY Louisville KY 40208,111 - Building fire,15000.0,7500.0,22500,30000,7500,2409
21-0014100,2021/05/08 04:00:00+00,600 RUGGLES Louisville KY 40208,111 - Building fire,3000.0,5000.0,8000,50000,42000,2410
21-0014156,2021/05/08 04:00:00+00,264w City of Louisville KY 40213,131 - Passenger vehicle fire,,4000.0,4000,4000,0,2411
21-0014178,2021/05/09 04:00:00+00,517 W ORMSBY Louisville KY 40203,131 - Passenger vehicle fire,,15000.0,15000,15000,0,2412
21-0019863,2021/06/24 04:00:00+00,N 33RD Louisville KY 40212,131 - Passenger vehicle fire,100.0,1000.0,1100,1000,-100,2413
21-0011042,2021/04/12 04:00:00+00,2327 N PORTLAND Louisville KY 40212,131 - Passenger vehicle fire,22000.0,22000.0,44000,22000,-22000,2414
21-0004825,2021/02/16 05:00:00+00,1432 HEMLOCK Louisville KY 40211,111 - Building fire,20000.0,38400.0,58400,38400,-20000,2415
21-0016683,2021/05/29 04:00:00+00,MAGAZINE Louisville KY 40203,131 - Passenger vehicle fire,,4000.0,4000,5000,1000,2416
21-0007977,2021/03/17 04:00:00+00,301 ROCK CLIFF 5 Louisville KY 40218,111 - Building fire,25000.0,80000.0,105000,2000000,1895000,2417
21-0014230,2021/05/09 04:00:00+00,"3134, 3137, 3132 COMMANDER Louisville KY 40220",111 - Building fire,15000.0,60000.0,75000,160000,85000,2418
21-0014251,2021/05/09 04:00:00+00,3137 COMMANDER Louisville KY 40220,111 - Building fire,30000.0,70000.0,100000,138240,38240,2419
21-0014299,2021/05/10 04:00:00+00,785 EASTERN Louisville KY 40217,131 - Passenger vehicle fire,20000.0,0.0,20000,0,-20000,2420
21-0014408,2021/05/11 04:00:00+00,512 N 29TH Louisville KY 40212,111 - Building fire,,25000.0,25000,25000,0,2421
21-0014408,2021/05/11 04:00:00+00,514 N 29TH Louisville KY 40212,111 - Building fire,,2000.0,2000,25690,23690,2422
21-0014435,2021/05/11 04:00:00+00,3537 HENRY Louisville KY 40215,111 - Building fire,10000.0,20000.0,30000,50150,20150,2423
21-0014460,2021/05/11 04:00:00+00,2219 CRUMS 48 Shively KY 40216,"113 - Cooking fire, confined to container",200.0,0.0,200,427470,427270,2424
21-0014610,2021/05/12 04:00:00+00,2313 7TH STREET Louisville KY 40208,111 - Building fire,0.0,42850.0,42850,42850,0,2425
21-0014518,2021/05/12 04:00:00+00,2280 BARDSTOWN Louisville KY 40205,111 - Building fire,5000.0,5000.0,10000,289000,279000,2426
21-0014610,2021/05/12 04:00:00+00,2311 7TH STREET Louisville KY 40208,111 - Building fire,0.0,5000.0,5000,47940,42940,2427
21-0014655,2021/05/13 04:00:00+00,1784 W HILL Louisville KY 40210,111 - Building fire,5000.0,40740.0,45740,81480,35740,2428
21-0014686,2021/05/13 04:00:00+00,1722 GARLAND Louisville KY 40210,111 - Building fire,500.0,1500.0,2000,1500,-500,2429
21-0014763,2021/05/13 04:00:00+00,409 E MUHAMMAD ALI Louisville KY 40202,111 - Building fire,300.0,,300,80000,79700,2430
21-0014926,2021/05/14 04:00:00+00,TAYLOR Louisville KY 40215,131 - Passenger vehicle fire,0.0,5000.0,5000,5000,0,2431
21-0014781,2021/05/14 04:00:00+00,4320 WHITMORE Louisville KY 40215,111 - Building fire,300.0,,300,150000,149700,2432
21-0014845,2021/05/14 04:00:00+00,2702 HALE 3 Louisville KY 40211,111 - Building fire,7500.0,21000.0,28500,63000,34500,2433
21-0014868,2021/05/14 04:00:00+00,2707 SEMINARY Louisville KY 40206,111 - Building fire,50000.0,200000.0,250000,1000000,750000,2434
21-0014880,2021/05/14 04:00:00+00,I264 East City of Louisville KY 40218,131 - Passenger vehicle fire,,800.0,800,800,0,2435
21-0014887,2021/05/14 04:00:00+00,723 S JACKSON 202 Louisville KY 40203,"113 - Cooking fire, confined to container",1500.0,0.0,1500,300000,298500,2436
21-0014953,2021/05/15 04:00:00+00,1558 S SHELBY Louisville KY 40217,131 - Passenger vehicle fire,,500.0,500,500,0,2437
21-0015180,2021/05/16 04:00:00+00,4302 TAYLOR Louisville KY 40215,131 - Passenger vehicle fire,500.0,13000.0,13500,13000,-500,2438
21-0015180,2021/05/16 04:00:00+00,4302 TAYLOR Louisville KY 40215,131 - Passenger vehicle fire,500.0,13000.0,13500,13000,-500,2439
21-0015379,2021/05/18 04:00:00+00,2107 BURWELL Louisville KY 40210,111 - Building fire,15000.0,5000.0,20000,25000,5000,2440
21-0015382,2021/05/18 04:00:00+00,2312 W LEE Louisville KY 40210,111 - Building fire,,2000.0,2000,20000,18000,2441
21-0015484,2021/05/19 04:00:00+00,1407 HASKIN Louisville KY 40215,"113 - Cooking fire, confined to container",250.0,,250,35000,34750,2442
21-0015528,2021/05/19 04:00:00+00,2129 W GAULBERT Louisville KY 40210,111 - Building fire,,100.0,100,58240,58140,2443
21-0015586,2021/05/20 04:00:00+00,1305 DURRETT Louisville KY 40213,131 - Passenger vehicle fire,,3000.0,3000,3000,0,2444
21-0015909,2021/05/23 04:00:00+00,I 264W City of Louisville KY 40215,131 - Passenger vehicle fire,,3500.0,3500,3500,0,2445
21-0016018,2021/05/23 04:00:00+00,1420 GARDINER Louisville KY 40213,131 - Passenger vehicle fire,0.0,3500.0,3500,4000,500,2446
21-0015926,2021/05/23 04:00:00+00,1836 BURWELL Louisville KY 40210,111 - Building fire,500.0,7500.0,8000,29000,21000,2447
21-0016024,2021/05/23 04:00:00+00,525 N 19TH Louisville KY 40203,131 - Passenger vehicle fire,500.0,7500.0,8000,8500,500,2448
21-0016057,2021/05/24 04:00:00+00,3601 GEORGETOWN Louisville KY 40215,131 - Passenger vehicle fire,0.0,13000.0,13000,13000,0,2449
21-0016127,2021/05/24 04:00:00+00,1257 S FLOYD Louisville KY 40203,"151 - Outside rubbish, trash or waste fire",,2000.0,2000,30000,28000,2450
21-0016136,2021/05/24 04:00:00+00,643 LINDELL Louisville KY 40211,111 - Building fire,2000.0,7000.0,9000,69060,60060,2451
21-0016152,2021/05/24 04:00:00+00,1828 W HILL Louisville KY 40210,111 - Building fire,200.0,200.0,400,18000,17600,2452
21-0016166,2021/05/24 04:00:00+00,2103 DIXDALE Louisville KY 40210,"118 - Trash or rubbish fire, contained",,500.0,500,101920,101420,2453
21-0016169,2021/05/24 04:00:00+00,258 EILER Louisville KY 40214,111 - Building fire,75000.0,50000.0,125000,65000,-60000,2454
21-0016464,2021/05/27 04:00:00+00,I-264 West City of Louisville KY 40211,131 - Passenger vehicle fire,400.0,20000.0,20400,20000,-400,2455
21-0022282,2021/07/11 04:00:00+00,3215 KIRBY Louisville KY 40211,111 - Building fire,0.0,2000.0,2000,29560,27560,2456
21-0002387,2021/01/22 05:00:00+00,2316 ROWAN Louisville KY 40212,111 - Building fire,0.0,10000.0,10000,56000,46000,2457
21-0022433,2021/07/13 04:00:00+00,500 S BEECHER Louisville KY 40215,111 - Building fire,,30000.0,30000,35210,5210,2458
21-0002395,2021/01/22 05:00:00+00,4007 CHURCHMAN Louisville KY 40215,"113 - Cooking fire, confined to container",500.0,,500,0,-500,2459
21-0019870,2021/06/24 04:00:00+00,4020 SOUTHERN Louisville KY 40214,131 - Passenger vehicle fire,,1000.0,1000,2500,1500,2460
21-0022646,2021/07/14 04:00:00+00,City of Louisville KY 40203,131 - Passenger vehicle fire,,3500.0,3500,3500,0,2461
21-0011065,2021/04/13 04:00:00+00,1352 DIXIE Louisville KY 40210,111 - Building fire,1000.0,5000.0,6000,21000,15000,2462
21-0016792,2021/05/30 04:00:00+00,2911 MEADOWLARK Louisville KY 40206,"113 - Cooking fire, confined to container",150.0,150.0,300,200000,199700,2463
21-0008076,2021/03/18 04:00:00+00,MONTANA Louisville KY 40208,131 - Passenger vehicle fire,,1500.0,1500,3000,1500,2464
21-0022683,2021/07/15 04:00:00+00,6121 AIRPORT HOTELS Louisville KY 40213,132 - Road freight or transport vehicle fire,,8000.0,8000,8000,0,2465
21-0005067,2021/02/18 05:00:00+00,115 BLACKBURN Louisville KY 40206,"160 - Special outside fire, other",,500.0,500,198870,198370,2466
21-0016846,2021/05/30 04:00:00+00,3901 ALFORD Louisville KY 40212,111 - Building fire,10000.0,20000.0,30000,65570,35570,2467
21-0002419,2021/01/22 05:00:00+00,1200 FISCHER 6 Louisville KY 40204,111 - Building fire,0.0,200.0,200,224000,223800,2468
21-0008187,2021/03/19 04:00:00+00,1019 S 3RD Louisville KY 40203,111 - Building fire,0.0,100.0,100,202800,202700,2469
21-0022758,2021/07/15 04:00:00+00,204 POSSUM Louisville KY 40214,111 - Building fire,250.0,,250,175000,174750,2470
21-0019971,2021/06/24 04:00:00+00,2109 VILLAGE Louisville KY 40205,111 - Building fire,0.0,25000.0,25000,25000,0,2471
21-0011270,2021/04/14 04:00:00+00,615 N 24TH Louisville KY 40212,131 - Passenger vehicle fire,0.0,3000.0,3000,3000,0,2472
21-0005033,2021/02/18 05:00:00+00,1410 HAZEL Louisville KY 40211,111 - Building fire,0.0,500.0,500,38330,37830,2473
21-0016888,2021/05/31 04:00:00+00,2245 W KENTUCKY Louisville KY 40210,111 - Building fire,5000.0,23750.0,28750,47500,18750,2474
21-0002460,2021/01/23 05:00:00+00,1910 BANK Louisville KY 40203,111 - Building fire,2500.0,5000.0,7500,60000,52500,2475
21-0008203,2021/03/19 04:00:00+00,1487 FRANKFORT Louisville KY 40206,131 - Passenger vehicle fire,0.0,16000.0,16000,16000,0,2476
21-0022969,2021/07/17 04:00:00+00,661 S 37TH Louisville KY 40211,111 - Building fire,,75600.0,75600,75600,0,2477
21-0020119,2021/06/25 04:00:00+00,1023 BERRY Louisville KY 40215,111 - Building fire,1000.0,15000.0,16000,47390,31390,2478
21-0011214,2021/04/14 04:00:00+00,2412 MOUNT CLAIRE Louisville KY 40217,111 - Building fire,40000.0,75000.0,115000,589350,474350,2479
21-0005015,2021/02/18 05:00:00+00,S 13TH Louisville KY 40203,131 - Passenger vehicle fire,500.0,3000.0,3500,3000,-500,2480
21-0016888,2021/05/31 04:00:00+00,2245 W KENTUCKY Louisville KY 40210,111 - Building fire,5000.0,23750.0,28750,47500,18750,2481
21-0002627,2021/01/25 05:00:00+00,512 N 29TH Louisville KY 40212,111 - Building fire,0.0,10000.0,10000,25000,15000,2482
21-0008229,2021/03/19 04:00:00+00,3125 GREENWOOD 2 Louisville KY 40211,111 - Building fire,3000.0,10000.0,13000,99000,86000,2483
21-0022965,2021/07/17 04:00:00+00,S SHAWNEE Louisville KY 40212,131 - Passenger vehicle fire,,10000.0,10000,10000,0,2484
21-0020079,2021/06/25 04:00:00+00,2100 PORTLAND Louisville KY 40212,132 - Road freight or transport vehicle fire,0.0,10000.0,10000,100000,90000,2485
21-0011279,2021/04/14 04:00:00+00,S 15TH Louisville KY 40203,131 - Passenger vehicle fire,0.0,7500.0,7500,8000,500,2486
21-0005033,2021/02/18 05:00:00+00,1408 HAZEL Louisville KY 40211,111 - Building fire,7000.0,18295.0,25295,36590,11295,2487
21-0017021,2021/06/01 04:00:00+00,S 23RD Louisville KY 40210,131 - Passenger vehicle fire,500.0,500.0,1000,500,-500,2488
21-0002799,2021/01/26 05:00:00+00,983 SAMUEL Louisville KY 40204,111 - Building fire,500.0,0.0,500,20000,19500,2489
21-0008324,2021/03/20 04:00:00+00,109 COLONIAL OAKS Louisville KY 40214,111 - Building fire,500.0,1000.0,1500,100000,98500,2490
21-0022969,2021/07/17 04:00:00+00,661 S 37TH Louisville KY 40211,111 - Building fire,,10000.0,10000,38450,28450,2491
21-0020119,2021/06/25 04:00:00+00,1019 BERRY Louisville KY 40215,111 - Building fire,1000.0,15000.0,16000,47390,31390,2492
21-0011284,2021/04/14 04:00:00+00,2827 DELL BROOKE Louisville KY 40220,111 - Building fire,30000.0,30000.0,60000,30000,-30000,2493
21-0005205,2021/02/19 05:00:00+00,155 N KEATS Louisville KY 40206,111 - Building fire,40000.0,100000.0,140000,240000,100000,2494
21-0017152,2021/06/02 04:00:00+00,1414 WOODY Louisville KY 40215,111 - Building fire,3000.0,10000.0,13000,10000,-3000,2495
21-0003012,2021/01/29 05:00:00+00,2545 GRIFFITHS Louisville KY 40212,111 - Building fire,,21450.0,21450,21450,0,2496
21-0008495,2021/03/21 04:00:00+00,I 64 E City of Louisville KY 40206,142 - Brush or brush-and-grass mixture fire,0.0,10.0,10,10,0,2497
21-0023096,2021/07/18 04:00:00+00,2531 Columbia Louisville KY 40212,111 - Building fire,0.0,30000.0,30000,30000,0,2498
21-0020106,2021/06/25 04:00:00+00,715 S 16TH Louisville KY 40203,131 - Passenger vehicle fire,,16200.0,16200,16200,0,2499
21-0011297,2021/04/15 04:00:00+00,1825 S 24TH Louisville KY 40210,111 - Building fire,15000.0,65000.0,80000,65000,-15000,2500
21-0005222,2021/02/20 05:00:00+00,2705 W KENTUCKY Louisville KY 40211,111 - Building fire,5000.0,31000.0,36000,41190,5190,2501
21-0005266,2021/02/20 05:00:00+00,2313 7TH STREET Louisville KY 40208,111 - Building fire,100.0,0.0,100,42850,42750,2502
21-0005623,2021/02/23 05:00:00+00,2928 W KENTUCKY Louisville KY 40211,112 - Fires in structure other than in a building,,1500.0,1500,5000,3500,2503
21-0005761,2021/02/24 05:00:00+00,1845 W KENTUCKY Louisville KY 40210,111 - Building fire,,1500.0,1500,29280,27780,2504
21-0005759,2021/02/24 05:00:00+00,BRADLEY Louisville KY 40217,131 - Passenger vehicle fire,0.0,2000.0,2000,15000,13000,2505
21-0005773,2021/02/24 05:00:00+00,1851 DATE Louisville KY 40210,111 - Building fire,,1500.0,1500,28970,27470,2506
21-0005772,2021/02/24 05:00:00+00,4013 SOUTHERN Louisville KY 40214,461 - Building or structure weakened or collapsed,,12000.0,12000,80000,68000,2507
21-0005900,2021/02/25 05:00:00+00,1533 CATALPA Louisville KY 40211,111 - Building fire,500.0,15000.0,15500,57830,42330,2508
21-0005916,2021/02/26 05:00:00+00,3806 GREENWICH Louisville KY 40218,111 - Building fire,10000.0,20000.0,30000,111000,81000,2509
21-0005918,2021/02/26 05:00:00+00,1338 LILLIAN Louisville KY 40208,111 - Building fire,5000.0,10000.0,15000,80000,65000,2510
21-0005920,2021/02/26 05:00:00+00,Newburg City of Louisville KY 40218,131 - Passenger vehicle fire,1000.0,10000.0,11000,10000,-1000,2511
21-0006011,2021/02/27 05:00:00+00,1635 PLYMOUTH 7 Louisville KY 40203,111 - Building fire,500.0,500.0,1000,290200,289200,2512
21-0006066,2021/02/27 05:00:00+00,3002 HENDON Louisville KY 40220,111 - Building fire,0.0,89180.0,89180,117180,28000,2513
21-0006105,2021/02/27 05:00:00+00,455 MARRET Louisville KY 40208,111 - Building fire,1000.0,5000.0,6000,10000,4000,2514
21-0006241,2021/03/01 05:00:00+00,2022 S 40TH Louisville KY 40211,111 - Building fire,,2000.0,2000,16320,14320,2515
21-0006281,2021/03/01 05:00:00+00,430 S HANCOCK Louisville KY 40202,131 - Passenger vehicle fire,0.0,700.0,700,800,100,2516
21-0006394,2021/03/02 05:00:00+00,189 VERNON Louisville KY 40206,131 - Passenger vehicle fire,1000.0,3500.0,4500,3500,-1000,2517
21-0006424,2021/03/03 05:00:00+00,878 MINOMA Louisville KY 40217,111 - Building fire,1000.0,0.0,1000,0,-1000,2518
21-0006591,2021/03/04 05:00:00+00,S 32ND Louisville KY 40212,131 - Passenger vehicle fire,20000.0,20000.0,40000,20000,-20000,2519
21-0006701,2021/03/05 05:00:00+00,2513 ST XAVIER Louisville KY 40212,111 - Building fire,1000.0,5000.0,6000,40340,34340,2520
21-0006732,2021/03/05 05:00:00+00,1718 SADIE Shively KY 40216,"130 - Mobile property (vehicle) fire, other",200.0,1000.0,1200,1000,-200,2521
21-0006766,2021/03/06 05:00:00+00,Watterson Louisville KY 40213,131 - Passenger vehicle fire,200.0,15000.0,15200,15000,-200,2522
