County,District,School_Name,Program,Application_Number,Applicant,Preliminary_Grant_Application,Full_Grant_Application,Site_and_Design_Application,Site_Only_Application,Design_Only_Application,Environmental_Hardship_Application,Reduced_to_Costs_Incurred,Number_of_Elementary_School_Pupil_Grants_Requested,Number_of_Middle_School_Pupil_Grants_Requested,Number_of_High_School_Pupil_Grants_Requested,Number_of_Non_Severe_School_Pupil_Grants_Requested,Number_of_Severe_School_Pupil_Grants_Requested,Grade_Level_of_Project,State_Share_of_Funding,Site_Acquisition,Financial_Hardship,CSFA_Lease_Amount,CTEFP_Loan_Amount,Type_of_Joint_Use_Facility,Type_of_Joint_Use_Partner,Industry_Sector,Portables_Replaced,Last_SAB_Date,Status
Sutter,Brittan Elementary,Middle School,New Construction,50/71357-00-001,,,,,,566379.0,,RCI,267.0,5.0,,,,MI,41100.04,,,,,,,,,5/3/2005,1% Completed
Sutter,Brittan Elementary,Brittan Elementary,New Construction,50/71357-00-002,,,2527280.0,,,646425.0,,,125.0,,,,,EL,3256240.0,,3091170.0,,,,,,,10/28/2020,100% Completed
Sutter,Franklin Elementary,Franklin Elementary,New Construction,50/71381-00-001,,,143566.0,,,,,,,14.0,,,,MI,143566.0,,,,,,,,,7/27/2005,Closed
Sutter,Franklin Elementary,Franklin Elementary,New Construction,50/71381-00-002,,,434680.0,,,,,,25.0,,,,,EL,1304040.0,,,,,,,,,12/10/2008,Closed
Sutter,Live Oak Unified,Live Oak High,New Construction,50/71399-00-001,,,4657982.0,,,,,,,,331.0,,,HI,4657982.0,,,,,,,,,12/14/2011,Closed
Sutter,Live Oak Unified,Live Oak Middle,New Construction,50/71399-00-002,,,2239280.0,,,,,,34.0,99.0,,,,MI,2239280.0,,,,,,,,,10/26/2022,Funds Released
Sutter,Marcum-illinois Union,Marcum-illinois Union Elementary,New Construction,50/71407-00-001,,,532670.0,,,61279.0,,RCI,36.0,4.0,,,,EL,47278.0,,14001.0,,,,,,,1/25/2006,15% Completed
Sutter,Marcum-illinois Union,Marcum-illinois Union Elementary,New Construction,50/71407-00-002,,,901598.0,,,,,,28.0,23.0,,,,EL,464484.0,,437114.0,,,,,,,1/25/2006,Closed
Sutter,Nuestro Elementary,Nuestro Elementary,New Construction,50/71423-00-001,,,2339648.0,,,186296.0,,,135.0,5.0,,,,EL,3796650.0,,3781182.0,,,,,,,1/24/2007,Closed
Sutter,Sutter Union High,Sutter High,New Construction,50/71449-00-001,,,3635186.0,,,,,,,,270.0,,,HI,14540744.0,,,,,,,,,2/23/2011,Closed
Sutter,Sutter Union High,Sutter High,New Construction,50/71449-00-002,,,2014497.0,,,,,,,,100.0,,,HI,2014497.0,,,,,,,,,12/14/2011,Closed
Sutter,Yuba City Unified,Andros Kasperos Elementary,New Construction,50/71464-00-001,,,4097935.31,,,,,,550.0,,,,,EL,4062124.31,35811.0,,,,,,,,12/18/2002,Closed
Sutter,Yuba City Unified,Yuba City High,New Construction,50/71464-00-002,,,21986550.53,,,,,,755.0,,1806.0,26.0,,HI,20942587.53,1043963.0,,,,,,,,12/18/2002,Closed
Sutter,Yuba City Unified,Butte Vista Elementary,New Construction,50/71464-00-004,,,5716137.0,,,,,,550.0,108.0,,,,EL,11432274.0,,,,,,,,,9/28/2005,Closed
Sutter,Yuba City Unified,Riverbend Elementary,New Construction,50/71464-00-005,,,13403523.0,,,,,,600.0,567.0,,,,MI,12941104.0,462419.0,,,,,,,,7/25/2007,Closed
Sutter,Yuba City Unified,Bridge Street Elementary,New Construction,50/71464-00-006,,,1168315.0,,,,,,98.0,,,,,EL,2336630.0,,,,,,,,,6/25/2008,Closed
Sutter,Yuba City Unified,Riverbend Elementary,New Construction,50/71464-00-007,,,502186.0,,,,,,46.0,,,,,EL,1004372.0,,,,,,,,,12/15/2010,Closed
Tehama,Antelope Elementary,Antelope Elementary,New Construction,50/71472-00-001,,,15830.0,,,,,,1.0,,,,,EL,15830.0,,,,,,,,,4/28/2021,95% Completed
Tehama,Antelope Elementary,Antelope Elementary,New Construction,50/71472-00-002,,,15830.0,,,,,,1.0,,,,,EL,15830.0,,,,,,,,,4/28/2021,95% Completed
Tehama,Antelope Elementary,Antelope Elementary,New Construction,50/71472-00-003,,,15830.0,,,,,,1.0,,,,,EL,15830.0,,,,,,,,,4/28/2021,95% Completed
Tehama,Antelope Elementary,Antelope Elementary,New Construction,50/71472-00-004,,,103920.0,,,,,,6.0,,,,,EL,103920.0,,,,,,,,,4/28/2021,95% Completed
Tehama,Corning Union Elementary,Woodson Elementary,New Construction,50/71498-00-001,,,5627625.04,,,742969.2,,,667.0,,,,,EL,26017879.2,375000.0,11384748.24,,,,,,,8/26/2009,Closed
Tehama,Corning Union Elementary,Olive View Elementary,New Construction,50/71498-00-002,,,2877008.0,,,,,,204.0,,,16.0,1.0,EL,2877008.0,,2549318.0,,,,,,,3/25/2009,Closed
Tehama,Corning Union High,Corning High,New Construction,50/71506-00-001,,,5454071.0,,,,,,,,377.0,,,HI,7811658.0,,8571612.0,,,,,,,2/23/2000,Closed
Tehama,Corning Union High,Corning Union High,New Construction,50/71506-00-002,,,3704512.0,,,,,,,,164.0,,,HI,3704512.0,,,,,,,,,10/26/2022,Funds Released
Tehama,Evergreen Union Elementary,Evergreen Middle,New Construction,50/71522-00-002,,,761859.0,,,,,,,108.0,,,,MI,1523718.0,,,,,,,,,3/30/2005,Closed
Tehama,Evergreen Union Elementary,Evergreen Elementary,New Construction,50/71522-00-003,,,352744.0,,,,,,50.0,,,,,EL,705488.0,,,,,,,,,3/30/2005,Closed
Tehama,Flournoy Union Elementary,Flournoy Elementary,New Construction,50/71530-00-001,,,317443.0,,,,,,29.0,14.0,,,,EL,634886.0,,,,,,,,,6/27/2001,Closed
Tehama,Kirkwood Elementary,Kirkwood Elementary,New Construction,50/71555-00-001,,,2801563.0,,,,,,97.0,,,,,EL,1431479.0,,1370084.0,,,,,,,2/24/2010,Closed
Tehama,Plum Valley Elementary,Plum Valley Elementary,New Construction,50/71613-00-002,,,3676376.0,170597.0,,114006.0,,,63.0,12.0,,,,EL,15339904.0,786472.0,15581368.0,,,,,,,5/22/2013,Closed
Tehama,Red Bluff Union Elementary,Bidwell Elementary,New Construction,50/71621-00-001,,,173798.0,,,,,,17.0,,,,,EL,173798.0,,,,,,,,,12/10/2008,Closed
Tehama,Red Bluff Union Elementary,Jackson Heights Elementary,New Construction,50/71621-00-002,,,35062.0,,,,,,3.0,,,,,EL,35062.0,,,,,,,,,12/10/2008,Closed
Tehama,Red Bluff Union Elementary,Bidwell Elementary,New Construction,50/71621-00-003,,,104430.0,,,,,,10.0,,,,,EL,104430.0,,,,,,,,,12/10/2008,Closed
Tehama,Red Bluff Joint Union High,Red Bluff High,New Construction,50/71639-00-002,,,1879098.0,,,,,,,,162.0,,,HI,1879098.0,,,,,,,,,10/26/2005,Closed
Tehama,Reeds Creek Elementary,Reeds Creek Elementary,New Construction,50/71647-00-001,,,455298.0,,,108817.0,,,,27.0,,,,EL,888051.0,,804294.0,,,,,,,6/25/2008,Closed
Tehama,Richfield Elementary,Richfield Elementary,New Construction,50/71654-00-001,,,707152.13,,,65012.0,,RCI,50.0,54.0,,,,EL,7195428.0,,5413842.0,,,,,,,9/27/2006,Closed
Tehama,Richfield Elementary,Richfield Elementary,New Construction,50/71654-00-002,,,750435.5,,,321525.0,,,105.0,13.0,,,,EL,1822396.0,,321525.0,,,,,,,5/24/2006,Closed
Tehama,Richfield Elementary,Richfield Elementary,New Construction,50/71654-00-003,,,628762.0,,,,,,22.0,23.0,,,,EL,1412636.0,,1095164.0,,,,,,,8/26/2015,Closed
Tehama,Richfield Elementary,Richfield Elementary,New Construction,50/71654-00-004,,,,,,164387.0,,RCI,140.0,,,,,EL,196654.0,,132120.0,,,,,,,1/25/2017,Funds Released
Trinity,Weaverville Elementary,Weaverville Elementary,New Construction,50/71787-00-001,,,1768718.0,,,,,,,112.0,,,,EL,884359.0,,884359.0,,,,,,,12/18/2002,100% Completed
Tulare,Allensworth Elementary,Allensworth Elementary,New Construction,50/71795-00-002,,,1316613.0,,,147332.0,,,101.0,1.0,,,,EL,2927892.0,,2927888.0,,,,,,,1/26/2011,Closed
Tulare,Alpaugh Unified,Alpaugh Elementary,New Construction,50/71803-00-001,,,,,,667073.0,,,178.0,,,,,EL,333536.5,,333536.5,,,,,,,12/14/2011,15% Completed
Tulare,Alta Vista Elementary,Alta Vista Elementary,New Construction,50/71811-00-001,,,77002.5,,,10433.0,,RCI,3.0,6.0,,,,EL,1712.0,,1712.0,,,,,,,9/26/2007,Funds Released
Tulare,Alta Vista Elementary,Olive Avenue Elementary,New Construction,50/71811-00-002,,,,2184000.0,,940460.0,,,253.0,4.0,,,,EL,481998.5,1092000.0,1550461.5,,,,,,,12/15/2010,84% Completed
Tulare,Buena Vista Elementary,Buena Vista Elementary,New Construction,50/71829-00-001,,,71658.0,,,,,,10.0,,,,,EL,71658.0,,,,,,,,,5/28/2003,Closed
Tulare,Buena Vista Elementary,Buena Vista Elementary,New Construction,50/71829-00-002,,,1699446.0,,,,,,37.0,,,,,EL,2537169.0,,2537169.0,,,,,,,4/24/2017,Closed
Tulare,Buena Vista Elementary,Buena Vista Elementary,New Construction,50/71829-00-003,,,,,,460302.0,,,174.0,26.0,,,,EL,230529.5,,229772.5,,,,,,,4/7/2014,68% Completed
Tulare,Burton,New Middle School,New Construction,50/71837-00-003,,,8352785.0,,,600521.0,,,346.0,373.0,,,,EL,22840625.0,125000.0,21800905.0,,,,,,,9/27/2000,Closed
Tulare,Burton,William. R. Buckley Elementary,New Construction,50/71837-00-004,,,1320421.0,,,,,,200.0,,,,,EL,1320421.0,,,,,,,,,1/22/2003,Closed
Tulare,Burton,New Elementary,New Construction,50/71837-00-006,,,8545567.66,,,,,,475.0,150.0,,,,EL,8917676.0,413040.0,7760419.32,,,,,,,2/23/2005,Closed
Tulare,Burton,Summit Charter Academy Redwood Campus,New Construction,50/71837-00-007,,,12188578.79,,,275962.0,,,250.0,297.0,,,,MI,12634096.0,666212.0,11628773.58,,,,,,,1/24/2007,Closed
Tulare,Burton,Jim Maples Academy,New Construction,50/71837-00-008,,,261367.0,,,,,,25.0,,,,,EL,522734.0,,,,,,,,,1/24/2007,Closed
Tulare,Burton,New Elementary-lombardi,New Construction,50/71837-00-009,,,20000317.0,1217201.82,,1347171.49,,,850.0,,,,,EL,114574490.0,6231220.0,104841193.1,,,,,,,12/15/2010,Closed
Tulare,Burton,Summit Charter Academy Redwood Campus,New Construction,50/71837-00-010,,,10436572.48,,,,,,400.0,135.0,,,,MI,87016125.0,,68435865.0,,,,,,,10/26/2022,Closed
Tulare,Burton,Burton Elementary (do not use),New Construction,50/71837-00-011,,,134018.0,,,,,,5.0,,,,,EL,134018.0,,134018.0,,,,,,,12/15/2010,Closed
Tulare,Burton,William. R. Buckley Elementary,New Construction,50/71837-00-012,,,88566.0,,,,,,2.0,,,,,EL,88566.0,,88566.0,,,,,,,12/15/2010,Closed
Tulare,Burton,Burton Elementary,New Construction,50/71837-00-013,,,296438.0,,,,,,12.0,,,,,EL,296438.0,,296438.0,,,,,,,12/15/2010,Closed
Tulare,Burton,New 6-8 School,New Construction,50/71837-00-014,,,14932416.0,,,,,,453.0,,,,,MI,7341707.0,222631.0,7368078.0,,,,,,,10/24/2018,100% Completed
Tulare,Cutler-orosi Joint Unified,El Monte Junior High,New Construction,50/71860-00-001,,,7510804.0,,,,,,200.0,263.0,,,,MI,7774514.0,,7225058.0,,,,,,,8/25/2010,Closed
Tulare,Cutler-orosi Joint Unified,Orosi High,New Construction,50/71860-00-002,,,8618260.0,,,,,,,,405.0,,,HI,4442465.0,,4175795.0,,,,,,,6/28/2006,Closed
Tulare,Cutler-orosi Joint Unified,Palm Elementary,New Construction,50/71860-00-003,,,1769784.0,,,,,,100.0,,,,,EL,1769784.0,,1644160.0,,,,,,,10/29/2008,Closed
Tulare,Cutler-orosi Joint Unified,Cutler Elementary,New Construction,50/71860-00-004,,,1318570.0,,,,,,75.0,,,,,EL,1379938.0,,1257202.0,,,,,,,8/24/2011,Closed
Tulare,Cutler-orosi Joint Unified,El Monte Junior High,New Construction,50/71860-00-005,,,2135019.78,,,,,,55.0,51.0,,12.0,,MI,1202642.0,,932377.78,,,,,,,3/28/2007,Closed
Tulare,Cutler-orosi Joint Unified,Orosi High,New Construction,50/71860-00-006,,,2879012.0,,,,,,216.0,,,,,HI,2879012.0,,,,,,,,,10/28/2020,100% Completed
Tulare,Ducor Union Elementary,Ducor Union Elementary,New Construction,50/71894-00-001,,,,,,184223.0,,,25.0,,,,,EL,124343.0,,59880.0,,,,,,,6/27/2012,20% Completed
Tulare,Earlimart Elementary,Alila Elementary,New Construction,50/71902-00-001,,,3511587.0,,,,,,369.0,70.0,,,,EL,14523480.0,,6546042.0,,,,,,,1/26/2000,Closed
Tulare,Earlimart Elementary,Alila Elementary,New Construction,50/71902-00-002,,,137690.0,,,,,,16.0,,,,,EL,137690.0,,,,,,,,,5/28/2003,Closed
Tulare,Earlimart Elementary,Alila Elementary,New Construction,50/71902-00-003,,,238999.0,,,,,,26.0,,,,,EL,238999.0,,,,,,,,,5/3/2005,Closed
Tulare,Earlimart Elementary,Earlimart Intermediate,New Construction,50/71902-00-004,,,165258.0,,,,,,6.0,13.0,,,,MI,165258.0,,,,,,,,,5/3/2005,Closed
Tulare,Earlimart Elementary,Alila Elementary,New Construction,50/71902-00-005,,,225284.0,,,,,,25.0,,,,,EL,450568.0,,,,,,,,,1/24/2007,Closed
Tulare,Earlimart Elementary,Earlimart Intermediate,New Construction,50/71902-00-006,,,2752940.0,,,,,,130.0,,,,,EL,11208123.0,,10280214.0,,,,,,,10/26/2022,Closed
Tulare,Earlimart Elementary,Alila Elementary,New Construction,50/71902-00-007,,,2610469.0,,,,,,110.0,,,,,EL,9611415.0,,9611415.0,,,,,,,10/26/2022,Closed
Tulare,Earlimart Elementary,Earlimart Elementary,New Construction,50/71902-00-008,,,3603172.0,,,,,,150.0,,,,,EL,15030909.0,,14805270.0,,,,,,,10/26/2022,Closed
Tulare,Earlimart Elementary,Earlimart Middle-addition,New Construction,50/71902-00-009,,,1605461.0,,,,,,,48.0,,,,MI,6730182.0,,6730182.0,,,,,,,10/26/2022,Closed
Tulare,Exeter Union High,Exeter High School,New Construction,50/71928-00-001,,,2941457.5,,,,,,,,341.0,,,HI,5882915.0,,,,,,,,,3/22/2000,Closed
Tulare,Hope Elementary,Hope Elementary,New Construction,50/71944-00-001,,,1756515.0,,,239729.0,,,61.0,10.0,,,,EL,17849124.0,,16464996.0,,,,,,,10/26/2022,Closed
Tulare,Hope Elementary,Hope Elementary,New Construction,50/71944-00-002,,,,,,2446600.0,,,315.0,64.0,,,,EL,1223300.0,,1223300.0,,,,,,,2/22/2023,Funds Released
Tulare,Kings River Union Elementary,Kings River Elementary,New Construction,50/71969-00-001,,,2142022.0,,,,,,72.0,,,,,EL,4284044.0,,4284044.0,,,,,,,12/15/2010,Funds Released
Tulare,Kings River Union Elementary,Kings River Elementary,New Construction,50/71969-00-002,,,,,,545662.0,,,88.0,5.0,,,,EL,272831.0,,272831.0,,,,,,,10/26/2022,Funds Released
Tulare,Liberty Elementary,Liberty Elementary,New Construction,50/71985-00-001,,,9895233.0,3191306.0,,1362481.0,,,342.0,41.0,,,,EL,22678840.0,6219200.0,28898040.0,,,,,,,12/14/2011,Closed
Tulare,Liberty Elementary,Liberty Elementary,New Construction,50/71985-00-002,,,691774.0,,,,,,,44.0,,,,EL,691774.0,,,,,,,,,4/24/2019,100% Completed
Tulare,Liberty Elementary,Liberty Elementary,New Construction,50/71985-00-003,,,,,,1425453.0,,,150.0,108.0,,,,EL,749181.0,,676272.0,,,,,,,9/25/2019,Funds Released
Tulare,Liberty Elementary,Liberty Elementary,New Construction,50/71985-00-004,,,5830412.0,,,,,,250.0,,,,,EL,3351015.0,,2479397.0,,,,,,,4/27/2022,Funds Released
Tulare,Lindsay Unified,Lindsay Senior High,New Construction,50/71993-00-001,,,422389.0,,,,,,,,50.0,,,HI,422389.0,,,,,,,,,5/28/2003,Closed
Tulare,Lindsay Unified,Reagan Elementary (aka Garvey (Steve) Junior High),New Construction,50/71993-00-002,,,341485.0,,,,,,,54.0,,,,MI,341485.0,,,,,,,,,5/28/2003,Closed
Tulare,Lindsay Unified,New High School,New Construction,50/71993-00-003,,,28905837.0,,,2488240.0,,,276.0,,750.0,,,HI,121591448.0,6989192.0,122935168.0,,,,,,,8/23/2017,Closed
Tulare,Lindsay Unified,Hickory Elementary,New Construction,50/71993-00-005,,,15571537.0,,,,,,321.0,256.0,,,,EL,195473952.0,14623659.0,209962611.0,,,,,,,10/26/2022,Closed
Tulare,Monson-sultana Joint Union Elementary,Monson-sultana Elementary,New Construction,50/72009-00-001,,,2214019.0,,,260718.0,,,86.0,,,,,EL,7683732.0,,7156044.0,,,,,,,11/25/2013,Closed
Tulare,Monson-sultana Joint Union Elementary,Monson-sultana Elementary,New Construction,50/72009-00-002,,,2625930.0,,,373351.0,,,100.0,,,,,EL,3040128.0,,2958434.0,,,,,,,4/27/2022,83% Completed
Tulare,Oak Valley Union Elementary,Oak Valley Elementary,New Construction,50/72017-00-001,,,2558417.0,,,68166.0,,,100.0,68.0,,,,EL,3964389.0,,3915360.0,,,,,,,12/18/2002,Closed
Tulare,Oak Valley Union Elementary,Oak Valley Elementary,New Construction,50/72017-00-002,,,5268950.0,221823.0,,910744.0,,,175.0,66.0,,,,EL,92891040.0,3787950.0,95189160.0,,,,,,,10/26/2022,Closed
Tulare,Oak Valley Union Elementary,Oak Valley Elementary,New Construction,50/72017-00-004,,,4649463.0,,,1272116.0,,,195.0,21.0,,,,EL,14865825.0,,14742070.0,,,,,,,10/14/2013,Closed
Tulare,Palo Verde Union Elementary,Palo Verde Elementary,New Construction,50/72033-00-001,,,308487.0,,,,,,30.0,,,,,EL,308487.0,,,,,,,,,2/28/2007,Closed
Tulare,Palo Verde Union Elementary,Palo Verde Elementary,New Construction,50/72033-00-002,,,7806005.0,,975000.0,1139044.0,,,252.0,51.0,,,,EL,26708676.0,3128855.64,29676881.7,,,,,,,1/27/2021,Closed
Tulare,Pixley Union Elementary,Pixley Middle,New Construction,50/72041-00-001,,,9449849.0,1061308.0,,437197.0,,,346.0,54.0,,,,MI,14826621.0,1595910.0,16422531.0,,,,,,,5/23/2007,Closed
Tulare,Pleasant View Elementary,Pleasant View Elementary,New Construction,50/72058-00-001,,,127988.0,,,,,,18.0,,,,,EL,127988.0,,,,,,,,,6/22/2005,Closed
Tulare,Pleasant View Elementary,Pleasant View Elementary,New Construction,50/72058-00-002,,,5722149.0,,,574286.22,,,160.0,70.0,,,,EL,6339916.0,10486.0,6242468.44,,,,,,,1/25/2006,Closed
Tulare,Sequoia Union Elementary,Sequoia Elementary,New Construction,50/72116-00-001,,,3468840.0,,,671738.0,,,83.0,91.0,,,,EL,4190800.0,,4090356.0,,,,,,,3/20/2013,Closed
Tulare,Sequoia Union Elementary,Sequoia Elementary,New Construction,50/72116-00-002,,,,,,794881.0,,,177.0,14.0,,,,EL,477638.5,,317242.5,,,,,,,10/28/2020,Funds Released
Tulare,Springville Union Elementary,Springville Elementary,New Construction,50/72132-00-001,,,1122238.0,,,,,,65.0,27.0,,,,EL,3366714.0,,,,,,,,,8/20/2014,Closed
Tulare,Stone Corral Elementary,Stone Corral Elementary,New Construction,50/72140-00-001,,,1163458.0,,,152059.0,,RCI,25.0,12.0,,,,EL,91092.0,,,,,,,,,2/24/2010,Funds Released
Tulare,Strathmore Union Elementary,Strathmore Middle,New Construction,50/72157-00-001,,,3044756.0,,,477822.0,,,18.0,198.0,,,,MI,5499816.0,,5067918.0,,,,,,,6/28/2006,Closed
Tulare,Strathmore Union Elementary,Strathmore Elementary,New Construction,50/72157-00-002,,,72223.0,,,120800.0,,,20.0,,,,,EL,397869.0,,177837.0,,,,,,,2/25/2009,Closed
Tulare,Strathmore Union Elementary,Strathmore Elementary,New Construction,50/72157-00-003,,,440900.0,,,,,,21.0,,,,,EL,880716.0,,880720.0,,,,,,,6/25/2014,Closed
Tulare,Strathmore Union Elementary,Strathmore Elementary,New Construction,50/72157-00-004,,,4730585.0,,,,,,231.0,,,,,EL,2497027.0,,2233558.0,,,,,,,2/23/2011,Closed
Tulare,Sundale Union Elementary,Sundale Elementary,New Construction,50/72173-00-002,,,2285700.0,,,189536.0,,,,181.0,,,,MI,4950472.0,,4942072.24,,,,,,,2/22/2006,Closed
Tulare,Sundale Union Elementary,Sundale Elementary,New Construction,50/72173-00-003,,,2504801.0,182000.0,,467200.0,,,200.0,,,,,EL,10342374.0,696633.0,11039000.0,,,,,,,11/3/2010,Closed
Tulare,Sundale Union Elementary,Sundale Elementary,New Construction,50/72173-00-004,,,1719255.0,,,249096.0,,,92.0,,,,,EL,4014744.0,,3858660.0,,,,,,,3/26/2008,Closed
Tulare,Sundale Union Elementary,Sundale Elementary,New Construction,50/72173-00-005,,,3348462.19,,,,,,79.0,40.0,,,,EL,13301104.0,,13216728.0,,,,,,,10/26/2022,Closed
Tulare,Sundale Union Elementary,Sundale Elementary,New Construction,50/72173-00-006,,,,,,1370222.0,,,253.0,31.0,,,,EL,697154.5,,673067.5,,,,,,,5/27/2020,42% Completed
Tulare,Terra Bella Union Elementary,Terra Bella Elementary,New Construction,50/72199-00-001,,,87575.0,,,,,,13.0,,,,,EL,87575.0,,,,,,,,,10/26/2005,Closed
Tulare,Terra Bella Union Elementary,Smith (carl) Middle,New Construction,50/72199-00-002,,,44753.0,,,,,,1.0,3.0,,,,MI,44753.0,,,,,,,,,9/28/2005,Closed
Tulare,Terra Bella Union Elementary,Terra Bella Elementary,New Construction,50/72199-00-003,,,103988.0,,,,,,14.0,,,,,EL,103988.0,,,,,,,,,10/26/2005,Closed
Tulare,Terra Bella Union Elementary,Smith (carl) Middle,New Construction,50/72199-00-004,,,1201002.0,,,,,,,90.0,,,,MI,2402004.0,,,,,,,,,12/12/2012,Closed
Tulare,Terra Bella Union Elementary,Terra Bella Elementary,New Construction,50/72199-00-005,,,1608786.0,,,,,,121.0,,,,,EL,3217572.0,,,,,,,,,5/22/2013,Closed
Tulare,Tipton Elementary,Tipton Elementary,New Construction,50/72215-00-001,,,3325578.0,,,,,,240.0,89.0,,,,MI,15223344.0,,11381280.0,,,,,,,10/26/2011,Closed
Tulare,Traver Joint Elementary,Traver Elementary,New Construction,50/72223-00-001,,,914603.0,,,52771.0,,,75.0,,,,,EL,3962912.0,,3573488.0,,,,,,,5/22/2013,Closed
Tulare,Traver Joint Elementary,Traver Elementary,New Construction,50/72223-00-002,,,,,,929678.0,,,135.0,35.0,,,,EL,549869.0,,379809.0,,,,,,,5/31/2023,Funds Released
Tulare,Tulare City Elementary,New Northridge-gail Elementary,New Construction,50/72231-00-002,,,4553246.0,,,,,,498.0,192.0,,,,EL,4553246.0,,,,,,,,,3/26/2003,Closed
Tulare,Tulare City Elementary,Mission Valley Elementary,New Construction,50/72231-00-003,,,8118266.0,,,,,,950.0,,,,,EL,15801760.0,434772.0,,,,,,,,4/26/2006,Closed
Tulare,Tulare City Elementary,New School,New Construction,50/72231-00-004,,,13560774.0,,,,,,825.0,351.0,,,,EL,40224153.0,457869.0,,,,,,,,3/21/2018,Closed
Tulare,Tulare Joint Union High,Mission Oak High,New Construction,50/72249-00-001,,,21658838.0,,,,,,,,1458.0,,,HI,42285464.0,1030316.0,,,,,,,,5/22/2013,Closed
Tulare,Tulare Joint Union High,Mission Oak High,New Construction,50/72249-00-002,,,2034671.0,,,,,,,,121.0,,,HI,2034671.0,,,,,,,,,10/24/2018,100% Completed
Tulare,Tulare Joint Union High,Tulare Western High,New Construction,50/72249-00-003,,,734149.0,,,,,,,,27.0,,,HI,734149.0,,,,,,,,,4/27/2022,Funds Released
Tulare,Tulare Joint Union High,Tulare Agriculture Farm,New Construction,50/72249-00-004,,,3396607.0,,,,,,,,140.0,,,HI,3396607.0,,,,,,,,,10/26/2022,Funds Released
Tulare,Tulare Joint Union High,Tulare Joint Union High,New Construction,50/72249-00-005,,,7175996.0,,,,,,,,220.0,,,HI,7175996.0,,,,,,,,,2/22/2023,Funds Released
Tulare,Visalia Unified,New High School,New Construction,50/72256-00-001,,,14504501.0,,,,,,,,2000.0,,,HI,27543636.0,1456000.0,,,,,,,,12/15/2005,Closed
Tulare,Visalia Unified,Elbow Creek Elementary,New Construction,50/72256-00-002,,,1172158.0,,,,,,190.0,,,,,EL,2344316.0,,,,,,,,,9/27/2000,Closed
Tulare,Visalia Unified,Mountain View Elementary,New Construction,50/72256-00-003,,,1174403.0,,,,,,186.0,,,,,EL,2348806.0,,,,,,,,,9/27/2000,Closed
Tulare,Visalia Unified,Royal Oaks Elementary,New Construction,50/72256-00-004,,,1137693.0,,,,,,184.0,,,,,EL,2275386.0,,,,,,,,,9/27/2000,Closed
Tulare,Visalia Unified,N E Elementary,New Construction,50/72256-00-005,,,4677606.0,,,,,,725.0,,,13.0,,EL,13258680.0,774138.0,,,,,,,,12/18/2002,Closed
Tulare,Visalia Unified,Northwest Mangano Elementary,New Construction,50/72256-00-008,,,4982089.0,,,,,,750.0,,,13.0,,EL,4733189.0,248900.0,,,,,,,,12/18/2002,Closed
Tulare,Visalia Unified,Dans Lane Elementary,New Construction,50/72256-00-012,,,4893122.0,,,,,,40.0,585.0,,13.0,,EL,9656338.0,129906.0,,,,,,,,2/23/2005,Closed
Tulare,Visalia Unified,Golden West High,New Construction,50/72256-00-013,,,1430893.0,,,,,,,,162.0,,,HI,2861786.0,,,,,,,,,2/23/2005,Closed
Tulare,Visalia Unified,Redwood High,New Construction,50/72256-00-014,,,415568.0,,,,,,,,41.0,,,HI,831136.0,,,,,,,,,2/23/2005,Closed
Tulare,Visalia Unified,Fairview Elementary,New Construction,50/72256-00-015,,,231407.0,,,,,,34.0,,,,,EL,231407.0,,,,,,,,,10/26/2005,Closed
Tulare,Visalia Unified,Crowley Elementary,New Construction,50/72256-00-016,,,231407.0,,,,,,34.0,,,,,EL,231407.0,,,,,,,,,10/26/2005,Closed
Tulare,Visalia Unified,Crestwood Elementary,New Construction,50/72256-00-017,,,454814.0,,,,,,68.0,,,,,EL,454814.0,,,,,,,,,10/26/2005,Closed
Tulare,Visalia Unified,Four Creeks Elementary,New Construction,50/72256-00-018,,,325768.0,,,,,,,,,22.0,,EL,325768.0,,,,,,,,,12/15/2005,Closed
Tulare,Visalia Unified,La Joya Middle,New Construction,50/72256-00-019,,,256932.0,,,,,,,31.0,,,,MI,256932.0,,,,,,,,,10/26/2005,Closed
