_Household_ID,Date_Added,Housing_Type,Household_Type,Household_Size,Annual_Income,ZIP_Code,OBJECTID
202124,6/22/2020 13:50,Rent/Non-Subsidized,Single Person,1.0,"$11,208 ",40222.0,27573
216421,9/8/2020 13:51,Rent/Non-Subsidized,Single Person,1.0,"$190,407.60 ",40222.0,27574
216432,9/8/2020 14:09,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27575
216848,9/9/2020 18:38,Rent/Non-Subsidized,Single Person,1.0,"$12,092.52 ",40222.0,27576
219030,9/22/2020 12:06,Rent/Subsidized,Single Person,1.0,"$17,352 ",40222.0,27577
223607,10/16/2020 13:57,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27578
228494,11/12/2020 15:50,Rent/Subsidized,Single Person,1.0,"$17,400 ",40222.0,27579
228533,11/12/2020 16:50,Rent/Subsidized,Single Person,1.0,"$10,368 ",40222.0,27580
228591,11/12/2020 18:51,Rent/Subsidized,Single Person,1.0,"$16,788 ",40222.0,27581
228607,11/12/2020 19:20,Rent/Subsidized,Single Person,1.0,"$12,612 ",40222.0,27582
228652,11/12/2020 20:37,Rent/Subsidized,Single Person,1.0,"$14,544 ",40222.0,27583
228658,11/12/2020 20:47,Rent/Subsidized,Single Person,1.0,"$15,336 ",40222.0,27584
228665,11/12/2020 20:54,Rent/Subsidized,Single Person,2.0,"$12,230.04 ",40222.0,27585
230731,11/24/2020 14:58,Rent/Non-Subsidized,Single Person,3.0,"$6,132 ",40222.0,27586
23684,10/9/2018 17:44,Rent/Subsidized,Single Person,1.0,"$10,332 ",40222.0,27587
237345,12/21/2020 14:19,Rent/Non-Subsidized,Single Person,3.0,"$42,784.56 ",40222.0,27588
244280,2/9/2021 18:47,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27589
244901,2/15/2021 20:30,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27590
247392,3/2/2021 12:59,Owns Home,Single Person,1.0,"$6,912 ",40222.0,27591
251277,3/23/2021 19:12,Rent/Non-Subsidized,Single Person,1.0,"$44,048.52 ",40222.0,27592
252371,4/1/2021 19:00,Rent/Non-Subsidized,Single Person,1.0,"$22,089.36 ",40222.0,27593
252563,4/5/2021 16:51,Rent/Non-Subsidized,Single Person,1.0,"$8,475 ",40222.0,27594
254161,4/23/2021 18:03,Rent/Non-Subsidized,Single Person,4.0,"$38,088 ",40222.0,27595
254700,5/4/2021 12:36,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27596
256979,5/27/2021 16:41,Rent/Non-Subsidized,Single Person,4.0,"$31,200 ",40222.0,27597
259774,6/24/2021 12:53,Rent/Non-Subsidized,Single Person,1.0,"$7,200 ",40222.0,27598
260586,6/29/2021 18:30,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27599
262529,7/22/2021 19:53,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27600
263244,7/29/2021 12:57,Rent/Non-Subsidized,Single Person,1.0,"$22,800 ",40222.0,27601
263745,8/2/2021 18:48,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27602
263855,8/3/2021 14:29,Rent/Non-Subsidized,Single Person,1.0,"$36,000 ",40222.0,27603
264975,8/10/2021 16:53,Rent/Non-Subsidized,Single Person,1.0,"$14,304 ",40222.0,27604
267368,8/25/2021 15:50,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27605
267590,8/26/2021 15:50,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27606
268140,8/31/2021 13:26,Rent/Non-Subsidized,Single Person,2.0,"$5,850 ",40222.0,27607
268388,9/1/2021 13:35,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27608
268797,9/3/2021 12:58,Rent/Subsidized,Single Person,1.0,"$17,196 ",40222.0,27609
270251,9/14/2021 19:49,Rent/Non-Subsidized,Single Person,1.0,"$42,096.12 ",40222.0,27610
271783,9/24/2021 14:33,Rent/Non-Subsidized,Single Person,2.0,"$30,156 ",40222.0,27611
272376,9/28/2021 20:25,Rent/Non-Subsidized,Single Person,1.0,"$19,200 ",40222.0,27612
272916,10/1/2021 13:44,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27613
273176,10/4/2021 18:03,Rent/Non-Subsidized,Single Person,2.0,"$19,107.72 ",40222.0,27614
274313,10/12/2021 15:42,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27615
275381,10/19/2021 16:25,Rent/Non-Subsidized,Single Person,1.0,"$14,604 ",40222.0,27616
275642,10/20/2021 19:09,Rent/Non-Subsidized,Single Person,1.0,"$13,640.40 ",40222.0,27617
276315,10/26/2021 12:42,Rent/Non-Subsidized,Single Person,1.0,,40222.0,27618
276839,10/28/2021 16:46,Rent/Non-Subsidized,Single Person,3.0,$0 ,40222.0,27619
276967,10/28/2021 20:51,Rent/Non-Subsidized,Single Person,1.0,"$40,320 ",40222.0,27620
277981,11/4/2021 17:26,Rent/Non-Subsidized,Single Person,1.0,"$25,848 ",40222.0,27621
278983,11/11/2021 15:48,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27622
279679,11/16/2021 18:59,Rent/Subsidized,Single Person,1.0,"$16,020 ",40222.0,27623
279685,11/16/2021 19:19,Rent/Subsidized,Single Person,1.0,"$12,024 ",40222.0,27624
279699,11/16/2021 19:36,Rent/Subsidized,Single Person,1.0,"$13,428 ",40222.0,27625
279726,11/16/2021 20:26,Rent/Subsidized,Single Person,1.0,"$12,228 ",40222.0,27626
279735,11/16/2021 20:43,Rent/Subsidized,Single Person,1.0,"$16,608 ",40222.0,27627
279747,11/16/2021 21:10,Rent/Subsidized,Single Person,1.0,"$9,624 ",40222.0,27628
282345,12/3/2021 14:41,Rent/Non-Subsidized,Single Person,1.0,"$8,424 ",40222.0,27629
282914,12/7/2021 15:00,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27630
283239,12/8/2021 15:26,Rent/Non-Subsidized,Single Person,1.0,"$7,200 ",40222.0,27631
284189,12/10/2021 19:17,Rent/Non-Subsidized,Single Person,1.0,"$15,576 ",40222.0,27632
284449,12/14/2021 16:48,Rent/Non-Subsidized,Single Person,1.0,"$4,800 ",40222.0,27633
284878,12/21/2021 17:23,Rent/Non-Subsidized,Single Person,1.0,"$32,400 ",40222.0,27634
285083,12/28/2021 15:24,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27635
291726,2/17/2022 16:54,Rent/Non-Subsidized,Single Person,2.0,"$37,920 ",40222.0,27636
292129,2/21/2022 15:13,Rent/Non-Subsidized,Single Person,1.0,"$17,663.40 ",40222.0,27637
292152,2/21/2022 17:37,Rent/Non-Subsidized,Single Person,2.0,"$14,720.40 ",40222.0,27638
292169,2/21/2022 19:02,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27639
292172,2/21/2022 19:18,Rent/Subsidized,Single Person,3.0,"$1,329.12 ",40222.0,27640
293514,3/1/2022 13:59,Rent/Non-Subsidized,Single Person,2.0,$0 ,40222.0,27641
293933,3/2/2022 19:52,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27642
294337,3/4/2022 18:08,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27643
297556,3/25/2022 15:49,Rent/Non-Subsidized,Single Person,1.0,"$15,900 ",40222.0,27644
298941,4/7/2022 17:55,Rent/Non-Subsidized,Single Person,1.0,"$23,582.28 ",40222.0,27645
304086,6/16/2022 13:38,Rent/Subsidized,Single Person,1.0,$0 ,40222.0,27646
307439,8/12/2022 15:29,Rent/Non-Subsidized,Single Person,2.0,"$30,330 ",40222.0,27647
307642,8/17/2022 13:35,Rent/Non-Subsidized,Single Person,1.0,"$33,438.24 ",40222.0,27648
309948,10/18/2022 16:42,Rent/Subsidized,Single Person,1.0,"$9,687.60 ",40222.0,27649
310491,10/26/2022 12:38,Owns Home,Single Person,1.0,"$15,612 ",40222.0,27650
313882,11/22/2022 15:58,Rent/Non-Subsidized,Single Person,1.0,"$42,503.16 ",40222.0,27651
314095,11/23/2022 14:58,Rent/Non-Subsidized,Single Person,1.0,"$15,744 ",40222.0,27652
321958,1/31/2023 16:57,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27653
323794,2/13/2023 18:25,Owns Home,Single Person,1.0,$0 ,40222.0,27654
324950,2/22/2023 15:45,Rent/Non-Subsidized,Single Person,1.0,"$13,695.48 ",40222.0,27655
325264,2/23/2023 20:16,Rent/Subsidized,Single Person,1.0,$0 ,40222.0,27656
332057,5/22/2023,Rent/Non-Subsidized,Single Person,1.0,"$15,132 ",40222.0,27657
338452,8/24/2023,Rent/Non-Subsidized,Single Person,1.0,$0 ,40222.0,27658
339434,9/6/2023,Rent/Non-Subsidized,Single Person,2.0,"$8,984.04 ",40222.0,27659
48579,11/6/2018 17:05,Rent/Non-Subsidized,Single Person,2.0,"$15,024 ",40222.0,27660
55985,11/12/2018 18:33,Rent/Subsidized,Single Person,1.0,"$11,472 ",40222.0,27661
67223,11/19/2018 19:55,Rent/Non-Subsidized,Single Person,1.0,"$15,048 ",40222.0,27662
97056,12/14/2018 19:08,Rent/Non-Subsidized,Single Person,2.0,$0 ,40222.0,27663
S1302320516HH,,Unknown,Single Person,1.0,"$34,392 ",40222.0,27664
S1302325803HH,,Unknown,Single Person,1.0,"$42,000 ",40222.0,27665
S1305679746HH,,Unknown,Single Person,1.0,$0 ,40222.0,27666
S1305952402HH,,Unknown,Single Person,1.0,"$10,800 ",40222.0,27667
S1311151445HH,,Unknown,Single Person,1.0,"$48,000 ",40222.0,27668
S1311657315HH,,Unknown,Single Person,1.0,"$21,000 ",40222.0,27669
S1312287855HH,,Unknown,Single Person,1.0,"$9,516 ",40222.0,27670
S1317867684HH,,Unknown,Single Person,1.0,"$12,072 ",40222.0,27671
S1318237644HH,,Unknown,Single Person,1.0,"$17,580 ",40222.0,27672
S1320402489HH,,Unknown,Single Person,1.0,,40222.0,27673
S1320987826HH,,Unknown,Single Person,1.0,"$30,000 ",40222.0,27674
S1322070348HH,,Unknown,Single Person,1.0,"$21,600 ",40222.0,27675
S1327199250HH,,Unknown,Single Person,1.0,"$9,180 ",40222.0,27676
S1336156904HH,,Unknown,Single Person,1.0,"$20,952 ",40222.0,27677
S1336241102HH,,Unknown,Single Person,1.0,"$12,000 ",40222.0,27678
S1336521744HH,,Unknown,Single Person,1.0,"$26,400 ",40222.0,27679
S1343334716HH,,Unknown,Single Person,1.0,,40222.0,27680
S1353527295HH,,Unknown,Single Person,1.0,"$10,800 ",40222.0,27681
S1353634434HH,,Unknown,Single Person,1.0,,40222.0,27682
S1361900883HH,,Private Apartment,Single Person,1.0,"$14,832 ",40222.0,27683
S1366961330HH,,Unknown,Single Person,1.0,"$36,000 ",40222.0,27684
S1369064357HH,,Unknown,Single Person,1.0,,40222.0,27685
S1373378437HH,,Unknown,Single Person,1.0,"$36,000 ",40222.0,27686
S1374514746HH,,Unknown,Single Person,1.0,"$26,400 ",40222.0,27687
S1376672833HH,,Unknown,Single Person,1.0,"$18,000 ",40222.0,27688
S1379621648HH,,Unknown,Single Person,1.0,,40222.0,27689
S1383168571HH,,Unknown,Single Person,1.0,"$18,000 ",40222.0,27690
S1388072013HH,,Unknown,Single Person,1.0,"$10,800 ",40222.0,27691
S1392272150HH,,Unknown,Single Person,1.0,"$33,600 ",40222.0,27692
S1393392985HH,,Unknown,Single Person,1.0,"$24,120 ",40222.0,27693
S1398012375HH,,Unknown,Single Person,1.0,"$48,000 ",40222.0,27694
S506362971HH,,Unknown,Single Person,1.0,"$16,800 ",40222.0,27695
S802494128HH,,Unknown,Single Person,1.0,"$18,000 ",40222.0,27696
10756,9/25/2018 14:03,Rent/Non-Subsidized,Two Adults No Children,2.0,"$15,828 ",40223.0,27697
111788,1/30/2019 15:39,Rent/Non-Subsidized,Single Parent Female,2.0,"$14,400 ",40223.0,27698
114524,2/6/2019 15:55,Rent/Non-Subsidized,Single Parent Female,3.0,"$16,272 ",40223.0,27699
115250,2/7/2019 23:09,Rent/Non-Subsidized,Single Parent Female,2.0,"$3,367.44 ",40223.0,27700
116102,2/11/2019 19:48,Rent/Subsidized,Single Parent Female,2.0,"$10,968 ",40223.0,27701
117862,2/18/2019 14:19,Owns Home,Two Parent Household,6.0,"$6,288 ",40223.0,27702
119591,2/22/2019 18:49,Rent/Non-Subsidized,Single Parent Female,3.0,"$25,644 ",40223.0,27703
120062,2/25/2019 21:02,Rent/Subsidized,Two Parent Household,4.0,"$11,436 ",40223.0,27704
120938,2/28/2019 16:19,Rent/Non-Subsidized,Single Parent Female,2.0,"$21,684 ",40223.0,27705
122031,3/5/2019 20:52,Rent/Subsidized,Single Parent Female,2.0,"$10,968 ",40223.0,27706
122078,3/6/2019 14:17,Rent/Subsidized,Single Parent Female,3.0,"$12,504 ",40223.0,27707
122129,3/6/2019 15:29,Rent/Non-Subsidized,Two Adults No Children,2.0,"$13,690.68 ",40223.0,27708
122390,3/7/2019 14:58,Rent/Non-Subsidized,Single Parent Female,5.0,"$13,392 ",40223.0,27709
128722,4/5/2019 12:58,Rent/Non-Subsidized,Single Parent Female,3.0,$0 ,40223.0,27710
132166,4/29/2019 20:05,Rent/Subsidized,Single Parent Female,3.0,"$10,092 ",40223.0,27711
147034,10/7/2019 18:12,Rent/Subsidized,Two Adults No Children,2.0,$0 ,40223.0,27712
158683,11/18/2019 13:37,Rent/Non-Subsidized,Other,4.0,"$40,692 ",40223.0,27713
163361,12/2/2019 16:32,Rent/Non-Subsidized,Single Parent Female,5.0,$0 ,40223.0,27714
180451,2/6/2020 14:37,Rent/Subsidized,Single Parent Female,4.0,$0 ,40223.0,27715
190518,4/9/2020 18:17,Rent/Non-Subsidized,Two Adults No Children,2.0,"$16,452 ",40223.0,27716
190627,4/10/2020 18:27,Rent/Non-Subsidized,Single Parent Female,2.0,"$46,045.56 ",40223.0,27717
199473,6/8/2020 13:16,Rent/Non-Subsidized,Multigenerational Household,7.0,"$15,834 ",40223.0,27718
202913,6/25/2020 15:04,Rent/Subsidized,Single Parent Female,3.0,"$3,420 ",40223.0,27719
205099,7/9/2020 19:52,Rent/Non-Subsidized,Two Parent Household,3.0,"$8,724.24 ",40223.0,27720
206851,7/15/2020 18:47,Rent/Non-Subsidized,Two Parent Household,5.0,$0 ,40223.0,27721
209057,7/29/2020 16:06,Owns Home,Two Parent Household,2.0,$0 ,40223.0,27722
213287,8/20/2020 17:11,Rent/Non-Subsidized,Multigenerational Household,3.0,"$11,628 ",40223.0,27723
214405,8/26/2020 18:27,Rent/Non-Subsidized,Single Parent Female,3.0,,40223.0,27724
216171,9/3/2020 20:38,Rent/Non-Subsidized,Single Parent Female,2.0,"$9,528 ",40223.0,27725
217022,9/10/2020 14:55,Rent/Non-Subsidized,Single Parent Female,1.0,"$29,145.24 ",40223.0,27726
218695,9/18/2020 18:32,Rent/Subsidized,Single Parent Female,4.0,"$3,936 ",40223.0,27727
219887,9/25/2020 20:00,Rent/Non-Subsidized,Single Parent Female,3.0,$0 ,40223.0,27728
219977,9/28/2020 14:25,Rent/Non-Subsidized,Two Adults No Children,2.0,$0 ,40223.0,27729
225959,10/29/2020 13:37,Rent/Non-Subsidized,Two Parent Household,4.0,"$27,600 ",40223.0,27730
226291,10/30/2020 14:26,Rent/Non-Subsidized,Single Parent Female,3.0,"$12,508.56 ",40223.0,27731
230948,11/24/2020 20:03,Rent/Non-Subsidized,Single Parent Female,3.0,"$7,020 ",40223.0,27732
232529,12/3/2020 20:00,Rent/Non-Subsidized,Single Parent Female,2.0,"$15,129.48 ",40223.0,27733
241820,1/27/2021 14:57,Rent/Non-Subsidized,Single Parent Female,3.0,"$35,676 ",40223.0,27734
244116,2/8/2021 21:00,Rent/Non-Subsidized,Two Parent Household,5.0,$0 ,40223.0,27735
244171,2/9/2021 14:49,Rent/Non-Subsidized,Single Parent Female,4.0,$0 ,40223.0,27736
244333,2/9/2021 20:25,Rent/Subsidized,Multigenerational Household,4.0,"$48,039.96 ",40223.0,27737
247489,3/2/2021 16:19,Rent/Non-Subsidized,Two Parent Household,4.0,"$6,000 ",40223.0,27738
247800,3/3/2021 16:28,Rent/Non-Subsidized,Single Parent Female,3.0,"$29,952 ",40223.0,27739
248104,3/4/2021 16:17,Rent/Non-Subsidized,Single Parent Female,2.0,$0 ,40223.0,27740
250311,3/16/2021 20:12,Rent/Non-Subsidized,Two Adults No Children,2.0,$0 ,40223.0,27741
250676,3/18/2021 19:22,Rent/Non-Subsidized,Single Parent Female,5.0,"$24,594.24 ",40223.0,27742
252191,3/31/2021 16:20,Rent/Non-Subsidized,Two Adults No Children,2.0,$0 ,40223.0,27743
253497,4/14/2021 18:43,Rent/Non-Subsidized,Multigenerational Household,7.0,"$38,460 ",40223.0,27744
259530,6/22/2021 18:21,Rent/Non-Subsidized,Non-related Adults with Children,4.0,$0 ,40223.0,27745
265526,8/13/2021 13:22,Rent/Non-Subsidized,Single Parent Female,3.0,"$41,016 ",40223.0,27746
265636,8/13/2021 17:09,Rent/Non-Subsidized,Multigenerational Household,3.0,"$29,257.32 ",40223.0,27747
266137,8/17/2021 19:08,Rent/Non-Subsidized,Two Adults No Children,2.0,"$26,208 ",40223.0,27748
266567,8/19/2021 19:23,Rent/Non-Subsidized,Two Adults No Children,2.0,"$43,505.52 ",40223.0,27749
266877,8/23/2021 14:56,Rent/Non-Subsidized,Single Parent Female,4.0,"$2,604 ",40223.0,27750
268737,9/2/2021 18:58,Rent/Non-Subsidized,Two Parent Household,4.0,"$8,126.64 ",40223.0,27751
269800,9/10/2021 20:35,Rent/Non-Subsidized,Single Parent Female,3.0,"$24,042 ",40223.0,27752
270731,9/17/2021 14:20,Rent/Non-Subsidized,Single Parent Female,3.0,"$33,264 ",40223.0,27753
273157,10/4/2021 17:08,Rent/Non-Subsidized,Two Parent Household,4.0,"$9,000 ",40223.0,27754
273669,10/7/2021 13:55,Rent/Non-Subsidized,Single Parent Male,2.0,"$12,996 ",40223.0,27755
273891,10/8/2021 15:01,Rent/Non-Subsidized,Single Parent Female,2.0,$0 ,40223.0,27756
274708,10/14/2021 15:02,Rent/Non-Subsidized,Single Parent Female,2.0,"$22,896 ",40223.0,27757
277406,11/1/2021 18:57,Rent/Non-Subsidized,Single Parent Male,5.0,"$8,700 ",40223.0,27758
278025,11/4/2021 18:45,Rent/Non-Subsidized,Multigenerational Household,2.0,$0 ,40223.0,27759
278725,11/9/2021 20:59,Rent/Non-Subsidized,Single Parent Female,3.0,"$10,698.36 ",40223.0,27760
279488,11/15/2021 21:19,Rent/Non-Subsidized,Single Parent Female,3.0,$0 ,40223.0,27761
289039,2/1/2022 15:54,Rent/Non-Subsidized,Single Parent Female,2.0,$0 ,40223.0,27762
302937,6/6/2022 14:19,Rent/Non-Subsidized,Two Parent Household,3.0,"$16,400.64 ",40223.0,27763
305591,7/22/2022 18:19,Rent/Non-Subsidized,Single Parent Female,3.0,"$44,592.84 ",40223.0,27764
309924,10/18/2022 14:26,Rent/Non-Subsidized,Two Parent Household,3.0,"$45,256.32 ",40223.0,27765
311128,11/3/2022 19:00,Rent/Non-Subsidized,Single Parent Female,2.0,$0 ,40223.0,27766
312471,11/14/2022 20:04,Rent/Non-Subsidized,Two Adults No Children,2.0,"$34,152 ",40223.0,27767
314820,11/30/2022 16:27,Owns Home,Single Parent Female,2.0,$0 ,40223.0,27768
314896,11/30/2022 19:04,Rent/Non-Subsidized,Two Adults No Children,2.0,$0 ,40223.0,27769
315445,12/5/2022 14:28,Rent/Non-Subsidized,Two Parent Household,6.0,"$21,433.56 ",40223.0,27770
321649,1/30/2023 13:35,Rent/Non-Subsidized,Two Parent Household,4.0,"$34,866 ",40223.0,27771
323438,2/9/2023 18:58,Rent/Non-Subsidized,Single Parent Male,2.0,$0 ,40223.0,27772
324103,2/15/2023 14:39,Rent/Non-Subsidized,Single Parent Male,4.0,"$13,500 ",40223.0,27773
324108,2/15/2023 14:46,Rent/Subsidized,Single Parent Female,2.0,"$5,740.80 ",40223.0,27774
324113,2/15/2023 14:58,Rent/Non-Subsidized,Single Parent Male,7.0,"$11,052 ",40223.0,27775
325861,3/1/2023 18:47,Owns Home,Two Adults No Children,2.0,"$18,792 ",40223.0,27776
330104,4/27/2023,Rent/Non-Subsidized,Single Parent Female,2.0,$0 ,40223.0,27777
33849,10/23/2018 12:32,Owns Home,Single Parent Female,3.0,$0 ,40223.0,27778
339355,9/5/2023,Rent/Non-Subsidized,Two Adults No Children,2.0,"$44,448 ",40223.0,27779
340244,9/14/2023,Rent/Non-Subsidized,Two Adults No Children,2.0,"$29,040 ",40223.0,27780
340464,9/18/2023,Rent/Subsidized,Single Parent Female,3.0,"$22,452 ",40223.0,27781
37080,10/24/2018 20:12,Owns Home,Multigenerational Household,4.0,"$28,970.40 ",40223.0,27782
39376,10/26/2018 15:15,Rent/Non-Subsidized,Single Parent Female,3.0,,40223.0,27783
40415,10/29/2018 14:03,Rent/Non-Subsidized,Single Parent Female,3.0,"$31,632 ",40223.0,27784
42703,10/30/2018 18:56,Rent/Subsidized,Single Parent Female,4.0,"$32,760 ",40223.0,27785
48023,11/6/2018 14:55,Rent/Non-Subsidized,Single Parent Female,2.0,"$8,412 ",40223.0,27786
50326,11/7/2018 15:52,Rent/Non-Subsidized,Single Parent Female,3.0,$0 ,40223.0,27787
50416,11/7/2018 16:10,Rent/Subsidized,Single Parent Female,3.0,$0 ,40223.0,27788
53001,11/8/2018 18:44,Rent/Non-Subsidized,Other,3.0,"$20,376 ",40223.0,27789
56094,11/12/2018 20:55,Rent/Non-Subsidized,Single Parent Female,2.0,"$8,350.20 ",40223.0,27790
58643,11/13/2018 18:25,Rent/Non-Subsidized,Multigenerational Household,7.0,"$38,892 ",40223.0,27791
59522,11/13/2018 22:47,Rent/Non-Subsidized,Single Parent Female,3.0,"$10,092 ",40223.0,27792
61192,11/14/2018 19:28,Rent/Non-Subsidized,Multigenerational Household,2.0,"$20,652 ",40223.0,27793
61410,11/14/2018 20:18,Rent/Subsidized,Single Parent Female,2.0,"$2,124 ",40223.0,27794
61486,11/14/2018 20:42,Rent/Non-Subsidized,Other,2.0,"$11,316 ",40223.0,27795
61553,11/14/2018 21:07,Rent/Non-Subsidized,Single Parent Female,3.0,$0 ,40223.0,27796
66961,11/19/2018 19:02,Rent/Non-Subsidized,Single Parent Female,5.0,"$20,155.20 ",40223.0,27797
69564,11/20/2018 21:29,Rent/Non-Subsidized,Two Parent Household,3.0,"$2,400 ",40223.0,27798
69888,11/21/2018 15:04,Rent/Non-Subsidized,Two Adults No Children,2.0,"$20,808 ",40223.0,27799
81787,12/3/2018 20:32,Rent/Non-Subsidized,Single Parent Female,6.0,$0 ,40223.0,27800
85141,12/5/2018 20:58,Owns Home,Single Parent Female,2.0,"$27,144 ",40223.0,27801
90004,12/10/2018 19:23,Rent/Subsidized,Single Parent Female,2.0,"$12,960 ",40223.0,27802
90413,12/11/2018 13:23,Rent/Non-Subsidized,Single Parent Female,4.0,"$14,724.60 ",40223.0,27803
94047,12/12/2018 20:37,Rent/Non-Subsidized,Single Parent Female,5.0,"$26,112 ",40223.0,27804
S1307753545HH,,Unknown,Lives with spouse,2.0,"$16,464 ",40223.0,27805
S1309384304HH,,Unknown,Lives with spouse,2.0,"$24,000 ",40223.0,27806
S1313015014HH,,Unknown,Family members under 65,3.0,"$14,400 ",40223.0,27807
S1315665090HH,,Unknown,Lives with spouse,2.0,"$22,800 ",40223.0,27808
S1324956064HH,,Unknown,Spouse over 65,2.0,"$60,000 ",40223.0,27809
S1331089991HH,,Unknown,Lives with spouse,2.0,"$45,600 ",40223.0,27810
S1331825941HH,,Unknown,Lives with spouse,2.0,"$12,000 ",40223.0,27811
S1332967150HH,,Unknown,Lives with spouse,2.0,"$45,600 ",40223.0,27812
S1335932743HH,,Unknown,Lives with spouse,2.0,"$24,000 ",40223.0,27813
S1336322778HH,,Unknown,Spouse over 65,2.0,"$14,580 ",40223.0,27814
S1341568679HH,,Unknown,Unknown,,,40223.0,27815
S1348751441HH,,Unknown,Unknown,,,40223.0,27816
S1351648217HH,,Unknown,Spouse over 65,2.0,"$13,200 ",40223.0,27817
S1358463770HH,,Unknown,Lives with spouse,2.0,"$42,000 ",40223.0,27818
S1364093643HH,,Unknown,Spouse over 65,2.0,$0 ,40223.0,27819
S1364817356HH,,Unknown,Female head of household,2.0,"$13,272 ",40223.0,27820
S1368929087HH,,Unknown,Spouse over 65,2.0,"$36,000 ",40223.0,27821
S1369768839HH,,Unknown,Lives with children,3.0,"$12,000 ",40223.0,27822
S1371133720HH,,Unknown,Spouse over 65,2.0,"$24,000 ",40223.0,27823
S1371434628HH,,Unknown,Lives with spouse,2.0,"$12,000 ",40223.0,27824
S1374609130HH,,Unknown,Unknown,,,40223.0,27825
S1374644642HH,,Unknown,Spouse over 65,2.0,"$24,000 ",40223.0,27826
S1378935283HH,,Unknown,Lives with spouse,4.0,"$39,096 ",40223.0,27827
S1382095394HH,,Unknown,Family members under 65,2.0,$0 ,40223.0,27828
S1390436625HH,,Unknown,Unknown,,,40223.0,27829
S1395599567HH,,Unknown,Lives with spouse,2.0,"$12,144 ",40223.0,27830
112764,2/1/2019 15:13,Rent/Non-Subsidized,Single Person,1.0,"$9,768 ",40223.0,27831
113516,2/4/2019 18:24,Rent/Non-Subsidized,Single Person,1.0,"$10,740 ",40223.0,27832
114357,2/5/2019 22:25,Rent/Subsidized,Single Person,1.0,"$15,852 ",40223.0,27833
116189,2/11/2019 21:11,Owns Home,Single Person,1.0,"$18,576 ",40223.0,27834
119927,2/25/2019 18:09,Rent/Non-Subsidized,Single Person,1.0,"$9,948 ",40223.0,27835
146914,10/7/2019 14:04,Rent/Non-Subsidized,Single Person,1.0,$0 ,40223.0,27836
147277,10/9/2019 16:42,Rent/Non-Subsidized,Single Person,3.0,$0 ,40223.0,27837
151637,10/24/2019 13:22,Rent/Non-Subsidized,Single Person,3.0,$0 ,40223.0,27838
152808,10/30/2019 17:32,Owns Home,Single Person,1.0,"$14,112 ",40223.0,27839
162757,11/26/2019 20:33,Rent/Non-Subsidized,Single Person,3.0,"$38,079.24 ",40223.0,27840
190199,4/7/2020 16:08,Rent/Non-Subsidized,Single Person,1.0,$909.96 ,40223.0,27841
191739,4/21/2020 17:20,Rent/Non-Subsidized,Single Person,3.0,"$21,480 ",40223.0,27842
192000,4/23/2020 14:21,Rent/Non-Subsidized,Single Person,1.0,"$12,000 ",40223.0,27843
197992,5/29/2020 13:06,Rent/Non-Subsidized,Single Person,3.0,"$43,983 ",40223.0,27844
209542,7/31/2020 15:27,Rent/Non-Subsidized,Single Person,1.0,"$16,800 ",40223.0,27845
210308,8/5/2020 15:36,Rent/Non-Subsidized,Single Person,2.0,$0 ,40223.0,27846
210516,8/6/2020 14:04,Rent/Non-Subsidized,Single Person,1.0,$0 ,40223.0,27847
211406,8/11/2020 18:02,Rent/Non-Subsidized,Single Person,1.0,$0 ,40223.0,27848
215044,8/31/2020 13:27,Rent/Non-Subsidized,Single Person,5.0,,40223.0,27849
218131,9/16/2020 16:07,Rent/Non-Subsidized,Single Person,2.0,"$20,082 ",40223.0,27850
218907,9/21/2020 17:10,Rent/Non-Subsidized,Single Person,3.0,"$24,912 ",40223.0,27851
219118,9/22/2020 14:51,Rent/Non-Subsidized,Single Person,2.0,"$4,800 ",40223.0,27852
221194,10/2/2020 20:31,Rent/Non-Subsidized,Single Person,1.0,$0 ,40223.0,27853
221479,10/5/2020 20:22,Rent/Non-Subsidized,Single Person,2.0,"$25,248 ",40223.0,27854
221508,10/6/2020 12:50,Owns Home,Single Person,1.0,$0 ,40223.0,27855
22581,10/8/2018 17:35,Rent/Non-Subsidized,Single Person,1.0,"$9,756 ",40223.0,27856
