Agency Number,Agency Name,Account - Major Class,Account Description - Major Class,Account - Sub-Class,Account Description - Sub-Class,Account,Account Description,Fiscal Year,Accounting Period,Amount
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478101,ORG.ACTSREL.TO ED.INST ORDEPTS,2011,7,$-12972.75
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478101,ORG.ACTSREL.TO ED.INST ORDEPTS,2011,8,$-526.75
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478101,ORG.ACTSREL.TO ED.INST ORDEPTS,2011,10,$-25546.93
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478101,ORG.ACTSREL.TO ED.INST ORDEPTS,2011,12,$-22871.55
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478105,REGISTRATION FEES,2011,3,$-2330.00
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478105,REGISTRATION FEES,2011,4,$-4390.00
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478105,REGISTRATION FEES,2011,5,$-2540.00
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478105,REGISTRATION FEES,2011,6,$-90.00
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478105,REGISTRATION FEES,2011,7,$-100.00
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478105,REGISTRATION FEES,2011,8,$-4160.00
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478105,REGISTRATION FEES,2011,10,$-1100.00
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478105,REGISTRATION FEES,2011,12,$-1535.00
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478121,"RECR.ADMIS, LICENSES & PERMITS",2011,1,$-6051.25
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478121,"RECR.ADMIS, LICENSES & PERMITS",2011,2,$-3277.50
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478121,"RECR.ADMIS, LICENSES & PERMITS",2011,3,$-5764.87
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478121,"RECR.ADMIS, LICENSES & PERMITS",2011,4,$-4977.50
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478121,"RECR.ADMIS, LICENSES & PERMITS",2011,5,$-3946.50
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478121,"RECR.ADMIS, LICENSES & PERMITS",2011,6,$-3050.00
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478121,"RECR.ADMIS, LICENSES & PERMITS",2011,7,$-2183.25
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478121,"RECR.ADMIS, LICENSES & PERMITS",2011,8,$-7105.75
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478121,"RECR.ADMIS, LICENSES & PERMITS",2011,10,$-2406.75
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,478100,"REGIS,ACTIVTY CHGS&OTH.TUITION",478121,"RECR.ADMIS, LICENSES & PERMITS",2011,12,$-6419.75
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,479100,OTHER SALES AND SERVICES      ,479199,OTHER SALES & SERVICES,2011,1,$-1384.09
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,479100,OTHER SALES AND SERVICES      ,479199,OTHER SALES & SERVICES,2011,2,$-47696.61
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,479100,OTHER SALES AND SERVICES      ,479199,OTHER SALES & SERVICES,2011,3,$-3316.92
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,479100,OTHER SALES AND SERVICES      ,479199,OTHER SALES & SERVICES,2011,4,$-59478.50
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,479100,OTHER SALES AND SERVICES      ,479199,OTHER SALES & SERVICES,2011,5,$-19589.01
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,479100,OTHER SALES AND SERVICES      ,479199,OTHER SALES & SERVICES,2011,6,$-7766.42
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,479100,OTHER SALES AND SERVICES      ,479199,OTHER SALES & SERVICES,2011,7,$-3186.82
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,479100,OTHER SALES AND SERVICES      ,479199,OTHER SALES & SERVICES,2011,8,$-4528.03
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,479100,OTHER SALES AND SERVICES      ,479199,OTHER SALES & SERVICES,2011,10,$-7221.86
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,479100,OTHER SALES AND SERVICES      ,479199,OTHER SALES & SERVICES,2011,12,$-3290.07
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,483100,SALE OF DEBT AND INVESTMENTS  ,483101,SALE OF BONDS-STATE OR AGENCY,2011,1,$-70366.12
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,483100,SALE OF DEBT AND INVESTMENTS  ,483101,SALE OF BONDS-STATE OR AGENCY,2011,2,$-60672.32
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,483100,SALE OF DEBT AND INVESTMENTS  ,483101,SALE OF BONDS-STATE OR AGENCY,2011,3,$-7489925.91
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,483100,SALE OF DEBT AND INVESTMENTS  ,483101,SALE OF BONDS-STATE OR AGENCY,2011,4,$-90.56
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,483100,SALE OF DEBT AND INVESTMENTS  ,483101,SALE OF BONDS-STATE OR AGENCY,2011,6,$-13872.37
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,483100,SALE OF DEBT AND INVESTMENTS  ,483101,SALE OF BONDS-STATE OR AGENCY,2011,7,$-883.75
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,483100,SALE OF DEBT AND INVESTMENTS  ,483115,RECEIPT/FUNDS MASTER CUSTODIAN,2011,2,$-137254.19
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,483600,SALE OF PROPERTY              ,483605,SALE OF SURPLUS PROPERTY,2011,1,$-611.79
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,483600,SALE OF PROPERTY              ,483605,SALE OF SURPLUS PROPERTY,2011,4,$-92.50
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,483600,SALE OF PROPERTY              ,483605,SALE OF SURPLUS PROPERTY,2011,5,$-2228.72
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,483600,SALE OF PROPERTY              ,483605,SALE OF SURPLUS PROPERTY,2011,6,$-2731.04
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,483600,SALE OF PROPERTY              ,483605,SALE OF SURPLUS PROPERTY,2011,10,$-1336.31
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,483600,SALE OF PROPERTY              ,483605,SALE OF SURPLUS PROPERTY,2011,12,$-118.63
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,489100,OTHER NON-REVENUE RECEIPTS,489199,OTHER NON-REVENUE RECEIPTS,2011,1,$-308931.29
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,489100,OTHER NON-REVENUE RECEIPTS,489199,OTHER NON-REVENUE RECEIPTS,2011,2,$-321436.45
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,489100,OTHER NON-REVENUE RECEIPTS,489199,OTHER NON-REVENUE RECEIPTS,2011,3,$-675376.85
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,489100,OTHER NON-REVENUE RECEIPTS,489199,OTHER NON-REVENUE RECEIPTS,2011,4,$-270879.40
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,489100,OTHER NON-REVENUE RECEIPTS,489199,OTHER NON-REVENUE RECEIPTS,2011,5,$-330798.88
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,489100,OTHER NON-REVENUE RECEIPTS,489199,OTHER NON-REVENUE RECEIPTS,2011,6,$-328538.80
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,489100,OTHER NON-REVENUE RECEIPTS,489199,OTHER NON-REVENUE RECEIPTS,2011,7,$-322448.27
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,489100,OTHER NON-REVENUE RECEIPTS,489199,OTHER NON-REVENUE RECEIPTS,2011,8,$-337720.83
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,489100,OTHER NON-REVENUE RECEIPTS,489199,OTHER NON-REVENUE RECEIPTS,2011,10,$-711486.91
63300,OKLA. CITY COMMUNITY COLLEGE,400600,Lic/Permits/Tuition/Fees/Oth,489100,OTHER NON-REVENUE RECEIPTS,489199,OTHER NON-REVENUE RECEIPTS,2011,12,$-322675.77
63300,OKLA. CITY COMMUNITY COLLEGE,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,1,$-13751.20
63300,OKLA. CITY COMMUNITY COLLEGE,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,2,$-12801.38
63300,OKLA. CITY COMMUNITY COLLEGE,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,3,$-14250.66
63300,OKLA. CITY COMMUNITY COLLEGE,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,4,$-12512.63
63300,OKLA. CITY COMMUNITY COLLEGE,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,5,$-8513.36
63300,OKLA. CITY COMMUNITY COLLEGE,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,6,$-22302.83
63300,OKLA. CITY COMMUNITY COLLEGE,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,7,$-29408.80
63300,OKLA. CITY COMMUNITY COLLEGE,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,8,$-28484.59
63300,OKLA. CITY COMMUNITY COLLEGE,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,10,$-27906.03
63300,OKLA. CITY COMMUNITY COLLEGE,400700,Taxes and Interest Income,441100,INVESTMENT INCOME             ,441105,INTEREST ON INVESTMENTS,2011,12,$-32837.76
63500,COMM. ON CONSUMER CREDIT,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,1,$265270.05
63500,COMM. ON CONSUMER CREDIT,400400,Appropriations,621000,APPROPRIATED TRANSFERS OUT,621000,APPROPRIATED TRANSFERS OUT,2011,12,$524.45
63500,COMM. ON CONSUMER CREDIT,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,1,$-309875.05
63500,COMM. ON CONSUMER CREDIT,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,2,$-44605.00
63500,COMM. ON CONSUMER CREDIT,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,3,$-44605.00
63500,COMM. ON CONSUMER CREDIT,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,4,$-44605.00
63500,COMM. ON CONSUMER CREDIT,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,5,$-44605.00
63500,COMM. ON CONSUMER CREDIT,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,6,$-44605.00
63500,COMM. ON CONSUMER CREDIT,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,7,$-44605.00
63500,COMM. ON CONSUMER CREDIT,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,10,$-44605.00
63500,COMM. ON CONSUMER CREDIT,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,12,$-45124.45
63500,COMM. ON CONSUMER CREDIT,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428151,"LICENSES, FEES & OTHER CHARGES",2011,1,$-145677.17
63500,COMM. ON CONSUMER CREDIT,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428151,"LICENSES, FEES & OTHER CHARGES",2011,2,$-54531.68
63500,COMM. ON CONSUMER CREDIT,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428151,"LICENSES, FEES & OTHER CHARGES",2011,3,$-78956.72
63500,COMM. ON CONSUMER CREDIT,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428151,"LICENSES, FEES & OTHER CHARGES",2011,4,$-190926.50
63500,COMM. ON CONSUMER CREDIT,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428151,"LICENSES, FEES & OTHER CHARGES",2011,6,$-1113264.15
63500,COMM. ON CONSUMER CREDIT,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428151,"LICENSES, FEES & OTHER CHARGES",2011,7,$-428367.45
63500,COMM. ON CONSUMER CREDIT,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428151,"LICENSES, FEES & OTHER CHARGES",2011,10,$-61621.50
63500,COMM. ON CONSUMER CREDIT,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428151,"LICENSES, FEES & OTHER CHARGES",2011,12,$-37556.00
64500,CONSERVATION COMMISSION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,1,$-820453.00
64500,CONSERVATION COMMISSION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,2,$-820453.00
64500,CONSERVATION COMMISSION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,3,$-820453.00
64500,CONSERVATION COMMISSION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,4,$-820453.00
64500,CONSERVATION COMMISSION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,5,$-820453.00
64500,CONSERVATION COMMISSION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,6,$-820453.00
64500,CONSERVATION COMMISSION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,7,$-820453.00
64500,CONSERVATION COMMISSION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,10,$-820453.00
64500,CONSERVATION COMMISSION,400400,Appropriations,631100,APPROPRIATED TRANSFERS IN,631100,APPROPRIATED TRANSFERS IN,2011,12,$-820451.00
64500,CONSERVATION COMMISSION,400500,Federal Grants,455100,FEDERAL GRANTS-IN-AID         ,455101,FEDERAL GRANTS-IN-AID,2011,4,$-50000.00
64500,CONSERVATION COMMISSION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,1,$-1880184.73
64500,CONSERVATION COMMISSION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,2,$-524531.89
64500,CONSERVATION COMMISSION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,3,$-1568462.71
64500,CONSERVATION COMMISSION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,4,$-1015005.17
64500,CONSERVATION COMMISSION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,5,$-725886.36
64500,CONSERVATION COMMISSION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,6,$-518583.86
64500,CONSERVATION COMMISSION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,7,$-528703.91
64500,CONSERVATION COMMISSION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,8,$-299170.40
64500,CONSERVATION COMMISSION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,10,$-1271880.64
64500,CONSERVATION COMMISSION,400500,Federal Grants,455200,FEDERAL REIMBURSEMENTS        ,455201,FEDERAL REIMBURSEMENTS,2011,12,$-2021939.02
64500,CONSERVATION COMMISSION,400500,Federal Grants,455300,FEDERAL APPROPRIATIONS        ,455301,FEDERAL APPROPRIATIONS,2011,4,$50000.00
64500,CONSERVATION COMMISSION,400500,Federal Grants,455700,ARRA FUNDS,455702,ARRA FEDERAL REIMBURSEMENTS,2011,1,$-622907.42
64500,CONSERVATION COMMISSION,400500,Federal Grants,455700,ARRA FUNDS,455702,ARRA FEDERAL REIMBURSEMENTS,2011,2,$-230448.24
64500,CONSERVATION COMMISSION,400500,Federal Grants,455700,ARRA FUNDS,455702,ARRA FEDERAL REIMBURSEMENTS,2011,3,$-390325.81
64500,CONSERVATION COMMISSION,400500,Federal Grants,455700,ARRA FUNDS,455702,ARRA FEDERAL REIMBURSEMENTS,2011,4,$-1962.79
64500,CONSERVATION COMMISSION,400500,Federal Grants,455700,ARRA FUNDS,455702,ARRA FEDERAL REIMBURSEMENTS,2011,5,$-88206.19
64500,CONSERVATION COMMISSION,400500,Federal Grants,455700,ARRA FUNDS,455702,ARRA FEDERAL REIMBURSEMENTS,2011,6,$-1074714.70
64500,CONSERVATION COMMISSION,400500,Federal Grants,455700,ARRA FUNDS,455702,ARRA FEDERAL REIMBURSEMENTS,2011,7,$-550048.75
64500,CONSERVATION COMMISSION,400500,Federal Grants,455700,ARRA FUNDS,455702,ARRA FEDERAL REIMBURSEMENTS,2011,10,$-44543.79
64500,CONSERVATION COMMISSION,400500,Federal Grants,455700,ARRA FUNDS,455702,ARRA FEDERAL REIMBURSEMENTS,2011,12,$-371886.09
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,428100,OTHER                         ,428199,"OTHER LICENSES, PERMITS & FEES",2011,6,$-4620.00
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,458100,REIMBURSEMENTS - NON FEDERAL  ,458101,REFNDED MONY PREV.DISB-GDS&SVC,2011,3,$-70.00
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,459100,"OTHER GRNTS,REFUNDS&REIMBSMNTS",459199,"OTHER GRNTS,REFUNDS&REIMBSMNTS",2011,1,$-216.84
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,459100,"OTHER GRNTS,REFUNDS&REIMBSMNTS",459199,"OTHER GRNTS,REFUNDS&REIMBSMNTS",2011,2,$-36.82
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,459100,"OTHER GRNTS,REFUNDS&REIMBSMNTS",459199,"OTHER GRNTS,REFUNDS&REIMBSMNTS",2011,3,$-84.64
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,459100,"OTHER GRNTS,REFUNDS&REIMBSMNTS",459199,"OTHER GRNTS,REFUNDS&REIMBSMNTS",2011,4,$-548.74
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,459100,"OTHER GRNTS,REFUNDS&REIMBSMNTS",459199,"OTHER GRNTS,REFUNDS&REIMBSMNTS",2011,5,$-198.86
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,459100,"OTHER GRNTS,REFUNDS&REIMBSMNTS",459199,"OTHER GRNTS,REFUNDS&REIMBSMNTS",2011,6,$-2517.03
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,459100,"OTHER GRNTS,REFUNDS&REIMBSMNTS",459199,"OTHER GRNTS,REFUNDS&REIMBSMNTS",2011,10,$-26.26
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,459100,"OTHER GRNTS,REFUNDS&REIMBSMNTS",459199,"OTHER GRNTS,REFUNDS&REIMBSMNTS",2011,12,$-1573.29
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,474100,SALE OF DOCUMENTS& MERCHANDISE,474105,COPIES OF OTHER DOCUMENTS,2011,12,$-187.00
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,479100,OTHER SALES AND SERVICES      ,479199,OTHER SALES & SERVICES,2011,1,$-220.00
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,479100,OTHER SALES AND SERVICES      ,479199,OTHER SALES & SERVICES,2011,2,$-495.00
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,483600,SALE OF PROPERTY              ,483605,SALE OF SURPLUS PROPERTY,2011,5,$-724.32
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484272,EMPLOYEE CONTR-ST RETIRE PLAN,2011,1,$-14004.43
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484272,EMPLOYEE CONTR-ST RETIRE PLAN,2011,2,$-18680.96
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484272,EMPLOYEE CONTR-ST RETIRE PLAN,2011,3,$-21811.11
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484272,EMPLOYEE CONTR-ST RETIRE PLAN,2011,4,$-19533.84
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484272,EMPLOYEE CONTR-ST RETIRE PLAN,2011,5,$-16780.26
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484272,EMPLOYEE CONTR-ST RETIRE PLAN,2011,6,$-22487.01
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484272,EMPLOYEE CONTR-ST RETIRE PLAN,2011,7,$-18686.97
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484272,EMPLOYEE CONTR-ST RETIRE PLAN,2011,8,$-11873.78
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484272,EMPLOYEE CONTR-ST RETIRE PLAN,2011,10,$-20349.64
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484272,EMPLOYEE CONTR-ST RETIRE PLAN,2011,12,$-16733.98
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484273,EMPLOYEE CONTR-ST HLTH INS PLN,2011,1,$-2643.84
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484273,EMPLOYEE CONTR-ST HLTH INS PLN,2011,2,$-3881.42
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484273,EMPLOYEE CONTR-ST HLTH INS PLN,2011,3,$-4988.59
64500,CONSERVATION COMMISSION,400600,Lic/Permits/Tuition/Fees/Oth,484200,EMPLOYEE PAYROLL BEN.CONTRIBS ,484273,EMPLOYEE CONTR-ST HLTH INS PLN,2011,4,$-3698.76
