OBJECTID,ID,SURFACE_MATERIAL,MAINTENANCE_RESPONSIBILITY,WIDTH,COMMENTS,GLOBALID,PLAN_NUM,MAPNUM,DEEDBOOK,DEEDPAGE,TRAIL_NAME,ADDITION_TRAIL_NAME,TRAILOWNER,TRAILNAME,SOURCEDATE,SOURCETYPE,ADA,SIGNAGE,RESTRICTION,PARK_REGISTRY_ID,TRIRIGA_ID,SENSITIVE_RESOURCE,DIFFICULTY,STEPS,PARK_NAME,SUPERVISOR_DISTRICT,PLANNING_DISTRICT,MAINTENANCE_AREA,CreationDate,Creator,EditDate,Editor,Shape__Length
1271,803126,Asphalt,Fairfax County Park Authority,4.0,,38cd43e8-96c2-4fc3-8922-44ba8570f256,,1111,,,,,,,2007/04/10 00:00:00+00,GPS,,,,93.0,PA93-TRL-A,, ,F,Fort Hunt,Mount Vernon,Mount Vernon,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,674.546110776928
1272,803621,Asphalt,Fairfax County Park Authority,4.0,,a6e487fc-5021-4598-9ba2-716df34752b2,,0623,,,,,,,2007/04/13 00:00:00+00,GPS,,,,90.0,PA90-TRL-A,, ,F,Skyline,Mason,Baileys,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,126.406811486985
1273,805108,Woodchip,Fairfax County Park Authority,6.0, ,993cdda9-66c7-45ee-80f7-1af92a6bc5db,,0703,,,,,,,2007/12/17 00:00:00+00,GPS,,,,167.0,PA167-TRL-W,,,F,Lake Accotink,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,71.4724270871093
1274,800698,Asphalt,Fairfax County Park Authority,6.0,,b9dea78a-4e9a-49fd-b706-cb064a0cc629,,0284,,,,,,,2007/03/07 00:00:00+00,GPS,,,,348.0,PA348-TRL-A,, ,F,Wolf Trails,Hunter Mill,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,227.567044800694
1275,801904,Gravel,Fairfax County Park Authority,8.0,,e2a8c75b-5354-4584-a667-6789cbd6624c,,0661,,,,,,,2007/03/28 00:00:00+00,GPS,,,,21.0,PA21-TRL-G,, ,F,Braddock,Springfield,Pohick,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,638.555051153927
1276,805053,Asphalt,Fairfax County Park Authority,8.0,,98d23865-097b-4613-9806-019e947e4d06,,0612,,,,,,,2007/08/29 00:00:00+00,GPS,,,,226.0,PA226-TRL-A,, ,F,Munson Hill,Mason,Baileys,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,18.6642689431624
1277,804726,Asphalt,Fairfax County Park Authority,6.0,,c0fbe7ad-3596-4c2a-b23c-22aeac736542,,0204,,,,,,,2011/06/20 00:00:00+00,GPS,,,,31.0,PA31-TRL-A,,,F,Bull Neck Stream Valley,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,1308.54469197819
1278,803199,Asphalt,Fairfax County Park Authority,8.0,,4a482a25-6ed3-47f0-a8d1-357ab12ad7d5,,0921,,,,,,,2007/04/06 00:00:00+00,GPS,,,,177.0,PA177-TRL-A,, ,F,Franconia,Franconia,Rose Hill,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,238.462886894852
1279,803121,Natural,Fairfax County Park Authority,4.0,,fa969d67-680f-40d0-a2b2-893f92fdb698,,0934,,,,,,,2007/04/10 00:00:00+00,GPS,,,,376.0,PA376-TRL-N,, ,F,Gilbert S. McCutcheon,Mount Vernon,Mount Vernon,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,176.528674327424
1281,801463,Asphalt,Fairfax County Park Authority,6.0,,46554f1f-e0de-4752-8c26-a01485e82252,,0351,,,,,,,2007/03/19 00:00:00+00,GPS,,,,143.0,PA143-TRL-A,, ,F,Horsepen Run Stream Valley,Sully,Upper Potomac,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,575.3417107916
1282,802624,Natural,Fairfax County Park Authority,6.0,,5b0d5365-c28a-4a1d-a2bf-bb4e0c682f7a,,0703,,,,,,,2007/04/02 00:00:00+00,GPS,,,,163.0,PA163-TRL-N,, ,F,Kings Park,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,328.890775199788
1283,804029,Gravel,Fairfax County Park Authority,8.0,,e7cc050c-7552-46cd-aed6-56933669d86f,,0592,,,,,,,2007/04/17 00:00:00+00,GPS,,,,250.0,PA250-TRL-G,, ,F,Pine Ridge,Mason,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,636.162629748457
1285,801253,Other,Fairfax County Park Authority,6.0,,7dbac9c9-7f65-44f2-a926-41ca72f292ff,,0171,,,,,,,2007/03/01 00:00:00+00,GPS,,,,269.0,PA269-TRL-O,, ,T,Reston North,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,8.30581305843972
1286,804303,Concrete,Fairfax County Park Authority,6.0,,87e66c4b-9157-4a92-8da4-87d161c137ed,,0704,,,,,,,2007/04/18 00:00:00+00,GPS,,,,328.0,PA328-TRL-C,, ,F,Wakefield,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,220.744149977337
1287,801888,Asphalt,Fairfax County Park Authority,4.0,,e2e86b4f-c855-4ef1-b656-79707bfcf54e,,0542,,,,,,,2007/03/28 00:00:00+00,GPS,,,,77.0,PA77-TRL-W,, ,F,Ellanor C. Lawrence,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,59.1664036405159
1288,804028,Natural,Fairfax County Park Authority,6.0,,7f0c4b56-6429-44d5-8e1f-5a93ad0b5e18,,0592,,,,,,,2007/04/17 00:00:00+00,GPS,,,,250.0,PA250-TRL-N,, ,F,Pine Ridge,Mason,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,46.0055788151808
1289,801291,Asphalt,Fairfax County Park Authority,6.0,,ba56935a-a8e4-40ee-a95f-bd823497bc4e,,0111,,,,,,,2007/03/08 00:00:00+00,GPS,,,,304.0,PA304-TRL-A,, ,F,Sugarland Run Stream Valley,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,82.0103719632692
1290,804473,Asphalt,Fairfax County Park Authority,6.0,,4df0ea6b-783f-46e5-8e2a-29f731000bdf,,0303,,,,,,,2007/04/20 00:00:00+00,GPS,,,,183.0,PA183-TRL-A,, ,F,Lewinsville,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,81.7104571339875
1291,800481,Asphalt,Fairfax County Park Authority,6.0,,032ebdc0-4988-4fc6-b164-48864bd26fd8,,0111,,,,Connector,,,2007/03/08 00:00:00+00,GPS,,,,304.0,PA304-TRL-A,, ,F,Sugarland Run Stream Valley,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,561.456061533728
1292,800531,Asphalt,Fairfax County Park Authority,6.0,,925b366d-2cba-422a-aca6-dd3cf71cf5ef,,0252,,,,,,,2007/03/09 00:00:00+00,GPS,,,,302.0,PA302-TRL-A,, ,F,Stratton Woods,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,436.23241294934
1293,802832,Asphalt,Fairfax County Park Authority,8.0,,05c7bcaa-2e54-42f7-9dd7-9e26baca819c,,0683,,,,,,,2007/03/29 00:00:00+00,GPS,,,,59.0,PA59-TRL-A,, ,F,Country Club View,Braddock,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,1193.69075983338
1294,802439,Asphalt,Fairfax County Park Authority,8.0,,887719ae-2fdc-472f-8839-45d3478d3eae,,0971,,,,,,,2007/04/05 00:00:00+00,GPS,,,,293.0,PA293-TRL-A,, ,F,South Run Stream Valley,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,140.196962052962
1295,805072,Asphalt,Fairfax County Park Authority,6.0,,d2555e49-a784-44f5-96e4-a26d12de0407,,0612,,,,,,,2007/08/29 00:00:00+00,GPS,,,,226.0,PA226-TRL-A,, ,F,Munson Hill,Mason,Baileys,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,29.5537005587306
1296,804817,Asphalt,Fairfax County Park Authority,6.0,,0a5220ea-5862-4b11-b6d2-39a896574ed8,,0484,,,,,,,2007/04/19 00:00:00+00,GPS,,,,314.0,PA314-TRL-A,, ,F,Towers,Providence,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,118.361935800753
1297,801017,Natural,Fairfax County Park Authority,4.0,,badd7ed2-6aa5-47c8-8c2a-c1bf3b8de16d,,0361,,,,,,,2007/03/14 00:00:00+00,GPS,,,,189.0,PA189-TRL-N,, ,F,Little Difficult Run Stream Valley,Sully,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,241.712988316181
1298,805000,Asphalt,Fairfax County Park Authority,6.0,,f144fc73-7133-466c-b0c3-7056b7062e4c,,0484,,,,,,,2007/04/19 00:00:00+00,GPS,,,,369.0,PA369-TRL-A,, ,F,Armistead,Providence,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,232.969687194419
1299,802133,Natural,Fairfax County Park Authority,6.0,,4e427205-8987-442e-9bf7-e9fa4aa40c2b,,0461,,,,,,,2007/03/22 00:00:00+00,GPS,,,,334.0,PA334-TRL-N,, ,F,Wayland Street,Sully,Fairfax,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,224.025890158486
1300,805099,Natural,Fairfax County Park Authority,4.0,not field verified,efd4f296-ac79-4295-a1d9-8fdd33ddcff0,,0551,,,,,,,2007/12/17 00:00:00+00,GPS,,,,374.0,PA374-TRL-N,, ,F,Stringfellow,Springfield,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,1038.65475318539
1301,802013,Asphalt,Fairfax County Park Authority,6.0,,40f7250c-63af-42f0-9a03-3276a3c578d8,,0443,,,,,,,2007/03/20 00:00:00+00,GPS,,,,89.0,PA89-TRL-A,, ,F,Flatlick Run Stream Valley,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,47.6550710673504
1302,800081,Asphalt,Fairfax County Park Authority,6.0,,4dd3e1a2-6948-4a6a-939c-ae2c9b8b1e1b,,0792,,,,,,,2007/02/21 00:00:00+00,GPS,,,,167.0,PA167-TRL-A,, ,F,Lake Accotink,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,258.155978689783
1303,804165,Asphalt,Fairfax County Park Authority,8.0,,ebffca4b-b2f4-4589-a0d6-d840c26aa91d,,0601,,,,,,,2011/06/20 00:00:00+00,GPS,,,,278.0,PA278-TRL-A,,,F,Roundtree,Mason,Jefferson,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,193.041227360893
1304,800684,Stonedust,Fairfax County Park Authority,6.0,,039c0653-1d27-42f2-bc45-9261e030cff7,,0252,,,,,,,2007/03/09 00:00:00+00,GPS,,,,302.0,PA302-TRL-SD,, ,F,Stratton Woods,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,542.092577441255
1305,802322,Gravel,Fairfax County Park Authority,6.0,CCT,3f82f01c-522f-413e-9cb0-bba74902c752,,0982,,,Cross County Trail,,,,2007/04/03 00:00:00+00,GPS,,,,259.0,PA259-TRL-G,, ,F,Middle Run Stream Valley,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,3618.95288870667
1306,804258,Asphalt,Fairfax County Park Authority,6.0,,650a5d79-e545-4023-8296-6d3d06ec0ba8,,0612,,,,,,,2007/04/13 00:00:00+00,GPS,,,,296.0,PA296-TRL-A,, ,F,Spring Lane,Mason,Baileys,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,105.092365481801
1308,801424,Asphalt,Fairfax County Park Authority,6.0,,831a9c27-b6aa-4f29-b507-23e864df1b85,,0451,,,,,,,2007/03/20 00:00:00+00,GPS,,,,108.0,PA108-TRL-A,, ,F,Frog Branch Stream Valley,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,445.832722470995
1309,801191,Asphalt,Fairfax County Park Authority,6.0,,3dfb12d5-1440-4ef8-9939-e904ea87dd98,,0111,,,,,,,2007/03/08 00:00:00+00,GPS,,,,304.0,PA304-TRL-A,, ,F,Sugarland Run Stream Valley,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,357.037447848653
1310,804507,Natural,Fairfax County Park Authority,4.0,,d336cb7e-cbee-4716-bf16-f8cef9ecd8f3,,0402,,,,,,,2007/04/20 00:00:00+00,GPS,,,,248.0,PA248-TRL-N,, ,F,Kent Gardens Greenway Stream Valley,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,263.802494160185
1311,805593,Bridge,Fairfax County Park Authority,8.0,,98d0367a-2d19-4b14-a7d3-1f91ef13cf4a,,0772,,,,,,,,,,,,,,,,,,Braddock,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,71.4602381640625
1312,804089,Bridge,Fairfax County Park Authority,4.0,,cbf18114-f06d-4fd1-ac9b-81021402d2cb,,0702,,,,,,,2007/04/18 00:00:00+00,GPS,,,,328.0,PA328-TRL-BG,, ,F,Wakefield,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,101.415937213642
1313,805012,Gravel,Fairfax County Park Authority,6.0,,8c98e743-5ec5-4070-b86f-b5a38364be08,,0481,,,,,,,2007/04/19 00:00:00+00,GPS,,,,232.0,PA232-TRL-G,, ,F,Nottoway,Providence,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,26.4542109668399
1314,801740,Asphalt,Fairfax County Park Authority,6.0,,09951f10-9103-4951-bbc4-777a765df1b2,,0442,,,,,,,2007/03/20 00:00:00+00,GPS,,,,108.0,PA108-TRL-A,, ,F,Frog Branch Stream Valley,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,557.561014184772
1315,805261,Natural,Fairfax County Park Authority,4.0,,183f4172-4b6c-4f9c-a8b9-a625e9f2a017,,0573,,,,,,,2011/06/08 00:00:00+00,,,,,83.0,PA83-TRL-N,,,F,Fairfax Villa,Braddock,Fairfax,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,255.662502725013
1316,805206,Natural,Fairfax County Park Authority,4.0,,cc956143-7536-4d5e-a518-3429b067f55f,,0302,,,,,,,2011/07/05 00:00:00+00,GPS,,,,248.0,PA248-TRl-BG,,,F,Pimmit Run Stream Valley,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,28.4839567104588
1317,800510,Asphalt,Fairfax County Park Authority,6.0,,aab48b13-7420-49ab-934d-3f6bc11ca2da,,0284,,,,,,,2007/03/07 00:00:00+00,GPS,,,,333.0,PA333-TRL-A,, ,F,Wolftrap Stream Valley,Hunter Mill,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,101.623928187463
1318,804038,Natural,Fairfax County Park Authority,4.0,,ae96029d-0277-4b1f-bb6d-7382d0086156,,0593,,,,,,,2007/04/17 00:00:00+00,GPS,,,,1.0,PA1-TRL-N,, ,F,Accotink Stream Valley,Mason,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,273.451877055775
1319,802694,Asphalt,Fairfax County Park Authority,8.0,,07c731d6-6e97-4a5d-8de7-bb33df72cd6e,,0781,,,,,,,2007/03/29 00:00:00+00,GPS,,,,259.0,PA259-TRL-A,, ,F,Pohick Stream Valley,Braddock,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,614.391922434605
1320,803598,Natural,Fairfax County Park Authority,6.0,,87c82413-88d1-4400-aec4-8279b251a0c6,,0712,,,,,,,2007/04/16 00:00:00+00,GPS,,,,205.0,PA205-TRL-N,, ,F,Mason District,Mason,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,497.967095445345
1321,800835,Natural,Fairfax County Park Authority,4.0,CCT,07ec7632-1bca-43ae-8075-c6c5d1731c0e,,0273,,,Cross County Trail,,,,2007/03/06 00:00:00+00,GPS,,,,189.0,PA189-TRL-N,, ,F,Little Difficult Run Stream Valley,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,2712.79872488403
1322,801197,Natural,Fairfax County Park Authority,4.0,,e80f468b-1de9-462d-877b-69a317a3112a,,0211,,,Potomac Heritage Trail,,,,2007/03/13 00:00:00+00,GPS,,,,284.0,PA284-TRL-N,, ,F,Scotts Run Nature Preserve,Dranesville,McLean,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,251.501003844981
1323,803030,Asphalt,Fairfax County Park Authority,6.0,,e4d6cb6f-44bf-4915-9209-7410d4716e7c,,0883,,,,,,,2007/04/05 00:00:00+00,GPS,,,,293.0,PA293-TRL-A,, ,F,South Run Stream Valley,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,457.265686984179
1324,801587,Concrete,Fairfax County Park Authority,6.0,,1be5adb7-3c8b-4afe-9b55-cda2255dc2a8,,0642,,,Cub Run Lee Overlook Connector,,,,2007/03/27 00:00:00+00,GPS,,,,61.0,PA61-TRL-C,, ,F,Lane's Mill,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,516.227874331868
1325,801339,Bridge,Fairfax County Park Authority,6.0,,91335c0e-3d2b-4d54-9bf7-c6697c49b1de,,0253,,,,,,,2007/03/19 00:00:00+00,GPS,,,,143.0,PA143-TRL-BG,, ,F,Horsepen Run Stream Valley,Sully,Upper Potomac,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,19.0440973461516
1326,802948,Asphalt,Fairfax County Park Authority,6.0,,e7540ea4-14f2-45c2-b7b1-0ae409f6775d,,0983,,,,,,,2007/04/04 00:00:00+00,GPS,,,,293.0,PA293-TRL-A,, ,F,South Run Stream Valley,Mount Vernon,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,2626.34737954808
1327,802321,Asphalt,Fairfax County Park Authority,6.0,,48b0935a-2602-406b-bc71-814adcd8afcd,,0984,,,Cross County Trail,,,,2007/04/03 00:00:00+00,GPS,,,,259.0,PA259-TRL-N,, ,F,Pohick Stream Valley,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,705.112505551383
1328,802722,Gravel,Fairfax County Park Authority,8.0,,e88c395b-075f-4366-b209-8f8009d3b8d5,,0874,,,,,,,2007/04/05 00:00:00+00,GPS,,,,33.0,PA33-TRL-G,, ,F,Burke Lake,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,26.2428072516628
1329,805693,Natural,Fairfax County Park Authority,6.0,CCT,68d1e53c-8036-427a-a30d-1ca94575b297,,0143,,,Cross County Trail,,,,,,,,,,,,,,Difficult Run Stream Valley,Dranesville,McLean,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,102.781122499324
1331,800226,Natural,Fairfax County Park Authority,4.0,,fddb1370-0518-4b6c-93a6-582d33b292f4,,0791,,,,,,,2007/02/08 00:00:00+00,GPS,,,,167.0,PA167-TRL-N,, ,F,,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,4.80077656815282
1332,801169,Asphalt,Fairfax County Park Authority,6.0,,c3a5519a-0087-4645-82b2-1964a0e1f8b0,,0284,,,,,,,2007/12/17 00:00:00+00,GPS,,,,348.0,PA348-TRL-A,,,F,Wolf Trails,Hunter Mill,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,530.27311780638
1333,801043,Asphalt,Fairfax County Park Authority,8.0,,e78cb730-84bb-4629-832b-1faaee74cfbd,,0182,,,,,,,2007/03/05 00:00:00+00,GPS,,,,169.0,PA169-TRL-A,, ,F,Lake Fairfax,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,12.1994875917128
1334,800442,Asphalt,Fairfax County Park Authority,6.0,,5244b180-a79a-4a7b-9fa8-2e4f3df3a500,,0102,,,,,,,2007/03/07 00:00:00+00,GPS,,,,,PA92-TRL-A,,,F,Folly Lick Stream Valley,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,87.4334147518805
1336,800003,Natural,Fairfax County Park Authority,4.0,,f8dbff76-c36b-4cf8-b9cc-45830eb6f44e,,0791,,,,,,,2007/01/30 00:00:00+00,GPS,,,,167.0,PA167-TRL-N,, ,F,Lake Accotink,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,56.4240901222933
1337,804699,Natural,Fairfax County Park Authority,4.0,,bd463479-165b-4342-ab4a-cdbb550d2285,,0401,,,,,,,2007/04/20 00:00:00+00,GPS,,,,181.0,PA181-TRL-N,, ,F,Lemon Road,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,210.47816473249
1338,805181,Natural,Fairfax County Park Authority,6.0,Ped,e20d9d7f-b9ef-4443-9d1c-2113f8c28aea,,0434,,,,,,,2011/06/15 00:00:00+00,GPS,,,,89.0,PA89-TRL-N,,,F,Flatlick Run Stream Valley,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,77.4876414834396
1339,802715,Gravel,Fairfax County Park Authority,6.0,,9a82520d-a739-4064-884a-9c5e322d6161,,0781,,,,,,,2007/03/28 00:00:00+00,GPS,,,,279.0,PA279-TRL-G,, ,F,Royal Lake,Braddock,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,26.8957904242462
1340,802005,Concrete,Fairfax County Park Authority,4.0,,b4474b50-b82b-4b89-8b81-f7fb654cd594,,0453,,,,,,,2007/03/27 00:00:00+00,GPS,,,,273.0,PA273-TRL-C,, ,F,Rocky Run Stream Valley,Springfield,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,129.350736000186
1341,802227,Natural,Fairfax County Park Authority,4.0,,a4fdfacf-2679-488a-aa58-de8281552855,,0573,,,,,,,2008/05/08 00:00:00+00,GPS,,,,83.0,PA83-TRL-N,,,F,Fairfax Villa,Braddock,Fairfax,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,33.7094463496887
1342,803254,Concrete,Fairfax County Park Authority,4.0,,124e93a6-5881-4265-a98e-097533cc4200,,1012,,,,,,,2007/04/12 00:00:00+00,GPS,,,,223.0,PA223-TRL-C,, ,F,Mount Vernon Woods,Franconia,Mount Vernon,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,31.2025120058083
1343,800158,Concrete,Fairfax County Park Authority,4.0,,3194f7ba-6bfb-4681-9f19-29b6fbc0fab7,,0792,,,,,,,2007/02/21 00:00:00+00,GPS,,,,167.0,PA167-TRL-C,, ,T,Lake Accotink,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,98.9506551477092
1344,800573,Natural,Fairfax County Park Authority,4.0,,ffd23fba-d3c5-41bb-b868-081ba5cae8cb,,0361,,,,,,,2007/03/14 00:00:00+00,GPS,,,,97.0,PA97-TRL-N,, ,F,Fred Crabtree,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,587.100722536249
1345,804056,Bridge,Fairfax County Park Authority,6.0,,06d61532-4209-45d3-bc8f-ea1672d99461,,0723,,,,,,,2007/04/13 00:00:00+00,GPS,,,,186.0,PA186-TRL-BG,, ,F,Lincolnia,Mason,Lincolnia,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,84.5409690506487
1346,803438,Asphalt,Fairfax County Park Authority,4.0,,a0059778-975c-46ea-9b8a-3862b0fc2cdd,,0922,,,,,,,2007/04/06 00:00:00+00,GPS,,,,300.0,PA300-TRL-A,, ,F,Stoneybrooke,Franconia,Rose Hill,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,436.087262655616
1347,801865,Asphalt,Fairfax County Park Authority,6.0,,31c871b6-20dc-495c-863c-1f1be9116975,,0532,,,,,,,2007/03/20 00:00:00+00,GPS,,,,61.0,PA61-TRL-A,, ,F,Cub Run Stream Valley,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,117.123909305666
