OBJECTID,GNLCCCODE,NORWEST,PATCH_ID,MEANTEMPC,SLOPE,LENGTH_KM,CT_0BRK,CT_25BRK,CT_50BRK,CT_75BRK,CT_100BRK,NHDVERSION,SHAPELEN
328444,UYB_1013,UpperYellowstoneBighorn,1013,9.9082,10.314,1.8527,0.662493,0.662493,0.662493,0.662493,0.662493,1,0.0229740677412336
328445,UYB_1015,UpperYellowstoneBighorn,1015,10.0311,5.7546,18.163,0.983447,0.962322,0.916523,0.82517,0.669855,1,0.188676389054619
328446,UYB_1016,UpperYellowstoneBighorn,1016,9.9172,7.096,5.3586,0.902885,0.84417,0.759414,0.647794,0.517303,1,0.0554075515207572
328447,UYB_1017,UpperYellowstoneBighorn,1017,10.7872,4.5012,7.3395,0.934239,0.84578,0.679191,0.449728,0.239833,1,0.0806980697085107
328448,UYB_1018,UpperYellowstoneBighorn,1018,9.0513,13.555,2.5343,0.307724,0.307724,0.307724,0.307724,0.307724,1,0.0238538532473989
328449,UYB_1019,UpperYellowstoneBighorn,1019,7.9623,11.6901,10.5738,0.684614,0.684614,0.684614,0.684614,0.684614,1,0.111934125690011
328450,UYB_1020,UpperYellowstoneBighorn,1020,8.1147,9.4705,2.7191,0.687558,0.65289,0.61652,0.578799,0.540135,1,0.0310634201386325
328451,UYB_1021,UpperYellowstoneBighorn,1021,10.18,5.4776,8.5342,0.947365,0.888784,0.780134,0.611713,0.411586,1,0.0929920011056412
328452,UYB_1022,UpperYellowstoneBighorn,1022,8.6302,13.092,2.8097,0.296718,0.296718,0.296718,0.296718,0.296718,1,0.0295784288420143
328453,UYB_1024,UpperYellowstoneBighorn,1024,10.255,14.156,2.0,0.461247,0.461247,0.461247,0.461247,0.461247,1,0.0214847063986431
328454,UYB_1025,UpperYellowstoneBighorn,1025,9.978,7.904,5.0,0.881269,0.830699,0.76435,0.681953,0.586338,1,0.0503650652153807
328455,UYB_1026,UpperYellowstoneBighorn,1026,9.2058,4.4718,19.2591,0.971945,0.923893,0.809654,0.598466,0.343077,1,0.202728107661262
328456,UYB_1027,UpperYellowstoneBighorn,1027,9.0849,3.8202,117.4765,0.982912,0.894986,0.558063,0.157612,0.026974,1,1.26889177069729
328457,UYB_1028,UpperYellowstoneBighorn,1028,9.5336,8.7331,6.0916,0.873833,0.837474,0.793117,0.740407,0.67969,1,0.067567989574722
328458,UYB_1029,UpperYellowstoneBighorn,1029,7.3867,14.06,3.9581,0.094311,0.094311,0.094311,0.094311,0.094311,1,0.0377733683332285
328459,UYB_1030,UpperYellowstoneBighorn,1030,8.6438,8.217,8.0,0.88937,0.844877,0.786779,0.71428,0.628762,1,0.091228219784218
328460,UYB_1031,UpperYellowstoneBighorn,1031,9.9727,5.0348,11.0,0.960688,0.908664,0.801985,0.622475,0.401645,1,0.115823275610436
328461,UYB_1032,UpperYellowstoneBighorn,1032,9.43,9.228,3.0,0.765791,0.728796,0.688336,0.644782,0.598689,1,0.030389910612643
328462,UYB_1033,UpperYellowstoneBighorn,1033,8.7366,8.9434,11.457,0.914061,0.886861,0.852443,0.809799,0.758325,1,0.129868191498869
328463,UYB_1034,UpperYellowstoneBighorn,1034,9.5391,4.895,10.9355,0.960753,0.907063,0.795557,0.608073,0.382176,1,0.119833395862398
328464,UYB_1035,UpperYellowstoneBighorn,1035,9.0,4.0,210.9824,0.990124,0.88091,0.353078,0.038711,0.002962,1,2.24324121525835
328465,UYB_1036,UpperYellowstoneBighorn,1036,10.3444,8.1497,8.5708,0.941534,0.914901,0.877712,0.827337,0.761843,1,0.103072666377534
328466,UYB_1037,UpperYellowstoneBighorn,1037,10.51,14.433,2.0,0.503863,0.503863,0.503863,0.503863,0.503863,1,0.0231162648543462
328467,UYB_1038,UpperYellowstoneBighorn,1038,8.3381,6.3426,5.4466,0.931117,0.875239,0.784521,0.653922,0.49511,1,0.0625703254273914
328468,UYB_1039,UpperYellowstoneBighorn,1039,10.3148,2.3451,13.6797,0.962075,0.87025,0.639424,0.319203,0.110294,1,0.144621984497323
328469,UYB_1041,UpperYellowstoneBighorn,1041,9.3725,10.75,8.0,0.856916,0.856916,0.856916,0.856916,0.856916,1,0.093061034925259
328470,UYB_1042,UpperYellowstoneBighorn,1042,10.59,11.823,2.0,0.647118,0.647118,0.647118,0.647118,0.647118,1,0.024193385138905
328471,UYB_1043,UpperYellowstoneBighorn,1043,8.5671,11.2118,22.8667,0.980945,0.980945,0.980945,0.980945,0.980945,1,0.247742293617478
328472,UYB_1044,UpperYellowstoneBighorn,1044,8.5891,10.84,6.4858,0.710834,0.710834,0.710834,0.710834,0.710834,1,0.0726985165901659
328473,UYB_1045,UpperYellowstoneBighorn,1045,8.601,5.6963,22.7094,0.967078,0.923561,0.832486,0.671496,0.45675,1,0.237999366918514
328474,UYB_1047,UpperYellowstoneBighorn,1047,10.7413,9.195,1.6313,0.738794,0.700379,0.658923,0.614885,0.568881,1,0.0199997537222406
328475,UYB_1048,UpperYellowstoneBighorn,1048,10.8154,2.673,3.3598,0.910085,0.752954,0.478561,0.216523,0.076825,1,0.0385554723282431
328476,UYB_1052,UpperYellowstoneBighorn,1052,8.16,7.922,2.0,0.835155,0.77464,0.699892,0.612746,0.517732,1,0.0191165300959361
328477,UYB_1053,UpperYellowstoneBighorn,1053,8.661,11.275,3.8437,0.561618,0.561618,0.561618,0.561618,0.561618,1,0.0466443328903115
328478,UYB_1055,UpperYellowstoneBighorn,1055,9.4403,6.6382,16.7007,0.974897,0.9508,0.905805,0.827142,0.704237,1,0.175942386213585
328479,UYB_1057,UpperYellowstoneBighorn,1057,9.8514,5.8504,4.5673,0.917281,0.843132,0.722615,0.558042,0.379651,1,0.0506858313612295
328480,UYB_1058,UpperYellowstoneBighorn,1058,10.29,9.666,2.0,0.726893,0.702116,0.676094,0.648935,0.620775,1,0.0214731266556181
328481,UYB_1059,UpperYellowstoneBighorn,1059,9.15,9.3793,7.0,0.856589,0.829654,0.798849,0.764057,0.725316,1,0.0732030635921894
328482,UYB_1061,UpperYellowstoneBighorn,1061,7.8016,8.4178,6.1969,0.831881,0.778045,0.712919,0.637584,0.554825,1,0.0672892153970155
328483,UYB_1062,UpperYellowstoneBighorn,1062,8.6693,8.9034,8.4088,0.872585,0.837036,0.793912,0.742881,0.68424,1,0.0855425911667233
328484,UYB_1063,UpperYellowstoneBighorn,1063,7.0091,13.885,2.4673,0.058426,0.058426,0.058426,0.058426,0.058426,1,0.0260894373809931
328485,UYB_1064,UpperYellowstoneBighorn,1064,7.4461,10.608,4.0389,0.506104,0.506104,0.506104,0.506104,0.506104,1,0.043881331764055
328486,UYB_1065,UpperYellowstoneBighorn,1065,8.2281,8.3497,65.9951,0.999051,0.99785,0.995139,0.989046,0.975505,1,0.722913168237884
328487,UYB_1066,UpperYellowstoneBighorn,1066,10.0323,14.521,2.0629,0.392782,0.392782,0.392782,0.392782,0.392782,1,0.0218816027306247
328488,UYB_1067,UpperYellowstoneBighorn,1067,7.6479,5.8666,8.755,0.946953,0.893579,0.79796,0.650073,0.466333,1,0.0961415753122291
328489,UYB_1068,UpperYellowstoneBighorn,1068,10.1314,9.3859,7.0,0.903174,0.883905,0.86139,0.835321,0.805457,1,0.0753754044963414
328490,UYB_1069,UpperYellowstoneBighorn,1069,8.5636,5.9446,45.5269,0.985327,0.960062,0.895891,0.75493,0.524425,1,0.504222571334001
328491,UYB_1070,UpperYellowstoneBighorn,1070,9.3733,10.921,6.0,0.781952,0.781952,0.781952,0.781952,0.781952,1,0.0687253606464899
328492,UYB_1072,UpperYellowstoneBighorn,1072,8.226,10.79,2.7979,0.522685,0.522685,0.522685,0.522685,0.522685,1,0.0325878751807564
328493,UYB_1073,UpperYellowstoneBighorn,1073,8.4431,12.8674,12.7255,0.811412,0.811412,0.811412,0.811412,0.811412,1,0.131052220492001
328494,UYB_1074,UpperYellowstoneBighorn,1074,7.07,10.555,6.0,0.510782,0.510782,0.510782,0.510782,0.510782,1,0.0694334290312093
328495,UYB_1075,UpperYellowstoneBighorn,1075,10.3966,1.0024,2.0434,0.951573,0.822419,0.521885,0.204626,0.05717,1,0.0241427246318148
328496,UYB_1076,UpperYellowstoneBighorn,1076,9.8849,7.7991,17.6252,0.9861,0.976663,0.961071,0.935748,0.89574,1,0.192514535509987
328497,UYB_1077,UpperYellowstoneBighorn,1077,8.8733,5.1521,85.7338,0.996309,0.984301,0.935738,0.771783,0.439906,1,0.919482329672517
328498,UYB_1078,UpperYellowstoneBighorn,1078,9.7568,4.0555,49.9926,0.995771,0.983876,0.940516,0.803805,0.51494,1,0.52505437348719
328499,UYB_1079,UpperYellowstoneBighorn,1079,8.7475,13.491,4.0,0.347415,0.347415,0.347415,0.347415,0.347415,1,0.0484566076129487
328500,UYB_1080,UpperYellowstoneBighorn,1080,9.4147,9.701,1.5046,0.669927,0.644632,0.618501,0.591666,0.564274,1,0.0166508272500432
328501,UYB_1081,UpperYellowstoneBighorn,1081,8.881,7.5419,36.0344,0.995069,0.990023,0.979919,0.959997,0.921885,1,0.388940099884534
328502,UYB_1082,UpperYellowstoneBighorn,1082,8.7058,10.6622,6.8194,0.750895,0.750895,0.750895,0.750895,0.750895,1,0.0791475746571172
328503,UYB_1083,UpperYellowstoneBighorn,1083,7.1372,11.9906,8.2308,0.367965,0.367965,0.367965,0.367965,0.367965,1,0.0991901231430686
328504,UYB_1084,UpperYellowstoneBighorn,1084,9.3286,12.5953,13.2591,0.945717,0.945717,0.945717,0.945717,0.945717,1,0.140479370345531
328505,UYB_1085,UpperYellowstoneBighorn,1085,9.9095,3.3477,21.2587,0.976323,0.922969,0.776867,0.502902,0.227183,1,0.2214536632742
328506,UYB_1086,UpperYellowstoneBighorn,1086,9.4925,8.3117,7.4817,0.905673,0.868874,0.820564,0.759383,0.685342,1,0.0836193435740922
328507,UYB_1087,UpperYellowstoneBighorn,1087,8.9381,13.579,6.3021,0.544518,0.544518,0.544518,0.544518,0.544518,1,0.0652280581020192
328508,UYB_1089,UpperYellowstoneBighorn,1089,8.2197,7.8285,14.9555,0.930333,0.88985,0.830138,0.74725,0.641388,1,0.170133893351455
328509,UYB_1090,UpperYellowstoneBighorn,1090,10.0,4.5504,3.0739,0.925196,0.832562,0.666555,0.445566,0.244188,1,0.0313831890594279
328510,UYB_1091,UpperYellowstoneBighorn,1091,7.9827,7.5807,20.1073,0.93856,0.895286,0.827145,0.728127,0.59983,1,0.213629316157043
328511,UYB_1093,UpperYellowstoneBighorn,1093,9.42,12.226,3.0,0.529655,0.529655,0.529655,0.529655,0.529655,1,0.0318767056338568
328512,UYB_1094,UpperYellowstoneBighorn,1094,8.1569,10.067,7.6484,0.754358,0.754358,0.754358,0.754358,0.754358,1,0.0853485352727966
328513,UYB_1095,UpperYellowstoneBighorn,1095,10.5478,11.758,3.0432,0.721474,0.721474,0.721474,0.721474,0.721474,1,0.0315907969463101
328514,UYB_1096,UpperYellowstoneBighorn,1096,9.672,9.6785,13.59,0.968309,0.961213,0.952604,0.9422,0.929681,1,0.151135946452247
328515,UYB_1097,UpperYellowstoneBighorn,1097,8.9693,11.0086,6.1218,0.734228,0.734228,0.734228,0.734228,0.734228,1,0.0721587464815292
328516,UYB_1098,UpperYellowstoneBighorn,1098,7.9408,10.8402,14.7428,0.840395,0.840395,0.840395,0.840395,0.840395,1,0.153945215058987
328517,UYB_1099,UpperYellowstoneBighorn,1099,8.3941,13.017,3.2905,0.29048,0.29048,0.29048,0.29048,0.29048,1,0.0333589253614707
328518,UYB_1100,UpperYellowstoneBighorn,1100,8.553,8.0052,9.0962,0.903278,0.858634,0.797991,0.719822,0.625598,1,0.106693805273628
328519,UYB_1102,UpperYellowstoneBighorn,1102,8.2978,9.7314,22.7643,0.96633,0.956246,0.94332,0.926867,0.906113,1,0.264471829196022
328520,UYB_1103,UpperYellowstoneBighorn,1103,8.7559,10.3103,8.9815,0.838603,0.838603,0.838603,0.838603,0.838603,1,0.105580711999937
328521,UYB_1104,UpperYellowstoneBighorn,1104,7.005,10.7028,4.7459,0.452567,0.452567,0.452567,0.452567,0.452567,1,0.0491475840305274
328522,UYB_1105,UpperYellowstoneBighorn,1105,9.8262,5.6543,10.6904,0.958092,0.911153,0.821441,0.673593,0.480715,1,0.113928344232807
328523,UYB_1107,UpperYellowstoneBighorn,1107,9.7778,6.754,9.0,0.94357,0.899898,0.828568,0.722107,0.58282,1,0.106547503280219
328524,UYB_1109,UpperYellowstoneBighorn,1109,8.85,13.238,2.0,0.272906,0.272906,0.272906,0.272906,0.272906,1,0.02448354169294
328525,UYB_1110,UpperYellowstoneBighorn,1110,8.0647,9.4906,14.5853,0.889551,0.862985,0.831242,0.793902,0.750776,1,0.161430862285191
328526,UYB_1112,UpperYellowstoneBighorn,1112,8.3957,10.564,7.0,0.725442,0.725442,0.725442,0.725442,0.725442,1,0.0708716475261051
328527,UYB_1113,UpperYellowstoneBighorn,1113,8.7109,6.7419,20.7945,0.969902,0.940414,0.885448,0.791045,0.649629,1,0.215993492687521
328528,UYB_1114,UpperYellowstoneBighorn,1114,10.695,7.411,4.0,0.86933,0.80433,0.717503,0.610791,0.492293,1,0.0386534157483828
328529,UYB_1115,UpperYellowstoneBighorn,1115,8.5924,11.244,4.2341,0.574737,0.574737,0.574737,0.574737,0.574737,1,0.0493918848111081
328530,UYB_1116,UpperYellowstoneBighorn,1116,9.0,3.1724,2.2395,0.975443,0.928684,0.81021,0.583245,0.314502,1,0.0256208182210168
328531,UYB_1117,UpperYellowstoneBighorn,1117,9.9042,13.3277,2.8895,0.522826,0.522826,0.522826,0.522826,0.522826,1,0.0323937883646188
328532,UYB_1118,UpperYellowstoneBighorn,1118,9.16,7.618,2.0,0.839059,0.771516,0.686228,0.586179,0.478474,1,0.0249116052845706
328533,UYB_1119,UpperYellowstoneBighorn,1119,7.9023,8.1003,2.4906,0.827137,0.768702,0.697731,0.615866,0.526865,1,0.0285569884171837
328534,UYB_1120,UpperYellowstoneBighorn,1120,8.5653,8.593,18.5228,0.959096,0.939419,0.911155,0.871506,0.817705,1,0.205673891105136
328535,UYB_1121,UpperYellowstoneBighorn,1121,9.17,14.697,5.0,0.415214,0.415214,0.415214,0.415214,0.415214,1,0.0605798758684892
328536,UYB_1122,UpperYellowstoneBighorn,1122,8.4206,6.7238,19.7615,0.958994,0.920091,0.85005,0.736219,0.578793,1,0.223902444953764
328537,UYB_1123,UpperYellowstoneBighorn,1123,10.305,10.849,2.0,0.666829,0.666829,0.666829,0.666829,0.666829,1,0.0196758688142905
328538,UYB_1124,UpperYellowstoneBighorn,1124,8.7301,9.8898,7.7633,0.824447,0.804518,0.782922,0.759654,0.734736,1,0.0771022435239426
328539,UYB_1125,UpperYellowstoneBighorn,1125,8.7118,5.8788,37.5573,0.98457,0.960087,0.900673,0.773667,0.563048,1,0.407170697841235
328540,UYB_1126,UpperYellowstoneBighorn,1126,9.2014,6.3789,19.4557,0.977034,0.952192,0.903145,0.813628,0.671471,1,0.208782615781687
328541,UYB_1127,UpperYellowstoneBighorn,1127,9.2436,5.4861,24.7475,0.982637,0.956876,0.896906,0.773296,0.572173,1,0.293050271652506
328542,UYB_1129,UpperYellowstoneBighorn,1129,9.55,7.799,2.0,0.82155,0.754022,0.671169,0.576097,0.475038,1,0.0212295726786559
328543,UYB_1130,UpperYellowstoneBighorn,1130,8.848,13.791,5.6336,0.453315,0.453315,0.453315,0.453315,0.453315,1,0.0684978678481872
328544,UYB_1131,UpperYellowstoneBighorn,1131,9.6383,12.804,6.0,0.733719,0.733719,0.733719,0.733719,0.733719,1,0.0736461361109448
328545,UYB_1133,UpperYellowstoneBighorn,1133,9.4161,10.2209,7.3689,0.857126,0.857126,0.857126,0.857126,0.857126,1,0.0740963566228131
328546,UYB_1134,UpperYellowstoneBighorn,1134,9.9995,7.5314,12.5949,0.968497,0.947647,0.914221,0.862547,0.786997,1,0.148532903920719
328547,UYB_1136,UpperYellowstoneBighorn,1136,6.434,9.767,2.6767,0.553098,0.525444,0.497632,0.469835,0.442223,1,0.0295759465609098
328548,UYB_1137,UpperYellowstoneBighorn,1137,9.0817,8.828,6.0,0.853031,0.814279,0.768085,0.714432,0.653959,1,0.0674252640953911
328549,UYB_1139,UpperYellowstoneBighorn,1139,7.7713,8.6626,12.3673,0.867455,0.821054,0.762852,0.692801,0.612567,1,0.12777499463607
328550,UYB_1142,UpperYellowstoneBighorn,1142,8.024,8.5502,8.4093,0.854203,0.806328,0.747381,0.677665,0.599031,1,0.0806208864164957
328551,UYB_1143,UpperYellowstoneBighorn,1143,8.7053,6.6928,18.8522,0.965502,0.932483,0.872047,0.770811,0.624012,1,0.206313340692149
328552,UYB_1147,UpperYellowstoneBighorn,1147,8.5319,11.4853,7.7065,0.701492,0.701492,0.701492,0.701492,0.701492,1,0.0789183139380224
328553,UYB_1148,UpperYellowstoneBighorn,1148,9.6529,7.6987,7.0,0.912738,0.868386,0.806275,0.724165,0.623503,1,0.0818754350713487
328554,UYB_1150,UpperYellowstoneBighorn,1150,9.0,2.6672,1.5535,0.980737,0.939516,0.825758,0.591152,0.306104,1,0.0188542624898332
328555,UYB_1151,UpperYellowstoneBighorn,1151,9.0,1.1638,4.6053,0.987737,0.950189,0.818764,0.516886,0.202158,1,0.0499215942789441
328556,UYB_1152,UpperYellowstoneBighorn,1152,10.08,8.786,2.0,0.76624,0.717331,0.662694,0.603336,0.540771,1,0.0218914903167372
328557,UYB_1153,UpperYellowstoneBighorn,1153,7.2065,13.247,8.3265,0.239997,0.239997,0.239997,0.239997,0.239997,1,0.0971885697204022
328558,UYB_1155,UpperYellowstoneBighorn,1155,7.8438,10.3996,18.8099,0.896895,0.896895,0.896895,0.896895,0.896895,1,0.204798499962854
328559,UYB_1156,UpperYellowstoneBighorn,1156,8.1575,8.5762,26.4235,0.968535,0.950246,0.922182,0.880281,0.820217,1,0.288850765814664
328560,UYB_1157,UpperYellowstoneBighorn,1157,8.7759,7.7307,8.3069,0.909696,0.863411,0.798653,0.713385,0.609656,1,0.0921075156586011
328561,UYB_1158,UpperYellowstoneBighorn,1158,8.0555,8.8321,46.8537,0.994252,0.989611,0.981294,0.966544,0.940865,1,0.525633086978958
328562,UYB_1160,UpperYellowstoneBighorn,1160,8.3565,9.5631,12.7813,0.892422,0.869316,0.842126,0.810511,0.774263,1,0.148891663254539
328563,UYB_1161,UpperYellowstoneBighorn,1161,9.86,11.342,2.0,0.592668,0.592668,0.592668,0.592668,0.592668,1,0.0206143806204074
328564,UYB_1162,UpperYellowstoneBighorn,1162,9.02,10.351,5.0,0.738954,0.738954,0.738954,0.738954,0.738954,1,0.0512082205546526
328565,UYB_1163,UpperYellowstoneBighorn,1163,8.3607,14.725,3.9112,0.164867,0.164867,0.164867,0.164867,0.164867,1,0.0376463608359759
328566,UYB_1164,UpperYellowstoneBighorn,1164,8.8312,6.0974,19.0666,0.968538,0.932648,0.861668,0.736979,0.557602,1,0.201777829095693
328567,UYB_1165,UpperYellowstoneBighorn,1165,8.2885,7.84,26.452,0.971021,0.948915,0.911483,0.850933,0.759874,1,0.286101149541235
328568,UYB_1167,UpperYellowstoneBighorn,1167,8.8611,6.7411,6.8472,0.924059,0.869092,0.783655,0.664014,0.518835,1,0.0779868737677989
328569,UYB_1168,UpperYellowstoneBighorn,1168,9.8633,13.272,3.0,0.527829,0.527829,0.527829,0.527829,0.527829,1,0.0313866079114931
328570,UYB_1170,UpperYellowstoneBighorn,1170,9.4546,5.6317,25.3887,0.987137,0.968368,0.924313,0.829689,0.66025,1,0.287086976649563
328571,UYB_1171,UpperYellowstoneBighorn,1171,8.9084,9.635,8.2338,0.858874,0.836362,0.811049,0.782838,0.751704,1,0.0972059826979292
328572,UYB_1172,UpperYellowstoneBighorn,1172,9.6943,5.922,7.0,0.936664,0.876718,0.773739,0.621843,0.441572,1,0.0768624563507909
328573,UYB_1174,UpperYellowstoneBighorn,1174,7.101,8.56,2.2504,0.777661,0.723059,0.660896,0.592639,0.52061,1,0.0230952646988473
328574,UYB_1175,UpperYellowstoneBighorn,1175,9.2474,11.592,5.5567,0.708785,0.708785,0.708785,0.708785,0.708785,1,0.0639445957767054
328575,UYB_1178,UpperYellowstoneBighorn,1178,8.2533,11.3445,5.8645,0.58596,0.58596,0.58596,0.58596,0.58596,1,0.0725125439765161
328576,UYB_1179,UpperYellowstoneBighorn,1179,10.6728,11.642,1.9418,0.659959,0.659959,0.659959,0.659959,0.659959,1,0.023500128856583
328577,UYB_1182,UpperYellowstoneBighorn,1182,10.1043,7.8527,3.2274,0.843235,0.781508,0.704008,0.612644,0.512603,1,0.0335093461540123
328578,UYB_1185,UpperYellowstoneBighorn,1185,9.7209,13.903,2.1956,0.381958,0.381958,0.381958,0.381958,0.381958,1,0.0224620113257074
328579,UYB_1187,UpperYellowstoneBighorn,1187,7.9751,9.3738,5.8276,0.756914,0.719103,0.677913,0.633759,0.587238,1,0.0694215279823381
328580,UYB_1191,UpperYellowstoneBighorn,1191,9.704,13.1879,7.3865,0.8094,0.8094,0.8094,0.8094,0.8094,1,0.0730389343436956
328581,UYB_1192,UpperYellowstoneBighorn,1192,9.1271,5.9947,10.4391,0.951923,0.903607,0.816115,0.677547,0.498701,1,0.110766805037291
328582,UYB_1193,UpperYellowstoneBighorn,1193,9.54,14.489,5.0,0.537649,0.537649,0.537649,0.537649,0.537649,1,0.0511276314962752
328583,UYB_1194,UpperYellowstoneBighorn,1194,9.1155,14.405,2.3608,0.23704,0.23704,0.23704,0.23704,0.23704,1,0.0266045203864615
328584,UYB_1197,UpperYellowstoneBighorn,1197,8.895,9.46,2.0,0.695641,0.662318,0.627301,0.590896,0.553466,1,0.0222488402154082
328585,UYB_1198,UpperYellowstoneBighorn,1198,9.7571,8.0603,19.7906,0.989735,0.98311,0.97233,0.954984,0.927574,1,0.228214946868088
328586,UYB_1199,UpperYellowstoneBighorn,1199,9.1095,11.2286,11.4174,0.905743,0.905743,0.905743,0.905743,0.905743,1,0.118375670515962
328587,UYB_1202,UpperYellowstoneBighorn,1202,7.8419,8.198,29.1723,0.954822,0.923761,0.874157,0.799293,0.69541,1,0.328485260009085
328588,UYB_1203,UpperYellowstoneBighorn,1203,10.3537,10.874,2.4631,0.699529,0.699529,0.699529,0.699529,0.699529,1,0.0289897093620677
328589,UYB_1204,UpperYellowstoneBighorn,1204,10.335,13.772,2.0,0.502019,0.502019,0.502019,0.502019,0.502019,1,0.0247008891897696
328590,UYB_1207,UpperYellowstoneBighorn,1207,10.2325,11.031,4.0,0.771265,0.771265,0.771265,0.771265,0.771265,1,0.0387323712227692
328591,UYB_1210,UpperYellowstoneBighorn,1210,9.89,14.637,3.0,0.438224,0.438224,0.438224,0.438224,0.438224,1,0.0293574804375627
328592,UYB_1211,UpperYellowstoneBighorn,1211,9.1525,13.839,4.0,0.404788,0.404788,0.404788,0.404788,0.404788,1,0.0383253448489901
328593,UYB_1213,UpperYellowstoneBighorn,1213,8.6046,8.6049,59.6566,0.999698,0.999373,0.998699,0.997303,0.994416,1,0.668319340127382
328594,UYB_1214,UpperYellowstoneBighorn,1214,10.7425,0.005,4.0,0.938685,0.753193,0.378241,0.108152,0.023603,1,0.0444144183223192
328595,UYB_1215,UpperYellowstoneBighorn,1215,8.8533,14.494,3.0,0.220534,0.220534,0.220534,0.220534,0.220534,1,0.0339224472098217
328596,UYB_1216,UpperYellowstoneBighorn,1216,10.63,7.997,2.0,0.795525,0.727524,0.646945,0.557046,0.463247,1,0.0186499269175856
328597,UYB_1217,UpperYellowstoneBighorn,1217,9.742,14.855,5.0,0.572777,0.572777,0.572777,0.572777,0.572777,1,0.0498546548561997
328598,UYB_1218,UpperYellowstoneBighorn,1218,9.9103,11.1965,6.4623,0.845318,0.845318,0.845318,0.845318,0.845318,1,0.0775104098398427
328599,UYB_1219,UpperYellowstoneBighorn,1219,9.49,11.412,6.0,0.773297,0.773297,0.773297,0.773297,0.773297,1,0.0688114738488064
328600,UYB_1222,UpperYellowstoneBighorn,1222,5.442,9.7583,4.8544,0.469214,0.437124,0.405553,0.374743,0.344916,1,0.0548322664357775
328601,UYB_1223,UpperYellowstoneBighorn,1223,10.3581,0.005,1.5498,0.963396,0.84245,0.520694,0.180802,0.042915,1,0.0148721364498909
328602,UYB_1224,UpperYellowstoneBighorn,1224,9.6767,4.8421,13.2005,0.966777,0.918756,0.814631,0.630697,0.398919,1,0.141855556595808
328603,UYB_1225,UpperYellowstoneBighorn,1225,10.3367,0.005,3.0,0.963031,0.839568,0.512505,0.174372,0.040701,1,0.0292350381094626
328604,UYB_1226,UpperYellowstoneBighorn,1226,5.521,9.1482,7.0329,0.582381,0.52322,0.463399,0.404614,0.348444,1,0.0722711879365533
328605,UYB_1227,UpperYellowstoneBighorn,1227,7.5322,9.4053,22.0411,0.896005,0.862586,0.820579,0.769166,0.70826,1,0.256775860406078
328606,UYB_1229,UpperYellowstoneBighorn,1229,8.8951,10.2405,12.0028,0.911627,0.911627,0.911627,0.911627,0.911627,1,0.143249231517625
328607,UYB_1230,UpperYellowstoneBighorn,1230,8.1394,4.6061,32.4457,0.933174,0.818486,0.592849,0.319818,0.131818,1,0.357854525676492
328608,UYB_1231,UpperYellowstoneBighorn,1231,7.7358,8.481,14.1217,0.882984,0.835419,0.773478,0.69669,0.607094,1,0.142224802763272
328609,UYB_1232,UpperYellowstoneBighorn,1232,9.6165,8.891,11.0628,0.947025,0.929128,0.905786,0.875785,0.83794,1,0.117017942387674
328610,UYB_1233,UpperYellowstoneBighorn,1233,10.7733,7.941,3.0,0.831235,0.768817,0.691871,0.602554,0.505839,1,0.0303958337714392
328611,UYB_1234,UpperYellowstoneBighorn,1234,9.918,9.581,5.0,0.837354,0.814711,0.789708,0.762315,0.732562,1,0.0549608472394177
328612,UYB_1235,UpperYellowstoneBighorn,1235,9.994,10.345,5.0,0.819208,0.819208,0.819208,0.819208,0.819208,1,0.0485072219591916
328613,UYB_1237,UpperYellowstoneBighorn,1237,9.86,9.646,4.0,0.797654,0.774103,0.748673,0.721412,0.692408,1,0.0412143277798779
328614,UYB_1238,UpperYellowstoneBighorn,1238,7.8824,12.3531,10.1811,0.591506,0.591506,0.591506,0.591506,0.591506,1,0.106957584933379
328615,UYB_1239,UpperYellowstoneBighorn,1239,10.174,11.927,5.0,0.789583,0.789583,0.789583,0.789583,0.789583,1,0.0592336388775918
328616,UYB_1242,UpperYellowstoneBighorn,1242,7.5328,8.4695,89.5659,0.995255,0.987419,0.967072,0.916601,0.804413,1,0.963305982008368
328617,UYB_1243,UpperYellowstoneBighorn,1243,8.5783,8.8951,8.5015,0.869408,0.832865,0.788583,0.736283,0.676356,1,0.0904737747908555
328618,UYB_1245,UpperYellowstoneBighorn,1245,9.794,11.961,5.0,0.737954,0.737954,0.737954,0.737954,0.737954,1,0.0496378666731346
328619,UYB_1246,UpperYellowstoneBighorn,1246,10.35,10.53,3.0,0.745651,0.745651,0.745651,0.745651,0.745651,1,0.027499761492818
328620,UYB_1248,UpperYellowstoneBighorn,1248,7.2155,11.7046,1.9116,0.252358,0.252358,0.252358,0.252358,0.252358,1,0.0196259398893489
328621,UYB_1250,UpperYellowstoneBighorn,1250,8.4669,14.706,5.3254,0.253632,0.253632,0.253632,0.253632,0.253632,1,0.0579247347846094
328622,UYB_1251,UpperYellowstoneBighorn,1251,9.1515,13.074,7.5545,0.715569,0.715569,0.715569,0.715569,0.715569,1,0.0750924019411436
328623,UYB_1253,UpperYellowstoneBighorn,1253,8.8723,8.6516,9.1553,0.899606,0.865406,0.821862,0.768008,0.703741,1,0.0975412651612331
328624,UYB_1254,UpperYellowstoneBighorn,1254,6.9354,12.7675,1.9914,0.114007,0.114007,0.114007,0.114007,0.114007,1,0.022865783519513
