ObjectId,Permit_Number,Effective_Date,Expiration_Date,Permit_Type,Applicant,Street_Address,City,State,ZIP_Code,Permit_Subtype,Permit_Description,Permit_Type_Code,Subtype_Code,ID
321,24408,2011-09-09 00:00:00,2016-02-01 00:00:00,APCD Gasoline Dispense Permit,EXPRESSWAY FOOD MART,1420 W BROADWAY,LOUISVILLE,KY,40203,Gas Dispen Facility Stage II,EXPRESSWAY FOOD MART,GAS,STG2,894
322,24410,2015-11-01 00:00:00,2017-11-01 00:00:00,APCD Gasoline Dispense Permit,SAM'S EAST INC,1401 ALLIANT AVE,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage II,SAM'S CLUB #8111,GAS,STG2,895
323,24412,2015-11-15 00:00:00,2017-11-15 00:00:00,APCD Gasoline Dispense Permit,"BADER'S FOOD MART, INC",300 S 1ST ST,LOUISVILLE,KY,40202,Gas Dispen Facility Stage II,BADER'S FOOD MART #1,GAS,STG2,896
324,24413,2011-05-01 00:00:00,2016-05-01 00:00:00,APCD Gasoline Dispense Permit,SAM'S CLUB (#8276),6622 PRESTON HWY,LOUISVILLE,KY,40219,Gas Dispen Facility Stage II,SAM'S CLUB FUEL PRESTON HWY,GAS,STG2,897
325,24414,2016-03-31 00:00:00,2021-03-31 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE FIRE DEPARTMENT,1025 RUBEL AVE,LOUISVILLE,KY,40204,Gas Dispen Facility Stage I,LFD ENGINE 11,GAS,STG1,898
326,24415,2011-05-01 00:00:00,2016-05-01 00:00:00,APCD Gasoline Dispense Permit,"BADER'S FOOD MART, INC",1244 E BROADWAY,LOUISVILLE,KY,40204,Gas Dispen Facility Stage II,BADER'S FOOD MART #2,GAS,STG2,899
327,24416,2016-03-31 00:00:00,2021-03-31 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE FIRE DEPARTMENT,4535 MANSLICK RD,LOUISVILLE,KY,40216,Gas Dispen Facility Stage I,LFD ENGINE 12,GAS,STG1,900
328,24417,2011-11-15 00:00:00,2016-11-15 00:00:00,APCD Gasoline Dispense Permit,"BHRAMANI, INC",4060 CANE RUN RD,LOUISVILLE,KY,40216,Gas Dispen Facility Stage II,SAM'S KWIKMART #2,GAS,STG2,901
329,24419,2016-03-31 00:00:00,2021-03-31 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE FIRE DEPARTMENT,3511 FINCASTLE RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,LFD ENGINE 14,GAS,STG1,902
330,24421,2016-03-31 00:00:00,2021-03-31 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE FIRE DEPARTMENT,1500 S 6TH ST,LOUISVILLE,KY,40208,Gas Dispen Facility Stage I,LFD ENGINE 16,GAS,STG1,903
331,24423,2012-01-31 00:00:00,2017-01-31 00:00:00,APCD Gasoline Dispense Permit,"KEYSTOPS INC, DBA KEY OIL CO",11701 WESTPORT RD,LOUISVILLE,KY,40245,Gas Dispen Facility Stage II,Ink Enterpsises,GAS,STG2,904
332,24424,2011-08-31 00:00:00,2016-08-31 00:00:00,APCD Gasoline Dispense Permit,BALE EQUIPMENT RENTALS,1234 OLD FERN VALLEY RD,LOUISVILLE,KY,40219,Gas Dispen Facility Stage I,BALE EQUIPMENT LEASING,GAS,STG1,905
333,24426,2012-01-31 00:00:00,2017-01-31 00:00:00,APCD Gasoline Dispense Permit,"KEYSTOPS INC, DBA KEY OIL CO",1401 LEXINGTON RD,LOUISVILLE,KY,40206,Gas Dispen Facility Stage II,DON GAR,GAS,STG2,906
334,24427,2015-03-31 00:00:00,2017-03-31 00:00:00,APCD Gasoline Dispense Permit,ASHUDEV INC.,9200 BLUE LICK RD,LOUISVILLE,KY,40229,Gas Dispen Facility Stage II,BEST STOP FOOD MART,GAS,STG2,907
335,24428,2016-03-31 00:00:00,2021-03-31 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE FIRE DEPARTMENT,1135 W JEFFERSON ST,LOUISVILLE,KY,40203,Gas Dispen Facility Stage I,LFD ENGINE 2,GAS,STG1,908
336,24429,2012-01-31 00:00:00,2017-01-31 00:00:00,APCD Gasoline Dispense Permit,"KEYSTOPS INC, DBA KEY OIL CO",3110 ROCKFORD LN,LOUISVILLE,KY,40216,Gas Dispen Facility Stage II,GRAB-N-GO,GAS,STG2,909
337,24430,2016-03-31 00:00:00,2021-03-31 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE FIRE DEPARTMENT,3228 RIVER PARK DR,LOUISVILLE,KY,40211,Gas Dispen Facility Stage I,LFD ENGINE 22,GAS,STG1,910
338,24431,2012-01-31 00:00:00,2017-01-31 00:00:00,APCD Gasoline Dispense Permit,BETTER WAY FOOD MART,4001 CANE RUN RD,SHIVELY,KY,40216,Gas Dispen Facility Stage II,BETTER WAY FOOD MART #4,GAS,STG2,911
339,24432,2016-03-31 00:00:00,2021-03-31 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE FIRE DEPARTMENT,3401 DUTCHMANS LN,LOUISVILLE,KY,40205,Gas Dispen Facility Stage I,LFD ENGINE 3,GAS,STG1,912
340,24433,2012-01-31 00:00:00,2017-01-31 00:00:00,APCD Gasoline Dispense Permit,EVERGREEN CEMETERY,4623 PRESTON HWY,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,EVERGREEN CEMETERY,GAS,STG1,913
341,24434,2012-01-31 00:00:00,2017-01-31 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,5929 NEW CUT RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,CIRCLE K #3315,GAS,STG2,914
342,24434,2012-01-31 00:00:00,2017-01-31 00:00:00,APCD Gasoline Dispense Permit,"MAC'S CONVENIENCE STORES, LLC",5929 NEW CUT RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,CIRCLE K #3315,GAS,STG2,915
343,24435,2013-12-15 00:00:00,2018-12-15 00:00:00,APCD Gasoline Dispense Permit,"BULLOCK OIL CO, INC",4220 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage I,BILL COLLINS FORD,GAS,STG1,916
344,24435,2013-12-15 00:00:00,2018-12-15 00:00:00,APCD Gasoline Dispense Permit,BILL COLLINS FORD,4220 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage I,BILL COLLINS FORD,GAS,STG1,917
345,24436,2011-12-31 00:00:00,2016-12-31 00:00:00,APCD Gasoline Dispense Permit,"KEYSTOPS INC, DBA KEY OIL CO",9260 SMYRNA PKY,LOUISVILLE,KY,40229,Gas Dispen Facility Stage II,SAV-A-STEP #0050,GAS,STG2,918
346,24437,2015-07-01 00:00:00,2017-07-01 00:00:00,APCD Gasoline Dispense Permit,F & Y FOOD MART,3801 W MARKET ST,LOUISVILLE,KY,40212,Gas Dispen Facility Stage II,F&Y FOOD MART (BP),GAS,STG2,919
347,24438,2011-11-30 00:00:00,2016-11-30 00:00:00,APCD Gasoline Dispense Permit,JEFFERSON COUNTY PUBLIC SCHOOL,13075 MIDDLETOWN INDUSTRIAL BLVD,MIDDLETOWN,KY,40223,Gas Dispen Facility Stage I,JCPS BLANKENBAKER GARAGE,GAS,STG1,920
348,24439,2016-01-02 00:00:00,2018-01-02 00:00:00,APCD Gasoline Dispense Permit,"KEYSTOPS, LLC",9410 TAYLORSVILLE RD,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage II,AAA FOOD MART MARATHON,GAS,STG2,921
349,GO-14-1011,2014-09-25 00:00:00,2016-09-25 00:00:00,APCD Gasoline Dispense Permit,THORNTONS INC,9400 WESTPORT RD,ROLLING HILLS,KY,40241,Gas Dispen Facility Stage II,Thornton Oil #162,GAS,STG2,922
350,GO-14-1013,2014-12-12 00:00:00,2016-12-12 00:00:00,APCD Gasoline Dispense Permit,Mapco Express,3415 FERN VALLEY RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage II,MAPCO Express #7522,GAS,STG2,923
351,24520,2015-01-15 00:00:00,2017-01-15 00:00:00,APCD Gasoline Dispense Permit,The Hertz Corporation,440 HURON AVE,LOUISVILLE,KY,40209,Gas Dispen Facility Stage II,HERTZ RENT-A-CAR,GAS,STG2,1074
352,24521,2011-12-15 00:00:00,2016-12-15 00:00:00,APCD Gasoline Dispense Permit,AMBE FOOD,1735 NEWBURG RD,LOUISVILLE,KY,40205,Gas Dispen Facility Stage II,AMBE FOOD LLC,GAS,STG2,1075
353,24522,2015-10-15 00:00:00,2017-10-15 00:00:00,APCD Gasoline Dispense Permit,BULK PETROLEUM CORP,11401 WESTPORT RD,LOUISVILLE,KY,40241,Gas Dispen Facility Stage II,Sandhu LLC Valero,GAS,STG2,1076
354,24522,2015-10-15 00:00:00,2017-10-15 00:00:00,APCD Gasoline Dispense Permit,Sandhu LLC,11401 WESTPORT RD,LOUISVILLE,KY,40241,Gas Dispen Facility Stage II,Sandhu LLC Valero,GAS,STG2,1077
355,24523,2010-10-01 00:00:00,2015-10-01 00:00:00,APCD Gasoline Dispense Permit,HOLLOWAY & SON CONSTRUCTION,13115 AIKEN RD,MIDDLETOWN,KY,40223,Gas Dispen Facility Stage I,HOLLOWAY & SONS CONSTRUCTION,GAS,STG1,1078
356,24635,2015-03-15 00:00:00,2017-03-15 00:00:00,APCD Gasoline Dispense Permit,DHANLAXMI,5901 NEW CUT RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,SUPER USA #5,GAS,STG2,1079
357,24636,2015-10-12 00:00:00,2020-10-12 00:00:00,APCD Gasoline Dispense Permit,A&M OIL CO,4743 POPLAR LEVEL RD,WATTERSON PARK,KY,40213,Gas Dispen Facility Stage I,LOUISVILLE DRYWALL,GAS,STG1,1080
358,24639,2014-07-01 00:00:00,2016-07-01 00:00:00,APCD Gasoline Dispense Permit,Mac's Convenience Stores,9109 U S HIGHWAY 42,PROSPECT,KY,40059,Gas Dispen Facility Stage II,Circle K #3244,GAS,STG2,1081
359,24640,2010-03-02 00:00:00,2015-03-02 00:00:00,APCD Gasoline Dispense Permit,SPEEDY MART CORP,10231 BLUE LICK RD,LOUISVILLE,KY,40229,Gas Dispen Facility Stage II,SPEEDY MART #7,GAS,STG2,1082
360,24642,2014-09-01 00:00:00,2016-09-01 00:00:00,APCD Gasoline Dispense Permit,Mac's Convenience Stores,4701 S 3RD ST,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,CIRCLE K 3246,GAS,STG2,1083
361,24643,2014-07-01 00:00:00,2019-07-01 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE WATER CO-BE PAYNE PLANT,4801 ALLMOND AVE,LOUISVILLE,KY,40214,Gas Dispen Facility Stage I,LOUISVILLE WATER CO ALLMOND AV,GAS,STG1,1084
362,24645,2011-11-15 00:00:00,2016-11-15 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,9003 GALENE DR,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage II,CIRCLE K #107,GAS,STG2,1085
363,24646,2009-07-01 00:00:00,2014-07-01 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE WATER CO-BE PAYNE PLANT,209 N ENGLISH STATION RD,MIDDLETOWN,KY,40223,Gas Dispen Facility Stage I,LOUISVILLE WATER CO ENGLSH STA,GAS,STG1,1086
364,24647,2011-11-15 00:00:00,2016-11-15 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,4301 PRESTON HWY,LOUISVILLE,KY,40213,Gas Dispen Facility Stage II,MAC'S #114,GAS,STG2,1087
365,24648,2014-07-01 00:00:00,2019-07-01 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE WATER CO-BE PAYNE PLANT,3004 FRANKFORT AVE,LOUISVILLE,KY,40206,Gas Dispen Facility Stage I,CRESCENT HILL,GAS,STG1,1088
366,24650,2016-02-01 00:00:00,2018-02-01 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC DBA CIRCLE K,8320 3RD STREET RD,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,CIRCLE K #3222,GAS,STG2,1089
367,24651,2011-11-30 00:00:00,2016-11-30 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,2100 PORTLAND AVE,LOUISVILLE,KY,40212,Gas Dispen Facility Stage II,MAC'S #3231,GAS,STG2,1090
368,24652,2015-12-01 00:00:00,2017-12-01 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,9901 LA GRANGE RD,LYNDON,KY,40223,Gas Dispen Facility Stage II,DAIRY MART #3223,GAS,STG2,1091
369,24653,2013-10-31 00:00:00,2018-10-31 00:00:00,APCD Gasoline Dispense Permit,CATHOLIC CEMETERIES,1153 CHARLES ST,LOUISVILLE,KY,40204,Gas Dispen Facility Stage I,ST.MICHAEL CEMETERY,GAS,STG1,1092
370,24654,2011-11-30 00:00:00,2016-11-30 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,404 MOUNT HOLLY RD,LOUISVILLE,KY,40118,Gas Dispen Facility Stage II,CIRCLE K #3233,GAS,STG2,1093
371,24655,2011-08-31 00:00:00,2016-08-31 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,5203 GREENWOOD RD,LOUISVILLE,KY,40258,Gas Dispen Facility Stage II,DAIRY MART #3228,GAS,STG2,1094
372,24728,2011-05-01 00:00:00,2016-05-01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,11700 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,THORNTON OIL #049,GAS,STG2,1095
373,24729,2016-01-31 00:00:00,2018-01-31 00:00:00,APCD Gasoline Dispense Permit,THORNTONS INC,3300 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage II,THORNTONS INC  #154,GAS,STG2,1096
374,24730,2014-07-01 00:00:00,2016-07-01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,100 W BROADWAY,LOUISVILLE,KY,40202,Gas Dispen Facility Stage II,THORNTON OIL #028,GAS,STG2,1097
375,24731,2016-02-16 00:00:00,2018-02-16 00:00:00,APCD Gasoline Dispense Permit,THORNTONS INC,4500 S 3RD ST,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,THORNTON INC #20,GAS,STG2,1098
376,24732,2011-07-04 00:00:00,2016-07-05 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,12412 LA GRANGE RD,LOUISVILLE,KY,40245,Gas Dispen Facility Stage II,THORNTON OIL #031,GAS,STG2,1099
377,24734,2016-01-16 00:00:00,2018-01-16 00:00:00,APCD Gasoline Dispense Permit,THORNTONS INC,4740 CHAMBERLAIN LN,LOUISVILLE,KY,40241,Gas Dispen Facility Stage II,THORNTON OIL #159,GAS,STG2,1100
378,24735,2015-12-30 00:00:00,2017-12-30 00:00:00,APCD Gasoline Dispense Permit,THORNTONS INC,605 LYNDON LN,LYNDON,KY,40222,Gas Dispen Facility Stage II,THORNTONS INC #34,GAS,STG2,1101
379,24736,2014-07-01 00:00:00,2016-07-01 00:00:00,APCD Gasoline Dispense Permit,THORNTON INC,8405 NATIONAL TPKE,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,THORNTON  #155,GAS,STG2,1102
380,24737,2014-07-01 00:00:00,2016-07-01 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,5318 PRESTON HWY,LOUISVILLE,KY,40213,Gas Dispen Facility Stage II,THORNTON OIL #041,GAS,STG2,1103
381,24738,2015-01-31 00:00:00,2017-01-31 00:00:00,APCD Gasoline Dispense Permit,OM NAMAH NARAYAN INC,4309 CRITTENDEN DR,LOUISVILLE,KY,40209,Gas Dispen Facility Stage II,AIRPORT SHELL,GAS,STG2,1104
382,24738,2015-01-31 00:00:00,2017-01-31 00:00:00,APCD Gasoline Dispense Permit,PROPERTY INVESTMENTS LLC,4309 CRITTENDEN DR,LOUISVILLE,KY,40209,Gas Dispen Facility Stage II,AIRPORT SHELL,GAS,STG2,1105
383,24739,2011-02-01 00:00:00,2016-02-01 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,5000 SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,Gas Dispen Facility Stage II,DAIRY MART #3230,GAS,STG2,1106
384,24740,2016-01-03 00:00:00,2018-01-03 00:00:00,APCD Gasoline Dispense Permit,THORNTONS INC,4520 DIXIE HWY,SHIVELY,KY,40216,Gas Dispen Facility Stage II,THORNTONS INC  #50,GAS,STG2,1107
385,24742,2011-07-14 00:00:00,2016-07-14 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,4154 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage II,THORNTON OIL #054,GAS,STG2,1108
386,24743,2015-06-30 00:00:00,2017-06-30 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,13401 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,Circle K #3232,GAS,STG2,1109
387,24744,2011-12-31 00:00:00,2016-12-31 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,4950 BROWNSBORO RD,LOUISVILLE,KY,40222,Gas Dispen Facility Stage II,THORNTON OIL #055,GAS,STG2,1110
388,24746,2011-12-31 00:00:00,2016-12-31 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,8400 DIXIE HWY,LOUISVILLE,KY,40258,Gas Dispen Facility Stage II,THORNTON OIL #056,GAS,STG2,1111
389,24747,2014-08-31 08:28:00,2016-08-31 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,4347 S 3RD ST,LOUISVILLE,KY,40214,Gas Dispen Facility Stage II,DAIRY MART #3234,GAS,STG2,1112
390,24748,2016-01-02 00:00:00,2018-01-02 00:00:00,APCD Gasoline Dispense Permit,THRIFTY TRUCK RENTAL,3700 CRITTENDEN DR,LOUISVILLE,KY,40209,Gas Dispen Facility Stage II,THRIFTY  TRUCK  RENTAL,GAS,STG2,1113
391,24768,2011-12-31 00:00:00,2016-12-31 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,13314 SHELBYVILLE RD,MIDDLETOWN,KY,40223,Gas Dispen Facility Stage II,THORNTON OIL #095,GAS,STG2,1114
392,24770,2015-11-01 00:00:00,2017-11-01 00:00:00,APCD Gasoline Dispense Permit,"SHORT STOP FOOD MART, INC",6403 E MANSLICK RD,LOUISVILLE,KY,40228,Gas Dispen Facility Stage II,SP #19,GAS,STG2,1115
393,24770,2015-11-01 00:00:00,2017-11-01 00:00:00,APCD Gasoline Dispense Permit,SINGH PETRO #19,6403 E MANSLICK RD,LOUISVILLE,KY,40228,Gas Dispen Facility Stage II,SP #19,GAS,STG2,1116
394,24772,2015-11-02 00:00:00,2017-11-02 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,4565 POPLAR LEVEL RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage II,SPEEDWAY #5457,GAS,STG2,1117
395,24773,2014-12-27 00:00:00,2016-12-27 00:00:00,APCD Gasoline Dispense Permit,J & C GAS STATION,4953 MANSLICK RD,LOUISVILLE,KY,40216,Gas Dispen Facility Stage II,J & C GAS STATION,GAS,STG2,1118
396,24776,2015-12-01 00:00:00,2017-12-01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,4150 WESTPORT RD,ST MATTHEWS,KY,40207,Gas Dispen Facility Stage II,SPEEDWAY #5485,GAS,STG2,1119
397,24777,2014-12-27 00:00:00,2016-12-27 00:00:00,APCD Gasoline Dispense Permit,PREM & RHYTHM INC,801 VALLEY COLLEGE DR,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,RHYTHM FOODMART,GAS,STG2,1120
398,24778,2012-09-15 00:00:00,2017-09-16 00:00:00,APCD Gasoline Dispense Permit,SOUTHERN BAPTIST SEMINARY,2825 LEXINGTON RD,LOUISVILLE,KY,40206,Gas Dispen Facility Stage I,SOUTHERN BAPTIST SEMINARY,GAS,STG1,1121
399,24780,2015-01-05 00:00:00,2017-01-05 00:00:00,APCD Gasoline Dispense Permit,PJT INC,2119 UPPER HUNTERS TRCE,LOUISVILLE,KY,40216,Gas Dispen Facility Stage II,VALERO,GAS,STG2,1122
400,24781,2011-12-01 00:00:00,2016-12-01 00:00:00,APCD Gasoline Dispense Permit,SOUTHERN PIPELINE CONSTRUCTION,1272 OLD FERN VALLEY RD,LOUISVILLE,KY,40219,Gas Dispen Facility Stage I,SOUTHERN PIPELINE,GAS,STG1,1123
401,24869,2015-06-01 00:00:00,2017-06-01 00:00:00,APCD Gasoline Dispense Permit,SARA FOOD LLC,2532 W BROADWAY,LOUISVILLE,KY,40211,Gas Dispen Facility Stage II,TONY'S CONVENIENT MART,GAS,STG2,1224
402,24869,2015-06-01 00:00:00,2017-06-01 00:00:00,APCD Gasoline Dispense Permit,TONY'S CONVENIENT MART,2532 W BROADWAY,LOUISVILLE,KY,40211,Gas Dispen Facility Stage II,TONY'S CONVENIENT MART,GAS,STG2,1225
403,24870,2012-03-30 00:00:00,2017-03-30 00:00:00,APCD Gasoline Dispense Permit,KRAUTH SON PLBG HEATING,1612 MELLWOOD AVE,LOUISVILLE,KY,40206,Gas Dispen Facility Stage I,H W KRAUTH & SON,GAS,STG1,1226
404,24871,2011-11-30 00:00:00,2016-11-30 00:00:00,APCD Gasoline Dispense Permit,METRO PARKS,745 COCHRAN HILL RD,LOUISVILLE,KY,40206,Gas Dispen Facility Stage I,METRO PARKS-CHEROKEE MAINT,GAS,STG1,1227
405,24872,2015-08-01 00:00:00,2017-08-01 00:00:00,APCD Gasoline Dispense Permit,THORNTONS INC,10501 DIXIE HWY,LOUISVILLE,KY,40272,Gas Dispen Facility Stage II,THORNTON OIL #152,GAS,STG2,1228
406,24993,2014-11-15 00:00:00,2016-11-15 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE METRO GOVERNMENT,620 MERIWETHER AVE,LOUISVILLE,KY,40217,Gas Dispen Facility Stage II,SOLID WASTE CENTRAL FACILITY,GAS,STG2,1229
407,24993,2014-11-15 00:00:00,2016-11-15 00:00:00,APCD Gasoline Dispense Permit,LOUISVILLE METRO GOVERNMENT,620 MERIWETHER AVE,LOUISVILLE,KY,40217,Gas Dispen Facility Stage II,SOLID WASTE CENTRAL FACILITY,GAS,STG2,1230
408,25260,2014-10-01 00:00:00,2016-10-01 00:00:00,APCD Gasoline Dispense Permit,BERRY PETROLEUM INC,1871 BERRY BLVD,LOUISVILLE,KY,40215,Gas Dispen Facility Stage II,BERRY PETROLEUM INC,GAS,STG2,1231
409,25260,2014-10-01 00:00:00,2016-10-01 00:00:00,APCD Gasoline Dispense Permit,JASVIR SINGH,1871 BERRY BLVD,LOUISVILLE,KY,40215,Gas Dispen Facility Stage II,BERRY PETROLEUM INC,GAS,STG2,1232
410,29936,2015-10-30 00:00:00,2017-10-30 00:00:00,APCD Gasoline Dispense Permit,Mac's Convenience Stores,2911 BARDSTOWN RD,LOUISVILLE,KY,40205,Gas Dispen Facility Stage II,CIRCLE K #3311,GAS,STG2,1233
411,29938,2014-05-01 00:00:00,2016-05-01 00:00:00,APCD Gasoline Dispense Permit,SPEEDWAY LLC,2300 BROWNSBORO RD,LOUISVILLE,KY,40206,Gas Dispen Facility Stage II,SPEEDWAY #8132,GAS,STG2,1234
412,26681,2014-12-29 00:00:00,2016-12-29 00:00:00,APCD Gasoline Dispense Permit,THORNTON INC,1335 S HURSTBOURNE PKY,JEFFERSONTOWN,KY,40222,Gas Dispen Facility Stage II,THORNTON  #157,GAS,STG2,1235
413,26859,2015-10-01 00:00:00,2017-10-01 00:00:00,APCD Gasoline Dispense Permit,KROGER LIMITED PARTNERSHIP i,4013 POPLAR LEVEL RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage II,KROGER STORE L-400,GAS,STG2,1236
414,27120,2014-12-15 00:00:00,2016-12-15 00:00:00,APCD Gasoline Dispense Permit,MR HILAL   AMIRIEH,3700 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage II,USA SPEEDWAY INC,GAS,STG2,1237
415,27120,2014-12-15 00:00:00,2016-12-15 00:00:00,APCD Gasoline Dispense Permit,CIRCLE N FOOD MART,3700 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage II,USA SPEEDWAY INC,GAS,STG2,1238
416,27120,2014-12-15 00:00:00,2016-12-15 00:00:00,APCD Gasoline Dispense Permit,ABU ISALM,3700 BARDSTOWN RD,LOUISVILLE,KY,40218,Gas Dispen Facility Stage II,USA SPEEDWAY INC,GAS,STG2,1239
417,27201,2015-04-15 00:00:00,2020-04-15 00:00:00,APCD Gasoline Dispense Permit,CHURCHILL DOWNS,4520 POPLAR LEVEL RD,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,TRACKSIDE TRAINING CENTER,GAS,STG1,1240
418,27585,2011-05-15 00:00:00,2016-05-15 00:00:00,APCD Gasoline Dispense Permit,KROGER FUEL DEPT,1247 GOSS AVE,LOUISVILLE,KY,40217,Gas Dispen Facility Stage II,KROGER L753,GAS,STG2,1241
419,34259,2012-06-21 00:00:00,2017-06-21 00:00:00,APCD Gasoline Dispense Permit,KROGER FUEL DEPT,2318 BROWNSBORO RD,LOUISVILLE,KY,40206,Gas Dispen Facility Stage II,KROGER L-224,GAS,STG2,1242
420,34259,2012-06-21 00:00:00,2017-06-21 00:00:00,APCD Gasoline Dispense Permit,C L MCBRIDE,2318 BROWNSBORO RD,LOUISVILLE,KY,40206,Gas Dispen Facility Stage II,KROGER L-224,GAS,STG2,1243
421,31981,2015-11-09 00:00:00,2017-11-09 00:00:00,APCD Gasoline Dispense Permit,MACS CONVENIENCE STORES LLC,12415 TAYLORSVILLE RD,LOUISVILLE,KY,40299,Gas Dispen Facility Stage II,Circle K #3363,GAS,STG2,1244
422,31981,2015-11-09 00:00:00,2017-11-09 00:00:00,APCD Gasoline Dispense Permit,SHELL FOOD MART,12415 TAYLORSVILLE RD,LOUISVILLE,KY,40299,Gas Dispen Facility Stage II,Circle K #3363,GAS,STG2,1245
423,33248,2011-12-15 00:00:00,2016-12-15 00:00:00,APCD Gasoline Dispense Permit,THORNTON OIL CORPORATION,9200 PRESTON HWY,LOUISVILLE,KY,40229,Gas Dispen Facility Stage II,THORNTONS INC. #160,GAS,STG2,1246
424,26663,2014-07-28 00:00:00,2016-07-28 00:00:00,APCD Gasoline Dispense Permit,MIDWEST PETROLEUM,3300 ALGONQUIN PKY,LOUISVILLE,KY,40211,Gas Dispen Facility Stage II,MIDWEST PETROLEUM,GAS,STG2,1247
425,32193,2011-06-30 00:00:00,2016-06-30 00:00:00,APCD Gasoline Dispense Permit,WEDAD LLC,9502 TAYLORSVILLE RD,JEFFERSONTOWN,KY,40299,Gas Dispen Facility Stage II,DAIRYMART 3313,GAS,STG2,1248
426,33541,2016-01-28 00:00:00,2018-01-28 00:00:00,APCD Gasoline Dispense Permit,MAC'S CONVENIENCE STORES LLC,7951 BARDSTOWN RD,LOUISVILLE,KY,40291,Gas Dispen Facility Stage II,CIRCLE K #3226,GAS,STG2,1249
427,33553,2016-04-01 00:00:00,2021-04-01 00:00:00,APCD Gasoline Dispense Permit,SCHNELL CONTRACTORS INC,1343 TILE FACTORY LN,LOUISVILLE,KY,40213,Gas Dispen Facility Stage I,SCHNELL CONTRACTORS INC.,GAS,STG1,1250
