rpt_rec_num,Provider CCN,Facility Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural versus Urban,Fiscal Year Begin Date,Fiscal Year End Date,Type of Control,Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days Other,Total Days Total,Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges Title Other,Total Discharges Total,SNF Average Length of Stay Title V,SNF Average Length of Stay Title XVIII,SNF Average Length of Stay Title XIX,SNF Average Length of Stay Total,SNF Admissions Title V,SNF Admissions Title XVIII,SNF Admissions Title XIX,SNF Admissions Other,SNF Admissions Total,SNF Days Title V,SNF Days Title XVIII,SNF Days Title XIX,SNF Days Other,SNF Days Total,SNF Number of Beds,SNF Bed Days Available,SNF Discharges Title V,SNF Discharges Title XVIII,SNF Discharges Title XIX,SNF Discharges Title Other,SNF Discharges Total,NF Number of Beds,NF Bed Days Available,NF Days Title V,NF Days Title XIX,NF Days Other,NF Days Total,NF Discharges Title V,NF Discharges Title XIX,NF Discharges Title Other,NF Discharges Total,NF Average Length of Stay Title V,NF Average Length of Stay Title XIX,NF Average Length of Stay Total,NF Admissions Title V,NF Admissions Title XIX,NF Admissions Other,NF Admissions Total,Total RUG Days,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Total Charges,Total Costs,Wage-related Costs (core),Total Salaries (adjusted),Contract Labor,Cash on hand and in banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for uncollectible notes and accounts receivable,Inventory,Prepaid expenses,Other current assets,Total Current Assets,Land,Land improvements,Buildings,Leasehold improvements,Fixed equipment,Major movable equipment,Minor equipment depreciable,Total fixed Assets,Investments,Other Assets,Total other Assets,Total Assets,Accounts payable,"Salaries, wages, and fees payable",Payroll taxes payable,Notes and Loans Payable (short term),Deferred income,Other current liabilities,Total current liabilities,Mortgage payable,Notes Payable,Unsecured Loans,Other long term liabilities,Total long term liabilities,Total liabilities,General fund balance,Total fund balances,Total Liabilities and fund balances,Total General Inpatient Care Services Revenue,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Less Contractual Allowance and discounts on patients' accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from service to patients,Total Other Income,Total Income,Net Income,Inpatient PPS Amount,Nursing and Allied Health Education Activities,Allowable Bad Debts
1241139,445288,HUNTSVILLE HEALTH & REHABILITATION,287 BAKER STREET,HUNTSVILLE,TN,37756,SCOTT,99944.0,R,11/01/2018,12/31/2018,4.0,,573.0,3152.0,513.0,4238.0,96.0,5856.0,,16.0,14.0,21.0,51.0,,35.81,225.14,83.1,,17.0,7.0,21.0,45.0,,573.0,3152.0,513.0,4238.0,96.0,5856.0,,16.0,14.0,21.0,51.0,,,,,,,,,,,,,,,,,,573.0,396215.0,610826.0,255819.0,252622.0,50777.0,396215.0,,44247.0,,,931867.0,,,33605.0,,1009719.0,,,,12163.0,3250.0,5327.0,,19354.0,,16078.0,16078.0,1045151.0,452990.0,19128.0,106477.0,,,,911289.0,,,,,,911289.0,133862.0,133862.0,1045151.0,1054255.0,1306986.0,,1306986.0,167814.0,1139172.0,1007041.0,132131.0,1731.0,133862.0,133862.0,246424.0,,9095.0
1241155,525336,CHILTON CARE CENTER  LLC,810 MEMORIAL DRIVE,CHILTON,WI,53014-1573,CALUMET,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241193,145039,GENERATIONS AT PEORIA  LLC,5600 GLEN ELM DRIVE,PEORIA,IL,61614,PEORIA,37900.0,U,11/01/2018,12/31/2018,6.0,,365.0,2207.0,2225.0,4797.0,144.0,8784.0,,16.0,10.0,21.0,47.0,,22.81,220.7,102.06,,11.0,5.0,21.0,37.0,,365.0,2207.0,2225.0,4797.0,144.0,8784.0,,16.0,10.0,21.0,47.0,,,,,,,,,,,,,,,,,,365.0,615517.0,846026.0,928969.0,294332.0,159671.0,615517.0,194053.0,22058.0,,,952648.0,,,133466.0,,1108172.0,,,,,18543.0,,,17925.0,,,9881.0,1135978.0,319080.0,103447.0,39382.0,785000.0,,202129.0,1449038.0,,,,,,1449038.0,-313060.0,-313060.0,1135978.0,960517.0,1889485.0,,1889485.0,741001.0,1148484.0,1461543.0,-313059.0,,-313059.0,-313059.0,165895.0,,
1241195,145350,THE PEARL OF ROLLING MEADOWS,4225 KIRCHOFF ROAD,ROLLING MEADOWS,IL,60008,COOK,16974.0,U,11/01/2018,12/31/2018,2.0,,221.0,4151.0,1693.0,6065.0,155.0,9455.0,,6.0,9.0,10.0,25.0,,36.83,461.22,242.6,,14.0,6.0,8.0,28.0,,221.0,4151.0,1693.0,6065.0,155.0,9455.0,,6.0,9.0,10.0,25.0,,,,,,,,,,,,,,,,,,221.0,735304.0,890082.0,768592.0,231695.0,108378.0,735304.0,,-2896.0,,,1154378.0,25580.0,,568899.0,10000.0,1704801.0,,,,7453.0,,33781.0,,40609.0,,750000.0,750000.0,2495410.0,928253.0,24077.0,74779.0,,,34187.0,1061296.0,,,,,1.0,1061297.0,1434113.0,1434113.0,2495410.0,29628516.0,30397108.0,,30397108.0,28937634.0,1459474.0,1625386.0,-165912.0,25.0,-165887.0,-165887.0,257351.0,,
1241313,145338,WESTMONT MANOR HEALTH AND REHAB CTR,512 E OGEN AVENUE,WESTMONT,IL,60559,DUPAGE,16974.0,U,11/01/2018,12/31/2018,6.0,,100.0,3869.0,458.0,4427.0,155.0,9455.0,,6.0,2.0,8.0,16.0,,16.67,1934.5,276.69,,24.0,7.0,6.0,37.0,,100.0,3869.0,458.0,4427.0,155.0,9455.0,,6.0,2.0,8.0,16.0,,,,,,,,,,,,,,,,,,100.0,771276.0,731539.0,485582.0,283401.0,164040.0,771276.0,58677.0,41190.0,,,1058581.0,27256.0,,532467.0,,1604982.0,,,,,,10351.0,,10001.0,,,,1614983.0,975201.0,100995.0,7836.0,180650.0,,673523.0,1938205.0,,,,,,1938205.0,-323222.0,-323222.0,1614983.0,859054.0,1344636.0,,1344636.0,165490.0,1179146.0,1502815.0,-323669.0,447.0,-323222.0,-323222.0,334722.0,,
1241504,145608,SOUTH HOLLAND MANOR HEALTH AND REHAB,2145 E 170TH ST,SOUTH HOLLAND,IL,60473,COOK,16974.0,U,11/01/2018,12/31/2018,6.0,,1378.0,5150.0,628.0,7156.0,216.0,13176.0,,36.0,30.0,13.0,79.0,,38.28,171.67,90.58,,45.0,23.0,10.0,78.0,,1378.0,5150.0,628.0,7156.0,216.0,13176.0,,36.0,30.0,13.0,79.0,,,,,,,,,,,,,,,,,,1378.0,1333114.0,1195327.0,934896.0,471532.0,240452.0,1333114.0,3170.0,89219.0,,,2124049.0,48619.0,,871462.0,33959.0,3070070.0,,,,,,,,,,,,3070070.0,1481721.0,335642.0,,610167.0,,939159.0,3366689.0,,,,,,3366689.0,-296619.0,-296619.0,3070070.0,1824092.0,2758988.0,,2758988.0,530221.0,2228767.0,2528441.0,-299674.0,3055.0,-296619.0,-296619.0,1019322.0,,
1241567,225609,COREY HILL NURSING HOME INC.,249 COREY ROAD,BRIGHTON,MA,02135,SUFFOLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241600,315038,SUMMIT RIDGE CENTER,20 SUMMIT STREET,WEST ORANGE,NJ,07052,ESSEX,35084.0,U,01/01/2019,01/31/2019,6.0,,107.0,3706.0,403.0,4216.0,152.0,4712.0,,2.0,7.0,16.0,25.0,,53.5,529.43,168.64,,4.0,4.0,15.0,23.0,,107.0,3706.0,403.0,4216.0,152.0,4712.0,,2.0,7.0,16.0,25.0,,,,,,,,,,,,,,,,,,107.0,534928.0,2144066.0,132601.0,113081.0,115154.0,534928.0,93129.0,3502.0,,,2413921.0,805806.0,,-39620.0,,1203854.0,,7292878.0,,879802.0,90019.0,738299.0,,7277595.0,,-5418435.0,-5418435.0,3063014.0,758529.0,269211.0,,90337.0,8645.0,290522.0,1417244.0,7200867.0,,,1362.0,7202229.0,8619473.0,-5556459.0,-5556459.0,3063014.0,2030369.0,2166065.0,,2166065.0,1124078.0,1041987.0,2678994.0,-1637007.0,1246.0,-1635761.0,-1635761.0,53585.0,,2513.0
1241626,425402,COVENANT PLACE OF SUMTER,2825 CARTER ROAD,SUMTER,SC,29150-1712,SUMTER,44940.0,U,10/01/2018,12/17/2018,2.0,,358.0,,6317.0,6675.0,114.0,8892.0,,14.0,,16.0,30.0,,25.57,,67.17,,4.0,,3.0,7.0,,358.0,,851.0,1209.0,28.0,2184.0,,14.0,,4.0,18.0,,,,,,,,,,,,,,,,,,358.0,872618.0,1027903.0,156092.0,116792.0,152569.0,872618.0,,1767005.0,,,57847.0,,,100465.0,,1925317.0,210338.0,97541.0,15328709.0,1484708.0,1577644.0,738972.0,,4139601.0,,,,6064918.0,88199.0,178355.0,67071.0,,,723529.0,1057154.0,5285810.0,,,,5285810.0,6342964.0,-278046.0,-278046.0,6064918.0,1000355.0,1156447.0,,1156447.0,67725.0,1088722.0,1900521.0,-811799.0,668616.0,-143183.0,-143183.0,140765.0,,
1241649,525274,EDENBROOK OF FOND DU LAC,265 SOUTH NATIONAL AVE,FOND DU LAC,WI,54935,FOND DU LAC,22540.0,U,11/01/2018,12/31/2018,6.0,,245.0,2860.0,599.0,3704.0,108.0,6588.0,,13.0,,,13.0,,18.85,,284.92,,,,,,,245.0,2860.0,599.0,3704.0,108.0,6588.0,,13.0,,,13.0,,,,,,,,,,,,,,,,,,245.0,426231.0,444685.0,385149.0,141442.0,61198.0,426231.0,,41755.0,,,806630.0,,,-3319.0,,299309.0,,,,4379.0,,14622.0,,174001.0,,,,473310.0,279160.0,183064.0,,5634.0,,,467858.0,,3039.0,,,3039.0,470897.0,2413.0,2413.0,473310.0,804395.0,1189544.0,,1189544.0,316685.0,872859.0,870916.0,1943.0,470.0,2413.0,2413.0,122770.0,,
1241731,315047,CINNAMINSON CENTER,1700 WYNWOOD DRIVE,CINNAMINSON,NJ,08077,BURLINGTON,15804.0,U,01/01/2019,01/31/2019,6.0,,102.0,2800.0,405.0,3307.0,114.0,3534.0,,6.0,3.0,5.0,14.0,,17.0,933.33,236.21,,4.0,3.0,7.0,14.0,,102.0,2800.0,405.0,3307.0,114.0,3534.0,,6.0,3.0,5.0,14.0,,,,,,,,,,,,,,,,,,102.0,321431.0,1598308.0,137280.0,173240.0,75515.0,321431.0,111821.0,5100.0,,,1307120.0,408938.0,,-8277.0,,692922.0,,58364.0,,605361.0,26657.0,517933.0,,,6632270.0,-1421189.0,5211081.0,5904003.0,449842.0,171624.0,,82326.0,13306.0,197291.0,914389.0,6562362.0,,,6682.0,6569044.0,7483433.0,-1579430.0,-1579430.0,5904003.0,1331072.0,1463339.0,,1463339.0,677067.0,786272.0,1919739.0,-1133467.0,1599.0,-1131868.0,-1131868.0,50875.0,,1843.0
1241733,315225,COOPER RIVER WEST,5101 NORTH PARK DRIVE,PENNSAUKEN,NJ,08109,CAMDEN,15804.0,U,01/01/2019,01/31/2019,6.0,,304.0,4019.0,456.0,4779.0,180.0,5580.0,,5.0,7.0,10.0,22.0,,60.8,574.14,217.23,,14.0,3.0,16.0,33.0,,304.0,4019.0,456.0,4779.0,180.0,5580.0,,5.0,7.0,10.0,22.0,,,,,,,,,,,,,,,,,,304.0,455644.0,1703666.0,172113.0,117469.0,139466.0,455644.0,151271.0,-1127.0,,,2026366.0,501745.0,,-17455.0,,1254913.0,,,,,34435.0,759594.0,,-119136.0,,-3175506.0,-3175506.0,-2039729.0,746724.0,253940.0,,,6598.0,156916.0,1164178.0,,,,6903.0,6903.0,1171081.0,-3210810.0,-3210810.0,-2039729.0,2006825.0,2184369.0,,2184369.0,1039183.0,1145186.0,2159310.0,-1014124.0,3053.0,-1011071.0,-1011071.0,142385.0,,8208.0
1241778,345288,MAGNOLIA ESTATES SKILLED CARE FACILI,1404 SOUTH SALISBURY AVENUE,SPENCER,NC,28159,ROWAN,16740.0,U,10/01/2018,12/19/2018,4.0,,188.0,4330.0,550.0,5068.0,80.0,6400.0,,1.0,8.0,7.0,16.0,,188.0,541.25,316.75,,7.0,2.0,6.0,15.0,,188.0,4330.0,550.0,5068.0,70.0,5600.0,,1.0,8.0,7.0,16.0,,,,,,,,,,,,,,,,,,188.0,517969.0,531933.0,278198.0,172278.0,79720.0,517969.0,102491.0,32450.0,,,793423.0,,,1359.0,,847696.0,,,,,,,,,,,,847696.0,85085.0,,-2120.0,,,42506.0,125471.0,,,,,4709119.0,4834590.0,-3986894.0,-3986894.0,847696.0,878543.0,1174524.0,,1174524.0,67256.0,1107268.0,1049902.0,57366.0,1914577.0,1971943.0,1971943.0,66824.0,,17650.0
1241869,676243,REMINGTON TRANS. CARE OF RICHARDSON,1350 E. LOOKOUT DR.,RICHARDSON,TX,75082,DALLAS,19124.0,U,10/01/2018,12/31/2018,6.0,,3412.0,,2721.0,6133.0,90.0,8280.0,,163.0,,143.0,306.0,,20.93,,20.04,,167.0,,146.0,313.0,,3412.0,,2721.0,6133.0,90.0,8280.0,,163.0,,143.0,306.0,,,,,,,,,,,,,,,,,,3412.0,1074059.0,2248833.0,1823760.0,1123505.0,170365.0,1074059.0,583556.0,500.0,,,1982730.0,,,6050.0,3737.0,1993017.0,,,,13467.0,,292282.0,,330949.0,,-1929887.0,-1929887.0,394079.0,73021.0,,,125000.0,,307789.0,505810.0,,,,,,505810.0,-111731.0,-111731.0,394079.0,1387351.0,3211111.0,,3211111.0,,3211111.0,3322892.0,-111781.0,50.0,-111731.0,-111731.0,1996757.0,,
1241934,135134,BENNETT HEALTHCARE  INC,1220 MONTANA ST,GOODING,ID,83330,GOODING,99913.0,R,11/01/2018,12/31/2018,4.0,,258.0,1370.0,220.0,1848.0,80.0,4880.0,,4.0,1.0,,5.0,,64.5,1370.0,369.6,,6.0,1.0,,7.0,,258.0,1370.0,220.0,1848.0,80.0,4880.0,,4.0,1.0,,5.0,,,,,,,,,,,,,,,,,,258.0,233157.0,305814.0,86153.0,69133.0,42315.0,233157.0,,1000.0,,,345872.0,8388.0,,25966.0,,364450.0,,,,,,,,,-278513.0,3588.0,-274925.0,89525.0,59848.0,46979.0,13692.0,,,16034.0,136553.0,,,,-67241.0,-67241.0,69312.0,20213.0,20213.0,89525.0,475594.0,561215.0,,561215.0,2281.0,558934.0,538971.0,19963.0,250.0,20213.0,20213.0,106637.0,,154.0
1242010,185402,HENDERSON NURSING & REHAB CENTER,2500 NORTH ELM STREET,HENDERSON,KY,42420,HENDERSON,21780.0,U,10/01/2018,12/31/2018,4.0,,659.0,,4325.0,4984.0,90.0,8280.0,,13.0,,28.0,41.0,,50.69,,121.56,,12.0,,11.0,23.0,,659.0,,4325.0,4984.0,90.0,8280.0,,13.0,,28.0,41.0,,,,,,,,,,,,,,,,,,659.0,551255.0,947544.0,737403.0,138672.0,99059.0,551255.0,,35981.0,,,553490.0,,,103951.0,24986.0,720760.0,,,,8575.0,,2000.0,,10404.0,,,,731164.0,601562.0,39312.0,,,,110714.0,751588.0,240964.0,,,,240964.0,992552.0,-261388.0,-261388.0,731164.0,1195355.0,1932758.0,,1932758.0,695408.0,1237350.0,1498799.0,-261449.0,61.0,-261388.0,-261388.0,337863.0,,19977.0
1242017,225221,MERCURY OPERATOR  LLC,2 BEAUMONT AVENUE,BROCKTON,MA,02302,PLYMOUTH,14454.0,U,10/01/2018,12/31/2018,5.0,,634.0,6724.0,2702.0,10060.0,123.0,11316.0,,28.0,26.0,37.0,91.0,,22.64,258.62,110.55,,29.0,28.0,38.0,95.0,,634.0,6724.0,2702.0,10060.0,123.0,11316.0,,28.0,26.0,37.0,91.0,,,,,,,,,,,,,,,,,,634.0,1158985.0,1415748.0,395118.0,361596.0,255678.0,1158985.0,200152.0,107629.0,,,2048664.0,65699.0,,53138.0,,2168876.0,,,,10705.0,,41821.0,,49942.0,,2863.0,2863.0,2221681.0,1069643.0,347819.0,33371.0,929469.0,,157198.0,2537500.0,,,,,,2537500.0,-315819.0,-315819.0,2221681.0,2242044.0,2637162.0,,2637162.0,240243.0,2396919.0,2574733.0,-177814.0,3.0,-177811.0,-177811.0,448126.0,,
1242222,525418,EVANSVILLE MANOR,470 GARFIELD AVE,EVANSVILLE,WI,53536,ROCK,27500.0,U,11/01/2018,12/31/2018,4.0,,340.0,1837.0,1111.0,3288.0,71.0,4331.0,,16.0,,,16.0,,21.25,,205.5,,,,,,,340.0,1837.0,1111.0,3288.0,71.0,4331.0,,16.0,,,16.0,,,,,,,,,,,,,,,,,,340.0,404738.0,455384.0,162687.0,108606.0,70679.0,404738.0,,131011.0,,,146650.0,,,-21361.0,,522793.0,,,,,,62949.0,,63718.0,,-417245.0,-417245.0,169266.0,-237963.0,88160.0,,-12059.0,,,-161862.0,,184417.0,,,184417.0,22555.0,146711.0,146711.0,169266.0,1023160.0,1362009.0,,1362009.0,382034.0,979975.0,860122.0,119853.0,26858.0,146711.0,146711.0,168354.0,,
1242286,145031,THE LOFT REHABILITATION AND NURSING,510 BROADWAY,NORMAL,IL,61761,MCLEAN,14010.0,U,12/01/2018,12/31/2018,4.0,,92.0,1437.0,377.0,1906.0,116.0,3596.0,,3.0,5.0,5.0,13.0,,30.67,287.4,146.62,,3.0,5.0,5.0,13.0,,92.0,1437.0,377.0,1906.0,116.0,3596.0,,3.0,5.0,5.0,13.0,,,,,,,,,,,,,,,,,,92.0,235809.0,219259.0,197614.0,55321.0,35141.0,235809.0,,105537.0,,,293420.0,,,11445.0,,410402.0,,,,,,,,,,,,410402.0,228549.0,45990.0,5020.0,,,,279559.0,,185000.0,,,185000.0,464559.0,-54157.0,-54157.0,410402.0,400911.0,400911.0,,400911.0,,400911.0,455068.0,-54157.0,,-54157.0,-54157.0,99091.0,,
1242359,455718,PEBBLE CREEK NURSING CENTER,11608 SCOTT SIMPSON DR,EL PASO,TX,79936,EL PASO,21340.0,U,10/01/2018,12/31/2018,4.0,,1029.0,6017.0,1112.0,8158.0,120.0,11040.0,,16.0,16.0,20.0,52.0,,64.31,376.06,156.88,,30.0,10.0,18.0,58.0,,1029.0,6017.0,1112.0,8158.0,120.0,11040.0,,16.0,16.0,20.0,52.0,,,,,,,,,,,,,,,,,,1029.0,693165.0,985597.0,457731.0,353486.0,78932.0,693165.0,232514.0,229633.0,,,1464434.0,90437.0,,8473.0,,1612103.0,,,,,,58361.0,,98888.0,33576.0,,66136.0,1777127.0,359406.0,306552.0,53672.0,,8292.0,,1764641.0,,44125.0,,,44125.0,1808766.0,-31639.0,-31639.0,1777127.0,1523310.0,1831148.0,149894.0,1981042.0,333918.0,1647124.0,1678762.0,-31638.0,,-31638.0,-31638.0,502877.0,,
1242467,335640,BUFFALO COMMUNITY HEALTHCARE CENTER,1205 DELAWARE AVENUE,BUFFALO,NY,14209,ERIE,15380.0,U,10/29/2018,12/31/2018,6.0,,290.0,2541.0,2230.0,5061.0,95.0,6080.0,,5.0,14.0,20.0,39.0,,58.0,181.5,129.77,,2.0,23.0,42.0,67.0,,290.0,2541.0,2230.0,5061.0,95.0,6080.0,,5.0,14.0,20.0,39.0,,,,,,,,,,,,,,,,,,290.0,656538.0,879371.0,188693.0,195239.0,170668.0,656538.0,,74914.0,,,1049224.0,,,22603.0,,1146741.0,,,,5000.0,,84421.0,,55921.0,,35947.0,35947.0,1238609.0,1298320.0,202215.0,,,,,1500535.0,,,,45890.0,45890.0,1546425.0,-307816.0,-307816.0,1238609.0,1172482.0,1228093.0,,1228093.0,,1228093.0,1535909.0,-307816.0,,-307816.0,-307816.0,142412.0,,
1242481,345129,AUTUMN CARE OF MOCKSVILLE,1007 HOWARD STREET,MOCKSVILLE,NC,27028-2548,DAVIE,49180.0,U,01/01/2019,02/18/2019,4.0,,126.0,2689.0,660.0,3475.0,108.0,5292.0,,2.0,11.0,10.0,23.0,,63.0,244.45,151.09,,8.0,5.0,15.0,28.0,,126.0,2689.0,660.0,3475.0,96.0,4704.0,,2.0,11.0,10.0,23.0,,,,,,,,,,,,,,,,,,126.0,332385.0,306424.0,230053.0,132313.0,41565.0,332385.0,97510.0,1007.0,,,588808.0,53280.0,,10946.0,,547481.0,,,,42987.0,,123976.0,,152676.0,,16949.0,17879.0,718036.0,168229.0,48210.0,61815.0,,,3480.0,281734.0,,,,,1348071.0,1629805.0,-911769.0,-911769.0,718036.0,549738.0,792763.0,,792763.0,304004.0,488759.0,638809.0,-150050.0,475.0,-149575.0,-149575.0,58722.0,,4188.0
1242513,495358,AMELIA LLC,8830 VIRGINIA STREET,AMELIA,VA,23002,AMELIA,40060.0,U,01/01/2019,03/28/2019,4.0,,1615.0,5568.0,998.0,8181.0,100.0,8700.0,,12.0,5.0,8.0,25.0,,134.58,1113.6,327.24,,25.0,11.0,8.0,44.0,,1615.0,5568.0,998.0,8181.0,100.0,8700.0,,12.0,5.0,8.0,25.0,,,,,,,,,,,,,,,,,,1615.0,1191910.0,1114291.0,498606.0,300578.0,183705.0,1191910.0,139150.0,108790.0,,,1888189.0,230000.0,,,,1766979.0,,,442288.0,,,736904.0,,363811.0,,,,2130790.0,633339.0,254852.0,96530.0,,,,1075017.0,,106.0,,,106.0,1075123.0,1055667.0,1055667.0,2130790.0,1648534.0,2147140.0,,2147140.0,103946.0,2043194.0,2306201.0,-263007.0,1756.0,-261251.0,-261251.0,414547.0,,
1242632,235595,MISSION POINT NURSING,2102 ORLEANS STREET,DETROI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
